,node,commodity,level,year,time,lvl,mrg
0,R11_AFR,coal,final,2020,year,75.12328945166855,0.0
1,R11_AFR,coal,final,2025,year,55.32963362139694,0.0
2,R11_AFR,coal,final,2030,year,64.87993977195411,0.0
3,R11_AFR,coal,final,2035,year,69.45640034658045,0.0
4,R11_AFR,coal,final,2040,year,71.79102741706869,0.0
5,R11_AFR,coal,final,2045,year,64.27374732879998,0.0
6,R11_AFR,coal,final,2050,year,65.920828855341,0.0
7,R11_AFR,coal,final,2055,year,74.4442794822611,0.0
8,R11_AFR,coal,final,2060,year,110.68755424200887,0.0
9,R11_AFR,coal,final,2070,year,106.53034781742141,0.0
10,R11_AFR,coal,final,2080,year,136.89464539134198,0.0
11,R11_AFR,coal,final,2090,year,126.17125688225619,0.0
12,R11_AFR,coal,final,2100,year,141.38131528581516,0.0
13,R11_AFR,coal,final,2110,year,102.3090236969028,0.0
14,R11_AFR,electr,final,2020,year,363.144198576737,0.0
15,R11_AFR,electr,final,2025,year,490.06370101935937,0.0
16,R11_AFR,electr,final,2030,year,420.5190816307842,0.0
17,R11_AFR,electr,final,2035,year,477.26264366330076,0.0
18,R11_AFR,electr,final,2040,year,479.04511841223126,0.0
19,R11_AFR,electr,final,2045,year,485.45627632893905,0.0
20,R11_AFR,electr,final,2050,year,476.7839828172521,0.0
21,R11_AFR,electr,final,2055,year,515.5823431141023,0.0
22,R11_AFR,electr,final,2060,year,700.1614001389639,0.0
23,R11_AFR,electr,final,2070,year,525.2980168749311,0.0
24,R11_AFR,electr,final,2080,year,551.6786725045645,0.0
25,R11_AFR,electr,final,2090,year,549.2116805531665,0.0
26,R11_AFR,electr,final,2100,year,589.25082841196,0.0
27,R11_AFR,electr,final,2110,year,460.7179093537422,0.0
28,R11_AFR,gas,final,2020,year,141.5735493194466,0.0
29,R11_AFR,gas,final,2025,year,133.9381198357887,0.0
30,R11_AFR,gas,final,2030,year,168.80484423181028,0.0
31,R11_AFR,gas,final,2035,year,138.2696985903671,0.0
32,R11_AFR,gas,final,2040,year,143.60430658657666,0.0
33,R11_AFR,gas,final,2045,year,148.06850576535334,0.0
34,R11_AFR,gas,final,2050,year,158.15441797862124,0.0
35,R11_AFR,gas,final,2055,year,169.21408874642745,0.0
36,R11_AFR,gas,final,2060,year,203.69926719646224,0.0
37,R11_AFR,gas,final,2070,year,210.49006246606993,0.0
38,R11_AFR,gas,final,2080,year,243.04553253063418,0.0
39,R11_AFR,gas,final,2090,year,260.8747909538826,0.0
40,R11_AFR,gas,final,2100,year,283.9741461817564,0.0
41,R11_AFR,gas,final,2110,year,208.3137518414734,0.0
42,R11_AFR,lightoil,final,2020,year,98.90131407963065,0.0
43,R11_AFR,lightoil,final,2025,year,133.9381198357887,0.0
44,R11_AFR,lightoil,final,2030,year,143.26298985573627,0.0
45,R11_AFR,lightoil,final,2035,year,146.11902316847534,0.0
46,R11_AFR,lightoil,final,2040,year,156.30581115562066,0.0
47,R11_AFR,lightoil,final,2045,year,174.4311002988027,0.0
48,R11_AFR,lightoil,final,2050,year,199.99457306316256,0.0
49,R11_AFR,lightoil,final,2055,year,199.25575753927347,0.0
50,R11_AFR,lightoil,final,2060,year,256.1992671964623,0.0
51,R11_AFR,lightoil,final,2070,year,214.51149615617024,0.0
52,R11_AFR,lightoil,final,2080,year,242.863754389405,0.0
53,R11_AFR,lightoil,final,2090,year,264.6014417958313,0.0
54,R11_AFR,lightoil,final,2100,year,260.7862414721723,0.0
55,R11_AFR,lightoil,final,2110,year,168.9716860379294,0.0
56,R11_AFR,biomass,final,2020,year,113.92638995397004,0.0
57,R11_AFR,biomass,final,2025,year,65.07549758445619,0.0
58,R11_AFR,biomass,final,2030,year,36.24534638177394,0.0
59,R11_AFR,biomass,final,2035,year,69.80787767373359,0.0
60,R11_AFR,biomass,final,2040,year,63.179424312866495,0.0
61,R11_AFR,biomass,final,2045,year,63.832775428451235,0.0
62,R11_AFR,biomass,final,2050,year,70.15731090217517,0.0
63,R11_AFR,biomass,final,2055,year,81.58436897595973,0.0
64,R11_AFR,biomass,final,2060,year,120.19654669178142,0.0
65,R11_AFR,biomass,final,2070,year,95.39632809017597,0.0
66,R11_AFR,biomass,final,2080,year,132.54567267214938,0.0
67,R11_AFR,biomass,final,2090,year,150.61565624399498,0.0
68,R11_AFR,biomass,final,2100,year,122.31431846048436,0.0
69,R11_AFR,biomass,final,2110,year,127.14434357541899,0.0
70,R11_AFR,d_heat,final,2020,year,187.21983121245094,0.0
71,R11_AFR,d_heat,final,2025,year,214.77548040774377,0.0
72,R11_AFR,d_heat,final,2030,year,142.0452141817199,0.0
73,R11_AFR,d_heat,final,2035,year,209.24718620010427,0.0
74,R11_AFR,d_heat,final,2040,year,188.60884862573303,0.0
75,R11_AFR,d_heat,final,2045,year,184.86257127249783,0.0
76,R11_AFR,d_heat,final,2050,year,191.30874709486397,0.0
77,R11_AFR,d_heat,final,2055,year,207.40458230659652,0.0
78,R11_AFR,d_heat,final,2060,year,267.0775778196357,0.0
79,R11_AFR,d_heat,final,2070,year,218.01358167719377,0.0
80,R11_AFR,d_heat,final,2080,year,223.7310551020845,0.0
81,R11_AFR,d_heat,final,2090,year,208.28210343101037,0.0
82,R11_AFR,d_heat,final,2100,year,221.67277464921204,0.0
83,R11_AFR,d_heat,final,2110,year,187.7933822139691,0.0
84,R11_CPA,coal,final,2020,year,99.07431877457834,0.0
85,R11_CPA,coal,final,2025,year,95.97783158060555,0.0
86,R11_CPA,coal,final,2030,year,94.78593532957952,0.0
87,R11_CPA,coal,final,2035,year,92.14848360346187,0.0
88,R11_CPA,coal,final,2040,year,92.2459926794723,0.0
89,R11_CPA,coal,final,2045,year,91.01659692590177,0.0
90,R11_CPA,coal,final,2050,year,94.0362181038576,0.0
91,R11_CPA,coal,final,2055,year,91.6382250911338,0.0
92,R11_CPA,coal,final,2060,year,95.87781480225966,0.0
93,R11_CPA,coal,final,2070,year,94.16848888888889,0.0
94,R11_CPA,coal,final,2080,year,95.28355555555557,0.0
95,R11_CPA,coal,final,2090,year,96.40990000000002,0.0
96,R11_CPA,coal,final,2100,year,97.54773333333334,0.0
97,R11_CPA,coal,final,2110,year,68.11111111111111,0.0
98,R11_CPA,electr,final,2020,year,637.9604178583076,0.0
99,R11_CPA,electr,final,2025,year,451.20293701096915,0.0
100,R11_CPA,electr,final,2030,year,491.80431815216843,0.0
101,R11_CPA,electr,final,2035,year,470.5401853400702,0.0
102,R11_CPA,electr,final,2040,year,506.0868412298563,0.0
103,R11_CPA,electr,final,2045,year,489.8808714432256,0.0
104,R11_CPA,electr,final,2050,year,505.72226797351294,0.0
105,R11_CPA,electr,final,2055,year,504.82971051297244,0.0
106,R11_CPA,electr,final,2060,year,727.1621088297406,0.0
107,R11_CPA,electr,final,2070,year,489.6807488179896,0.0
