region_bld,clim,urt,year,value
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.0764892
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.09032216516033896
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.11231665816839605
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.13787827308449008
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.16365778271002515
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.18231170309613737
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.19828602493184116
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.2060471550510875
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.21127145662643132
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.21572414661919237
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.21740101294670497
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.21833953143251955
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.2187110168099392
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.21899252821026477
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.2190951188687395
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.2191965852986834
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.2192163067382793
C-EEU-BGR,Zone_4A Mixed Humid,rur,NA,0.21924052417675088
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.221376884
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.26482932622953786
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.295351873043738
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31088644396599496
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31688911378315343
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31904179877705346
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31959344170024895
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31983506480112367
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31990816772319786
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.3199326582103899
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31994270182706824
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.319944701031834
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31994561719418885
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.3199457892606451
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.31994584936187187
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.3199458661414022
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.3199458707176377
C-EEU-BGR,Zone_4A Mixed Humid,urb,NA,0.3199458728532143
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.038161145
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.04506253500282117
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.05603578403276633
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.06878870238602776
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.08165032982467932
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.09095693766779991
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.09892666938243738
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10279876657581946
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10540521735704532
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10762670422177784
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10846330780656568
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.1089315430405006
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10911688057982404
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.1092573289094998
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10930851257859
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10935913489612076
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10936897410761164
C-EEU-BGR,Zone_5A Cool Humid,rur,NA,0.10938105628468134
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.110446906
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.13212571777221
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.14735368884550556
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15510402545560997
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.1580988107033448
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.1591728046762163
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15944802436284067
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15956857216956982
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15960504385156735
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.1596172624004561
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962227337837112
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962327069263624
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962372770602537
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962381343417115
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962384363732568
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962385217963204
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962385431520862
C-EEU-BGR,Zone_5A Cool Humid,urb,NA,0.15962385523045572
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.1262747
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.13608663712708632
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.14339418359318132
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.148590529555783
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15067781160152657
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15189670719141787
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15234957146034253
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.1525716409169245
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.1526624639382522
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.1527178668965092
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15274029045064955
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15274758191927482
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.1527501446111766
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15275069375944125
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15275096833357357
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15275102935004742
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15275109036652126
C-EEU-CZE,Zone_5A Cool Humid,rur,NA,0.15275109036652126
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2063297
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20774424491329563
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20821300397365855
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20834574531252217
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20837485017054924
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20838119588382975
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20838235519683293
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20838262977096528
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.20838269078743912
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-CZE,Zone_5A Cool Humid,urb,NA,0.2083827212956761
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.03638649
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.04108452662395256
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.04627633296089972
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05097308518807772
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.0535306486552068
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05527989333416656
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05606442790082863
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.0564138082301014
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05661995238700816
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05672471767261091
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.0567704495197625
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.0567913781702935
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05680025606723887
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05680367298977455
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05680532043456854
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05680602212401782
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05680632720638708
C-EEU-EST,Zone_6A Cold Humid,rur,NA,0.05680644923933478
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.0881463
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09111190503436252
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.0921972142072274
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09262817356203942
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09274279300816916
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09276573520233727
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09277311819567328
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.0927745825910457
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09277510123107344
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.09277525377225808
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-EST,Zone_6A Cold Humid,urb,NA,0.092775284280495
C-EEU-HUN,Zone_4A Mixed Humid,rur,NA,0.1169565
C-EEU-HUN,Zone_4A Mixed Humid,rur,NA,0.1251002467319907
C-EEU-HUN,Zone_4A Mixed Humid,rur,NA,0.1374419573731905
C-EEU-HUN,Zone_4A Mixed Humid,rur,NA,0.1534285786046109
C-EEU-HUN,Zone_4A Mixed Humid,rur,NA,0.17028050495995412
