region_bld,urt,clim,year,value
C-EEU-BGR,rur,Zone_4A Mixed Humid,2015,1.3525159169722667
C-EEU-BGR,rur,Zone_4A Mixed Humid,2020,1.283405169826509
C-EEU-BGR,rur,Zone_4A Mixed Humid,2025,1.224074211940908
C-EEU-BGR,rur,Zone_4A Mixed Humid,2030,1.1723074696229716
C-EEU-BGR,rur,Zone_4A Mixed Humid,2035,1.1272280594107327
C-EEU-BGR,rur,Zone_4A Mixed Humid,2040,1.0902022683424148
C-EEU-BGR,rur,Zone_4A Mixed Humid,2045,1.0607830320274099
C-EEU-BGR,rur,Zone_4A Mixed Humid,2050,1.0375798980932351
C-EEU-BGR,rur,Zone_4A Mixed Humid,2055,1.0183668507213255
C-EEU-BGR,rur,Zone_4A Mixed Humid,2060,1.0031779971865868
C-EEU-BGR,rur,Zone_4A Mixed Humid,2065,0.9911201553674672
C-EEU-BGR,rur,Zone_4A Mixed Humid,2070,0.9835447034195581
C-EEU-BGR,rur,Zone_4A Mixed Humid,2075,0.9810064315749523
C-EEU-BGR,rur,Zone_4A Mixed Humid,2080,0.9826076204596061
C-EEU-BGR,rur,Zone_4A Mixed Humid,2085,0.9870824128834663
C-EEU-BGR,rur,Zone_4A Mixed Humid,2090,0.9931280675132238
C-EEU-BGR,rur,Zone_4A Mixed Humid,2095,0.9997094160340539
C-EEU-BGR,rur,Zone_4A Mixed Humid,2100,1.0061717499647476
C-EEU-BGR,rur,Zone_5A Cool Humid,2015,0.6619857190277332
C-EEU-BGR,rur,Zone_5A Cool Humid,2020,0.6281596271734912
C-EEU-BGR,rur,Zone_5A Cool Humid,2025,0.5991202300590918
C-EEU-BGR,rur,Zone_5A Cool Humid,2030,0.5737831203770286
C-EEU-BGR,rur,Zone_5A Cool Humid,2035,0.5517191095892672
C-EEU-BGR,rur,Zone_5A Cool Humid,2040,0.533596923657585
C-EEU-BGR,rur,Zone_5A Cool Humid,2045,0.5191977479725903
C-EEU-BGR,rur,Zone_5A Cool Humid,2050,0.5078410289067649
C-EEU-BGR,rur,Zone_5A Cool Humid,2055,0.4984372482786745
C-EEU-BGR,rur,Zone_5A Cool Humid,2060,0.4910030998134132
C-EEU-BGR,rur,Zone_5A Cool Humid,2065,0.48510141763253267
C-EEU-BGR,rur,Zone_5A Cool Humid,2070,0.48139363058044177
C-EEU-BGR,rur,Zone_5A Cool Humid,2075,0.48015127942504776
C-EEU-BGR,rur,Zone_5A Cool Humid,2080,0.4809349775403939
C-EEU-BGR,rur,Zone_5A Cool Humid,2085,0.48312515411653373
C-EEU-BGR,rur,Zone_5A Cool Humid,2090,0.4860841854867763
C-EEU-BGR,rur,Zone_5A Cool Humid,2095,0.48930541096594615
C-EEU-BGR,rur,Zone_5A Cool Humid,2100,0.4924683850352526
C-EEU-BGR,urb,Zone_4A Mixed Humid,2015,3.759321790688529
C-EEU-BGR,urb,Zone_4A Mixed Humid,2020,3.7033689398042218
C-EEU-BGR,urb,Zone_4A Mixed Humid,2025,3.6488222895740616
C-EEU-BGR,urb,Zone_4A Mixed Humid,2030,3.594671115789883
C-EEU-BGR,urb,Zone_4A Mixed Humid,2035,3.5426276961913303
C-EEU-BGR,urb,Zone_4A Mixed Humid,2040,3.5007439933759126
C-EEU-BGR,urb,Zone_4A Mixed Humid,2045,3.4709496002279816
C-EEU-BGR,urb,Zone_4A Mixed Humid,2050,3.4514202708504147
C-EEU-BGR,urb,Zone_4A Mixed Humid,2055,3.4368057049529623
C-EEU-BGR,urb,Zone_4A Mixed Humid,2060,3.428762683362196
C-EEU-BGR,urb,Zone_4A Mixed Humid,2065,3.425523037410088
C-EEU-BGR,urb,Zone_4A Mixed Humid,2070,3.4328343839985545
