region_bld,urt,clim,year,value
C-EEU-BGR,rur,Zone_4A Mixed Humid,2015,1.1819806220359532
C-EEU-BGR,rur,Zone_4A Mixed Humid,2020,0.990096154279735
C-EEU-BGR,rur,Zone_4A Mixed Humid,2025,0.8431672138979398
C-EEU-BGR,rur,Zone_4A Mixed Humid,2030,0.7276803550295718
C-EEU-BGR,rur,Zone_4A Mixed Humid,2035,0.6357512850607624
C-EEU-BGR,rur,Zone_4A Mixed Humid,2040,0.561019531312111
C-EEU-BGR,rur,Zone_4A Mixed Humid,2045,0.49850231908404213
C-EEU-BGR,rur,Zone_4A Mixed Humid,2050,0.44492708888522464
C-EEU-BGR,rur,Zone_4A Mixed Humid,2055,0.39853006806904545
C-EEU-BGR,rur,Zone_4A Mixed Humid,2060,0.3579745443194253
C-EEU-BGR,rur,Zone_4A Mixed Humid,2065,0.32155681490949967
C-EEU-BGR,rur,Zone_4A Mixed Humid,2070,0.28871921740146994
C-EEU-BGR,rur,Zone_4A Mixed Humid,2075,0.2589938521640406
C-EEU-BGR,rur,Zone_4A Mixed Humid,2080,0.23209600693907023
C-EEU-BGR,rur,Zone_4A Mixed Humid,2085,0.20789375161020487
C-EEU-BGR,rur,Zone_4A Mixed Humid,2090,0.1855675575347423
C-EEU-BGR,rur,Zone_4A Mixed Humid,2095,0.1649655173918475
C-EEU-BGR,rur,Zone_4A Mixed Humid,2100,0.14613203891924467
C-EEU-BGR,rur,Zone_5A Cool Humid,2015,0.5785176219640468
C-EEU-BGR,rur,Zone_5A Cool Humid,2020,0.48460022272026493
C-EEU-BGR,rur,Zone_5A Cool Humid,2025,0.41268620010206014
C-EEU-BGR,rur,Zone_5A Cool Humid,2030,0.3561614299704281
C-EEU-BGR,rur,Zone_5A Cool Humid,2035,0.3111669639392376
C-EEU-BGR,rur,Zone_5A Cool Humid,2040,0.2745896836878889
C-EEU-BGR,rur,Zone_5A Cool Humid,2045,0.24399078191595788
C-EEU-BGR,rur,Zone_5A Cool Humid,2050,0.21776851211477538
C-EEU-BGR,rur,Zone_5A Cool Humid,2055,0.19505959993095456
C-EEU-BGR,rur,Zone_5A Cool Humid,2060,0.1752097946805746
C-EEU-BGR,rur,Zone_5A Cool Humid,2065,0.15738522309050035
C-EEU-BGR,rur,Zone_5A Cool Humid,2070,0.14131293859853006
C-EEU-BGR,rur,Zone_5A Cool Humid,2075,0.12676392883595944
C-EEU-BGR,rur,Zone_5A Cool Humid,2080,0.1135988420609298
C-EEU-BGR,rur,Zone_5A Cool Humid,2085,0.10175310538979512
C-EEU-BGR,rur,Zone_5A Cool Humid,2090,0.09082560246525773
C-EEU-BGR,rur,Zone_5A Cool Humid,2095,0.0807419826081525
C-EEU-BGR,rur,Zone_5A Cool Humid,2100,0.07152398108075535
C-EEU-BGR,urb,Zone_4A Mixed Humid,2015,3.9300862497639195
C-EEU-BGR,urb,Zone_4A Mixed Humid,2020,3.985798413686201
C-EEU-BGR,urb,Zone_4A Mixed Humid,2025,4.011411432180139
C-EEU-BGR,urb,Zone_4A Mixed Humid,2030,4.014215305055688
C-EEU-BGR,urb,Zone_4A Mixed Humid,2035,4.00490492680937
C-EEU-BGR,urb,Zone_4A Mixed Humid,2040,3.9858273452593496
C-EEU-BGR,urb,Zone_4A Mixed Humid,2045,3.953326044118501
C-EEU-BGR,urb,Zone_4A Mixed Humid,2050,3.904604501180877
C-EEU-BGR,urb,Zone_4A Mixed Humid,2055,3.8418874582019558
C-EEU-BGR,urb,Zone_4A Mixed Humid,2060,3.766902179065128
C-EEU-BGR,urb,Zone_4A Mixed Humid,2065,3.673300703877312
C-EEU-BGR,urb,Zone_4A Mixed Humid,2070,3.563342179353666
C-EEU-BGR,urb,Zone_4A Mixed Humid,2075,3.4388888346095623
C-EEU-BGR,urb,Zone_4A Mixed Humid,2080,3.3030397820437494
C-EEU-BGR,urb,Zone_4A Mixed Humid,2085,3.1604595889860825
C-EEU-BGR,urb,Zone_4A Mixed Humid,2090,3.004466556013842
