region_bld,urt,year,value
C-EEU-HUN,urb,2030,6.324676378
C-EEU-HUN,urb,2035,6.116937339
C-EEU-HUN,urb,2040,5.891520021
C-EEU-HUN,urb,2045,5.653477504
C-EEU-HUN,urb,2050,5.402338407
C-EEU-HUN,urb,2055,5.138013225
C-EEU-HUN,urb,2060,4.86055828
C-EEU-HUN,urb,2065,4.57156072
C-EEU-HUN,urb,2070,4.284315399
C-EEU-HUN,urb,2075,4.009452698
C-EEU-HUN,urb,2080,3.752101745
C-EEU-HUN,urb,2085,3.511244338
C-EEU-HUN,urb,2090,3.283603942
C-EEU-HUN,urb,2095,3.067417412
C-EEU-HUN,urb,2100,2.862353463
C-EEU-LTU,rur,2015,1.051412194
C-EEU-LTU,rur,2020,1.01764797
C-EEU-LTU,rur,2025,0.991937817
C-EEU-LTU,rur,2030,0.967576413
C-EEU-LTU,rur,2035,0.94146549
C-EEU-LTU,rur,2040,0.917589276
C-EEU-LTU,rur,2045,0.899261348
C-EEU-LTU,rur,2050,0.885909365
C-EEU-LTU,rur,2055,0.875019985
C-EEU-LTU,rur,2060,0.864676778
C-EEU-LTU,rur,2065,0.854569011
C-EEU-LTU,rur,2070,0.846253697
C-EEU-LTU,rur,2075,0.842445336
C-EEU-LTU,rur,2080,0.844624785
C-EEU-LTU,rur,2085,0.852041102
C-EEU-LTU,rur,2090,0.862546026
C-EEU-LTU,rur,2095,0.874295511
C-EEU-LTU,rur,2100,0.886347789
C-EEU-LTU,urb,2015,2.214962522
C-EEU-LTU,urb,2020,2.206896709
C-EEU-LTU,urb,2025,2.199890934
C-EEU-LTU,urb,2030,2.183460441
C-EEU-LTU,urb,2035,2.15339607
C-EEU-LTU,urb,2040,2.12093348
C-EEU-LTU,urb,2045,2.095640941
C-EEU-LTU,urb,2050,2.07773805
C-EEU-LTU,urb,2055,2.062443823
C-EEU-LTU,urb,2060,2.046007273
C-EEU-LTU,urb,2065,2.028245904
C-EEU-LTU,urb,2070,2.013288784
C-EEU-LTU,urb,2075,2.007956491
C-EEU-LTU,urb,2080,2.01607968
C-EEU-LTU,urb,2085,2.036096344
C-EEU-LTU,urb,2090,2.06303468
C-EEU-LTU,urb,2095,2.09259382
C-EEU-LTU,urb,2100,2.122597051
C-EEU-LVA,rur,2015,0.689997156
C-EEU-LVA,rur,2020,0.661601857
C-EEU-LVA,rur,2025,0.638438241
C-EEU-LVA,rur,2030,0.61748245
C-EEU-LVA,rur,2035,0.598140337
C-EEU-LVA,rur,2040,0.581748294
C-EEU-LVA,rur,2045,0.567492432
C-EEU-LVA,rur,2050,0.554874368
C-EEU-LVA,rur,2055,0.543821526
C-EEU-LVA,rur,2060,0.533911955
C-EEU-LVA,rur,2065,0.524391351
C-EEU-LVA,rur,2070,0.515940436
C-EEU-LVA,rur,2075,0.509574431
C-EEU-LVA,rur,2080,0.505835968
C-EEU-LVA,rur,2085,0.504751036
C-EEU-LVA,rur,2090,0.505608111
C-EEU-LVA,rur,2095,0.507353438
C-EEU-LVA,rur,2100,0.509310398
C-EEU-LVA,urb,2015,1.496979414
C-EEU-LVA,urb,2020,1.471709481
C-EEU-LVA,urb,2025,1.446956955
C-EEU-LVA,urb,2030,1.419182923
C-EEU-LVA,urb,2035,1.389246739
C-EEU-LVA,urb,2040,1.361891003
C-EEU-LVA,urb,2045,1.336442917
C-EEU-LVA,urb,2050,1.31259746
C-EEU-LVA,urb,2055,1.290806578
C-EEU-LVA,urb,2060,1.27052118
C-EEU-LVA,urb,2065,1.250269657
C-EEU-LVA,urb,2070,1.231909628
C-EEU-LVA,urb,2075,1.218045492
C-EEU-LVA,urb,2080,1.210111982
C-EEU-LVA,urb,2085,1.208272791
C-EEU-LVA,urb,2090,1.210897097
C-EEU-LVA,urb,2095,1.215511354
C-EEU-LVA,urb,2100,1.220529338
C-EEU-POL,rur,2015,14.52794891
C-EEU-POL,rur,2020,14.05516846
C-EEU-POL,rur,2025,13.50959283
C-EEU-POL,rur,2030,12.88436596
C-EEU-POL,rur,2035,12.20807296
C-EEU-POL,rur,2040,11.51662651
C-EEU-POL,rur,2045,10.83920372
C-EEU-POL,rur,2050,10.18523258
C-EEU-POL,rur,2055,9.548660329
C-EEU-POL,rur,2060,8.910325168
C-EEU-POL,rur,2065,8.261199072
C-EEU-POL,rur,2070,7.613599552
C-EEU-POL,rur,2075,6.996618791
C-EEU-POL,rur,2080,6.435130364
C-EEU-POL,rur,2085,5.935229474
C-EEU-POL,rur,2090,5.488481446
C-EEU-POL,rur,2095,5.079074445
C-EEU-POL,rur,2100,4.693872969
C-EEU-POL,urb,2015,23.70824749
C-EEU-POL,urb,2020,23.89185803
C-EEU-POL,urb,2025,23.84650055
C-EEU-POL,urb,2030,23.54936841
C-EEU-POL,urb,2035,23.04448216
C-EEU-POL,urb,2040,22.39820221
C-EEU-POL,urb,2045,21.67221982
C-EEU-POL,urb,2050,20.89406138
C-EEU-POL,urb,2055,20.06034833
C-EEU-POL,urb,2060,19.1379709
C-EEU-POL,urb,2065,18.11223821
C-EEU-POL,urb,2070,17.0144972
C-EEU-POL,urb,2075,15.91618584
C-EEU-POL,urb,2080,14.88317395
C-EEU-POL,urb,2085,13.94020434
C-EEU-POL,urb,2090,13.07736051
C-EEU-POL,urb,2095,12.26493827
C-EEU-POL,urb,2100,11.47711168
C-EEU-ROU,rur,2015,8.796917636
C-EEU-ROU,rur,2020,8.490562983
C-EEU-ROU,rur,2025,8.194496516
C-EEU-ROU,rur,2030,7.900982123
C-EEU-ROU,rur,2035,7.606552549
C-EEU-ROU,rur,2040,7.320444772
C-EEU-ROU,rur,2045,7.046076246
C-EEU-ROU,rur,2050,6.779940485
C-EEU-ROU,rur,2055,6.512367339
C-EEU-ROU,rur,2060,6.244791074
C-EEU-ROU,rur,2065,5.990125932
C-EEU-ROU,rur,2070,5.767421566
C-EEU-ROU,rur,2075,5.587665426
C-EEU-ROU,rur,2080,5.451711253
C-EEU-ROU,rur,2085,5.35261333
C-EEU-ROU,rur,2090,5.280998027
C-EEU-ROU,rur,2095,5.227507824
C-EEU-ROU,rur,2100,5.186771169
C-EEU-ROU,urb,2015,12.40607532
C-EEU-ROU,urb,2020,12.46522431
C-EEU-ROU,urb,2025,12.49317446
C-EEU-ROU,urb,2030,12.48012808
C-EEU-ROU,urb,2035,12.42172288
C-EEU-ROU,urb,2040,12.33443064
C-EEU-ROU,urb,2045,12.22663024
C-EEU-ROU,urb,2050,12.09504231
C-EEU-ROU,urb,2055,11.92440906
C-EEU-ROU,urb,2060,11.71853083
C-EEU-ROU,urb,2065,11.50356057
C-EEU-ROU,urb,2070,11.31990362
C-EEU-ROU,urb,2075,11.19480846
C-EEU-ROU,urb,2080,11.13625412
C-EEU-ROU,urb,2085,11.1357305
C-EEU-ROU,urb,2090,11.1781887
C-EEU-ROU,urb,2095,11.24698615
C-EEU-ROU,urb,2100,11.33270354
C-EEU-SVK,rur,2015,2.397310856
C-EEU-SVK,rur,2020,2.328821537
C-EEU-SVK,rur,2025,2.249130955
C-EEU-SVK,rur,2030,2.15784342
C-EEU-SVK,rur,2035,2.058917133
C-EEU-SVK,rur,2040,1.957955001
C-EEU-SVK,rur,2045,1.858685176
C-EEU-SVK,rur,2050,1.760788139
C-EEU-SVK,rur,2055,1.662661828
C-EEU-SVK,rur,2060,1.562205857
C-EEU-SVK,rur,2065,1.458248912
C-EEU-SVK,rur,2070,1.354620636
C-EEU-SVK,rur,2075,1.256333073
C-EEU-SVK,rur,2080,1.166526053
C-EEU-SVK,rur,2085,1.085347811
C-EEU-SVK,rur,2090,1.01121891
C-EEU-SVK,rur,2095,0.941638731
C-EEU-SVK,rur,2100,0.874953199
C-EEU-SVK,urb,2015,3.11152609
C-EEU-SVK,urb,2020,3.190148993
C-EEU-SVK,urb,2025,3.230579565
C-EEU-SVK,urb,2030,3.231501531
C-EEU-SVK,urb,2035,3.198776288
C-EEU-SVK,urb,2040,3.142113736
C-EEU-SVK,urb,2045,3.069362544
C-EEU-SVK,urb,2050,2.982122797
C-EEU-SVK,urb,2055,2.879574338
C-EEU-SVK,urb,2060,2.759639112
C-EEU-SVK,urb,2065,2.621518944
C-EEU-SVK,urb,2070,2.473322841
C-EEU-SVK,urb,2075,2.325660113
C-EEU-SVK,urb,2080,2.185949463
C-EEU-SVK,urb,2085,2.055999707
C-EEU-SVK,urb,2090,1.934108002
C-EEU-SVK,urb,2095,1.816497185
C-EEU-SVK,urb,2100,1.700735597
C-EEU-SVN,rur,2015,1.012116598
C-EEU-SVN,rur,2020,0.990051362
C-EEU-SVN,rur,2025,0.959076502
C-EEU-SVN,rur,2030,0.922906481
C-EEU-SVN,rur,2035,0.885160189
C-EEU-SVN,rur,2040,0.847246269
C-EEU-SVN,rur,2045,0.809099911
C-EEU-SVN,rur,2050,0.770143678
C-EEU-SVN,rur,2055,0.730618656
C-EEU-SVN,rur,2060,0.691161818
C-EEU-SVN,rur,2065,0.651946278
C-EEU-SVN,rur,2070,0.614008159
C-EEU-SVN,rur,2075,0.577719386
C-EEU-SVN,rur,2080,0.543228413
C-EEU-SVN,rur,2085,0.510374156
C-EEU-SVN,rur,2090,0.478801119
C-EEU-SVN,rur,2095,0.448093243
C-EEU-SVN,rur,2100,0.417901816
C-EEU-SVN,urb,2015,1.039694054
C-EEU-SVN,urb,2020,1.06333575
C-EEU-SVN,urb,2025,1.074758217
C-EEU-SVN,urb,2030,1.076985214
C-EEU-SVN,urb,2035,1.073641349
C-EEU-SVN,urb,2040,1.066258924
C-EEU-SVN,urb,2045,1.054724705
C-EEU-SVN,urb,2050,1.038238814
C-EEU-SVN,urb,2055,1.01705404
C-EEU-SVN,urb,2060,0.992048693
C-EEU-SVN,urb,2065,0.96353749
C-EEU-SVN,urb,2070,0.933185247
C-EEU-SVN,urb,2075,0.901797836
C-EEU-SVN,urb,2080,0.869884577
C-EEU-SVN,urb,2085,0.837468484
C-EEU-SVN,urb,2090,0.804217158
C-EEU-SVN,urb,2095,0.76963605
C-EEU-SVN,urb,2100,0.733283692
C-WEU-AUT,rur,2015,2.693832153
C-WEU-AUT,rur,2020,2.656778716
C-WEU-AUT,rur,2025,2.611826894
C-WEU-AUT,rur,2030,2.560093763
C-WEU-AUT,rur,2035,2.502900569
C-WEU-AUT,rur,2040,2.440337279
C-WEU-AUT,rur,2045,2.371188957
C-WEU-AUT,rur,2050,2.292877514
C-WEU-AUT,rur,2055,2.205196101
C-WEU-AUT,rur,2060,2.110730576
C-WEU-AUT,rur,2065,2.011776146
C-WEU-AUT,rur,2070,1.912593977
C-WEU-AUT,rur,2075,1.813481356
C-WEU-AUT,rur,2080,1.713383746
C-WEU-AUT,rur,2085,1.613087818
C-WEU-AUT,rur,2090,1.514471272
C-WEU-AUT,rur,2095,1.418452318
C-WEU-AUT,rur,2100,1.32511512
C-WEU-AUT,urb,2015,5.800565744
C-WEU-AUT,urb,2020,5.86638046
C-WEU-AUT,urb,2025,5.876683768
C-WEU-AUT,urb,2030,5.842256735
C-WEU-AUT,urb,2035,5.772791877
C-WEU-AUT,urb,2040,5.673774084
C-WEU-AUT,urb,2045,5.546436132
C-WEU-AUT,urb,2050,5.387802279
C-WEU-AUT,urb,2055,5.199679643
C-WEU-AUT,urb,2060,4.989939601
C-WEU-AUT,urb,2065,4.765398914
C-WEU-AUT,urb,2070,4.537231443
C-WEU-AUT,urb,2075,4.306972281
C-WEU-AUT,urb,2080,4.072725708
C-WEU-AUT,urb,2085,3.836805679
C-WEU-AUT,urb,2090,3.604008378
C-WEU-AUT,urb,2095,3.376764265
C-WEU-AUT,urb,2100,3.155452984
C-WEU-BEL,rur,2015,0.267788187
C-WEU-BEL,rur,2020,0.256073442
C-WEU-BEL,rur,2025,0.242951565
C-WEU-BEL,rur,2030,0.229287943
C-WEU-BEL,rur,2035,0.215643193
C-WEU-BEL,rur,2040,0.202024363
C-WEU-BEL,rur,2045,0.18838469
C-WEU-BEL,rur,2050,0.174756761
C-WEU-BEL,rur,2055,0.161425552
C-WEU-BEL,rur,2060,0.148617759
C-WEU-BEL,rur,2065,0.13640165
C-WEU-BEL,rur,2070,0.124895911
C-WEU-BEL,rur,2075,0.114073041
C-WEU-BEL,rur,2080,0.103907284
C-WEU-BEL,rur,2085,0.094340721
C-WEU-BEL,rur,2090,0.085342413
C-WEU-BEL,rur,2095,0.076903222
C-WEU-BEL,rur,2100,0.069021799
C-WEU-BEL,urb,2015,10.65166326
C-WEU-BEL,urb,2020,10.76813805
C-WEU-BEL,urb,2025,10.80054916
C-WEU-BEL,urb,2030,10.77599587
C-WEU-BEL,urb,2035,10.7142559
C-WEU-BEL,urb,2040,10.61158036
C-WEU-BEL,urb,2045,10.46097077
C-WEU-BEL,urb,2050,10.25912766
C-WEU-BEL,urb,2055,10.01840971
C-WEU-BEL,urb,2060,9.750957815
C-WEU-BEL,urb,2065,9.461200702
C-WEU-BEL,urb,2070,9.158511917
C-WEU-BEL,urb,2075,8.843206696
C-WEU-BEL,urb,2080,8.515748138
C-WEU-BEL,urb,2085,8.17383881
C-WEU-BEL,urb,2090,7.817031445
C-WEU-BEL,urb,2095,7.446831658
C-WEU-BEL,urb,2100,7.065832522
C-WEU-CHE,rur,2015,2.012360266
C-WEU-CHE,rur,2020,1.986848589
C-WEU-CHE,rur,2025,1.951682937
C-WEU-CHE,rur,2030,1.908910964
C-WEU-CHE,rur,2035,1.860354056
C-WEU-CHE,rur,2040,1.80625356
C-WEU-CHE,rur,2045,1.747564729
C-WEU-CHE,rur,2050,1.684174342
C-WEU-CHE,rur,2055,1.616975529
C-WEU-CHE,rur,2060,1.54736838
C-WEU-CHE,rur,2065,1.476276186
C-WEU-CHE,rur,2070,1.406358985
C-WEU-CHE,rur,2075,1.338199938
C-WEU-CHE,rur,2080,1.271540034
C-WEU-CHE,rur,2085,1.205714958
C-WEU-CHE,rur,2090,1.141173794
C-WEU-CHE,rur,2095,1.078097729
C-WEU-CHE,rur,2100,1.016452097
C-WEU-CHE,urb,2015,5.829592399
C-WEU-CHE,urb,2020,5.957624791
C-WEU-CHE,urb,2025,6.042663674
C-WEU-CHE,urb,2030,6.088951732
C-WEU-CHE,urb,2035,6.100976463
C-WEU-CHE,urb,2040,6.078721372
C-WEU-CHE,urb,2045,6.024842163
C-WEU-CHE,urb,2050,5.938640947
C-WEU-CHE,urb,2055,5.823092118
C-WEU-CHE,urb,2060,5.683363238
C-WEU-CHE,urb,2065,5.523269979
C-WEU-CHE,urb,2070,5.353495726
C-WEU-CHE,urb,2075,5.177345161
C-WEU-CHE,urb,2080,4.99489807
C-WEU-CHE,urb,2085,4.804496595
C-WEU-CHE,urb,2090,4.608778442
C-WEU-CHE,urb,2095,4.409332
C-WEU-CHE,urb,2100,4.206836618
C-WEU-CYP,rur,2015,0.341306318
C-WEU-CYP,rur,2020,0.353557372
C-WEU-CYP,rur,2025,0.363132112
C-WEU-CYP,rur,2030,0.370883101
C-WEU-CYP,rur,2035,0.376669138
C-WEU-CYP,rur,2040,0.381887183
C-WEU-CYP,rur,2045,0.387585632
C-WEU-CYP,rur,2050,0.393770676
C-WEU-CYP,rur,2055,0.399454125
C-WEU-CYP,rur,2060,0.40404576
C-WEU-CYP,rur,2065,0.406730863
C-WEU-CYP,rur,2070,0.40824377
C-WEU-CYP,rur,2075,0.409799378
C-WEU-CYP,rur,2080,0.412040137
C-WEU-CYP,rur,2085,0.41488571
C-WEU-CYP,rur,2090,0.417860721
C-WEU-CYP,rur,2095,0.42047446
C-WEU-CYP,rur,2100,0.422400845
C-WEU-CYP,urb,2015,0.830214378
C-WEU-CYP,urb,2020,0.880943517
C-WEU-CYP,urb,2025,0.9249139
C-WEU-CYP,urb,2030,0.963857674
C-WEU-CYP,urb,2035,0.997105701
C-WEU-CYP,urb,2040,1.028146474
C-WEU-CYP,urb,2045,1.059790752
C-WEU-CYP,urb,2050,1.092135097
C-WEU-CYP,urb,2055,1.122476283
C-WEU-CYP,urb,2060,1.14910247
C-WEU-CYP,urb,2065,1.169589907
C-WEU-CYP,urb,2070,1.185934085
C-WEU-CYP,urb,2075,1.201643119
C-WEU-CYP,urb,2080,1.218667325
C-WEU-CYP,urb,2085,1.236860034
C-WEU-CYP,urb,2090,1.254872017
C-WEU-CYP,urb,2095,1.271261453
C-WEU-CYP,urb,2100,1.285047589
C-WEU-DEU,rur,2015,20.772379
C-WEU-DEU,rur,2020,19.96881737
C-WEU-DEU,rur,2025,19.10090028
C-WEU-DEU,rur,2030,18.19797846
C-WEU-DEU,rur,2035,17.29655855
C-WEU-DEU,rur,2040,16.39628155
C-WEU-DEU,rur,2045,15.4814085
C-WEU-DEU,rur,2050,14.54960652
C-WEU-DEU,rur,2055,13.62820711
C-WEU-DEU,rur,2060,12.75238974
C-WEU-DEU,rur,2065,11.93144786
C-WEU-DEU,rur,2070,11.16187897
C-WEU-DEU,rur,2075,10.42994617
C-WEU-DEU,rur,2080,9.723854627
C-WEU-DEU,rur,2085,9.046306556
C-WEU-DEU,rur,2090,8.404479344
C-WEU-DEU,rur,2095,7.797869557
C-WEU-DEU,rur,2100,7.222752054
C-WEU-DEU,urb,2015,60.88499019
C-WEU-DEU,urb,2020,60.59057417
C-WEU-DEU,urb,2025,59.85425871
C-WEU-DEU,urb,2030,58.76257289
C-WEU-DEU,urb,2035,57.43817879
C-WEU-DEU,urb,2040,55.89170186
C-WEU-DEU,urb,2045,54.07977612
C-WEU-DEU,urb,2050,52.00164059
C-WEU-DEU,urb,2055,49.76417649
C-WEU-DEU,urb,2060,47.51163786
C-WEU-DEU,urb,2065,45.29942825
C-WEU-DEU,urb,2070,43.1348012
C-WEU-DEU,urb,2075,40.98253102
C-WEU-DEU,urb,2080,38.81049255
C-WEU-DEU,urb,2085,36.64152055
C-WEU-DEU,urb,2090,34.51669995
C-WEU-DEU,urb,2095,32.44595217
C-WEU-DEU,urb,2100,30.42469788
C-WEU-DNK,rur,2015,0.676353264
C-WEU-DNK,rur,2020,0.631069814
C-WEU-DNK,rur,2025,0.591553116
C-WEU-DNK,rur,2030,0.556214977
C-WEU-DNK,rur,2035,0.52458275
C-WEU-DNK,rur,2040,0.49576494
C-WEU-DNK,rur,2045,0.469455091
C-WEU-DNK,rur,2050,0.445205714
C-WEU-DNK,rur,2055,0.422917139
C-WEU-DNK,rur,2060,0.402274479
C-WEU-DNK,rur,2065,0.382928729
C-WEU-DNK,rur,2070,0.36469409
C-WEU-DNK,rur,2075,0.347196204
C-WEU-DNK,rur,2080,0.330097992
C-WEU-DNK,rur,2085,0.313257625
C-WEU-DNK,rur,2090,0.296748819
C-WEU-DNK,rur,2095,0.280749636
C-WEU-DNK,rur,2100,0.265306804
C-WEU-DNK,urb,2015,4.960053133
C-WEU-DNK,urb,2020,5.054498366
C-WEU-DNK,urb,2025,5.112889552
C-WEU-DNK,urb,2030,5.137606591
C-WEU-DNK,urb,2035,5.136812956
C-WEU-DNK,urb,2040,5.11215477
C-WEU-DNK,urb,2045,5.068800616
C-WEU-DNK,urb,2050,5.008949715
C-WEU-DNK,urb,2055,4.937388235
C-WEU-DNK,urb,2060,4.855560583
C-WEU-DNK,urb,2065,4.763496923
C-WEU-DNK,urb,2070,4.662398021
C-WEU-DNK,urb,2075,4.550404476
C-WEU-DNK,urb,2080,4.425411091
C-WEU-DNK,urb,2085,4.287381773
C-WEU-DNK,urb,2090,4.138969914
C-WEU-DNK,urb,2095,3.984241338
C-WEU-DNK,urb,2100,3.825393593
C-WEU-ESP,rur,2015,10.56046466
C-WEU-ESP,rur,2020,10.47968268
C-WEU-ESP,rur,2025,10.28765652
C-WEU-ESP,rur,2030,10.04490195
C-WEU-ESP,rur,2035,9.787060121
C-WEU-ESP,rur,2040,9.50796467
C-WEU-ESP,rur,2045,9.179837266
C-WEU-ESP,rur,2050,8.783884515
C-WEU-ESP,rur,2055,8.32839982
C-WEU-ESP,rur,2060,7.83725466
C-WEU-ESP,rur,2065,7.330946954
C-WEU-ESP,rur,2070,6.83370165
C-WEU-ESP,rur,2075,6.36367818
C-WEU-ESP,rur,2080,5.929083753
C-WEU-ESP,rur,2085,5.524458969
C-WEU-ESP,rur,2090,5.143797004
C-WEU-ESP,rur,2095,4.774349215
C-WEU-ESP,rur,2100,4.410595571
C-WEU-ESP,urb,2015,36.81161867
C-WEU-ESP,urb,2020,37.2169472
C-WEU-ESP,urb,2025,37.25047602
C-WEU-ESP,urb,2030,37.11297958
C-WEU-ESP,urb,2035,36.92742566
C-WEU-ESP,urb,2040,36.66593181
C-WEU-ESP,urb,2045,36.21262264
C-WEU-ESP,urb,2050,35.47663492
C-WEU-ESP,urb,2055,34.46977687
C-WEU-ESP,urb,2060,33.2706537
C-WEU-ESP,urb,2065,31.95111685
C-WEU-ESP,urb,2070,30.60744613
C-WEU-ESP,urb,2075,29.3189838
C-WEU-ESP,urb,2080,28.12742383
C-WEU-ESP,urb,2085,27.01300199
C-WEU-ESP,urb,2090,25.95094376
C-WEU-ESP,urb,2095,24.87832309
C-WEU-ESP,urb,2100,23.76283587
C-WEU-FIN,rur,2015,0.751009867
C-WEU-FIN,rur,2020,0.700559061
C-WEU-FIN,rur,2025,0.648912115
C-WEU-FIN,rur,2030,0.597069494
C-WEU-FIN,rur,2035,0.546798003
C-WEU-FIN,rur,2040,0.49900732
C-WEU-FIN,rur,2045,0.454448438
C-WEU-FIN,rur,2050,0.413357701
C-WEU-FIN,rur,2055,0.375842131
C-WEU-FIN,rur,2060,0.341461213
C-WEU-FIN,rur,2065,0.309715535
C-WEU-FIN,rur,2070,0.280361479
C-WEU-FIN,rur,2075,0.253191307
C-WEU-FIN,rur,2080,0.228013042
C-WEU-FIN,rur,2085,0.204837174
C-WEU-FIN,rur,2090,0.183587996
C-WEU-FIN,rur,2095,0.16415882
C-WEU-FIN,rur,2100,0.146449179
C-WEU-FIN,urb,2015,4.704369334
C-WEU-FIN,urb,2020,4.807819487
C-WEU-FIN,urb,2025,4.870761765
C-WEU-FIN,urb,2030,4.89400744
C-WEU-FIN,urb,2035,4.887335621
C-WEU-FIN,urb,2040,4.857189675
C-WEU-FIN,urb,2045,4.811374716
C-WEU-FIN,urb,2050,4.754803394
