region_bld,urt,year,value
C-EEU-BGR,rur,2015,1.760498244
C-EEU-BGR,rur,2020,1.474696377
C-EEU-BGR,rur,2025,1.255853414
C-EEU-BGR,rur,2030,1.083841785
C-EEU-BGR,rur,2035,0.946918249
C-EEU-BGR,rur,2040,0.835609215
C-EEU-BGR,rur,2045,0.742493101
C-EEU-BGR,rur,2050,0.662695601
C-EEU-BGR,rur,2055,0.593589668
C-EEU-BGR,rur,2060,0.533184339
C-EEU-BGR,rur,2065,0.478942038
C-EEU-BGR,rur,2070,0.430032156
C-EEU-BGR,rur,2075,0.385757781
C-EEU-BGR,rur,2080,0.345694849
C-EEU-BGR,rur,2085,0.309646857
C-EEU-BGR,rur,2090,0.27639316
C-EEU-BGR,rur,2095,0.2457075
C-EEU-BGR,rur,2100,0.21765602
C-EEU-BGR,urb,2015,5.505896795
C-EEU-BGR,urb,2020,5.583947353
C-EEU-BGR,urb,2025,5.619830188
C-EEU-BGR,urb,2030,5.623758304
C-EEU-BGR,urb,2035,5.610714829
C-EEU-BGR,urb,2040,5.583987885
C-EEU-BGR,urb,2045,5.538454836
C-EEU-BGR,urb,2050,5.470197864
C-EEU-BGR,urb,2055,5.382333745
C-EEU-BGR,urb,2060,5.277282308
C-EEU-BGR,urb,2065,5.14615031
C-EEU-BGR,urb,2070,4.992102727
C-EEU-BGR,urb,2075,4.817748469
C-EEU-BGR,urb,2080,4.627429271
C-EEU-BGR,urb,2085,4.427680009
C-EEU-BGR,urb,2090,4.209139884
C-EEU-BGR,urb,2095,3.974315459
C-EEU-BGR,urb,2100,3.730129516
C-EEU-CZE,rur,2015,2.40131915
C-EEU-CZE,rur,2020,2.116865634
C-EEU-CZE,rur,2025,1.896528996
C-EEU-CZE,rur,2030,1.719040989
C-EEU-CZE,rur,2035,1.572860498
C-EEU-CZE,rur,2040,1.454508898
C-EEU-CZE,rur,2045,1.358667034
C-EEU-CZE,rur,2050,1.278113387
C-EEU-CZE,rur,2055,1.207064389
C-EEU-CZE,rur,2060,1.142371406
C-EEU-CZE,rur,2065,1.080128128
C-EEU-CZE,rur,2070,1.020729158
C-EEU-CZE,rur,2075,0.96318047
C-EEU-CZE,rur,2080,0.906826679
C-EEU-CZE,rur,2085,0.85290194
C-EEU-CZE,rur,2090,0.802191096
C-EEU-CZE,rur,2095,0.754356155
C-EEU-CZE,rur,2100,0.708382133
C-EEU-CZE,urb,2015,8.375028967
C-EEU-CZE,urb,2020,8.905643494
C-EEU-CZE,urb,2025,9.348205701
C-EEU-CZE,urb,2030,9.710650742
C-EEU-CZE,urb,2035,10.00804689
C-EEU-CZE,urb,2040,10.28214423
C-EEU-CZE,urb,2045,10.55135712
C-EEU-CZE,urb,2050,10.80308962
C-EEU-CZE,urb,2055,11.01770392
C-EEU-CZE,urb,2060,11.18545635
C-EEU-CZE,urb,2065,11.28012404
C-EEU-CZE,urb,2070,11.31290028
C-EEU-CZE,urb,2075,11.27966087
C-EEU-CZE,urb,2080,11.17788447
C-EEU-CZE,urb,2085,11.02781402
C-EEU-CZE,urb,2090,10.84647524
C-EEU-CZE,urb,2095,10.63671343
C-EEU-CZE,urb,2100,10.39044371
C-EEU-EST,rur,2015,0.366278307
C-EEU-EST,rur,2020,0.328064669
C-EEU-EST,rur,2025,0.294036773
C-EEU-EST,rur,2030,0.263782429
C-EEU-EST,rur,2035,0.23755373
C-EEU-EST,rur,2040,0.215168687
C-EEU-EST,rur,2045,0.195715502
C-EEU-EST,rur,2050,0.178269632
C-EEU-EST,rur,2055,0.162351087
C-EEU-EST,rur,2060,0.147871561
C-EEU-EST,rur,2065,0.134692689
C-EEU-EST,rur,2070,0.122808929
C-EEU-EST,rur,2075,0.112077001
C-EEU-EST,rur,2080,0.102275921
C-EEU-EST,rur,2085,0.093059885
C-EEU-EST,rur,2090,0.084429644
C-EEU-EST,rur,2095,0.076542803
C-EEU-EST,rur,2100,0.069417935
C-EEU-EST,urb,2015,0.969952119
C-EEU-EST,urb,2020,1.001798361
C-EEU-EST,urb,2025,1.027749405
C-EEU-EST,urb,2030,1.048462552
C-EEU-EST,urb,2035,1.067518554
C-EEU-EST,urb,2040,1.087604681
C-EEU-EST,urb,2045,1.107688338
C-EEU-EST,urb,2050,1.125148438
C-EEU-EST,urb,2055,1.138563756
C-EEU-EST,urb,2060,1.148555253
C-EEU-EST,urb,2065,1.155358534
C-EEU-EST,urb,2070,1.1603149719999999
C-EEU-EST,urb,2075,1.163630985
C-EEU-EST,urb,2080,1.16440315
C-EEU-EST,urb,2085,1.159549832
C-EEU-EST,urb,2090,1.149375846
C-EEU-EST,urb,2095,1.136642564
C-EEU-EST,urb,2100,1.122839004
C-EEU-HUN,rur,2015,2.927248722
C-EEU-HUN,rur,2020,2.682983177
C-EEU-HUN,rur,2025,2.449051359
C-EEU-HUN,rur,2030,2.223111039
C-EEU-HUN,rur,2035,2.005549557
C-EEU-HUN,rur,2040,1.799156883
C-EEU-HUN,rur,2045,1.605114461
C-EEU-HUN,rur,2050,1.423710087
C-EEU-HUN,rur,2055,1.255492063
C-EEU-HUN,rur,2060,1.100609741
C-EEU-HUN,rur,2065,0.957452277
C-EEU-HUN,rur,2070,0.826692353
C-EEU-HUN,rur,2075,0.709238516
C-EEU-HUN,rur,2080,0.60548522
C-EEU-HUN,rur,2085,0.514483927
C-EEU-HUN,rur,2090,0.434159352
C-EEU-HUN,rur,2095,0.364526566
C-EEU-HUN,rur,2100,0.304922395
C-EEU-HUN,urb,2015,6.943749697
C-EEU-HUN,urb,2020,7.100648775
C-EEU-HUN,urb,2025,7.259018485
C-EEU-HUN,urb,2030,7.407453799
C-EEU-HUN,urb,2035,7.53975848
C-EEU-HUN,urb,2040,7.658538368
C-EEU-HUN,urb,2045,7.762631007
C-EEU-HUN,urb,2050,7.847846839
C-EEU-HUN,urb,2055,7.912020767
C-EEU-HUN,urb,2060,7.952106526
C-EEU-HUN,urb,2065,7.9520806
C-EEU-HUN,urb,2070,7.911676202
C-EEU-HUN,urb,2075,7.838463872
C-EEU-HUN,urb,2080,7.74316189
C-EEU-HUN,urb,2085,7.626710419
C-EEU-HUN,urb,2090,7.472342897
C-EEU-HUN,urb,2095,7.294457221
C-EEU-HUN,urb,2100,7.103160573
C-EEU-LTU,rur,2015,0.962425946
C-EEU-LTU,rur,2020,0.845733558
C-EEU-LTU,rur,2025,0.744177556
C-EEU-LTU,rur,2030,0.654264735
C-EEU-LTU,rur,2035,0.575299458
C-EEU-LTU,rur,2040,0.506594138
C-EEU-LTU,rur,2045,0.446759931
C-EEU-LTU,rur,2050,0.393863887
C-EEU-LTU,rur,2055,0.346688391
C-EEU-LTU,rur,2060,0.304574668
C-EEU-LTU,rur,2065,0.267464349
C-EEU-LTU,rur,2070,0.235014624
C-EEU-LTU,rur,2075,0.206680759
C-EEU-LTU,rur,2080,0.18181809
C-EEU-LTU,rur,2085,0.159424811
C-EEU-LTU,rur,2090,0.139201886
C-EEU-LTU,rur,2095,0.121433114
C-EEU-LTU,rur,2100,0.106134454
C-EEU-LTU,urb,2015,2.289690631
C-EEU-LTU,urb,2020,2.333510665
C-EEU-LTU,urb,2025,2.358447039
C-EEU-LTU,urb,2030,2.361618284
C-EEU-LTU,urb,2035,2.347714852
C-EEU-LTU,urb,2040,2.322130345
C-EEU-LTU,urb,2045,2.287131594
C-EEU-LTU,urb,2050,2.24056184
C-EEU-LTU,urb,2055,2.181697838
C-EEU-LTU,urb,2060,2.111822613
C-EEU-LTU,urb,2065,2.036038459
C-EEU-LTU,urb,2070,1.957849461
C-EEU-LTU,urb,2075,1.878866496
C-EEU-LTU,urb,2080,1.798925965
C-EEU-LTU,urb,2085,1.71272699
C-EEU-LTU,urb,2090,1.620329087
C-EEU-LTU,urb,2095,1.528530897
C-EEU-LTU,urb,2100,1.442113536
C-EEU-LVA,rur,2015,0.632028587
C-EEU-LVA,rur,2020,0.551780632
C-EEU-LVA,rur,2025,0.483399936
C-EEU-LVA,rur,2030,0.424052904
C-EEU-LVA,rur,2035,0.373105744
C-EEU-LVA,rur,2040,0.329474649
C-EEU-LVA,rur,2045,0.291286146
C-EEU-LVA,rur,2050,0.257290424
C-EEU-LVA,rur,2055,0.22700631
C-EEU-LVA,rur,2060,0.200070161
C-EEU-LVA,rur,2065,0.175937651
C-EEU-LVA,rur,2070,0.154397922
C-EEU-LVA,rur,2075,0.135178789
C-EEU-LVA,rur,2080,0.118021368
C-EEU-LVA,rur,2085,0.102614447
C-EEU-LVA,rur,2090,0.088668975
C-EEU-LVA,rur,2095,0.076394439
C-EEU-LVA,rur,2100,0.065744387
C-EEU-LVA,urb,2015,1.55136768
C-EEU-LVA,urb,2020,1.57001275
C-EEU-LVA,urb,2025,1.581393604
C-EEU-LVA,urb,2030,1.583467653
C-EEU-LVA,urb,2035,1.580177681
C-EEU-LVA,urb,2040,1.573738919
C-EEU-LVA,urb,2045,1.561348042
C-EEU-LVA,urb,2050,1.540809659
C-EEU-LVA,urb,2055,1.512853279
C-EEU-LVA,urb,2060,1.478587442
C-EEU-LVA,urb,2065,1.437349126
C-EEU-LVA,urb,2070,1.390455745
C-EEU-LVA,urb,2075,1.338545497
C-EEU-LVA,urb,2080,1.282032536
C-EEU-LVA,urb,2085,1.220284922
C-EEU-LVA,urb,2090,1.152189281
C-EEU-LVA,urb,2095,1.082862791
C-EEU-LVA,urb,2100,1.01497851
C-EEU-POL,rur,2015,13.58283921
C-EEU-POL,rur,2020,12.25270173
C-EEU-POL,rur,2025,10.95866136
C-EEU-POL,rur,2030,9.706242568
C-EEU-POL,rur,2035,8.516894237
C-EEU-POL,rur,2040,7.42623283
C-EEU-POL,rur,2045,6.446228113
C-EEU-POL,rur,2050,5.572352674
C-EEU-POL,rur,2055,4.794739328
C-EEU-POL,rur,2060,4.105792721
C-EEU-POL,rur,2065,3.496535178
C-EEU-POL,rur,2070,2.962282226
C-EEU-POL,rur,2075,2.498504234
C-EEU-POL,rur,2080,2.095318703
C-EEU-POL,rur,2085,1.746060879
C-EEU-POL,rur,2090,1.449294988
C-EEU-POL,rur,2095,1.201486101
C-EEU-POL,rur,2100,0.995666827
C-EEU-POL,urb,2015,24.86518117
C-EEU-POL,urb,2020,26.29374325
C-EEU-POL,urb,2025,27.56249268
C-EEU-POL,urb,2030,28.60737544
C-EEU-POL,urb,2035,29.41064004
C-EEU-POL,urb,2040,30.04165626
C-EEU-POL,urb,2045,30.54458498
C-EEU-POL,urb,2050,30.92337996
C-EEU-POL,urb,2055,31.15910553
C-EEU-POL,urb,2060,31.24247775
C-EEU-POL,urb,2065,31.15131635
C-EEU-POL,urb,2070,30.8973312
C-EEU-POL,urb,2075,30.50708245
C-EEU-POL,urb,2080,29.94817811
C-EEU-POL,urb,2085,29.21167182
C-EEU-POL,urb,2090,28.37987421
C-EEU-POL,urb,2095,27.53668287
C-EEU-POL,urb,2100,26.70736067
C-EEU-ROU,rur,2015,8.182001979
C-EEU-ROU,rur,2020,7.262350348
C-EEU-ROU,rur,2025,6.390113539
C-EEU-ROU,rur,2030,5.575708785
C-EEU-ROU,rur,2035,4.834341174
C-EEU-ROU,rur,2040,4.161944207
C-EEU-ROU,rur,2045,3.55280975
C-EEU-ROU,rur,2050,3.004750376
C-EEU-ROU,rur,2055,2.518635424
C-EEU-ROU,rur,2060,2.093019103
C-EEU-ROU,rur,2065,1.724777967
C-EEU-ROU,rur,2070,1.410305773
C-EEU-ROU,rur,2075,1.145382699
C-EEU-ROU,rur,2080,0.925370392
C-EEU-ROU,rur,2085,0.74468238
C-EEU-ROU,rur,2090,0.594721267
C-EEU-ROU,rur,2095,0.472705144
C-EEU-ROU,rur,2100,0.374470485
C-EEU-ROU,urb,2015,12.93893672
C-EEU-ROU,urb,2020,13.44249042
C-EEU-ROU,urb,2025,13.84494034
C-EEU-ROU,urb,2030,14.14093953
C-EEU-ROU,urb,2035,14.35244733
C-EEU-ROU,urb,2040,14.46469369
C-EEU-ROU,urb,2045,14.45513208
C-EEU-ROU,urb,2050,14.31223221
C-EEU-ROU,urb,2055,14.04506712
C-EEU-ROU,urb,2060,13.66472425
C-EEU-ROU,urb,2065,13.18374144
C-EEU-ROU,urb,2070,12.62130488
C-EEU-ROU,urb,2075,12.00145498
C-EEU-ROU,urb,2080,11.35264868
C-EEU-ROU,urb,2085,10.69685898
C-EEU-ROU,urb,2090,10.00246107
C-EEU-ROU,urb,2095,9.308848501
C-EEU-ROU,urb,2100,8.634535095
C-EEU-SVK,rur,2015,2.265599003
C-EEU-SVK,rur,2020,2.07228676
C-EEU-SVK,rur,2025,1.879230158
C-EEU-SVK,rur,2030,1.68729687
C-EEU-SVK,rur,2035,1.500392472
C-EEU-SVK,rur,2040,1.325503538
C-EEU-SVK,rur,2045,1.165522822
C-EEU-SVK,rur,2050,1.020213959
C-EEU-SVK,rur,2055,0.888330523
C-EEU-SVK,rur,2060,0.769100103
C-EEU-SVK,rur,2065,0.660973622
C-EEU-SVK,rur,2070,0.564360188
C-EEU-SVK,rur,2075,0.479455958
C-EEU-SVK,rur,2080,0.405637634
C-EEU-SVK,rur,2085,0.340849137
C-EEU-SVK,rur,2090,0.284993831
C-EEU-SVK,rur,2095,0.237591096
C-EEU-SVK,rur,2100,0.197627716
C-EEU-SVK,urb,2015,3.280072405
