region_bld,ssp,urt,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
R32SAF,SSP2,rur,18.59488786,17.99981159,17.36212651,16.6839248,15.98260548,15.28886199,14.60317995,13.93432416,13.28169673,12.65176895,12.02588034,11.40079548,10.78027413,10.16715902,9.579166304,9.014342331,8.470552312,7.945353071
R32SAF,SSP2,urb,33.8986103,36.79718423,39.4828319,41.9014936,44.04517909,45.9650521,47.64730398,49.11058592,50.3497749,51.39007412,52.15673049,52.62716381,52.81054869,52.71652387,52.44030011,51.98517791,51.35205654,50.53819023
R32SSA-L,SSP2,rur,519.1545585,557.527737,593.2710379,625.5459902,653.7894372,677.4268898,696.017562,709.4978805,716.9561588,719.0971298,717.1491692,711.4911722,702.4182123,690.307054,675.5366189,658.4868797,639.748669,619.7565043
R32SSA-L,SSP2,urb,310.9068072,374.94392,445.5354879,522.1052678,603.8063784,689.3459558,777.2164973,866.2734787,953.4142827,1038.023183,1120.370153,1199.434727,1274.123753,1343.744705,1407.497819,1464.866502,1516.122926,1561.349225
R32SSA-M,SSP2,rur,11.9108372,12.32937438,12.69629969,12.98738621,13.20234515,13.36646249,13.47572566,13.54123712,13.54714968,13.5045717,13.40710318,13.26386005,13.070871,12.84826725,12.59708097,12.31052115,11.99573685,11.65897005
R32SSA-M,SSP2,urb,18.4671705,21.81942299,25.28307688,28.74743021,32.14013274,35.46617492,38.66289752,41.71325385,44.5242315,47.0905706,49.35580762,51.32320082,52.94821911,54.29713609,55.36189618,56.09880922,56.53249113,56.68453795
R32TUR,SSP2,rur,22.25664744,22.24865876,22.0631066,21.70460951,21.19475558,20.55677863,19.80644248,18.96189053,18.03356238,17.05134643,16.04951339,15.03968348,14.03182101,13.03891542,12.07580191,11.16152583,10.29803637,9.482817246
R32TUR,SSP2,urb,54.78512243,58.76353308,62.54730383,66.06398633,69.28531592,72.19263874,74.74640353,76.91801005,78.65073068,79.9765333,80.97516032,81.64199994,81.97255678,81.99088032,81.75145693,81.36545986,80.85098703,80.19661144
R32USA,SSP2,rur,52.57035496,50.1667614,47.73493703,45.22070058,42.63984165,40.03094852,37.42594161,34.88780229,32.4717243,30.18878577,27.99450951,25.87350867,23.82335144,21.84900398,19.9648878,18.18660396,16.52113099,14.96520999
R32USA,SSP2,urb,273.967464,289.2270342,304.5210162,319.283607,333.2807599,346.4479901,358.7114214,370.3863757,381.9142426,393.415765,404.2960797,414.1658032,422.7473603,429.8634128,435.5539176,439.9990566,443.3106349,445.405239
