region_gea,hh_group,year,beh_I_diff,mod_I,beh_A
AFR,g1,2045,1.3273702977825474,-3.302721410839036,0.10523163222813214
AFR,g2,2045,0.7611772677535975,-2.0941668902046198,0.08967678714532919
AFR,g3,2045,-0.5677913928875961,10.490703687066974,0.10027901222129726
AFR,g4,2045,0.037372086540623295,-0.11538629759524412,0.060603339746995444
CPA,g1,2045,1.4164661403660028,-3.4657740594264137,0.10926008483351714
CPA,g2,2045,0.8232756199598901,-2.2412610436861984,0.09283875205075999
CPA,g3,2045,-0.5659859514705211,10.409114812428932,0.1006979022640877
CPA,g4,2045,0.05445780590297527,-0.16770616155534251,0.06160148850072893
EEU,g1,2045,1.4296999575967,-3.489363858578406,0.10985844951537367
EEU,g2,2045,0.8317222974598012,-2.2609920911456953,0.09326884555361956
EEU,g3,2045,-0.5654775166425986,10.38620035852332,0.10081586692625302
EEU,g4,2045,0.058114073792152575,-0.17886714524153083,0.06181508789092725
FSU,g1,2045,1.3707292351427927,-3.382993143743793,0.10719209883477536
FSU,g2,2045,0.7867907899776425,-2.155272546405842,0.09098099338429434
FSU,g3,2045,-0.5663535855458867,10.425700542337976,0.10061260553160738
FSU,g4,2045,0.050075172217223234,-0.15431153287223306,0.06134545477696644
LAC,g1,2045,1.3620517712539926,-3.367068107732417,0.10679974885527742
LAC,g2,2045,0.7765810179509116,-2.130988368826052,0.09046112547002622
LAC,g3,2045,-0.5675067820869051,10.47781916302301,0.10034504628330149
LAC,g4,2045,0.040343130143062456,-0.12450370588191885,0.06077690829311103
MEA,g1,2045,1.3486569040480672,-3.342348248107981,0.10619410232756259
MEA,g2,2045,0.7648144500044011,-2.102881177752799,0.0898619875930559
MEA,g3,2045,-0.5679480343839254,10.497798595946094,0.1002426689965991
MEA,g4,2045,0.03930563554662972,-0.12132081997790782,0.06071629779632876
NAM,g1,2045,1.4933858342110065,-3.600610510232111,0.11273799504896932
NAM,g2,2045,0.8813391177209793,-2.375556212806012,0.09579526757305948
NAM,g3,2045,-0.5652971683663447,10.378078856939828,0.10085771048674894
NAM,g4,2045,0.06439341045026896,-0.19800622263877382,0.06218192711651952
PAO,g1,2045,1.4731440633947157,-3.5656606941982307,0.1118227669977153
PAO,g2,2045,0.8647986455921614,-2.3376188156525695,0.09495304889039886
PAO,g3,2045,-0.564861851715134,10.358489659729024,0.10095871061277266
PAO,g4,2045,0.06357922990401646,-0.19552671180029357,0.06213436263999261
PAS,g1,2045,1.4435668306328213,-3.513907507782015,0.11048543770237669
PAS,g2,2045,0.8417993997253231,-2.2844450106817855,0.0937819581013755
PAS,g3,2045,-0.5657804929815013,10.39985180263236,0.10074557177828139
PAS,g4,2045,0.0591661721025532,-0.1820764388902426,0.061876551537558694
SAS,g1,2045,1.3769838626643878,-3.39442835639639,0.10747490070077131
SAS,g2,2045,0.7822580577469017,-2.1445032938164643,0.09075019273129625
SAS,g3,2045,-0.5671687165929385,10.462525800933223,0.10042348265232143
SAS,g4,2045,0.047926396321365444,-0.14773771586719409,0.06121992315977103
WEU,g1,2045,1.4757908993167645,-3.5702524068282493,0.1119424432110719
WEU,g2,2045,0.8720616271386171,-2.3543085705554034,0.09532287018102494
WEU,g3,2045,-0.5649667406173488,10.363207821527752,0.10093437478203263
WEU,g4,2045,0.06555256038094791,-0.20153524281481736,0.06224964472525228
