region_gea,hh_group,year,beh_I_diff,mod_I,beh_A
AFR,g1,2030,0.4893528810105905,-1.4081178503445353,0.06734082444110445
AFR,g2,2030,0.17257919457332999,-0.5219972728744319,0.05970616176355611
AFR,g3,2030,-0.6287494650366302,13.447032833097301,0.08613580646040421
AFR,g4,2030,-0.18059258096815015,0.8394603587180922,0.04786983074934629
CPA,g1,2030,0.5891726982377824,-1.6680268543113321,0.07185415964416146
CPA,g2,2030,0.23722309972754693,-0.7103999390015643,0.0629977428149921
CPA,g3,2030,-0.627533220872027,13.38421901496516,0.08641799372238675
CPA,g4,2030,-0.16946876574093464,0.7716407376345371,0.04851968470458991
EEU,g1,2030,0.6746025216694295,-1.8831148010135454,0.07571685384853395
EEU,g2,2030,0.3133034716334378,-0.9271596827694715,0.06687165343277132
EEU,g3,2030,-0.6259513629361761,13.302756036907896,0.08678500897537149
EEU,g4,2030,-0.1555955418764273,0.6900225043221108,0.049330159277942466
FSU,g1,2030,0.6042569918309618,-1.7064977971873156,0.07253619328415893
FSU,g2,2030,0.2572196163205288,-0.7678928308572073,0.06401593865194165
FSU,g3,2030,-0.6271521853488937,13.364572227199046,0.08650639979587127
FSU,g4,2030,-0.1658501999991479,0.7500350283444738,0.048731081533067946
LAC,g1,2030,0.4434281522498522,-1.2854302021848871,0.06526434603466813
LAC,g2,2030,0.13736654458978634,-0.4177374653598982,0.057913180798371953
LAC,g3,2030,-0.6294587727359964,13.483737515985666,0.08597123621751014
LAC,g4,2030,-0.18697729069392066,0.8793420539195349,0.047496835622798064
MEA,g1,2030,0.4295888524145706,-1.2480743269840175,0.06463860456501513
MEA,g2,2030,0.10968522245096256,-0.334968022714756,0.056503684957836336
MEA,g3,2030,-0.6299509030440805,13.50923503389773,0.08585705445350375
MEA,g4,2030,-0.1913074428233291,0.9067866313780134,0.04724386787471664
NAM,g1,2030,0.7597989514111557,-2.090861384514958,0.07956899519891261
NAM,g2,2030,0.37949358104859887,-1.1113661166986328,0.07024196513383053
NAM,g3,2030,-0.6252436051118138,13.266393108378972,0.08694921962354236
NAM,g4,2030,-0.1459567657550786,0.6352531081130389,0.04989325715921985
PAO,g1,2030,0.7143486042852928,-1.9808726165758967,0.0775139658733486
PAO,g2,2030,0.34044506211739994,-1.0031868654941791,0.06825366686048295
PAO,g3,2030,-0.6254478413922332,13.276880868172805,0.08690183368045101
PAO,g4,2030,-0.1511544313091499,0.6645899612084659,0.04958960922464405
PAS,g1,2030,0.6353209292059261,-1.78505715916945,0.07394074366297682
PAS,g2,2030,0.28213442765216046,-0.8390066696507303,0.06528456746828028
PAS,g3,2030,-0.6269992649192265,13.356691713115746,0.0865418796761493
PAS,g4,2030,-0.1639381699020227,0.7387090716202762,0.04884278244644897
SAS,g1,2030,0.5186329459045931,-1.4853163294741158,0.06866471734438555
SAS,g2,2030,0.17857472663159532,-0.5396344317589399,0.0600114462241589
SAS,g3,2030,-0.6290219311849964,13.461125919869815,0.08607259014362503
SAS,g4,2030,-0.180108316872223,0.8364638632557613,0.047898121486983754
WEU,g1,2030,0.7401138196134508,-2.043459470157178,0.07867893548144005
WEU,g2,2030,0.3678368366221554,-1.0792208461482025,0.06964841932337898
WEU,g3,2030,-0.6259218963581785,13.3012410604223,0.08679184567248147
WEU,g4,2030,-0.14720823621320359,0.6422744940535898,0.04982014617971586
