region_gea,hh_group,year,beh_I_diff,mod_I,beh_A
AFR,g1,2025,0.20336829469532422,-0.6122154327119075,0.054410082462178315
AFR,g2,2025,-0.025507762504296812,0.08475908780861462,0.049619839272706426
AFR,g3,2025,-0.6493573837563006,14.535042608725782,0.08135445389329099
AFR,g4,2025,-0.2554762115891128,1.4870277769332543,0.043495124540367344
CPA,g1,2025,0.29651638924081125,-0.8797942354389985,0.058621756916089306
CPA,g2,2025,0.04078795869248043,-0.12586807027637367,0.05299552858420466
CPA,g3,2025,-0.6480905866939481,14.466870104985059,0.08164837020131235
CPA,g4,2025,-0.2443545544819713,1.355948867846786,0.04414485241810632
EEU,g1,2025,0.4090436396744846,-1.1922892367532265,0.06370965644138676
EEU,g2,2025,0.12912558934785437,-0.3931707595463494,0.05749356239729666
EEU,g3,2025,-0.6464996824741083,14.381495380940482,0.08201748433064472
EEU,g4,2025,-0.2298767750861677,1.2048442690841275,0.04499064516199231
FSU,g1,2025,0.3259922814532412,-0.9627879183537429,0.05995450411658843
FSU,g2,2025,0.06276355992229316,-0.1930420473791531,0.05411449675961735
FSU,g3,2025,-0.6477545489681296,14.448814663762443,0.08172633609708504
FSU,g4,2025,-0.24092085726684212,1.3181131359449045,0.04434544921612767
LAC,g1,2025,0.1402458988624163,-0.42630609046800005,0.051556014611447425
LAC,g2,2025,-0.07422325647258857,0.27753855346642886,0.04713931158065511
LAC,g3,2025,-0.6503127891090258,14.586569484887647,0.08113278522805477
LAC,g4,2025,-0.26415389341303486,1.598355530460225,0.042988173845804896
MEA,g1,2025,0.10329850214065302,-0.31577011209577166,0.04988544466934758
MEA,g2,2025,-0.09878594920233287,0.3901229204514906,0.04588861217181538
MEA,g3,2025,-0.6507294709913156,14.609072078315325,0.08103610865364384
MEA,g4,2025,-0.2679001593282907,1.6488696592776382,0.04276931676550505
NAM,g1,2025,0.4677246729608315,-1.3505823589296064,0.066362908878027
NAM,g2,2025,0.17557424985546619,-0.530812053219882,0.05985866596625184
NAM,g3,2025,-0.6459523667940127,14.352185746691358,0.0821444699456233
NAM,g4,2025,-0.22423824436036738,1.1519717110853607,0.04532004846644123
PAO,g1,2025,0.42504640271666433,-1.2357742789171193,0.06443321851343567
PAO,g2,2025,0.14116043902765496,-0.4290260441651659,0.058106360820727426
PAO,g3,2025,-0.6460958235998024,14.359865036343072,0.08211118577093476
PAO,g4,2025,-0.2266821699964434,1.1744770306789436,0.04517727418365383
PAS,g1,2025,0.32688768156147757,-0.9652964137440302,0.05999498947251857
PAS,g2,2025,0.07071311264445036,-0.21723133969399808,0.054519277334757726
PAS,g3,2025,-0.6475416152157057,14.437379807737793,0.08177573998680464
PAS,g4,2025,-0.23961651193518949,1.3040662680512674,0.04442164914892629
SAS,g1,2025,0.20544816285727793,-0.6182780968846913,0.05450412332955135
SAS,g2,2025,-0.050177005460053874,0.17731145499691092,0.048363714469096174
SAS,g3,2025,-0.6499781467963462,14.568510625423254,0.08121042736662101
SAS,g4,2025,-0.26017756649394436,1.5463573679945135,0.04322047110379876
WEU,g1,2025,0.4804854110892574,-1.3845811243978146,0.06693988337279022
WEU,g2,2025,0.18783272107510923,-0.566803222699092,0.06048285089892091
WEU,g3,2025,-0.6462030920557474,14.365608568989243,0.08208629784730796
WEU,g4,2025,-0.21962011257648553,1.111163339133782,0.045589840003273784
