region_gea,hh_group,year,beh_I_diff,mod_I,beh_A
AFR,g1,2040,1.0611759943463128,-2.771624231636523,0.09319570435403547
AFR,g2,2040,0.5733391077252373,-1.627417466692283,0.080112319670616
AFR,g3,2040,-0.5880878512796266,11.431549248942972,0.09556992321739836
AFR,g4,2040,-0.035089442254893445,0.11947140123181668,0.056370132872473055
CPA,g1,2040,1.1434696400470596,-2.9428434393485072,0.09691659684258536
CPA,g2,2040,0.6336324056788577,-1.7808100003332623,0.08318237363160841
CPA,g3,2040,-0.5864803233588102,11.355448977755387,0.09594289429979912
CPA,g4,2040,-0.020006151520451522,0.06553720470898061,0.05725129962521496
EEU,g1,2040,1.1794505113546747,-3.015727671372596,0.09854346551075484
EEU,g2,2040,0.6607860833266452,-1.8487886399198536,0.08456500252150968
EEU,g3,2040,-0.5856440931965274,11.315969574925646,0.09613691249676104
EEU,g4,2040,-0.012618290243855688,0.04053890085928765,0.05768289892575357
FSU,g1,2040,1.113519149881352,-2.8812571476316355,0.09556239078041598
FSU,g2,2040,0.6098157236913719,-1.7206214601860377,0.08196966009038494
FSU,g3,2040,-0.5866056623811164,11.361372730105328,0.09591381372818897
FSU,g4,2040,-0.021902286146157534,0.07210361161224162,0.057140527326231184
LAC,g1,2040,1.0839908402070912,-2.8197229955094443,0.0942272735337446
LAC,g2,2040,0.5820994200992278,-1.6499143693685419,0.08055838304110849
LAC,g3,2040,-0.5881031274453854,11.43227372794852,0.09556637891312582
LAC,g4,2040,-0.03512188087333821,0.11959158469992767,0.05636823780643067
MEA,g1,2040,1.0804179553720104,-2.8122225012803854,0.09406572618422444
MEA,g2,2040,0.5770824377970961,-1.6370392432524368,0.08030292502319186
MEA,g3,2040,-0.5884709818823395,11.449726815810624,0.09548103105338412
MEA,g4,2040,-0.037108221430856035,0.1269851505269512,0.05625219567147992
NAM,g1,2040,1.245486664303091,-3.1463631243181,0.10152927836891898
NAM,g2,2040,0.7120036434802874,-1.9751457954654863,0.08717293207187217
NAM,g3,2040,-0.5853896549629236,11.303971871437069,0.09619594606138064
NAM,g4,2040,-0.00627674491609808,0.019825155703198982,0.05805337238557132
PAO,g1,2040,1.2219637093955364,-3.100293655393856,0.10046569216516396
PAO,g2,2040,0.6931881951964505,-1.929010069747143,0.08621487465102788
PAO,g3,2040,-0.5850196134150523,11.286535220752336,0.09628180136433097
PAO,g4,2040,-0.007683420597698576,0.024360528969027587,0.05797119430756832
PAS,g1,2040,1.1775421198998457,-3.011892170345996,0.09845717793206003
PAS,g2,2040,0.6586569271664736,-1.8434830982251706,0.08445658874211857
PAS,g3,2040,-0.5861560387466419,11.340130374486632,0.09601813329331214
PAS,g4,2040,-0.014112912712577032,0.04552097207818298,0.05759558299115244
SAS,g1,2040,1.088101022976909,-2.8283367583789363,0.0944131147133953
SAS,g2,2040,0.5805185474500139,-1.6458598856080693,0.08047788712359744
SAS,g3,2040,-0.5878226043499074,11.418973715242181,0.09563146456495432
SAS,g4,2040,-0.028381381880273636,0.09500482411500993,0.05676201816339323
WEU,g1,2040,1.2296871749243536,-3.1154766778189096,0.10081490727924766
WEU,g2,2040,0.7039966489520039,-1.9555527477866819,0.08676522663691469
WEU,g3,2040,-0.5853061485087093,11.300035720389038,0.09621532083690548
WEU,g4,2040,-0.0053233717477801186,0.01677054112602785,0.058109068503458886
