region_bld,ssp,clim,urt,inc_cl,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-WEU-GRC,SSP1,Zone_3A Warm Humid,urb,q1,0.2748617,0.3515458,0.4350894,0.5614584,0.6367038,0.6951463,0.7302786,0.7475914,0.7576183,0.7616994,0.7637676,0.7647154,0.7652515,0.7653868,0.765469,0.7654912,0.7654984,0.7655017
C-WEU-GRC,SSP1,Zone_3A Warm Humid,urb,q2,0.6959787,0.733182,0.7504184,0.761386,0.7642049,0.765148,0.7653953,0.7654701,0.7654951,0.7655002,0.7655026,0.7655029,0.765503,0.765503,0.7655031,0.7655031,0.7655031,0.7655031
C-WEU-GRC,SSP1,Zone_3A Warm Humid,urb,q3,0.7652988,0.7654664,0.7654981,0.7655027,0.765503,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031,0.7655031
C-WEU-GRC,SSP1,Zone_4A Mixed Humid,rur,q1,0.07054535,0.0883625,0.1092385,0.1433995,0.1945956,0.2445679,0.3045329,0.3596174,0.4109726,0.4578061,0.4964756,0.5250395,0.546476,0.5560015,0.5662606,0.5706599,0.573428,0.5748706
C-WEU-GRC,SSP1,Zone_4A Mixed Humid,rur,q2,0.2452608,0.3164012,0.3816807,0.4554116,0.5118585,0.5412879,0.5576126,0.5667255,0.5715432,0.5741907,0.5755114,0.5761997,0.5764536,0.5765813,0.5766603,0.5766891,0.5766989,0.5767047
C-WEU-GRC,SSP1,Zone_4A Mixed Humid,rur,q3,0.551541,0.5670908,0.5729439,0.5757574,0.5764465,0.5766375,0.5766861,0.5766993,0.5767055,0.576707,0.5767077,0.5767078,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079
C-WEU-GRC,SSP1,Zone_4A Mixed Humid,urb,q1,0.2070728,0.2648444,0.3277838,0.4229865,0.4796743,0.5237031,0.5501708,0.5632138,0.5707678,0.5738423,0.5754004,0.5761145,0.5765184,0.5766203,0.5766822,0.576699,0.5767044,0.5767069
C-WEU-GRC,SSP1,Zone_4A Mixed Humid,urb,q2,0.5243303,0.5523582,0.5653435,0.5736063,0.5757299,0.5764404,0.5766267,0.5766831,0.5767019,0.5767058,0.5767075,0.5767078,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079
C-WEU-GRC,SSP1,Zone_4A Mixed Humid,urb,q3,0.576554,0.5766803,0.5767041,0.5767076,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079,0.5767079
C-WEU-IRL,SSP1,Zone_5A Cool Humid,rur,q1,0.02007906,0.02220496,0.02505305,0.02905767,0.03197546,0.03549077,0.03827282,0.04050181,0.04249272,0.04511512,0.04699405,0.0484906,0.04942955,0.05013519,0.05067092,0.05124916,0.05144654,0.05160814
C-WEU-IRL,SSP1,Zone_5A Cool Humid,rur,q2,0.04668124,0.04820987,0.04930545,0.05025925,0.05082633,0.05118068,0.05139718,0.0515059,0.05162945,0.05170671,0.05176144,0.05179138,0.05180792,0.05181598,0.05181982,0.05182384,0.05182519,0.05182579
C-WEU-IRL,SSP1,Zone_5A Cool Humid,rur,q3,0.05179601,0.05181339,0.05181999,0.0518244,0.05182529,0.0518259,0.05182604,0.05182613,0.05182622,0.05182626,0.05182628,0.05182629,0.05182629,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263
C-WEU-IRL,SSP1,Zone_5A Cool Humid,urb,q1,0.04561238,0.04748268,0.04879091,0.04990951,0.05055794,0.05107845,0.051387,0.05154214,0.0516428,0.05173629,0.05177045,0.05180193,0.05181462,0.05181983,0.05182353,0.05182502,0.05182592,0.05182616
C-WEU-IRL,SSP1,Zone_5A Cool Humid,urb,q2,0.05176028,0.05179546,0.05181142,0.05182015,0.05182373,0.05182495,0.05182573,0.05182599,0.05182617,0.05182625,0.05182628,0.05182629,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263
C-WEU-IRL,SSP1,Zone_5A Cool Humid,urb,q3,0.05182629,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263,0.0518263
C-WEU-ISL,SSP1,Zone_7A Very cold Humid,rur,q1,0.01962358,0.02331244,0.02842772,0.03354688,0.03873586,0.04235061,0.04521253,0.04755004,0.04855068,0.04941155,0.05012538,0.05047221,0.0507012,0.05085146,0.05092027,0.05096175,0.05098093,0.05099212
C-WEU-ISL,SSP1,Zone_7A Very cold Humid,rur,q2,0.0435402,0.0462129,0.04830384,0.04964234,0.05033659,0.05067118,0.05084203,0.05092665,0.05095949,0.05097709,0.05099087,0.05099553,0.05099801,0.05099926,0.05099967,0.05099988,0.05099995,0.05099999
C-WEU-ISL,SSP1,Zone_7A Very cold Humid,rur,q3,0.05083757,0.05093616,0.0509729,0.05099264,0.05099771,0.0509993,0.05099976,0.05099992,0.05099997,0.05099999,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051
C-WEU-ISL,SSP1,Zone_7A Very cold Humid,urb,q1,0.04483537,0.04741083,0.04908592,0.05005289,0.05061273,0.05084495,0.0509282,0.05097041,0.05098678,0.05099436,0.05099807,0.05099932,0.05099974,0.05099992,0.05099998,0.05099999,0.051,0.051
C-WEU-ISL,SSP1,Zone_7A Very cold Humid,urb,q2,0.05086424,0.050945,0.05098127,0.05099495,0.05099876,0.0509997,0.05099992,0.05099997,0.05099999,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051
C-WEU-ISL,SSP1,Zone_7A Very cold Humid,urb,q3,0.05099991,0.05099998,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051,0.051
C-WEU-ITA,SSP1,Zone_3A Warm Humid,rur,q1,0.1093859,0.1286468,0.1596803,0.1902129,0.2456689,0.3071282,0.3639287,0.4217782,0.4876739,0.5549172,0.6032437,0.6435522,0.6679745,0.6894661,0.701836,0.7091426,0.7143956,0.7164172
C-WEU-ITA,SSP1,Zone_3A Warm Humid,rur,q2,0.3569438,0.4096617,0.4753865,0.5452402,0.6122569,0.6632066,0.68545,0.6979638,0.7084265,0.7129556,0.7160065,0.7176588,0.718208,0.7186075,0.7187646,0.7188433,0.7188775,0.7188905
C-WEU-ITA,SSP1,Zone_3A Warm Humid,rur,q3,0.5585194,0.5986172,0.6406186,0.6741645,0.6957161,0.7186656,0.7188093,0.7188567,0.7188851,0.7188929,0.7188959,0.7188972,0.7188975,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977
C-WEU-ITA,SSP1,Zone_3A Warm Humid,urb,q1,0.3283629,0.3896887,0.448446,0.5227252,0.6005241,0.6483297,0.6796381,0.6972007,0.7081893,0.7137093,0.7165268,0.7180185,0.7185148,0.718764,0.7188474,0.7188811,0.7188927,0.7188963
C-WEU-ITA,SSP1,Zone_3A Warm Humid,urb,q2,0.5523125,0.5944986,0.6381079,0.672525,0.6951493,0.7183371,0.7187004,0.7188237,0.7188747,0.7188899,0.7188959,0.7188973,0.7188976,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977
C-WEU-ITA,SSP1,Zone_3A Warm Humid,urb,q3,0.5658205,0.6034381,0.6438441,0.6756456,0.6962417,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977,0.7188977
C-WEU-ITA,SSP1,Zone_4A Mixed Humid,rur,q1,0.08060703,0.0948005,0.1176692,0.1401689,0.1810346,0.2263243,0.2681809,0.3108105,0.3593694,0.4089213,0.4445333,0.4742369,0.4922338,0.508071,0.5171865,0.5225707,0.5264417,0.5279314
C-WEU-ITA,SSP1,Zone_4A Mixed Humid,rur,q2,0.2630337,0.3018818,0.3503147,0.4017903,0.4511752,0.4887203,0.5051115,0.514333,0.522043,0.5253806,0.5276288,0.5288464,0.5292511,0.5295455,0.5296613,0.5297193,0.5297445,0.529754
C-WEU-ITA,SSP1,Zone_4A Mixed Humid,rur,q3,0.4115758,0.4411241,0.4720751,0.4967952,0.5126767,0.5295883,0.5296942,0.5297292,0.52975,0.5297558,0.529758,0.529759,0.5297592,0.5297593,0.5297593,0.5297593,0.5297594,0.5297594
C-WEU-ITA,SSP1,Zone_4A Mixed Humid,urb,q1,0.2419723,0.2871636,0.3304621,0.3851988,0.4425292,0.4777575,0.5008287,0.5137707,0.5218683,0.525936,0.5280122,0.5291114,0.5294772,0.5296608,0.5297223,0.5297471,0.5297557,0.5297583
C-WEU-ITA,SSP1,Zone_4A Mixed Humid,urb,q2,0.4070018,0.438089,0.4702249,0.4955871,0.5122591,0.5293462,0.529614,0.5297048,0.5297424,0.5297536,0.529758,0.5297591,0.5297593,0.5297593,0.5297593,0.5297594,0.5297594,0.5297594
C-WEU-ITA,SSP1,Zone_4A Mixed Humid,urb,q3,0.416956,0.4446766,0.4744519,0.4978867,0.513064,0.5297593,0.5297593,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594,0.5297594
C-WEU-ITA,SSP1,Zone_4C Mixed Marine,rur,q1,0.05141889,0.06047285,0.0750607,0.08941314,0.1154813,0.1443714,0.1710715,0.1982647,0.2292402,0.2608492,0.283566,0.3025138,0.3139939,0.3240964,0.3299111,0.3333457,0.335815,0.3367653
C-WEU-ITA,SSP1,Zone_4C Mixed Marine,rur,q2,0.1677881,0.1925691,0.2234643,0.2563004,0.2878028,0.3117527,0.3222086,0.3280909,0.3330091,0.3351381,0.3365722,0.3373489,0.3376071,0.3377949,0.3378687,0.3379057,0.3379218,0.3379279
C-WEU-ITA,SSP1,Zone_4C Mixed Marine,rur,q3,0.2625425,0.2813912,0.3011348,0.3169036,0.3270344,0.3378222,0.3378898,0.3379121,0.3379254,0.3379291,0.3379305,0.3379311,0.3379312,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313
C-WEU-ITA,SSP1,Zone_4C Mixed Marine,urb,q1,0.1543531,0.1831805,0.2108004,0.2457167,0.2822876,0.3047595,0.3194766,0.3277322,0.3328976,0.3354924,0.3368168,0.337518,0.3377513,0.3378685,0.3379076,0.3379235,0.337929,0.3379307
C-WEU-ITA,SSP1,Zone_4C Mixed Marine,urb,q2,0.2596248,0.2794552,0.2999546,0.316133,0.3267679,0.3376678,0.3378386,0.3378965,0.3379205,0.3379276,0.3379305,0.3379311,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313
C-WEU-ITA,SSP1,Zone_4C Mixed Marine,urb,q3,0.2659745,0.2836573,0.3026509,0.3175999,0.3272814,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313,0.3379313
C-WEU-ITA,SSP1,Zone_5A Cool Humid,rur,q1,0.02099258,0.024689,0.03064472,0.03650433,0.04714706,0.0589419,0.06984265,0.08094473,0.09359097,0.1064958,0.1157703,0.1235061,0.128193,0.1323175,0.1346915,0.1360937,0.1371018,0.1374898
C-WEU-ITA,SSP1,Zone_5A Cool Humid,rur,q2,0.06850217,0.07861941,0.09123286,0.1046387,0.1175001,0.127278,0.1315468,0.1339483,0.1359563,0.1368255,0.137411,0.1377281,0.1378335,0.1379101,0.1379403,0.1379554,0.137962,0.1379644
C-WEU-ITA,SSP1,Zone_5A Cool Humid,rur,q3,0.1071871,0.1148824,0.1229431,0.1293809,0.133517,0.1379213,0.1379489,0.137958,0.1379634,0.1379649,0.1379655,0.1379657,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658
C-WEU-ITA,SSP1,Zone_5A Cool Humid,urb,q1,0.06301712,0.07478634,0.08606263,0.1003178,0.1152484,0.1244229,0.1304314,0.1338019,0.1359108,0.1369701,0.1375108,0.1377971,0.1378923,0.1379402,0.1379562,0.1379627,0.1379649,0.1379656
C-WEU-ITA,SSP1,Zone_5A Cool Humid,urb,q2,0.105996,0.114092,0.1224612,0.1290663,0.1334082,0.1378582,0.137928,0.1379516,0.1379614,0.1379643,0.1379655,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658
C-WEU-ITA,SSP1,Zone_5A Cool Humid,urb,q3,0.1085883,0.1158076,0.1235621,0.1296652,0.1336179,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658,0.1379658
C-WEU-LUX,SSP1,Zone_5A Cool Humid,rur,q1,0.1645373,0.1672255,0.1687393,0.1700858,0.1704175,0.1708769,0.1713766,0.1714528,0.1717661,0.1719561,0.1720532,0.1722416,0.1723728,0.172431,0.1725066,0.1725903,0.1726485,0.1726899
C-WEU-LUX,SSP1,Zone_5A Cool Humid,rur,q2,0.1726188,0.1726826,0.172707,0.1727176,0.1727242,0.1727263,0.1727302,0.1727312,0.1727323,0.1727337,0.1727342,0.1727351,0.1727355,0.1727359,0.1727362,0.1727365,0.1727367,0.1727368
C-WEU-LUX,SSP1,Zone_5A Cool Humid,rur,q3,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369
C-WEU-LUX,SSP1,Zone_5A Cool Humid,urb,q1,0.1726864,0.1727145,0.1727253,0.1727305,0.1727331,0.172734,0.1727347,0.1727353,0.172736,0.1727363,0.1727364,0.1727367,0.1727367,0.1727368,0.1727368,0.1727369,0.1727369,0.1727369
C-WEU-LUX,SSP1,Zone_5A Cool Humid,urb,q2,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369
C-WEU-LUX,SSP1,Zone_5A Cool Humid,urb,q3,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369,0.1727369
C-WEU-MLT,SSP1,Zone_3A Warm Humid,rur,q1,0.1543481,0.1936011,0.2467607,0.3352786,0.451526,0.5658849,0.6576691,0.7359626,0.7878069,0.8204874,0.8426288,0.8574518,0.8671541,0.8742088,0.8780248,0.880848,0.8822674,0.8828941
C-WEU-MLT,SSP1,Zone_3A Warm Humid,rur,q2,0.4433988,0.5587746,0.6504039,0.7549322,0.8196085,0.8530993,0.8673882,0.8754248,0.8789476,0.8808926,0.8820504,0.8825714,0.8829358,0.8831577,0.8832734,0.8833525,0.8833851,0.8834017
C-WEU-MLT,SSP1,Zone_3A Warm Humid,rur,q3,0.8340245,0.8631575,0.8748635,0.8804161,0.882561,0.8831785,0.883311,0.88337,0.8833899,0.8834011,0.8834078,0.8834097,0.8834115,0.8834124,0.8834128,0.8834132,0.8834133,0.8834134
C-WEU-MLT,SSP1,Zone_3A Warm Humid,urb,q1,0.4744717,0.5606855,0.6718533,0.7763444,0.8377233,0.8651632,0.8768307,0.8806579,0.8822018,0.8828368,0.8831668,0.8833174,0.8833733,0.8833995,0.8834091,0.8834122,0.8834131,0.8834134
C-WEU-MLT,SSP1,Zone_3A Warm Humid,urb,q2,0.8383661,0.861237,0.8745847,0.8809196,0.8829018,0.8832792,0.8833768,0.8834011,0.8834099,0.883412,0.8834129,0.8834133,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134
C-WEU-MLT,SSP1,Zone_3A Warm Humid,urb,q3,0.8831515,0.8833349,0.8833988,0.8834117,0.8834133,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134,0.8834134
C-WEU-NLD,SSP1,Zone_4A Mixed Humid,rur,q1,0.07509997,0.08854515,0.09724707,0.1077846,0.118386,0.1289363,0.1371601,0.1439601,0.1476847,0.1502131,0.1522101,0.1533304,0.154091,0.1545834,0.1548365,0.155005,0.1550812,0.1551176
C-WEU-NLD,SSP1,Zone_4A Mixed Humid,rur,q2,0.1421099,0.1472415,0.1494481,0.1517082,0.153127,0.1540091,0.1545518,0.154825,0.1549541,0.1550426,0.1550949,0.1551163,0.1551298,0.1551382,0.1551411,0.1551434,0.1551442,0.1551445
C-WEU-NLD,SSP1,Zone_4A Mixed Humid,rur,q3,0.1549699,0.15506,0.1550994,0.1551251,0.1551354,0.1551413,0.1551431,0.1551441,0.1551443,0.1551446,0.1551446,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447
C-WEU-NLD,SSP1,Zone_4A Mixed Humid,urb,q1,0.1459001,0.1495367,0.1515621,0.1531249,0.1540105,0.1545914,0.1549152,0.1550419,0.1550998,0.1551264,0.1551368,0.155142,0.1551436,0.1551444,0.1551446,0.1551447,0.1551447,0.1551447
C-WEU-NLD,SSP1,Zone_4A Mixed Humid,urb,q2,0.1550223,0.1550856,0.1551206,0.1551346,0.1551406,0.1551434,0.1551443,0.1551446,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447
C-WEU-NLD,SSP1,Zone_4A Mixed Humid,urb,q3,0.1551446,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447,0.1551447
C-WEU-NLD,SSP1,Zone_5A Cool Humid,rur,q1,0.07798069,0.09194161,0.1009773,0.1119191,0.1229271,0.1338821,0.1424213,0.1494822,0.1533496,0.1559751,0.1580486,0.1592119,0.1600017,0.160513,0.1607758,0.1609507,0.1610299,0.1610677
C-WEU-NLD,SSP1,Zone_5A Cool Humid,rur,q2,0.147561,0.1528895,0.1551807,0.1575275,0.1590008,0.1599167,0.1604802,0.1607639,0.1608979,0.1609898,0.1610441,0.1610663,0.1610803,0.161089,0.1610921,0.1610945,0.1610953,0.1610956
C-WEU-NLD,SSP1,Zone_5A Cool Humid,rur,q3,0.1609143,0.1610079,0.1610488,0.1610755,0.1610862,0.1610922,0.1610942,0.1610952,0.1610954,0.1610957,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958
C-WEU-NLD,SSP1,Zone_5A Cool Humid,urb,q1,0.1514966,0.1552727,0.1573758,0.1589986,0.1599181,0.1605213,0.1608575,0.1609891,0.1610492,0.1610768,0.1610876,0.161093,0.1610946,0.1610955,0.1610957,0.1610958,0.1610958,0.1610958
C-WEU-NLD,SSP1,Zone_5A Cool Humid,urb,q2,0.1609687,0.1610345,0.1610708,0.1610853,0.1610915,0.1610945,0.1610954,0.1610957,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958
C-WEU-NLD,SSP1,Zone_5A Cool Humid,urb,q3,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958,0.1610958
C-WEU-NOR,SSP1,Zone_6A Cold Humid,rur,q1,0.08233074,0.08833191,0.09191314,0.09539977,0.09861811,0.1003577,0.1018318,0.1038337,0.1046937,0.1056133,0.1063512,0.1068583,0.1072159,0.1074464,0.107596,0.1076793,0.1077117,0.1077423
C-WEU-NOR,SSP1,Zone_6A Cold Humid,rur,q2,0.1061462,0.1067625,0.1070993,0.1073096,0.1075138,0.1075943,0.1076399,0.1076931,0.1077103,0.1077365,0.1077502,0.1077571,0.107763,0.1077648,0.1077663,0.107767,0.1077672,0.1077673
C-WEU-NOR,SSP1,Zone_6A Cold Humid,rur,q3,0.1077585,0.1077632,0.1077655,0.1077663,0.1077669,0.1077671,0.1077672,0.1077673,0.1077673,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674
C-WEU-NOR,SSP1,Zone_6A Cold Humid,urb,q1,0.1070463,0.1073705,0.1074858,0.1076009,0.1076782,0.1077087,0.1077291,0.1077455,0.1077561,0.1077612,0.1077648,0.1077663,0.107767,0.1077673,0.1077674,0.1077674,0.1077674,0.1077674
C-WEU-NOR,SSP1,Zone_6A Cold Humid,urb,q2,0.107764,0.1077662,0.1077668,0.1077671,0.1077673,0.1077673,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674
C-WEU-NOR,SSP1,Zone_6A Cold Humid,urb,q3,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674,0.1077674
C-WEU-PRT,SSP1,Zone_3A Warm Humid,rur,q1,0.06117268,0.07590863,0.08740773,0.1080446,0.1335433,0.1725598,0.2151105,0.2517319,0.3186265,0.3839825,0.4433488,0.4951454,0.5424282,0.5717027,0.5951255,0.6065702,0.6129644,0.6159421
C-WEU-PRT,SSP1,Zone_3A Warm Humid,rur,q2,0.2415019,0.2978485,0.3367284,0.4068869,0.4651881,0.5186179,0.5462472,0.569254,0.5902087,0.6029742,0.6094051,0.6134279,0.6158744,0.6171959,0.6178358,0.6181982,0.6183386,0.6183993
C-WEU-PRT,SSP1,Zone_3A Warm Humid,rur,q3,0.598023,0.6083281,0.6118301,0.6155142,0.6170841,0.6179716,0.6181346,0.6182724,0.6183652,0.6184202,0.6184351,0.6184464,0.61845,0.6184527,0.6184539,0.6184546,0.6184549,0.6184551
C-WEU-PRT,SSP1,Zone_3A Warm Humid,urb,q1,0.1632894,0.2024082,0.2513157,0.3264524,0.3975559,0.4732896,0.5245773,0.5569627,0.5904145,0.6034206,0.6113632,0.6154697,0.6174032,0.6180601,0.6183302,0.6184262,0.6184471,0.6184532
C-WEU-PRT,SSP1,Zone_3A Warm Humid,urb,q2,0.538531,0.5699676,0.5924706,0.6070882,0.6134148,0.6164063,0.6175316,0.6180086,0.618323,0.6184014,0.6184345,0.6184485,0.6184534,0.6184547,0.6184551,0.6184552,0.6184552,0.6184552
C-WEU-PRT,SSP1,Zone_3A Warm Humid,urb,q3,0.6183542,0.618422,0.6184451,0.6184532,0.6184548,0.6184551,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552,0.6184552
C-WEU-PRT,SSP1,Zone_3C Warm Marine,rur,q1,0.03901974,0.04841925,0.05575409,0.0689176,0.08518222,0.1100694,0.1372109,0.1605703,0.2032398,0.2449279,0.2827955,0.3158346,0.3459945,0.3646676,0.3796081,0.3869082,0.3909868,0.3928862
C-WEU-PRT,SSP1,Zone_3C Warm Marine,rur,q2,0.1540449,0.1899863,0.2147864,0.2595378,0.2967259,0.3308068,0.3484304,0.3631056,0.3764718,0.3846144,0.3887165,0.3912825,0.392843,0.393686,0.3940941,0.3943253,0.3944149,0.3944536
C-WEU-PRT,SSP1,Zone_3C Warm Marine,rur,q3,0.3814563,0.3880295,0.3902633,0.3926133,0.3936146,0.3941807,0.3942847,0.3943726,0.3944318,0.3944669,0.3944764,0.3944836,0.3944859,0.3944876,0.3944884,0.3944888,0.3944891,0.3944891
C-WEU-PRT,SSP1,Zone_3C Warm Marine,urb,q1,0.1041561,0.1291085,0.1603048,0.2082316,0.2535859,0.3018936,0.334608,0.3552655,0.3766031,0.3848992,0.3899655,0.3925849,0.3938182,0.3942372,0.3944095,0.3944707,0.394484,0.394488
C-WEU-PRT,SSP1,Zone_3C Warm Marine,urb,q2,0.3435086,0.3635608,0.3779146,0.3872386,0.3912741,0.3931823,0.3939001,0.3942044,0.3944049,0.3944549,0.394476,0.3944849,0.3944881,0.3944889,0.3944891,0.3944892,0.3944892,0.3944892
C-WEU-PRT,SSP1,Zone_3C Warm Marine,urb,q3,0.3944248,0.394468,0.3944827,0.394488,0.394489,0.3944891,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892,0.3944892
C-WEU-SWE,SSP1,Zone_5A Cool Humid,rur,q1,0.05699041,0.06873072,0.07772704,0.08765624,0.09948352,0.1070569,0.1142738,0.1191886,0.1225722,0.1248544,0.1274623,0.1290305,0.1299495,0.1308423,0.1312815,0.1315826,0.1317887,0.131917
C-WEU-SWE,SSP1,Zone_5A Cool Humid,rur,q2,0.1175061,0.1233773,0.1268072,0.1285877,0.1302241,0.1310452,0.1314554,0.1317004,0.1318283,0.13192,0.1319817,0.1320133,0.1320306,0.1320419,0.1320464,0.13205,0.1320515,0.1320522
C-WEU-SWE,SSP1,Zone_5A Cool Humid,rur,q3,0.1318367,0.1319656,0.1320159,0.1320355,0.1320459,0.1320506,0.1320517,0.1320524,0.1320526,0.1320527,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528
C-WEU-SWE,SSP1,Zone_5A Cool Humid,urb,q1,0.1209537,0.1249403,0.1280433,0.1298273,0.130832,0.1314387,0.131744,0.1319066,0.131973,0.132009,0.1320319,0.1320431,0.1320488,0.1320512,0.1320522,0.1320525,0.1320527,0.1320528
C-WEU-SWE,SSP1,Zone_5A Cool Humid,urb,q2,0.1318706,0.1319756,0.132026,0.1320422,0.1320486,0.1320515,0.1320523,0.1320527,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528
C-WEU-SWE,SSP1,Zone_5A Cool Humid,urb,q3,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528,0.1320528
C-WEU-SWE,SSP1,Zone_6A Cold Humid,rur,q1,0.05033631,0.06070584,0.06865176,0.07742164,0.08786799,0.09455715,0.1009313,0.1052723,0.1082609,0.1102766,0.1125801,0.1139651,0.1147768,0.1155654,0.1159533,0.1162192,0.1164013,0.1165146
C-WEU-SWE,SSP1,Zone_6A Cold Humid,rur,q2,0.1037863,0.1089719,0.1120014,0.113574,0.1150193,0.1157446,0.1161069,0.1163233,0.1164363,0.1165173,0.1165717,0.1165997,0.1166149,0.1166249,0.1166289,0.116632,0.1166334,0.116634
C-WEU-SWE,SSP1,Zone_6A Cold Humid,rur,q3,0.1164437,0.1165575,0.1166019,0.1166193,0.1166285,0.1166326,0.1166336,0.1166341,0.1166344,0.1166345,0.1166345,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346
C-WEU-SWE,SSP1,Zone_6A Cold Humid,urb,q1,0.1068313,0.1103525,0.1130932,0.1146689,0.1155562,0.1160922,0.1163618,0.1165054,0.1165641,0.1165958,0.1166161,0.116626,0.116631,0.1166331,0.116634,0.1166343,0.1166345,0.1166345
C-WEU-SWE,SSP1,Zone_6A Cold Humid,urb,q2,0.1164736,0.1165663,0.1166109,0.1166252,0.1166309,0.1166334,0.1166341,0.1166344,0.1166345,0.1166345,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346,0.1166346
