region_bld,clim,urt,mat,year,value
R32MEX,Zone_3C Warm Marine,urb,perm,2045,0.635263465
R32MEX,Zone_3C Warm Marine,urb,perm,2050,0.689871213
R32MEX,Zone_3C Warm Marine,urb,perm,2055,0.748352343
R32MEX,Zone_3C Warm Marine,urb,perm,2060,0.806059034
R32MEX,Zone_3C Warm Marine,urb,perm,2065,0.863063475
R32MEX,Zone_3C Warm Marine,urb,perm,2070,0.918060421
R32MEX,Zone_3C Warm Marine,urb,perm,2075,0.971758301
R32MEX,Zone_3C Warm Marine,urb,perm,2080,1
R32MEX,Zone_3C Warm Marine,urb,perm,2085,1
R32MEX,Zone_3C Warm Marine,urb,perm,2090,1
R32MEX,Zone_3C Warm Marine,urb,perm,2095,1
R32MEX,Zone_3C Warm Marine,urb,perm,2100,1
R32MEX,Zone_3C Warm Marine,urb,sub,2015,0.333
R32MEX,Zone_3C Warm Marine,urb,sub,2020,0.405369602
R32MEX,Zone_3C Warm Marine,urb,sub,2025,0.444428069
R32MEX,Zone_3C Warm Marine,urb,sub,2030,0.455034699
R32MEX,Zone_3C Warm Marine,urb,sub,2035,0.442048788
R32MEX,Zone_3C Warm Marine,urb,sub,2040,0.410329634
R32MEX,Zone_3C Warm Marine,urb,sub,2045,0.364736535
R32MEX,Zone_3C Warm Marine,urb,sub,2050,0.310128787
R32MEX,Zone_3C Warm Marine,urb,sub,2055,0.251647657
R32MEX,Zone_3C Warm Marine,urb,sub,2060,0.193940966
R32MEX,Zone_3C Warm Marine,urb,sub,2065,0.136936525
R32MEX,Zone_3C Warm Marine,urb,sub,2070,0.081939579
R32MEX,Zone_3C Warm Marine,urb,sub,2075,0.028241699
R32MEX,Zone_3C Warm Marine,urb,sub,2080,0
R32MEX,Zone_3C Warm Marine,urb,sub,2085,0
R32MEX,Zone_3C Warm Marine,urb,sub,2090,0
R32MEX,Zone_3C Warm Marine,urb,sub,2095,0
R32MEX,Zone_3C Warm Marine,urb,sub,2100,0
R32MEX,Zone_3C Warm Marine,urb,perm,2015,1
R32MEX,Zone_3C Warm Marine,urb,perm,2020,1
R32MEX,Zone_3C Warm Marine,urb,perm,2025,1
R32MEX,Zone_3C Warm Marine,urb,perm,2030,1
R32MEX,Zone_3C Warm Marine,urb,perm,2035,1
R32MEX,Zone_3C Warm Marine,urb,perm,2040,1
R32MEX,Zone_3C Warm Marine,urb,perm,2045,1
R32MEX,Zone_3C Warm Marine,urb,perm,2050,1
R32MEX,Zone_3C Warm Marine,urb,perm,2055,1
R32MEX,Zone_3C Warm Marine,urb,perm,2060,1
R32MEX,Zone_3C Warm Marine,urb,perm,2065,1
R32MEX,Zone_3C Warm Marine,urb,perm,2070,1
R32MEX,Zone_3C Warm Marine,urb,perm,2075,1
R32MEX,Zone_3C Warm Marine,urb,sub,2015,0
R32MEX,Zone_3C Warm Marine,urb,sub,2020,0
R32MEX,Zone_3C Warm Marine,urb,sub,2025,0
R32MEX,Zone_3C Warm Marine,urb,sub,2030,0
R32MEX,Zone_3C Warm Marine,urb,sub,2035,0
R32MEX,Zone_3C Warm Marine,urb,sub,2040,0
R32MEX,Zone_3C Warm Marine,urb,sub,2045,0
R32MEX,Zone_3C Warm Marine,urb,sub,2050,0
R32MEX,Zone_3C Warm Marine,urb,sub,2055,0
R32MEX,Zone_3C Warm Marine,urb,sub,2060,0
R32MEX,Zone_3C Warm Marine,urb,sub,2065,0
R32MEX,Zone_3C Warm Marine,urb,sub,2070,0
R32MEX,Zone_3C Warm Marine,urb,sub,2075,0
R32NAF,Zone_1B Very hot Dry,rur,perm,2015,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2020,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2025,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2030,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2035,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2040,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2045,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2050,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2055,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2060,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2065,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2070,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2075,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2080,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2085,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2090,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2095,1
R32NAF,Zone_1B Very hot Dry,rur,perm,2100,1
R32NAF,Zone_1B Very hot Dry,rur,sub,2015,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2020,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2025,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2030,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2035,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2040,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2045,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2050,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2055,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2060,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2065,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2070,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2075,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2080,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2085,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2090,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2095,0
R32NAF,Zone_1B Very hot Dry,rur,sub,2100,0
R32NAF,Zone_1B Very hot Dry,urb,perm,2015,0.682
R32NAF,Zone_1B Very hot Dry,urb,perm,2020,0.521498949
R32NAF,Zone_1B Very hot Dry,urb,perm,2025,0.423173173
R32NAF,Zone_1B Very hot Dry,urb,perm,2030,0.377631615
R32NAF,Zone_1B Very hot Dry,urb,perm,2035,0.375483217
R32NAF,Zone_1B Very hot Dry,urb,perm,2040,0.407336923
R32NAF,Zone_1B Very hot Dry,urb,perm,2045,0.463801676
R32NAF,Zone_1B Very hot Dry,urb,perm,2050,0.535486419
R32NAF,Zone_1B Very hot Dry,urb,perm,2055,0.61258625
R32NAF,Zone_1B Very hot Dry,urb,perm,2060,0.686020496
R32NAF,Zone_1B Very hot Dry,urb,perm,2065,0.755095704
R32NAF,Zone_1B Very hot Dry,urb,perm,2070,0.819486158
R32NAF,Zone_1B Very hot Dry,urb,perm,2075,0.879931391
R32NAF,Zone_1B Very hot Dry,urb,perm,2080,0.936790075
R32NAF,Zone_1B Very hot Dry,urb,perm,2085,0.990976253
R32NAF,Zone_1B Very hot Dry,urb,perm,2090,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2095,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2100,1
R32NAF,Zone_1B Very hot Dry,urb,sub,2015,0.318
R32NAF,Zone_1B Very hot Dry,urb,sub,2020,0.478501051
R32NAF,Zone_1B Very hot Dry,urb,sub,2025,0.576826827
R32NAF,Zone_1B Very hot Dry,urb,sub,2030,0.622368385
R32NAF,Zone_1B Very hot Dry,urb,sub,2035,0.624516783
R32NAF,Zone_1B Very hot Dry,urb,sub,2040,0.592663077
R32NAF,Zone_1B Very hot Dry,urb,sub,2045,0.536198324
R32NAF,Zone_1B Very hot Dry,urb,sub,2050,0.464513581
R32NAF,Zone_1B Very hot Dry,urb,sub,2055,0.38741375
R32NAF,Zone_1B Very hot Dry,urb,sub,2060,0.313979504
R32NAF,Zone_1B Very hot Dry,urb,sub,2065,0.244904296
R32NAF,Zone_1B Very hot Dry,urb,sub,2070,0.180513842
R32NAF,Zone_1B Very hot Dry,urb,sub,2075,0.120068609
R32NAF,Zone_1B Very hot Dry,urb,sub,2080,0.063209925
R32NAF,Zone_1B Very hot Dry,urb,sub,2085,0.009023747
R32NAF,Zone_1B Very hot Dry,urb,sub,2090,7.81E-18
R32NAF,Zone_1B Very hot Dry,urb,sub,2095,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2100,0
R32NAF,Zone_1B Very hot Dry,urb,perm,2015,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2020,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2025,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2030,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2035,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2040,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2045,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2050,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2055,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2060,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2065,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2070,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2075,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2080,1
R32NAF,Zone_1B Very hot Dry,urb,perm,2085,1
R32NAF,Zone_1B Very hot Dry,urb,sub,2015,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2020,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2025,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2030,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2035,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2040,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2045,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2050,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2055,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2060,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2065,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2070,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2075,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2080,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2085,0
R32NAF,Zone_1B Very hot Dry,urb,sub,2090,0
R32NAF,Zone_2B Hot Dry,rur,perm,2015,1
R32NAF,Zone_2B Hot Dry,rur,perm,2020,1
R32NAF,Zone_2B Hot Dry,rur,perm,2025,1
R32NAF,Zone_2B Hot Dry,rur,perm,2030,1
R32NAF,Zone_2B Hot Dry,rur,perm,2035,1
R32NAF,Zone_2B Hot Dry,rur,perm,2040,1
R32NAF,Zone_2B Hot Dry,rur,perm,2045,1
R32NAF,Zone_2B Hot Dry,rur,perm,2050,1
R32NAF,Zone_2B Hot Dry,rur,perm,2055,1
R32NAF,Zone_2B Hot Dry,rur,perm,2060,1
R32NAF,Zone_2B Hot Dry,rur,perm,2065,1
R32NAF,Zone_2B Hot Dry,rur,perm,2070,1
R32NAF,Zone_2B Hot Dry,rur,perm,2075,1
R32NAF,Zone_2B Hot Dry,rur,perm,2080,1
R32NAF,Zone_2B Hot Dry,rur,perm,2085,1
R32NAF,Zone_2B Hot Dry,rur,perm,2090,1
R32NAF,Zone_2B Hot Dry,rur,perm,2095,1
R32NAF,Zone_2B Hot Dry,rur,perm,2100,1
R32NAF,Zone_2B Hot Dry,rur,sub,2015,0
R32NAF,Zone_2B Hot Dry,rur,sub,2020,0
R32NAF,Zone_2B Hot Dry,rur,sub,2025,0
R32NAF,Zone_2B Hot Dry,rur,sub,2030,0
R32NAF,Zone_2B Hot Dry,rur,sub,2035,0
R32NAF,Zone_2B Hot Dry,rur,sub,2040,0
R32NAF,Zone_2B Hot Dry,rur,sub,2045,0
R32NAF,Zone_2B Hot Dry,rur,sub,2050,0
R32NAF,Zone_2B Hot Dry,rur,sub,2055,0
R32NAF,Zone_2B Hot Dry,rur,sub,2060,0
R32NAF,Zone_2B Hot Dry,rur,sub,2065,0
R32NAF,Zone_2B Hot Dry,rur,sub,2070,0
R32NAF,Zone_2B Hot Dry,rur,sub,2075,0
R32NAF,Zone_2B Hot Dry,rur,sub,2080,0
R32NAF,Zone_2B Hot Dry,rur,sub,2085,0
R32NAF,Zone_2B Hot Dry,rur,sub,2090,0
R32NAF,Zone_2B Hot Dry,rur,sub,2095,0
R32NAF,Zone_2B Hot Dry,rur,sub,2100,0
R32NAF,Zone_2B Hot Dry,urb,perm,2015,0.684940368
R32NAF,Zone_2B Hot Dry,urb,perm,2020,0.528830925
R32NAF,Zone_2B Hot Dry,urb,perm,2025,0.433063877
R32NAF,Zone_2B Hot Dry,urb,perm,2030,0.388689599
R32NAF,Zone_2B Hot Dry,urb,perm,2035,0.387939486
R32NAF,Zone_2B Hot Dry,urb,perm,2040,0.419182227
R32NAF,Zone_2B Hot Dry,urb,perm,2045,0.474590258
R32NAF,Zone_2B Hot Dry,urb,perm,2050,0.545000869
R32NAF,Zone_2B Hot Dry,urb,perm,2055,0.620785397
R32NAF,Zone_2B Hot Dry,urb,perm,2060,0.693025009
R32NAF,Zone_2B Hot Dry,urb,perm,2065,0.761128194
R32NAF,Zone_2B Hot Dry,urb,perm,2070,0.824665342
R32NAF,Zone_2B Hot Dry,urb,perm,2075,0.883848953
R32NAF,Zone_2B Hot Dry,urb,perm,2080,0.938666581
R32NAF,Zone_2B Hot Dry,urb,perm,2085,0.99178641
R32NAF,Zone_2B Hot Dry,urb,perm,2090,0.999836021
R32NAF,Zone_2B Hot Dry,urb,perm,2095,0.999915223
R32NAF,Zone_2B Hot Dry,urb,perm,2100,0.999989681
R32NAF,Zone_2B Hot Dry,urb,sub,2015,0.315059632
R32NAF,Zone_2B Hot Dry,urb,sub,2020,0.471169075
R32NAF,Zone_2B Hot Dry,urb,sub,2025,0.566936123
R32NAF,Zone_2B Hot Dry,urb,sub,2030,0.611310401
R32NAF,Zone_2B Hot Dry,urb,sub,2035,0.612060514
R32NAF,Zone_2B Hot Dry,urb,sub,2040,0.580817773
R32NAF,Zone_2B Hot Dry,urb,sub,2045,0.525409742
R32NAF,Zone_2B Hot Dry,urb,sub,2050,0.454999131
R32NAF,Zone_2B Hot Dry,urb,sub,2055,0.379214603
R32NAF,Zone_2B Hot Dry,urb,sub,2060,0.306974991
R32NAF,Zone_2B Hot Dry,urb,sub,2065,0.238871806
R32NAF,Zone_2B Hot Dry,urb,sub,2070,0.175334658
R32NAF,Zone_2B Hot Dry,urb,sub,2075,0.116151047
R32NAF,Zone_2B Hot Dry,urb,sub,2080,0.061333419
R32NAF,Zone_2B Hot Dry,urb,sub,2085,0.00821359
R32NAF,Zone_2B Hot Dry,urb,sub,2090,1.64E-04
R32NAF,Zone_2B Hot Dry,urb,sub,2095,8.48E-05
R32NAF,Zone_2B Hot Dry,urb,sub,2100,1.03E-05
R32NAF,Zone_2B Hot Dry,urb,perm,2015,0.932244544
R32NAF,Zone_2B Hot Dry,urb,perm,2020,0.945860505
R32NAF,Zone_2B Hot Dry,urb,perm,2025,0.956559293
R32NAF,Zone_2B Hot Dry,urb,perm,2030,0.964799397
R32NAF,Zone_2B Hot Dry,urb,perm,2035,0.971073438
R32NAF,Zone_2B Hot Dry,urb,perm,2040,0.976102953
R32NAF,Zone_2B Hot Dry,urb,perm,2045,0.980269516
R32NAF,Zone_2B Hot Dry,urb,perm,2050,0.984098246
R32NAF,Zone_2B Hot Dry,urb,perm,2055,0.988019021
R32NAF,Zone_2B Hot Dry,urb,perm,2060,0.992316925
R32NAF,Zone_2B Hot Dry,urb,perm,2065,0.996756459
R32NAF,Zone_2B Hot Dry,urb,perm,2070,1
R32NAF,Zone_2B Hot Dry,urb,perm,2075,1
R32NAF,Zone_2B Hot Dry,urb,perm,2080,1
R32NAF,Zone_2B Hot Dry,urb,perm,2085,1
R32NAF,Zone_2B Hot Dry,urb,perm,2090,1
R32NAF,Zone_2B Hot Dry,urb,perm,2095,1
R32NAF,Zone_2B Hot Dry,urb,perm,2100,1
R32NAF,Zone_2B Hot Dry,urb,sub,2015,0.067755456
R32NAF,Zone_2B Hot Dry,urb,sub,2020,0.054139495
R32NAF,Zone_2B Hot Dry,urb,sub,2025,0.043440707
R32NAF,Zone_2B Hot Dry,urb,sub,2030,0.035200603
R32NAF,Zone_2B Hot Dry,urb,sub,2035,0.028926562
R32NAF,Zone_2B Hot Dry,urb,sub,2040,0.023897047
R32NAF,Zone_2B Hot Dry,urb,sub,2045,0.019730484
R32NAF,Zone_2B Hot Dry,urb,sub,2050,0.015901754
R32NAF,Zone_2B Hot Dry,urb,sub,2055,0.011980979
R32NAF,Zone_2B Hot Dry,urb,sub,2060,0.007683075
R32NAF,Zone_2B Hot Dry,urb,sub,2065,0.003243541
R32NAF,Zone_2B Hot Dry,urb,sub,2070,0
R32NAF,Zone_2B Hot Dry,urb,sub,2075,0
R32NAF,Zone_2B Hot Dry,urb,sub,2080,0
R32NAF,Zone_2B Hot Dry,urb,sub,2085,0
R32NAF,Zone_2B Hot Dry,urb,sub,2090,0
R32NAF,Zone_2B Hot Dry,urb,sub,2095,0
R32NAF,Zone_2B Hot Dry,urb,sub,2100,0
R32NAF,Zone_2B Hot Dry,urb,perm,2015,1
R32NAF,Zone_2B Hot Dry,urb,perm,2020,1
R32NAF,Zone_2B Hot Dry,urb,perm,2025,1
R32NAF,Zone_2B Hot Dry,urb,perm,2030,1
R32NAF,Zone_2B Hot Dry,urb,perm,2035,1
R32NAF,Zone_2B Hot Dry,urb,perm,2040,1
R32NAF,Zone_2B Hot Dry,urb,perm,2045,1
R32NAF,Zone_2B Hot Dry,urb,perm,2050,1
R32NAF,Zone_2B Hot Dry,urb,perm,2055,1
R32NAF,Zone_2B Hot Dry,urb,perm,2060,1
R32NAF,Zone_2B Hot Dry,urb,perm,2065,1
R32NAF,Zone_2B Hot Dry,urb,sub,2015,0
R32NAF,Zone_2B Hot Dry,urb,sub,2020,0
R32NAF,Zone_2B Hot Dry,urb,sub,2025,0
R32NAF,Zone_2B Hot Dry,urb,sub,2030,0
R32NAF,Zone_2B Hot Dry,urb,sub,2035,0
R32NAF,Zone_2B Hot Dry,urb,sub,2040,0
R32NAF,Zone_2B Hot Dry,urb,sub,2045,0
R32NAF,Zone_2B Hot Dry,urb,sub,2050,0
R32NAF,Zone_2B Hot Dry,urb,sub,2055,0
R32NAF,Zone_2B Hot Dry,urb,sub,2060,0
R32NAF,Zone_2B Hot Dry,urb,sub,2065,0
R32NAF,Zone_3A Warm Humid,rur,perm,2015,1
R32NAF,Zone_3A Warm Humid,rur,perm,2020,1
R32NAF,Zone_3A Warm Humid,rur,perm,2025,1
R32NAF,Zone_3A Warm Humid,rur,perm,2030,1
R32NAF,Zone_3A Warm Humid,rur,perm,2035,1
R32NAF,Zone_3A Warm Humid,rur,perm,2040,1
R32NAF,Zone_3A Warm Humid,rur,perm,2045,1
R32NAF,Zone_3A Warm Humid,rur,perm,2050,1
R32NAF,Zone_3A Warm Humid,rur,perm,2055,1
R32NAF,Zone_3A Warm Humid,rur,perm,2060,1
R32NAF,Zone_3A Warm Humid,rur,perm,2065,1
R32NAF,Zone_3A Warm Humid,rur,perm,2070,1
R32NAF,Zone_3A Warm Humid,rur,perm,2075,1
R32NAF,Zone_3A Warm Humid,rur,perm,2080,1
R32NAF,Zone_3A Warm Humid,rur,perm,2085,1
R32NAF,Zone_3A Warm Humid,rur,perm,2090,1
R32NAF,Zone_3A Warm Humid,rur,perm,2095,1
R32NAF,Zone_3A Warm Humid,rur,perm,2100,1
R32NAF,Zone_3A Warm Humid,rur,sub,2015,0
R32NAF,Zone_3A Warm Humid,rur,sub,2020,0
R32NAF,Zone_3A Warm Humid,rur,sub,2025,0
R32NAF,Zone_3A Warm Humid,rur,sub,2030,0
R32NAF,Zone_3A Warm Humid,rur,sub,2035,0
R32NAF,Zone_3A Warm Humid,rur,sub,2040,0
R32NAF,Zone_3A Warm Humid,rur,sub,2045,0
R32NAF,Zone_3A Warm Humid,rur,sub,2050,0
R32NAF,Zone_3A Warm Humid,rur,sub,2055,0
R32NAF,Zone_3A Warm Humid,rur,sub,2060,0
R32NAF,Zone_3A Warm Humid,rur,sub,2065,0
R32NAF,Zone_3A Warm Humid,rur,sub,2070,0
R32NAF,Zone_3A Warm Humid,rur,sub,2075,0
R32NAF,Zone_3A Warm Humid,rur,sub,2080,0
R32NAF,Zone_3A Warm Humid,rur,sub,2085,0
R32NAF,Zone_3A Warm Humid,rur,sub,2090,0
R32NAF,Zone_3A Warm Humid,rur,sub,2095,0
R32NAF,Zone_3A Warm Humid,rur,sub,2100,0
R32NAF,Zone_3A Warm Humid,urb,perm,2015,0.323687133
R32NAF,Zone_3A Warm Humid,urb,perm,2020,0.278429228
R32NAF,Zone_3A Warm Humid,urb,perm,2025,0.267712399
R32NAF,Zone_3A Warm Humid,urb,perm,2030,0.279886897
R32NAF,Zone_3A Warm Humid,urb,perm,2035,0.310807543
R32NAF,Zone_3A Warm Humid,urb,perm,2040,0.356570585
R32NAF,Zone_3A Warm Humid,urb,perm,2045,0.413356671
R32NAF,Zone_3A Warm Humid,urb,perm,2050,0.440060399
R32NAF,Zone_3A Warm Humid,urb,perm,2055,0.50995892
R32NAF,Zone_3A Warm Humid,urb,perm,2060,0.581172546
R32NAF,Zone_3A Warm Humid,urb,perm,2065,0.653175579
R32NAF,Zone_3A Warm Humid,urb,perm,2070,0.751143619
R32NAF,Zone_3A Warm Humid,urb,perm,2075,0.812424918
R32NAF,Zone_3A Warm Humid,urb,perm,2080,0.866991141
R32NAF,Zone_3A Warm Humid,urb,perm,2085,0.904811927
R32NAF,Zone_3A Warm Humid,urb,perm,2090,0.935851379
R32NAF,Zone_3A Warm Humid,urb,perm,2095,0.966346023
R32NAF,Zone_3A Warm Humid,urb,perm,2100,0.995852208
R32NAF,Zone_3A Warm Humid,urb,sub,2015,0.676312867
R32NAF,Zone_3A Warm Humid,urb,sub,2020,0.721570772
R32NAF,Zone_3A Warm Humid,urb,sub,2025,0.732287601
R32NAF,Zone_3A Warm Humid,urb,sub,2030,0.720113103
R32NAF,Zone_3A Warm Humid,urb,sub,2035,0.689192457
R32NAF,Zone_3A Warm Humid,urb,sub,2040,0.643429415
R32NAF,Zone_3A Warm Humid,urb,sub,2045,0.586643329
R32NAF,Zone_3A Warm Humid,urb,sub,2050,0.559939601
R32NAF,Zone_3A Warm Humid,urb,sub,2055,0.49004108
R32NAF,Zone_3A Warm Humid,urb,sub,2060,0.418827454
R32NAF,Zone_3A Warm Humid,urb,sub,2065,0.346824421
R32NAF,Zone_3A Warm Humid,urb,sub,2070,0.248856381
R32NAF,Zone_3A Warm Humid,urb,sub,2075,0.187575082
R32NAF,Zone_3A Warm Humid,urb,sub,2080,0.133008859
R32NAF,Zone_3A Warm Humid,urb,sub,2085,0.095188073
R32NAF,Zone_3A Warm Humid,urb,sub,2090,0.064148621
R32NAF,Zone_3A Warm Humid,urb,sub,2095,0.033653977
R32NAF,Zone_3A Warm Humid,urb,sub,2100,0.004147792
R32NAF,Zone_3A Warm Humid,urb,perm,2015,0.992371448
R32NAF,Zone_3A Warm Humid,urb,perm,2020,1
R32NAF,Zone_3A Warm Humid,urb,perm,2025,1
R32NAF,Zone_3A Warm Humid,urb,perm,2030,1
R32NAF,Zone_3A Warm Humid,urb,perm,2035,1
R32NAF,Zone_3A Warm Humid,urb,perm,2040,1
R32NAF,Zone_3A Warm Humid,urb,perm,2045,1
R32NAF,Zone_3A Warm Humid,urb,perm,2050,0.974437479
R32NAF,Zone_3A Warm Humid,urb,perm,2055,0.980509746
R32NAF,Zone_3A Warm Humid,urb,perm,2060,0.986171876
R32NAF,Zone_3A Warm Humid,urb,perm,2065,0.991711452
R32NAF,Zone_3A Warm Humid,urb,perm,2070,1
R32NAF,Zone_3A Warm Humid,urb,perm,2075,1
R32NAF,Zone_3A Warm Humid,urb,perm,2080,1
R32NAF,Zone_3A Warm Humid,urb,perm,2085,1
R32NAF,Zone_3A Warm Humid,urb,perm,2090,1
R32NAF,Zone_3A Warm Humid,urb,perm,2095,1
R32NAF,Zone_3A Warm Humid,urb,perm,2100,1
R32NAF,Zone_3A Warm Humid,urb,sub,2015,0.007628552
R32NAF,Zone_3A Warm Humid,urb,sub,2020,0
R32NAF,Zone_3A Warm Humid,urb,sub,2025,0
R32NAF,Zone_3A Warm Humid,urb,sub,2030,0
R32NAF,Zone_3A Warm Humid,urb,sub,2035,0
R32NAF,Zone_3A Warm Humid,urb,sub,2040,0
R32NAF,Zone_3A Warm Humid,urb,sub,2045,0
R32NAF,Zone_3A Warm Humid,urb,sub,2050,0.025562521
R32NAF,Zone_3A Warm Humid,urb,sub,2055,0.019490254
R32NAF,Zone_3A Warm Humid,urb,sub,2060,0.013828124
R32NAF,Zone_3A Warm Humid,urb,sub,2065,0.008288548
R32NAF,Zone_3A Warm Humid,urb,sub,2070,0
R32NAF,Zone_3A Warm Humid,urb,sub,2075,0
R32NAF,Zone_3A Warm Humid,urb,sub,2080,0
R32NAF,Zone_3A Warm Humid,urb,sub,2085,0
R32NAF,Zone_3A Warm Humid,urb,sub,2090,0
R32NAF,Zone_3A Warm Humid,urb,sub,2095,0
R32NAF,Zone_3A Warm Humid,urb,sub,2100,0
R32NAF,Zone_3A Warm Humid,urb,perm,2015,1
R32NAF,Zone_3A Warm Humid,urb,perm,2050,1
R32NAF,Zone_3A Warm Humid,urb,perm,2055,1
R32NAF,Zone_3A Warm Humid,urb,perm,2060,1
R32NAF,Zone_3A Warm Humid,urb,perm,2065,1
R32NAF,Zone_3A Warm Humid,urb,sub,2015,0
R32NAF,Zone_3A Warm Humid,urb,sub,2050,0
R32NAF,Zone_3A Warm Humid,urb,sub,2055,0
R32NAF,Zone_3A Warm Humid,urb,sub,2060,0
R32NAF,Zone_3A Warm Humid,urb,sub,2065,0
R32NAF,Zone_3B Warm Dry,rur,perm,2015,1
R32NAF,Zone_3B Warm Dry,rur,perm,2020,1
R32NAF,Zone_3B Warm Dry,rur,perm,2025,1
R32NAF,Zone_3B Warm Dry,rur,perm,2030,1
R32NAF,Zone_3B Warm Dry,rur,perm,2035,1
R32NAF,Zone_3B Warm Dry,rur,perm,2040,1
R32NAF,Zone_3B Warm Dry,rur,perm,2045,1
R32NAF,Zone_3B Warm Dry,rur,perm,2050,1
R32NAF,Zone_3B Warm Dry,rur,perm,2055,1
R32NAF,Zone_3B Warm Dry,rur,perm,2060,1
R32NAF,Zone_3B Warm Dry,rur,perm,2065,1
R32NAF,Zone_3B Warm Dry,rur,perm,2070,1
R32NAF,Zone_3B Warm Dry,rur,perm,2075,1
R32NAF,Zone_3B Warm Dry,rur,perm,2080,1
R32NAF,Zone_3B Warm Dry,rur,perm,2085,1
R32NAF,Zone_3B Warm Dry,rur,perm,2090,1
R32NAF,Zone_3B Warm Dry,rur,perm,2095,1
R32NAF,Zone_3B Warm Dry,rur,perm,2100,1
R32NAF,Zone_3B Warm Dry,rur,sub,2015,0
R32NAF,Zone_3B Warm Dry,rur,sub,2020,0
R32NAF,Zone_3B Warm Dry,rur,sub,2025,0
R32NAF,Zone_3B Warm Dry,rur,sub,2030,0
R32NAF,Zone_3B Warm Dry,rur,sub,2035,0
R32NAF,Zone_3B Warm Dry,rur,sub,2040,0
R32NAF,Zone_3B Warm Dry,rur,sub,2045,0
R32NAF,Zone_3B Warm Dry,rur,sub,2050,0
R32NAF,Zone_3B Warm Dry,rur,sub,2055,0
R32NAF,Zone_3B Warm Dry,rur,sub,2060,0
R32NAF,Zone_3B Warm Dry,rur,sub,2065,0
R32NAF,Zone_3B Warm Dry,rur,sub,2070,0
R32NAF,Zone_3B Warm Dry,rur,sub,2075,0
R32NAF,Zone_3B Warm Dry,rur,sub,2080,0
R32NAF,Zone_3B Warm Dry,rur,sub,2085,0
R32NAF,Zone_3B Warm Dry,rur,sub,2090,0
R32NAF,Zone_3B Warm Dry,rur,sub,2095,0
