region_bld,ssp,clim,urt,inc_cl,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-HUN,SSP2,Zone_4A Mixed Humid,urb,q1,0.118404,0.1439928,0.184946,0.237586,0.2975373,0.3386628,0.3794414,0.4057568,0.4244137,0.4350311,0.4411537,0.4442939,0.4457527,0.4463269,0.4465269,0.4465959,0.4466313,0.4466398
C-EEU-HUN,SSP2,Zone_4A Mixed Humid,urb,q2,0.3242089,0.3616285,0.4015032,0.4256512,0.4384361,0.4430504,0.445513,0.4462204,0.4465116,0.4466084,0.4466337,0.4466412,0.4466429,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433
C-EEU-HUN,SSP2,Zone_4A Mixed Humid,urb,q3,0.4423254,0.4447996,0.4462194,0.4465643,0.4466285,0.4466406,0.446643,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433,0.4466433
C-EEU-HUN,SSP2,Zone_5A Cool Humid,rur,q1,0.03433738,0.03936231,0.04714658,0.05909118,0.07576693,0.09299768,0.1178787,0.1479155,0.175394,0.2101642,0.2408071,0.271579,0.2919737,0.3121544,0.3227446,0.3285113,0.3326569,0.3348616
C-EEU-HUN,SSP2,Zone_5A Cool Humid,rur,q2,0.08842365,0.1086051,0.1391897,0.1788069,0.2205685,0.257074,0.2861262,0.308733,0.3218104,0.3288741,0.3340723,0.3360002,0.3369551,0.3374081,0.3375724,0.3376277,0.3376634,0.3376739
C-EEU-HUN,SSP2,Zone_5A Cool Humid,rur,q3,0.2490761,0.2770311,0.306523,0.3242381,0.3326745,0.3356641,0.337027,0.33746,0.3376172,0.3376606,0.3376755,0.3376788,0.3376796,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798
C-EEU-HUN,SSP2,Zone_5A Cool Humid,urb,q1,0.08951808,0.1088642,0.1398264,0.1796243,0.2249498,0.2560423,0.2868725,0.306768,0.3208733,0.3289005,0.3335294,0.3359035,0.3370064,0.3374406,0.3375918,0.337644,0.3376707,0.3376771
C-EEU-HUN,SSP2,Zone_5A Cool Humid,urb,q2,0.2451146,0.2734053,0.3035521,0.3218089,0.3314748,0.3349634,0.3368252,0.33736,0.3375802,0.3376534,0.3376725,0.3376782,0.3376795,0.3376797,0.3376798,0.3376798,0.3376798,0.3376798
C-EEU-HUN,SSP2,Zone_5A Cool Humid,urb,q3,0.3344153,0.3362859,0.3373593,0.3376201,0.3376686,0.3376777,0.3376795,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798,0.3376798
C-EEU-LTU,SSP2,Zone_6A Cold Humid,rur,q1,0.01426766,0.01780877,0.02146939,0.02457129,0.03020862,0.03558551,0.04211568,0.04864105,0.05120376,0.05719643,0.06612975,0.07633354,0.08366846,0.09160805,0.09717761,0.108046,0.1153567,0.1204861
C-EEU-LTU,SSP2,Zone_6A Cold Humid,rur,q2,0.05039616,0.07237481,0.09445802,0.111627,0.1310106,0.1455175,0.1543557,0.1604543,0.1639735,0.1666519,0.1694204,0.1708859,0.171682,0.172067,0.1722193,0.1724149,0.17249,0.1725391
C-EEU-LTU,SSP2,Zone_6A Cold Humid,rur,q3,0.160466,0.169125,0.1718847,0.1723459,0.1725432,0.172589,0.1726019,0.1726042,0.1726051,0.1726053,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054
C-EEU-LTU,SSP2,Zone_6A Cold Humid,urb,q1,0.03485322,0.05146452,0.06170391,0.07626477,0.09023005,0.1066637,0.1170224,0.128504,0.138363,0.1452731,0.1533596,0.1577489,0.1632679,0.165796,0.1670955,0.1686313,0.1696742,0.1701855
C-EEU-LTU,SSP2,Zone_6A Cold Humid,urb,q2,0.1337133,0.157003,0.1659966,0.1695679,0.1711798,0.1721344,0.172356,0.1725154,0.1725516,0.1725836,0.1725979,0.1726028,0.1726047,0.1726051,0.1726053,0.1726054,0.1726054,0.1726054
C-EEU-LTU,SSP2,Zone_6A Cold Humid,urb,q3,0.1724915,0.1725983,0.1726049,0.1726053,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054,0.1726054
C-EEU-LVA,SSP2,Zone_6A Cold Humid,rur,q1,0.00927845,0.01231322,0.01520604,0.01945499,0.02470661,0.02796771,0.03538093,0.04096009,0.04758242,0.05497639,0.06422074,0.07431514,0.0821936,0.09309162,0.1006355,0.109944,0.1151422,0.1211777
C-EEU-LVA,SSP2,Zone_6A Cold Humid,rur,q2,0.0295958,0.04493852,0.06103237,0.08100916,0.09884599,0.1106708,0.1214817,0.1271688,0.1331248,0.1360008,0.1387563,0.1399296,0.140833,0.1413764,0.1415942,0.1417382,0.1418141,0.1418518
C-EEU-LVA,SSP2,Zone_6A Cold Humid,rur,q3,0.1152587,0.1332642,0.139099,0.1411758,0.1416147,0.1418081,0.1418585,0.1418785,0.1418845,0.1418863,0.141887,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872
C-EEU-LVA,SSP2,Zone_6A Cold Humid,urb,q1,0.02107187,0.03133203,0.04365514,0.05818676,0.07539881,0.08832419,0.1006846,0.1109114,0.1181806,0.124668,0.1309546,0.1358865,0.1372275,0.1392814,0.1405603,0.140957,0.1413459,0.1415569
C-EEU-LVA,SSP2,Zone_6A Cold Humid,urb,q2,0.08804521,0.1162891,0.1297021,0.1368035,0.1400715,0.1411215,0.1415376,0.1417513,0.1418125,0.1418555,0.1418761,0.1418841,0.1418861,0.1418869,0.1418871,0.1418872,0.1418872,0.1418872
C-EEU-LVA,SSP2,Zone_6A Cold Humid,urb,q3,0.1414074,0.1418361,0.1418794,0.1418866,0.1418871,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872,0.1418872
C-EEU-POL,SSP2,Zone_5A Cool Humid,rur,q1,0.02045132,0.02623099,0.03329654,0.04170991,0.05000344,0.06338972,0.07454947,0.08758775,0.1008841,0.1114975,0.1321196,0.1533191,0.1704069,0.1864648,0.1978668,0.207998,0.2166822,0.2220646
C-EEU-POL,SSP2,Zone_5A Cool Humid,rur,q2,0.07692543,0.1078344,0.1403226,0.169857,0.1883072,0.2059325,0.2158624,0.2215358,0.2252649,0.2277875,0.2296753,0.2309201,0.231512,0.2319262,0.2320512,0.2321272,0.2321747,0.232199
C-EEU-POL,SSP2,Zone_5A Cool Humid,rur,q3,0.2213834,0.2286169,0.2311411,0.231985,0.2321381,0.2321886,0.2322077,0.2322127,0.232214,0.2322149,0.2322151,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152
C-EEU-POL,SSP2,Zone_5A Cool Humid,urb,q1,0.05260841,0.07277849,0.1000191,0.1251963,0.1520246,0.1735262,0.1925757,0.2039499,0.2107986,0.2183031,0.2246423,0.2279885,0.2297938,0.2310948,0.2316936,0.231913,0.2320719,0.2321534
C-EEU-POL,SSP2,Zone_5A Cool Humid,urb,q2,0.1921741,0.2148188,0.2258795,0.229719,0.2311603,0.231849,0.23207,0.2321577,0.2321839,0.2322029,0.2322117,0.2322142,0.2322149,0.2322151,0.2322152,0.2322152,0.2322152,0.2322152
C-EEU-POL,SSP2,Zone_5A Cool Humid,urb,q3,0.2321525,0.2322093,0.2322144,0.2322151,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152,0.2322152
C-EEU-ROU,SSP2,Zone_4A Mixed Humid,rur,q1,0.0290231,0.03555849,0.04556458,0.05783552,0.07180387,0.0903879,0.1129594,0.1365775,0.170038,0.2120616,0.257141,0.30659,0.3606493,0.4046296,0.4377164,0.4672933,0.4853646,0.4984979
C-EEU-ROU,SSP2,Zone_4A Mixed Humid,rur,q2,0.06003735,0.08394891,0.1190072,0.1651982,0.214421,0.2679827,0.3227828,0.3702865,0.4150655,0.4560177,0.4808329,0.4971577,0.5069596,0.5121216,0.5146508,0.5159198,0.5165492,0.5168312
C-EEU-ROU,SSP2,Zone_4A Mixed Humid,rur,q3,0.185031,0.2671264,0.3616615,0.4326277,0.4736106,0.4943031,0.506021,0.5119641,0.5148184,0.5162227,0.5167199,0.5169672,0.5170438,0.5170704,0.5170768,0.5170789,0.5170798,0.5170801
C-EEU-ROU,SSP2,Zone_4A Mixed Humid,urb,q1,0.05768325,0.08056843,0.1216952,0.1635713,0.2253233,0.2692024,0.332887,0.383691,0.4276808,0.4638061,0.487212,0.5028824,0.5093266,0.5139815,0.515658,0.5165615,0.516849,0.517002
C-EEU-ROU,SSP2,Zone_4A Mixed Humid,urb,q2,0.1648707,0.2479332,0.3467389,0.4167377,0.4679514,0.4901981,0.5044652,0.5113211,0.5146899,0.5161524,0.5167717,0.5169934,0.5170501,0.5170706,0.5170779,0.5170797,0.51708,0.5170802
C-EEU-ROU,SSP2,Zone_4A Mixed Humid,urb,q3,0.4367163,0.4920345,0.5100889,0.5148346,0.5165746,0.5169513,0.5170474,0.5170717,0.5170786,0.5170798,0.5170801,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802,0.5170802
C-EEU-ROU,SSP2,Zone_5A Cool Humid,rur,q1,0.01676425,0.0205392,0.0263189,0.03340681,0.04147517,0.05220963,0.06524731,0.07888957,0.09821694,0.1224905,0.1485291,0.1770918,0.2083173,0.2337211,0.2528327,0.2699168,0.2803551,0.2879411
C-EEU-ROU,SSP2,Zone_5A Cool Humid,rur,q2,0.03467862,0.04849036,0.06874063,0.09542139,0.1238533,0.1547915,0.186445,0.2138839,0.2397491,0.2634038,0.2777375,0.287167,0.2928287,0.2958104,0.2972713,0.2980043,0.2983679,0.2985307
C-EEU-ROU,SSP2,Zone_5A Cool Humid,rur,q3,0.1068771,0.1542969,0.208902,0.2498933,0.2735657,0.2855181,0.2922866,0.2957194,0.2973681,0.2981793,0.2984665,0.2986093,0.2986535,0.2986689,0.2986726,0.2986738,0.2986744,0.2986745
C-EEU-ROU,SSP2,Zone_5A Cool Humid,urb,q1,0.03331885,0.04653773,0.07029327,0.09448166,0.1301507,0.155496,0.1922813,0.2216266,0.2470359,0.2679025,0.2814222,0.2904736,0.294196,0.2968847,0.2978531,0.298375,0.298541,0.2986294
C-EEU-ROU,SSP2,Zone_5A Cool Humid,urb,q2,0.0952322,0.1432106,0.2002824,0.240715,0.2702969,0.283147,0.2913879,0.295348,0.2972939,0.2981387,0.2984963,0.2986244,0.2986572,0.298669,0.2986732,0.2986743,0.2986745,0.2986745
C-EEU-ROU,SSP2,Zone_5A Cool Humid,urb,q3,0.252255,0.2842077,0.2946363,0.2973774,0.2983825,0.2986001,0.2986556,0.2986696,0.2986736,0.2986744,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745,0.2986745
C-EEU-ROU,SSP2,Zone_6A Cold Humid,rur,q1,0.005137905,0.006294852,0.008066212,0.01023851,0.0127113,0.0160012,0.01999698,0.02417806,0.03010151,0.03754086,0.04552119,0.05427505,0.06384506,0.07163081,0.07748811,0.08272405,0.08592318,0.08824815
C-EEU-ROU,SSP2,Zone_6A Cold Humid,rur,q2,0.0106283,0.01486132,0.02106762,0.02924473,0.03795855,0.04744046,0.05714163,0.06555111,0.07347825,0.08072795,0.08512094,0.08801089,0.0897461,0.09065992,0.09110765,0.09133231,0.09144373,0.09149365
C-EEU-ROU,SSP2,Zone_6A Cold Humid,rur,q3,0.03275568,0.04728889,0.06402426,0.07658727,0.08384238,0.08750554,0.08957994,0.09063203,0.09113733,0.09138593,0.09147395,0.09151773,0.09153128,0.09153599,0.09153713,0.09153749,0.09153767,0.09153771
C-EEU-ROU,SSP2,Zone_6A Cold Humid,urb,q1,0.01021156,0.01426288,0.02154347,0.02895672,0.03988856,0.04765639,0.05893036,0.06792409,0.07571153,0.08210672,0.08625022,0.08902431,0.09016513,0.09098917,0.09128596,0.09144591,0.0914968,0.09152389
C-EEU-ROU,SSP2,Zone_6A Cold Humid,urb,q2,0.02918675,0.04389115,0.06138253,0.07377429,0.08284055,0.08677884,0.08930453,0.09051821,0.09111459,0.09137349,0.09148311,0.09152236,0.09153239,0.09153604,0.09153732,0.09153764,0.0915377,0.09153772
C-EEU-ROU,SSP2,Zone_6A Cold Humid,urb,q3,0.07731106,0.08710393,0.09030007,0.09114019,0.09144823,0.0915149,0.09153191,0.09153622,0.09153744,0.09153767,0.09153771,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772,0.09153772
C-EEU-SVK,SSP2,Zone_5A Cool Humid,rur,q1,0.04517441,0.05654547,0.06945066,0.08406916,0.09885758,0.1159075,0.1339197,0.144868,0.1643632,0.1752328,0.1952228,0.2073617,0.2256749,0.2319894,0.2373424,0.2447657,0.2480269,0.2513269
C-EEU-SVK,SSP2,Zone_5A Cool Humid,rur,q2,0.132477,0.1767392,0.2161003,0.2456452,0.2655566,0.2795308,0.2866601,0.2894105,0.291973,0.292718,0.2932681,0.2934829,0.2935864,0.293613,0.2936327,0.2936376,0.2936402,0.2936408
C-EEU-SVK,SSP2,Zone_5A Cool Humid,rur,q3,0.2742799,0.288332,0.2922488,0.293351,0.2935931,0.2936355,0.2936408,0.2936415,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416
C-EEU-SVK,SSP2,Zone_5A Cool Humid,urb,q1,0.1357594,0.1716105,0.1998183,0.2254323,0.2491785,0.2620748,0.271523,0.2783651,0.2830531,0.2863499,0.2881213,0.2900634,0.2915486,0.2919719,0.2924904,0.2926082,0.292791,0.2930526
C-EEU-SVK,SSP2,Zone_5A Cool Humid,urb,q2,0.2706443,0.2860812,0.2905662,0.2926934,0.2934108,0.2935543,0.2936189,0.2936335,0.2936396,0.2936412,0.2936414,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416
C-EEU-SVK,SSP2,Zone_5A Cool Humid,urb,q3,0.2934697,0.2936282,0.2936406,0.2936415,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416,0.2936416
C-EEU-SVK,SSP2,Zone_6A Cold Humid,rur,q1,0.01677721,0.02100029,0.02579312,0.03122224,0.03671448,0.0430466,0.04973613,0.05380219,0.06104245,0.06507928,0.07250333,0.07701156,0.08381285,0.08615801,0.08814602,0.09090293,0.09211411,0.09333969
C-EEU-SVK,SSP2,Zone_6A Cold Humid,rur,q2,0.04920033,0.06563875,0.08025699,0.0912296,0.09862445,0.1038143,0.106462,0.1074835,0.1084352,0.1087118,0.1089161,0.1089959,0.1090343,0.1090442,0.1090515,0.1090534,0.1090543,0.1090546
C-EEU-SVK,SSP2,Zone_6A Cold Humid,rur,q3,0.1018641,0.1070829,0.1085376,0.1089469,0.1090369,0.1090526,0.1090546,0.1090548,0.1090548,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549
C-EEU-SVK,SSP2,Zone_6A Cold Humid,urb,q1,0.05041938,0.06373403,0.07421006,0.08372278,0.09254181,0.09733134,0.1008403,0.1033814,0.1051224,0.1063468,0.1070047,0.107726,0.1082775,0.1084348,0.1086273,0.1086711,0.108739,0.1088361
C-EEU-SVK,SSP2,Zone_6A Cold Humid,urb,q2,0.100514,0.106247,0.1079127,0.1087027,0.1089691,0.1090224,0.1090464,0.1090518,0.1090541,0.1090547,0.1090548,0.1090548,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549
C-EEU-SVK,SSP2,Zone_6A Cold Humid,urb,q3,0.108991,0.1090499,0.1090545,0.1090548,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549,0.1090549
C-EEU-SVN,SSP2,Zone_5A Cool Humid,rur,q1,0.03653154,0.04497799,0.05325285,0.0657056,0.07837263,0.09305825,0.1056928,0.1182922,0.1286821,0.1363374,0.1445768,0.1509201,0.153922,0.1564557,0.1581801,0.1592409,0.1598388,0.1602017
C-EEU-SVN,SSP2,Zone_5A Cool Humid,rur,q2,0.09446928,0.1115498,0.1247294,0.1370316,0.1444301,0.1515748,0.1550938,0.1575634,0.1588056,0.1596536,0.1601779,0.1604445,0.1605552,0.1606209,0.1606523,0.1606684,0.1606764,0.1606795
C-EEU-SVN,SSP2,Zone_5A Cool Humid,rur,q3,0.1538833,0.1574624,0.1590154,0.1599423,0.1603427,0.1605455,0.1606322,0.16066,0.1606726,0.1606789,0.160681,0.1606817,0.1606819,0.160682,0.160682,0.160682,0.160682,0.160682
C-EEU-SVN,SSP2,Zone_5A Cool Humid,urb,q1,0.1075381,0.1229277,0.1338915,0.1438807,0.1512924,0.1552827,0.1577067,0.1589814,0.1598054,0.160245,0.1605041,0.1606147,0.1606468,0.1606668,0.1606758,0.16068,0.1606811,0.1606818
C-EEU-SVN,SSP2,Zone_5A Cool Humid,urb,q2,0.1561268,0.158484,0.1596093,0.1602075,0.160514,0.1606128,0.1606579,0.1606726,0.1606786,0.160681,0.1606817,0.1606819,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682
C-EEU-SVN,SSP2,Zone_5A Cool Humid,urb,q3,0.1606493,0.1606725,0.1606791,0.1606814,0.1606819,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682,0.160682
C-WEU-AUT,SSP2,Zone_4A Mixed Humid,rur,q1,0.183827672,0.207809282,0.228956627,0.247129809,0.275977231,0.297993558,0.315813293,0.331507237,0.350076806,0.359236539,0.366655682,0.372436474,0.376469766,0.378306709,0.379734092,0.380655826,0.381077423,0.381380953
C-WEU-AUT,SSP2,Zone_4A Mixed Humid,rur,q2,0.348507104,0.360755142,0.367066215,0.372448726,0.375997431,0.378560728,0.379868173,0.380574483,0.381243954,0.381470195,0.381597729,0.381656519,0.381692663,0.381703861,0.381709504,0.381712277,0.381713113,0.38171352
C-WEU-AUT,SSP2,Zone_4A Mixed Humid,rur,q3,0.381189289,0.381512007,0.381637206,0.381679212,0.381697372,0.381709716,0.381712122,0.381713111,0.381713643,0.381713726,0.381713764,0.381713772,0.381713774,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775
C-WEU-AUT,SSP2,Zone_4A Mixed Humid,urb,q1,0.357592365,0.366580374,0.371554076,0.374726254,0.377267007,0.379369803,0.380451687,0.380933127,0.381346928,0.381540477,0.381644572,0.381683907,0.381702593,0.381708595,0.381712091,0.381713104,0.381713592,0.38171373
C-WEU-AUT,SSP2,Zone_4A Mixed Humid,urb,q2,0.381394307,0.381575448,0.381650574,0.381682445,0.381700737,0.381709809,0.381712386,0.381713278,0.381713635,0.381713726,0.381713765,0.381713773,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775
C-WEU-AUT,SSP2,Zone_4A Mixed Humid,urb,q3,0.381713672,0.381713754,0.381713771,0.381713774,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775,0.381713775
C-WEU-AUT,SSP2,Zone_5A Cool Humid,rur,q1,0.115044824,0.130053229,0.143287866,0.154661184,0.172714759,0.186493231,0.197645351,0.207467088,0.219088476,0.22482091,0.22946403,0.233081822,0.235605976,0.236755589,0.237648888,0.238225737,0.238489585,0.238679543
C-WEU-AUT,SSP2,Zone_5A Cool Humid,rur,q2,0.218106111,0.225771296,0.229720954,0.233089489,0.235310374,0.236914562,0.2377328,0.23817483,0.238593805,0.238735393,0.238815207,0.238852,0.23887462,0.238881628,0.23888516,0.238886895,0.238887419,0.238887673
