region_bld,urt,inc_cl,region_gea,clim,arch,mat,year,yr_con,bld_age,value
C-EEU-HUN,rur,q1,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,14682.61085
C-EEU-HUN,rur,q1,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,54851.889
C-EEU-HUN,rur,q2,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,14682.61085
C-EEU-HUN,rur,q2,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,54851.889
C-EEU-HUN,rur,q3,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,14682.61085
C-EEU-HUN,rur,q3,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,54851.889
C-EEU-HUN,rur,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,13825.47734
C-EEU-HUN,rur,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,51649.77509
C-EEU-HUN,rur,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,13825.47734
C-EEU-HUN,rur,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,51649.77509
C-EEU-HUN,rur,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,13825.47734
C-EEU-HUN,rur,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,51649.77509
C-EEU-HUN,urb,q1,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,9016.86781
C-EEU-HUN,urb,q1,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,3726.33322
C-EEU-HUN,urb,q2,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,9016.86781
C-EEU-HUN,urb,q2,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,3726.33322
C-EEU-HUN,urb,q3,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,9016.86781
C-EEU-HUN,urb,q3,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,3726.33322
C-EEU-HUN,urb,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,9914.20467
C-EEU-HUN,urb,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4097.16888
C-EEU-HUN,urb,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,9914.20467
C-EEU-HUN,urb,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4097.16888
C-EEU-HUN,urb,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,9914.20467
C-EEU-HUN,urb,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4097.16888
C-EEU-LTU,rur,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,6805.0508
C-EEU-LTU,rur,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,25422.58285
C-EEU-LTU,rur,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,6805.0508
C-EEU-LTU,rur,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,25422.58285
C-EEU-LTU,rur,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,6805.0508
C-EEU-LTU,rur,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,25422.58285
C-EEU-LTU,urb,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,13198.18856
C-EEU-LTU,urb,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,5454.31622
C-EEU-LTU,urb,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,13198.18856
C-EEU-LTU,urb,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,5454.31622
C-EEU-LTU,urb,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,13198.18856
C-EEU-LTU,urb,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,5454.31622
C-EEU-LVA,rur,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,4349.56247
C-EEU-LVA,rur,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,16249.2707
C-EEU-LVA,rur,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,4349.56247
C-EEU-LVA,rur,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,16249.2707
C-EEU-LVA,rur,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,4349.56247
C-EEU-LVA,rur,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,16249.2707
C-EEU-LVA,urb,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,12982.19006
C-EEU-LVA,urb,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,5365.05215
C-EEU-LVA,urb,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,12982.19006
C-EEU-LVA,urb,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,5365.05215
C-EEU-LVA,urb,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,12982.19006
C-EEU-LVA,urb,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,5365.05215
C-EEU-POL,rur,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,80537.84299
C-EEU-POL,rur,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,300876.5175
C-EEU-POL,rur,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,80537.84299
C-EEU-POL,rur,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,300876.5175
C-EEU-POL,rur,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,80537.84299
C-EEU-POL,rur,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,300876.5175
C-EEU-POL,urb,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,23193.87072
C-EEU-POL,urb,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,9585.1567
C-EEU-POL,urb,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,23193.87072
C-EEU-POL,urb,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,9585.1567
C-EEU-POL,urb,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,23193.87072
C-EEU-POL,urb,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,9585.1567
C-EEU-ROU,rur,q1,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,15883.26282
C-EEU-ROU,rur,q1,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,59337.33303
C-EEU-ROU,rur,q2,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,15883.26282
C-EEU-ROU,rur,q2,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,59337.33303
C-EEU-ROU,rur,q3,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,15883.26282
C-EEU-ROU,rur,q3,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,59337.33303
C-EEU-ROU,rur,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,22609.09284
C-EEU-ROU,rur,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,84463.95961
C-EEU-ROU,rur,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,22609.09284
C-EEU-ROU,rur,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,84463.95961
C-EEU-ROU,rur,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,22609.09284
C-EEU-ROU,rur,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,84463.95961
C-EEU-ROU,rur,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,7174.19646
C-EEU-ROU,rur,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,26801.65206
C-EEU-ROU,rur,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,7174.19646
C-EEU-ROU,rur,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,26801.65206
C-EEU-ROU,rur,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,7174.19646
C-EEU-ROU,rur,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,26801.65206
C-EEU-ROU,urb,q1,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,4709.9308
C-EEU-ROU,urb,q1,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,1946.43772
C-EEU-ROU,urb,q2,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,4709.9308
C-EEU-ROU,urb,q2,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,1946.43772
C-EEU-ROU,urb,q3,EEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,4709.9308
C-EEU-ROU,urb,q3,EEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,1946.43772
C-EEU-ROU,urb,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6038.13845
C-EEU-ROU,urb,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,2495.3361
C-EEU-ROU,urb,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6038.13845
C-EEU-ROU,urb,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,2495.3361
C-EEU-ROU,urb,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6038.13845
C-EEU-ROU,urb,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,2495.3361
C-EEU-ROU,urb,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,929.9612
C-EEU-ROU,urb,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,384.31807
C-EEU-ROU,urb,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,929.9612
C-EEU-ROU,urb,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,384.31807
C-EEU-ROU,urb,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,929.9612
C-EEU-ROU,urb,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,384.31807
C-EEU-SVK,rur,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6314.04249
C-EEU-SVK,rur,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,23588.25419
C-EEU-SVK,rur,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6314.04249
C-EEU-SVK,rur,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,23588.25419
C-EEU-SVK,rur,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6314.04249
C-EEU-SVK,rur,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,23588.25419
C-EEU-SVK,rur,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,5361.34895
C-EEU-SVK,rur,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,20029.14336
C-EEU-SVK,rur,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,5361.34895
C-EEU-SVK,rur,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,20029.14336
C-EEU-SVK,rur,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,5361.34895
C-EEU-SVK,rur,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,20029.14336
C-EEU-SVK,urb,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,10409.17086
C-EEU-SVK,urb,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4301.71983
C-EEU-SVK,urb,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,10409.17086
C-EEU-SVK,urb,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4301.71983
C-EEU-SVK,urb,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,10409.17086
C-EEU-SVK,urb,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4301.71983
C-EEU-SVK,urb,q1,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,7363.48063
C-EEU-SVK,urb,q1,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,3043.05033
C-EEU-SVK,urb,q2,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,7363.48063
C-EEU-SVK,urb,q2,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,3043.05033
C-EEU-SVK,urb,q3,EEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,7363.48063
C-EEU-SVK,urb,q3,EEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,3043.05033
C-EEU-SVN,rur,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4664.9076
C-EEU-SVN,rur,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,17427.34972
C-EEU-SVN,rur,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4664.9076
C-EEU-SVN,rur,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,17427.34972
C-EEU-SVN,rur,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4664.9076
C-EEU-SVN,rur,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,17427.34972
C-EEU-SVN,urb,q1,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6215.7703
C-EEU-SVN,urb,q1,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,2568.7447
C-EEU-SVN,urb,q2,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6215.7703
C-EEU-SVN,urb,q2,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,2568.7447
C-EEU-SVN,urb,q3,EEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,6215.7703
C-EEU-SVN,urb,q3,EEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,2568.7447
C-WEU-AUT,rur,q1,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,12.81829
C-WEU-AUT,rur,q1,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,318.54369
C-WEU-AUT,rur,q2,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,12.81829
C-WEU-AUT,rur,q2,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,318.54369
C-WEU-AUT,rur,q3,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,12.81829
C-WEU-AUT,rur,q3,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,318.54369
C-WEU-AUT,rur,q1,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,3010.85046
C-WEU-AUT,rur,q1,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,74821.76181
C-WEU-AUT,rur,q2,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,3010.85046
C-WEU-AUT,rur,q2,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,74821.76181
C-WEU-AUT,rur,q3,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,3010.85046
C-WEU-AUT,rur,q3,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,74821.76181
C-WEU-AUT,rur,q1,WEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,1173.65743
C-WEU-AUT,rur,q1,WEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,29166.21648
C-WEU-AUT,rur,q2,WEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,1173.65743
C-WEU-AUT,rur,q2,WEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,29166.21648
C-WEU-AUT,rur,q3,WEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,1173.65743
C-WEU-AUT,rur,q3,WEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,29166.21648
C-WEU-AUT,urb,q1,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,3767.42116
C-WEU-AUT,urb,q1,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,3396.78746
C-WEU-AUT,urb,q2,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,3767.42116
C-WEU-AUT,urb,q2,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,3396.78746
C-WEU-AUT,urb,q3,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,3767.42116
C-WEU-AUT,urb,q3,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,3396.78746
C-WEU-AUT,urb,q1,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4808.70155
C-WEU-AUT,urb,q1,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4335.6281
C-WEU-AUT,urb,q2,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4808.70155
C-WEU-AUT,urb,q2,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4335.6281
C-WEU-AUT,urb,q3,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4808.70155
C-WEU-AUT,urb,q3,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4335.6281
C-WEU-AUT,urb,q1,WEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,2200.40316
C-WEU-AUT,urb,q1,WEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,1983.93054
C-WEU-AUT,urb,q2,WEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,2200.40316
C-WEU-AUT,urb,q2,WEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,1983.93054
C-WEU-AUT,urb,q3,WEU,Zone_6A Cold Humid,mfh,perm,2015,1820,p1,2200.40316
C-WEU-AUT,urb,q3,WEU,Zone_6A Cold Humid,sfh,perm,2015,1820,p1,1983.93054
C-WEU-BEL,rur,q1,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,456.60426
C-WEU-BEL,rur,q1,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,11346.93855
C-WEU-BEL,rur,q2,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,456.60426
C-WEU-BEL,rur,q2,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,11346.93855
C-WEU-BEL,rur,q3,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,456.60426
C-WEU-BEL,rur,q3,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,11346.93855
C-WEU-BEL,urb,q1,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,18364.14942
C-WEU-BEL,urb,q1,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,16557.50965
C-WEU-BEL,urb,q2,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,18364.14942
C-WEU-BEL,urb,q2,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,16557.50965
C-WEU-BEL,urb,q3,WEU,Zone_4A Mixed Humid,mfh,perm,2015,1820,p1,18364.14942
C-WEU-BEL,urb,q3,WEU,Zone_4A Mixed Humid,sfh,perm,2015,1820,p1,16557.50965
C-WEU-CHE,rur,q1,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,2186.9317
C-WEU-CHE,rur,q1,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,54346.79814
C-WEU-CHE,rur,q2,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,2186.9317
C-WEU-CHE,rur,q2,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,54346.79814
C-WEU-CHE,rur,q3,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,2186.9317
C-WEU-CHE,rur,q3,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,54346.79814
C-WEU-CHE,urb,q1,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4715.65947
C-WEU-CHE,urb,q1,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4251.7394
C-WEU-CHE,urb,q2,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4715.65947
C-WEU-CHE,urb,q2,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4251.7394
C-WEU-CHE,urb,q3,WEU,Zone_5A Cool Humid,mfh,perm,2015,1820,p1,4715.65947
C-WEU-CHE,urb,q3,WEU,Zone_5A Cool Humid,sfh,perm,2015,1820,p1,4251.7394
C-WEU-CYP,rur,q1,WEU,Zone_3A Warm Humid,mfh,perm,2015,1820,p1,154.04159
C-WEU-CYP,rur,q1,WEU,Zone_3A Warm Humid,sfh,perm,2015,1820,p1,3828.04241
C-WEU-CYP,rur,q2,WEU,Zone_3A Warm Humid,mfh,perm,2015,1820,p1,154.04159
C-WEU-CYP,rur,q2,WEU,Zone_3A Warm Humid,sfh,perm,2015,1820,p1,3828.04241
C-WEU-CYP,rur,q3,WEU,Zone_3A Warm Humid,mfh,perm,2015,1820,p1,154.04159
C-WEU-CYP,rur,q3,WEU,Zone_3A Warm Humid,sfh,perm,2015,1820,p1,3828.04241
C-WEU-CYP,urb,q1,WEU,Zone_3A Warm Humid,mfh,perm,2015,1820,p1,1156.79907
C-WEU-CYP,urb,q1,WEU,Zone_3A Warm Humid,sfh,perm,2015,1820,p1,1042.99478
C-WEU-CYP,urb,q2,WEU,Zone_3A Warm Humid,mfh,perm,2015,1820,p1,1156.79907
C-WEU-CYP,urb,q2,WEU,Zone_3A Warm Humid,sfh,perm,2015,1820,p1,1042.99478
C-WEU-CYP,urb,q3,WEU,Zone_3A Warm Humid,mfh,perm,2015,1820,p1,1156.79907
C-WEU-CYP,urb,q3,WEU,Zone_3A Warm Humid,sfh,perm,2015,1820,p1,1042.99478
