region_bld,urt,arch,mat,bld_age,year,value
C-EEU-BGR,rur,mfh,perm,p5,2035,55.22867395
C-EEU-BGR,rur,mfh,perm,p5,2040,54.64372174
C-EEU-BGR,rur,mfh,perm,p5,2045,54.238586
C-EEU-BGR,rur,mfh,perm,p5,2050,54.42112067
C-EEU-BGR,rur,mfh,perm,p5,2055,55.0525537
C-EEU-BGR,rur,mfh,perm,p5,2060,55.73362559
C-EEU-BGR,rur,mfh,perm,p5,2070,57.3842326
C-EEU-BGR,rur,mfh,perm,p5,2080,59.30039202
C-EEU-BGR,rur,mfh,perm,p5,2090,61.13702564
C-EEU-BGR,rur,mfh,perm,p5,2100,62.91325657
C-EEU-BGR,rur,sfh,perm,p1,2015,39.48682968
C-EEU-BGR,rur,sfh,perm,p1,2020,39.48682968
C-EEU-BGR,rur,sfh,perm,p1,2025,39.19433465
C-EEU-BGR,rur,sfh,perm,p1,2030,38.46309706
C-EEU-BGR,rur,sfh,perm,p1,2035,37.5124882
C-EEU-BGR,rur,sfh,perm,p1,2040,36.56187934
C-EEU-BGR,rur,sfh,perm,p1,2045,35.83064175
C-EEU-BGR,rur,sfh,perm,p1,2050,35.53814671
C-EEU-BGR,rur,sfh,perm,p1,2055,35.53814671
C-EEU-BGR,rur,sfh,perm,p1,2060,35.53814671
C-EEU-BGR,rur,sfh,perm,p1,2070,35.53814671
C-EEU-BGR,rur,sfh,perm,p1,2080,35.53814671
C-EEU-BGR,rur,sfh,perm,p1,2090,35.53814671
C-EEU-BGR,rur,sfh,perm,p1,2100,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2015,39.48682968
C-EEU-BGR,rur,sfh,perm,p2,2020,39.48682968
C-EEU-BGR,rur,sfh,perm,p2,2025,39.19433465
C-EEU-BGR,rur,sfh,perm,p2,2030,38.46309706
C-EEU-BGR,rur,sfh,perm,p2,2035,37.5124882
C-EEU-BGR,rur,sfh,perm,p2,2040,36.56187934
C-EEU-BGR,rur,sfh,perm,p2,2045,35.83064175
C-EEU-BGR,rur,sfh,perm,p2,2050,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2055,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2060,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2070,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2080,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2090,35.53814671
C-EEU-BGR,rur,sfh,perm,p2,2100,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2015,39.48682968
C-EEU-BGR,rur,sfh,perm,p3,2020,39.48682968
C-EEU-BGR,rur,sfh,perm,p3,2025,39.19433465
C-EEU-BGR,rur,sfh,perm,p3,2030,38.46309706
C-EEU-BGR,rur,sfh,perm,p3,2035,37.5124882
C-EEU-BGR,rur,sfh,perm,p3,2040,36.56187934
C-EEU-BGR,rur,sfh,perm,p3,2045,35.83064175
C-EEU-BGR,rur,sfh,perm,p3,2050,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2055,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2060,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2070,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2080,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2090,35.53814671
C-EEU-BGR,rur,sfh,perm,p3,2100,35.53814671
C-EEU-BGR,rur,sfh,perm,p5,2015,39.48682968
C-EEU-BGR,rur,sfh,perm,p5,2020,92.60088481
C-EEU-BGR,rur,sfh,perm,p5,2025,93.29608241
C-EEU-BGR,rur,sfh,perm,p5,2030,93.06938581
C-EEU-BGR,rur,sfh,perm,p5,2035,92.32884335
C-EEU-BGR,rur,sfh,perm,p5,2040,91.35094624
C-EEU-BGR,rur,sfh,perm,p5,2045,90.67365831
C-EEU-BGR,rur,sfh,perm,p5,2050,90.97881167
C-EEU-BGR,rur,sfh,perm,p5,2055,92.03441335
C-EEU-BGR,rur,sfh,perm,p5,2060,93.17299908
C-EEU-BGR,rur,sfh,perm,p5,2070,95.93241054
C-EEU-BGR,rur,sfh,perm,p5,2080,99.13576072
C-EEU-BGR,rur,sfh,perm,p5,2090,102.2061632
C-EEU-BGR,rur,sfh,perm,p5,2100,105.1755872
C-EEU-BGR,urb,mfh,perm,p1,2015,18.78262378
C-EEU-BGR,urb,mfh,perm,p1,2020,18.78262378
C-EEU-BGR,urb,mfh,perm,p1,2025,18.64349323
C-EEU-BGR,urb,mfh,perm,p1,2030,18.29566687
C-EEU-BGR,urb,mfh,perm,p1,2035,17.84349259
C-EEU-BGR,urb,mfh,perm,p1,2040,17.39131832
C-EEU-BGR,urb,mfh,perm,p1,2045,17.04349195
C-EEU-BGR,urb,mfh,perm,p1,2050,16.9043614
C-EEU-BGR,urb,mfh,perm,p1,2055,16.9043614
C-EEU-BGR,urb,mfh,perm,p1,2060,16.9043614
C-EEU-BGR,urb,mfh,perm,p1,2070,16.9043614
C-EEU-BGR,urb,mfh,perm,p1,2080,16.9043614
C-EEU-BGR,urb,mfh,perm,p1,2090,16.9043614
C-EEU-BGR,urb,mfh,perm,p1,2100,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2015,18.78262378
C-EEU-BGR,urb,mfh,perm,p2,2020,18.78262378
C-EEU-BGR,urb,mfh,perm,p2,2025,18.64349323
C-EEU-BGR,urb,mfh,perm,p2,2030,18.29566687
C-EEU-BGR,urb,mfh,perm,p2,2035,17.84349259
C-EEU-BGR,urb,mfh,perm,p2,2040,17.39131832
C-EEU-BGR,urb,mfh,perm,p2,2045,17.04349195
C-EEU-BGR,urb,mfh,perm,p2,2050,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2055,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2060,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2070,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2080,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2090,16.9043614
C-EEU-BGR,urb,mfh,perm,p2,2100,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2015,18.78262378
C-EEU-BGR,urb,mfh,perm,p3,2020,18.78262378
C-EEU-BGR,urb,mfh,perm,p3,2025,18.64349323
C-EEU-BGR,urb,mfh,perm,p3,2030,18.29566687
C-EEU-BGR,urb,mfh,perm,p3,2035,17.84349259
C-EEU-BGR,urb,mfh,perm,p3,2040,17.39131832
C-EEU-BGR,urb,mfh,perm,p3,2045,17.04349195
C-EEU-BGR,urb,mfh,perm,p3,2050,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2055,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2060,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2070,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2080,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2090,16.9043614
C-EEU-BGR,urb,mfh,perm,p3,2100,16.9043614
C-EEU-BGR,urb,mfh,perm,p5,2015,18.78262378
C-EEU-BGR,urb,mfh,perm,p5,2020,44.04728349
C-EEU-BGR,urb,mfh,perm,p5,2025,44.37796679
C-EEU-BGR,urb,mfh,perm,p5,2030,44.27013445
C-EEU-BGR,urb,mfh,perm,p5,2035,43.91788206
C-EEU-BGR,urb,mfh,perm,p5,2040,43.45272763
C-EEU-BGR,urb,mfh,perm,p5,2045,43.13056339
C-EEU-BGR,urb,mfh,perm,p5,2050,43.2757151
C-EEU-BGR,urb,mfh,perm,p5,2055,43.77783111
C-EEU-BGR,urb,mfh,perm,p5,2060,44.31941998
C-EEU-BGR,urb,mfh,perm,p5,2070,45.63198388
C-EEU-BGR,urb,mfh,perm,p5,2080,47.15571525
C-EEU-BGR,urb,mfh,perm,p5,2090,48.61620766
C-EEU-BGR,urb,mfh,perm,p5,2100,50.0286678
C-EEU-BGR,urb,sfh,perm,p1,2015,32.81122991
C-EEU-BGR,urb,sfh,perm,p1,2020,32.81122991
C-EEU-BGR,urb,sfh,perm,p1,2025,32.56818376
C-EEU-BGR,urb,sfh,perm,p1,2030,31.96056839
C-EEU-BGR,urb,sfh,perm,p1,2035,31.17066841
C-EEU-BGR,urb,sfh,perm,p1,2040,30.38076843
C-EEU-BGR,urb,sfh,perm,p1,2045,29.77315307
C-EEU-BGR,urb,sfh,perm,p1,2050,29.53010692
C-EEU-BGR,urb,sfh,perm,p1,2055,29.53010692
C-EEU-BGR,urb,sfh,perm,p1,2060,29.53010692
C-EEU-BGR,urb,sfh,perm,p1,2070,29.53010692
C-EEU-BGR,urb,sfh,perm,p1,2080,29.53010692
C-EEU-BGR,urb,sfh,perm,p1,2090,29.53010692
C-EEU-BGR,urb,sfh,perm,p1,2100,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2015,32.81122991
C-EEU-BGR,urb,sfh,perm,p2,2020,32.81122991
C-EEU-BGR,urb,sfh,perm,p2,2025,32.56818376
C-EEU-BGR,urb,sfh,perm,p2,2030,31.96056839
C-EEU-BGR,urb,sfh,perm,p2,2035,31.17066841
C-EEU-BGR,urb,sfh,perm,p2,2040,30.38076843
C-EEU-BGR,urb,sfh,perm,p2,2045,29.77315307
C-EEU-BGR,urb,sfh,perm,p2,2050,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2055,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2060,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2070,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2080,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2090,29.53010692
C-EEU-BGR,urb,sfh,perm,p2,2100,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2015,32.81122991
C-EEU-BGR,urb,sfh,perm,p3,2020,32.81122991
C-EEU-BGR,urb,sfh,perm,p3,2025,32.56818376
C-EEU-BGR,urb,sfh,perm,p3,2030,31.96056839
C-EEU-BGR,urb,sfh,perm,p3,2035,31.17066841
C-EEU-BGR,urb,sfh,perm,p3,2040,30.38076843
C-EEU-BGR,urb,sfh,perm,p3,2045,29.77315307
C-EEU-BGR,urb,sfh,perm,p3,2050,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2055,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2060,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2070,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2080,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2090,29.53010692
C-EEU-BGR,urb,sfh,perm,p3,2100,29.53010692
C-EEU-BGR,urb,sfh,perm,p5,2015,32.81122991
C-EEU-BGR,urb,sfh,perm,p5,2020,76.94588159
C-EEU-BGR,urb,sfh,perm,p5,2025,77.52354986
C-EEU-BGR,urb,sfh,perm,p5,2030,77.33517834
C-EEU-BGR,urb,sfh,perm,p5,2035,76.71983116
C-EEU-BGR,urb,sfh,perm,p5,2040,75.90725626
C-EEU-BGR,urb,sfh,perm,p5,2045,75.34446987
C-EEU-BGR,urb,sfh,perm,p5,2050,75.59803434
C-EEU-BGR,urb,sfh,perm,p5,2055,76.47517718
C-EEU-BGR,urb,sfh,perm,p5,2060,77.42127486
C-EEU-BGR,urb,sfh,perm,p5,2070,79.71418327
C-EEU-BGR,urb,sfh,perm,p5,2080,82.37597861
C-EEU-BGR,urb,sfh,perm,p5,2090,84.92730225
C-EEU-BGR,urb,sfh,perm,p5,2100,87.39471867
C-EEU-CZE,rur,mfh,perm,p1,2015,30.07225274
C-EEU-CZE,rur,mfh,perm,p1,2020,30.07225274
C-EEU-CZE,rur,mfh,perm,p1,2025,29.84949532
C-EEU-CZE,rur,mfh,perm,p1,2030,29.29260175
C-EEU-CZE,rur,mfh,perm,p1,2035,28.56864011
C-EEU-CZE,rur,mfh,perm,p1,2040,27.84467847
C-EEU-CZE,rur,mfh,perm,p1,2045,27.2877849
C-EEU-CZE,rur,mfh,perm,p1,2050,27.06502747
C-EEU-CZE,rur,mfh,perm,p1,2055,27.06502747
C-EEU-CZE,rur,mfh,perm,p1,2060,27.06502747
C-EEU-CZE,rur,mfh,perm,p1,2070,27.06502747
C-EEU-CZE,rur,mfh,perm,p1,2080,27.06502747
C-EEU-CZE,rur,mfh,perm,p1,2090,27.06502747
C-EEU-CZE,rur,mfh,perm,p1,2100,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2015,30.07225274
C-EEU-CZE,rur,mfh,perm,p2,2020,30.07225274
C-EEU-CZE,rur,mfh,perm,p2,2025,29.84949532
C-EEU-CZE,rur,mfh,perm,p2,2030,29.29260175
C-EEU-CZE,rur,mfh,perm,p2,2035,28.56864011
C-EEU-CZE,rur,mfh,perm,p2,2040,27.84467847
C-EEU-CZE,rur,mfh,perm,p2,2045,27.2877849
C-EEU-CZE,rur,mfh,perm,p2,2050,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2055,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2060,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2070,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2080,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2090,27.06502747
C-EEU-CZE,rur,mfh,perm,p2,2100,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2015,30.07225274
C-EEU-CZE,rur,mfh,perm,p3,2020,30.07225274
C-EEU-CZE,rur,mfh,perm,p3,2025,29.84949532
C-EEU-CZE,rur,mfh,perm,p3,2030,29.29260175
C-EEU-CZE,rur,mfh,perm,p3,2035,28.56864011
C-EEU-CZE,rur,mfh,perm,p3,2040,27.84467847
C-EEU-CZE,rur,mfh,perm,p3,2045,27.2877849
C-EEU-CZE,rur,mfh,perm,p3,2050,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2055,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2060,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2070,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2080,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2090,27.06502747
C-EEU-CZE,rur,mfh,perm,p3,2100,27.06502747
C-EEU-CZE,rur,mfh,perm,p5,2015,30.07225274
C-EEU-CZE,rur,mfh,perm,p5,2020,52.36332969
C-EEU-CZE,rur,mfh,perm,p5,2025,52.55509027
C-EEU-CZE,rur,mfh,perm,p5,2030,52.20994408
C-EEU-CZE,rur,mfh,perm,p5,2035,51.57414378
C-EEU-CZE,rur,mfh,perm,p5,2040,50.83872972
C-EEU-CZE,rur,mfh,perm,p5,2045,50.30447792
C-EEU-CZE,rur,mfh,perm,p5,2050,50.33254348
C-EEU-CZE,rur,mfh,perm,p5,2055,50.77556178
C-EEU-CZE,rur,mfh,perm,p5,2060,51.25340709
C-EEU-CZE,rur,mfh,perm,p5,2070,52.41148574
C-EEU-CZE,rur,mfh,perm,p5,2080,53.75587801
C-EEU-CZE,rur,mfh,perm,p5,2090,55.04447438
C-EEU-CZE,rur,mfh,perm,p5,2100,56.29069174
C-EEU-CZE,rur,sfh,perm,p1,2015,50.27345606
C-EEU-CZE,rur,sfh,perm,p1,2020,50.27345606
C-EEU-CZE,rur,sfh,perm,p1,2025,49.90106008
C-EEU-CZE,rur,sfh,perm,p1,2030,48.97007016
C-EEU-CZE,rur,sfh,perm,p1,2035,47.75978325
C-EEU-CZE,rur,sfh,perm,p1,2040,46.54949635
C-EEU-CZE,rur,sfh,perm,p1,2045,45.61850642
C-EEU-CZE,rur,sfh,perm,p1,2050,45.24611045
C-EEU-CZE,rur,sfh,perm,p1,2055,45.24611045
C-EEU-CZE,rur,sfh,perm,p1,2060,45.24611045
C-EEU-CZE,rur,sfh,perm,p1,2070,45.24611045
C-EEU-CZE,rur,sfh,perm,p1,2080,45.24611045
C-EEU-CZE,rur,sfh,perm,p1,2090,45.24611045
C-EEU-CZE,rur,sfh,perm,p1,2100,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2015,50.27345606
C-EEU-CZE,rur,sfh,perm,p2,2020,50.27345606
C-EEU-CZE,rur,sfh,perm,p2,2025,49.90106008
C-EEU-CZE,rur,sfh,perm,p2,2030,48.97007016
C-EEU-CZE,rur,sfh,perm,p2,2035,47.75978325
C-EEU-CZE,rur,sfh,perm,p2,2040,46.54949635
C-EEU-CZE,rur,sfh,perm,p2,2045,45.61850642
C-EEU-CZE,rur,sfh,perm,p2,2050,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2055,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2060,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2070,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2080,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2090,45.24611045
C-EEU-CZE,rur,sfh,perm,p2,2100,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2015,50.27345606
C-EEU-CZE,rur,sfh,perm,p3,2020,50.27345606
C-EEU-CZE,rur,sfh,perm,p3,2025,49.90106008
C-EEU-CZE,rur,sfh,perm,p3,2030,48.97007016
C-EEU-CZE,rur,sfh,perm,p3,2035,47.75978325
C-EEU-CZE,rur,sfh,perm,p3,2040,46.54949635
C-EEU-CZE,rur,sfh,perm,p3,2045,45.61850642
C-EEU-CZE,rur,sfh,perm,p3,2050,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2055,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2060,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2070,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2080,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2090,45.24611045
C-EEU-CZE,rur,sfh,perm,p3,2100,45.24611045
C-EEU-CZE,rur,sfh,perm,p5,2015,50.27345606
C-EEU-CZE,rur,sfh,perm,p5,2020,87.53868812
C-EEU-CZE,rur,sfh,perm,p5,2025,87.85926495
C-EEU-CZE,rur,sfh,perm,p5,2030,87.28226488
C-EEU-CZE,rur,sfh,perm,p5,2035,86.21936219
C-EEU-CZE,rur,sfh,perm,p5,2040,84.98992964
C-EEU-CZE,rur,sfh,perm,p5,2045,84.0967912
C-EEU-CZE,rur,sfh,perm,p5,2050,84.14370997
C-EEU-CZE,rur,sfh,perm,p5,2055,84.88432828
C-EEU-CZE,rur,sfh,perm,p5,2060,85.68316884
C-EEU-CZE,rur,sfh,perm,p5,2070,87.61919327
C-EEU-CZE,rur,sfh,perm,p5,2080,89.86668854
C-EEU-CZE,rur,sfh,perm,p5,2090,92.02090669
C-EEU-CZE,rur,sfh,perm,p5,2100,94.10427751
C-EEU-CZE,urb,mfh,perm,p1,2015,23.91347745
C-EEU-CZE,urb,mfh,perm,p1,2020,23.91347745
C-EEU-CZE,urb,mfh,perm,p1,2025,23.73634058
C-EEU-CZE,urb,mfh,perm,p1,2030,23.29349841
C-EEU-CZE,urb,mfh,perm,p1,2035,22.71780358
C-EEU-CZE,urb,mfh,perm,p1,2040,22.14210875
C-EEU-CZE,urb,mfh,perm,p1,2045,21.69926658
C-EEU-CZE,urb,mfh,perm,p1,2050,21.52212971
C-EEU-CZE,urb,mfh,perm,p1,2055,21.52212971
C-EEU-CZE,urb,mfh,perm,p1,2060,21.52212971
C-EEU-CZE,urb,mfh,perm,p1,2070,21.52212971
C-EEU-CZE,urb,mfh,perm,p1,2080,21.52212971
C-EEU-CZE,urb,mfh,perm,p1,2090,21.52212971
C-EEU-CZE,urb,mfh,perm,p1,2100,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2015,23.91347745
C-EEU-CZE,urb,mfh,perm,p2,2020,23.91347745
C-EEU-CZE,urb,mfh,perm,p2,2025,23.73634058
C-EEU-CZE,urb,mfh,perm,p2,2030,23.29349841
C-EEU-CZE,urb,mfh,perm,p2,2035,22.71780358
C-EEU-CZE,urb,mfh,perm,p2,2040,22.14210875
C-EEU-CZE,urb,mfh,perm,p2,2045,21.69926658
C-EEU-CZE,urb,mfh,perm,p2,2050,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2055,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2060,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2070,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2080,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2090,21.52212971
C-EEU-CZE,urb,mfh,perm,p2,2100,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2015,23.91347745
C-EEU-CZE,urb,mfh,perm,p3,2020,23.91347745
C-EEU-CZE,urb,mfh,perm,p3,2025,23.73634058
C-EEU-CZE,urb,mfh,perm,p3,2030,23.29349841
C-EEU-CZE,urb,mfh,perm,p3,2035,22.71780358
C-EEU-CZE,urb,mfh,perm,p3,2040,22.14210875
C-EEU-CZE,urb,mfh,perm,p3,2045,21.69926658
C-EEU-CZE,urb,mfh,perm,p3,2050,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2055,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2060,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2070,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2080,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2090,21.52212971
C-EEU-CZE,urb,mfh,perm,p3,2100,21.52212971
C-EEU-CZE,urb,mfh,perm,p5,2015,23.91347745
C-EEU-CZE,urb,mfh,perm,p5,2020,41.6393582
C-EEU-CZE,urb,mfh,perm,p5,2025,41.79184636
C-EEU-CZE,urb,mfh,perm,p5,2030,41.51738585
C-EEU-CZE,urb,mfh,perm,p5,2035,41.01179699
C-EEU-CZE,urb,mfh,perm,p5,2040,40.42699519
C-EEU-CZE,urb,mfh,perm,p5,2045,40.00215776
C-EEU-CZE,urb,mfh,perm,p5,2050,40.02447552
C-EEU-CZE,urb,mfh,perm,p5,2055,40.376764
C-EEU-CZE,urb,mfh,perm,p5,2060,40.75674693
C-EEU-CZE,urb,mfh,perm,p5,2070,41.67765193
C-EEU-CZE,urb,mfh,perm,p5,2080,42.74671365
C-EEU-CZE,urb,mfh,perm,p5,2090,43.77140642
C-EEU-CZE,urb,mfh,perm,p5,2100,44.76239938
C-EEU-CZE,urb,sfh,perm,p1,2015,41.77428115
C-EEU-CZE,urb,sfh,perm,p1,2020,41.77428115
C-EEU-CZE,urb,sfh,perm,p1,2025,41.46484203
C-EEU-CZE,urb,sfh,perm,p1,2030,40.69124423
C-EEU-CZE,urb,sfh,perm,p1,2035,39.68556709
C-EEU-CZE,urb,sfh,perm,p1,2040,38.67988996
C-EEU-CZE,urb,sfh,perm,p1,2045,37.90629216
C-EEU-CZE,urb,sfh,perm,p1,2050,37.59685304
C-EEU-CZE,urb,sfh,perm,p1,2055,37.59685304
C-EEU-CZE,urb,sfh,perm,p1,2060,37.59685304
C-EEU-CZE,urb,sfh,perm,p1,2070,37.59685304
C-EEU-CZE,urb,sfh,perm,p1,2080,37.59685304
C-EEU-CZE,urb,sfh,perm,p1,2090,37.59685304
C-EEU-CZE,urb,sfh,perm,p1,2100,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2015,41.77428115
C-EEU-CZE,urb,sfh,perm,p2,2020,41.77428115
C-EEU-CZE,urb,sfh,perm,p2,2025,41.46484203
C-EEU-CZE,urb,sfh,perm,p2,2030,40.69124423
C-EEU-CZE,urb,sfh,perm,p2,2035,39.68556709
C-EEU-CZE,urb,sfh,perm,p2,2040,38.67988996
C-EEU-CZE,urb,sfh,perm,p2,2045,37.90629216
C-EEU-CZE,urb,sfh,perm,p2,2050,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2055,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2060,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2070,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2080,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2090,37.59685304
C-EEU-CZE,urb,sfh,perm,p2,2100,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2015,41.77428115
C-EEU-CZE,urb,sfh,perm,p3,2020,41.77428115
C-EEU-CZE,urb,sfh,perm,p3,2025,41.46484203
C-EEU-CZE,urb,sfh,perm,p3,2030,40.69124423
C-EEU-CZE,urb,sfh,perm,p3,2035,39.68556709
C-EEU-CZE,urb,sfh,perm,p3,2040,38.67988996
C-EEU-CZE,urb,sfh,perm,p3,2045,37.90629216
C-EEU-CZE,urb,sfh,perm,p3,2050,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2055,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2060,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2070,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2080,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2090,37.59685304
C-EEU-CZE,urb,sfh,perm,p3,2100,37.59685304
C-EEU-CZE,urb,sfh,perm,p5,2015,41.77428115
C-EEU-CZE,urb,sfh,perm,p5,2020,72.73949428
