region_bld,urt,arch,mat,year,value
C-EEU-BGR,rur,mfh,perm,2015,19.16922803
C-EEU-BGR,rur,mfh,perm,2020,19.91311963
C-EEU-BGR,rur,mfh,perm,2025,20.49809678
C-EEU-BGR,rur,mfh,perm,2030,20.8267699
C-EEU-BGR,rur,mfh,perm,2035,20.99615226
C-EEU-BGR,rur,mfh,perm,2040,21.11988128
C-EEU-BGR,rur,mfh,perm,2045,21.32770152
C-EEU-BGR,rur,mfh,perm,2050,21.76472567
C-EEU-BGR,rur,mfh,perm,2055,22.36044863
C-EEU-BGR,rur,mfh,perm,2060,22.93945351
C-EEU-BGR,rur,mfh,perm,2065,23.50058815
C-EEU-BGR,rur,mfh,perm,2070,24.04287115
C-EEU-BGR,rur,mfh,perm,2075,24.5654969
C-EEU-BGR,rur,mfh,perm,2080,25.06783628
C-EEU-BGR,rur,mfh,perm,2085,25.54943358
C-EEU-BGR,rur,mfh,perm,2090,26.01000021
C-EEU-BGR,rur,mfh,perm,2095,26.44940567
C-EEU-BGR,rur,mfh,perm,2100,26.86766649
C-EEU-BGR,rur,sfh,perm,2015,32.04626374
C-EEU-BGR,rur,sfh,perm,2020,33.28986868
C-EEU-BGR,rur,sfh,perm,2025,34.26780748
C-EEU-BGR,rur,sfh,perm,2030,34.8172686
C-EEU-BGR,rur,sfh,perm,2035,35.10043451
C-EEU-BGR,rur,sfh,perm,2040,35.30727919
C-EEU-BGR,rur,sfh,perm,2045,35.65470384
C-EEU-BGR,rur,sfh,perm,2050,36.38530139
C-EEU-BGR,rur,sfh,perm,2055,37.38120457
C-EEU-BGR,rur,sfh,perm,2060,38.34915921
C-EEU-BGR,rur,sfh,perm,2065,39.28723916
C-EEU-BGR,rur,sfh,perm,2070,40.19380379
C-EEU-BGR,rur,sfh,perm,2075,41.0675063
C-EEU-BGR,rur,sfh,perm,2080,41.90729495
C-EEU-BGR,rur,sfh,perm,2085,42.71240792
C-EEU-BGR,rur,sfh,perm,2090,43.48236275
C-EEU-BGR,rur,sfh,perm,2095,44.21694127
C-EEU-BGR,rur,sfh,perm,2100,44.91617113
C-EEU-BGR,urb,mfh,perm,2015,18.02549396
C-EEU-BGR,urb,mfh,perm,2020,18.72500119
C-EEU-BGR,urb,mfh,perm,2025,19.27507561
C-EEU-BGR,urb,mfh,perm,2030,19.58413842
C-EEU-BGR,urb,mfh,perm,2035,19.74341456
C-EEU-BGR,urb,mfh,perm,2040,19.85976128
C-EEU-BGR,urb,mfh,perm,2045,20.0551819
C-EEU-BGR,urb,mfh,perm,2050,20.46613096
C-EEU-BGR,urb,mfh,perm,2055,21.02631004
C-EEU-BGR,urb,mfh,perm,2060,21.57076854
C-EEU-BGR,urb,mfh,perm,2065,22.09842301
C-EEU-BGR,urb,mfh,perm,2070,22.60835064
C-EEU-BGR,urb,mfh,perm,2075,23.09979387
C-EEU-BGR,urb,mfh,perm,2080,23.57216111
C-EEU-BGR,urb,mfh,perm,2085,24.02502386
C-EEU-BGR,urb,mfh,perm,2090,24.45811073
C-EEU-BGR,urb,mfh,perm,2095,24.87129901
C-EEU-BGR,urb,mfh,perm,2100,25.26460426
C-EEU-BGR,urb,sfh,perm,2015,31.48860529
C-EEU-BGR,urb,sfh,perm,2020,32.71056943
C-EEU-BGR,urb,sfh,perm,2025,33.67149046
