region_bld,ssp,scenario,urt,arch,mat,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-EST,SSP3,nsp,urb,mfh,perm,17.89312435,18.56615171,19.23534115,19.89860295,20.55390802,21.19927704,21.83285852,22.45290893,23.05783961,23.64622597,24.2168162,24.76855477,25.30056829,25.81216609,26.30284077,26.77226862,27.22028745,27.64688189
C-EEU-EST,SSP3,nsp,urb,sfh,perm,31.25736978,32.43307641,33.60207862,34.76072586,35.90547356,37.03286404,38.13966297,39.22282454,40.27957359,41.30742148,42.30418142,43.26800955,44.19738012,45.09108663,45.94824268,46.7682828,47.55092367,48.29613843
C-EEU-HUN,SSP3,nsp,rur,mfh,perm,24.8961273,25.3844818,25.86275203,26.33129567,26.79005054,27.23870199,27.67676754,28.10365743,28.51875858,28.92145922,29.31119721,29.68747066,30.0498441,30.39798344,30.73164861,31.05070034,31.35507362,31.64480584
C-EEU-HUN,SSP3,nsp,rur,sfh,perm,41.62023951,42.43664887,43.23619979,44.01949023,44.78641623,45.5364518,46.26879032,46.98244587,47.67639353,48.34961056,49.00115724,49.63019446,50.23599428,50.81799816,51.37580478,51.90918128,52.418019,52.90238045
C-EEU-HUN,SSP3,nsp,urb,mfh,perm,23.41069717,23.86991394,24.31964813,24.76023606,25.19161927,25.61350189,26.0254302,26.42684966,26.81718376,27.19585722,27.56234146,27.91616451,28.2569169,28.58428446,28.89804147,29.19805694,29.48426975,29.75671507
C-EEU-HUN,SSP3,nsp,urb,sfh,perm,40.89597791,41.69818038,42.48381778,43.25347765,44.00705787,44.74404157,45.46363617,46.16487293,46.84674474,47.50824667,48.14845535,48.76654628,49.36180417,49.93368021,50.48178006,51.00587492,51.50585802,51.98179077
C-EEU-LTU,SSP3,nsp,rur,mfh,perm,18.90688381,19.6332047,20.3507948,21.05860083,21.75535151,22.43962103,23.1099644,23.76493386,24.40315591,25.02336103,25.62440811,26.20532094,26.76528214,27.3036409,27.81991913,28.31381639,28.78519001,29.23404241
C-EEU-LTU,SSP3,nsp,rur,sfh,perm,31.60768834,32.82191934,34.02155459,35.20483326,36.36963008,37.51356147,38.63421173,39.72916058,40.79611185,41.8329432,42.83774701,43.80889127,44.74500952,45.64501378,46.50810479,47.33378029,48.12180177,48.87217327
C-EEU-LTU,SSP3,nsp,urb,mfh,perm,17.77880254,18.46178742,19.13656243,19.80213713,20.4573161,21.10075861,21.73110587,22.34699651,22.94713897,23.53033948,24.09552502,24.64177763,25.16832868,25.6745662,26.16004064,26.62446947,27.06771853,27.4897901
C-EEU-LTU,SSP3,nsp,urb,sfh,perm,31.05766183,32.25076318,33.42952278,34.59221043,35.73673784,36.86076291,37.96191199,39.0378069,40.08619143,41.1049802,42.09229874,43.04654347,43.9663717,44.85071438,45.69878617,46.51009354,47.28440213,48.02171591
C-EEU-LVA,SSP3,nsp,rur,mfh,perm,18.94350375,19.66579725,20.37943014,21.08349106,21.77678583,22.45792469,23.12547247,23.7779745,24.41404001,25.03237613,25.63181535,26.21135398,26.77014756,27.30751943,27.82296748,28.31616937,28.78696278,29.23533275
C-EEU-LVA,SSP3,nsp,rur,sfh,perm,31.66890793,32.87640612,34.06942587,35.24644364,36.40546302,37.54416072,38.66013743,39.75096134,40.8143074,41.84801425,42.8501301,43.81897705,44.75314332,45.65149774,46.51320088,47.33771389,48.1247654,48.87433039
C-EEU-LVA,SSP3,nsp,urb,mfh,perm,17.81323755,18.49243533,19.16348923,19.82554228,20.47747154,21.11797018,21.74568865,22.35925908,22.95737367,23.5388167,24.10249031,24.64745071,25.17290381,25.67821332,26.16290711,26.62668205,27.06938552,27.49100345
C-EEU-LVA,SSP3,nsp,urb,sfh,perm,31.1178161,32.3043018,33.47656102,34.63309672,35.77194723,36.89082968,37.98738654,39.05922829,40.10407035,41.11978898,42.10446634,43.05645374,43.97436396,44.85708551,45.70379359,46.51395869,47.28731419,48.0238355
C-EEU-POL,SSP3,nsp,rur,mfh,perm,20.93470138,21.57505339,22.2116097,22.84243018,23.46558458,24.07926185,24.68170829,25.27130672,25.84659338,26.40623551,26.94907176,27.4741211,27.98055212,28.46772327,28.93516772,29.38257002,29.8097744,30.21676911
C-EEU-POL,SSP3,nsp,rur,sfh,perm,34.99770366,36.06821569,37.13238226,38.18695991,39.22872175,40.25464014,41.26178334,42.24744779,43.20918647,44.14477133,45.05226085,45.930015,46.77664388,47.59107497,48.37252783,49.12047512,49.83465642,50.5150521
C-EEU-POL,SSP3,nsp,urb,mfh,perm,19.68563015,20.28777549,20.8863516,21.47953411,22.06550794,22.64257008,23.20907149,23.76349146,24.30445358,24.83070461,25.34115247,25.83487469,26.31108944,26.76919348,27.2087478,27.6294558,28.03117098,28.41388231
C-EEU-POL,SSP3,nsp,urb,sfh,perm,34.38868522,35.44056856,36.48621686,37.5224431,38.54607654,39.55414224,40.54375946,41.51227171,42.45727453,43.37657866,44.26827634,45.13075611,45.96265223,46.76291086,47.53076514,48.2656969,48.96745025,49.63600591
C-EEU-ROU,SSP3,nsp,rur,mfh,perm,18.38925414,19.11402503,19.83673893,20.55492533,21.26620145,21.96825768,22.65893587,23.33620713,23.9982194,24.64330619,25.26999523,25.8770327,26.46336819,27.02815513,27.57075112,28.09071813,28.58779897,29.06190144
C-EEU-ROU,SSP3,nsp,rur,sfh,perm,30.74233806,31.95397782,33.16217882,34.36281094,35.55189076,36.72555717,37.88020227,39.01243428,40.11915697,41.19758441,42.24525531,43.26007358,44.2402832,45.18446891,46.09155678,46.96081453,47.79181219,48.58439563
C-EEU-ROU,SSP3,nsp,urb,mfh,perm,17.2920573,17.97358465,18.65317776,19.32851349,19.99735124,20.65751921,21.30698801,21.9438498,22.56636304,23.17296065,23.76225823,24.33307674,24.88442846,25.41551732,25.92573927,26.41468239,26.88210484,27.32791994
C-EEU-ROU,SSP3,nsp,urb,sfh,perm,30.20737008,31.39792529,32.58510158,33.7648407,34.93322854,36.0864712,37.22102355,38.33355283,39.42101671,40.4806777,41.51011738,42.50727612,43.47042846,44.39818377,45.28948679,46.143618,46.96015492,47.73894609
C-EEU-SVK,SSP3,nsp,rur,mfh,perm,21.07944525,21.71287329,22.3381966,22.95402848,23.55900484,24.15180659,24.73115735,25.29588662,25.84488638,26.3771769,26.89191083,27.388377,27.86598826,28.32432357,28.76308376,29.18212511,29.58142995,29.96109268
C-EEU-SVK,SSP3,nsp,rur,sfh,perm,35.23968004,36.29861688,37.34400461,38.37352499,39.38489759,40.37591722,41.34445008,42.28853938,43.20633278,44.09619243,44.95670175,45.78667183,46.58512112,47.35134572,48.08484552,48.78538022,49.45292031,50.08762359
C-EEU-SVK,SSP3,nsp,urb,mfh,perm,19.82173787,20.41737235,21.00538568,21.58447388,22.15335426,22.71078643,23.25557017,23.7866048,24.30284843,24.80337978,25.28740206,25.75424652,26.20336105,26.63434973,27.04693125,27.44097045,27.81645072,28.17346083
C-EEU-SVK,SSP3,nsp,urb,sfh,perm,34.62645081,35.66696038,36.69415663,37.70576163,38.69953466,39.67330889,40.62498767,41.55264824,42.45447051,43.32884511,44.17438013,44.98990735,45.77446229,46.5273533,47.24808898,47.93643321,48.59235699,49.21601538
C-EEU-SVN,SSP3,nsp,rur,mfh,perm,17.97446636,18.68922756,19.40334002,20.11430469,20.81970177,21.51717821,22.20452604,22.87966207,23.54067573,24.18583882,24.813615,25.42268441,26.0119297,26.5804371,27.12749721,27.65260572,28.15544055,28.63584652
C-EEU-SVN,SSP3,nsp,rur,sfh,perm,30.04891427,31.24382029,32.43764177,33.62620092,34.80545242,35.97146254,37.12054011,38.24920253,39.35425579,40.43281079,41.48229912,42.50051429,43.48558839,44.4359938,45.35054459,46.22839767,47.0690146,47.87213595
C-EEU-SVN,SSP3,nsp,urb,mfh,perm,16.90201788,17.57413277,18.24563763,18.91418252,19.57749201,20.23335344,20.87969059,21.51454455,22.13611876,22.74278813,23.33310797,23.90583719,24.4599251,24.99451244,25.50893215,26.00271001,26.47554314,26.92728563
C-EEU-SVN,SSP3,nsp,urb,sfh,perm,29.52601303,30.70012569,31.87317269,33.04104893,34.19977947,35.34549908,36.47458078,37.58360259,38.66942608,39.72921242,40.7604379,41.76093444,42.7288666,43.66273337,44.56136945,45.42394642,46.24993522,47.03908091
C-WEU-AUT,SSP3,nsp,rur,mfh,perm,32.29271364,32.37542609,32.44455169,32.50353836,32.55485448,32.60028112,32.64111075,32.67828501,32.71249178,32.74423459,32.77388282,32.80170827,32.82791203,32.85264423,32.87601859,32.89812316,32.9190281,32.93879137
C-WEU-AUT,SSP3,nsp,rur,sfh,perm,53.98552392,54.12379892,54.23936004,54.33797133,54.42375934,54.49970158,54.56795874,54.63010501,54.68729037,54.7403566,54.78992119,54.83643855,54.88024482,54.92159101,54.96066724,54.99762067,55.03256861,55.06560798
C-WEU-AUT,SSP3,nsp,urb,mfh,perm,29.39153948,29.46682105,29.52973642,29.58342373,29.63012962,29.67147513,29.70863663,29.74247116,29.77360479,29.80249584,29.82948047,29.85480609,29.8786557,29.90116596,29.92244038,29.94255907,29.96158591,29.97957366
C-WEU-AUT,SSP3,nsp,urb,sfh,perm,51.34386817,51.475377,51.58528341,51.67906938,51.76065956,51.83288574,51.89780289,51.95690818,52.01129531,52.06176486,52.10890413,52.15314527,52.19480799,52.23413099,52.27129512,52.30644032,52.33967816,52.37110083
C-WEU-BEL,SSP3,nsp,rur,mfh,perm,27.20716444,27.59413092,27.97950829,28.36201773,28.74041441,29.11350415,29.48015858,29.83932849,30.19005503,30.53147853,30.86284488,31.18350948,31.49293878,31.79070964,32.07650664,32.35011769,32.61142822,32.86041421
C-WEU-BEL,SSP3,nsp,rur,sfh,perm,45.48372872,46.13064209,46.77489886,47.41436115,48.04694791,48.67066275,49.28361934,49.88406364,50.47039269,51.04116932,51.59513286,52.13120569,52.64849585,53.14629595,53.62407867,54.08148947,54.51833681,54.93458051
C-WEU-BEL,SSP3,nsp,urb,mfh,perm,24.76287551,25.11507696,25.46583207,25.8139769,26.15837846,26.49794985,26.83166409,27.15856621,27.47778351,27.78853356,28.09012999,28.38198611,28.66361632,28.93463547,29.19475649,29.44378636,29.68162078,29.90823789
C-WEU-BEL,SSP3,nsp,urb,sfh,perm,43.25808849,43.87334667,44.48607823,45.09424992,45.69588252,46.28907734,46.87204032,47.44310328,48.00074169,48.54358869,49.07044532,49.58028667,50.07226445,50.54570586,51.00010939,51.43513786,51.8506091,52.24648489
C-WEU-CHE,SSP3,nsp,rur,mfh,perm,41.50489959,41.25960784,41.00729732,40.74994714,40.48941835,40.22742072,39.96556064,39.70528977,39.44792776,39.19465378,38.94652741,38.70444054,38.46917475,38.24138987,38.02159692,37.81022174,37.60755427,37.4138041
C-WEU-CHE,SSP3,nsp,rur,sfh,perm,69.38604711,68.97597927,68.55417775,68.12395114,67.68841069,67.2504147,66.81264865,66.37753937,65.947293,65.52388082,65.10907417,64.7043641,64.3110572,63.93025656,63.56281648,63.20944883,62.87063836,62.54673543
C-WEU-CHE,SSP3,nsp,urb,mfh,perm,37.77610357,37.55284881,37.32320584,37.08897597,36.85185306,36.61339328,36.37505868,36.13817052,35.90392988,35.67341002,35.44757529,35.22723748,35.01310794,34.80578724,34.60574047,34.4133552,34.22889536,34.05255169
C-WEU-CHE,SSP3,nsp,urb,sfh,perm,65.99080266,65.60080053,65.19963888,64.79046441,64.37623611,63.95967244,63.54332745,63.12950923,62.72031596,62.31762247,61.92311341,61.53820689,61.16414554,60.80197849,60.45251824,60.11644181,59.79421025,59.48615675
C-WEU-CYP,SSP3,nsp,rur,mfh,perm,26.60988988,26.92754393,27.2413057,27.55049346,27.85442044,28.1524295,28.44385268,28.72808181,29.0045568,29.27277578,29.53228251,29.78270563,30.02375292,30.2551978,30.47687306,30.6886943,30.89064588,31.08276665
C-WEU-CYP,SSP3,nsp,rur,sfh,perm,44.48523165,45.01627158,45.54080457,46.05769092,46.56578255,47.06398085,47.55116918,48.02633081,48.48852941,48.93692599,49.37075782,49.78940406,50.1923762,50.57929548,50.94988233,51.30399567,51.64160933,51.96278831
C-WEU-CYP,SSP3,nsp,urb,mfh,perm,24.21926004,24.50837608,24.79394953,25.07535989,25.3519821,25.62321805,25.8884598,26.14715382,26.39879032,26.64291254,26.87910521,27.10703034,27.32642196,27.53707386,27.73883384,27.93162508,28.11543335,28.29029401
C-WEU-CYP,SSP3,nsp,urb,sfh,perm,42.30845055,42.81350528,43.31237147,43.80396519,44.28719454,44.76101467,45.22436357,45.67627428,46.11585627,46.54231161,46.95491488,47.35307564,47.73632929,48.10431557,48.45676862,48.79355425,49.11464757,49.4201104
C-WEU-DEU,SSP3,nsp,rur,mfh,perm,34.68497,34.71133767,34.73201893,34.74775344,34.75918407,34.76691785,34.77149576,34.77339149,34.77303961,34.77082525,34.76710344,34.76217242,34.75629941,34.74972344,34.74264244,34.73524576,34.72767791,34.72006295
C-WEU-DEU,SSP3,nsp,rur,sfh,perm,57.98479182,58.02887213,58.06344615,58.0897504,58.10885961,58.1217886,58.12944174,58.13261095,58.13202268,58.12832082,58.12209887,58.1138554,58.10403717,58.09304376,58.08120606,58.06884061,58.05618901,58.04345866
C-WEU-DEU,SSP3,nsp,urb,mfh,perm,31.56887577,31.59287457,31.61169783,31.62601876,31.63642246,31.64346143,31.64762806,31.64935348,31.64903321,31.64701779,31.64363036,31.63914233,31.63379696,31.62781177,31.62136693,31.61463476,31.6077468,31.60081597
C-WEU-DEU,SSP3,nsp,urb,sfh,perm,55.14744122,55.18936455,55.22224677,55.24726389,55.26543804,55.27773437,55.28501303,55.28802716,55.28746768,55.28394695,55.27802946,55.27018937,55.26085157,55.25039609,55.23913764,55.22737727,55.21534474,55.20323732
C-WEU-DNK,SSP3,nsp,rur,mfh,perm,45.31636275,45.02156295,44.70177385,44.36494619,44.0170701,43.66281816,43.3059285,42.94944872,42.59589878,42.24737047,41.90562296,41.57209943,41.24798332,40.93422793,40.6315942,40.34065147,40.06179799,39.79529458
C-WEU-DNK,SSP3,nsp,rur,sfh,perm,75.75788188,75.26504868,74.73043946,74.16734595,73.58578217,72.99355951,72.39692723,71.80098017,71.20993108,70.62727694,70.05595864,69.49838882,68.95654592,68.43202359,67.92609397,67.43970882,66.97353398,66.52800541
C-WEU-DNK,SSP3,nsp,urb,mfh,perm,41.24514526,40.97683025,40.68577096,40.37920387,40.06258094,39.74015495,39.41532822,39.09087455,38.7690875,38.45187094,38.14082599,37.83726618,37.54226864,37.256701,36.98125585,36.71645138,36.46265008,36.2200893
C-WEU-DNK,SSP3,nsp,urb,sfh,perm,72.05084655,71.58212899,71.07367962,70.53813978,69.98503347,69.42178985,68.85435237,68.28756659,67.72543911,67.1712958,66.62793362,66.09764718,65.5823181,65.08346205,64.60228891,64.1397039,63.69634023,63.27261257
C-WEU-ESP,SSP3,nsp,rur,mfh,perm,27.32818802,27.63254693,27.93739744,28.24181798,28.54490994,28.84578952,29.1436328,29.43765257,29.72712842,30.01139139,30.28986957,30.56201948,30.82741016,31.08566999,31.33648692,31.57962423,31.81492113,32.04226261
C-WEU-ESP,SSP3,nsp,rur,sfh,perm,45.68605056,46.19486426,46.70449981,47.21341654,47.72011221,48.22310934,48.7210305,49.21255967,49.69649254,50.17171075,50.6372582,51.09222633,51.53589468,51.96764198,52.38694658,52.79341273,53.18677163,53.56683102
C-WEU-ESP,SSP3,nsp,urb,mfh,perm,24.87302634,25.15004168,25.42750445,25.70457588,25.98043809,26.25428668,26.52537175,26.79297681,27.05644618,27.315171,27.56863072,27.81633071,28.05787872,28.29293651,28.52122007,28.74251395,28.9566718,29.16358894
C-WEU-ESP,SSP3,nsp,urb,sfh,perm,43.45051019,43.93442628,44.41912399,44.90313807,45.38503977,45.8634239,46.33698045,46.8044578,47.26471054,47.71667505,48.15944202,48.59214734,49.01410582,49.42472658,49.82351348,50.21009016,50.58420096,50.94566302
C-WEU-FIN,SSP3,nsp,rur,mfh,perm,41.043134,40.92487377,40.79530603,40.65633134,40.5097694,40.35733732,40.20062101,40.04110209,39.88012228,39.71891093,39.5585652,39.40006183,39.24425284,39.09185303,38.94350706,38.79970485,38.6608722,38.52731761
C-WEU-FIN,SSP3,nsp,rur,sfh,perm,68.61408792,68.41638572,68.19978012,67.96744842,67.72243267,67.46760349,67.20561213,66.93893549,66.6698166,66.40031061,66.13225175,65.86727287,65.60679832,65.35202308,65.10402488,64.86362273,64.63152848,64.40825784
C-WEU-FIN,SSP3,nsp,urb,mfh,perm,37.35582295,37.24818721,37.13025982,37.00377061,36.87037577,36.73163818,36.58900124,36.44381349,36.29729609,36.15056795,36.00462767,35.86036423,35.7185531,35.57984487,35.44482629,35.31394325,35.18758332,35.06602725
C-WEU-FIN,SSP3,nsp,urb,sfh,perm,65.25661749,65.06858939,64.86258287,64.64161979,64.40859331,64.1662336,63.91706217,63.66343474,63.40748455,63.15116621,62.89622419,62.64421143,62.39648259,62.15417418,61.9183112,61.68967257,61.46893531,61.2565899
C-WEU-FRA,SSP3,nsp,rur,mfh,perm,30.54845705,30.83445155,31.11036555,31.37679178,31.63415782,31.88274467,32.1227305,32.35422955,32.57730333,32.79199186,32.99830273,33.19627705,33.38593464,33.56733676,33.74054431,33.90565457,34.06278934,34.21209042
C-WEU-FRA,SSP3,nsp,rur,sfh,perm,51.06955325,51.54766616,52.00892692,52.45432645,52.88457958,53.30015603,53.70135366,54.0883635,54.46128833,54.82019508,55.16509643,55.4960611,55.81312223,56.11638223,56.40594292,56.68196691,56.94465784,57.19425275
C-WEU-FRA,SSP3,nsp,urb,mfh,perm,27.80398673,28.06428751,28.31541343,28.55790395,28.79214825,29.01840209,29.23682761,29.44752881,29.65056166,29.8459626,30.03373852,30.21392685,30.38654562,30.55165059,30.70929719,30.85957396,31.00259176,31.13847964
C-WEU-FRA,SSP3,nsp,urb,sfh,perm,48.57058372,49.02530129,49.46399133,49.88759627,50.29679596,50.69203715,51.07360311,51.44167553,51.79635215,52.13769663,52.46572104,52.78049072,53.08203721,53.37045789,53.64584961,53.908367,54.15820377,54.39558533
C-WEU-GBR,SSP3,nsp,rur,mfh,perm,31.25383107,31.49163629,31.73190953,31.97341974,32.21485039,32.454847,32.69203238,32.92504127,33.15260376,33.3735182,33.58673726,33.79138515,33.98674266,34.1722864,34.34768805,34.51278202,34.66756696,34.81217952
C-WEU-GBR,SSP3,nsp,rur,sfh,perm,52.24876621,52.6463184,53.04799653,53.45174258,53.85535561,54.25657128,54.65308725,55.04262117,55.42305003,55.79236497,56.14881513,56.49093638,56.81752638,57.12771016,57.42093884,57.69693561,57.9556982,58.19745504
C-WEU-GBR,SSP3,nsp,urb,mfh,perm,28.44599002,28.66243084,28.88111795,29.10093092,29.32067146,29.5391068,29.75498346,29.96705886,30.17417716,30.37524467,30.56930815,30.7555705,30.9333771,31.10225161,31.26189519,31.41215714,31.55303622,31.6846568
C-WEU-GBR,SSP3,nsp,urb,sfh,perm,49.69209464,50.07019355,50.45221649,50.83620617,51.22006934,51.60165245,51.97876584,52.34923883,52.71105228,53.06229566,53.40130376,53.72668411,54.03729319,54.33229884,54.61117907,54.87367057,55.11977122,55.34969826
C-WEU-GRC,SSP3,nsp,rur,mfh,perm,25.34531432,25.73480236,26.10696297,26.46402194,26.80753003,27.13854452,27.45774698,27.76556062,28.06223013,28.34788387,28.62257569,28.88633896,29.13917467,29.3811073,29.61218536,29.8324786,30.0421023,30.24119554
C-WEU-GRC,SSP3,nsp,rur,sfh,perm,42.37117041,43.02229922,43.64446078,44.24137611,44.81563767,45.36901299,45.90264147,46.41723065,46.91318956,47.39073279,47.84995036,48.29089808,48.71357758,49.11802982,49.50433585,49.8726123,50.22305189,50.55588711
C-WEU-GRC,SSP3,nsp,urb,mfh,perm,23.06829382,23.4227903,23.76151603,24.08649686,24.39914422,24.7004204,24.99094574,25.27110544,25.54112219,25.80111282,26.05112635,26.29119316,26.52131414,26.74151157,26.9518296,27.15233171,27.34312284,27.52432956
C-WEU-GRC,SSP3,nsp,urb,sfh,perm,40.29783597,40.9171033,41.50882084,42.07652751,42.62268892,43.14898611,43.65650273,44.14591168,44.617602,45.07177776,45.50852459,45.92789557,46.32989223,46.71455354,47.08195658,47.43221229,47.76550393,48.08205264
C-WEU-IRL,SSP3,nsp,rur,mfh,perm,32.68657603,32.78111515,32.86005006,32.92595336,32.98096201,33.02684807,33.06507027,33.09685785,33.12322593,33.14503345,33.16299771,33.1777251,33.18973023,33.1994366,33.20721131,33.21337537,33.21818279,33.22186434
C-WEU-IRL,SSP3,nsp,rur,sfh,perm,54.64396557,54.80201187,54.93397175,55.04414596,55.13610697,55.21281726,55.27671543,55.3298565,55.37393747,55.41039433,55.44042617,55.46504677,55.48511641,55.50134309,55.5143405,55.52464531,55.53268213,55.53883679
C-WEU-IRL,SSP3,nsp,urb,mfh,perm,29.75001731,29.83606305,29.90790646,29.96788901,30.01795568,30.05971935,30.09450767,30.12343946,30.14743863,30.16728697,30.18363732,30.1970416,30.20796819,30.21680254,30.22387877,30.22948906,30.23386457,30.23721538
C-WEU-IRL,SSP3,nsp,urb,sfh,perm,51.97009051,52.12040318,52.24590591,52.350689,52.43815011,52.51110676,52.57187823,52.62241896,52.66434294,52.69901586,52.72757817,52.75099402,52.77008159,52.78551425,52.79787567,52.80767624,52.8153198,52.82117329
C-WEU-ISL,SSP3,nsp,rur,mfh,perm,28.81049035,29.198809,29.54742336,29.87688469,30.19405716,30.50162669,30.80059014,31.09123025,31.37348123,31.64711874,31.91183851,32.16734955,32.41339723,32.64976632,32.87628524,33.09285834,33.29945535,33.49609902
C-WEU-ISL,SSP3,nsp,rur,sfh,perm,48.16409775,48.81327161,49.3960696,49.94684842,50.47708326,50.99126434,51.49105815,51.97693739,52.44879203,52.90624705,53.34879381,53.77594582,54.1872774,54.58242875,54.961113,55.32317029,55.66854999,55.99729015
C-WEU-ISL,SSP3,nsp,urb,mfh,perm,26.22215878,26.57559092,26.8928858,27.19274836,27.48142609,27.7613636,28.03346821,28.29799724,28.55489082,28.80394476,29.04488213,29.27743809,29.50138087,29.71651459,29.92268307,30.11979926,30.30783562,30.48681284
C-WEU-ISL,SSP3,nsp,urb,sfh,perm,45.80729991,46.42470796,46.9789881,47.50281584,48.00710487,48.49612569,48.97146327,49.43356713,49.88233267,50.3174032,50.73829495,51.14454528,51.5357493,51.91156484,52.27171907,52.61605993,52.94453928,53.2571933
C-WEU-ITA,SSP3,nsp,rur,mfh,perm,27.72638207,28.00247645,28.26792873,28.52401048,28.77156072,29.01108698,29.24289352,29.46712051,29.68379692,29.89291906,30.09441715,30.28824185,30.47432028,30.6526125,30.82311354,30.98582381,31.14079957,31.28810579
C-WEU-ITA,SSP3,nsp,rur,sfh,perm,46.35173368,46.813296,47.25706734,47.68517342,48.09901691,48.49944629,48.88697016,49.26182288,49.62405287,49.97365397,50.31050953,50.63453705,50.9456147,51.24367571,51.52871178,51.80072358,52.05980516,52.30606517
C-WEU-ITA,SSP3,nsp,urb,mfh,perm,25.23544668,25.48673677,25.72834085,25.96141623,26.18672658,26.40473384,26.6157149,26.81979736,27.01700758,27.20734221,27.39073773,27.56714924,27.7365104,27.89878486,28.05396811,28.2020605,28.34311325,28.47718551
C-WEU-ITA,SSP3,nsp,urb,sfh,perm,44.08361965,44.5225965,44.94465292,45.35181063,45.74540366,46.12623895,46.49480024,46.85131042,47.19581553,47.52830972,47.84868203,48.15685402,48.45270981,48.7361859,49.0072744,49.26597593,49.51237996,49.74658981
C-WEU-LUX,SSP3,nsp,rur,mfh,perm,40.87688576,40.80917861,40.72672427,40.63085644,40.52304279,40.40484623,40.27787207,40.14374221,40.00403387,39.86025458,39.71382212,39.5660651,39.41817977,39.27122228,39.12615235,38.98377501,38.84477262,38.70973039
C-WEU-LUX,SSP3,nsp,rur,sfh,perm,68.33616149,68.22297169,68.08512818,67.9248606,67.74462254,67.54702678,67.33475701,67.11052468,66.87696649,66.63660266,66.39180337,66.14478975,65.89756163,65.65188462,65.40936316,65.17134306,64.93896504,64.71320743
C-WEU-LUX,SSP3,nsp,urb,mfh,perm,37.20451044,37.14288609,37.06783944,36.98058437,36.88245669,36.77487889,36.65931208,36.53723243,36.41007548,36.27921331,36.14593632,36.01145378,35.87685445,35.7430996,35.61106274,35.48147657,35.35496214,35.23205209
C-WEU-LUX,SSP3,nsp,urb,sfh,perm,64.99229074,64.88463962,64.75354116,64.6011159,64.42969737,64.2417705,64.03988766,63.82662761,63.60449804,63.37589586,63.14307525,62.90814867,62.67301808,62.4393627,62.20870846,61.98233532,61.76132817,61.54661749
C-WEU-MLT,SSP3,nsp,rur,mfh,perm,28.83344935,29.22268241,29.58512354,29.92965829,30.26065521,30.58034572,30.88980169,31.18950801,31.4796107,31.76007406,32.03075291,32.29148805,32.5421334,32.78256327,33.0126802,33.23245039,33.44189542,33.64108185
