region_gea,eneff,mat,eneff_f,year,value
CPA,s3,perm,s3,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr31_std,NA,0
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
CPA,s3,perm,sr32_low,NA,2000
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,s1,NA,0
EEU,s1,perm,sr11_std,NA,0
EEU,s1,perm,sr11_std,NA,0
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr11_std,NA,99999
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s1,perm,sr12_low,NA,750
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,s2,NA,0
EEU,s2,perm,sr21_std,NA,0
EEU,s2,perm,sr21_std,NA,0
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr21_std,NA,99999
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s2,perm,sr22_low,NA,750
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,s3,NA,0
EEU,s3,perm,sr31_std,NA,0
EEU,s3,perm,sr31_std,NA,0
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr31_std,NA,99999
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
EEU,s3,perm,sr32_low,NA,750
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,s1,NA,0
FSU,s1,perm,sr11_std,NA,0
FSU,s1,perm,sr11_std,NA,0
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr11_std,NA,99999
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s1,perm,sr12_low,NA,750
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,s2,NA,0
FSU,s2,perm,sr21_std,NA,0
FSU,s2,perm,sr21_std,NA,0
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr21_std,NA,99999
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s2,perm,sr22_low,NA,750
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,s3,NA,0
FSU,s3,perm,sr31_std,NA,0
FSU,s3,perm,sr31_std,NA,0
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr31_std,NA,99999
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
FSU,s3,perm,sr32_low,NA,750
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,s1,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr11_std,NA,0
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s1,perm,sr12_low,NA,2000
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,s2,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
LAC,s2,perm,sr21_std,NA,0
