region_bld,R12,scenario,ssp,urt,arch,mat,eneff,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,s1,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,s2,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,s3,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,s51_std,23.6199779242876,55.391401955917196,55.80725079198604,55.67164687611963,55.228673947862724,54.64372174122923,54.2385859979438,54.42112067438731,55.05255370444336,55.73362559458553,57.38423260280456,59.30039201826039,61.13702564160966,62.91325657138114
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,s52_low,23.6199779242876,55.391401955917196,55.80725079198604,55.67164687611963,55.228673947862724,54.64372174122923,54.2385859979438,54.42112067438731,55.05255370444336,55.73362559458553,57.38423260280456,59.30039201826039,61.13702564160966,62.91325657138114
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,sr11_std,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,sr12_low,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,sr21_std,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,sr22_low,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
C-EEU-BGR,EEU,FLRD,nsp,rur,mfh,perm,sr31_std,23.6199779242876,23.6199779242876,23.44501512484843,23.007608126250513,22.43897902807322,21.870349929895927,21.432942931298008,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884,21.25798013185884
