region_bld,ssp,scenario,urt,arch,mat,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-LVA,SSP1,FLRD,rur,sfh,perm,31.92090642,35.14787988,38.01849226,40.22652839,41.86133785,43.11045475,44.24507841,45.59882708,47.06111398,48.29269472,49.32015222,50.1713808,50.87329897,51.45053378,51.9248,52.31468613,52.63582173,52.90114235
C-EEU-LVA,SSP1,FLRD,urb,mfh,perm,17.95498253,19.7701018,21.38477384,22.62675768,23.546311,24.24891862,24.88712569,25.64858695,26.47109918,27.163843,27.74177086,28.22057288,28.61539025,28.9400753,29.20684221,29.42614672,29.60678019,29.75601866
C-EEU-LVA,SSP1,FLRD,urb,sfh,perm,31.36542939,34.53624813,37.35690706,39.52651968,41.13288073,42.36026091,43.47514023,44.80533141,46.24217208,47.45232126,48.46189928,49.29831507,49.98801869,50.55520865,51.02122185,51.40432331,51.71987061,51.98057422
C-EEU-POL,SSP1,FLRD,rur,mfh,perm,21.10213011,22.75655153,24.20711279,25.27837709,26.03976361,26.6105418,27.15361746,27.86541283,28.66979802,29.35416357,29.93046608,30.41188116,30.81154063,31.14181691,31.4138598,31.63744298,31.82094783,31.97146725
C-EEU-POL,SSP1,FLRD,rur,sfh,perm,35.27760358,38.04339179,40.46837567,42.25926773,43.53211989,44.4863215,45.39421127,46.58415914,47.92889457,49.07298648,50.03642341,50.84123175,51.5093647,52.06150592,52.51629512,52.89007156,53.19684681,53.44847849
C-EEU-POL,SSP1,FLRD,urb,mfh,perm,19.84306924,21.39877941,22.76279278,23.77013998,24.4860983,25.02282094,25.53349393,26.20281996,26.95921142,27.60274422,28.14466158,28.59735297,28.97316672,29.28373703,29.53954845,29.74979152,29.92234753,30.06388619
C-EEU-POL,SSP1,FLRD,urb,sfh,perm,34.66371442,37.3813733,39.76415841,41.52388596,42.77458837,43.71218529,44.60427625,45.77351705,47.09485183,48.21903464,49.16570616,49.95650949,50.61301582,51.15554885,51.60242397,51.96969607,52.27113292,52.51838579
C-EEU-ROU,SSP1,FLRD,rur,mfh,perm,18.53935208,20.45234948,22.17840569,23.53503744,24.56844136,25.38267499,26.1327324,27.01302994,27.95684934,28.76091406,29.43881824,30.00568559,30.47670875,30.86623696,31.18727469,31.45123541,31.66794285,31.845712
C-EEU-ROU,SSP1,FLRD,rur,sfh,perm,30.99326513,34.19132919,37.07687326,39.34482995,41.07242871,42.43362832,43.68754098,45.15918329,46.73701863,48.08121831,49.21450839,50.16217204,50.94960764,51.60080359,52.13750022,52.578778,52.94105987,53.23824646
C-EEU-ROU,SSP1,FLRD,urb,mfh,perm,17.43319963,19.23205783,20.85512871,22.13081688,23.10256264,23.86821494,24.57352009,25.40129458,26.28880089,27.04489101,27.68234796,28.2153931,28.65831262,29.02459958,29.32648257,29.57469404,29.7784716,29.94563415
C-EEU-ROU,SSP1,FLRD,urb,sfh,perm,30.4539306,33.59634301,36.43167381,38.66016427,40.35769992,41.69521239,42.92730488,44.37333816,45.92371653,47.2445249,48.35809383,49.28926655,50.06299946,50.70286351,51.23022072,51.66381954,52.0197971,52.31181214
C-EEU-SVK,SSP1,FLRD,rur,mfh,perm,21.24507303,22.84496441,24.246051,25.27530422,26.00376422,26.55051376,27.07707862,27.77789218,28.57572946,29.25763982,29.83463373,30.3190437,30.7233069,31.05919967,31.33742399,31.56741457,31.75730887,31.91402498
C-EEU-SVK,SSP1,FLRD,rur,sfh,perm,35.5165692,38.19119652,40.53347084,42.25413065,43.47193771,44.38596929,45.26625703,46.437846,47.77163491,48.91162237,49.87621514,50.68603021,51.36185947,51.92339007,52.38851314,52.77300117,53.09045802,53.35244905
C-EEU-SVK,SSP1,FLRD,urb,mfh,perm,19.97748345,21.48191713,22.79940774,23.76725046,24.45224681,24.96637448,25.46152179,26.12052123,26.87075546,27.51197957,28.05454707,28.51005467,28.89019746,29.20604915,29.46767319,29.68394136,29.8625056,30.00987122
C-EEU-SVK,SSP1,FLRD,urb,sfh,perm,34.89852164,37.52660599,39.82812082,41.51883828,42.71545346,43.61357937,44.47854864,45.62975001,46.94032876,48.06047853,49.00828578,49.80400872,50.46807742,51.01983646,51.47686561,51.8546629,52.16659548,52.42402742
C-EEU-SVN,SSP1,FLRD,rur,mfh,perm,18.13821288,20.03532741,21.75406813,23.11382702,24.15806134,24.98761824,25.75423276,26.64935127,27.60739544,28.42756789,29.12291446,29.70808008,30.19784788,30.60622265,30.94592414,31.2281354,31.46249828,31.65718902
C-EEU-SVN,SSP1,FLRD,rur,sfh,perm,30.32265842,33.49417021,36.36748458,38.64066909,40.38637363,41.77319,43.0547821,44.55120144,46.15281713,47.523945,48.68639449,49.66464839,50.48342043,51.16612322,51.73402109,52.20580933,52.59760678,52.92308211
C-EEU-SVN,SSP1,FLRD,urb,mfh,perm,17.05599444,18.83991743,20.4561093,21.73473803,22.71666799,23.49672929,24.21760368,25.05931484,25.9601972,26.73143397,27.38529261,27.93554427,28.39609002,28.78009906,29.09953223,29.36490532,29.58528491,29.76835941
C-EEU-SVN,SSP1,FLRD,urb,sfh,perm,29.79499358,32.91131577,35.73462968,37.96825698,39.68358335,41.0462668,42.30555706,43.77593621,45.34968111,46.69694906,47.83917,48.80040064,49.60492469,50.27574731,50.83376281,51.29734115,51.68232066,52.00213219
C-WEU-AUT,SSP1,FLRD,rur,mfh,perm,32.53854765,32.77128634,32.73226831,32.29678551,31.64745989,30.97126876,30.45817114,30.30002924,30.37726061,30.44277121,30.49795278,30.54405247,30.58218343,30.61333649,30.63839195,30.65813091,30.67324577,30.68434986
C-WEU-AUT,SSP1,FLRD,rur,sfh,perm,54.3964983,54.78558051,54.72035189,53.9923311,52.90681738,51.77639109,50.91861728,50.65424268,50.78335465,50.89287237,50.98512246,51.06218988,51.12593552,51.17801582,51.21990242,51.25290114,51.27816949,51.29673281
C-WEU-AUT,SSP1,FLRD,urb,mfh,perm,29.61528779,29.82711726,29.7916046,29.39524554,28.80425527,28.18881308,27.7218121,27.57787765,27.64817056,27.70779569,27.75801976,27.79997786,27.83468313,27.8630374,27.88584188,27.9038075,27.91756444,27.92767094
C-WEU-AUT,SSP1,FLRD,urb,sfh,perm,51.73473247,52.10477585,52.04273904,51.35034225,50.31794562,49.2428341,48.42703345,48.1755954,48.29838959,48.4025483,48.49028436,48.56358066,48.62420706,48.67373892,48.71357591,48.74495991,48.76899181,48.78664678
C-WEU-BEL,SSP1,FLRD,rur,mfh,perm,27.20716444,27.41487831,27.41716806,27.10603373,26.63007651,26.14253713,25.80121206,25.76833078,25.94348851,26.11579882,26.28501505,26.45090943,26.61327427,26.77192273,26.92668942,27.0774306,27.22402432,27.36637009
C-WEU-BEL,SSP1,FLRD,rur,sfh,perm,45.48372872,45.83097555,45.83480345,45.3146629,44.51897876,43.70393209,43.13331999,43.07835054,43.37117144,43.65923217,43.94212034,44.21945519,44.49088952,44.75611098,45.01484304,45.26684546,45.51191431,45.74988166
C-WEU-BEL,SSP1,FLRD,urb,mfh,perm,24.76287551,24.95192839,24.95401243,24.67083038,24.2376331,23.79389422,23.48323375,23.45330653,23.6127281,23.76955807,23.92357193,24.07456238,24.22234037,24.36673588,24.50759834,24.64479695,24.7782207,24.90777814
C-WEU-BEL,SSP1,FLRD,urb,sfh,perm,43.25808849,43.5883436,43.59198419,43.09729551,42.34054632,41.56538206,41.02269154,40.97041189,41.24890428,41.52286943,41.79191512,42.05567924,42.31383156,42.56607503,42.81214664,43.05181791,43.28489489,43.51121786
C-WEU-CHE,SSP1,FLRD,rur,mfh,perm,41.95235832,42.02686363,41.69385748,40.82877343,39.68875223,38.52304724,37.57282919,37.07126756,36.86457552,36.64964821,36.42931615,36.20582495,35.98099421,35.75629737,35.53296939,35.31200188,35.09424562,34.88039632
C-WEU-CHE,SSP1,FLRD,rur,sfh,perm,70.13408874,70.25864341,69.70193852,68.25572945,66.34989264,64.40111884,62.81258652,61.97409807,61.62855949,61.26925357,60.90091222,60.52728957,60.15142753,59.77578933,59.40243953,59.03303586,58.66900062,58.31149687
C-WEU-CHE,SSP1,FLRD,urb,mfh,perm,38.18336265,38.25117442,37.9480855,37.16072052,36.1231187,35.06214054,34.19728998,33.7407886,33.55266575,33.35704749,33.15651004,32.95309727,32.7484653,32.5439552,32.34069098,32.13957517,31.94138211,31.74674501
C-WEU-CHE,SSP1,FLRD,urb,sfh,perm,66.70224061,66.82070049,66.29123665,64.91579445,63.10321533,61.24980023,59.73899903,58.94154006,58.61290961,58.27118548,57.92086806,57.56552776,57.20805765,56.85080044,56.49571964,56.14439188,55.79816985,55.45815971
C-WEU-CYP,SSP1,FLRD,rur,mfh,perm,26.91890054,27.34805495,27.52681959,27.35100241,26.97481519,26.55932131,26.27093836,26.28047187,26.48994926,26.6867662,26.87239029,27.04800651,27.21455898,27.37283576,27.52347134,27.66700521,27.80387656,27.93446429
C-WEU-CYP,SSP1,FLRD,rur,sfh,perm,45.00182195,45.71926323,46.01811401,45.72419065,45.09529758,44.40069336,43.91858756,43.93452526,44.28472025,44.61375007,44.92406817,45.21765557,45.49609059,45.76069067,46.01251654,46.2524701,46.48128553,46.69959631
C-WEU-CYP,SSP1,FLRD,urb,mfh,perm,24.50050922,24.89110844,25.05381288,24.89379109,24.5514005,24.17323454,23.91075989,23.91943691,24.11009487,24.2892298,24.45817743,24.61801632,24.76960573,24.91366294,25.05076543,25.18140424,25.30597907,25.42483482
C-WEU-CYP,SSP1,FLRD,urb,sfh,perm,42.79976271,43.48209767,43.76632488,43.48678398,42.88866432,42.22804894,41.76953387,41.78469169,42.11775071,42.43068021,42.72581362,43.00503501,43.26984546,43.52149796,43.76100132,43.9892133,44.20683219,44.41446043
C-WEU-DEU,SSP1,FLRD,rur,mfh,perm,35.04508483,35.27230217,35.16590202,34.61063502,33.81624897,32.99122054,32.34199638,32.07264932,32.05499949,32.02774787,31.99302369,31.9525212,31.90759345,31.85933679,31.80865439,31.75629052,31.70286164,31.64887973
C-WEU-DEU,SSP1,FLRD,rur,sfh,perm,58.5868158,58.96666765,58.78879262,57.86052191,56.53250261,55.15325673,54.06791263,53.61763018,53.58812397,53.54256593,53.48451559,53.41680532,53.3416971,53.26102377,53.17629518,53.08875559,52.99943556,52.909191
C-WEU-DEU,SSP1,FLRD,urb,mfh,perm,31.89663792,32.10344208,32.00660091,31.50121904,30.77820055,30.02729259,29.43639467,29.19124572,29.17518155,29.15037821,29.11877365,29.0819099,29.04101845,28.99709717,28.95096806,28.90330856,28.85467973,28.80554754
C-WEU-DEU,SSP1,FLRD,urb,sfh,perm,55.72000655,56.08127124,55.91210011,55.02925216,53.76621639,52.45446069,51.42222537,50.99397644,50.96591406,50.92258529,50.86737551,50.80297849,50.73154551,50.65481974,50.57423714,50.49098111,50.40603174,50.32020309
C-WEU-DNK,SSP1,FLRD,rur,mfh,perm,45.31636275,45.04506989,44.41673285,43.28103179,41.89954181,40.52553431,39.4037559,38.77041134,38.45764112,38.14534195,37.83483989,37.52724914,37.2235368,36.92452803,36.63093293,36.34334706,36.06229847,35.78820645
C-WEU-DNK,SSP1,FLRD,rur,sfh,perm,75.75788188,75.30434654,74.25392059,72.35530602,70.04579244,67.74878775,65.87344845,64.81465114,64.29177579,63.76968791,63.25060437,62.73638782,62.22865501,61.72878544,61.2379662,60.75719292,60.28734838,59.8291335
C-WEU-DNK,SSP1,FLRD,urb,mfh,perm,41.24514526,40.99822533,40.42633802,39.39266823,38.13529117,36.88472437,35.86372642,35.28728147,35.0026105,34.71836825,34.43576167,34.15580484,33.87937798,33.60723213,33.34001359,33.0782644,32.82246519,32.57299757
C-WEU-DNK,SSP1,FLRD,urb,sfh,perm,72.05084655,71.6195039,70.62047809,68.8147678,66.61826488,64.43365876,62.65008482,61.64309729,61.14580763,60.6492669,60.1555835,59.66652894,59.18364085,58.70823123,58.24142909,57.78418133,57.33732753,56.90153434
C-WEU-ESP,SSP1,FLRD,rur,mfh,perm,27.63727257,28.02348244,28.14521147,27.90466672,27.46431775,26.99016017,26.65129,26.61976678,26.79475174,26.96029501,27.11759711,27.26757811,27.41092256,27.54817235,27.67974615,27.80597646,27.92714616,28.04346907
C-WEU-ESP,SSP1,FLRD,rur,sfh,perm,46.20276438,46.84841289,47.05191407,46.64978204,45.91362619,45.12095063,44.55444254,44.50174341,44.79427549,45.07102338,45.33399404,45.58472561,45.82436249,46.0538106,46.27376983,46.48479605,46.68736218,46.88182564
C-WEU-ESP,SSP1,FLRD,urb,mfh,perm,25.15434277,25.50585559,25.61664849,25.39771426,24.99692619,24.56536688,24.25694078,24.2282496,24.38751392,24.53818481,24.6813549,24.81786162,24.94832802,25.07324731,25.19300053,25.30789032,25.41817415,25.52404662
C-WEU-ESP,SSP1,FLRD,urb,sfh,perm,43.94193982,44.55599502,44.74953834,44.36708371,43.66694994,42.9130621,42.37427476,42.32415434,42.60237205,42.86557793,43.11568073,43.35414334,43.58205415,43.80027474,44.00947078,44.21017093,44.40282495,44.5877728
C-WEU-FIN,SSP1,FLRD,rur,mfh,perm,41.043134,40.90632954,40.45584194,39.54639195,38.4098876,37.27467682,36.36512109,35.90125882,35.73099485,35.55843328,35.38445277,35.20986645,35.03541119,34.86175818,34.689516,34.51922641,34.3513813,34.18640363
C-WEU-FIN,SSP1,FLRD,rur,sfh,perm,68.61408792,68.38538429,67.63227914,66.11190105,64.21194357,62.31414862,60.79359377,60.01812945,59.7334897,59.44500893,59.15415605,58.86229039,58.57064384,58.28033845,57.99239164,57.70770905,57.42711306,57.15131072
C-WEU-FIN,SSP1,FLRD,urb,mfh,perm,37.35582295,37.23130899,36.82129315,35.99354806,34.95914714,33.92592359,33.09808225,32.67589333,32.52092585,32.3638672,32.20551708,32.04661557,31.88783336,31.72978132,31.57301336,31.41802257,31.26525665,31.11510056
C-WEU-FIN,SSP1,FLRD,urb,sfh,perm,65.25661749,65.03910494,64.32285123,62.8768693,61.06988181,59.26495104,57.81880099,57.0812822,56.81057064,56.536206,56.25958533,55.98200143,55.70462593,55.42852596,55.15466915,54.88391685,54.61705116,54.35474457
C-WEU-FRA,SSP1,FLRD,rur,mfh,perm,30.54845705,30.70607629,30.62482657,30.18808989,29.56563072,28.93024032,28.45730247,28.32451231,28.41917959,28.50938176,28.59545202,28.67765633,28.75624443,28.83142099,28.90335838,28.97222286,29.03815704,29.10127598
C-WEU-FRA,SSP1,FLRD,rur,sfh,perm,51.06955325,51.3330541,51.19722443,50.46710745,49.42650786,48.36429042,47.57365395,47.35166125,47.5099218,47.66071778,47.80460623,47.94203174,48.07341183,48.19908867,48.3193504,48.43447497,48.5447008,48.65022024
C-WEU-FRA,SSP1,FLRD,urb,mfh,perm,27.80398673,27.94744547,27.87349522,27.47599492,26.90945741,26.33115043,25.90070127,25.77984096,25.86600334,25.94810176,26.02643948,26.10125856,26.17278631,26.24120902,26.30668356,26.36936126,26.42937192,26.48682026
C-WEU-FRA,SSP1,FLRD,urb,sfh,perm,48.57058372,48.82119077,48.69200761,47.9976172,47.00793692,45.99769662,45.2457481,45.0346181,45.18513454,45.32855166,45.46539927,45.59610018,45.72105149,45.84057863,45.95495563,46.06444685,46.16927904,46.26963513
C-WEU-GBR,SSP1,FLRD,rur,mfh,perm,31.44865584,31.7469216,31.78350469,31.42938458,30.85662509,30.24541706,29.78182781,29.65557265,29.75211004,29.83141833,29.8964259,29.9497796,29.99373604,30.03020506,30.06071789,30.08652801,30.10861509,30.1277529
C-WEU-GBR,SSP1,FLRD,rur,sfh,perm,52.5744656,53.07309305,53.13425103,52.54224877,51.5847349,50.56294447,49.78793655,49.57686879,49.73825571,49.87083978,49.97951655,50.0687109,50.14219532,50.20316261,50.2541726,50.29732081,50.33424502,50.36623875
C-WEU-GBR,SSP1,FLRD,urb,mfh,perm,28.62331175,28.89478135,28.92807781,28.60577182,28.08446899,27.52817182,27.10623138,26.99131898,27.07918346,27.15136669,27.21053399,27.2590944,27.2991018,27.33229445,27.36006601,27.38355735,27.40366013,27.4210786
C-WEU-GBR,SSP1,FLRD,urb,sfh,perm,50.00185669,50.47608497,50.53425033,49.97121632,49.06055616,48.08876466,47.35167995,47.1509403,47.30443012,47.4305265,47.53388543,47.61871526,47.68860389,47.74658789,47.79510182,47.83613868,47.87125608,47.90168428
C-WEU-GRC,SSP1,FLRD,rur,mfh,perm,25.52345073,25.95276956,26.17496168,26.07940582,25.80260459,25.491082,25.30039484,25.39394171,25.67769703,25.94550675,26.19790171,26.4355672,26.6592381,26.86969593,27.06772597,27.25410356,27.42956561,27.59482314
C-WEU-GRC,SSP1,FLRD,rur,sfh,perm,42.66897094,43.38668709,43.75813801,43.59839197,43.13564797,42.61485834,42.29607602,42.45246352,42.92683306,43.37454546,43.79648813,44.19380674,44.56772981,44.91956386,45.25062168,45.56219946,45.85552912,46.13179931
C-WEU-GRC,SSP1,FLRD,urb,mfh,perm,23.23042647,23.62117534,23.82340575,23.73643462,23.48450118,23.20096575,23.0274099,23.11255253,23.3708153,23.61456503,23.84428484,24.06059849,24.26417482,24.45572514,24.63596418,24.80559763,24.96529619,25.11570699
C-WEU-GRC,SSP1,FLRD,urb,sfh,perm,40.58106432,41.26366071,41.61693554,41.4650063,41.0249056,40.5295996,40.22641614,40.37515118,40.82630856,41.2521132,41.65340909,42.03128584,42.38691185,42.72152973,43.036388,43.33271945,43.61169571,43.87444726
C-WEU-IRL,SSP1,FLRD,rur,mfh,perm,32.97569898,33.2590105,33.25242854,32.83054791,32.18089332,31.4959064,30.97084061,30.80230976,30.8697058,30.92262359,30.96319285,30.99322972,31.01431571,31.02779697,31.03485709,31.03650123,31.033607,31.02692236
C-WEU-IRL,SSP1,FLRD,rur,sfh,perm,55.12730847,55.60093608,55.58993266,54.88465137,53.79858769,52.65345698,51.77567533,51.49393294,51.60660265,51.69506825,51.76289015,51.81310445,51.84835507,51.87089244,51.88269524,51.88544384,51.8806054,51.86943031
C-WEU-IRL,SSP1,FLRD,urb,mfh,perm,30.01316548,30.27102433,30.26503369,29.88105477,29.28976509,28.66631732,28.18842339,28.03503334,28.09637453,28.14453818,28.18146271,28.20880107,28.2279927,28.2402628,28.24668864,28.24818507,28.24555086,28.23946677
C-WEU-IRL,SSP1,FLRD,urb,sfh,perm,52.42978215,52.8802339,52.8697689,52.1989989,51.16607922,50.07698282,49.24215336,48.97419738,49.08135386,49.1654906,49.22999379,49.27775098,49.31127669,49.33271125,49.3439365,49.34655061,49.34194892,49.33132067
C-WEU-ISL,SSP1,FLRD,rur,mfh,perm,28.81049035,29.03839318,29.01032975,28.63524832,28.0799409,27.51068469,27.09539304,27.00431236,27.13113486,27.25490733,27.37573124,27.49364588,27.60863505,27.72068098,27.82973926,27.9357753,28.03874038,28.13859698
C-WEU-ISL,SSP1,FLRD,rur,sfh,perm,48.16409775,48.54509557,48.49818038,47.87113591,46.94279763,45.99114039,45.29687426,45.14460963,45.35662584,45.56354317,45.76553122,45.96265566,46.15488945,46.34220286,46.52452164,46.70178798,46.87392044,47.04085626
C-WEU-ISL,SSP1,FLRD,urb,mfh,perm,26.22215878,26.42958685,26.40404463,26.06266048,25.55724182,25.03912753,24.66114565,24.57824765,24.69367642,24.80632919,24.91629829,25.02361949,25.12827804,25.23025778,25.32951827,25.42602804,25.51974276,25.61062825
C-WEU-ISL,SSP1,FLRD,urb,sfh,perm,45.80729991,46.1696545,46.12503499,45.52867348,44.64576127,43.74067116,43.08037732,42.93556341,43.1372051,43.33399741,43.52610164,43.71358026,43.89640753,44.0745552,44.24795264,44.41654486,44.58025442,44.73902163
C-WEU-ITA,SSP1,FLRD,rur,mfh,perm,27.93104139,28.26745966,28.36995236,28.12647774,27.69180478,27.22755784,26.90104357,26.88434307,27.0750258,27.25449529,27.42365086,27.583295,27.73413594,27.87681187,28.01185827,28.13979541,28.26104434,28.37601292
C-WEU-ITA,SSP1,FLRD,rur,sfh,perm,46.69387404,47.25628316,47.42762591,47.02059585,46.29392891,45.51782151,44.97196945,44.9440503,45.26282521,45.56285434,45.8456411,46.11252709,46.36469626,46.60321554,46.82898012,47.04285975,47.24555832,47.43775768
C-WEU-ITA,SSP1,FLRD,urb,mfh,perm,25.42171943,25.72791391,25.82119868,25.5995978,25.20397581,24.78143678,24.48425651,24.46905638,24.64260819,24.80595416,24.95991281,25.10521454,25.24250394,25.37236188,25.49527573,25.61171901,25.72207495,25.82671476
C-WEU-ITA,SSP1,FLRD,urb,sfh,perm,44.40901818,44.94390711,45.10686561,44.71975261,44.02864342,43.29051303,42.77137097,42.74481798,43.04799438,43.33334228,43.60229153,43.85611808,44.09594794,44.32279584,44.53751315,44.74092708,44.93370706,45.1165016
C-WEU-LUX,SSP1,FLRD,rur,mfh,perm,40.87688576,40.78824894,40.38300042,39.51453208,38.41331172,37.30750033,36.4221533,35.97863429,35.82554938,35.66680649,35.50358475,35.33702599,35.16818172,34.99804244,34.82750476,34.65739854,34.48845056,34.32131473
C-WEU-LUX,SSP1,FLRD,rur,sfh,perm,68.33616149,68.18798239,67.51050593,66.05863915,64.21766788,62.36902153,60.88893769,60.14748231,59.89156177,59.62618246,59.35331559,59.07487005,58.79260371,58.50817243,58.22307511,57.93869908,57.65625936,57.3768491
C-WEU-LUX,SSP1,FLRD,urb,mfh,perm,37.20451044,37.12383674,36.75499571,35.96455048,34.96226365,33.95579824,33.1499907,32.74631739,32.60698562,32.46250417,32.31394625,32.16235111,32.0086758,31.85382182,31.69860522,31.54378132,31.39001162,31.23789125
C-WEU-LUX,SSP1,FLRD,urb,sfh,perm,64.99229074,64.85136244,64.20703671,62.82621364,61.07532601,59.31713886,57.90947948,57.20430549,56.96090782,56.70851423,56.44899946,56.18417901,55.91572471,55.64521141,55.37406467,55.10360391,54.83498472,54.56924675
