region_bld,fuel_heat_f,value
C-WEU-AUT,heat_pump,0.14812886
C-WEU-AUT,biomass_solid,0.260773906
C-WEU-AUT,coal,0
C-WEU-AUT,district_heat,0.135930936
C-WEU-AUT,electricity,0.116917028
C-WEU-AUT,gas,0.252827845
C-WEU-AUT,oil,0.085421424
C-WEU-BEL,heat_pump,0.093513938
C-WEU-BEL,biomass_solid,0.089757671
C-WEU-BEL,coal,0
C-WEU-BEL,district_heat,0.002596944
C-WEU-BEL,electricity,0.000727208
C-WEU-BEL,gas,0.514404453
C-WEU-BEL,oil,0.298999786
C-EEU-BGR,heat_pump,0
C-EEU-BGR,biomass_solid,0.554738159
C-EEU-BGR,coal,0.028778117
C-EEU-BGR,district_heat,0.181619225
C-EEU-BGR,electricity,0.080127245
C-EEU-BGR,gas,0.154707175
C-EEU-BGR,oil,3.01E-05
C-WEU-CYP,heat_pump,0.558448194
C-WEU-CYP,biomass_solid,0.186561613
C-WEU-CYP,coal,0
C-WEU-CYP,district_heat,0
C-WEU-CYP,electricity,0.234200878
C-WEU-CYP,gas,0
C-WEU-CYP,oil,0.020789314
C-EEU-CZE,heat_pump,0.131964856
C-EEU-CZE,biomass_solid,0.423698372
C-EEU-CZE,coal,0
C-EEU-CZE,district_heat,0.110911296
C-EEU-CZE,electricity,0.031675732
C-EEU-CZE,gas,0.292225028
C-EEU-CZE,oil,0.009524716
C-WEU-DEU,heat_pump,0.088425391
C-WEU-DEU,biomass_solid,0.168567341
C-WEU-DEU,coal,0
C-WEU-DEU,district_heat,0.056668037
C-WEU-DEU,electricity,0
C-WEU-DEU,gas,0.622401196
C-WEU-DEU,oil,0.063938035
C-WEU-DNK,heat_pump,0.220645798
C-WEU-DNK,biomass_solid,0.136619968
C-WEU-DNK,coal,0
C-WEU-DNK,district_heat,0.49708573
C-WEU-DNK,electricity,0.006497492
C-WEU-DNK,gas,0.139151013
C-WEU-DNK,oil,0
C-EEU-EST,heat_pump,0
C-EEU-EST,biomass_solid,0.431370473
C-EEU-EST,coal,0
C-EEU-EST,district_heat,0.425061087
C-EEU-EST,electricity,0.065635228
C-EEU-EST,gas,0.077933212
C-EEU-EST,oil,0
C-WEU-GRC,heat_pump,0.172932236
C-WEU-GRC,biomass_solid,0.170538597
C-WEU-GRC,coal,0.00126275
C-WEU-GRC,district_heat,0.005904059
C-WEU-GRC,electricity,0
C-WEU-GRC,gas,0.393673969
C-WEU-GRC,oil,0.255688389
C-WEU-ESP,heat_pump,0.096847399
C-WEU-ESP,biomass_solid,0.097100714
C-WEU-ESP,coal,0.013651334
C-WEU-ESP,district_heat,0
C-WEU-ESP,electricity,0.182339111
C-WEU-ESP,gas,0.440419731
C-WEU-ESP,oil,0.16964171
C-WEU-FIN,heat_pump,0.258965357
C-WEU-FIN,biomass_solid,0.202683678
C-WEU-FIN,coal,0.000683828
C-WEU-FIN,district_heat,0.293815491
C-WEU-FIN,electricity,0.227295688
C-WEU-FIN,gas,0.004682307
C-WEU-FIN,oil,0.011873651
C-WEU-FRA,heat_pump,0.356541363
C-WEU-FRA,biomass_solid,0.184975476
C-WEU-FRA,coal,0
C-WEU-FRA,district_heat,0.057420379
C-WEU-FRA,electricity,0.088174009
C-WEU-FRA,gas,0.298471488
C-WEU-FRA,oil,0.014417284
C-WEU-HRV,heat_pump,0.008804328
C-WEU-HRV,biomass_solid,0.553844174
C-WEU-HRV,coal,0
C-WEU-HRV,district_heat,0.067383801
C-WEU-HRV,electricity,0.017154309
C-WEU-HRV,gas,0.352813388
C-WEU-HRV,oil,0
C-EEU-HUN,heat_pump,0.021488191
C-EEU-HUN,biomass_solid,0.008510839
C-EEU-HUN,coal,0
C-EEU-HUN,district_heat,0.088161264
C-EEU-HUN,electricity,0.011917433
C-EEU-HUN,gas,0.869922273
C-EEU-HUN,oil,0
C-WEU-IRL,heat_pump,0.092671876
C-WEU-IRL,biomass_solid,0.002215677
C-WEU-IRL,coal,0.020312306
C-WEU-IRL,district_heat,0
C-WEU-IRL,electricity,0.098014993
C-WEU-IRL,gas,0.20139181
C-WEU-IRL,oil,0.585393339
C-WEU-ITA,heat_pump,0.104334329
C-WEU-ITA,biomass_solid,0.336688009
C-WEU-ITA,coal,0
