region_bld,fuel_heat_f,value
C-WEU-ITA,district_heat,0.024797632
C-WEU-ITA,electricity,0
C-WEU-ITA,gas,0.518479872
C-WEU-ITA,oil,0.015700158
C-EEU-LTU,heat_pump,0.221763824
C-EEU-LTU,biomass_solid,0.159554157
C-EEU-LTU,coal,0
C-EEU-LTU,district_heat,0.337963423
C-EEU-LTU,electricity,0.003797021
C-EEU-LTU,gas,0.243411224
C-EEU-LTU,oil,0.033510351
C-WEU-LUX,heat_pump,0.050325307
C-WEU-LUX,biomass_solid,0.009924564
C-WEU-LUX,coal,0
C-WEU-LUX,district_heat,0
C-WEU-LUX,electricity,0.019221845
C-WEU-LUX,gas,0.711987673
C-WEU-LUX,oil,0.208540611
C-EEU-LVA,heat_pump,0.002043321
C-EEU-LVA,biomass_solid,0.299212042
C-EEU-LVA,coal,0
C-EEU-LVA,district_heat,0.522665392
C-EEU-LVA,electricity,0.005651405
C-EEU-LVA,gas,0.128674588
C-EEU-LVA,oil,0.041753253
C-WEU-MLT,heat_pump,0.627704609
C-WEU-MLT,biomass_solid,0.020344967
C-WEU-MLT,coal,0
C-WEU-MLT,district_heat,0
C-WEU-MLT,electricity,0.351950424
C-WEU-MLT,gas,0
C-WEU-MLT,oil,0
C-WEU-NLD,heat_pump,0.108401972
C-WEU-NLD,biomass_solid,0.044118432
C-WEU-NLD,coal,0
C-WEU-NLD,district_heat,0.041747156
C-WEU-NLD,electricity,0
C-WEU-NLD,gas,0.802125118
C-WEU-NLD,oil,0.003607322
C-EEU-POL,heat_pump,0.085030927
C-EEU-POL,biomass_solid,0.492465127
C-EEU-POL,coal,0
C-EEU-POL,district_heat,0.122102802
C-EEU-POL,electricity,1.68E-05
C-EEU-POL,gas,0.295545115
C-EEU-POL,oil,0.004839254
C-WEU-PRT,heat_pump,0.420993315
C-WEU-PRT,biomass_solid,0.423099373
C-WEU-PRT,coal,0
C-WEU-PRT,district_heat,0.000545522
C-WEU-PRT,electricity,0.00E+00
C-WEU-PRT,gas,0.125994175
C-WEU-PRT,oil,0.029367614
C-EEU-ROU,heat_pump,0
C-EEU-ROU,biomass_solid,0.364013375
C-EEU-ROU,coal,0
C-EEU-ROU,district_heat,0.017830445
C-EEU-ROU,electricity,0.04472099
C-EEU-ROU,gas,0.564443575
C-EEU-ROU,oil,0.008991615
C-WEU-SWE,heat_pump,0.287738099
C-WEU-SWE,biomass_solid,0.082751488
C-WEU-SWE,coal,0
C-WEU-SWE,district_heat,0.310715987
C-WEU-SWE,electricity,0.298042367
C-WEU-SWE,gas,0
C-WEU-SWE,oil,0.020752059
C-EEU-SVN,heat_pump,0.261075979
C-EEU-SVN,biomass_solid,0.359939871
C-EEU-SVN,coal,0
C-EEU-SVN,district_heat,0.100605681
C-EEU-SVN,electricity,0.079808919
C-EEU-SVN,gas,0.139058158
C-EEU-SVN,oil,0.059511392
C-EEU-SVK,heat_pump,0.115640812
C-EEU-SVK,biomass_solid,0.166085828
C-EEU-SVK,coal,0.056257474
C-EEU-SVK,district_heat,0.063490231
C-EEU-SVK,electricity,0.060605063
C-EEU-SVK,gas,0.536439177
C-EEU-SVK,oil,0.001481415
