region_bld,fuel_heat_f,value
C-WEU-GRC,electricity,0.014431103
C-WEU-GRC,gas,0.224815972
C-WEU-GRC,oil,0.600041379
C-WEU-ESP,heat_pump,0.176534654
C-WEU-ESP,biomass_solid,0.058339838
C-WEU-ESP,coal,0
C-WEU-ESP,district_heat,0
C-WEU-ESP,electricity,0.005337759
C-WEU-ESP,gas,0.019072889
C-WEU-ESP,oil,0.74071486
C-WEU-FIN,heat_pump,0.504573929
C-WEU-FIN,biomass_solid,0.117746765
C-WEU-FIN,coal,0
C-WEU-FIN,district_heat,0.365781178
C-WEU-FIN,electricity,0.011898128
C-WEU-FIN,gas,0
C-WEU-FIN,oil,0
C-WEU-FRA,heat_pump,0.213606781
C-WEU-FRA,biomass_solid,0.275888474
C-WEU-FRA,coal,0.001104728
C-WEU-FRA,district_heat,0.119078928
C-WEU-FRA,electricity,0.054163638
C-WEU-FRA,gas,0.171205265
C-WEU-FRA,oil,0.164952185
C-EEU-HUN,heat_pump,0.019233039
C-EEU-HUN,biomass_solid,0.020014536
C-EEU-HUN,coal,0
C-EEU-HUN,district_heat,6.43E-02
C-EEU-HUN,electricity,0
C-EEU-HUN,gas,0.896468528
C-EEU-HUN,oil,0
C-WEU-IRL,heat_pump,0.120431577
C-WEU-IRL,biomass_solid,0.039040631
C-WEU-IRL,coal,0
C-WEU-IRL,district_heat,0
C-WEU-IRL,electricity,0.04548467
C-WEU-IRL,gas,0.161950907
C-WEU-IRL,oil,0.633092214
C-WEU-ITA,heat_pump,0.009485752
C-WEU-ITA,biomass_solid,0.236655279
C-WEU-ITA,coal,0
C-WEU-ITA,district_heat,0.049703435
C-WEU-ITA,electricity,0
C-WEU-ITA,gas,0.704155534
C-WEU-ITA,oil,0
C-EEU-LTU,heat_pump,0
C-EEU-LTU,biomass_solid,0.337678728
C-EEU-LTU,coal,0
C-EEU-LTU,district_heat,0.475370256
C-EEU-LTU,electricity,0.043704488
C-EEU-LTU,gas,0.143246528
C-EEU-LTU,oil,0
C-WEU-LUX,heat_pump,0.115964035
C-WEU-LUX,biomass_solid,0
C-WEU-LUX,coal,0.036771762
C-WEU-LUX,district_heat,0
C-WEU-LUX,electricity,0
C-WEU-LUX,gas,0.511571054
C-WEU-LUX,oil,0.335693149
C-EEU-LVA,heat_pump,0
C-EEU-LVA,biomass_solid,0
C-EEU-LVA,coal,0.012085515
C-EEU-LVA,district_heat,7.71E-01
C-EEU-LVA,electricity,0.00957719
C-EEU-LVA,gas,0.150800291
C-EEU-LVA,oil,0.056522011
C-WEU-NLD,heat_pump,0.038510736
C-WEU-NLD,biomass_solid,0.058813534
C-WEU-NLD,coal,0
C-WEU-NLD,district_heat,0.076268968
C-WEU-NLD,electricity,0.006604006
C-WEU-NLD,gas,0.819802756
C-WEU-NLD,oil,0
C-EEU-POL,heat_pump,0.008043258
C-EEU-POL,biomass_solid,0.174686195
C-EEU-POL,coal,0.238216633
C-EEU-POL,district_heat,0.332406335
C-EEU-POL,electricity,0.004276926
C-EEU-POL,gas,2.38E-01
C-EEU-POL,oil,0.004653511
C-WEU-PRT,heat_pump,0.035554017
C-WEU-PRT,biomass_solid,0.789594623
C-WEU-PRT,coal,0
C-WEU-PRT,district_heat,0
C-WEU-PRT,electricity,0.011134597
C-WEU-PRT,gas,0.152982382
C-WEU-PRT,oil,0.010734381
C-EEU-ROU,heat_pump,0.041369092
C-EEU-ROU,biomass_solid,0.225845306
C-EEU-ROU,coal,0.072012016
C-EEU-ROU,district_heat,0.05463093
C-EEU-ROU,electricity,0.068360573
C-EEU-ROU,gas,0.505898664
C-EEU-ROU,oil,0.031883421
C-WEU-SWE,heat_pump,0.859904034
C-WEU-SWE,biomass_solid,0.055065497
C-WEU-SWE,coal,0
C-WEU-SWE,district_heat,0.077088315
C-WEU-SWE,electricity,0
C-WEU-SWE,gas,0.007114037
C-WEU-SWE,oil,0.000828117
C-EEU-SVN,heat_pump,0.098341699
C-EEU-SVN,biomass_solid,0.468417605
C-EEU-SVN,coal,0
C-EEU-SVN,district_heat,0.14483797
C-EEU-SVN,electricity,0.039638063
C-EEU-SVN,gas,0.248764662
C-EEU-SVN,oil,0
C-EEU-SVK,heat_pump,0.201578371
C-EEU-SVK,biomass_solid,0
C-EEU-SVK,coal,0
C-EEU-SVK,district_heat,0.237505431
C-EEU-SVK,electricity,0.01786115
C-EEU-SVK,gas,0.543055048
C-EEU-SVK,oil,0
C-WEU-GBR,heat_pump,0.108036509
C-WEU-GBR,biomass_solid,0.102653045
C-WEU-GBR,coal,0
C-WEU-GBR,district_heat,0.002235356
C-WEU-GBR,electricity,0.102337511
C-WEU-GBR,gas,0.619294694
C-WEU-GBR,oil,0.065442885
