region_gea,eneff,year,value
"NAM",s51_std,2030,1614.587258
"NAM",s51_std,2035,1614.587258
"NAM",s51_std,2040,1614.587258
"NAM",s51_std,2045,1614.587258
"NAM",s51_std,2050,1614.587258
"NAM",s51_std,2055,1614.587258
"NAM",s51_std,2060,1614.587258
"NAM",s51_std,2065,1614.587258
"NAM",s51_std,2070,1614.587258
"NAM",s51_std,2075,1614.587258
"NAM",s51_std,2080,1614.587258
"NAM",s51_std,2085,1614.587258
"NAM",s51_std,2090,1614.587258
"NAM",s51_std,2095,1614.587258
"NAM",s51_std,2100,1614.587258
"NAM",s52_low,2020,1937.504709
"NAM",s52_low,2025,1937.504709
"NAM",s52_low,2030,1937.504709
"NAM",s52_low,2035,1937.504709
"NAM",s52_low,2040,1937.504709
"NAM",s52_low,2045,1937.504709
"NAM",s52_low,2050,1937.504709
"NAM",s52_low,2055,1937.504709
"NAM",s52_low,2060,1937.504709
"NAM",s52_low,2065,1937.504709
"NAM",s52_low,2070,1937.504709
"NAM",s52_low,2075,1937.504709
"NAM",s52_low,2080,1937.504709
"NAM",s52_low,2085,1937.504709
"NAM",s52_low,2090,1937.504709
"NAM",s52_low,2095,1937.504709
"NAM",s52_low,2100,1937.504709
PAO,s51_std,2020,1614.587258
PAO,s51_std,2025,1614.587258
PAO,s51_std,2030,1614.587258
PAO,s51_std,2035,1614.587258
PAO,s51_std,2040,1614.587258
PAO,s51_std,2045,1614.587258
PAO,s51_std,2050,1614.587258
PAO,s51_std,2055,1614.587258
PAO,s51_std,2060,1614.587258
PAO,s51_std,2065,1614.587258
PAO,s51_std,2070,1614.587258
PAO,s51_std,2075,1614.587258
PAO,s51_std,2080,1614.587258
PAO,s51_std,2085,1614.587258
PAO,s51_std,2090,1614.587258
PAO,s51_std,2095,1614.587258
PAO,s51_std,2100,1614.587258
PAO,s52_low,2020,1937.504709
PAO,s52_low,2025,1937.504709
PAO,s52_low,2030,1937.504709
PAO,s52_low,2035,1937.504709
PAO,s52_low,2040,1937.504709
PAO,s52_low,2045,1937.504709
PAO,s52_low,2050,1937.504709
PAO,s52_low,2055,1937.504709
PAO,s52_low,2060,1937.504709
PAO,s52_low,2065,1937.504709
PAO,s52_low,2070,1937.504709
PAO,s52_low,2075,1937.504709
PAO,s52_low,2080,1937.504709
PAO,s52_low,2085,1937.504709
PAO,s52_low,2090,1937.504709
PAO,s52_low,2095,1937.504709
PAO,s52_low,2100,1937.504709
PAS,s51_std,2020,454.7754109
PAS,s51_std,2025,454.7754109
PAS,s51_std,2030,454.7754109
PAS,s51_std,2035,454.7754109
PAS,s51_std,2040,454.7754109
PAS,s51_std,2045,454.7754109
PAS,s51_std,2050,454.7754109
PAS,s51_std,2055,454.7754109
PAS,s51_std,2060,454.7754109
PAS,s51_std,2065,454.7754109
PAS,s51_std,2070,454.7754109
PAS,s51_std,2075,454.7754109
PAS,s51_std,2080,454.7754109
PAS,s51_std,2085,454.7754109
PAS,s51_std,2090,454.7754109
PAS,s51_std,2095,454.7754109
PAS,s51_std,2100,454.7754109
PAS,s52_low,2020,591.2080342
PAS,s52_low,2025,591.2080342
PAS,s52_low,2030,591.2080342
PAS,s52_low,2035,591.2080342
PAS,s52_low,2040,591.2080342
PAS,s52_low,2045,591.2080342
PAS,s52_low,2050,591.2080342
PAS,s52_low,2055,591.2080342
PAS,s52_low,2060,591.2080342
PAS,s52_low,2065,591.2080342
PAS,s52_low,2070,591.2080342
PAS,s52_low,2075,591.2080342
PAS,s52_low,2080,591.2080342
PAS,s52_low,2085,591.2080342
PAS,s52_low,2090,591.2080342
PAS,s52_low,2095,591.2080342
PAS,s52_low,2100,591.2080342
SAS,s51_std,2020,454.7754109
SAS,s51_std,2025,454.7754109
SAS,s51_std,2030,454.7754109
SAS,s51_std,2035,454.7754109
SAS,s51_std,2040,454.7754109
SAS,s51_std,2045,454.7754109
SAS,s51_std,2050,454.7754109
SAS,s51_std,2055,454.7754109
SAS,s51_std,2060,454.7754109
SAS,s51_std,2065,454.7754109
SAS,s51_std,2070,454.7754109
SAS,s51_std,2075,454.7754109
SAS,s51_std,2080,454.7754109
SAS,s51_std,2085,454.7754109
SAS,s51_std,2090,454.7754109
SAS,s51_std,2095,454.7754109
SAS,s51_std,2100,454.7754109
SAS,s52_low,2020,591.2080342
SAS,s52_low,2025,591.2080342
SAS,s52_low,2030,591.2080342
SAS,s52_low,2035,591.2080342
SAS,s52_low,2040,591.2080342
SAS,s52_low,2045,591.2080342
SAS,s52_low,2050,591.2080342
SAS,s52_low,2055,591.2080342
SAS,s52_low,2060,591.2080342
SAS,s52_low,2065,591.2080342
SAS,s52_low,2070,591.2080342
SAS,s52_low,2075,591.2080342
SAS,s52_low,2080,591.2080342
SAS,s52_low,2085,591.2080342
SAS,s52_low,2090,591.2080342
SAS,s52_low,2095,591.2080342
SAS,s52_low,2100,591.2080342
WEU,s51_std,2020,1614.587258
WEU,s51_std,2025,1614.587258
WEU,s51_std,2030,1614.587258
WEU,s51_std,2035,1614.587258
WEU,s51_std,2040,1614.587258
WEU,s51_std,2045,1614.587258
WEU,s51_std,2050,1614.587258
WEU,s51_std,2055,1614.587258
WEU,s51_std,2060,1614.587258
WEU,s51_std,2065,1614.587258
WEU,s51_std,2070,1614.587258
WEU,s51_std,2075,1614.587258
WEU,s51_std,2080,1614.587258
WEU,s51_std,2085,1614.587258
WEU,s51_std,2090,1614.587258
WEU,s51_std,2095,1614.587258
WEU,s51_std,2100,1614.587258
WEU,s52_low,2020,1937.504709
WEU,s52_low,2025,1937.504709
WEU,s52_low,2030,1937.504709
WEU,s52_low,2035,1937.504709
WEU,s52_low,2040,1937.504709
WEU,s52_low,2045,1937.504709
WEU,s52_low,2050,1937.504709
WEU,s52_low,2055,1937.504709
WEU,s52_low,2060,1937.504709
WEU,s52_low,2065,1937.504709
WEU,s52_low,2070,1937.504709
WEU,s52_low,2075,1937.504709
WEU,s52_low,2080,1937.504709
WEU,s52_low,2085,1937.504709
WEU,s52_low,2090,1937.504709
WEU,s52_low,2095,1937.504709
WEU,s52_low,2100,1937.504709
