region_gea,eneff,year,value
AFR,s51_std,2020,454.7754109
AFR,s51_std,2025,454.7754109
AFR,s51_std,2030,454.7754109
AFR,s51_std,2035,454.7754109
AFR,s51_std,2040,454.7754109
AFR,s51_std,2045,454.7754109
AFR,s51_std,2050,454.7754109
AFR,s51_std,2055,454.7754109
AFR,s51_std,2060,454.7754109
AFR,s51_std,2065,454.7754109
AFR,s51_std,2070,454.7754109
AFR,s51_std,2075,454.7754109
AFR,s51_std,2080,454.7754109
AFR,s51_std,2085,454.7754109
AFR,s51_std,2090,454.7754109
AFR,s51_std,2095,454.7754109
AFR,s51_std,2100,454.7754109
AFR,s52_low,2020,591.2080342
AFR,s52_low,2025,591.2080342
AFR,s52_low,2030,591.2080342
AFR,s52_low,2035,591.2080342
AFR,s52_low,2040,591.2080342
AFR,s52_low,2045,591.2080342
AFR,s52_low,2050,591.2080342
AFR,s52_low,2055,591.2080342
AFR,s52_low,2060,591.2080342
AFR,s52_low,2065,591.2080342
AFR,s52_low,2070,591.2080342
AFR,s52_low,2075,591.2080342
AFR,s52_low,2080,591.2080342
AFR,s52_low,2085,591.2080342
AFR,s52_low,2090,591.2080342
AFR,s52_low,2095,591.2080342
AFR,s52_low,2100,591.2080342
CPA,s51_std,2020,454.7754109
CPA,s51_std,2025,454.7754109
CPA,s51_std,2030,454.7754109
CPA,s51_std,2035,454.7754109
CPA,s51_std,2040,454.7754109
CPA,s51_std,2045,454.7754109
CPA,s51_std,2050,454.7754109
CPA,s51_std,2055,454.7754109
CPA,s51_std,2060,454.7754109
CPA,s51_std,2065,454.7754109
CPA,s51_std,2070,454.7754109
CPA,s51_std,2075,454.7754109
CPA,s51_std,2080,454.7754109
CPA,s51_std,2085,454.7754109
CPA,s51_std,2090,454.7754109
CPA,s51_std,2095,454.7754109
CPA,s51_std,2100,454.7754109
CPA,s52_low,2020,591.2080342
CPA,s52_low,2025,591.2080342
CPA,s52_low,2030,591.2080342
CPA,s52_low,2035,591.2080342
CPA,s52_low,2040,591.2080342
CPA,s52_low,2045,591.2080342
CPA,s52_low,2050,591.2080342
CPA,s52_low,2055,591.2080342
CPA,s52_low,2060,591.2080342
CPA,s52_low,2065,591.2080342
CPA,s52_low,2070,591.2080342
CPA,s52_low,2075,591.2080342
CPA,s52_low,2080,591.2080342
CPA,s52_low,2085,591.2080342
CPA,s52_low,2090,591.2080342
CPA,s52_low,2095,591.2080342
CPA,s52_low,2100,591.2080342
EEU,s51_std,2020,1614.587258
EEU,s51_std,2025,1614.587258
EEU,s51_std,2030,1614.587258
EEU,s51_std,2035,1614.587258
EEU,s51_std,2040,1614.587258
EEU,s51_std,2045,1614.587258
EEU,s51_std,2050,1614.587258
EEU,s51_std,2055,1614.587258
EEU,s51_std,2060,1614.587258
EEU,s51_std,2065,1614.587258
EEU,s51_std,2070,1614.587258
EEU,s51_std,2075,1614.587258
EEU,s51_std,2080,1614.587258
EEU,s51_std,2085,1614.587258
EEU,s51_std,2090,1614.587258
EEU,s51_std,2095,1614.587258
EEU,s51_std,2100,1614.587258
EEU,s52_low,2020,1937.504709
EEU,s52_low,2025,1937.504709
EEU,s52_low,2030,1937.504709
EEU,s52_low,2035,1937.504709
EEU,s52_low,2040,1937.504709
EEU,s52_low,2045,1937.504709
EEU,s52_low,2050,1937.504709
EEU,s52_low,2055,1937.504709
EEU,s52_low,2060,1937.504709
EEU,s52_low,2065,1937.504709
EEU,s52_low,2070,1937.504709
EEU,s52_low,2075,1937.504709
EEU,s52_low,2080,1937.504709
EEU,s52_low,2085,1937.504709
EEU,s52_low,2090,1937.504709
EEU,s52_low,2095,1937.504709
EEU,s52_low,2100,1937.504709
FSU,s51_std,2020,1614.587258
FSU,s51_std,2025,1614.587258
FSU,s51_std,2030,1614.587258
FSU,s51_std,2035,1614.587258
FSU,s51_std,2040,1614.587258
FSU,s51_std,2045,1614.587258
FSU,s51_std,2050,1614.587258
FSU,s51_std,2055,1614.587258
FSU,s51_std,2060,1614.587258
FSU,s51_std,2065,1614.587258
FSU,s51_std,2070,1614.587258
FSU,s51_std,2075,1614.587258
FSU,s51_std,2080,1614.587258
FSU,s51_std,2085,1614.587258
FSU,s51_std,2090,1614.587258
FSU,s51_std,2095,1614.587258
FSU,s51_std,2100,1614.587258
FSU,s52_low,2020,1937.504709
FSU,s52_low,2025,1937.504709
FSU,s52_low,2030,1937.504709
FSU,s52_low,2035,1937.504709
FSU,s52_low,2040,1937.504709
FSU,s52_low,2045,1937.504709
FSU,s52_low,2050,1937.504709
FSU,s52_low,2055,1937.504709
FSU,s52_low,2060,1937.504709
FSU,s52_low,2065,1937.504709
FSU,s52_low,2070,1937.504709
FSU,s52_low,2075,1937.504709
FSU,s52_low,2080,1937.504709
FSU,s52_low,2085,1937.504709
FSU,s52_low,2090,1937.504709
FSU,s52_low,2095,1937.504709
FSU,s52_low,2100,1937.504709
LAC,s51_std,2020,454.7754109
LAC,s51_std,2025,454.7754109
LAC,s51_std,2030,454.7754109
LAC,s51_std,2035,454.7754109
LAC,s51_std,2040,454.7754109
LAC,s51_std,2045,454.7754109
LAC,s51_std,2050,454.7754109
LAC,s51_std,2055,454.7754109
LAC,s51_std,2060,454.7754109
LAC,s51_std,2065,454.7754109
LAC,s51_std,2070,454.7754109
LAC,s51_std,2075,454.7754109
LAC,s51_std,2080,454.7754109
LAC,s51_std,2085,454.7754109
LAC,s51_std,2090,454.7754109
LAC,s51_std,2095,454.7754109
LAC,s51_std,2100,454.7754109
LAC,s52_low,2020,591.2080342
LAC,s52_low,2025,591.2080342
LAC,s52_low,2030,591.2080342
LAC,s52_low,2035,591.2080342
LAC,s52_low,2040,591.2080342
LAC,s52_low,2045,591.2080342
LAC,s52_low,2050,591.2080342
LAC,s52_low,2055,591.2080342
LAC,s52_low,2060,591.2080342
LAC,s52_low,2065,591.2080342
LAC,s52_low,2070,591.2080342
LAC,s52_low,2075,591.2080342
LAC,s52_low,2080,591.2080342
LAC,s52_low,2085,591.2080342
LAC,s52_low,2090,591.2080342
LAC,s52_low,2095,591.2080342
LAC,s52_low,2100,591.2080342
MEA,s51_std,2020,454.7754109
MEA,s51_std,2025,454.7754109
MEA,s51_std,2030,454.7754109
MEA,s51_std,2035,454.7754109
MEA,s51_std,2040,454.7754109
MEA,s51_std,2045,454.7754109
MEA,s51_std,2050,454.7754109
MEA,s51_std,2055,454.7754109
MEA,s51_std,2060,454.7754109
MEA,s51_std,2065,454.7754109
MEA,s51_std,2070,454.7754109
MEA,s51_std,2075,454.7754109
MEA,s51_std,2080,454.7754109
MEA,s51_std,2085,454.7754109
MEA,s51_std,2090,454.7754109
MEA,s51_std,2095,454.7754109
MEA,s51_std,2100,454.7754109
MEA,s52_low,2020,591.2080342
MEA,s52_low,2025,591.2080342
MEA,s52_low,2030,591.2080342
MEA,s52_low,2035,591.2080342
MEA,s52_low,2040,591.2080342
MEA,s52_low,2045,591.2080342
MEA,s52_low,2050,591.2080342
MEA,s52_low,2055,591.2080342
MEA,s52_low,2060,591.2080342
MEA,s52_low,2065,591.2080342
MEA,s52_low,2070,591.2080342
MEA,s52_low,2075,591.2080342
MEA,s52_low,2080,591.2080342
MEA,s52_low,2085,591.2080342
MEA,s52_low,2090,591.2080342
MEA,s52_low,2095,591.2080342
MEA,s52_low,2100,591.2080342
"NAM",s51_std,2020,1614.587258
"NAM",s51_std,2025,1614.587258
