region_bld,ssp,scenario,urt,arch,mat,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
C-EEU-EST,SSP1,nsp,urb,mfh,perm,18.03966501,19.85192775,21.62276233,23.3035441,24.85602288,26.25501044,27.48854329,28.5561729,29.46606967,30.23199613,30.87059531,31.39931291,31.83497225,32.19295593,32.48682112,32.72816813,32.92674682,33.09062331
C-EEU-EST,SSP1,nsp,urb,sfh,perm,31.5133606,34.6791893,37.77264744,40.70879298,43.42080695,45.86468823,48.01953787,49.88457231,51.47406443,52.81205583,53.92762012,54.85123308,55.61228323,56.23764235,56.75099333,57.17260068,57.51949636,57.80577102
C-EEU-HUN,SSP1,nsp,rur,mfh,perm,25.01030561,26.18522897,27.34259512,28.45277244,29.49169655,30.44256507,31.29613,32.04987831,32.70655159,33.27247453,33.75603548,34.16653156,34.51327006,34.8050948,35.0500461,35.25527107,35.42699919,35.57058858
C-EEU-HUN,SSP1,nsp,rur,sfh,perm,41.81111773,43.77530242,45.71013572,47.56608083,49.30290801,50.89252776,52.31947968,53.57956262,54.67735983,55.62344466,56.43184037,57.11808947,57.69775149,58.18561113,58.59510984,58.93819582,59.22528326,59.46532961
C-EEU-HUN,SSP1,nsp,urb,mfh,perm,23.51806301,24.62288445,25.71119622,26.75513469,27.73207128,28.62620613,29.42884302,30.13761885,30.75511165,31.28726873,31.74197797,32.12798175,32.45403206,32.72844505,32.9587813,33.1517615,33.31324345,33.44826555
C-EEU-HUN,SSP1,nsp,urb,sfh,perm,41.08353453,43.01353912,44.91470309,46.73835167,48.44495515,50.00691287,51.40903345,52.64718884,53.72588254,54.65550392,55.4498322,56.12413942,56.69371435,57.17308442,57.57545716,57.91257288,58.19466452,58.43053367
C-EEU-LTU,SSP1,nsp,rur,mfh,perm,19.0565669,20.98593283,22.87056159,24.6588173,26.31014579,27.79790175,29.10950014,30.24458453,31.21194137,32.02627988,32.70535054,33.26773889,33.73135407,34.11256221,34.42578027,34.6833389,34.89559733,35.07112203
C-EEU-LTU,SSP1,nsp,rur,sfh,perm,31.85792187,35.08335013,38.23398875,41.2235152,43.9841328,46.47129711,48.66396903,50.56155268,52.17873686,53.54011181,54.67535196,55.61552782,56.39057908,57.02786591,57.55148994,57.98206503,58.33690924,58.63034363
C-EEU-LTU,SSP1,nsp,urb,mfh,perm,17.91955477,19.73380488,21.50598706,23.1875463,24.74034809,26.13933693,27.37267866,28.44003811,29.3496775,30.11542842,30.75398225,31.28281564,31.71876917,32.07723249,32.37176236,32.61395373,32.81354774,32.97859973
C-EEU-LTU,SSP1,nsp,urb,sfh,perm,31.30354088,34.4728413,37.56865356,40.50615726,43.21873551,45.662619,47.81713478,49.6816973,51.27073979,52.60842454,53.72390962,54.64772485,55.40928892,56.0354859,56.549998,56.97308036,57.32174969,57.61007783
C-EEU-LVA,SSP1,nsp,rur,mfh,perm,19.09424259,21.02453282,22.91137114,24.70289147,26.3582589,27.85053744,29.16687294,30.30668137,31.27857179,32.09712629,32.78001287,33.34577113,33.81229213,34.19594392,34.51115894,34.7702918,34.9837305,35.16007249
C-EEU-LVA,SSP1,nsp,rur,sfh,perm,31.92090642,35.14787988,38.30221235,41.29719644,44.06456616,46.55929113,48.75988233,50.66536342,52.29012665,53.65854969,54.80016913,55.74597866,56.52588774,57.16725975,57.69422222,58.12742903,58.48424636,58.77904706
C-EEU-LVA,SSP1,nsp,urb,mfh,perm,17.95498253,19.7701018,21.5443617,23.22899078,24.78559053,26.18883211,27.42662831,28.49842994,29.41233242,30.18204778,30.82418985,31.35619209,31.79487806,32.15563922,32.4520469,32.69571858,32.89642243,33.06224295
C-EEU-LVA,SSP1,nsp,urb,sfh,perm,31.36542939,34.53624813,37.63568995,40.57855632,43.29776919,45.74908178,47.91137903,49.78370156,51.3801912,52.7248014,53.84655476,54.77590563,55.54224299,56.17245405,56.6902465,57.11591478,57.4665229,57.75619357
C-EEU-POL,SSP1,nsp,rur,mfh,perm,21.10213011,22.75655153,24.38776289,25.95118561,27.41027749,28.73938514,29.92439475,30.96156981,31.85533114,32.6157373,33.25607342,33.79097906,34.23504515,34.60201879,34.90428866,35.15271443,35.3566087,35.5238525
C-EEU-POL,SSP1,nsp,rur,sfh,perm,35.27760358,38.04339179,40.77037847,43.38403911,45.82328409,48.04522722,50.02627364,51.76017682,53.25432729,54.52554054,55.59602601,56.4902575,57.23262745,57.84611769,58.35143902,58.76674618,59.10760757,59.38719832
C-EEU-POL,SSP1,nsp,urb,mfh,perm,19.84306924,21.39877941,22.93266437,24.40280531,25.77484031,27.02464662,28.1389525,29.1142444,29.95467935,30.6697158,31.2718462,31.77483664,32.19240747,32.53748559,32.8217205,33.05532391,33.24705281,33.40431799
C-EEU-POL,SSP1,nsp,urb,sfh,perm,34.66371442,37.3813733,40.06090586,42.62908445,45.0258825,47.20916011,49.15573301,50.85946339,52.32761315,53.57670516,54.6285624,55.50723277,56.23668424,56.83949873,57.33602663,57.74410675,58.07903658,58.35376199
C-EEU-ROU,SSP1,nsp,rur,mfh,perm,18.53935208,20.45234948,22.34391618,24.16144528,25.86151722,27.41328899,28.79933775,30.01447771,31.06316593,31.95657118,32.70979804,33.33965065,33.86300972,34.29581884,34.65252744,34.94581712,35.18660316,35.38412445
C-EEU-ROU,SSP1,nsp,rur,sfh,perm,30.99326513,34.19132919,37.35356634,40.39203075,43.23413548,45.82831859,48.14545333,50.17687032,51.9300207,53.4235759,54.6827871,55.73574671,56.61067516,57.33422621,57.93055579,58.42086445,58.82339986,59.15360717
C-EEU-ROU,SSP1,nsp,urb,mfh,perm,17.43319963,19.23205783,21.010764,22.71985003,24.31848699,25.77767213,27.08102214,28.22366065,29.20977877,30.0498789,30.7581644,31.35043678,31.84256958,32.24955509,32.58498063,32.86077115,33.08719067,33.27292683
C-EEU-ROU,SSP1,nsp,urb,sfh,perm,30.4539306,33.59634301,36.70355197,39.68914203,42.48178939,45.03082939,47.30764211,49.30370906,51.0263517,52.49391655,53.73121537,54.76585173,55.62555496,56.33651502,56.92246747,57.40424394,57.79977456,58.12423572
C-EEU-SVK,SSP1,nsp,rur,mfh,perm,21.24507303,22.84496441,24.42699168,25.94803095,27.37238339,28.67455486,29.84004583,30.86432465,31.75081051,32.50848869,33.14959303,33.68782633,34.13700767,34.51022185,34.81935999,35.07490508,35.28589874,35.46002775
C-EEU-SVK,SSP1,nsp,rur,sfh,perm,35.5165692,38.19119652,40.83595943,43.3787653,45.75993443,47.93684683,49.88526285,51.59760667,53.07959435,54.34624707,55.41801682,56.31781135,57.06873274,57.69265564,58.20945905,58.63666797,58.9893978,59.28049894
C-EEU-SVK,SSP1,nsp,urb,mfh,perm,19.97748345,21.48191713,22.96955258,24.39983887,25.73920717,26.96368444,28.05963626,29.02280137,29.85639496,30.56886619,31.17171897,31.67783852,32.1002194,32.45116573,32.74185911,32.98215707,33.18056177,33.34430136
C-EEU-SVK,SSP1,nsp,urb,sfh,perm,34.89852164,37.52660599,40.1253456,42.62390241,44.96363522,47.10266572,49.01717605,50.69972223,52.15592085,53.4005317,54.45365087,55.33778747,56.07564158,56.68870718,57.19651734,57.61629211,57.96288386,58.24891936
C-EEU-SVN,SSP1,nsp,rur,mfh,perm,18.13821288,20.03532741,21.91641192,23.72902394,25.42953825,26.9866277,28.3822157,29.6103903,30.67488382,31.58618655,32.35879384,33.00897787,33.55316432,34.00691405,34.38436016,34.69792822,34.95833142,35.17465447
C-EEU-SVN,SSP1,nsp,rur,sfh,perm,30.32265842,33.49417021,36.63888372,39.66912797,42.51197224,45.1150452,47.44812721,49.50133494,51.28090792,52.80438333,54.09599388,55.18294265,56.09268937,56.85124802,57.48224565,58.00645481,58.44178531,58.80342457
C-EEU-SVN,SSP1,nsp,urb,mfh,perm,17.05599444,18.83991743,20.60876683,22.31322916,23.9122821,25.37646763,26.68878772,27.84368315,28.84466355,29.70159331,30.4281029,31.03949363,31.55121113,31.97788784,32.33281359,32.62767258,32.87253879,33.0759549
C-EEU-SVN,SSP1,nsp,urb,sfh,perm,29.79499358,32.91131577,36.00130602,38.97881895,41.772193,44.32996814,46.62245064,48.63992912,50.38853456,51.88549896,53.15463333,54.22266738,55.11658299,55.86194145,56.48195868,56.99704572,57.42480074,57.78014687
C-WEU-AUT,SSP1,nsp,rur,mfh,perm,32.53854765,32.77128634,32.97653897,33.15639577,33.31311568,33.44897026,33.56614779,33.66669915,33.75251179,33.82530134,33.8866142,33.93783608,33.98020381,34.01481832,34.04265772,34.0645899,34.08138418,34.09372206
C-WEU-AUT,SSP1,nsp,rur,sfh,perm,54.3964983,54.78558051,55.12871273,55.42938935,55.69138672,55.91850238,56.11439456,56.28249186,56.42594961,56.54763596,56.65013607,56.73576653,56.80659502,56.86446202,56.91100269,56.94766793,56.97574388,56.99636979
C-WEU-AUT,SSP1,nsp,urb,mfh,perm,29.61528779,29.82711726,30.01393001,30.1776285,30.3202687,30.44391812,30.55056843,30.64208627,30.72018951,30.78643966,30.84224418,30.88886429,30.92742571,30.95893045,30.98426876,31.00423055,31.01951604,31.03074549
C-WEU-AUT,SSP1,nsp,urb,sfh,perm,51.73473247,52.10477585,52.43111769,52.7170814,52.96625854,53.18226083,53.36856748,53.52843934,53.66487732,53.78060923,53.87809373,53.95953407,54.02689673,54.08193214,54.12619545,54.16106656,54.18776868,54.20738531
C-WEU-BEL,SSP1,nsp,rur,mfh,perm,27.20716444,27.41487831,27.62177379,27.8274871,28.03165948,28.2339401,28.4339888,28.63147865,28.82609834,29.01755425,29.20557227,29.38989936,29.57030474,29.74658082,29.9185438,30.086034,30.24891591,30.40707788
C-WEU-BEL,SSP1,nsp,rur,sfh,perm,45.48372872,45.83097555,46.17685422,46.52075659,46.86208291,47.20024666,47.53467918,47.86483394,48.19019049,48.51025797,48.82457815,49.13272799,49.43432169,49.7290122,50.01649227,50.29649496,50.56879368,50.83320184
C-WEU-BEL,SSP1,nsp,urb,mfh,perm,24.76287551,24.95192839,25.1402364,25.32746845,25.51329801,25.69740575,25.87948209,26.05922948,26.23636455,26.41062008,26.58174659,26.74951375,26.91371153,27.07415098,27.23066482,27.38310772,27.53135633,27.67530905
C-WEU-BEL,SSP1,nsp,urb,sfh,perm,43.25808849,43.5883436,43.91729751,44.24437182,44.56899613,44.89061263,45.20868047,45.52267988,45.83211586,46.13652159,46.43546125,46.72853249,47.0153684,47.29563892,47.56905182,47.83535323,48.09432766,48.34579762
C-WEU-CHE,SSP1,nsp,rur,mfh,perm,41.95235832,42.02686363,42.00500567,41.91547083,41.77763392,41.60489102,41.40679135,41.19029729,40.96063946,40.72183134,40.47701794,40.22869439,39.97888246,39.72921931,39.4810771,39.23555764,38.99360624,38.75599591
C-WEU-CHE,SSP1,nsp,rur,sfh,perm,70.13408874,70.25864341,70.22210224,70.07242186,69.84199225,69.55320835,69.22203412,68.86010897,68.47617721,68.07694841,67.66768024,67.25254396,66.83491947,66.4175437,66.00271059,65.59226207,65.18777847,64.79055208
C-WEU-CHE,SSP1,nsp,urb,mfh,perm,38.18336265,38.25117442,38.23128017,38.14978913,38.02433548,37.86711178,37.68680937,37.48976511,37.28073972,37.06338609,36.84056671,36.61455252,36.38718367,36.15995022,35.93410109,35.71063908,35.49042456,35.27416112
C-WEU-CHE,SSP1,nsp,urb,sfh,perm,66.70224061,66.82070049,66.78594737,66.64359126,66.42443719,66.14978425,65.83481526,65.49060007,65.12545512,64.74576165,64.35652006,63.96169751,63.5645085,63.16755604,62.77302182,62.38265764,61.9979665,61.62017746
C-WEU-CYP,SSP1,nsp,rur,mfh,perm,26.91890054,27.34805495,27.73224362,28.07897586,28.39454231,28.68406701,28.95164636,29.2005243,29.43327695,29.65196244,29.85821143,30.05334057,30.23839887,30.41426195,30.58163482,30.7411169,30.89319617,31.03829366
C-WEU-CYP,SSP1,nsp,rur,sfh,perm,45.00182195,45.71926323,46.36153277,46.94118432,47.46873429,47.95274883,48.40007609,48.81613918,49.20524472,49.57083341,49.91563129,50.24183952,50.55121177,50.84521186,51.12501838,51.39163344,51.64587281,51.88844034
C-WEU-CYP,SSP1,nsp,urb,mfh,perm,24.50050922,24.89110844,25.24078163,25.55636348,25.84357947,26.10709331,26.35063335,26.57715213,26.7889943,26.98803311,27.17575271,27.35335146,27.52178415,27.68184771,27.83418381,27.97933804,28.11775453,28.24981647
C-WEU-CYP,SSP1,nsp,urb,sfh,perm,42.79976271,43.48209767,44.09293925,44.6442269,45.14596244,45.60629286,46.0317312,46.42743522,46.79750078,47.14520024,47.47312625,47.78337223,48.07760607,48.35721995,48.6233348,48.87690367,49.11870243,49.34940048
C-WEU-DEU,SSP1,nsp,rur,mfh,perm,35.04508483,35.27230217,35.42833413,35.53183063,35.59605155,35.63051818,35.64220009,35.63627702,35.6166661,35.58638652,35.5478041,35.50280133,35.45288161,35.3992631,35.34294932,35.28476725,35.22540182,35.16542192
C-WEU-DEU,SSP1,nsp,rur,sfh,perm,58.5868158,58.96666765,59.22751495,59.40053581,59.50789749,59.56551727,59.58504657,59.57514464,59.54235997,59.49173992,59.42723954,59.35200592,59.26855233,59.1789153,59.08477242,58.98750622,58.88826173,58.78799
C-WEU-DEU,SSP1,nsp,urb,mfh,perm,31.89663792,32.10344208,32.24545614,32.33965453,32.39810585,32.429476,32.44010841,32.43471747,32.41686839,32.38930912,32.35419294,32.31323322,32.26779828,32.21899685,32.16774229,32.11478729,32.06075525,32.00616394
C-WEU-DEU,SSP1,nsp,urb,sfh,perm,55.72000655,56.08127124,56.32935458,56.49390907,56.59601725,56.65081755,56.66939123,56.65997383,56.6287934,56.58065032,56.51930612,56.44775387,56.3683839,56.28313305,56.19359683,56.10109012,56.00670193,55.91133676
C-WEU-DNK,SSP1,nsp,rur,mfh,perm,45.31636275,45.04506989,44.74820101,44.43299842,44.10478085,43.76757705,43.42454732,43.07823482,42.73071236,42.38371327,42.03871099,41.69694349,41.35948533,41.02725337,40.70103659,40.38149673,40.06922053,39.76467383
C-WEU-DNK,SSP1,nsp,rur,sfh,perm,75.75788188,75.30434654,74.80805432,74.28111264,73.73241309,73.16869077,72.5952289,72.01627904,71.43530644,70.85520879,70.2784493,69.70709758,69.14295001,68.58753938,68.04218466,67.50799213,66.98594264,66.476815
C-WEU-DNK,SSP1,nsp,urb,mfh,perm,41.24514526,40.99822533,40.72802711,40.44114229,40.14241176,39.83550232,39.52329034,39.20809052,38.89178944,38.57596472,38.26195741,37.95089427,37.64375331,37.34136903,37.04445954,36.75362711,36.46940577,36.19221952
C-WEU-DNK,SSP1,nsp,urb,sfh,perm,72.05084655,71.6195039,71.14749659,70.64633956,70.12448935,69.58835146,69.04295062,68.49233032,67.93978625,67.38807433,66.83953722,66.29614327,65.75960095,65.23136804,64.71269898,64.20464592,63.7081417,63.22392704
C-WEU-ESP,SSP1,nsp,rur,mfh,perm,27.63727257,28.02348244,28.35525036,28.64737648,28.90980815,29.14937298,29.37080939,29.57751864,29.77194637,29.95588335,30.13066346,30.29730901,30.45658062,30.60908039,30.7552735,30.8955294,31.0301624,31.15941008
C-WEU-ESP,SSP1,nsp,rur,sfh,perm,46.20276438,46.84841289,47.40304775,47.89141122,48.33013284,48.73062668,49.10081422,49.44638156,49.77141721,50.07891487,50.37110449,50.64969512,50.91595833,51.17090066,51.41529981,51.64977339,51.87484686,52.09091738
C-WEU-ESP,SSP1,nsp,urb,mfh,perm,25.15434277,25.50585559,25.80781751,26.07369905,26.31255389,26.53059624,26.73213882,26.92027733,27.09723769,27.26464979,27.42372767,27.5754018,27.72036447,27.85916367,27.99222281,28.11987813,28.24241572,28.3600518
C-WEU-ESP,SSP1,nsp,urb,sfh,perm,43.94193982,44.55599502,45.08349012,45.54795666,45.96521046,46.34610707,46.69818035,47.02683816,47.33596894,47.62841992,47.90631192,48.17127037,48.42450461,48.66697194,48.89941198,49.12241214,49.33647217,49.54196978
C-WEU-FIN,SSP1,nsp,rur,mfh,perm,41.043134,40.90632954,40.75775121,40.59895751,40.43146063,40.25665096,40.07584773,39.89028758,39.70110539,39.50937031,39.31605864,39.12207383,38.92823466,38.73528686,38.54390667,38.35469601,38.16820144,37.98489292
C-WEU-FIN,SSP1,nsp,rur,sfh,perm,68.61408792,68.38538429,68.13699764,67.8715334,67.59151955,67.29928051,66.9970217,66.6868105,66.37054411,66.05000992,65.72684006,65.40254488,65.07849316,64.75593161,64.43599071,64.11967673,63.8079034,63.50145636
C-WEU-FIN,SSP1,nsp,urb,mfh,perm,37.35582295,37.23130899,37.09607892,36.95155124,36.79910226,36.63999747,36.47543758,36.30654814,36.13436206,35.95985244,35.78390787,35.60735064,35.43092596,35.25531257,35.08112596,34.90891396,34.73917405,34.57233395
C-WEU-FIN,SSP1,nsp,urb,sfh,perm,65.25661749,65.03910494,64.80287251,64.55039814,64.28408612,64.00614712,63.71867864,63.42364689,63.12285626,62.81800667,62.51065037,62.20222382,61.89402881,61.58725106,61.28296572,60.98212983,60.6856124,60.39416064
C-WEU-FRA,SSP1,nsp,rur,mfh,perm,30.54845705,30.70607629,30.85337005,30.99157517,31.12171654,31.24465954,31.36110885,31.47168034,31.57686621,31.67709084,31.77272447,31.86406259,31.9513827,32.03491222,32.11484265,32.19135873,32.26461893,32.33475109
C-WEU-FRA,SSP1,nsp,rur,sfh,perm,51.06955325,51.3330541,51.57929327,51.81033845,52.02790301,52.23343366,52.42810843,52.61295694,52.788802,52.95635309,53.11622914,53.26892415,53.41490203,53.55454296,53.68816711,53.8160833,53.93855645,54.05580027
C-WEU-FRA,SSP1,nsp,urb,mfh,perm,27.80398673,27.94744547,28.08150638,28.20729516,28.32574465,28.43764246,28.54362997,28.64426773,28.74000371,28.83122417,28.91826609,29.0013984,29.08087368,29.15689891,29.2296484,29.29929029,29.3659688,29.42980029
C-WEU-FRA,SSP1,nsp,urb,sfh,perm,48.57058372,48.82119077,49.0553808,49.27512032,49.48203887,49.67751235,49.86266117,50.03846455,50.20570504,50.3650574,50.5171103,50.66233353,50.80116833,50.93397626,51.06106181,51.18271872,51.29919893,51.4107057
C-WEU-GBR,SSP1,nsp,rur,mfh,perm,31.44865584,31.7469216,32.02069502,32.26590813,32.48065799,32.66505043,32.82078983,32.95063628,33.05790005,33.14602036,33.218251,33.27753289,33.32637338,33.36689451,33.40079765,33.42947556,33.45401677,33.475281
C-WEU-GBR,SSP1,nsp,rur,sfh,perm,52.5744656,53.07309305,53.53077529,53.94071167,54.29972095,54.60798003,54.86833824,55.08540977,55.26472857,55.4120442,55.53279617,55.631901,55.71355036,55.78129179,55.83796955,55.88591201,55.92693891,55.9624875
C-WEU-GBR,SSP1,nsp,urb,mfh,perm,28.62331175,28.89478135,29.14395899,29.36714218,29.56259893,29.73042557,29.87217336,29.99035442,30.08798162,30.16818521,30.23392666,30.28788267,30.33233534,30.36921605,30.40007334,30.42617483,30.44851126,30.46786511
C-WEU-GBR,SSP1,nsp,urb,sfh,perm,50.00185669,50.47608497,50.9113716,51.30124869,51.64269069,51.93586583,52.18348402,52.38993366,52.56047791,52.700585,52.81542825,52.90968362,52.98733766,53.05176432,53.10566869,53.15126519,53.19028454,53.22409364
C-WEU-GRC,SSP1,nsp,rur,mfh,perm,25.52345073,25.95276956,26.37029722,26.77353449,27.16063641,27.53036856,27.88206778,28.21549078,28.53077447,28.82834084,29.10877968,29.37285244,29.62137566,29.8552177,30.07525107,30.28233729,30.47729513,30.6609146
C-WEU-GRC,SSP1,nsp,rur,sfh,perm,42.66897094,43.38668709,44.08469128,44.75880545,45.40594523,46.02404701,46.61200214,47.16940391,47.69648117,48.1939394,48.66276459,49.10422971,49.51969979,49.91062651,50.27846853,50.62466607,50.95058792,51.25755479
C-WEU-GRC,SSP1,nsp,urb,mfh,perm,23.23042647,23.62117534,24.00119236,24.36820284,24.72052756,25.05704301,25.3771456,25.68061392,25.96757255,26.23840559,26.49364983,26.73399832,26.96019424,27.17302793,27.37329353,27.56177514,27.73921799,27.9063411
C-WEU-GRC,SSP1,nsp,urb,sfh,perm,40.58106432,41.26366071,41.92750969,42.56863765,43.18411116,43.77196757,44.33115248,44.86127909,45.36256506,45.83568133,46.28156565,46.70142871,47.09656872,47.46836636,47.81820889,48.14746605,48.45743968,48.74938584
C-WEU-IRL,SSP1,nsp,rur,mfh,perm,32.97569898,33.2590105,33.50058099,33.70436477,33.87462455,34.01557891,34.13113047,34.22478862,34.29967312,34.35847065,34.40354761,34.43692191,34.46035079,34.47532997,34.48317455,34.48500137,34.48178556,34.47435818
C-WEU-IRL,SSP1,nsp,rur,sfh,perm,55.12730847,55.60093608,56.0047829,56.34545958,56.6300923,56.86573354,57.0589075,57.21548105,57.34066961,57.43896472,57.51432239,57.57011606,57.60928341,57.63432494,57.64743916,57.65049315,57.64511711,57.63270035
C-WEU-IRL,SSP1,nsp,urb,mfh,perm,30.01316548,30.27102433,30.49089215,30.67636802,30.83133167,30.95962271,31.06479313,31.15003704,31.21819392,31.27170909,31.31273634,31.3431123,31.36443633,31.37806978,31.3852096,31.3868723,31.3839454,31.3771853
C-WEU-IRL,SSP1,nsp,urb,sfh,perm,52.42978215,52.8802339,53.26431942,53.58832587,53.85903076,54.08314144,54.26686289,54.41577487,54.53483763,54.62832289,54.6999931,54.75305664,54.79030744,54.81412361,54.82659612,54.82950067,54.82438769,54.81257852
C-WEU-ISL,SSP1,nsp,rur,mfh,perm,28.81049035,29.03839318,29.22682475,29.39740322,29.55783253,29.71153946,29.86022907,30.00479151,30.14570539,30.28323037,30.41747916,30.54849542,30.67626116,30.80075665,30.92193251,31.03975033,31.15415598,31.26510776
C-WEU-ISL,SSP1,nsp,rur,sfh,perm,48.16409775,48.54509557,48.8601071,49.14527261,49.41347119,49.67043162,49.91900429,50.16067737,50.39625094,50.62615908,50.85059024,51.0696174,51.2832105,51.49133651,51.69391293,51.89087554,52.08213382,52.26761807
C-WEU-ISL,SSP1,nsp,urb,mfh,perm,26.22215878,26.42958685,26.60108974,26.75634346,26.90235981,27.04225774,27.17758908,27.30916405,27.43741824,27.56258799,27.68477588,27.80402165,27.92030893,28.03361976,28.14390919,28.25114227,28.35526973,28.45625361
C-WEU-ISL,SSP1,nsp,urb,sfh,perm,45.80729991,46.1696545,46.46925167,46.74046326,46.99553818,47.23992485,47.47633419,47.70618156,47.93022789,48.14888601,48.36233516,48.57064473,48.77378615,48.971728,49.16439182,49.35171652,49.53361602,49.71002403
C-WEU-ITA,SSP1,nsp,rur,mfh,perm,27.93104139,28.26745966,28.58166842,28.87509121,29.14926819,29.40576247,29.64604801,29.8714923,30.083362,30.28277254,30.47072318,30.64810556,30.8157066,30.97423541,31.12428697,31.26643935,31.40116038,31.52890324
C-WEU-ITA,SSP1,nsp,rur,sfh,perm,46.69387404,47.25628316,47.78156342,48.2720946,48.73045148,49.15924723,49.56094592,49.93783366,50.29202801,50.62539371,50.93960122,51.23614121,51.51632918,51.7813506,52.03220013,52.26984417,52.4950648,52.70861964
C-WEU-ITA,SSP1,nsp,urb,mfh,perm,25.42171943,25.72791391,26.0138942,26.28095591,26.53050085,26.76395172,26.98265003,27.18784042,27.38067577,27.56217129,27.73323646,27.89468283,28.04722661,28.1915132,28.32808415,28.45746557,28.58008328,28.69634973
C-WEU-ITA,SSP1,nsp,urb,sfh,perm,44.40901818,44.94390711,45.44348401,45.91001219,46.34594045,46.75375407,47.13579657,47.49424219,47.83110487,48.14815809,48.44699059,48.72902009,48.99549771,49.24755093,49.48612572,49.7121412,49.92634118,50.12944622
C-WEU-LUX,SSP1,nsp,rur,mfh,perm,40.87688576,40.78824894,40.68436609,40.56624967,40.43506497,40.29210036,40.13869956,39.97626032,39.80616598,39.62978499,39.44842749,39.26336221,39.07575747,38.88671382,38.69722751,38.5082206,38.32050062,38.13479414
C-WEU-LUX,SSP1,nsp,rur,sfh,perm,68.33616149,68.18798239,68.01431567,67.81685388,67.59754513,67.35854325,67.1020946,66.8305359,66.54617974,66.25131384,65.94812843,65.6387445,65.32511524,65.00908047,64.69230568,64.37633231,64.0625104,63.75205455
C-WEU-LUX,SSP1,nsp,urb,mfh,perm,37.20451044,37.12383674,37.02928672,36.92178186,36.80238279,36.6722621,36.53264281,36.3847971,36.22998402,36.06944908,35.90438472,35.73594568,35.56519533,35.39313535,35.22067247,35.04864592,34.87779069,34.70876806
C-WEU-LUX,SSP1,nsp,urb,sfh,perm,64.99229074,64.85136244,64.6861937,64.49839424,64.28981685,64.06250997,63.81861004,63.56033943,63.28989757,63.00946025,62.72111051,62.42686557,62.12858302,61.82801268,61.52673852,61.22622657,60.9277608,60.63249639
C-WEU-MLT,SSP1,nsp,rur,mfh,perm,28.83344935,29.06213543,29.26411588,29.44932987,29.62302728,29.78821943,29.94671693,30.09963509,30.24768157,30.39131768,30.53082507,30.66638652,30.79809796,30.92603309,31.05021938,31.17068197,31.28741943,31.40043407
