region_bld,ssp,scenario,urt,arch,mat,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-EEU-LVA,SSP2,FLRD,rur,mfh,perm,19.00055328,20.48484977,21.79681948,22.7983514,23.56407908,24.20540723,24.86821466,25.7286735,26.7131447,27.61642903,28.43868646,29.18200538,29.84994948,30.44710076,30.9787055,31.45033674,31.86761237,32.23606894
C-EEU-LVA,SSP2,FLRD,rur,sfh,perm,31.76428079,34.24566172,36.4389544,38.11327096,39.39338048,40.46552438,41.57357639,43.01205326,44.65784847,46.16791909,47.54253253,48.78518006,49.90181935,50.90011032,51.7888235,52.57727565,53.27485852,53.89082784
C-EEU-LVA,SSP2,FLRD,urb,mfh,perm,17.86688321,19.26261899,20.49630989,21.43808529,22.15812575,22.76118898,23.38444994,24.19356941,25.11930203,25.9686918,26.74188915,27.44085786,28.06894901,28.6304712,29.13035768,29.57384899,29.96622783,30.3127004
C-EEU-LVA,SSP2,FLRD,urb,sfh,perm,31.21152931,33.64973007,35.8048558,37.45003646,38.70786994,39.76135674,40.8501268,42.26357177,43.8807274,45.36452027,46.71521314,47.93623653,49.03344443,50.01436348,50.88761157,51.66234333,52.3477871,52.95303753
C-EEU-POL,SSP2,FLRD,rur,mfh,perm,21.04693461,22.38035222,23.52437819,24.34100337,24.92037977,25.38563474,25.89044657,26.61512047,27.47909054,28.26954474,28.9870587,29.63385578,30.21341032,30.73006043,31.18866169,31.59432837,31.95217419,32.26718778
C-EEU-POL,SSP2,FLRD,rur,sfh,perm,35.18533019,37.41447851,39.32701029,40.69220799,41.66078371,42.4385763,43.28249829,44.49397592,45.93832269,47.25976891,48.45927688,49.54056349,50.50943702,51.37314973,52.13981893,52.81799446,53.41622521,53.94285093
C-EEU-POL,SSP2,FLRD,urb,mfh,perm,19.79116698,21.04502608,22.12079362,22.88869477,23.43350261,23.87099809,24.34569027,25.02712643,25.83954762,26.58283929,27.25754271,27.86574856,28.41072392,28.89654805,29.32778681,29.70924934,30.04574425,30.34196253
C-EEU-POL,SSP2,FLRD,urb,sfh,perm,34.57304674,36.76340416,38.6426547,39.98409568,40.93581656,41.70007427,42.5293106,43.71970651,45.13891923,46.43737008,47.61600461,48.67847503,49.63048855,50.47917121,51.23249909,51.89887323,52.48669377,53.00415533
C-EEU-ROU,SSP2,FLRD,rur,mfh,perm,18.50469658,20.01037625,21.33659374,22.34711767,23.11507026,23.75078301,24.39883425,25.23333865,26.18291568,27.04719619,27.82727873,28.52610714,29.148004,29.69820879,30.18252407,30.60698364,30.97757959,31.30014406
C-EEU-ROU,SSP2,FLRD,rur,sfh,perm,30.9353296,33.45245798,35.66956945,37.35891846,38.64274748,39.70550382,40.78888708,42.18397446,43.77143515,45.21630092,46.52040824,47.68867852,48.72833808,49.648146,50.45780276,51.16739541,51.78694126,52.32619021
C-EEU-ROU,SSP2,FLRD,urb,mfh,perm,17.40061185,18.81645499,20.06354356,21.01377447,21.73590709,22.33368997,22.94307516,23.72778876,24.62070918,25.4334223,26.16696113,26.82409386,27.40888519,27.92626195,28.3816805,28.78081465,29.12929895,29.43261758
C-EEU-ROU,SSP2,FLRD,urb,sfh,perm,30.39700325,32.8703294,35.04885943,36.70881095,37.9702992,39.01456181,40.07909239,41.44990292,43.00973915,44.42946184,45.71087552,46.85881595,47.88038369,48.78418542,49.5797528,50.27699736,50.88576208,51.4156272
C-EEU-SVK,SSP2,FLRD,rur,mfh,perm,21.18354096,22.46924127,23.55882382,24.31704634,24.83725187,25.24429377,25.69196569,26.35893819,27.16455008,27.8982435,28.56105309,29.1555347,29.68534119,30.15489661,30.56905452,30.93286463,31.25133964,31.52935397
C-EEU-SVK,SSP2,FLRD,rur,sfh,perm,35.41370261,37.56307927,39.38459497,40.65215769,41.52181418,42.20228874,42.95068678,44.06570177,45.41248793,46.63904399,47.74709961,48.74092756,49.62663451,50.4116164,51.10398719,51.71218877,52.24460115,52.70937315
C-EEU-SVK,SSP2,FLRD,urb,mfh,perm,19.91962269,21.12861155,22.15318404,22.86616714,23.35533454,23.73809024,24.15905178,24.78622929,25.54377426,26.23369178,26.85695476,27.41596657,27.91416209,28.35570144,28.74514857,29.08725191,29.38672508,29.64815165
C-EEU-SVK,SSP2,FLRD,urb,sfh,perm,34.7974451,36.90941902,38.69923731,39.94474233,40.79926533,41.46789851,42.20327317,43.29888504,44.62223488,45.82744681,46.91622042,47.89275411,48.76304827,49.53437017,50.21469255,50.81231041,51.33545792,51.79214211
C-EEU-SVN,SSP2,FLRD,rur,mfh,perm,18.08331222,19.56791353,20.88781082,21.90731806,22.6952959,23.35767721,24.03507797,24.8984816,25.87758694,26.77408352,27.58827468,28.32242502,28.98028943,29.56664327,30.08691809,30.54685843,30.95223712,31.3087257
C-EEU-SVN,SSP2,FLRD,rur,sfh,perm,30.23087795,32.71276846,34.9193141,36.62368101,37.94098735,39.04832701,40.1807755,41.62417532,43.26100013,44.75972328,46.12085188,47.34817181,48.4479603,49.42820059,50.29797293,51.06688075,51.74457485,52.34053661
C-EEU-SVN,SSP2,FLRD,urb,mfh,perm,17.00436944,18.40039185,19.64153732,20.60021555,21.34117861,21.96403887,22.60102244,23.412911,24.33359791,25.17660493,25.94221728,26.63256446,27.25117732,27.80254629,28.29177886,28.72427681,29.10546854,29.44068719
C-EEU-SVN,SSP2,FLRD,urb,sfh,perm,29.70481023,32.14351171,34.31165978,35.98636785,37.28075087,38.36882097,39.48156297,40.89984523,42.50818655,43.98082942,45.31827211,46.52423462,47.60488496,48.56806744,49.42270428,50.17823183,50.84413291,51.42972395
C-WEU-AUT,SSP2,FLRD,rur,mfh,perm,32.38979084,32.61214338,32.58507936,32.18070705,31.57639052,30.95450807,30.50201468,30.40993276,30.55841893,30.69850589,30.83033731,30.9541499,31.07025117,31.1789983,31.2807796,31.37599884,31.46506284,31.54837199
C-WEU-AUT,SSP2,FLRD,rur,sfh,perm,54.14781327,54.51953238,54.47428796,53.7982763,52.78800676,51.74837131,50.99191298,50.8379745,51.08620708,51.32039824,51.54078815,51.74777254,51.94186548,52.12366411,52.29381756,52.45300086,52.6018941,52.74116663
C-WEU-AUT,SSP2,FLRD,urb,mfh,perm,29.47989527,29.68227169,29.6576391,29.28959556,28.73957076,28.17355817,27.76171674,27.67790744,27.81305363,27.9405552,28.06054289,28.17323218,28.27890292,28.37788022,28.47051749,28.55718225,28.63824475,28.71406941
C-WEU-AUT,SSP2,FLRD,urb,sfh,perm,51.49821627,51.85174617,51.80871567,51.16578307,50.20494872,49.21618541,48.49674259,48.35033674,48.58642263,48.8091542,49.01875984,49.21561593,49.40021139,49.57311412,49.73494151,49.88633555,50.02794304,50.16040059
C-WEU-BEL,SSP2,FLRD,rur,mfh,perm,27.20716444,27.96806826,28.50596714,28.68578728,28.64355448,28.5341357,28.52972656,28.81745961,29.29510771,29.72920765,30.12037547,30.4701708,30.78085248,31.0551505,31.29606717,31.50671396,31.69018487,31.84946395
C-WEU-BEL,SSP2,FLRD,rur,sfh,perm,45.48372872,46.75577392,47.65500938,47.95562469,47.88502177,47.70210032,47.69472931,48.17574865,48.97425952,49.69996851,50.35390549,50.93867778,51.45806161,51.91662085,52.31937463,52.67152458,52.9782431,53.24451879
C-WEU-BEL,SSP2,FLRD,urb,mfh,perm,24.76287551,25.45541981,25.94499391,26.10865903,26.07022041,25.97063181,25.96661878,26.22850193,26.66323817,27.05833861,27.41436396,27.73273371,28.01550378,28.26515889,28.48443163,28.67615393,28.84314184,28.9881113
C-WEU-BEL,SSP2,FLRD,urb,sfh,perm,43.25808849,44.46788913,45.32312259,45.609028,45.54187987,45.36790925,45.36089892,45.8183807,46.5778183,47.26801642,47.88995452,48.44611233,48.94008133,49.37620204,49.75924801,50.09416632,50.38587629,50.63912239
C-WEU-CHE,SSP2,FLRD,rur,mfh,perm,41.66710716,41.24285406,40.50301748,39.31806711,37.93358671,36.58339952,35.48978485,34.86469763,34.55606491,34.27594285,34.02492196,33.80264402,33.60798261,33.43927134,33.29452937,33.17154046,33.06806098,32.9818651
C-WEU-CHE,SSP2,FLRD,rur,sfh,perm,69.65721853,68.94797104,67.71114511,65.73019773,63.41568491,61.15850195,59.33024553,58.2852525,57.76929403,57.3009984,56.88135284,56.50975846,56.18433216,55.90228816,55.66031496,55.45470756,55.28171516,55.13761673
C-WEU-CHE,SSP2,FLRD,urb,mfh,perm,37.92373843,37.53760019,36.86423045,35.7857359,34.52563708,33.29675057,32.30138613,31.73245669,31.45155151,31.19659557,30.96812638,30.76581787,30.58864482,30.43509056,30.30335219,30.19141259,30.09722969,30.01877765
C-WEU-CHE,SSP2,FLRD,urb,sfh,perm,66.24870493,65.57416282,64.39785808,62.51384374,60.31258621,58.16585323,56.42705829,55.43319955,54.94248831,54.49710763,54.09799645,53.74458517,53.43508285,53.16684002,52.93670721,52.74116073,52.57663331,52.439586
C-WEU-CYP,SSP2,FLRD,rur,mfh,perm,26.73039649,27.44,27.92648926,28.06125429,27.98075393,27.83846086,27.80332362,28.05774691,28.50180426,28.9082587,29.27774683,29.61161201,29.91176248,30.18045703,30.42017917,30.63348901,30.82295134,30.9910353
C-WEU-CYP,SSP2,FLRD,rur,sfh,perm,44.68668925,45.87297287,46.686264,46.91155819,46.77698127,46.53910203,46.48036116,46.9056947,47.64805005,48.32754253,48.94523636,49.50337735,50.00515556,50.45434717,50.85510399,51.21170591,51.52844062,51.80943592
C-WEU-CYP,SSP2,FLRD,urb,mfh,perm,24.32894035,24.97479315,25.41757626,25.54023402,25.4669658,25.33745633,25.30547582,25.53704174,25.94120502,26.31114364,26.64743699,26.95130776,27.22449273,27.46904779,27.68723332,27.88137943,28.05382048,28.2068038
C-WEU-CYP,SSP2,FLRD,urb,sfh,perm,42.50005029,43.62828589,44.40178051,44.61605046,44.48805874,44.26181957,44.20595305,44.61047388,45.3165038,45.96274691,46.55021533,47.08104498,47.55826985,47.98548132,48.36662804,48.70578047,49.0070165,49.27426195
C-WEU-DEU,SSP2,FLRD,rur,mfh,perm,34.82042035,34.93141147,34.77049827,34.20741049,33.43695504,32.65584936,32.06219061,31.85509286,31.90627363,31.95466663,32.00079595,32.04500468,32.08755125,32.12858783,32.16818895,32.20639531,32.24321547,32.27864213
C-WEU-DEU,SSP2,FLRD,rur,sfh,perm,58.2112317,58.39678172,58.1277742,57.18642905,55.89841587,54.5925981,53.60014577,53.25392895,53.33949069,53.42039196,53.49750891,53.5714151,53.64254256,53.71114569,53.77734909,53.84122078,53.90277509,53.96199981
C-WEU-DEU,SSP2,FLRD,urb,mfh,perm,31.69215727,31.79317696,31.64672019,31.13422016,30.43298235,29.72205113,29.18172662,28.99323451,29.0398172,29.08386258,29.12584765,29.16608467,29.20480886,29.24215872,29.27820208,29.31297598,29.34648823,29.37873216
C-WEU-DEU,SSP2,FLRD,urb,sfh,perm,55.36280079,55.53927135,55.28342708,54.38814447,53.16315721,51.92123658,50.9773476,50.64807209,50.72944706,50.80638962,50.87973303,50.95002279,51.0176698,51.08291599,51.14587989,51.20662616,51.26516846,51.32149515
C-WEU-DNK,SSP2,FLRD,rur,mfh,perm,45.31636275,44.5963494,43.53469108,42.0061948,40.28498695,38.62461275,37.25939138,36.40685672,35.90164674,35.44131883,35.02603408,34.65466728,34.32516781,34.03483231,33.78057044,33.55910113,33.36710941,33.20136448
C-WEU-DNK,SSP2,FLRD,rur,sfh,perm,75.75788188,74.55419556,72.77936234,70.22409018,67.34665135,64.57091154,62.28859511,60.86336555,60.01877794,59.24922219,58.55496761,57.93413309,57.3832905,56.89792052,56.47285683,56.10261428,55.78165104,55.50456603
C-WEU-DNK,SSP2,FLRD,urb,mfh,perm,41.24514526,40.58981784,39.62353879,38.23236247,36.66578776,35.15458141,33.91201139,33.13606837,32.67624639,32.2572743,31.87929869,31.54129545,31.24139817,30.97714639,30.74572738,30.54415485,30.36941164,30.21855722
C-WEU-DNK,SSP2,FLRD,urb,sfh,perm,72.05084655,70.90605981,69.21807391,66.78783804,64.05119998,61.41128452,59.24064792,57.88515865,57.08189896,56.34999963,55.68971678,55.09926135,54.57537296,54.11375343,53.70948923,53.35736364,53.05210599,52.78857949
C-WEU-ESP,SSP2,FLRD,rur,mfh,perm,27.44603332,28.14115542,28.61337801,28.73069243,28.63246792,28.47499031,28.43019763,28.68371773,29.13264304,29.54418998,29.91862648,30.25701434,30.56102977,30.83278724,31.07463922,31.28908849,31.47866446,31.6458209
C-WEU-ESP,SSP2,FLRD,rur,sfh,perm,45.8830591,47.04513334,47.83457409,48.03069513,47.86648775,47.60322369,47.52834126,47.95216491,48.7026583,49.39066419,50.0166305,50.58233229,51.09057178,51.54488384,51.94920123,52.307708,52.62463268,52.90407738
C-WEU-ESP,SSP2,FLRD,urb,mfh,perm,24.98028443,25.61295683,26.042755,26.1495299,26.06012987,25.91680004,25.87603152,26.1067754,26.51536931,26.88994291,27.23074008,27.53872721,27.81542992,28.06277272,28.28289675,28.47807992,28.6506244,28.80276352
C-WEU-ESP,SSP2,FLRD,urb,sfh,perm,43.63787857,44.74308942,45.49390073,45.68042504,45.52425276,45.27387092,45.20265269,45.60573751,46.31950726,46.97384718,47.56918329,48.10720378,48.59057375,49.02265512,49.40718818,49.74815225,50.04956897,50.31533969
C-WEU-FIN,SSP2,FLRD,rur,mfh,perm,41.043134,40.66912206,39.98993436,38.87416952,37.56085516,36.27889834,35.24750901,34.67728601,34.41777624,34.18234601,33.97121576,33.78386962,33.61923753,33.47587894,33.35208864,33.24605323,33.15592158,33.0798967
C-WEU-FIN,SSP2,FLRD,rur,sfh,perm,68.61408792,67.98883136,66.85339555,64.98810946,62.79256886,60.64945041,58.92521955,57.97194607,57.53810918,57.14452738,56.79156919,56.47837224,56.20314763,55.96348712,55.75653999,55.57927469,55.42859662,55.30150159
C-WEU-FIN,SSP2,FLRD,urb,mfh,perm,37.35582295,37.01541221,36.39724266,35.38171802,34.18639169,33.01960575,32.08087633,31.56188211,31.32568667,31.11140747,30.91924514,30.74873016,30.5988886,30.46840933,30.35574034,30.25923114,30.17719691,30.10800209
C-WEU-FIN,SSP2,FLRD,urb,sfh,perm,65.25661749,64.6619564,63.58208049,61.80806783,59.71996089,57.68171094,56.04185131,55.13522404,54.72261594,54.34829315,54.01260615,53.71473477,53.45297763,53.22504434,53.02822369,52.85963246,52.71632746,52.59545154
C-WEU-FRA,SSP2,FLRD,rur,mfh,perm,30.54845705,31.01661111,31.23826721,31.08178409,30.70987813,30.29620822,30.02431679,30.08621275,30.3682969,30.6255241,30.85847648,31.06819102,31.2559952,31.42345475,31.57223416,31.70404176,31.82057414,31.92343843
C-WEU-FRA,SSP2,FLRD,rur,sfh,perm,51.06955325,51.85219242,52.22274724,51.96114571,51.33940985,50.64785487,50.19331886,50.29679378,50.76836953,51.19839052,51.58782996,51.93842142,52.2523841,52.53233554,52.78105835,53.00140843,53.19622209,53.36818604
C-WEU-FRA,SSP2,FLRD,urb,mfh,perm,27.80398673,28.23008188,28.43182442,28.28939972,27.95090576,27.57439991,27.32693518,27.38327041,27.64001215,27.87413008,28.08615404,28.27702785,28.44795972,28.60037473,28.73578781,28.85575382,28.96181694,29.05543992
C-WEU-FRA,SSP2,FLRD,urb,sfh,perm,48.57058372,49.31492627,49.66734885,49.41854818,48.82723552,48.16952017,47.73722582,47.83563744,48.28413772,48.69311664,49.06349977,49.39693586,49.6955355,49.96178817,50.19834031,50.40790807,50.59318897,50.75673827
C-WEU-GBR,SSP2,FLRD,rur,mfh,perm,31.34832803,31.77395493,31.9346551,31.70267976,31.25011521,30.75762126,30.41332162,30.41153295,30.63635572,30.84026577,31.02425061,31.1894847,31.33729489,31.4690758,31.58626362,31.69027024,31.78244295,31.86408618
C-WEU-GBR,SSP2,FLRD,rur,sfh,perm,52.40674202,53.11828616,53.38693757,52.9991315,52.24255419,51.41922469,50.84363984,50.84064964,51.21649835,51.55738612,51.86496379,52.1411948,52.38829731,52.60860279,52.80451217,52.97838581,53.13247607,53.26896359
C-WEU-GBR,SSP2,FLRD,urb,mfh,perm,28.53199738,28.919386,29.06564888,28.85451418,28.44260799,27.99435965,27.68099185,27.67936388,27.88398859,28.06957939,28.23703504,28.38742452,28.52195545,28.64189719,28.74855686,28.84321953,28.92711146,29.00141987
C-WEU-GBR,SSP2,FLRD,urb,sfh,perm,49.84234028,50.51906666,50.77457224,50.40574256,49.6861866,48.9031448,48.35572486,48.35288098,48.71033841,49.03454562,49.3270727,49.58978699,49.82479811,50.03432346,50.22064647,50.38601201,50.53256222,50.66237104
C-WEU-GRC,SSP2,FLRD,rur,mfh,perm,25.44552955,26.24179513,26.82103256,27.05572376,27.07381921,27.02235855,27.06578302,27.38350877,27.88034622,28.33509964,28.74850937,29.12213254,29.45809707,29.75893555,30.02742439,30.26642181,30.47878842,30.667259
C-WEU-GRC,SSP2,FLRD,rur,sfh,perm,42.53870579,43.8698672,44.8382106,45.23055692,45.26080809,45.17477845,45.24737354,45.77853333,46.60912411,47.36936067,48.06048071,48.68508731,49.24673789,49.74966629,50.198514,50.59805927,50.95308434,51.26816107
C-WEU-GRC,SSP2,FLRD,urb,mfh,perm,23.15950573,23.88423488,24.41143368,24.62504025,24.64151,24.59467257,24.63419578,24.92337708,25.37557871,25.78947712,26.16574617,26.50580307,26.81158458,27.08539576,27.32976359,27.5472895,27.74057712,27.91211552
C-WEU-GRC,SSP2,FLRD,urb,sfh,perm,40.45717339,41.72319752,42.6441573,43.01730507,43.04607596,42.96425598,43.0332988,43.53846753,44.32841528,45.05145144,45.70875313,46.30279606,46.83696358,47.31528235,47.74216675,48.1221612,48.45981394,48.75947313
C-WEU-IRL,SSP2,FLRD,rur,mfh,perm,32.84338677,33.0821052,33.05218363,32.62709436,31.99031865,31.32992698,30.83751013,30.7073297,30.81867705,30.9209711,31.01521863,31.10231479,31.18301142,31.25796824,31.32776988,31.3929144,31.45382164,31.51088984
C-WEU-IRL,SSP2,FLRD,rur,sfh,perm,54.90611481,55.30519368,55.25517211,54.54452675,53.47999343,52.37597997,51.55277936,51.3351495,51.52129505,51.6923057,51.84986452,51.99546802,52.13037306,52.25568254,52.37237383,52.48127953,52.58310155,52.67850564
C-WEU-IRL,SSP2,FLRD,urb,mfh,perm,29.8927402,30.11001219,30.08277876,29.69587947,29.11631163,28.51524948,28.06707131,27.94858628,28.04993019,28.14303416,28.22881449,28.30808595,28.3815328,28.4497555,28.51328618,28.57257811,28.62801345,28.67995466
C-WEU-IRL,SSP2,FLRD,urb,sfh,perm,52.21941208,52.59896296,52.55138908,51.8755175,50.86307463,49.8130835,49.03016428,48.82318364,49.00022059,49.16286323,49.31271228,49.45119101,49.57949478,49.69867254,49.80965381,49.91323047,50.01007007,50.10080578
C-WEU-ISL,SSP2,FLRD,rur,mfh,perm,28.81049035,29.49861736,29.91753854,29.95303454,29.76125357,29.50983098,29.37872086,29.55910792,29.9432406,30.29127099,30.60400497,30.88290382,31.12995857,31.3474812,31.53798425,31.70403508,31.84818781,31.97288473
C-WEU-ISL,SSP2,FLRD,rur,sfh,perm,48.16409775,49.31447791,50.01481172,50.07415236,49.75354145,49.33322434,49.11404026,49.41560334,50.05777928,50.63960103,51.1624158,51.6286665,52.04168166,52.40532633,52.72380087,53.00139727,53.24238539,53.45084817
C-WEU-ISL,SSP2,FLRD,urb,mfh,perm,26.22215878,26.84846453,27.22974987,27.26205692,27.08750553,26.85867072,26.73933952,26.90352063,27.25314286,27.56990624,27.85454423,28.10838683,28.33324621,28.53122663,28.70461491,28.85574775,28.98694981,29.10044397
C-WEU-ISL,SSP2,FLRD,urb,sfh,perm,45.80729991,46.9013889,47.56745351,47.62389045,47.31896789,46.91921802,46.7107592,46.99756599,47.60831855,48.16167021,48.65890226,49.10233807,49.4951433,49.84099386,50.14388459,50.40789746,50.63709339,50.83535552
C-WEU-ITA,SSP2,FLRD,rur,mfh,perm,27.80052301,28.38596108,28.75093145,28.76708818,28.57786515,28.34089779,28.22709854,28.41912489,28.81308262,29.17780234,29.5133177,29.82030447,30.09991946,30.35366986,30.58330041,30.79065026,30.97760583,31.14601817
C-WEU-ITA,SSP2,FLRD,rur,sfh,perm,46.47567922,47.45438858,48.06452982,48.09153993,47.77520527,47.37905377,47.18880923,47.50983036,48.16843139,48.77815361,49.33905328,49.85226012,50.31970804,50.74391668,51.12780285,51.4744411,51.78698513,52.0685294
C-WEU-ITA,SSP2,FLRD,urb,mfh,perm,25.30292681,25.83576918,26.16795065,26.18265586,26.01043261,25.79475437,25.69117883,25.86595356,26.22451816,26.5564715,26.86184419,27.1412513,27.39574571,27.6266992,27.83569977,28.02442132,28.19458083,28.34786302
C-WEU-ITA,SSP2,FLRD,urb,sfh,perm,44.2015002,45.1323187,45.71260411,45.73829254,45.43743698,45.06067023,44.87973486,45.18504757,45.81142149,46.39130838,46.92476173,47.41285599,47.85743044,48.26088142,48.62598301,48.95565933,49.25290974,49.5206773
C-WEU-LUX,SSP2,FLRD,rur,mfh,perm,40.87688576,40.56212579,39.93853319,38.87286229,37.60259687,36.35655884,35.35501363,34.81039979,34.57296169,34.35550723,34.15857853,33.98204116,33.82518502,33.68693123,33.56592019,33.46066001,33.36958952,33.29119285
C-WEU-LUX,SSP2,FLRD,rur,sfh,perm,68.33616149,67.80995976,66.76746536,64.98592409,62.8623508,60.77927978,59.104941,58.19447978,57.7975413,57.43401061,57.10479395,56.80966662,56.5474415,56.31631495,56.11401408,55.93804479,55.78579718,55.65473711
C-WEU-LUX,SSP2,FLRD,urb,mfh,perm,37.20451044,36.91802847,36.35045937,35.38052823,34.22438333,33.09028924,32.17872275,31.68303696,31.46693027,31.2690119,31.08977525,30.92909799,30.78633379,30.6605007,30.55036128,30.45455767,30.37166894,30.30031542
C-WEU-LUX,SSP2,FLRD,urb,sfh,perm,64.99229074,64.49183747,63.5003551,61.80598939,59.78632821,57.80518742,56.2127785,55.34686858,54.96935336,54.6236112,54.31050398,54.02981803,53.78042428,53.56060736,53.36820562,53.20084698,53.05604925,52.9314023
