region_bld,fuel_heat_f,value
C-WEU-AUT,heat_pump,0.144084181
C-WEU-AUT,biomass_solid,0.349789079
C-WEU-AUT,coal,0
C-WEU-AUT,district_heat,0.216871254
C-WEU-AUT,electricity,0
C-WEU-AUT,gas,0.187233513
C-WEU-AUT,oil,0.102021973
C-WEU-BEL,heat_pump,0.231558474
C-WEU-BEL,biomass_solid,0.068871296
C-WEU-BEL,coal,0.004984794
C-WEU-BEL,district_heat,0
C-WEU-BEL,electricity,0
C-WEU-BEL,gas,0.324610255
C-WEU-BEL,oil,0.369975181
C-EEU-BGR,heat_pump,0.047625169
C-EEU-BGR,biomass_solid,0.588947498
C-EEU-BGR,coal,0
C-EEU-BGR,district_heat,0.298336522
C-EEU-BGR,electricity,0.011421875
C-EEU-BGR,gas,0.045937248
C-EEU-BGR,oil,0.007731687
C-WEU-CYP,heat_pump,0.413462259
C-WEU-CYP,biomass_solid,0.072828863
C-WEU-CYP,electricity,0.099501825
C-WEU-CYP,oil,0.414207053
C-EEU-CZE,heat_pump,0.089200071
C-EEU-CZE,biomass_solid,0.543432454
C-EEU-CZE,coal,0.031052901
C-EEU-CZE,district_heat,0.095893857
C-EEU-CZE,electricity,0.017805015
C-EEU-CZE,gas,0.222615703
C-WEU-DEU,heat_pump,0.047502219
C-WEU-DEU,biomass_solid,0.144750574
C-WEU-DEU,coal,0.027900874
C-WEU-DEU,district_heat,0.169802189
C-WEU-DEU,electricity,0.024697749
C-WEU-DEU,gas,0.457041904
C-WEU-DEU,oil,0.12830449
C-WEU-DNK,heat_pump,0.071564649
C-WEU-DNK,biomass_solid,0.443300092
C-WEU-DNK,district_heat,0.390283078
C-WEU-DNK,electricity,0.015056781
C-WEU-DNK,gas,0.0797954
C-WEU-DNK,oil,0
C-EEU-EST,biomass_solid,0.574487633
C-EEU-EST,coal,0
C-EEU-EST,district_heat,0.343049034
C-EEU-EST,electricity,0.009944089
C-EEU-EST,gas,0.071936197
C-EEU-EST,oil,0.000583048
C-WEU-GRC,heat_pump,0.098695803
C-WEU-GRC,biomass_solid,0.354713465
C-WEU-GRC,coal,0
C-WEU-GRC,district_heat,0.003088068
C-WEU-GRC,electricity,0.018183884
C-WEU-GRC,gas,0.15957004
C-WEU-GRC,oil,0.365748739
C-WEU-ESP,heat_pump,0.17692639
C-WEU-ESP,biomass_solid,0.196416253
C-WEU-ESP,coal,0
