region_bld,fuel_heat_f,value
C-WEU-AUT,biomass_solid,0.292516358
C-WEU-AUT,coal,0.003408411
C-WEU-AUT,district_heat,0.20087382
C-WEU-AUT,electricity,0.049861231
C-WEU-AUT,gas,0.216603778
C-WEU-AUT,heat_pump,0.058823109
C-WEU-AUT,oil,0.177913294
C-WEU-BEL,biomass_solid,0.071758064
C-WEU-BEL,coal,0.01213174
C-WEU-BEL,district_heat,0
C-WEU-BEL,electricity,0.013685794
C-WEU-BEL,gas,0.463406647
C-WEU-BEL,heat_pump,0.051891021
C-WEU-BEL,oil,0.387126733
C-EEU-BGR,biomass_solid,0.491738851
C-EEU-BGR,coal,0.076941001
C-EEU-BGR,district_heat,0.280132333
C-EEU-BGR,electricity,0.082880695
C-EEU-BGR,gas,0.027915526
C-EEU-BGR,heat_pump,0.035388697
C-EEU-BGR,oil,0.005002897
C-WEU-CYP,biomass_solid,0.045736284
C-WEU-CYP,coal,0
C-WEU-CYP,district_heat,0
C-WEU-CYP,electricity,0.068400207
C-WEU-CYP,gas,0
C-WEU-CYP,heat_pump,0.217818467
C-WEU-CYP,oil,0.668045042
C-EEU-CZE,biomass_solid,0.300799159
C-EEU-CZE,coal,0.132954457
C-EEU-CZE,district_heat,0.228186075
C-EEU-CZE,electricity,0.037646361
C-EEU-CZE,gas,0.278868927
C-EEU-CZE,heat_pump,0.021545021
C-EEU-CZE,oil,0
C-WEU-DEU,biomass_solid,0.10824632
C-WEU-DEU,coal,0.010840478
C-WEU-DEU,district_heat,0.126371314
C-WEU-DEU,electricity,0.043521619
C-WEU-DEU,gas,0.433395331
C-WEU-DEU,heat_pump,0.021531122
C-WEU-DEU,oil,0.256093816
C-WEU-DNK,biomass_solid,0.21651078
C-WEU-DNK,coal,0
C-WEU-DNK,district_heat,0.539835825
C-WEU-DNK,electricity,0.007772602
C-WEU-DNK,gas,0.148280965
C-WEU-DNK,heat_pump,0.038324361
C-WEU-DNK,oil,0.049275468
C-EEU-EST,biomass_solid,0.416603031
C-EEU-EST,coal,0.005948835
C-EEU-EST,district_heat,0.494778049
C-EEU-EST,electricity,0.014476052
C-EEU-EST,gas,0.062787693
C-EEU-EST,heat_pump,0
C-EEU-EST,oil,0.005406339
C-WEU-GRC,biomass_solid,0.284576384
C-WEU-GRC,coal,0
C-WEU-GRC,district_heat,0.022984062
C-WEU-GRC,electricity,0.019876446
C-WEU-GRC,gas,0.110237125
C-WEU-GRC,heat_pump,0.054137723
C-WEU-GRC,oil,0.50818826
C-WEU-ESP,biomass_solid,0.258391018
C-WEU-ESP,coal,0.008871487
C-WEU-ESP,district_heat,0
C-WEU-ESP,electricity,0.124836519
C-WEU-ESP,gas,0.258723002
C-WEU-ESP,heat_pump,0.088730429
C-WEU-ESP,oil,0.260447545
C-WEU-FIN,biomass_solid,0.191213313
C-WEU-FIN,coal,0.000567583
C-WEU-FIN,district_heat,0.394258164
C-WEU-FIN,electricity,0.075429329
C-WEU-FIN,gas,0.004493065
C-WEU-FIN,heat_pump,0.255936648
C-WEU-FIN,oil,0.078101897
C-WEU-FRA,biomass_solid,0.232119058
C-WEU-FRA,coal,0.000260501
C-WEU-FRA,district_heat,0.066155019
C-WEU-FRA,electricity,0.087268597
C-WEU-FRA,gas,0.334995102
C-WEU-FRA,heat_pump,0.062870968
C-WEU-FRA,oil,0.216330754
C-WEU-HRV,biomass_solid,0.606748356
C-WEU-HRV,coal,0.001628894
C-WEU-HRV,district_heat,0.089158645
C-WEU-HRV,electricity,0.005847104
C-WEU-HRV,gas,0.221968
C-WEU-HRV,heat_pump,0.017556014
C-WEU-HRV,oil,0.057092987
C-EEU-HUN,biomass_solid,0.353067551
C-EEU-HUN,coal,0.015348664
C-EEU-HUN,district_heat,0.125422856
C-EEU-HUN,electricity,0.00036521
C-EEU-HUN,gas,0.499850539
C-EEU-HUN,heat_pump,0.002432823
C-EEU-HUN,oil,0.003512357
C-WEU-IRL,biomass_solid,0.01459086
C-WEU-IRL,coal,0.161528296
C-WEU-IRL,district_heat,0
C-WEU-IRL,electricity,0.059998694
C-WEU-IRL,gas,0.255723299
C-WEU-IRL,heat_pump,0.023233287
C-WEU-IRL,oil,0.484925565
C-WEU-ITA,biomass_solid,0.228332838
C-WEU-ITA,coal,0
C-WEU-ITA,district_heat,0.058069006
C-WEU-ITA,electricity,0.001414118
C-WEU-ITA,gas,0.644333403
C-WEU-ITA,heat_pump,0.006286084
C-WEU-ITA,oil,0.061564552
C-EEU-LTU,biomass_solid,0.362879851
C-EEU-LTU,coal,0.037465504
C-EEU-LTU,district_heat,0.483554507
C-EEU-LTU,electricity,0.011435529
C-EEU-LTU,gas,0.096248029
C-EEU-LTU,heat_pump,0
C-EEU-LTU,oil,0.00841658
C-WEU-LUX,biomass_solid,0.04066611
C-WEU-LUX,coal,0.00267607
C-WEU-LUX,district_heat,0
C-WEU-LUX,electricity,0.014454219
C-WEU-LUX,gas,0.509479694
C-WEU-LUX,heat_pump,0.060389738
C-WEU-LUX,oil,0.372334169
C-EEU-LVA,biomass_solid,0.389503128
C-EEU-LVA,coal,0.009756597
C-EEU-LVA,district_heat,0.462963709
C-EEU-LVA,electricity,0.006454652
C-EEU-LVA,gas,0.098802107
C-EEU-LVA,heat_pump,0
C-EEU-LVA,oil,0.032519806
C-WEU-MLT,biomass_solid,0.080455068
C-WEU-MLT,coal,0
C-WEU-MLT,district_heat,0
C-WEU-MLT,electricity,0.152239978
C-WEU-MLT,gas,0
C-WEU-MLT,heat_pump,0.154240421
C-WEU-MLT,oil,0.613064533
C-WEU-NLD,biomass_solid,0.054274074
C-WEU-NLD,coal,4.40571E-05
C-WEU-NLD,district_heat,0.054572412
C-WEU-NLD,electricity,0.010949139
C-WEU-NLD,gas,0.858632031
C-WEU-NLD,heat_pump,0.019661045
C-WEU-NLD,oil,0.001867241
C-EEU-POL,biomass_solid,0.143540528
C-EEU-POL,coal,0.319768744
C-EEU-POL,district_heat,0.329952811
C-EEU-POL,electricity,0.003636026
C-EEU-POL,gas,0.195954649
C-EEU-POL,heat_pump,0.002779648
C-EEU-POL,oil,0.004367593
C-WEU-PRT,biomass_solid,0.69415432
C-WEU-PRT,coal,0
C-WEU-PRT,district_heat,0.001202742
C-WEU-PRT,electricity,0.026418326
C-WEU-PRT,gas,0.160600424
C-WEU-PRT,heat_pump,0.017371653
C-WEU-PRT,oil,0.100252535
C-EEU-ROU,biomass_solid,0.401899672
C-EEU-ROU,coal,0.016760063
C-EEU-ROU,district_heat,0.17957398
C-EEU-ROU,electricity,0.01608248
C-EEU-ROU,gas,0.375806701
C-EEU-ROU,heat_pump,0.004055856
C-EEU-ROU,oil,0.005821247
C-WEU-SWE,biomass_solid,0.107490856
C-WEU-SWE,coal,0
C-WEU-SWE,district_heat,0.403666046
C-WEU-SWE,electricity,0.107317779
C-WEU-SWE,gas,0.008054718
C-WEU-SWE,heat_pump,0.370483364
C-WEU-SWE,oil,0.002987238
C-EEU-SVN,biomass_solid,0.513452348
C-EEU-SVN,coal,0
C-EEU-SVN,district_heat,0.127991569
C-EEU-SVN,electricity,0.060066025
C-EEU-SVN,gas,0.126466645
C-EEU-SVN,heat_pump,0.031726301
C-EEU-SVN,oil,0.140297113
C-EEU-SVK,biomass_solid,0.011215712
C-EEU-SVK,coal,0.009162897
C-EEU-SVK,district_heat,0.343981565
C-EEU-SVK,electricity,0.033518765
C-EEU-SVK,gas,0.57963465
C-EEU-SVK,heat_pump,0.022486411
C-EEU-SVK,oil,0
C-WEU-GBR,biomass_solid,0.0555228
C-WEU-GBR,coal,0.017320079
C-WEU-GBR,district_heat,0.002185132
C-WEU-GBR,electricity,0.102127719
C-WEU-GBR,gas,0.725791517
C-WEU-GBR,heat_pump,0.025065077
C-WEU-GBR,oil,0.071987676
