"region_bld","mat","eneff_f","value","barrier_rent","barrier_mfh","scaling_factor"
"C-EEU-BGR","perm","adv",-4.8999449068271,0.325954903767555,0.226137286477887,0.0784914923607877
"C-EEU-BGR","perm","std",-2.19107600295888,0.325954903767555,0.226137286477887,0.0784914923607877
"C-EEU-CZE","perm","adv",-4.91455855246848,0.243978474053232,0.154243589103361,0.0784914923607877
"C-EEU-CZE","perm","std",-1.90327882149456,0.243978474053232,0.154243589103361,0.0784914923607877
"C-EEU-EST","perm","adv",-4.85156013102197,0.2779904534327,0,0.0784914923607877
"C-EEU-EST","perm","std",-2.84356457498041,0.2779904534327,0,0.0784914923607877
"C-EEU-HUN","perm","adv",-4.43563933476957,0.27097326464328,0.66494355543326,0.0784914923607877
"C-EEU-HUN","perm","std",-2.16161799149599,0.27097326464328,0.66494355543326,0.0784914923607877
"C-EEU-LTU","perm","adv",-4.15917928281897,0.225243164401258,0,0.0784914923607877
"C-EEU-LTU","perm","std",-2.80904083139526,0.225243164401258,0,0.0784914923607877
"C-EEU-LVA","perm","adv",-6.65148810069593,0.680747871723661,0,0.0784914923607877
"C-EEU-LVA","perm","std",-2.83911232563648,0.680747871723661,0,0.0784914923607877
"C-EEU-POL","perm","adv",-6.57121183141253,0.399511658602282,0.445847813594685,0.0784914923607877
"C-EEU-POL","perm","std",-1.97010271004342,0.399511658602282,0.445847813594685,0.0784914923607877
"C-EEU-ROU","perm","adv",-4.86923107855465,2.00660831858803,0.551339617408145,0.0784914923607877
"C-EEU-ROU","perm","std",-2.11026228326453,2.00660831858803,0.551339617408145,0.0784914923607877
"C-EEU-SVK","perm","adv",-5.16694537078459,0.495901548717089,0.323746449197299,0.0784914923607877
"C-EEU-SVK","perm","std",-2.47443276134962,0.495901548717089,0.323746449197299,0.0784914923607877
"C-EEU-SVN","perm","adv",-4.89721708140871,0,0.228476960694335,0.0784914923607877
"C-EEU-SVN","perm","std",-2.12748527370569,0,0.228476960694335,0.0784914923607877
"C-WEU-AUT","perm","adv",-3.04528191064693,1.07462469884436,0,0.0784914923607877
"C-WEU-AUT","perm","std",-0.605219507508999,1.07462469884436,0,0.0784914923607877
"C-WEU-BEL","perm","adv",-3.00728653939564,0.586313970828225,0.710530569757146,0.0784914923607877
"C-WEU-BEL","perm","std",-1.82537764681252,0.586313970828225,0.710530569757146,0.0784914923607877
"C-WEU-CYP","perm","adv",-2.65378976894166,0.304734546829347,0.644381154461304,0.0784914923607877
"C-WEU-CYP","perm","std",-0.850708038921428,0.304734546829347,0.644381154461304,0.0784914923607877
"C-WEU-DEU","perm","adv",-3.25207732813421,0.982759996265025,0,0.0784914923607877
"C-WEU-DEU","perm","std",-0.899294345385118,0.982759996265025,0,0.0784914923607877
"C-WEU-DNK","perm","adv",-5.79974179101762,1.22976538218845,0,0.0784914923607877
"C-WEU-DNK","perm","std",-0.846192743657475,1.22976538218845,0,0.0784914923607877
"C-WEU-ESP","perm","adv",-4.96400646769079,0,0,0.0784914923607877
"C-WEU-ESP","perm","std",-2.67127175957426,0,0,0.0784914923607877
"C-WEU-FIN","perm","adv",-5.97104559475293,1.02528865100037,0,0.0784914923607877
"C-WEU-FIN","perm","std",-1.19449395294367,1.02528865100037,0,0.0784914923607877
"C-WEU-FRA","perm","adv",-2.3837195340145,0.594943305831556,0.869750444239486,0.0784914923607877
"C-WEU-FRA","perm","std",-1.36236511126209,0.594943305831556,0.869750444239486,0.0784914923607877
"C-WEU-GRC","perm","adv",-4.1126564427628,0.757458411021728,0.361873066832768,0.0784914923607877
"C-WEU-GRC","perm","std",-1.98343277956352,0.757458411021728,0.361873066832768,0.0784914923607877
"C-WEU-HRV","perm","adv",-4.82142631027862,0,0,0.0784914923607877
"C-WEU-HRV","perm","std",-2.06803842263714,0,0,0.0784914923607877
"C-WEU-IRL","perm","adv",-3.65388440689351,0.971497915682629,0,0.0784914923607877
"C-WEU-IRL","perm","std",-1.37225456446609,0.971497915682629,0,0.0784914923607877
"C-WEU-ITA","perm","adv",-3.07968586741957,0.227624577133004,0,0.0784914923607877
"C-WEU-ITA","perm","std",-1.89560340880004,0.227624577133004,0,0.0784914923607877
"C-WEU-LUX","perm","adv",-1.50078672116195,1.03467489389065,1.22226394135221,0.0784914923607877
"C-WEU-LUX","perm","std",-1.23850198548571,1.03467489389065,1.22226394135221,0.0784914923607877
"C-WEU-MLT","perm","adv",-4.05420906518103,0,0,0.0784914923607877
"C-WEU-MLT","perm","std",-2.17611200926649,0,0,0.0784914923607877
"C-WEU-NLD","perm","adv",-3.93517845696703,0.419817456262835,0.255625210414962,0.0784914923607877
"C-WEU-NLD","perm","std",-1.93386772460954,0.419817456262835,0.255625210414962,0.0784914923607877
"C-WEU-PRT","perm","adv",-4.80825739279921,0.48251733899834,0,0.0784914923607877
"C-WEU-PRT","perm","std",-2.52662357110922,0.48251733899834,0,0.0784914923607877
"C-WEU-SWE","perm","adv",-2.59465399135536,1.42278393751712,0,0.0784914923607877
"C-WEU-SWE","perm","std",-0.427657835719727,1.42278393751712,0,0.0784914923607877
