region_bld,year,urt,value
C-EEU-CZE,2050,rur,0.23828000000000005
C-EEU-CZE,2050,urb,0.76172
C-EEU-CZE,2055,rur,0.23441999999999996
C-EEU-CZE,2055,urb,0.76558
C-EEU-CZE,2060,rur,0.23045000000000004
C-EEU-CZE,2060,urb,0.76955
C-EEU-CZE,2065,rur,0.22636999999999993
C-EEU-CZE,2065,urb,0.77363
C-EEU-CZE,2070,rur,0.22216999999999995
C-EEU-CZE,2070,urb,0.77783
C-EEU-CZE,2075,rur,0.21787
C-EEU-CZE,2075,urb,0.78213
C-EEU-CZE,2080,rur,0.21345999999999996
C-EEU-CZE,2080,urb,0.78654
C-EEU-CZE,2085,rur,0.20895
C-EEU-CZE,2085,urb,0.79105
C-EEU-CZE,2090,rur,0.20433999999999997
C-EEU-CZE,2090,urb,0.79566
C-EEU-CZE,2095,rur,0.19962999999999995
C-EEU-CZE,2095,urb,0.8003699999999999
C-EEU-CZE,2100,rur,0.1948399999999999
C-EEU-CZE,2100,urb,0.8051600000000001
C-EEU-EST,2020,rur,0.30799999999999994
C-EEU-EST,2020,urb,0.6920000000000001
C-EEU-EST,2025,rur,0.30664
C-EEU-EST,2025,urb,0.69336
C-EEU-EST,2030,rur,0.30526
C-EEU-EST,2030,urb,0.69474
C-EEU-EST,2035,rur,0.30385000000000006
C-EEU-EST,2035,urb,0.6961499999999999
C-EEU-EST,2040,rur,0.30240999999999996
C-EEU-EST,2040,urb,0.69759
C-EEU-EST,2045,rur,0.30094999999999994
C-EEU-EST,2045,urb,0.6990500000000001
C-EEU-EST,2050,rur,0.2994499999999999
C-EEU-EST,2050,urb,0.7005500000000001
C-EEU-EST,2055,rur,0.29793000000000003
C-EEU-EST,2055,urb,0.70207
C-EEU-EST,2060,rur,0.2963800000000001
C-EEU-EST,2060,urb,0.7036199999999999
C-EEU-EST,2065,rur,0.29480000000000006
C-EEU-EST,2065,urb,0.7051999999999999
C-EEU-EST,2070,rur,0.2931999999999999
C-EEU-EST,2070,urb,0.7068000000000001
C-EEU-EST,2075,rur,0.29156000000000004
C-EEU-EST,2075,urb,0.70844
C-EEU-EST,2080,rur,0.2898900000000001
C-EEU-EST,2080,urb,0.7101099999999999
C-EEU-EST,2085,rur,0.2881999999999999
C-EEU-EST,2085,urb,0.7118000000000001
C-EEU-EST,2090,rur,0.28647
C-EEU-EST,2090,urb,0.71353
C-EEU-EST,2095,rur,0.28471
C-EEU-EST,2095,urb,0.71529
C-EEU-EST,2100,rur,0.28292000000000006
C-EEU-EST,2100,urb,0.7170799999999999
C-EEU-HRV,2020,rur,0.42399999999999993
C-EEU-HRV,2020,urb,0.5760000000000001
C-EEU-HRV,2025,rur,0.42201
C-EEU-HRV,2025,urb,0.57799
C-EEU-HRV,2030,rur,0.41994000000000004
C-EEU-HRV,2030,urb,0.58006
C-EEU-HRV,2035,rur,0.41778000000000004
C-EEU-HRV,2035,urb,0.58222
C-EEU-HRV,2040,rur,0.41552999999999995
C-EEU-HRV,2040,urb,0.58447
C-EEU-HRV,2045,rur,0.41318
C-EEU-HRV,2045,urb,0.58682
C-EEU-HRV,2050,rur,0.41073000000000004
C-EEU-HRV,2050,urb,0.58927
C-EEU-HRV,2055,rur,0.40818
C-EEU-HRV,2055,urb,0.59182
C-EEU-HRV,2060,rur,0.40552
C-EEU-HRV,2060,urb,0.59448
C-EEU-HRV,2065,rur,0.40276
C-EEU-HRV,2065,urb,0.59724
C-EEU-HRV,2070,rur,0.39988
C-EEU-HRV,2070,urb,0.60012
C-EEU-HRV,2075,rur,0.39688
C-EEU-HRV,2075,urb,0.60312
C-EEU-HRV,2080,rur,0.39376
C-EEU-HRV,2080,urb,0.60624
C-EEU-HRV,2085,rur,0.39051
C-EEU-HRV,2085,urb,0.60949
C-EEU-HRV,2090,rur,0.38713
C-EEU-HRV,2090,urb,0.61287
C-EEU-HRV,2095,rur,0.38362000000000007
C-EEU-HRV,2095,urb,0.6163799999999999
C-EEU-HRV,2100,rur,0.3799700000000001
C-EEU-HRV,2100,urb,0.62003
C-EEU-HUN,2020,rur,0.2809999999999999
C-EEU-HUN,2020,urb,0.7190000000000001
C-EEU-HUN,2025,rur,0.27876
C-EEU-HUN,2025,urb,0.72124
C-EEU-HUN,2030,rur,0.2763500000000001
C-EEU-HUN,2030,urb,0.7236499999999999
C-EEU-HUN,2035,rur,0.27376999999999996
C-EEU-HUN,2035,urb,0.72623
C-EEU-HUN,2040,rur,0.27101
C-EEU-HUN,2040,urb,0.72899
C-EEU-HUN,2045,rur,0.2680500000000001
C-EEU-HUN,2045,urb,0.7319499999999999
C-EEU-HUN,2050,rur,0.2648999999999999
C-EEU-HUN,2050,urb,0.7351000000000001
C-EEU-HUN,2055,rur,0.26153000000000004
C-EEU-HUN,2055,urb,0.73847
C-EEU-HUN,2060,rur,0.25793999999999995
C-EEU-HUN,2060,urb,0.74206
C-EEU-HUN,2065,rur,0.25412
C-EEU-HUN,2065,urb,0.74588
C-EEU-HUN,2070,rur,0.25005
C-EEU-HUN,2070,urb,0.74995
C-EEU-HUN,2075,rur,0.24573999999999996
C-EEU-HUN,2075,urb,0.75426
C-EEU-HUN,2080,rur,0.24117999999999995
C-EEU-HUN,2080,urb,0.7588199999999999
C-EEU-HUN,2085,rur,0.23635000000000006
C-EEU-HUN,2085,urb,0.7636499999999999
C-EEU-HUN,2090,rur,0.23126000000000002
C-EEU-HUN,2090,urb,0.76874
C-EEU-HUN,2095,rur,0.2259
C-EEU-HUN,2095,urb,0.7741
C-EEU-HUN,2100,rur,0.22026999999999997
C-EEU-HUN,2100,urb,0.77973
C-EEU-LTU,2020,rur,0.31999999999999995
C-EEU-LTU,2020,urb,0.68
C-EEU-LTU,2025,rur,0.3193300000000001
C-EEU-LTU,2025,urb,0.6806699999999999
C-EEU-LTU,2030,rur,0.31861000000000006
C-EEU-LTU,2030,urb,0.6813899999999999
C-EEU-LTU,2035,rur,0.31783000000000006
C-EEU-LTU,2035,urb,0.6821699999999999
C-EEU-LTU,2040,rur,0.31700000000000006
C-EEU-LTU,2040,urb,0.6829999999999999
C-EEU-LTU,2045,rur,0.31610000000000005
C-EEU-LTU,2045,urb,0.6839
C-EEU-LTU,2050,rur,0.31513
C-EEU-LTU,2050,urb,0.68487
C-EEU-LTU,2055,rur,0.3140900000000001
C-EEU-LTU,2055,urb,0.6859099999999999
C-EEU-LTU,2060,rur,0.31296999999999997
C-EEU-LTU,2060,urb,0.68703
C-EEU-LTU,2065,rur,0.3117700000000001
C-EEU-LTU,2065,urb,0.6882299999999999
C-EEU-LTU,2070,rur,0.31048
C-EEU-LTU,2070,urb,0.68952
C-EEU-LTU,2075,rur,0.3090900000000001
C-EEU-LTU,2075,urb,0.6909099999999999
C-EEU-LTU,2080,rur,0.30759000000000003
C-EEU-LTU,2080,urb,0.69241
C-EEU-LTU,2085,rur,0.30599
C-EEU-LTU,2085,urb,0.69401
C-EEU-LTU,2090,rur,0.30427000000000004
C-EEU-LTU,2090,urb,0.69573
C-EEU-LTU,2095,rur,0.30243
C-EEU-LTU,2095,urb,0.69757
C-EEU-LTU,2100,rur,0.30045
C-EEU-LTU,2100,urb,0.69955
C-EEU-LVA,2020,rur,0.31700000000000006
C-EEU-LVA,2020,urb,0.6829999999999999
C-EEU-LVA,2025,rur,0.31626999999999994
C-EEU-LVA,2025,urb,0.6837300000000001
C-EEU-LVA,2030,rur,0.3155
C-EEU-LVA,2030,urb,0.6845
C-EEU-LVA,2035,rur,0.31468999999999986
C-EEU-LVA,2035,urb,0.6853100000000001
C-EEU-LVA,2040,rur,0.3138500000000001
C-EEU-LVA,2040,urb,0.6861499999999999
C-EEU-LVA,2045,rur,0.31298000000000004
C-EEU-LVA,2045,urb,0.6870199999999999
C-EEU-LVA,2050,rur,0.31206
C-EEU-LVA,2050,urb,0.68794
C-EEU-LVA,2055,rur,0.31110000000000004
C-EEU-LVA,2055,urb,0.6889
C-EEU-LVA,2060,rur,0.3101000000000001
C-EEU-LVA,2060,urb,0.6899
C-EEU-LVA,2065,rur,0.3090600000000001
C-EEU-LVA,2065,urb,0.6909399999999999
C-EEU-LVA,2070,rur,0.30796999999999997
C-EEU-LVA,2070,urb,0.69203
C-EEU-LVA,2075,rur,0.30683000000000005
C-EEU-LVA,2075,urb,0.69317
C-EEU-LVA,2080,rur,0.3056399999999999
C-EEU-LVA,2080,urb,0.6943600000000001
C-EEU-LVA,2085,rur,0.3044
C-EEU-LVA,2085,urb,0.6956
C-EEU-LVA,2090,rur,0.30310000000000004
C-EEU-LVA,2090,urb,0.6969
C-EEU-LVA,2095,rur,0.30174999999999996
C-EEU-LVA,2095,urb,0.69825
C-EEU-LVA,2100,rur,0.30034000000000005
C-EEU-LVA,2100,urb,0.69966
C-EEU-POL,2020,rur,0.4
C-EEU-POL,2020,urb,0.6
C-EEU-POL,2025,rur,0.39609000000000005
C-EEU-POL,2025,urb,0.60391
C-EEU-POL,2030,rur,0.3921
C-EEU-POL,2030,urb,0.6079
C-EEU-POL,2035,rur,0.38803
C-EEU-POL,2035,urb,0.61197
C-EEU-POL,2040,rur,0.38387000000000004
C-EEU-POL,2040,urb,0.61613
C-EEU-POL,2045,rur,0.37963
C-EEU-POL,2045,urb,0.62037
C-EEU-POL,2050,rur,0.37531000000000003
C-EEU-POL,2050,urb,0.62469
C-EEU-POL,2055,rur,0.3709
C-EEU-POL,2055,urb,0.6291
C-EEU-POL,2060,rur,0.36641
C-EEU-POL,2060,urb,0.63359
C-EEU-POL,2065,rur,0.36183
C-EEU-POL,2065,urb,0.63817
C-EEU-POL,2070,rur,0.35717
C-EEU-POL,2070,urb,0.64283
C-EEU-POL,2075,rur,0.3524299999999999
C-EEU-POL,2075,urb,0.6475700000000001
C-EEU-POL,2080,rur,0.34761
C-EEU-POL,2080,urb,0.65239
C-EEU-POL,2085,rur,0.3427
C-EEU-POL,2085,urb,0.6573
C-EEU-POL,2090,rur,0.33772
C-EEU-POL,2090,urb,0.66228
C-EEU-POL,2095,rur,0.33266000000000007
C-EEU-POL,2095,urb,0.6673399999999999
C-EEU-POL,2100,rur,0.3275199999999999
C-EEU-POL,2100,urb,0.6724800000000001
C-EEU-ROU,2020,rur,0.45799999999999996
C-EEU-ROU,2020,urb,0.542
C-EEU-ROU,2025,rur,0.45652000000000004
C-EEU-ROU,2025,urb,0.54348
C-EEU-ROU,2030,rur,0.4549100000000001
C-EEU-ROU,2030,urb,0.54509
C-EEU-ROU,2035,rur,0.45315
C-EEU-ROU,2035,urb,0.5468500000000001
C-EEU-ROU,2040,rur,0.45124
C-EEU-ROU,2040,urb,0.54876
C-EEU-ROU,2045,rur,0.44917000000000007
C-EEU-ROU,2045,urb,0.5508299999999999
C-EEU-ROU,2050,rur,0.44689999999999996
C-EEU-ROU,2050,urb,0.5531
C-EEU-ROU,2055,rur,0.44444000000000006
C-EEU-ROU,2055,urb,0.5555599999999999
C-EEU-ROU,2060,rur,0.4417600000000001
C-EEU-ROU,2060,urb,0.55824
C-EEU-ROU,2065,rur,0.4388499999999999
C-EEU-ROU,2065,urb,0.56115
C-EEU-ROU,2070,rur,0.43568
C-EEU-ROU,2070,urb,0.56432
C-EEU-ROU,2075,rur,0.43223999999999996
C-EEU-ROU,2075,urb,0.56776
C-EEU-ROU,2080,rur,0.4285
C-EEU-ROU,2080,urb,0.5715
C-EEU-ROU,2085,rur,0.42444000000000004
C-EEU-ROU,2085,urb,0.57556
C-EEU-ROU,2090,rur,0.42004
C-EEU-ROU,2090,urb,0.57996
C-EEU-ROU,2095,rur,0.41525000000000006
C-EEU-ROU,2095,urb,0.58475
C-EEU-ROU,2100,rur,0.41006999999999993
C-EEU-ROU,2100,urb,0.5899300000000001
C-EEU-SVK,2020,rur,0.4620000000000001
C-EEU-SVK,2020,urb,0.5379999999999999
C-EEU-SVK,2025,rur,0.46093000000000006
C-EEU-SVK,2025,urb,0.5390699999999999
C-EEU-SVK,2030,rur,0.45972
C-EEU-SVK,2030,urb,0.54028
C-EEU-SVK,2035,rur,0.45837000000000006
C-EEU-SVK,2035,urb,0.54163
C-EEU-SVK,2040,rur,0.45685
C-EEU-SVK,2040,urb,0.54315
C-EEU-SVK,2045,rur,0.45514
C-EEU-SVK,2045,urb,0.54486
C-EEU-SVK,2050,rur,0.45322000000000007
C-EEU-SVK,2050,urb,0.5467799999999999
C-EEU-SVK,2055,rur,0.45106
C-EEU-SVK,2055,urb,0.54894
C-EEU-SVK,2060,rur,0.44863999999999993
C-EEU-SVK,2060,urb,0.5513600000000001
C-EEU-SVK,2065,rur,0.44593000000000005
C-EEU-SVK,2065,urb,0.55407
C-EEU-SVK,2070,rur,0.44287999999999994
C-EEU-SVK,2070,urb,0.5571200000000001
C-EEU-SVK,2075,rur,0.43946
C-EEU-SVK,2075,urb,0.56054
C-EEU-SVK,2080,rur,0.4356300000000001
C-EEU-SVK,2080,urb,0.5643699999999999
C-EEU-SVK,2085,rur,0.43133000000000005
C-EEU-SVK,2085,urb,0.56867
C-EEU-SVK,2090,rur,0.42652
C-EEU-SVK,2090,urb,0.57348
C-EEU-SVK,2095,rur,0.42113999999999996
C-EEU-SVK,2095,urb,0.57886
C-EEU-SVK,2100,rur,0.41512000000000004
C-EEU-SVK,2100,urb,0.58488
C-EEU-SVN,2020,rur,0.44899999999999995
C-EEU-SVN,2020,urb,0.551
C-EEU-SVN,2025,rur,0.44764000000000004
C-EEU-SVN,2025,urb,0.55236
C-EEU-SVN,2030,rur,0.44614
C-EEU-SVN,2030,urb,0.55386
C-EEU-SVN,2035,rur,0.44448999999999994
C-EEU-SVN,2035,urb,0.5555100000000001
C-EEU-SVN,2040,rur,0.44265999999999994
C-EEU-SVN,2040,urb,0.5573400000000001
C-EEU-SVN,2045,rur,0.44065
C-EEU-SVN,2045,urb,0.55935
C-EEU-SVN,2050,rur,0.43843
C-EEU-SVN,2050,urb,0.56157
C-EEU-SVN,2055,rur,0.43598000000000003
C-EEU-SVN,2055,urb,0.56402
C-EEU-SVN,2060,rur,0.43328000000000005
C-EEU-SVN,2060,urb,0.56672
C-EEU-SVN,2065,rur,0.4303
C-EEU-SVN,2065,urb,0.5697
C-EEU-SVN,2070,rur,0.42701999999999996
C-EEU-SVN,2070,urb,0.57298
C-EEU-SVN,2075,rur,0.42341000000000006
C-EEU-SVN,2075,urb,0.5765899999999999
C-EEU-SVN,2080,rur,0.41942999999999997
C-EEU-SVN,2080,urb,0.58057
C-EEU-SVN,2085,rur,0.41506
C-EEU-SVN,2085,urb,0.58494
C-EEU-SVN,2090,rur,0.41025000000000006
C-EEU-SVN,2090,urb,0.58975
C-EEU-SVN,2095,rur,0.40497000000000005
C-EEU-SVN,2095,urb,0.59503
C-EEU-SVN,2100,rur,0.39918
C-EEU-SVN,2100,urb,0.60082
C-WEU-AUT,2020,rur,0.4129999999999999
C-WEU-AUT,2020,urb,0.5870000000000001
C-WEU-AUT,2025,rur,0.41020999999999996
C-WEU-AUT,2025,urb,0.58979
C-WEU-AUT,2030,rur,0.4073
C-WEU-AUT,2030,urb,0.5927
C-WEU-AUT,2035,rur,0.40427
C-WEU-AUT,2035,urb,0.59573
C-WEU-AUT,2040,rur,0.40112000000000003
C-WEU-AUT,2040,urb,0.59888
C-WEU-AUT,2045,rur,0.39783999999999997
C-WEU-AUT,2045,urb,0.60216
C-WEU-AUT,2050,rur,0.39442
C-WEU-AUT,2050,urb,0.60558
C-WEU-AUT,2055,rur,0.39086
C-WEU-AUT,2055,urb,0.60914
C-WEU-AUT,2060,rur,0.38717
C-WEU-AUT,2060,urb,0.61283
C-WEU-AUT,2065,rur,0.38332
C-WEU-AUT,2065,urb,0.61668
C-WEU-AUT,2070,rur,0.37932999999999995
C-WEU-AUT,2070,urb,0.62067
C-WEU-AUT,2075,rur,0.37517999999999996
C-WEU-AUT,2075,urb,0.62482
C-WEU-AUT,2080,rur,0.37087000000000003
C-WEU-AUT,2080,urb,0.62913
C-WEU-AUT,2085,rur,0.36640000000000006
C-WEU-AUT,2085,urb,0.6335999999999999
C-WEU-AUT,2090,rur,0.36177000000000004
C-WEU-AUT,2090,urb,0.63823
C-WEU-AUT,2095,rur,0.35697
C-WEU-AUT,2095,urb,0.64303
C-WEU-AUT,2100,rur,0.35199
C-WEU-AUT,2100,urb,0.64801
C-WEU-BEL,2020,rur,0.019000000000000017
C-WEU-BEL,2020,urb,0.981
C-WEU-BEL,2025,rur,0.021560000000000024
C-WEU-BEL,2025,urb,0.97844
C-WEU-BEL,2030,rur,0.02434000000000003
C-WEU-BEL,2030,urb,0.97566
C-WEU-BEL,2035,rur,0.02733999999999992
C-WEU-BEL,2035,urb,0.9726600000000001
C-WEU-BEL,2040,rur,0.030550000000000077
C-WEU-BEL,2040,urb,0.9694499999999999
C-WEU-BEL,2045,rur,0.03391999999999995
C-WEU-BEL,2045,urb,0.96608
C-WEU-BEL,2050,rur,0.03744000000000003
C-WEU-BEL,2050,urb,0.96256
C-WEU-BEL,2055,rur,0.04106999999999994
C-WEU-BEL,2055,urb,0.9589300000000001
C-WEU-BEL,2060,rur,0.044749999999999956
C-WEU-BEL,2060,urb,0.95525
C-WEU-BEL,2065,rur,0.04843999999999993
C-WEU-BEL,2065,urb,0.9515600000000001
C-WEU-BEL,2070,rur,0.052099999999999924
C-WEU-BEL,2070,urb,0.9479000000000001
C-WEU-BEL,2075,rur,0.05567999999999996
C-WEU-BEL,2075,urb,0.94432
C-WEU-BEL,2080,rur,0.05913000000000002
C-WEU-BEL,2080,urb,0.94087
C-WEU-BEL,2085,rur,0.06242000000000003
C-WEU-BEL,2085,urb,0.93758
C-WEU-BEL,2090,rur,0.06552000000000002
C-WEU-BEL,2090,urb,0.93448
C-WEU-BEL,2095,rur,0.06842000000000004
C-WEU-BEL,2095,urb,0.93158
C-WEU-BEL,2100,rur,0.07108999999999999
C-WEU-BEL,2100,urb,0.92891
C-WEU-CHE,2020,rur,0.2609999999999999
C-WEU-CHE,2020,urb,0.7390000000000001
C-WEU-CHE,2025,rur,0.25771
C-WEU-CHE,2025,urb,0.74229
C-WEU-CHE,2030,rur,0.25434
C-WEU-CHE,2030,urb,0.74566
C-WEU-CHE,2035,rur,0.25088
C-WEU-CHE,2035,urb,0.74912
C-WEU-CHE,2040,rur,0.24733000000000005
C-WEU-CHE,2040,urb,0.75267
C-WEU-CHE,2045,rur,0.24370000000000003
C-WEU-CHE,2045,urb,0.7563
C-WEU-CHE,2050,rur,0.23998000000000008
C-WEU-CHE,2050,urb,0.7600199999999999
C-WEU-CHE,2055,rur,0.23617000000000002
C-WEU-CHE,2055,urb,0.76383
C-WEU-CHE,2060,rur,0.23229
C-WEU-CHE,2060,urb,0.76771
C-WEU-CHE,2065,rur,0.22832
C-WEU-CHE,2065,urb,0.77168
C-WEU-CHE,2070,rur,0.22427000000000008
C-WEU-CHE,2070,urb,0.7757299999999999
C-WEU-CHE,2075,rur,0.22014
C-WEU-CHE,2075,urb,0.77986
C-WEU-CHE,2080,rur,0.2159399999999999
C-WEU-CHE,2080,urb,0.7840600000000001
C-WEU-CHE,2085,rur,0.2116800000000001
C-WEU-CHE,2085,urb,0.7883199999999999
C-WEU-CHE,2090,rur,0.20734
C-WEU-CHE,2090,urb,0.7926600000000001
C-WEU-CHE,2095,rur,0.20294
C-WEU-CHE,2095,urb,0.79706
C-WEU-CHE,2100,rur,0.19848000000000002
C-WEU-CHE,2100,urb,0.8015199999999999
C-WEU-CYP,2020,rur,0.3320000000000001
C-WEU-CYP,2020,urb,0.6679999999999999
C-WEU-CYP,2025,rur,0.33099999999999996
C-WEU-CYP,2025,urb,0.669
C-WEU-CYP,2030,rur,0.32991000000000004
C-WEU-CYP,2030,urb,0.67009
C-WEU-CYP,2035,rur,0.3287399999999999
C-WEU-CYP,2035,urb,0.6712600000000001
C-WEU-CYP,2040,rur,0.32748
C-WEU-CYP,2040,urb,0.67252
C-WEU-CYP,2045,rur,0.32611999999999997
C-WEU-CYP,2045,urb,0.67388
C-WEU-CYP,2050,rur,0.32465
C-WEU-CYP,2050,urb,0.67535
C-WEU-CYP,2055,rur,0.32306
C-WEU-CYP,2055,urb,0.67694
C-WEU-CYP,2060,rur,0.32136
C-WEU-CYP,2060,urb,0.67864
C-WEU-CYP,2065,rur,0.31952
C-WEU-CYP,2065,urb,0.68048
C-WEU-CYP,2070,rur,0.31753
C-WEU-CYP,2070,urb,0.68247
C-WEU-CYP,2075,rur,0.3154
C-WEU-CYP,2075,urb,0.6846
C-WEU-CYP,2080,rur,0.3131100000000001
C-WEU-CYP,2080,urb,0.6868899999999999
C-WEU-CYP,2085,rur,0.3106399999999999
C-WEU-CYP,2085,urb,0.6893600000000001
C-WEU-CYP,2090,rur,0.30799999999999994
C-WEU-CYP,2090,urb,0.6920000000000001
C-WEU-CYP,2095,rur,0.30515000000000003
C-WEU-CYP,2095,urb,0.69485
C-WEU-CYP,2100,rur,0.30211
C-WEU-CYP,2100,urb,0.69789
C-WEU-DEU,2020,rur,0.22499999999999998
C-WEU-DEU,2020,urb,0.775
C-WEU-DEU,2025,rur,0.2212999999999999
C-WEU-DEU,2025,urb,0.7787000000000001
C-WEU-DEU,2030,rur,0.21746
C-WEU-DEU,2030,urb,0.78254
C-WEU-DEU,2035,rur,0.21348
C-WEU-DEU,2035,urb,0.7865200000000001
C-WEU-DEU,2040,rur,0.20936000000000013
C-WEU-DEU,2040,urb,0.7906399999999999
C-WEU-DEU,2045,rur,0.2051099999999999
C-WEU-DEU,2045,urb,0.7948900000000001
C-WEU-DEU,2050,rur,0.20072
C-WEU-DEU,2050,urb,0.79928
C-WEU-DEU,2055,rur,0.19621
C-WEU-DEU,2055,urb,0.80379
C-WEU-DEU,2060,rur,0.19156000000000006
C-WEU-DEU,2060,urb,0.8084399999999999
C-WEU-DEU,2065,rur,0.18680000000000008
C-WEU-DEU,2065,urb,0.8131999999999999
C-WEU-DEU,2070,rur,0.18191999999999997
C-WEU-DEU,2070,urb,0.81808
C-WEU-DEU,2075,rur,0.17693000000000003
C-WEU-DEU,2075,urb,0.82307
C-WEU-DEU,2080,rur,0.17185000000000006
C-WEU-DEU,2080,urb,0.8281499999999999
C-WEU-DEU,2085,rur,0.16668000000000005
C-WEU-DEU,2085,urb,0.83332
C-WEU-DEU,2090,rur,0.16142999999999996
C-WEU-DEU,2090,urb,0.83857
C-WEU-DEU,2095,rur,0.15611000000000008
C-WEU-DEU,2095,urb,0.84389
C-WEU-DEU,2100,rur,0.15073999999999999
C-WEU-DEU,2100,urb,0.84926
C-WEU-DNK,2020,rur,0.1190000000000001
C-WEU-DNK,2020,urb,0.881
C-WEU-DNK,2025,rur,0.11923000000000007
C-WEU-DNK,2025,urb,0.8807699999999999
C-WEU-DNK,2030,rur,0.11944
C-WEU-DNK,2030,urb,0.88056
C-WEU-DNK,2035,rur,0.11965000000000003
C-WEU-DNK,2035,urb,0.88035
C-WEU-DNK,2040,rur,0.11985000000000001
C-WEU-DNK,2040,urb,0.8801500000000001
C-WEU-DNK,2045,rur,0.12002999999999997
C-WEU-DNK,2045,urb,0.87997
C-WEU-DNK,2050,rur,0.12021000000000004
C-WEU-DNK,2050,urb,0.87979
C-WEU-DNK,2055,rur,0.12037999999999993
C-WEU-DNK,2055,urb,0.8796200000000002
C-WEU-DNK,2060,rur,0.12054
C-WEU-DNK,2060,urb,0.87946
C-WEU-DNK,2065,rur,0.12069000000000007
C-WEU-DNK,2065,urb,0.8793099999999999
C-WEU-DNK,2070,rur,0.12084000000000006
C-WEU-DNK,2070,urb,0.8791599999999999
C-WEU-DNK,2075,rur,0.12097999999999996
C-WEU-DNK,2075,urb,0.87902
C-WEU-DNK,2080,rur,0.12111000000000005
C-WEU-DNK,2080,urb,0.87889
C-WEU-DNK,2085,rur,0.12123000000000006
C-WEU-DNK,2085,urb,0.8787699999999999
C-WEU-DNK,2090,rur,0.12135000000000007
C-WEU-DNK,2090,urb,0.8786499999999999
C-WEU-DNK,2095,rur,0.12147000000000008
C-WEU-DNK,2095,urb,0.8785299999999999
C-WEU-DNK,2100,rur,0.12156999999999996
C-WEU-DNK,2100,urb,0.87843
C-WEU-ESP,2020,rur,0.19200000000000006
C-WEU-ESP,2020,urb,0.808
C-WEU-ESP,2025,rur,0.18906000000000003
C-WEU-ESP,2025,urb,0.8109400000000001
C-WEU-ESP,2030,rur,0.18593
C-WEU-ESP,2030,urb,0.8140699999999998
C-WEU-ESP,2035,rur,0.18259000000000003
C-WEU-ESP,2035,urb,0.81741
C-WEU-ESP,2040,rur,0.17905000000000007
C-WEU-ESP,2040,urb,0.82095
C-WEU-ESP,2045,rur,0.17528999999999995
C-WEU-ESP,2045,urb,0.82471
C-WEU-ESP,2050,rur,0.17130999999999993
C-WEU-ESP,2050,urb,0.82869
C-WEU-ESP,2055,rur,0.1671299999999999
C-WEU-ESP,2055,urb,0.8328700000000001
C-WEU-ESP,2060,rur,0.1627200000000001
C-WEU-ESP,2060,urb,0.8372799999999999
C-WEU-ESP,2065,rur,0.15811000000000008
C-WEU-ESP,2065,urb,0.8418899999999999
C-WEU-ESP,2070,rur,0.15328999999999993
C-WEU-ESP,2070,urb,0.8467100000000002
C-WEU-ESP,2075,rur,0.14828000000000008
C-WEU-ESP,2075,urb,0.8517199999999998
C-WEU-ESP,2080,rur,0.1430800000000001
C-WEU-ESP,2080,urb,0.8569199999999999
C-WEU-ESP,2085,rur,0.13771
C-WEU-ESP,2085,urb,0.86229
C-WEU-ESP,2090,rur,0.13219999999999998
C-WEU-ESP,2090,urb,0.8678
C-WEU-ESP,2095,rur,0.12655000000000005
C-WEU-ESP,2095,urb,0.87345
