region_gea,year,value
AFR,2020,0.41
AFR,2025,0.41
AFR,2030,0.4018
AFR,2035,0.39359999999999995
AFR,2040,0.38539999999999996
AFR,2045,0.3771999999999999
AFR,2050,0.369
AFR,2055,0.36079999999999995
AFR,2060,0.35259999999999997
AFR,2070,0.33619999999999994
AFR,2080,0.3198
AFR,2090,0.3034
AFR,2100,0.287
CPA,2020,0.58
CPA,2025,0.58
CPA,2030,0.5683999999999999
CPA,2035,0.5568
CPA,2040,0.5451999999999999
CPA,2045,0.5336
CPA,2050,0.522
CPA,2055,0.5104
CPA,2060,0.49879999999999997
CPA,2070,0.4755999999999999
CPA,2080,0.45239999999999997
CPA,2090,0.42919999999999997
CPA,2100,0.40599999999999997
EEU,2020,0.86
EEU,2025,0.86
EEU,2030,0.8428
EEU,2035,0.8256
EEU,2040,0.8083999999999999
EEU,2045,0.7911999999999999
EEU,2050,0.774
EEU,2055,0.7568
EEU,2060,0.7395999999999999
EEU,2070,0.7051999999999999
EEU,2080,0.6708000000000001
EEU,2090,0.6364
EEU,2100,0.602
FSU,2020,0.8
FSU,2025,0.8
FSU,2030,0.784
FSU,2035,0.768
FSU,2040,0.752
FSU,2045,0.736
FSU,2050,0.7200000000000001
FSU,2055,0.7040000000000001
FSU,2060,0.6880000000000001
FSU,2070,0.656
FSU,2080,0.6240000000000001
FSU,2090,0.592
FSU,2100,0.5599999999999999
LAC,2020,0.78
LAC,2025,0.78
LAC,2030,0.7644
LAC,2035,0.7488
LAC,2040,0.7332
LAC,2045,0.7176
LAC,2050,0.7020000000000001
LAC,2055,0.6864
LAC,2060,0.6708000000000001
LAC,2070,0.6396
LAC,2080,0.6084
LAC,2090,0.5772
LAC,2100,0.5459999999999999
MEA,2020,0.93
MEA,2025,0.93
MEA,2030,0.9114
MEA,2035,0.8928
MEA,2040,0.8742
MEA,2045,0.8556
MEA,2050,0.8370000000000001
MEA,2055,0.8184
MEA,2060,0.7998000000000001
MEA,2070,0.7626
MEA,2080,0.7254
MEA,2090,0.6882
MEA,2100,0.651
NAM,2020,1.03
NAM,2025,1.03
NAM,2030,1.0094
NAM,2035,0.9888
NAM,2040,0.9682
NAM,2045,0.9476
NAM,2050,0.927
NAM,2055,0.9064
NAM,2060,0.8858
NAM,2070,0.8446
NAM,2080,0.8034
NAM,2090,0.7622
NAM,2100,0.721
PAO,2020,0.75
PAO,2025,0.75
PAO,2030,0.735
PAO,2035,0.72
PAO,2040,0.705
PAO,2045,0.69
PAO,2050,0.675
PAO,2055,0.66
PAO,2060,0.645
PAO,2070,0.615
PAO,2080,0.585
PAO,2090,0.5549999999999999
PAO,2100,0.5249999999999999
PAS,2020,0.45
PAS,2025,0.45
PAS,2030,0.441
PAS,2035,0.432
PAS,2040,0.423
PAS,2045,0.414
PAS,2050,0.405
PAS,2055,0.396
PAS,2060,0.387
PAS,2070,0.369
PAS,2080,0.35100000000000003
PAS,2090,0.333
PAS,2100,0.315
SAS,2020,0.45
SAS,2025,0.45
SAS,2030,0.441
SAS,2035,0.432
SAS,2040,0.423
SAS,2045,0.414
SAS,2050,0.405
SAS,2055,0.396
SAS,2060,0.387
SAS,2070,0.369
SAS,2080,0.35100000000000003
SAS,2090,0.333
SAS,2100,0.315
WEU,2020,0.91
WEU,2025,0.91
WEU,2030,0.8918
WEU,2035,0.8736
WEU,2040,0.8553999999999999
WEU,2045,0.8371999999999999
WEU,2050,0.8190000000000001
WEU,2055,0.8008000000000001
WEU,2060,0.7826
WEU,2070,0.7462
WEU,2080,0.7098000000000001
WEU,2090,0.6734
WEU,2100,0.637
