region_bld,year,value
C-EEU-BGR,2020,7.02023900000001
C-EEU-BGR,2025,6.658599000000001
C-EEU-BGR,2030,6.395875
C-EEU-BGR,2035,6.15345500000001
C-EEU-BGR,2040,5.929876
C-EEU-BGR,2045,5.7278199999999995
C-EEU-BGR,2050,5.547042999999999
C-EEU-BGR,2055,5.3770630000000015
C-EEU-BGR,2060,5.208843
C-EEU-BGR,2065,5.040247000000001
C-EEU-BGR,2070,4.872345999999999
C-EEU-BGR,2075,4.70884300000001
C-EEU-BGR,2080,4.554564000000011
C-EEU-BGR,2085,4.4110510000000005
C-EEU-BGR,2090,4.277158
C-EEU-BGR,2095,4.14846
C-EEU-BGR,2100,4.012528
C-EEU-CZE,2020,10.537908
C-EEU-CZE,2025,10.905204
C-EEU-CZE,2030,10.836934
C-EEU-CZE,2035,10.763617
C-EEU-CZE,2040,10.71245
C-EEU-CZE,2045,10.699325000000002
C-EEU-CZE,2050,10.711981
C-EEU-CZE,2055,10.72136
C-EEU-CZE,2060,10.704323
C-EEU-CZE,2065,10.63409
C-EEU-CZE,2070,10.514884
C-EEU-CZE,2075,10.360638999999999
C-EEU-CZE,2080,10.190532
C-EEU-CZE,2085,10.014512000000002
C-EEU-CZE,2090,9.823811
C-EEU-CZE,2095,9.597251000000009
C-EEU-CZE,2100,9.325646
C-EEU-EST,2020,1.329091
C-EEU-EST,2025,1.344221
C-EEU-EST,2030,1.307458
C-EEU-EST,2035,1.276194
C-EEU-EST,2040,1.251755
C-EEU-EST,2045,1.234173
C-EEU-EST,2050,1.220424
C-EEU-EST,2055,1.206195
C-EEU-EST,2060,1.190207
C-EEU-EST,2065,1.172402
C-EEU-EST,2070,1.153039
C-EEU-EST,2075,1.132541
C-EEU-EST,2080,1.111038
C-EEU-EST,2085,1.0882
C-EEU-EST,2090,1.063875
C-EEU-EST,2095,1.038379
C-EEU-EST,2100,1.011432
C-EEU-HRV,2020,4.114644
C-EEU-HRV,2025,3.941731
C-EEU-HRV,2030,3.7821990000000003
C-EEU-HRV,2035,3.640226
C-EEU-HRV,2040,3.513451
C-EEU-HRV,2045,3.403006
C-EEU-HRV,2050,3.306704
C-EEU-HRV,2055,3.219694
C-EEU-HRV,2060,3.138334
C-EEU-HRV,2065,3.061246
C-EEU-HRV,2070,2.987568
C-EEU-HRV,2075,2.915899
C-EEU-HRV,2080,2.844043
C-EEU-HRV,2085,2.769792
C-EEU-HRV,2090,2.691564
C-EEU-HRV,2095,2.607678
C-EEU-HRV,2100,2.516668
C-EEU-HUN,2020,9.77012300000001
C-EEU-HUN,2025,9.642887
C-EEU-HUN,2030,9.52828400000001
C-EEU-HUN,2035,9.403395000000002
C-EEU-HUN,2040,9.27706700000001
C-EEU-HUN,2045,9.16258300000001
C-EEU-HUN,2050,9.06391700000002
C-EEU-HUN,2055,8.970604999999999
C-EEU-HUN,2060,8.86654
C-EEU-HUN,2065,8.728842
C-EEU-HUN,2070,8.554210999999999
C-EEU-HUN,2075,8.356948000000001
C-EEU-HUN,2080,8.153771
C-EEU-HUN,2085,7.949486
C-EEU-HUN,2090,7.733354
C-EEU-HUN,2095,7.496472
C-EEU-HUN,2100,7.237265000000001
C-EEU-LTU,2020,2.835902
C-EEU-LTU,2025,2.667372
C-EEU-LTU,2030,2.477255
C-EEU-LTU,2035,2.306056
C-EEU-LTU,2040,2.153895
C-EEU-LTU,2045,2.022873
C-EEU-LTU,2050,1.907334
C-EEU-LTU,2055,1.798328
C-EEU-LTU,2060,1.694944
C-EEU-LTU,2065,1.6040519999999998
C-EEU-LTU,2070,1.525611
C-EEU-LTU,2075,1.458679
C-EEU-LTU,2080,1.401087
C-EEU-LTU,2085,1.349728
C-EEU-LTU,2090,1.302008
