region_bld,clim,urt,mat,year,arch,value
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2035,sfh,0.316
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2040,mfh,0.6940000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2040,sfh,0.306
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2045,mfh,0.7040000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2045,sfh,0.296
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2050,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2050,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2055,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2055,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2060,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2060,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2065,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2065,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2070,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2070,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2075,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2075,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2080,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2080,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2085,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2085,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2090,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2090,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2095,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2095,sfh,0.286
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2100,mfh,0.7140000000000001
C-EEU-ROU,Zone_4A Mixed Humid,urb,perm,2100,sfh,0.286
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2015,mfh,0.34
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2015,sfh,0.66
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2020,mfh,0.34
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2020,sfh,0.66
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2025,mfh,0.34
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2025,sfh,0.66
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2030,mfh,0.35000000000000003
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2030,sfh,0.65
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2035,mfh,0.36000000000000004
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2035,sfh,0.64
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2040,mfh,0.37
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2040,sfh,0.6300000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2045,mfh,0.38
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2045,sfh,0.6200000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2050,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2050,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2055,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2055,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2060,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2060,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2065,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2065,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2070,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2070,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2075,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2075,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2080,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2080,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2085,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2085,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2090,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2090,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2095,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2095,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2100,mfh,0.39
C-EEU-ROU,Zone_5A Cool Humid,rur,perm,2100,sfh,0.6100000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2015,mfh,0.517
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2015,sfh,0.483
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2020,mfh,0.517
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2020,sfh,0.483
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2025,mfh,0.517
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2025,sfh,0.483
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2030,mfh,0.527
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2030,sfh,0.473
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2035,mfh,0.537
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2035,sfh,0.46299999999999997
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2040,mfh,0.547
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2040,sfh,0.45299999999999996
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2045,mfh,0.557
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2045,sfh,0.44299999999999995
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2050,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2050,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2055,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2055,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2060,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2060,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2065,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2065,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2070,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2070,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2075,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2075,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2080,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2080,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2085,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2085,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2090,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2090,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2095,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2095,sfh,0.43299999999999994
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2100,mfh,0.5670000000000001
C-EEU-ROU,Zone_5A Cool Humid,urb,perm,2100,sfh,0.43299999999999994
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2015,mfh,0.397
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2015,sfh,0.603
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2020,mfh,0.397
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2020,sfh,0.603
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2025,mfh,0.397
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2025,sfh,0.603
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2030,mfh,0.40700000000000003
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2030,sfh,0.593
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2035,mfh,0.41700000000000004
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2035,sfh,0.583
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2040,mfh,0.42700000000000005
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2040,sfh,0.573
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2045,mfh,0.43700000000000006
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2045,sfh,0.563
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2050,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2050,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2055,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2055,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2060,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2060,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2065,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2065,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2070,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2070,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2075,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2075,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2080,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2080,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2085,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2085,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2090,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2090,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2095,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2095,sfh,0.5529999999999999
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2100,mfh,0.447
C-EEU-ROU,Zone_6A Cold Humid,rur,perm,2100,sfh,0.5529999999999999
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2015,mfh,0.438
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2015,sfh,0.562
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2020,mfh,0.438
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2020,sfh,0.562
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2025,mfh,0.438
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2025,sfh,0.562
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2030,mfh,0.448
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2030,sfh,0.552
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2035,mfh,0.458
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2035,sfh,0.542
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2040,mfh,0.46799999999999997
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2040,sfh,0.532
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2045,mfh,0.478
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2045,sfh,0.522
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2050,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2050,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2055,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2055,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2060,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2060,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2065,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2065,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2070,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2070,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2075,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2075,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2080,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2080,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2085,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2085,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2090,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2090,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2095,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2095,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2100,mfh,0.488
C-EEU-SVK,Zone_5A Cool Humid,rur,perm,2100,sfh,0.512
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2015,mfh,0.603
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2015,sfh,0.397
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2020,mfh,0.603
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2020,sfh,0.397
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2025,mfh,0.603
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2025,sfh,0.397
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2030,mfh,0.613
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2030,sfh,0.387
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2035,mfh,0.623
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2035,sfh,0.377
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2040,mfh,0.633
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2040,sfh,0.367
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2045,mfh,0.643
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2045,sfh,0.357
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2050,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2050,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2055,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2055,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2060,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2060,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2065,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2065,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2070,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2070,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2075,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2075,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2080,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2080,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2085,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2085,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2090,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2090,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2095,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2095,sfh,0.347
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2100,mfh,0.653
C-EEU-SVK,Zone_5A Cool Humid,urb,perm,2100,sfh,0.347
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2015,mfh,0.46
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2015,sfh,0.54
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2020,mfh,0.46
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2020,sfh,0.54
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2025,mfh,0.46
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2025,sfh,0.54
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2030,mfh,0.47000000000000003
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2030,sfh,0.53
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2035,mfh,0.48000000000000004
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2035,sfh,0.52
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2040,mfh,0.49
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2040,sfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2045,mfh,0.5
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2045,sfh,0.5
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2050,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2050,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2055,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2055,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2060,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2060,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2065,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2065,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2070,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2070,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2075,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2075,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2080,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2080,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2085,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2085,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2090,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2090,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2095,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2095,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2100,mfh,0.51
C-EEU-SVK,Zone_6A Cold Humid,rur,perm,2100,sfh,0.49000000000000005
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2015,mfh,0.448
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2015,sfh,0.552
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2020,mfh,0.448
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2020,sfh,0.552
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2025,mfh,0.448
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2025,sfh,0.552
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2030,mfh,0.458
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2030,sfh,0.542
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2035,mfh,0.468
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2035,sfh,0.532
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2040,mfh,0.478
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2040,sfh,0.522
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2045,mfh,0.488
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2045,sfh,0.512
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2050,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2050,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2055,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2055,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2060,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2060,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2065,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2065,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2070,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2070,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2075,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2075,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2080,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2080,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2085,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2085,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2090,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2090,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2095,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2095,sfh,0.502
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2100,mfh,0.498
C-EEU-SVK,Zone_6A Cold Humid,urb,perm,2100,sfh,0.502
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2015,mfh,0.371
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2015,sfh,0.629
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2020,mfh,0.371
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2020,sfh,0.629
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2025,mfh,0.371
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2025,sfh,0.629
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2030,mfh,0.381
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2030,sfh,0.619
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2035,mfh,0.391
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2035,sfh,0.609
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2040,mfh,0.401
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2040,sfh,0.599
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2045,mfh,0.41100000000000003
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2045,sfh,0.589
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2050,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2050,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2055,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2055,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2060,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2060,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2065,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2065,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2070,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2070,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2075,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2075,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2080,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2080,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2085,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2085,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2090,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2090,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2095,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2095,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2100,mfh,0.421
C-EEU-SVN,Zone_4A Mixed Humid,rur,perm,2100,sfh,0.579
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2015,mfh,0.582
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2015,sfh,0.418
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2020,mfh,0.582
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2020,sfh,0.418
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2025,mfh,0.582
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2025,sfh,0.418
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2030,mfh,0.592
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2030,sfh,0.408
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2035,mfh,0.602
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2035,sfh,0.39799999999999996
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2040,mfh,0.612
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2040,sfh,0.38799999999999996
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2045,mfh,0.622
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2045,sfh,0.37799999999999995
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2050,mfh,0.632
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2050,sfh,0.36799999999999994
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2055,mfh,0.632
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2055,sfh,0.36799999999999994
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2060,mfh,0.632
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2060,sfh,0.36799999999999994
C-EEU-SVN,Zone_4A Mixed Humid,urb,perm,2065,mfh,0.632
