"region_gea","material","year","eol_treat","value"
"AFR","glass",2020,"reuse",0
"AFR","glass",2025,"downcycling",0.45
"AFR","glass",2025,"others",0.55
"AFR","glass",2025,"recycling",0
"AFR","glass",2025,"reuse",0
"AFR","glass",2030,"downcycling",0.45
"AFR","glass",2030,"others",0.55
"AFR","glass",2030,"recycling",0
"AFR","glass",2030,"reuse",0
"AFR","glass",2035,"downcycling",0.45
"AFR","glass",2035,"others",0.55
"AFR","glass",2035,"recycling",0
"AFR","glass",2035,"reuse",0
"AFR","glass",2040,"downcycling",0.45
"AFR","glass",2040,"others",0.55
"AFR","glass",2040,"recycling",0
"AFR","glass",2040,"reuse",0
"AFR","glass",2045,"downcycling",0.45
"AFR","glass",2045,"others",0.55
"AFR","glass",2045,"recycling",0
"AFR","glass",2045,"reuse",0
"AFR","glass",2050,"downcycling",0.45
"AFR","glass",2050,"others",0.55
"AFR","glass",2050,"recycling",0
"AFR","glass",2050,"reuse",0
"AFR","glass",2055,"downcycling",0.45
"AFR","glass",2055,"others",0.55
"AFR","glass",2055,"recycling",0
"AFR","glass",2055,"reuse",0
"AFR","glass",2060,"downcycling",0.45
"AFR","glass",2060,"others",0.55
"AFR","glass",2060,"recycling",0
"AFR","glass",2060,"reuse",0
"AFR","glass",2065,"downcycling",0.45
"AFR","glass",2065,"others",0.55
"AFR","glass",2065,"recycling",0
"AFR","glass",2065,"reuse",0
"AFR","glass",2070,"downcycling",0.45
"AFR","glass",2070,"others",0.55
"AFR","glass",2070,"recycling",0
"AFR","glass",2070,"reuse",0
"AFR","glass",2075,"downcycling",0.45
"AFR","glass",2075,"others",0.55
"AFR","glass",2075,"recycling",0
"AFR","glass",2075,"reuse",0
"AFR","glass",2080,"downcycling",0.45
"AFR","glass",2080,"others",0.55
"AFR","glass",2080,"recycling",0
"AFR","glass",2080,"reuse",0
"AFR","glass",2085,"downcycling",0.45
"AFR","glass",2085,"others",0.55
"AFR","glass",2085,"recycling",0
"AFR","glass",2085,"reuse",0
"AFR","glass",2090,"downcycling",0.45
"AFR","glass",2090,"others",0.55
"AFR","glass",2090,"recycling",0
"AFR","glass",2090,"reuse",0
"AFR","glass",2095,"downcycling",0.45
"AFR","glass",2095,"others",0.55
"AFR","glass",2095,"recycling",0
"AFR","glass",2095,"reuse",0
"AFR","glass",2100,"downcycling",0.45
"AFR","glass",2100,"others",0.55
"AFR","glass",2100,"recycling",0
"AFR","glass",2100,"reuse",0
"AFR","steel",2015,"downcycling",0
"AFR","steel",2015,"others",0.43
"AFR","steel",2015,"recycling",0.52
"AFR","steel",2015,"reuse",0.05
"AFR","steel",2020,"downcycling",0
"AFR","steel",2020,"others",0.43
"AFR","steel",2020,"recycling",0.52
"AFR","steel",2020,"reuse",0.05
"AFR","steel",2025,"downcycling",0
"AFR","steel",2025,"others",0.43
"AFR","steel",2025,"recycling",0.52
"AFR","steel",2025,"reuse",0.05
"AFR","steel",2030,"downcycling",0
"AFR","steel",2030,"others",0.43
"AFR","steel",2030,"recycling",0.52
"AFR","steel",2030,"reuse",0.05
"AFR","steel",2035,"downcycling",0
"AFR","steel",2035,"others",0.43
"AFR","steel",2035,"recycling",0.52
"AFR","steel",2035,"reuse",0.05
"AFR","steel",2040,"downcycling",0
"AFR","steel",2040,"others",0.43
"AFR","steel",2040,"recycling",0.52
"AFR","steel",2040,"reuse",0.05
"AFR","steel",2045,"downcycling",0
"AFR","steel",2045,"others",0.43
"AFR","steel",2045,"recycling",0.52
"AFR","steel",2045,"reuse",0.05
"AFR","steel",2050,"downcycling",0
"AFR","steel",2050,"others",0.43
"AFR","steel",2050,"recycling",0.52
"AFR","steel",2050,"reuse",0.05
"AFR","steel",2055,"downcycling",0
"AFR","steel",2055,"others",0.43
"AFR","steel",2055,"recycling",0.52
"AFR","steel",2055,"reuse",0.05
"AFR","steel",2060,"downcycling",0
"AFR","steel",2060,"others",0.43
"AFR","steel",2060,"recycling",0.52
"AFR","steel",2060,"reuse",0.05
"AFR","steel",2065,"downcycling",0
"AFR","steel",2065,"others",0.43
"AFR","steel",2065,"recycling",0.52
"AFR","steel",2065,"reuse",0.05
"AFR","steel",2070,"downcycling",0
"AFR","steel",2070,"others",0.43
"AFR","steel",2070,"recycling",0.52
"AFR","steel",2070,"reuse",0.05
"AFR","steel",2075,"downcycling",0
"AFR","steel",2075,"others",0.43
"AFR","steel",2075,"recycling",0.52
"AFR","steel",2075,"reuse",0.05
"AFR","steel",2080,"downcycling",0
"AFR","steel",2080,"others",0.43
"AFR","steel",2080,"recycling",0.52
"AFR","steel",2080,"reuse",0.05
"AFR","steel",2085,"downcycling",0
"AFR","steel",2085,"others",0.43
"AFR","steel",2085,"recycling",0.52
"AFR","steel",2085,"reuse",0.05
"AFR","steel",2090,"downcycling",0
"AFR","steel",2090,"others",0.43
"AFR","steel",2090,"recycling",0.52
"AFR","steel",2090,"reuse",0.05
"AFR","steel",2095,"downcycling",0
"AFR","steel",2095,"others",0.43
"AFR","steel",2095,"recycling",0.52
"AFR","steel",2095,"reuse",0.05
"AFR","steel",2100,"downcycling",0
"AFR","steel",2100,"others",0.43
"AFR","steel",2100,"recycling",0.52
"AFR","steel",2100,"reuse",0.05
"AFR","wood",2015,"downcycling",0.35
"AFR","wood",2015,"others",0.6
"AFR","wood",2015,"recycling",0
"AFR","wood",2015,"reuse",0.05
"AFR","wood",2020,"downcycling",0.35
"AFR","wood",2020,"others",0.6
"AFR","wood",2020,"recycling",0
"AFR","wood",2020,"reuse",0.05
"AFR","wood",2025,"downcycling",0.35
"AFR","wood",2025,"others",0.6
"AFR","wood",2025,"recycling",0
"AFR","wood",2025,"reuse",0.05
"AFR","wood",2030,"downcycling",0.35
"AFR","wood",2030,"others",0.6
"AFR","wood",2030,"recycling",0
"AFR","wood",2030,"reuse",0.05
"AFR","wood",2035,"downcycling",0.35
"AFR","wood",2035,"others",0.6
"AFR","wood",2035,"recycling",0
"AFR","wood",2035,"reuse",0.05
"AFR","wood",2040,"downcycling",0.35
"AFR","wood",2040,"others",0.6
"AFR","wood",2040,"recycling",0
"AFR","wood",2040,"reuse",0.05
"AFR","wood",2045,"downcycling",0.35
"AFR","wood",2045,"others",0.6
"AFR","wood",2045,"recycling",0
"AFR","wood",2045,"reuse",0.05
"AFR","wood",2050,"downcycling",0.35
"AFR","wood",2050,"others",0.6
"AFR","wood",2050,"recycling",0
"AFR","wood",2050,"reuse",0.05
"AFR","wood",2055,"downcycling",0.35
"AFR","wood",2055,"others",0.6
"AFR","wood",2055,"recycling",0
"AFR","wood",2055,"reuse",0.05
"AFR","wood",2060,"downcycling",0.35
"AFR","wood",2060,"others",0.6
"AFR","wood",2060,"recycling",0
"AFR","wood",2060,"reuse",0.05
"AFR","wood",2065,"downcycling",0.35
"AFR","wood",2065,"others",0.6
"AFR","wood",2065,"recycling",0
"AFR","wood",2065,"reuse",0.05
"AFR","wood",2070,"downcycling",0.35
"AFR","wood",2070,"others",0.6
"AFR","wood",2070,"recycling",0
"AFR","wood",2070,"reuse",0.05
"AFR","wood",2075,"downcycling",0.35
"AFR","wood",2075,"others",0.6
"AFR","wood",2075,"recycling",0
"AFR","wood",2075,"reuse",0.05
"AFR","wood",2080,"downcycling",0.35
"AFR","wood",2080,"others",0.6
"AFR","wood",2080,"recycling",0
"AFR","wood",2080,"reuse",0.05
"AFR","wood",2085,"downcycling",0.35
"AFR","wood",2085,"others",0.6
"AFR","wood",2085,"recycling",0
"AFR","wood",2085,"reuse",0.05
"AFR","wood",2090,"downcycling",0.35
"AFR","wood",2090,"others",0.6
"AFR","wood",2090,"recycling",0
"AFR","wood",2090,"reuse",0.05
"AFR","wood",2095,"downcycling",0.35
"AFR","wood",2095,"others",0.6
"AFR","wood",2095,"recycling",0
"AFR","wood",2095,"reuse",0.05
"AFR","wood",2100,"downcycling",0.35
"AFR","wood",2100,"others",0.6
"AFR","wood",2100,"recycling",0
"AFR","wood",2100,"reuse",0.05
"CPA","aluminum",2015,"downcycling",0
"CPA","aluminum",2015,"others",0.61
"CPA","aluminum",2015,"recycling",0.39
"CPA","aluminum",2015,"reuse",0
"CPA","aluminum",2020,"downcycling",0
"CPA","aluminum",2020,"others",0.61
"CPA","aluminum",2020,"recycling",0.39
"CPA","aluminum",2020,"reuse",0
"CPA","aluminum",2025,"downcycling",0
"CPA","aluminum",2025,"others",0.61
"CPA","aluminum",2025,"recycling",0.39
"CPA","aluminum",2025,"reuse",0
"CPA","aluminum",2030,"downcycling",0
"CPA","aluminum",2030,"others",0.61
"CPA","aluminum",2030,"recycling",0.39
"CPA","aluminum",2030,"reuse",0
"CPA","aluminum",2035,"downcycling",0
"CPA","aluminum",2035,"others",0.61
"CPA","aluminum",2035,"recycling",0.39
"CPA","aluminum",2035,"reuse",0
"CPA","aluminum",2040,"downcycling",0
"CPA","aluminum",2040,"others",0.61
"CPA","aluminum",2040,"recycling",0.39
"CPA","aluminum",2040,"reuse",0
"CPA","aluminum",2045,"downcycling",0
"CPA","aluminum",2045,"others",0.61
"CPA","aluminum",2045,"recycling",0.39
"CPA","aluminum",2045,"reuse",0
"CPA","aluminum",2050,"downcycling",0
"CPA","aluminum",2050,"others",0.61
"CPA","aluminum",2050,"recycling",0.39
"CPA","aluminum",2050,"reuse",0
"CPA","aluminum",2055,"downcycling",0
"CPA","aluminum",2055,"others",0.61
"CPA","aluminum",2055,"recycling",0.39
"CPA","aluminum",2055,"reuse",0
"CPA","aluminum",2060,"downcycling",0
"CPA","aluminum",2060,"others",0.61
"CPA","aluminum",2060,"recycling",0.39
"CPA","aluminum",2060,"reuse",0
"CPA","aluminum",2065,"downcycling",0
"CPA","aluminum",2065,"others",0.61
"CPA","aluminum",2065,"recycling",0.39
"CPA","aluminum",2065,"reuse",0
"CPA","aluminum",2070,"downcycling",0
"CPA","aluminum",2070,"others",0.61
"CPA","aluminum",2070,"recycling",0.39
"CPA","aluminum",2070,"reuse",0
"CPA","aluminum",2075,"downcycling",0
"CPA","aluminum",2075,"others",0.61
"CPA","aluminum",2075,"recycling",0.39
"CPA","aluminum",2075,"reuse",0
"CPA","aluminum",2080,"downcycling",0
"CPA","aluminum",2080,"others",0.61
"CPA","aluminum",2080,"recycling",0.39
"CPA","aluminum",2080,"reuse",0
"CPA","aluminum",2085,"downcycling",0
"CPA","aluminum",2085,"others",0.61
"CPA","aluminum",2085,"recycling",0.39
"CPA","aluminum",2085,"reuse",0
"CPA","aluminum",2090,"downcycling",0
"CPA","aluminum",2090,"others",0.61
"CPA","aluminum",2090,"recycling",0.39
"CPA","aluminum",2090,"reuse",0
"CPA","aluminum",2095,"downcycling",0
"CPA","aluminum",2095,"others",0.61
"CPA","aluminum",2095,"recycling",0.39
"CPA","aluminum",2095,"reuse",0
"CPA","aluminum",2100,"downcycling",0
"CPA","aluminum",2100,"others",0.61
"CPA","aluminum",2100,"recycling",0.39
"CPA","aluminum",2100,"reuse",0
"CPA","brick",2015,"downcycling",0.7
"CPA","brick",2015,"others",0.25
"CPA","brick",2015,"recycling",0
"CPA","brick",2015,"reuse",0.05
"CPA","brick",2020,"downcycling",0.7
"CPA","brick",2020,"others",0.25
"CPA","brick",2020,"recycling",0
"CPA","brick",2020,"reuse",0.05
"CPA","brick",2025,"downcycling",0.7
"CPA","brick",2025,"others",0.25
"CPA","brick",2025,"recycling",0
"CPA","brick",2025,"reuse",0.05
"CPA","brick",2030,"downcycling",0.7
"CPA","brick",2030,"others",0.25
"CPA","brick",2030,"recycling",0
"CPA","brick",2030,"reuse",0.05
"CPA","brick",2035,"downcycling",0.7
"CPA","brick",2035,"others",0.25
"CPA","brick",2035,"recycling",0
"CPA","brick",2035,"reuse",0.05
"CPA","brick",2040,"downcycling",0.7
"CPA","brick",2040,"others",0.25
"CPA","brick",2040,"recycling",0
"CPA","brick",2040,"reuse",0.05
"CPA","brick",2045,"downcycling",0.7
"CPA","brick",2045,"others",0.25
"CPA","brick",2045,"recycling",0
"CPA","brick",2045,"reuse",0.05
"CPA","brick",2050,"downcycling",0.7
"CPA","brick",2050,"others",0.25
"CPA","brick",2050,"recycling",0
"CPA","brick",2050,"reuse",0.05
"CPA","brick",2055,"downcycling",0.7
"CPA","brick",2055,"others",0.25
"CPA","brick",2055,"recycling",0
"CPA","brick",2055,"reuse",0.05
"CPA","brick",2060,"downcycling",0.7
"CPA","brick",2060,"others",0.25
"CPA","brick",2060,"recycling",0
"CPA","brick",2060,"reuse",0.05
"CPA","brick",2065,"downcycling",0.7
"CPA","brick",2065,"others",0.25
"CPA","brick",2065,"recycling",0
"CPA","brick",2065,"reuse",0.05
"CPA","brick",2070,"downcycling",0.7
"CPA","brick",2070,"others",0.25
"CPA","brick",2070,"recycling",0
"CPA","brick",2070,"reuse",0.05
"CPA","brick",2075,"downcycling",0.7
"CPA","brick",2075,"others",0.25
"CPA","brick",2075,"recycling",0
"CPA","brick",2075,"reuse",0.05
"CPA","brick",2080,"downcycling",0.7
"CPA","brick",2080,"others",0.25
"CPA","brick",2080,"recycling",0
"CPA","brick",2080,"reuse",0.05
"CPA","brick",2085,"downcycling",0.7
"CPA","brick",2085,"others",0.25
"CPA","brick",2085,"recycling",0
"CPA","brick",2085,"reuse",0.05
"CPA","brick",2090,"downcycling",0.7
"CPA","brick",2090,"others",0.25
"CPA","brick",2090,"recycling",0
"CPA","brick",2090,"reuse",0.05
"CPA","brick",2095,"downcycling",0.7
"CPA","brick",2095,"others",0.25
"CPA","brick",2095,"recycling",0
"CPA","brick",2095,"reuse",0.05
"CPA","brick",2100,"downcycling",0.7
"CPA","brick",2100,"others",0.25
"CPA","brick",2100,"recycling",0
"CPA","brick",2100,"reuse",0.05
"CPA","concrete",2015,"downcycling",0.6
"CPA","concrete",2015,"others",0.35
"CPA","concrete",2015,"recycling",0.03
"CPA","concrete",2015,"reuse",0.02
"CPA","concrete",2020,"downcycling",0.6
"CPA","concrete",2020,"others",0.35
"CPA","concrete",2020,"recycling",0.03
"CPA","concrete",2020,"reuse",0.02
"CPA","concrete",2025,"downcycling",0.6
"CPA","concrete",2025,"others",0.35
"CPA","concrete",2025,"recycling",0.03
"CPA","concrete",2025,"reuse",0.02
"CPA","concrete",2030,"downcycling",0.6
"CPA","concrete",2030,"others",0.35
"CPA","concrete",2030,"recycling",0.03
"CPA","concrete",2030,"reuse",0.02
"CPA","concrete",2035,"downcycling",0.6
"CPA","concrete",2035,"others",0.35
"CPA","concrete",2035,"recycling",0.03
"CPA","concrete",2035,"reuse",0.02
"CPA","concrete",2040,"downcycling",0.6
"CPA","concrete",2040,"others",0.35
"CPA","concrete",2040,"recycling",0.03
"CPA","concrete",2040,"reuse",0.02
"CPA","concrete",2045,"downcycling",0.6
"CPA","concrete",2045,"others",0.35
"CPA","concrete",2045,"recycling",0.03
"CPA","concrete",2045,"reuse",0.02
"CPA","concrete",2050,"downcycling",0.6
"CPA","concrete",2050,"others",0.35
"CPA","concrete",2050,"recycling",0.03
"CPA","concrete",2050,"reuse",0.02
"CPA","concrete",2055,"downcycling",0.6
"CPA","concrete",2055,"others",0.35
"CPA","concrete",2055,"recycling",0.03
"CPA","concrete",2055,"reuse",0.02
"CPA","concrete",2060,"downcycling",0.6
"CPA","concrete",2060,"others",0.35
"CPA","concrete",2060,"recycling",0.03
"CPA","concrete",2060,"reuse",0.02
"CPA","concrete",2065,"downcycling",0.6
"CPA","concrete",2065,"others",0.35
"CPA","concrete",2065,"recycling",0.03
"CPA","concrete",2065,"reuse",0.02
"CPA","concrete",2070,"downcycling",0.6
"CPA","concrete",2070,"others",0.35
"CPA","concrete",2070,"recycling",0.03
"CPA","concrete",2070,"reuse",0.02
"CPA","concrete",2075,"downcycling",0.6
"CPA","concrete",2075,"others",0.35
"CPA","concrete",2075,"recycling",0.03
"CPA","concrete",2075,"reuse",0.02
"CPA","concrete",2080,"downcycling",0.6
"CPA","concrete",2080,"others",0.35
"CPA","concrete",2080,"recycling",0.03
"CPA","concrete",2080,"reuse",0.02
"CPA","concrete",2085,"downcycling",0.6
"CPA","concrete",2085,"others",0.35
"CPA","concrete",2085,"recycling",0.03
