region_bld,clim,urt,mat,year,arch,value
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2075,sfh,0.266
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2080,mfh,0.734
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2080,sfh,0.266
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2085,mfh,0.734
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2085,sfh,0.266
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2090,mfh,0.734
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2090,sfh,0.266
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2095,mfh,0.734
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2095,sfh,0.266
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2100,mfh,0.734
C-EEU-BGR,Zone_4A Mixed Humid,urb,perm,2100,sfh,0.266
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2015,mfh,0.773
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2015,sfh,0.227
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2020,mfh,0.773
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2020,sfh,0.227
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2025,mfh,0.773
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2025,sfh,0.227
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2030,mfh,0.798
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2030,sfh,0.20199999999999999
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2035,mfh,0.8230000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2035,sfh,0.17699999999999996
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2040,mfh,0.848
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2040,sfh,0.15200000000000005
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2045,mfh,0.873
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2045,sfh,0.12700000000000003
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2050,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2050,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2055,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2055,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2060,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2060,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2065,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2065,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2070,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2070,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2075,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2075,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2080,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2080,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2085,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2085,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2090,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2090,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2095,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2095,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2100,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,rur,perm,2100,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2015,mfh,0.773
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2015,sfh,0.227
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2020,mfh,0.773
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2020,sfh,0.227
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2025,mfh,0.773
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2025,sfh,0.227
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2030,mfh,0.798
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2030,sfh,0.20199999999999999
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2035,mfh,0.8230000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2035,sfh,0.17699999999999996
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2040,mfh,0.848
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2040,sfh,0.15200000000000005
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2045,mfh,0.873
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2045,sfh,0.12700000000000003
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2050,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2050,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2055,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2055,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2060,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2060,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2065,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2065,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2070,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2070,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2075,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2075,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2080,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2080,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2085,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2085,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2090,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2090,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2095,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2095,sfh,0.10200000000000001
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2100,mfh,0.898
C-EEU-BGR,Zone_5A Cool Humid,urb,perm,2100,sfh,0.10200000000000001
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2015,mfh,0.657
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2015,sfh,0.343
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2020,mfh,0.657
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2020,sfh,0.343
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2025,mfh,0.657
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2025,sfh,0.343
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2030,mfh,0.682
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2030,sfh,0.318
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2035,mfh,0.7070000000000001
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2035,sfh,0.293
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2040,mfh,0.732
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2040,sfh,0.26800000000000007
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2045,mfh,0.757
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2045,sfh,0.24300000000000005
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2050,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2050,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2055,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2055,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2060,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2060,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2065,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2065,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2070,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2070,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2075,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2075,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2080,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2080,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2085,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2085,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2090,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2090,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2095,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2095,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2100,mfh,0.782
C-EEU-CZE,Zone_5A Cool Humid,rur,perm,2100,sfh,0.21800000000000003
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2015,mfh,0.73
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2015,sfh,0.27
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2020,mfh,0.73
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2020,sfh,0.27
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2025,mfh,0.73
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2025,sfh,0.27
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2030,mfh,0.755
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2030,sfh,0.245
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2035,mfh,0.78
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2035,sfh,0.21999999999999997
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2040,mfh,0.8049999999999999
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2040,sfh,0.19500000000000006
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2045,mfh,0.83
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2045,sfh,0.17000000000000004
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2050,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2050,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2055,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2055,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2060,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2060,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2065,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2065,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2070,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2070,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2075,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2075,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2080,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2080,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2085,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2085,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2090,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2090,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2095,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2095,sfh,0.14500000000000002
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2100,mfh,0.855
C-EEU-CZE,Zone_5A Cool Humid,urb,perm,2100,sfh,0.14500000000000002
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2015,mfh,0.548
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2015,sfh,0.452
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2020,mfh,0.548
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2020,sfh,0.452
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2025,mfh,0.548
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2025,sfh,0.452
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2030,mfh,0.5730000000000001
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2030,sfh,0.427
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2035,mfh,0.5980000000000001
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2035,sfh,0.40199999999999997
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2040,mfh,0.623
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2040,sfh,0.37700000000000006
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2045,mfh,0.648
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2045,sfh,0.35200000000000004
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2050,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2050,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2055,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2055,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2060,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2060,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2065,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2065,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2070,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2070,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2075,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2075,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2080,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2080,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2085,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2085,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2090,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2090,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2095,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2095,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2100,mfh,0.673
C-EEU-EST,Zone_6A Cold Humid,rur,perm,2100,sfh,0.327
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2015,mfh,0.768
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2015,sfh,0.232
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2020,mfh,0.768
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2020,sfh,0.232
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2025,mfh,0.768
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2025,sfh,0.232
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2030,mfh,0.793
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2030,sfh,0.207
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2035,mfh,0.8180000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2035,sfh,0.18199999999999997
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2040,mfh,0.843
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2040,sfh,0.15700000000000006
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2045,mfh,0.868
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2045,sfh,0.13200000000000003
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2050,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2050,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2055,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2055,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2060,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2060,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2065,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2065,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2070,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2070,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2075,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2075,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2080,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2080,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2085,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2085,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2090,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2090,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2095,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2095,sfh,0.10700000000000001
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2100,mfh,0.893
C-EEU-EST,Zone_6A Cold Humid,urb,perm,2100,sfh,0.10700000000000001
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2015,mfh,0.648
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2015,sfh,0.352
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2020,mfh,0.648
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2020,sfh,0.352
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2025,mfh,0.648
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2025,sfh,0.352
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2030,mfh,0.673
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2030,sfh,0.32699999999999996
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2035,mfh,0.6980000000000001
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2035,sfh,0.30199999999999994
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2040,mfh,0.723
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2040,sfh,0.277
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2045,mfh,0.748
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2045,sfh,0.252
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2050,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2050,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2055,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2055,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2060,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2060,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2065,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2065,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2070,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2070,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2075,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2075,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2080,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2080,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2085,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2085,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2090,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2090,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2095,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2095,sfh,0.22699999999999998
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2100,mfh,0.773
C-EEU-HRV,Zone_3A Warm Humid,rur,perm,2100,sfh,0.22699999999999998
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2015,mfh,0.331
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2015,sfh,0.669
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2020,mfh,0.331
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2020,sfh,0.669
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2025,mfh,0.331
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2025,sfh,0.669
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2030,mfh,0.35600000000000004
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2030,sfh,0.644
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2035,mfh,0.381
C-EEU-HRV,Zone_4A Mixed Humid,rur,perm,2035,sfh,0.619
