region_bld,region_gea,urt,arch,material,value
C-WEU-DNK,WEU,urb,sfh,glass,1.600848731
C-WEU-DNK,WEU,urb,sfh,steel,36.20977778
C-WEU-DNK,WEU,urb,sfh,wood,20.30456853
C-WEU-ESP,WEU,rur,mfh,aluminum,0.496117796
C-WEU-ESP,WEU,rur,mfh,brick,268.75
C-WEU-ESP,WEU,rur,mfh,concrete,932.544757
C-WEU-ESP,WEU,rur,mfh,copper,0.182895495
C-WEU-ESP,WEU,rur,mfh,glass,3.1
C-WEU-ESP,WEU,rur,mfh,steel,52.60229133
C-WEU-ESP,WEU,rur,mfh,wood,9.897435898
C-WEU-ESP,WEU,rur,sfh,aluminum,0.493058898
C-WEU-ESP,WEU,rur,sfh,brick,693.3333333
C-WEU-ESP,WEU,rur,sfh,concrete,621.0010894
C-WEU-ESP,WEU,rur,sfh,copper,0.182895495
C-WEU-ESP,WEU,rur,sfh,glass,1.600848731
C-WEU-ESP,WEU,rur,sfh,steel,36.20977778
C-WEU-ESP,WEU,rur,sfh,wood,20.30456853
C-WEU-ESP,WEU,urb,mfh,aluminum,0.496117796
C-WEU-ESP,WEU,urb,mfh,brick,268.75
C-WEU-ESP,WEU,urb,mfh,concrete,932.544757
C-WEU-ESP,WEU,urb,mfh,copper,0.182895495
C-WEU-ESP,WEU,urb,mfh,glass,3.1
C-WEU-ESP,WEU,urb,mfh,steel,52.60229133
C-WEU-ESP,WEU,urb,mfh,wood,9.897435898
C-WEU-ESP,WEU,urb,sfh,aluminum,0.493058898
C-WEU-ESP,WEU,urb,sfh,brick,693.3333333
C-WEU-ESP,WEU,urb,sfh,concrete,621.0010894
C-WEU-ESP,WEU,urb,sfh,copper,0.182895495
C-WEU-ESP,WEU,urb,sfh,glass,1.600848731
C-WEU-ESP,WEU,urb,sfh,steel,36.20977778
C-WEU-ESP,WEU,urb,sfh,wood,20.30456853
C-WEU-FIN,WEU,rur,mfh,aluminum,0.496117796
C-WEU-FIN,WEU,rur,mfh,brick,268.75
C-WEU-FIN,WEU,rur,mfh,concrete,932.544757
C-WEU-FIN,WEU,rur,mfh,copper,0.182895495
C-WEU-FIN,WEU,rur,mfh,glass,3.1
C-WEU-FIN,WEU,rur,mfh,steel,52.60229133
C-WEU-FIN,WEU,rur,mfh,wood,9.897435898
C-WEU-FIN,WEU,rur,sfh,aluminum,0.493058898
C-WEU-FIN,WEU,rur,sfh,brick,693.3333333
C-WEU-FIN,WEU,rur,sfh,concrete,621.0010894
C-WEU-FIN,WEU,rur,sfh,copper,0.182895495
C-WEU-FIN,WEU,rur,sfh,glass,1.600848731
C-WEU-FIN,WEU,rur,sfh,steel,36.20977778
C-WEU-FIN,WEU,rur,sfh,wood,20.30456853
C-WEU-FIN,WEU,urb,mfh,aluminum,0.496117796
C-WEU-FIN,WEU,urb,mfh,brick,268.75
C-WEU-FIN,WEU,urb,mfh,concrete,932.544757
C-WEU-FIN,WEU,urb,mfh,copper,0.182895495
C-WEU-FIN,WEU,urb,mfh,glass,3.1
C-WEU-FIN,WEU,urb,mfh,steel,52.60229133
C-WEU-FIN,WEU,urb,mfh,wood,9.897435898
C-WEU-FIN,WEU,urb,sfh,aluminum,0.493058898
C-WEU-FIN,WEU,urb,sfh,brick,693.3333333
C-WEU-FIN,WEU,urb,sfh,concrete,621.0010894
C-WEU-FIN,WEU,urb,sfh,copper,0.182895495
C-WEU-FIN,WEU,urb,sfh,glass,1.600848731
C-WEU-FIN,WEU,urb,sfh,steel,36.20977778
C-WEU-FIN,WEU,urb,sfh,wood,20.30456853
C-WEU-FRA,WEU,rur,mfh,aluminum,0.496117796
C-WEU-FRA,WEU,rur,mfh,brick,268.75
C-WEU-FRA,WEU,rur,mfh,concrete,932.544757
C-WEU-FRA,WEU,rur,mfh,copper,0.182895495
C-WEU-FRA,WEU,rur,mfh,glass,3.1
C-WEU-FRA,WEU,rur,mfh,steel,52.60229133
C-WEU-FRA,WEU,rur,mfh,wood,9.897435898
C-WEU-FRA,WEU,rur,sfh,aluminum,0.493058898
C-WEU-FRA,WEU,rur,sfh,brick,693.3333333
C-WEU-FRA,WEU,rur,sfh,concrete,621.0010894
C-WEU-FRA,WEU,rur,sfh,copper,0.182895495
C-WEU-FRA,WEU,rur,sfh,glass,1.600848731
C-WEU-FRA,WEU,rur,sfh,steel,36.20977778
C-WEU-FRA,WEU,rur,sfh,wood,20.30456853
C-WEU-FRA,WEU,urb,mfh,aluminum,0.496117796
C-WEU-FRA,WEU,urb,mfh,brick,268.75
C-WEU-FRA,WEU,urb,mfh,concrete,932.544757
C-WEU-FRA,WEU,urb,mfh,copper,0.182895495
C-WEU-FRA,WEU,urb,mfh,glass,3.1
C-WEU-FRA,WEU,urb,mfh,steel,52.60229133
C-WEU-FRA,WEU,urb,mfh,wood,9.897435898
C-WEU-FRA,WEU,urb,sfh,aluminum,0.493058898
C-WEU-FRA,WEU,urb,sfh,brick,693.3333333
C-WEU-FRA,WEU,urb,sfh,concrete,621.0010894
C-WEU-FRA,WEU,urb,sfh,copper,0.182895495
C-WEU-FRA,WEU,urb,sfh,glass,1.600848731
C-WEU-FRA,WEU,urb,sfh,steel,36.20977778
C-WEU-FRA,WEU,urb,sfh,wood,20.30456853
C-WEU-GBR,WEU,rur,mfh,aluminum,0.496117796
C-WEU-GBR,WEU,rur,mfh,brick,268.75
C-WEU-GBR,WEU,rur,mfh,concrete,932.544757
C-WEU-GBR,WEU,rur,mfh,copper,0.182895495
C-WEU-GBR,WEU,rur,mfh,glass,3.1
C-WEU-GBR,WEU,rur,mfh,steel,52.60229133
C-WEU-GBR,WEU,rur,mfh,wood,9.897435898
C-WEU-GBR,WEU,rur,sfh,aluminum,0.493058898
C-WEU-GBR,WEU,rur,sfh,brick,693.3333333
C-WEU-GBR,WEU,rur,sfh,concrete,621.0010894
C-WEU-GBR,WEU,rur,sfh,copper,0.182895495
C-WEU-GBR,WEU,rur,sfh,glass,1.600848731
C-WEU-GBR,WEU,rur,sfh,steel,36.20977778
C-WEU-GBR,WEU,rur,sfh,wood,20.30456853
C-WEU-GBR,WEU,urb,mfh,aluminum,0.496117796
C-WEU-GBR,WEU,urb,mfh,brick,268.75
C-WEU-GBR,WEU,urb,mfh,concrete,932.544757
C-WEU-GBR,WEU,urb,mfh,copper,0.182895495
C-WEU-GBR,WEU,urb,mfh,glass,3.1
C-WEU-GBR,WEU,urb,mfh,steel,52.60229133
C-WEU-GBR,WEU,urb,mfh,wood,9.897435898
C-WEU-GBR,WEU,urb,sfh,aluminum,0.493058898
C-WEU-GBR,WEU,urb,sfh,brick,693.3333333
C-WEU-GBR,WEU,urb,sfh,concrete,621.0010894
C-WEU-GBR,WEU,urb,sfh,copper,0.182895495
C-WEU-GBR,WEU,urb,sfh,glass,1.600848731
C-WEU-GBR,WEU,urb,sfh,steel,36.20977778
C-WEU-GBR,WEU,urb,sfh,wood,20.30456853
C-WEU-GRC,WEU,rur,mfh,aluminum,0.496117796
C-WEU-GRC,WEU,rur,mfh,brick,268.75
C-WEU-GRC,WEU,rur,mfh,concrete,932.544757
C-WEU-GRC,WEU,rur,mfh,copper,0.182895495
C-WEU-GRC,WEU,rur,mfh,glass,3.1
C-WEU-GRC,WEU,rur,mfh,steel,52.60229133
C-WEU-GRC,WEU,rur,mfh,wood,9.897435898
C-WEU-GRC,WEU,rur,sfh,aluminum,0.493058898
C-WEU-GRC,WEU,rur,sfh,brick,693.3333333
C-WEU-GRC,WEU,rur,sfh,concrete,621.0010894
C-WEU-GRC,WEU,rur,sfh,copper,0.182895495
C-WEU-GRC,WEU,rur,sfh,glass,1.600848731
C-WEU-GRC,WEU,rur,sfh,steel,36.20977778
C-WEU-GRC,WEU,rur,sfh,wood,20.30456853
C-WEU-GRC,WEU,urb,mfh,aluminum,0.496117796
C-WEU-GRC,WEU,urb,mfh,brick,268.75
C-WEU-GRC,WEU,urb,mfh,concrete,932.544757
C-WEU-GRC,WEU,urb,mfh,copper,0.182895495
C-WEU-GRC,WEU,urb,mfh,glass,3.1
C-WEU-GRC,WEU,urb,mfh,steel,52.60229133
C-WEU-GRC,WEU,urb,mfh,wood,9.897435898
C-WEU-GRC,WEU,urb,sfh,aluminum,0.493058898
C-WEU-GRC,WEU,urb,sfh,brick,693.3333333
C-WEU-GRC,WEU,urb,sfh,concrete,621.0010894
C-WEU-GRC,WEU,urb,sfh,copper,0.182895495
C-WEU-GRC,WEU,urb,sfh,glass,1.600848731
C-WEU-GRC,WEU,urb,sfh,steel,36.20977778
C-WEU-GRC,WEU,urb,sfh,wood,20.30456853
C-WEU-IRL,WEU,rur,mfh,aluminum,0.496117796
C-WEU-IRL,WEU,rur,mfh,brick,268.75
C-WEU-IRL,WEU,rur,mfh,concrete,932.544757
C-WEU-IRL,WEU,rur,mfh,copper,0.182895495
C-WEU-IRL,WEU,rur,mfh,glass,3.1
C-WEU-IRL,WEU,rur,mfh,steel,52.60229133
C-WEU-IRL,WEU,rur,mfh,wood,9.897435898
C-WEU-IRL,WEU,rur,sfh,aluminum,0.493058898
C-WEU-IRL,WEU,rur,sfh,brick,693.3333333
C-WEU-IRL,WEU,rur,sfh,concrete,621.0010894
C-WEU-IRL,WEU,rur,sfh,copper,0.182895495
C-WEU-IRL,WEU,rur,sfh,glass,1.600848731
C-WEU-IRL,WEU,rur,sfh,steel,36.20977778
C-WEU-IRL,WEU,rur,sfh,wood,20.30456853
C-WEU-IRL,WEU,urb,mfh,aluminum,0.496117796
C-WEU-IRL,WEU,urb,mfh,brick,268.75
C-WEU-IRL,WEU,urb,mfh,concrete,932.544757
C-WEU-IRL,WEU,urb,mfh,copper,0.182895495
C-WEU-IRL,WEU,urb,mfh,glass,3.1
C-WEU-IRL,WEU,urb,mfh,steel,52.60229133
C-WEU-IRL,WEU,urb,mfh,wood,9.897435898
C-WEU-IRL,WEU,urb,sfh,aluminum,0.493058898
C-WEU-IRL,WEU,urb,sfh,brick,693.3333333
C-WEU-IRL,WEU,urb,sfh,concrete,621.0010894
C-WEU-IRL,WEU,urb,sfh,copper,0.182895495
C-WEU-IRL,WEU,urb,sfh,glass,1.600848731
C-WEU-IRL,WEU,urb,sfh,steel,36.20977778
C-WEU-IRL,WEU,urb,sfh,wood,20.30456853
C-WEU-ISL,WEU,rur,mfh,aluminum,0.49
C-WEU-ISL,WEU,rur,mfh,brick,257.375
C-WEU-ISL,WEU,rur,mfh,concrete,940
C-WEU-ISL,WEU,rur,mfh,copper,0.182895495
C-WEU-ISL,WEU,rur,mfh,glass,3
C-WEU-ISL,WEU,rur,mfh,steel,52.60229133
C-WEU-ISL,WEU,rur,mfh,wood,25.17067308
C-WEU-ISL,WEU,rur,sfh,aluminum,0.49
C-WEU-ISL,WEU,rur,sfh,brick,693.3333333
C-WEU-ISL,WEU,rur,sfh,concrete,621.1197847
C-WEU-ISL,WEU,rur,sfh,copper,0.182895495
C-WEU-ISL,WEU,rur,sfh,glass,5.786343562
C-WEU-ISL,WEU,rur,sfh,steel,10.47057021
C-WEU-ISL,WEU,rur,sfh,wood,38.41683348
C-WEU-ISL,WEU,urb,mfh,aluminum,0.49
C-WEU-ISL,WEU,urb,mfh,brick,257.375
C-WEU-ISL,WEU,urb,mfh,concrete,940
C-WEU-ISL,WEU,urb,mfh,copper,0.182895495
C-WEU-ISL,WEU,urb,mfh,glass,3
C-WEU-ISL,WEU,urb,mfh,steel,52.60229133
C-WEU-ISL,WEU,urb,mfh,wood,25.17067308
C-WEU-ISL,WEU,urb,sfh,aluminum,0.49
C-WEU-ISL,WEU,urb,sfh,brick,693.3333333
C-WEU-ISL,WEU,urb,sfh,concrete,621.1197847
C-WEU-ISL,WEU,urb,sfh,copper,0.182895495
C-WEU-ISL,WEU,urb,sfh,glass,5.786343562
C-WEU-ISL,WEU,urb,sfh,steel,10.47057021
C-WEU-ISL,WEU,urb,sfh,wood,38.41683348
C-WEU-ITA,WEU,rur,mfh,aluminum,0.496117796
C-WEU-ITA,WEU,rur,mfh,brick,268.75
C-WEU-ITA,WEU,rur,mfh,concrete,932.544757
C-WEU-ITA,WEU,rur,mfh,copper,0.182895495
C-WEU-ITA,WEU,rur,mfh,glass,3.1
C-WEU-ITA,WEU,rur,mfh,steel,52.60229133
C-WEU-ITA,WEU,rur,mfh,wood,9.897435898
C-WEU-ITA,WEU,rur,sfh,aluminum,0.493058898
C-WEU-ITA,WEU,rur,sfh,brick,693.3333333
C-WEU-ITA,WEU,rur,sfh,concrete,621.0010894
C-WEU-ITA,WEU,rur,sfh,copper,0.182895495
C-WEU-ITA,WEU,rur,sfh,glass,1.600848731
C-WEU-ITA,WEU,rur,sfh,steel,36.20977778
C-WEU-ITA,WEU,rur,sfh,wood,20.30456853
C-WEU-ITA,WEU,urb,mfh,aluminum,0.496117796
C-WEU-ITA,WEU,urb,mfh,brick,268.75
C-WEU-ITA,WEU,urb,mfh,concrete,932.544757
C-WEU-ITA,WEU,urb,mfh,copper,0.182895495
C-WEU-ITA,WEU,urb,mfh,glass,3.1
C-WEU-ITA,WEU,urb,mfh,steel,52.60229133
C-WEU-ITA,WEU,urb,mfh,wood,9.897435898
C-WEU-ITA,WEU,urb,sfh,aluminum,0.493058898
C-WEU-ITA,WEU,urb,sfh,brick,693.3333333
C-WEU-ITA,WEU,urb,sfh,concrete,621.0010894
C-WEU-ITA,WEU,urb,sfh,copper,0.182895495
C-WEU-ITA,WEU,urb,sfh,glass,1.600848731
C-WEU-ITA,WEU,urb,sfh,steel,36.20977778
C-WEU-ITA,WEU,urb,sfh,wood,20.30456853
C-WEU-LUX,WEU,rur,mfh,aluminum,0.496117796
C-WEU-LUX,WEU,rur,mfh,brick,268.75
C-WEU-LUX,WEU,rur,mfh,concrete,932.544757
C-WEU-LUX,WEU,rur,mfh,copper,0.182895495
C-WEU-LUX,WEU,rur,mfh,glass,3.1
C-WEU-LUX,WEU,rur,mfh,steel,52.60229133
C-WEU-LUX,WEU,rur,mfh,wood,9.897435898
C-WEU-LUX,WEU,rur,sfh,aluminum,0.493058898
C-WEU-LUX,WEU,rur,sfh,brick,693.3333333
C-WEU-LUX,WEU,rur,sfh,concrete,621.0010894
C-WEU-LUX,WEU,rur,sfh,copper,0.182895495
C-WEU-LUX,WEU,rur,sfh,glass,1.600848731
C-WEU-LUX,WEU,rur,sfh,steel,36.20977778
C-WEU-LUX,WEU,rur,sfh,wood,20.30456853
C-WEU-LUX,WEU,urb,mfh,aluminum,0.496117796
C-WEU-LUX,WEU,urb,mfh,brick,268.75
C-WEU-LUX,WEU,urb,mfh,concrete,932.544757
C-WEU-LUX,WEU,urb,mfh,copper,0.182895495
C-WEU-LUX,WEU,urb,mfh,glass,3.1
C-WEU-LUX,WEU,urb,mfh,steel,52.60229133
C-WEU-LUX,WEU,urb,mfh,wood,9.897435898
C-WEU-LUX,WEU,urb,sfh,aluminum,0.493058898
C-WEU-LUX,WEU,urb,sfh,brick,693.3333333
C-WEU-LUX,WEU,urb,sfh,concrete,621.0010894
C-WEU-LUX,WEU,urb,sfh,copper,0.182895495
C-WEU-LUX,WEU,urb,sfh,glass,1.600848731
C-WEU-LUX,WEU,urb,sfh,steel,36.20977778
C-WEU-LUX,WEU,urb,sfh,wood,20.30456853
C-WEU-MLT,WEU,rur,mfh,aluminum,0.49
C-WEU-MLT,WEU,rur,mfh,brick,257.375
C-WEU-MLT,WEU,rur,mfh,concrete,958.7756324
C-WEU-MLT,WEU,rur,mfh,copper,0.182895495
C-WEU-MLT,WEU,rur,mfh,glass,3
C-WEU-MLT,WEU,rur,mfh,steel,52.60229133
C-WEU-MLT,WEU,rur,mfh,wood,19
C-WEU-MLT,WEU,rur,sfh,aluminum,0.49
C-WEU-MLT,WEU,rur,sfh,brick,693.3333333
C-WEU-MLT,WEU,rur,sfh,concrete,621.1197847
C-WEU-MLT,WEU,rur,sfh,copper,0.182895495
C-WEU-MLT,WEU,rur,sfh,glass,5.786343562
C-WEU-MLT,WEU,rur,sfh,steel,10.47057021
C-WEU-MLT,WEU,rur,sfh,wood,39.26943787
C-WEU-MLT,WEU,urb,mfh,aluminum,0.49
C-WEU-MLT,WEU,urb,mfh,brick,257.375
C-WEU-MLT,WEU,urb,mfh,concrete,958.7756324
C-WEU-MLT,WEU,urb,mfh,copper,0.182895495
C-WEU-MLT,WEU,urb,mfh,glass,3
C-WEU-MLT,WEU,urb,mfh,steel,52.60229133
C-WEU-MLT,WEU,urb,mfh,wood,19
C-WEU-MLT,WEU,urb,sfh,aluminum,0.49
C-WEU-MLT,WEU,urb,sfh,brick,693.3333333
C-WEU-MLT,WEU,urb,sfh,concrete,621.1197847
C-WEU-MLT,WEU,urb,sfh,copper,0.182895495
C-WEU-MLT,WEU,urb,sfh,glass,5.786343562
C-WEU-MLT,WEU,urb,sfh,steel,10.47057021
C-WEU-MLT,WEU,urb,sfh,wood,39.26943787
C-WEU-NLD,WEU,rur,mfh,aluminum,0.496117796
C-WEU-NLD,WEU,rur,mfh,brick,268.75
C-WEU-NLD,WEU,rur,mfh,concrete,932.544757
C-WEU-NLD,WEU,rur,mfh,copper,0.182895495
C-WEU-NLD,WEU,rur,mfh,glass,3.1
C-WEU-NLD,WEU,rur,mfh,steel,52.60229133
C-WEU-NLD,WEU,rur,mfh,wood,9.897435898
C-WEU-NLD,WEU,rur,sfh,aluminum,0.493058898
C-WEU-NLD,WEU,rur,sfh,brick,693.3333333
C-WEU-NLD,WEU,rur,sfh,concrete,621.0010894
C-WEU-NLD,WEU,rur,sfh,copper,0.182895495
C-WEU-NLD,WEU,rur,sfh,glass,1.600848731
C-WEU-NLD,WEU,rur,sfh,steel,36.20977778
C-WEU-NLD,WEU,rur,sfh,wood,20.30456853
C-WEU-NLD,WEU,urb,mfh,aluminum,0.496117796
C-WEU-NLD,WEU,urb,mfh,brick,268.75
C-WEU-NLD,WEU,urb,mfh,concrete,932.544757
C-WEU-NLD,WEU,urb,mfh,copper,0.182895495
C-WEU-NLD,WEU,urb,mfh,glass,3.1
C-WEU-NLD,WEU,urb,mfh,steel,52.60229133
C-WEU-NLD,WEU,urb,mfh,wood,9.897435898
C-WEU-NLD,WEU,urb,sfh,aluminum,0.493058898
C-WEU-NLD,WEU,urb,sfh,brick,693.3333333
C-WEU-NLD,WEU,urb,sfh,concrete,621.0010894
C-WEU-NLD,WEU,urb,sfh,copper,0.182895495
C-WEU-NLD,WEU,urb,sfh,glass,1.600848731
C-WEU-NLD,WEU,urb,sfh,steel,36.20977778
C-WEU-NLD,WEU,urb,sfh,wood,20.30456853
C-WEU-NOR,WEU,rur,mfh,aluminum,0.49
C-WEU-NOR,WEU,rur,mfh,brick,257.375
C-WEU-NOR,WEU,rur,mfh,concrete,940
C-WEU-NOR,WEU,rur,mfh,copper,0.182895495
C-WEU-NOR,WEU,rur,mfh,glass,3
C-WEU-NOR,WEU,rur,mfh,steel,52.60229133
C-WEU-NOR,WEU,rur,mfh,wood,25.17067308
C-WEU-NOR,WEU,rur,sfh,aluminum,0.49
C-WEU-NOR,WEU,rur,sfh,brick,693.3333333
C-WEU-NOR,WEU,rur,sfh,concrete,621.1197847
C-WEU-NOR,WEU,rur,sfh,copper,0.182895495
C-WEU-NOR,WEU,rur,sfh,glass,5.786343562
C-WEU-NOR,WEU,rur,sfh,steel,10.47057021
C-WEU-NOR,WEU,rur,sfh,wood,38.41683348
C-WEU-NOR,WEU,urb,mfh,aluminum,0.49
C-WEU-NOR,WEU,urb,mfh,brick,257.375
C-WEU-NOR,WEU,urb,mfh,concrete,940
C-WEU-NOR,WEU,urb,mfh,copper,0.182895495
C-WEU-NOR,WEU,urb,mfh,glass,3
C-WEU-NOR,WEU,urb,mfh,steel,52.60229133
C-WEU-NOR,WEU,urb,mfh,wood,25.17067308
C-WEU-NOR,WEU,urb,sfh,aluminum,0.49
C-WEU-NOR,WEU,urb,sfh,brick,693.3333333
C-WEU-NOR,WEU,urb,sfh,concrete,621.1197847
C-WEU-NOR,WEU,urb,sfh,copper,0.182895495
C-WEU-NOR,WEU,urb,sfh,glass,5.786343562
C-WEU-NOR,WEU,urb,sfh,steel,10.47057021
C-WEU-NOR,WEU,urb,sfh,wood,38.41683348
C-WEU-PRT,WEU,rur,mfh,aluminum,0.496117796
C-WEU-PRT,WEU,rur,mfh,brick,268.75
C-WEU-PRT,WEU,rur,mfh,concrete,932.544757
C-WEU-PRT,WEU,rur,mfh,copper,0.182895495
C-WEU-PRT,WEU,rur,mfh,glass,3.1
C-WEU-PRT,WEU,rur,mfh,steel,52.60229133
C-WEU-PRT,WEU,rur,mfh,wood,9.897435898
C-WEU-PRT,WEU,rur,sfh,aluminum,0.493058898
C-WEU-PRT,WEU,rur,sfh,brick,693.3333333
C-WEU-PRT,WEU,rur,sfh,concrete,621.0010894
C-WEU-PRT,WEU,rur,sfh,copper,0.182895495
C-WEU-PRT,WEU,rur,sfh,glass,1.600848731
C-WEU-PRT,WEU,rur,sfh,steel,36.20977778
C-WEU-PRT,WEU,rur,sfh,wood,20.30456853
C-WEU-PRT,WEU,urb,mfh,aluminum,0.496117796
C-WEU-PRT,WEU,urb,mfh,brick,268.75
C-WEU-PRT,WEU,urb,mfh,concrete,932.544757
C-WEU-PRT,WEU,urb,mfh,copper,0.182895495
C-WEU-PRT,WEU,urb,mfh,glass,3.1
C-WEU-PRT,WEU,urb,mfh,steel,52.60229133
C-WEU-PRT,WEU,urb,mfh,wood,9.897435898
C-WEU-PRT,WEU,urb,sfh,aluminum,0.493058898
C-WEU-PRT,WEU,urb,sfh,brick,693.3333333
C-WEU-PRT,WEU,urb,sfh,concrete,621.0010894
C-WEU-PRT,WEU,urb,sfh,copper,0.182895495
C-WEU-PRT,WEU,urb,sfh,glass,1.600848731
C-WEU-PRT,WEU,urb,sfh,steel,36.20977778
C-WEU-PRT,WEU,urb,sfh,wood,20.30456853
C-WEU-SWE,WEU,rur,mfh,aluminum,0.496117796
C-WEU-SWE,WEU,rur,mfh,brick,268.75
C-WEU-SWE,WEU,rur,mfh,concrete,932.544757
C-WEU-SWE,WEU,rur,mfh,copper,0.182895495
C-WEU-SWE,WEU,rur,mfh,glass,3.1
C-WEU-SWE,WEU,rur,mfh,steel,52.60229133
C-WEU-SWE,WEU,rur,mfh,wood,9.897435898
C-WEU-SWE,WEU,rur,sfh,aluminum,0.493058898
C-WEU-SWE,WEU,rur,sfh,brick,693.3333333
C-WEU-SWE,WEU,rur,sfh,concrete,621.0010894
C-WEU-SWE,WEU,rur,sfh,copper,0.182895495
C-WEU-SWE,WEU,rur,sfh,glass,1.600848731
C-WEU-SWE,WEU,rur,sfh,steel,36.20977778
C-WEU-SWE,WEU,rur,sfh,wood,20.30456853
C-WEU-SWE,WEU,urb,mfh,aluminum,0.496117796
C-WEU-SWE,WEU,urb,mfh,brick,268.75
C-WEU-SWE,WEU,urb,mfh,concrete,932.544757
C-WEU-SWE,WEU,urb,mfh,copper,0.182895495
C-WEU-SWE,WEU,urb,mfh,glass,3.1
C-WEU-SWE,WEU,urb,mfh,steel,52.60229133
C-WEU-SWE,WEU,urb,mfh,wood,9.897435898
C-WEU-SWE,WEU,urb,sfh,aluminum,0.493058898
C-WEU-SWE,WEU,urb,sfh,brick,693.3333333
C-WEU-SWE,WEU,urb,sfh,concrete,621.0010894
C-WEU-SWE,WEU,urb,sfh,copper,0.182895495
C-WEU-SWE,WEU,urb,sfh,glass,1.600848731
C-WEU-SWE,WEU,urb,sfh,steel,36.20977778
C-WEU-SWE,WEU,urb,sfh,wood,20.30456853
R32ANUZ,PAO,rur,mfh,aluminum,0.493058898
R32ANUZ,PAO,rur,mfh,brick,257.375
R32ANUZ,PAO,rur,mfh,concrete,958.7756324
R32ANUZ,PAO,rur,mfh,copper,0.182895495
R32ANUZ,PAO,rur,mfh,glass,3
R32ANUZ,PAO,rur,mfh,steel,50.80114567
R32ANUZ,PAO,rur,mfh,wood,19.43359375
R32ANUZ,PAO,rur,sfh,aluminum,0.49
R32ANUZ,PAO,rur,sfh,brick,693.3333333
R32ANUZ,PAO,rur,sfh,concrete,608.9187123
R32ANUZ,PAO,rur,sfh,copper,0.182895495
R32ANUZ,PAO,rur,sfh,glass,5.786343562
R32ANUZ,PAO,rur,sfh,steel,10.47057021
R32ANUZ,PAO,rur,sfh,wood,38.8856369
R32ANUZ,PAO,urb,mfh,aluminum,0.493058898
R32ANUZ,PAO,urb,mfh,brick,257.375
R32ANUZ,PAO,urb,mfh,concrete,958.7756324
R32ANUZ,PAO,urb,mfh,copper,0.182895495
R32ANUZ,PAO,urb,mfh,glass,3
R32ANUZ,PAO,urb,mfh,steel,50.80114567
R32ANUZ,PAO,urb,mfh,wood,19.43359375
R32ANUZ,PAO,urb,sfh,aluminum,0.49
R32ANUZ,PAO,urb,sfh,brick,693.3333333
R32ANUZ,PAO,urb,sfh,concrete,608.9187123
R32ANUZ,PAO,urb,sfh,copper,0.182895495
R32ANUZ,PAO,urb,sfh,glass,5.786343562
R32ANUZ,PAO,urb,sfh,steel,10.47057021
R32ANUZ,PAO,urb,sfh,wood,38.8856369
R32BRA,LAC,rur,mfh,aluminum,0.49
R32BRA,LAC,rur,mfh,brick,622.7566372
R32BRA,LAC,rur,mfh,concrete,524
R32BRA,LAC,rur,mfh,copper,0.182895495
R32BRA,LAC,rur,mfh,glass,2
R32BRA,LAC,rur,mfh,steel,22
R32BRA,LAC,rur,mfh,wood,46.60619469
R32BRA,LAC,rur,sfh,aluminum,0.49
R32BRA,LAC,rur,sfh,brick,640
R32BRA,LAC,rur,sfh,concrete,566
R32BRA,LAC,rur,sfh,copper,0.182895495
R32BRA,LAC,rur,sfh,glass,5.786343562
R32BRA,LAC,rur,sfh,steel,30.5
R32BRA,LAC,rur,sfh,wood,39.26943787
R32BRA,LAC,urb,mfh,aluminum,0.49
R32BRA,LAC,urb,mfh,brick,234
R32BRA,LAC,urb,mfh,concrete,940
R32BRA,LAC,urb,mfh,copper,0.182895495
R32BRA,LAC,urb,mfh,glass,2.032407407
R32BRA,LAC,urb,mfh,steel,49
R32BRA,LAC,urb,mfh,wood,19.76179688
R32BRA,LAC,urb,sfh,aluminum,0.49
R32BRA,LAC,urb,sfh,brick,640
R32BRA,LAC,urb,sfh,concrete,566
R32BRA,LAC,urb,sfh,copper,0.182895495
R32BRA,LAC,urb,sfh,glass,5.786343562
R32BRA,LAC,urb,sfh,steel,30.5
R32BRA,LAC,urb,sfh,wood,39.26943787
R32CAN,NAM,rur,mfh,aluminum,0.493058898
R32CAN,NAM,rur,mfh,brick,246
R32CAN,NAM,rur,mfh,concrete,990.1058694
R32CAN,NAM,rur,mfh,copper,0.182895495
R32CAN,NAM,rur,mfh,glass,3
R32CAN,NAM,rur,mfh,steel,40.26682692
R32CAN,NAM,rur,mfh,wood,19.2
R32CAN,NAM,rur,sfh,aluminum,0.49
R32CAN,NAM,rur,sfh,brick,693.3333333
R32CAN,NAM,rur,sfh,concrete,608.9187123
R32CAN,NAM,rur,sfh,copper,0.182895495
R32CAN,NAM,rur,sfh,glass,5.786343562
R32CAN,NAM,rur,sfh,steel,10.47057021
R32CAN,NAM,rur,sfh,wood,38.8856369
R32CAN,NAM,urb,mfh,aluminum,0.493058898
R32CAN,NAM,urb,mfh,brick,246
R32CAN,NAM,urb,mfh,concrete,990.1058694
R32CAN,NAM,urb,mfh,copper,0.182895495
R32CAN,NAM,urb,mfh,glass,3
R32CAN,NAM,urb,mfh,steel,40.26682692
R32CAN,NAM,urb,mfh,wood,19.2
R32CAN,NAM,urb,sfh,aluminum,0.49
R32CAN,NAM,urb,sfh,brick,693.3333333
R32CAN,NAM,urb,sfh,concrete,608.9187123
R32CAN,NAM,urb,sfh,copper,0.182895495
R32CAN,NAM,urb,sfh,glass,5.786343562
