region_bld,urt,arch,mat,year,value
C-EEU-BGR,rur,mfh,perm,2020,27.699957410642185
C-EEU-BGR,rur,mfh,perm,2025,28.610635195888193
C-EEU-BGR,rur,mfh,perm,2030,28.9061019397367
C-EEU-BGR,rur,mfh,perm,2035,29.13305272732914
C-EEU-BGR,rur,mfh,perm,2040,29.28627002953322
C-EEU-BGR,rur,mfh,perm,2045,29.362739036773053
C-EEU-BGR,rur,mfh,perm,2050,29.361584566254866
C-EEU-BGR,rur,mfh,perm,2055,29.949403626303035
C-EEU-BGR,rur,mfh,perm,2060,30.487231543190514
C-EEU-BGR,rur,mfh,perm,2065,30.97570974842735
C-EEU-BGR,rur,mfh,perm,2070,31.416515624542647
C-EEU-BGR,rur,mfh,perm,2075,31.812103651589382
C-EEU-BGR,rur,mfh,perm,2080,32.16546062976872
C-EEU-BGR,rur,mfh,perm,2085,32.47989000693465
C-EEU-BGR,rur,mfh,perm,2090,32.75883296272568
C-EEU-BGR,rur,mfh,perm,2095,33.00572811636949
C-EEU-BGR,rur,mfh,perm,2100,33.22390775046215
C-EEU-BGR,rur,sfh,perm,2020,46.307558117703806
C-EEU-BGR,rur,sfh,perm,2025,47.829988778574766
C-EEU-BGR,rur,sfh,perm,2030,48.32393695364874
C-EEU-BGR,rur,sfh,perm,2035,48.70334319714924
C-EEU-BGR,rur,sfh,perm,2040,48.959485075682515
C-EEU-BGR,rur,sfh,perm,2045,49.08732256454452
C-EEU-BGR,rur,sfh,perm,2050,49.08539257202419
C-EEU-BGR,rur,sfh,perm,2055,50.06808236039971
C-EEU-BGR,rur,sfh,perm,2060,50.96719917669567
C-EEU-BGR,rur,sfh,perm,2065,51.78381533761244
C-EEU-BGR,rur,sfh,perm,2070,52.52073501673772
C-EEU-BGR,rur,sfh,perm,2075,53.182061504774
C-EEU-BGR,rur,sfh,perm,2080,53.77278800159701
C-EEU-BGR,rur,sfh,perm,2085,54.29843706456024
C-EEU-BGR,rur,sfh,perm,2090,54.764761504895084
C-EEU-BGR,rur,sfh,perm,2095,55.17750985345204
C-EEU-BGR,rur,sfh,perm,2100,55.542252872225184
C-EEU-BGR,urb,mfh,perm,2020,26.047236450495127
C-EEU-BGR,urb,mfh,perm,2025,26.903578547014114
C-EEU-BGR,urb,mfh,perm,2030,27.181416235577597
C-EEU-BGR,urb,mfh,perm,2035,27.394825979838636
C-EEU-BGR,urb,mfh,perm,2040,27.538901555105884
C-EEU-BGR,urb,mfh,perm,2045,27.61080803074346
C-EEU-BGR,urb,mfh,perm,2050,27.609722441833824
C-EEU-BGR,urb,mfh,perm,2055,28.162469213975083
C-EEU-BGR,urb,mfh,perm,2060,28.668207569928764
C-EEU-BGR,urb,mfh,perm,2065,29.127540670124407
C-EEU-BGR,urb,mfh,perm,2070,29.542045815880748
C-EEU-BGR,urb,mfh,perm,2075,29.914031040432487
C-EEU-BGR,urb,mfh,perm,2080,30.246304936223144
C-EEU-BGR,urb,mfh,perm,2085,30.541973850532614
C-EEU-BGR,urb,mfh,perm,2090,30.804273644643395
C-EEU-BGR,urb,mfh,perm,2095,31.036437772194397
C-EEU-BGR,urb,mfh,perm,2100,31.241599694779552
C-EEU-BGR,urb,sfh,perm,2020,45.501729346417235
C-EEU-BGR,urb,sfh,perm,2025,46.997667173749
C-EEU-BGR,urb,sfh,perm,2030,47.48301982646813
C-EEU-BGR,urb,sfh,perm,2035,47.85582376832619
C-EEU-BGR,urb,sfh,perm,2040,48.10750835082304
C-EEU-BGR,urb,sfh,perm,2045,48.23312125409338
C-EEU-BGR,urb,sfh,perm,2050,48.231224846662926
C-EEU-BGR,urb,sfh,perm,2055,49.19681419319028
C-EEU-BGR,urb,sfh,perm,2060,50.080284876786315
C-EEU-BGR,urb,sfh,perm,2065,50.88269055405177
C-EEU-BGR,urb,sfh,perm,2070,51.60678660127538
C-EEU-BGR,urb,sfh,perm,2075,52.256604905055454
C-EEU-BGR,urb,sfh,perm,2080,52.83705177525917
C-EEU-BGR,urb,sfh,perm,2085,53.35355366752816
C-EEU-BGR,urb,sfh,perm,2090,53.811763284580366
C-EEU-BGR,urb,sfh,perm,2095,54.21732912323856
C-EEU-BGR,urb,sfh,perm,2100,54.575725004943806
C-EEU-CZE,rur,mfh,perm,2020,25.67802936881336
C-EEU-CZE,rur,mfh,perm,2025,26.787596075183902
C-EEU-CZE,rur,mfh,perm,2030,27.313736928498045
C-EEU-CZE,rur,mfh,perm,2035,27.759645714658813
C-EEU-CZE,rur,mfh,perm,2040,28.117696299512314
C-EEU-CZE,rur,mfh,perm,2045,28.383157920512133
C-EEU-CZE,rur,mfh,perm,2050,28.554118513258217
C-EEU-CZE,rur,mfh,perm,2055,29.281928006944238
C-EEU-CZE,rur,mfh,perm,2060,29.948288744168853
C-EEU-CZE,rur,mfh,perm,2065,30.55361775657697
C-EEU-CZE,rur,mfh,perm,2070,31.09970322124884
C-EEU-CZE,rur,mfh,perm,2075,31.589372828465386
C-EEU-CZE,rur,mfh,perm,2080,32.026178793564696
C-EEU-CZE,rur,mfh,perm,2085,32.41411906268174
C-EEU-CZE,rur,mfh,perm,2090,32.75740484724379
C-EEU-CZE,rur,mfh,perm,2095,33.06027719707224
C-EEU-CZE,rur,mfh,perm,2100,33.32687018421935
C-EEU-CZE,rur,sfh,perm,2020,42.927388649615345
C-EEU-CZE,rur,sfh,perm,2025,44.78231297238643
C-EEU-CZE,rur,sfh,perm,2030,45.66189187504504
C-EEU-CZE,rur,sfh,perm,2035,46.40734237246715
C-EEU-CZE,rur,sfh,perm,2040,47.005915432395796
C-EEU-CZE,rur,sfh,perm,2045,47.44970237618893
C-EEU-CZE,rur,sfh,perm,2050,47.73550669953367
C-EEU-CZE,rur,sfh,perm,2055,48.95222627522996
C-EEU-CZE,rur,sfh,perm,2060,50.066218549980874
C-EEU-CZE,rur,sfh,perm,2065,51.07818069876206
C-EEU-CZE,rur,sfh,perm,2070,51.991102116569394
C-EEU-CZE,rur,sfh,perm,2075,52.809710010383036
C-EEU-CZE,rur,sfh,perm,2080,53.53994281598384
C-EEU-CZE,rur,sfh,perm,2085,54.188484122095495
C-EEU-CZE,rur,sfh,perm,2090,54.76237404488221
C-EEU-CZE,rur,sfh,perm,2095,55.26870258300979
C-EEU-CZE,rur,sfh,perm,2100,55.71438089446249
C-EEU-CZE,urb,mfh,perm,2020,24.145946964354323
C-EEU-CZE,urb,mfh,perm,2025,25.18931125296969
C-EEU-CZE,urb,mfh,perm,2030,25.68405985526442
C-EEU-CZE,urb,mfh,perm,2035,26.103363445385483
C-EEU-CZE,urb,mfh,perm,2040,26.440050903299557
C-EEU-CZE,urb,mfh,perm,2045,26.689673727920127
C-EEU-CZE,urb,mfh,perm,2050,26.850433938376742
C-EEU-CZE,urb,mfh,perm,2055,27.534818599765128
C-EEU-CZE,urb,mfh,perm,2060,28.161420851404223
C-EEU-CZE,urb,mfh,perm,2065,28.730632842700686
C-EEU-CZE,urb,mfh,perm,2070,29.244136058955533
C-EEU-CZE,urb,mfh,perm,2075,29.704589476002674
C-EEU-CZE,urb,mfh,perm,2080,30.115333365867173
C-EEU-CZE,urb,mfh,perm,2085,30.480127136794714
C-EEU-CZE,urb,mfh,perm,2090,30.802930737826465
C-EEU-CZE,urb,mfh,perm,2095,31.087732176086725
C-EEU-CZE,urb,mfh,perm,2100,31.338418863770823
C-EEU-CZE,urb,sfh,perm,2020,42.180380466585376
C-EEU-CZE,urb,sfh,perm,2025,44.00302601136413
C-EEU-CZE,urb,sfh,perm,2030,44.867298773617385
C-EEU-CZE,urb,sfh,perm,2035,45.59977718866655
C-EEU-CZE,urb,sfh,perm,2040,46.18793407868657
C-EEU-CZE,urb,sfh,perm,2045,46.6239983892387
C-EEU-CZE,urb,sfh,perm,2050,46.90482924051816
C-EEU-CZE,urb,sfh,perm,2055,48.100375865609045
C-EEU-CZE,urb,sfh,perm,2060,49.19498281618233
C-EEU-CZE,urb,sfh,perm,2065,50.18933513520597
C-EEU-CZE,urb,sfh,perm,2070,51.086370197215345
C-EEU-CZE,urb,sfh,perm,2075,51.89073294790223
C-EEU-CZE,urb,sfh,perm,2080,52.60825848435713
C-EEU-CZE,urb,sfh,perm,2085,53.245514089709005
C-EEU-CZE,urb,sfh,perm,2090,53.80941737035499
C-EEU-CZE,urb,sfh,perm,2095,54.30693494715506
C-EEU-CZE,urb,sfh,perm,2100,54.74485771241388
C-EEU-EST,rur,mfh,perm,2020,24.007437001442295
C-EEU-EST,rur,mfh,perm,2025,25.199860827321867
C-EEU-EST,rur,mfh,perm,2030,25.839630499288237
C-EEU-EST,rur,mfh,perm,2035,26.395247035210534
C-EEU-EST,rur,mfh,perm,2040,26.858044951735216
C-EEU-EST,rur,mfh,perm,2045,27.22251827127611
C-EEU-EST,rur,mfh,perm,2050,27.48624419507337
C-EEU-EST,rur,mfh,perm,2055,28.27799867796792
C-EEU-EST,rur,mfh,perm,2060,29.00441306129952
C-EEU-EST,rur,mfh,perm,2065,29.665761618405128
C-EEU-EST,rur,mfh,perm,2070,30.263823207852116
C-EEU-EST,rur,mfh,perm,2075,30.801521462195815
C-EEU-EST,rur,mfh,perm,2080,31.28258234490011
C-EEU-EST,rur,mfh,perm,2085,31.711230526908224
C-EEU-EST,rur,mfh,perm,2090,32.09193578027966
C-EEU-EST,rur,mfh,perm,2095,32.42921248430059
C-EEU-EST,rur,mfh,perm,2100,32.727469720164216
C-EEU-EST,rur,sfh,perm,2020,40.13456655259269
C-EEU-EST,rur,sfh,perm,2025,42.1280077265
C-EEU-EST,rur,sfh,perm,2030,43.19754623976662
C-EEU-EST,rur,sfh,perm,2035,44.12640127903444
C-EEU-EST,rur,sfh,perm,2040,44.900086274231775
C-EEU-EST,rur,sfh,perm,2045,45.50939657665512
C-EEU-EST,rur,sfh,perm,2050,45.95028185898032
C-EEU-EST,rur,sfh,perm,2055,47.27390182662351
C-EEU-EST,rur,sfh,perm,2060,48.48828911881265
C-EEU-EST,rur,sfh,perm,2065,49.59390225352675
C-EEU-EST,rur,sfh,perm,2070,50.593715047485865
C-EEU-EST,rur,sfh,perm,2075,51.49261509970192
C-EEU-EST,rur,sfh,perm,2080,52.29683131035301
C-EEU-EST,rur,sfh,perm,2085,53.01342629662408
C-EEU-EST,rur,sfh,perm,2090,53.64987242485676
C-EEU-EST,rur,sfh,perm,2095,54.21371663377226
C-EEU-EST,rur,sfh,perm,2100,54.712329829418344
C-EEU-EST,urb,mfh,perm,2020,22.575030671588156
C-EEU-EST,urb,mfh,perm,2025,23.696308400699632
C-EEU-EST,urb,mfh,perm,2030,24.297906145870222
C-EEU-EST,urb,mfh,perm,2035,24.820371760976652
C-EEU-EST,urb,mfh,perm,2040,25.25555678966856
C-EEU-EST,urb,mfh,perm,2045,25.59828376910901
C-EEU-EST,urb,mfh,perm,2050,25.846274457088676
C-EEU-EST,urb,mfh,perm,2055,26.59078882297613
C-EEU-EST,urb,mfh,perm,2060,27.27386161342055
C-EEU-EST,urb,mfh,perm,2065,27.89575073721051
C-EEU-EST,urb,mfh,perm,2070,28.45812891712423
C-EEU-EST,urb,mfh,perm,2075,28.96374534686386
C-EEU-EST,urb,mfh,perm,2080,29.41610367987952
C-EEU-EST,urb,mfh,perm,2085,29.819176521664847
C-EEU-EST,urb,mfh,perm,2090,30.177166954845152
C-EEU-EST,urb,mfh,perm,2095,30.49432000777733
C-EEU-EST,urb,mfh,perm,2100,30.774781693347514
C-EEU-EST,urb,sfh,perm,2020,39.43615813362596
C-EEU-EST,urb,sfh,perm,2025,41.39491010522814
C-EEU-EST,urb,sfh,perm,2030,42.445836863934126
C-EEU-EST,urb,sfh,perm,2035,43.35852827580674
C-EEU-EST,urb,sfh,perm,2040,44.1187498612631
C-EEU-EST,urb,sfh,perm,2045,44.71745714784428
C-EEU-EST,urb,sfh,perm,2050,45.15067029067917
C-EEU-EST,urb,sfh,perm,2055,46.45125706254327
C-EEU-EST,urb,sfh,perm,2060,47.64451198975123
C-EEU-EST,urb,sfh,perm,2065,48.730885611304224
C-EEU-EST,urb,sfh,perm,2070,49.71329999454979
C-EEU-EST,urb,sfh,perm,2075,50.596557686122566
C-EEU-EST,urb,sfh,perm,2080,51.38677919294517
C-EEU-EST,urb,sfh,perm,2085,52.090904230880184
C-EEU-EST,urb,sfh,perm,2090,52.716275134627914
C-EEU-EST,urb,sfh,perm,2095,53.270307513584406
C-EEU-EST,urb,sfh,perm,2100,53.76024400773451
C-EEU-HRV,rur,mfh,perm,2020,27.45028268341433
C-EEU-HRV,rur,mfh,perm,2025,28.337283815683858
C-EEU-HRV,rur,mfh,perm,2030,28.607446931839664
C-EEU-HRV,rur,mfh,perm,2035,28.804908602823748
C-EEU-HRV,rur,mfh,perm,2040,28.926586296223654
C-EEU-HRV,rur,mfh,perm,2045,28.971225917634246
C-EEU-HRV,rur,mfh,perm,2050,28.93932481728443
C-EEU-HRV,rur,mfh,perm,2055,29.488239176770517
C-EEU-HRV,rur,mfh,perm,2060,29.988257483896604
C-EEU-HRV,rur,mfh,perm,2065,30.440545660670583
C-EEU-HRV,rur,mfh,perm,2070,30.847121383222333
C-EEU-HRV,rur,mfh,perm,2075,31.210629949905552
C-EEU-HRV,rur,mfh,perm,2080,31.53413259814463
C-EEU-HRV,rur,mfh,perm,2085,31.820920461109566
C-EEU-HRV,rur,mfh,perm,2090,32.07436090707865
C-EEU-HRV,rur,mfh,perm,2095,32.297777895059795
C-EEU-HRV,rur,mfh,perm,2100,32.49436445342266
C-EEU-HRV,rur,sfh,perm,2020,45.89016300152273
C-EEU-HRV,rur,sfh,perm,2025,47.37301208587762
C-EEU-HRV,rur,sfh,perm,2030,47.82465878038982
C-EEU-HRV,rur,sfh,perm,2035,48.154766428916425
C-EEU-HRV,rur,sfh,perm,2040,48.35818179072414
C-EEU-HRV,rur,sfh,perm,2045,48.43280832650465
C-EEU-HRV,rur,sfh,perm,2050,48.37947748427381
C-EEU-HRV,rur,sfh,perm,2055,49.297128122746564
C-EEU-HRV,rur,sfh,perm,2060,50.13303651328659
C-EEU-HRV,rur,sfh,perm,2065,50.88915179250592
C-EEU-HRV,rur,sfh,perm,2070,51.568847021715165
C-EEU-HRV,rur,sfh,perm,2075,52.176544493174056
C-EEU-HRV,rur,sfh,perm,2080,52.717361847601
C-EEU-HRV,rur,sfh,perm,2085,53.1968010552078
C-EEU-HRV,rur,sfh,perm,2090,53.62049153267335
C-EEU-HRV,rur,sfh,perm,2095,53.99399012698687
C-EEU-HRV,rur,sfh,perm,2100,54.32263480111371
C-EEU-HRV,urb,mfh,perm,2020,25.812458592919125
C-EEU-HRV,urb,mfh,perm,2025,26.646536706526792
C-EEU-HRV,urb,mfh,perm,2030,26.90058051108548
C-EEU-HRV,urb,mfh,perm,2035,27.086260610075684
C-EEU-HRV,urb,mfh,perm,2040,27.200678390715318
C-EEU-HRV,urb,mfh,perm,2045,27.242654584277826
C-EEU-HRV,urb,mfh,perm,2050,27.21265686653681
C-EEU-HRV,urb,mfh,perm,2055,27.728820191290264
C-EEU-HRV,urb,mfh,perm,2060,28.19900485194558
C-EEU-HRV,urb,mfh,perm,2065,28.624307205647717
C-EEU-HRV,urb,mfh,perm,2070,29.00662454366166
C-EEU-HRV,urb,mfh,perm,2075,29.348444332328228
C-EEU-HRV,urb,mfh,perm,2080,29.652645160009172
C-EEU-HRV,urb,mfh,perm,2085,29.922321794057357
C-EEU-HRV,urb,mfh,perm,2090,30.160640688357876
C-EEU-HRV,urb,mfh,perm,2095,30.370727477544293
C-EEU-HRV,urb,mfh,perm,2100,30.55558467760263
C-EEU-HRV,urb,sfh,perm,2020,45.091597601644295
C-EEU-HRV,urb,sfh,perm,2025,46.54864263792972
C-EEU-HRV,urb,sfh,perm,2030,46.99242992642509
C-EEU-HRV,urb,sfh,perm,2035,47.31679315111212
C-EEU-HRV,urb,sfh,perm,2040,47.51666874624396
C-EEU-HRV,urb,sfh,perm,2045,47.58999665579415
C-EEU-HRV,urb,sfh,perm,2050,47.53759385919589
C-EEU-HRV,urb,sfh,perm,2055,48.43927584554082
C-EEU-HRV,urb,sfh,perm,2060,49.26063803544671
C-EEU-HRV,urb,sfh,perm,2065,50.003595647296585
C-EEU-HRV,urb,sfh,perm,2070,50.6714630455066
C-EEU-HRV,urb,sfh,perm,2075,51.26858556707298
C-EEU-HRV,urb,sfh,perm,2080,51.799991797227264
C-EEU-HRV,urb,sfh,perm,2085,52.27108796272008
C-EEU-HRV,urb,sfh,perm,2090,52.68740551898789
C-EEU-HRV,urb,sfh,perm,2095,53.0544046146112
C-EEU-HRV,urb,sfh,perm,2100,53.37733032309383
C-EEU-HUN,rur,mfh,perm,2020,25.761887202013156
C-EEU-HUN,rur,mfh,perm,2025,26.79130610267776
C-EEU-HUN,rur,mfh,perm,2030,27.243328364563812
C-EEU-HUN,rur,mfh,perm,2035,27.623379854011244
C-EEU-HUN,rur,mfh,perm,2040,27.92414278515976
C-EEU-HUN,rur,mfh,perm,2045,28.140946198046127
C-EEU-HUN,rur,mfh,perm,2050,28.271706405356305
C-EEU-HUN,rur,mfh,perm,2055,28.9602539072654
C-EEU-HUN,rur,mfh,perm,2060,29.59343531462784
C-EEU-HUN,rur,mfh,perm,2065,30.171413370071626
C-EEU-HUN,rur,mfh,perm,2070,30.695620634545005
C-EEU-HUN,rur,mfh,perm,2075,31.16845920564646
C-EEU-HUN,rur,mfh,perm,2080,31.593014246626343
C-EEU-HUN,rur,mfh,perm,2085,31.972799431447893
C-EEU-HUN,rur,mfh,perm,2090,32.31154384267962
C-EEU-HUN,rur,mfh,perm,2095,32.61302306738969
C-EEU-HUN,rur,mfh,perm,2100,32.88093250870327
C-EEU-HUN,rur,sfh,perm,2020,43.067578449439104
C-EEU-HUN,rur,sfh,perm,2025,44.78851523151784
