region_gea,year,value
AFR,2020,0.31
AFR,2025,0.31
AFR,2030,0.31
AFR,2035,0.31
AFR,2040,0.31
AFR,2045,0.31
AFR,2050,0.31
AFR,2055,0.31
AFR,2060,0.31
AFR,2070,0.31
AFR,2080,0.31
AFR,2090,0.31
AFR,2100,0.31
CPA,2020,0.39
CPA,2025,0.39
CPA,2030,0.39
CPA,2035,0.39
CPA,2040,0.39
CPA,2045,0.39
CPA,2050,0.39
CPA,2055,0.39
CPA,2060,0.39
CPA,2070,0.39
CPA,2080,0.39
CPA,2090,0.39
CPA,2100,0.39
EEU,2020,0.97
EEU,2025,0.97
EEU,2030,0.97
EEU,2035,0.97
EEU,2040,0.97
EEU,2045,0.97
EEU,2050,0.97
EEU,2055,0.97
EEU,2060,0.97
EEU,2070,0.97
EEU,2080,0.97
EEU,2090,0.97
EEU,2100,0.97
FSU,2020,1
FSU,2025,1
FSU,2030,1
FSU,2035,1
FSU,2040,1
FSU,2045,1
FSU,2050,1
FSU,2055,1
FSU,2060,1
FSU,2070,1
FSU,2080,1
FSU,2090,1
FSU,2100,1
LAC,2020,0.52
LAC,2025,0.52
LAC,2030,0.52
LAC,2035,0.52
LAC,2040,0.52
LAC,2045,0.52
LAC,2050,0.52
LAC,2055,0.52
LAC,2060,0.52
LAC,2070,0.52
LAC,2080,0.52
LAC,2090,0.52
LAC,2100,0.52
MEA,2020,0.45
MEA,2025,0.45
MEA,2030,0.45
MEA,2035,0.45
MEA,2040,0.45
MEA,2045,0.45
MEA,2050,0.45
MEA,2055,0.45
MEA,2060,0.45
MEA,2070,0.45
MEA,2080,0.45
MEA,2090,0.45
MEA,2100,0.45
NAM,2020,0.62
NAM,2025,0.62
NAM,2030,0.62
NAM,2035,0.62
NAM,2040,0.62
NAM,2045,0.62
NAM,2050,0.62
NAM,2055,0.62
NAM,2060,0.62
NAM,2070,0.62
NAM,2080,0.62
NAM,2090,0.62
NAM,2100,0.62
PAO,2020,0.37
PAO,2025,0.37
PAO,2030,0.37
PAO,2035,0.37
PAO,2040,0.37
PAO,2045,0.37
PAO,2050,0.37
PAO,2055,0.37
PAO,2060,0.37
PAO,2070,0.37
PAO,2080,0.37
PAO,2090,0.37
PAO,2100,0.37
PAS,2020,0.34
PAS,2025,0.34
PAS,2030,0.34
PAS,2035,0.34
PAS,2040,0.34
PAS,2045,0.34
PAS,2050,0.34
PAS,2055,0.34
PAS,2060,0.34
PAS,2070,0.34
PAS,2080,0.34
PAS,2090,0.34
PAS,2100,0.34
SAS,2020,0.33
SAS,2025,0.33
SAS,2030,0.33
SAS,2035,0.33
SAS,2040,0.33
SAS,2045,0.33
SAS,2050,0.33
SAS,2055,0.33
SAS,2060,0.33
SAS,2070,0.33
SAS,2080,0.33
SAS,2090,0.33
SAS,2100,0.33
WEU,2020,1.03
WEU,2025,1.03
WEU,2030,1.03
WEU,2035,1.03
WEU,2040,1.03
WEU,2045,1.03
WEU,2050,1.03
WEU,2055,1.03
WEU,2060,1.03
WEU,2070,1.03
WEU,2080,1.03
WEU,2090,1.03
WEU,2100,1.03
