region_gea,urt,arch,material,year,value
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,steel,NA,114.0650286
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
EEU,urb,comm,wood,NA,5.536685714
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,aluminum,NA,2.026666667
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,concrete,NA,967.35
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,copper,NA,0.21
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,glass,NA,5.706666667
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,steel,NA,103.9
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,rur,comm,wood,NA,42.94
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,aluminum,NA,2.08742268
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,concrete,NA,947.3215464
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,copper,NA,0.139896907
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,glass,NA,5.255670103
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,steel,NA,108.4847423
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
FSU,urb,comm,wood,NA,46.98494845
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,aluminum,NA,2.026666667
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,concrete,NA,949.6137255
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,copper,NA,0.21
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,glass,NA,4.599215686
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,steel,NA,88.43039216
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,rur,comm,wood,NA,34.59343137
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,aluminum,NA,2.08742268
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,concrete,NA,932.71943
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,copper,NA,0.139896907
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,glass,NA,4.49763493
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,steel,NA,98.43747119
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
LAC,urb,comm,wood,NA,41.21501213
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,aluminum,NA,2.026666667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,concrete,NA,1401.536667
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,copper,NA,0.21
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,glass,NA,5.706666667
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,steel,NA,214.8873333
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,rur,comm,wood,NA,42.94
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,aluminum,NA,2.08742268
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,concrete,NA,1229.319072
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,copper,NA,0.139896907
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
MEA,urb,comm,glass,NA,5.255670103
