eneff,year,value
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr11_std,NA,0.1
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr12_low,NA,0.2
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr21_std,NA,0.1
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr22_low,NA,0.2
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr31_std,NA,0.1
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
sr32_low,NA,0.2
