eneff,year,value
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr11_std,NA,0.2
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr12_low,NA,0.4
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr21_std,NA,0.2
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr22_low,NA,0.4
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr31_std,NA,0.2
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
sr32_low,NA,0.4
