region_gea,eneff,mat,eneff_f,year,value
AFR,s2,perm,s2,2020,0
AFR,s2,perm,s2,2025,0
AFR,s2,perm,s2,2030,0
AFR,s2,perm,s2,2035,0
AFR,s2,perm,s2,2040,0
AFR,s2,perm,s2,2045,0
AFR,s2,perm,s2,2050,0
AFR,s2,perm,s2,2055,0
AFR,s2,perm,s2,2060,0
AFR,s2,perm,s2,2065,0
AFR,s2,perm,s2,2070,0
AFR,s2,perm,s2,2075,0
AFR,s2,perm,s2,2080,0
AFR,s2,perm,s2,2085,0
AFR,s2,perm,s2,2090,0
AFR,s2,perm,s2,2095,0
AFR,s2,perm,s2,2100,0
AFR,s2,perm,sr21_std,2020,0
AFR,s2,perm,sr21_std,2025,0
AFR,s2,perm,sr21_std,2030,0
AFR,s2,perm,sr21_std,2035,0
AFR,s2,perm,sr21_std,2040,0
AFR,s2,perm,sr21_std,2045,0
AFR,s2,perm,sr21_std,2050,0
AFR,s2,perm,sr21_std,2055,0
AFR,s2,perm,sr21_std,2060,0
AFR,s2,perm,sr21_std,2065,0
AFR,s2,perm,sr21_std,2070,0
AFR,s2,perm,sr21_std,2075,0
AFR,s2,perm,sr21_std,2080,0
AFR,s2,perm,sr21_std,2085,0
AFR,s2,perm,sr21_std,2090,0
AFR,s2,perm,sr21_std,2095,0
AFR,s2,perm,sr21_std,2100,0
AFR,s2,perm,sr22_low,2020,1000
AFR,s2,perm,sr22_low,2025,1000
AFR,s2,perm,sr22_low,2030,1000
AFR,s2,perm,sr22_low,2035,1000
AFR,s2,perm,sr22_low,2040,1000
AFR,s2,perm,sr22_low,2045,1000
AFR,s2,perm,sr22_low,2050,1000
AFR,s2,perm,sr22_low,2055,1000
AFR,s2,perm,sr22_low,2060,1000
AFR,s2,perm,sr22_low,2065,1000
AFR,s2,perm,sr22_low,2070,1000
AFR,s2,perm,sr22_low,2075,1000
AFR,s2,perm,sr22_low,2080,1000
AFR,s2,perm,sr22_low,2085,1000
AFR,s2,perm,sr22_low,2090,1000
AFR,s2,perm,sr22_low,2095,1000
AFR,s2,perm,sr22_low,2100,1000
AFR,s3,perm,s3,2020,0
AFR,s3,perm,s3,2025,0
AFR,s3,perm,s3,2030,0
AFR,s3,perm,s3,2035,0
AFR,s3,perm,s3,2040,0
AFR,s3,perm,s3,2045,0
AFR,s3,perm,s3,2050,0
AFR,s3,perm,s3,2055,0
AFR,s3,perm,s3,2060,0
AFR,s3,perm,s3,2065,0
AFR,s3,perm,s3,2070,0
AFR,s3,perm,s3,2075,0
AFR,s3,perm,s3,2080,0
AFR,s3,perm,s3,2085,0
AFR,s3,perm,s3,2090,0
AFR,s3,perm,s3,2095,0
AFR,s3,perm,s3,2100,0
AFR,s3,perm,sr31_std,2020,0
AFR,s3,perm,sr31_std,2025,0
AFR,s3,perm,sr31_std,2030,0
AFR,s3,perm,sr31_std,2035,0
AFR,s3,perm,sr31_std,2040,0
AFR,s3,perm,sr31_std,2045,0
AFR,s3,perm,sr31_std,2050,0
AFR,s3,perm,sr31_std,2055,0
AFR,s3,perm,sr31_std,2060,0
AFR,s3,perm,sr31_std,2065,0
AFR,s3,perm,sr31_std,2070,0
AFR,s3,perm,sr31_std,2075,0
AFR,s3,perm,sr31_std,2080,0
AFR,s3,perm,sr31_std,2085,0
AFR,s3,perm,sr31_std,2090,0
AFR,s3,perm,sr31_std,2095,0
AFR,s3,perm,sr31_std,2100,0
AFR,s3,perm,sr32_low,2020,1000
AFR,s3,perm,sr32_low,2025,1000
AFR,s3,perm,sr32_low,2030,1000
AFR,s3,perm,sr32_low,2035,1000
AFR,s3,perm,sr32_low,2040,1000
AFR,s3,perm,sr32_low,2045,1000
AFR,s3,perm,sr32_low,2050,1000
AFR,s3,perm,sr32_low,2055,1000
AFR,s3,perm,sr32_low,2060,1000
AFR,s3,perm,sr32_low,2065,1000
AFR,s3,perm,sr32_low,2070,1000
AFR,s3,perm,sr32_low,2075,1000
AFR,s3,perm,sr32_low,2080,1000
AFR,s3,perm,sr32_low,2085,1000
AFR,s3,perm,sr32_low,2090,1000
AFR,s3,perm,sr32_low,2095,1000
AFR,s3,perm,sr32_low,2100,1000
CPA,s1,perm,s1,2020,0
CPA,s1,perm,s1,2025,0
CPA,s1,perm,s1,2030,0
CPA,s1,perm,s1,2035,0
CPA,s1,perm,s1,2040,0
CPA,s1,perm,s1,2045,0
CPA,s1,perm,s1,2050,0
CPA,s1,perm,s1,2055,0
CPA,s1,perm,s1,2060,0
CPA,s1,perm,s1,2065,0
CPA,s1,perm,s1,2070,0
CPA,s1,perm,s1,2075,0
CPA,s1,perm,s1,2080,0
CPA,s1,perm,s1,2085,0
CPA,s1,perm,s1,2090,0
CPA,s1,perm,s1,2095,0
CPA,s1,perm,s1,2100,0
CPA,s1,perm,sr11_std,2020,0
CPA,s1,perm,sr11_std,2025,0
CPA,s1,perm,sr11_std,2030,0
CPA,s1,perm,sr11_std,2035,0
CPA,s1,perm,sr11_std,2040,0
CPA,s1,perm,sr11_std,2045,0
CPA,s1,perm,sr11_std,2050,0
CPA,s1,perm,sr11_std,2055,0
CPA,s1,perm,sr11_std,2060,0
CPA,s1,perm,sr11_std,2065,0
CPA,s1,perm,sr11_std,2070,0
CPA,s1,perm,sr11_std,2075,0
CPA,s1,perm,sr11_std,2080,0
CPA,s1,perm,sr11_std,2085,0
CPA,s1,perm,sr11_std,2090,0
CPA,s1,perm,sr11_std,2095,0
CPA,s1,perm,sr11_std,2100,0
CPA,s1,perm,sr12_low,2020,1000
CPA,s1,perm,sr12_low,2025,1000
CPA,s1,perm,sr12_low,2030,1000
CPA,s1,perm,sr12_low,2035,1000
CPA,s1,perm,sr12_low,2040,1000
CPA,s1,perm,sr12_low,2045,1000
CPA,s1,perm,sr12_low,2050,1000
CPA,s1,perm,sr12_low,2055,1000
CPA,s1,perm,sr12_low,2060,1000
CPA,s1,perm,sr12_low,2065,1000
CPA,s1,perm,sr12_low,2070,1000
CPA,s1,perm,sr12_low,2075,1000
CPA,s1,perm,sr12_low,2080,1000
CPA,s1,perm,sr12_low,2085,1000
CPA,s1,perm,sr12_low,2090,1000
CPA,s1,perm,sr12_low,2095,1000
CPA,s1,perm,sr12_low,2100,1000
CPA,s2,perm,s2,2020,0
CPA,s2,perm,s2,2025,0
CPA,s2,perm,s2,2030,0
CPA,s2,perm,s2,2035,0
CPA,s2,perm,s2,2040,0
CPA,s2,perm,s2,2045,0
CPA,s2,perm,s2,2050,0
CPA,s2,perm,s2,2055,0
CPA,s2,perm,s2,2060,0
CPA,s2,perm,s2,2065,0
CPA,s2,perm,s2,2070,0
CPA,s2,perm,s2,2075,0
CPA,s2,perm,s2,2080,0
CPA,s2,perm,s2,2085,0
CPA,s2,perm,s2,2090,0
CPA,s2,perm,s2,2095,0
CPA,s2,perm,s2,2100,0
CPA,s2,perm,sr21_std,2020,0
CPA,s2,perm,sr21_std,2025,0
CPA,s2,perm,sr21_std,2030,0
CPA,s2,perm,sr21_std,2035,0
CPA,s2,perm,sr21_std,2040,0
CPA,s2,perm,sr21_std,2045,0
CPA,s2,perm,sr21_std,2050,0
CPA,s2,perm,sr21_std,2055,0
CPA,s2,perm,sr21_std,2060,0
CPA,s2,perm,sr21_std,2065,0
CPA,s2,perm,sr21_std,2070,0
CPA,s2,perm,sr21_std,2075,0
CPA,s2,perm,sr21_std,2080,0
CPA,s2,perm,sr21_std,2085,0
CPA,s2,perm,sr21_std,2090,0
CPA,s2,perm,sr21_std,2095,0
CPA,s2,perm,sr21_std,2100,0
CPA,s2,perm,sr22_low,2020,1000
CPA,s2,perm,sr22_low,2025,1000
CPA,s2,perm,sr22_low,2030,1000
CPA,s2,perm,sr22_low,2035,1000
CPA,s2,perm,sr22_low,2040,1000
CPA,s2,perm,sr22_low,2045,1000
CPA,s2,perm,sr22_low,2050,1000
CPA,s2,perm,sr22_low,2055,1000
CPA,s2,perm,sr22_low,2060,1000
CPA,s2,perm,sr22_low,2065,1000
CPA,s2,perm,sr22_low,2070,1000
CPA,s2,perm,sr22_low,2075,1000
CPA,s2,perm,sr22_low,2080,1000
CPA,s2,perm,sr22_low,2085,1000
CPA,s2,perm,sr22_low,2090,1000
CPA,s2,perm,sr22_low,2095,1000
CPA,s2,perm,sr22_low,2100,1000
CPA,s3,perm,s3,2020,0
CPA,s3,perm,s3,2025,0
CPA,s3,perm,s3,2030,0
CPA,s3,perm,s3,2035,0
CPA,s3,perm,s3,2040,0
CPA,s3,perm,s3,2045,0
CPA,s3,perm,s3,2050,0
CPA,s3,perm,s3,2055,0
CPA,s3,perm,s3,2060,0
CPA,s3,perm,s3,2065,0
CPA,s3,perm,s3,2070,0
CPA,s3,perm,s3,2075,0
CPA,s3,perm,s3,2080,0
CPA,s3,perm,s3,2085,0
CPA,s3,perm,s3,2090,0
CPA,s3,perm,s3,2095,0
CPA,s3,perm,s3,2100,0
CPA,s3,perm,sr31_std,2020,0
CPA,s3,perm,sr31_std,2025,0
CPA,s3,perm,sr31_std,2030,0
CPA,s3,perm,sr31_std,2035,0
CPA,s3,perm,sr31_std,2040,0
CPA,s3,perm,sr31_std,2045,0
CPA,s3,perm,sr31_std,2050,0
CPA,s3,perm,sr31_std,2055,0
CPA,s3,perm,sr31_std,2060,0
CPA,s3,perm,sr31_std,2065,0
CPA,s3,perm,sr31_std,2070,0
CPA,s3,perm,sr31_std,2075,0
CPA,s3,perm,sr31_std,2080,0
CPA,s3,perm,sr31_std,2085,0
CPA,s3,perm,sr31_std,2090,0
CPA,s3,perm,sr31_std,2095,0
CPA,s3,perm,sr31_std,2100,0
CPA,s3,perm,sr32_low,2020,1000
CPA,s3,perm,sr32_low,2025,1000
CPA,s3,perm,sr32_low,2030,1000
CPA,s3,perm,sr32_low,2035,1000
CPA,s3,perm,sr32_low,2040,1000
CPA,s3,perm,sr32_low,2045,1000
CPA,s3,perm,sr32_low,2050,1000
CPA,s3,perm,sr32_low,2055,1000
CPA,s3,perm,sr32_low,2060,1000
CPA,s3,perm,sr32_low,2065,1000
CPA,s3,perm,sr32_low,2070,1000
CPA,s3,perm,sr32_low,2075,1000
CPA,s3,perm,sr32_low,2080,1000
CPA,s3,perm,sr32_low,2085,1000
CPA,s3,perm,sr32_low,2090,1000
CPA,s3,perm,sr32_low,2095,1000
CPA,s3,perm,sr32_low,2100,1000
EEU,s1,perm,s1,2020,0
EEU,s1,perm,s1,2025,0
EEU,s1,perm,s1,2030,0
EEU,s1,perm,s1,2035,0
EEU,s1,perm,s1,2040,0
EEU,s1,perm,s1,2045,0
EEU,s1,perm,s1,2050,0
EEU,s1,perm,s1,2055,0
EEU,s1,perm,s1,2060,0
EEU,s1,perm,s1,2065,0
EEU,s1,perm,s1,2070,0
EEU,s1,perm,s1,2075,0
EEU,s1,perm,s1,2080,0
EEU,s1,perm,s1,2085,0
EEU,s1,perm,s1,2090,0
EEU,s1,perm,s1,2095,0
EEU,s1,perm,s1,2100,0
EEU,s1,perm,sr11_std,2020,0
EEU,s1,perm,sr11_std,2025,0
EEU,s1,perm,sr11_std,2030,99999
EEU,s1,perm,sr11_std,2035,99999
EEU,s1,perm,sr11_std,2040,99999
EEU,s1,perm,sr11_std,2045,99999
EEU,s1,perm,sr11_std,2050,99999
EEU,s1,perm,sr11_std,2055,99999
EEU,s1,perm,sr11_std,2060,99999
EEU,s1,perm,sr11_std,2065,99999
EEU,s1,perm,sr11_std,2070,99999
EEU,s1,perm,sr11_std,2075,99999
EEU,s1,perm,sr11_std,2080,99999
EEU,s1,perm,sr11_std,2085,99999
EEU,s1,perm,sr11_std,2090,99999
EEU,s1,perm,sr11_std,2095,99999
EEU,s1,perm,sr11_std,2100,99999
EEU,s1,perm,sr12_low,2020,500
EEU,s1,perm,sr12_low,2025,500
EEU,s1,perm,sr12_low,2030,500
EEU,s1,perm,sr12_low,2035,500
EEU,s1,perm,sr12_low,2040,500
EEU,s1,perm,sr12_low,2045,500
EEU,s1,perm,sr12_low,2050,500
EEU,s1,perm,sr12_low,2055,500
EEU,s1,perm,sr12_low,2060,500
EEU,s1,perm,sr12_low,2065,500
EEU,s1,perm,sr12_low,2070,500
EEU,s1,perm,sr12_low,2075,500
EEU,s1,perm,sr12_low,2080,500
EEU,s1,perm,sr12_low,2085,500
EEU,s1,perm,sr12_low,2090,500
EEU,s1,perm,sr12_low,2095,500
EEU,s1,perm,sr12_low,2100,500
EEU,s2,perm,s2,2020,0
EEU,s2,perm,s2,2025,0
EEU,s2,perm,s2,2030,0
EEU,s2,perm,s2,2035,0
EEU,s2,perm,s2,2040,0
EEU,s2,perm,s2,2045,0
EEU,s2,perm,s2,2050,0
EEU,s2,perm,s2,2055,0
EEU,s2,perm,s2,2060,0
EEU,s2,perm,s2,2065,0
EEU,s2,perm,s2,2070,0
EEU,s2,perm,s2,2075,0
EEU,s2,perm,s2,2080,0
EEU,s2,perm,s2,2085,0
EEU,s2,perm,s2,2090,0
EEU,s2,perm,s2,2095,0
EEU,s2,perm,s2,2100,0
EEU,s2,perm,sr21_std,2020,0
EEU,s2,perm,sr21_std,2025,0
EEU,s2,perm,sr21_std,2030,99999
EEU,s2,perm,sr21_std,2035,99999
EEU,s2,perm,sr21_std,2040,99999
EEU,s2,perm,sr21_std,2045,99999
EEU,s2,perm,sr21_std,2050,99999
EEU,s2,perm,sr21_std,2055,99999
EEU,s2,perm,sr21_std,2060,99999
EEU,s2,perm,sr21_std,2065,99999
EEU,s2,perm,sr21_std,2070,99999
EEU,s2,perm,sr21_std,2075,99999
EEU,s2,perm,sr21_std,2080,99999
EEU,s2,perm,sr21_std,2085,99999
EEU,s2,perm,sr21_std,2090,99999
EEU,s2,perm,sr21_std,2095,99999
EEU,s2,perm,sr21_std,2100,99999
EEU,s2,perm,sr22_low,2020,500
EEU,s2,perm,sr22_low,2025,500
EEU,s2,perm,sr22_low,2030,500
EEU,s2,perm,sr22_low,2035,500
EEU,s2,perm,sr22_low,2040,500
EEU,s2,perm,sr22_low,2045,500
EEU,s2,perm,sr22_low,2050,500
EEU,s2,perm,sr22_low,2055,500
EEU,s2,perm,sr22_low,2060,500
EEU,s2,perm,sr22_low,2065,500
EEU,s2,perm,sr22_low,2070,500
EEU,s2,perm,sr22_low,2075,500
EEU,s2,perm,sr22_low,2080,500
EEU,s2,perm,sr22_low,2085,500
EEU,s2,perm,sr22_low,2090,500
EEU,s2,perm,sr22_low,2095,500
EEU,s2,perm,sr22_low,2100,500
EEU,s3,perm,s3,2020,0
EEU,s3,perm,s3,2025,0
EEU,s3,perm,s3,2030,0
EEU,s3,perm,s3,2035,0
EEU,s3,perm,s3,2040,0
EEU,s3,perm,s3,2045,0
EEU,s3,perm,s3,2050,0
EEU,s3,perm,s3,2055,0
EEU,s3,perm,s3,2060,0
EEU,s3,perm,s3,2065,0
EEU,s3,perm,s3,2070,0
EEU,s3,perm,s3,2075,0
EEU,s3,perm,s3,2080,0
EEU,s3,perm,s3,2085,0
EEU,s3,perm,s3,2090,0
EEU,s3,perm,s3,2095,0
EEU,s3,perm,s3,2100,0
EEU,s3,perm,sr31_std,2020,0
EEU,s3,perm,sr31_std,2025,0
EEU,s3,perm,sr31_std,2030,99999
EEU,s3,perm,sr31_std,2035,99999
EEU,s3,perm,sr31_std,2040,99999
EEU,s3,perm,sr31_std,2045,99999
EEU,s3,perm,sr31_std,2050,99999
EEU,s3,perm,sr31_std,2055,99999
EEU,s3,perm,sr31_std,2060,99999
EEU,s3,perm,sr31_std,2065,99999
EEU,s3,perm,sr31_std,2070,99999
EEU,s3,perm,sr31_std,2075,99999
EEU,s3,perm,sr31_std,2080,99999
EEU,s3,perm,sr31_std,2085,99999
EEU,s3,perm,sr31_std,2090,99999
EEU,s3,perm,sr31_std,2095,99999
EEU,s3,perm,sr31_std,2100,99999
EEU,s3,perm,sr32_low,2020,500
EEU,s3,perm,sr32_low,2025,500
EEU,s3,perm,sr32_low,2030,500
EEU,s3,perm,sr32_low,2035,500
EEU,s3,perm,sr32_low,2040,500
EEU,s3,perm,sr32_low,2045,500
EEU,s3,perm,sr32_low,2050,500
EEU,s3,perm,sr32_low,2055,500
EEU,s3,perm,sr32_low,2060,500
EEU,s3,perm,sr32_low,2065,500
EEU,s3,perm,sr32_low,2070,500
EEU,s3,perm,sr32_low,2075,500
EEU,s3,perm,sr32_low,2080,500
EEU,s3,perm,sr32_low,2085,500
EEU,s3,perm,sr32_low,2090,500
EEU,s3,perm,sr32_low,2095,500
EEU,s3,perm,sr32_low,2100,500
FSU,s1,perm,s1,2020,0
FSU,s1,perm,s1,2025,0
FSU,s1,perm,s1,2030,0
FSU,s1,perm,s1,2035,0
FSU,s1,perm,s1,2040,0
FSU,s1,perm,s1,2045,0
FSU,s1,perm,s1,2050,0
FSU,s1,perm,s1,2055,0
FSU,s1,perm,s1,2060,0
FSU,s1,perm,s1,2065,0
FSU,s1,perm,s1,2070,0
FSU,s1,perm,s1,2075,0
FSU,s1,perm,s1,2080,0
FSU,s1,perm,s1,2085,0
FSU,s1,perm,s1,2090,0
FSU,s1,perm,s1,2095,0
FSU,s1,perm,s1,2100,0
FSU,s1,perm,sr11_std,2020,0
FSU,s1,perm,sr11_std,2025,0
FSU,s1,perm,sr11_std,2030,99999
FSU,s1,perm,sr11_std,2035,99999
FSU,s1,perm,sr11_std,2040,99999
FSU,s1,perm,sr11_std,2045,99999
FSU,s1,perm,sr11_std,2050,99999
FSU,s1,perm,sr11_std,2055,99999
FSU,s1,perm,sr11_std,2060,99999
FSU,s1,perm,sr11_std,2065,99999
FSU,s1,perm,sr11_std,2070,99999
FSU,s1,perm,sr11_std,2075,99999
FSU,s1,perm,sr11_std,2080,99999
FSU,s1,perm,sr11_std,2085,99999
FSU,s1,perm,sr11_std,2090,99999
FSU,s1,perm,sr11_std,2095,99999
FSU,s1,perm,sr11_std,2100,99999
FSU,s1,perm,sr12_low,2020,500
FSU,s1,perm,sr12_low,2025,500
FSU,s1,perm,sr12_low,2030,500
FSU,s1,perm,sr12_low,2035,500
FSU,s1,perm,sr12_low,2040,500
FSU,s1,perm,sr12_low,2045,500
FSU,s1,perm,sr12_low,2050,500
FSU,s1,perm,sr12_low,2055,500
FSU,s1,perm,sr12_low,2060,500
FSU,s1,perm,sr12_low,2065,500
FSU,s1,perm,sr12_low,2070,500
FSU,s1,perm,sr12_low,2075,500
FSU,s1,perm,sr12_low,2080,500
FSU,s1,perm,sr12_low,2085,500
FSU,s1,perm,sr12_low,2090,500
FSU,s1,perm,sr12_low,2095,500
FSU,s1,perm,sr12_low,2100,500
FSU,s2,perm,s2,2020,0
FSU,s2,perm,s2,2025,0
FSU,s2,perm,s2,2030,0
FSU,s2,perm,s2,2035,0
FSU,s2,perm,s2,2040,0
FSU,s2,perm,s2,2045,0
FSU,s2,perm,s2,2050,0
FSU,s2,perm,s2,2055,0
FSU,s2,perm,s2,2060,0
FSU,s2,perm,s2,2065,0
FSU,s2,perm,s2,2070,0
FSU,s2,perm,s2,2075,0
FSU,s2,perm,s2,2080,0
FSU,s2,perm,s2,2085,0
FSU,s2,perm,s2,2090,0
FSU,s2,perm,s2,2095,0
FSU,s2,perm,s2,2100,0
FSU,s2,perm,sr21_std,2020,0
FSU,s2,perm,sr21_std,2025,0
FSU,s2,perm,sr21_std,2030,99999
FSU,s2,perm,sr21_std,2035,99999
FSU,s2,perm,sr21_std,2040,99999
FSU,s2,perm,sr21_std,2045,99999
FSU,s2,perm,sr21_std,2050,99999
FSU,s2,perm,sr21_std,2055,99999
FSU,s2,perm,sr21_std,2060,99999
FSU,s2,perm,sr21_std,2065,99999
FSU,s2,perm,sr21_std,2070,99999
FSU,s2,perm,sr21_std,2075,99999
FSU,s2,perm,sr21_std,2080,99999
FSU,s2,perm,sr21_std,2085,99999
FSU,s2,perm,sr21_std,2090,99999
FSU,s2,perm,sr21_std,2095,99999
FSU,s2,perm,sr21_std,2100,99999
FSU,s2,perm,sr22_low,2020,500
FSU,s2,perm,sr22_low,2025,500
FSU,s2,perm,sr22_low,2030,500
FSU,s2,perm,sr22_low,2035,500
FSU,s2,perm,sr22_low,2040,500
FSU,s2,perm,sr22_low,2045,500
FSU,s2,perm,sr22_low,2050,500
FSU,s2,perm,sr22_low,2055,500
FSU,s2,perm,sr22_low,2060,500
FSU,s2,perm,sr22_low,2065,500
FSU,s2,perm,sr22_low,2070,500
FSU,s2,perm,sr22_low,2075,500
FSU,s2,perm,sr22_low,2080,500
FSU,s2,perm,sr22_low,2085,500
FSU,s2,perm,sr22_low,2090,500
FSU,s2,perm,sr22_low,2095,500
FSU,s2,perm,sr22_low,2100,500
FSU,s3,perm,s3,2020,0
FSU,s3,perm,s3,2025,0
FSU,s3,perm,s3,2030,0
FSU,s3,perm,s3,2035,0
FSU,s3,perm,s3,2040,0
FSU,s3,perm,s3,2045,0
FSU,s3,perm,s3,2050,0
FSU,s3,perm,s3,2055,0
FSU,s3,perm,s3,2060,0
FSU,s3,perm,s3,2065,0
FSU,s3,perm,s3,2070,0
FSU,s3,perm,s3,2075,0
FSU,s3,perm,s3,2080,0
FSU,s3,perm,s3,2085,0
FSU,s3,perm,s3,2090,0
FSU,s3,perm,s3,2095,0
FSU,s3,perm,s3,2100,0
FSU,s3,perm,sr31_std,2020,0
FSU,s3,perm,sr31_std,2025,0
FSU,s3,perm,sr31_std,2030,99999
FSU,s3,perm,sr31_std,2035,99999
FSU,s3,perm,sr31_std,2040,99999
FSU,s3,perm,sr31_std,2045,99999
FSU,s3,perm,sr31_std,2050,99999
FSU,s3,perm,sr31_std,2055,99999
FSU,s3,perm,sr31_std,2060,99999
FSU,s3,perm,sr31_std,2065,99999
FSU,s3,perm,sr31_std,2070,99999
FSU,s3,perm,sr31_std,2075,99999
FSU,s3,perm,sr31_std,2080,99999
FSU,s3,perm,sr31_std,2085,99999
FSU,s3,perm,sr31_std,2090,99999
FSU,s3,perm,sr31_std,2095,99999
FSU,s3,perm,sr31_std,2100,99999
FSU,s3,perm,sr32_low,2020,500
FSU,s3,perm,sr32_low,2025,500
FSU,s3,perm,sr32_low,2030,500
FSU,s3,perm,sr32_low,2035,500
FSU,s3,perm,sr32_low,2040,500
FSU,s3,perm,sr32_low,2045,500
FSU,s3,perm,sr32_low,2050,500
FSU,s3,perm,sr32_low,2055,500
FSU,s3,perm,sr32_low,2060,500
FSU,s3,perm,sr32_low,2065,500
FSU,s3,perm,sr32_low,2070,500
FSU,s3,perm,sr32_low,2075,500
FSU,s3,perm,sr32_low,2080,500
FSU,s3,perm,sr32_low,2085,500
FSU,s3,perm,sr32_low,2090,500
FSU,s3,perm,sr32_low,2095,500
FSU,s3,perm,sr32_low,2100,500
LAC,s1,perm,s1,2020,0
LAC,s1,perm,s1,2025,0
LAC,s1,perm,s1,2030,0
LAC,s1,perm,s1,2035,0
LAC,s1,perm,s1,2040,0
LAC,s1,perm,s1,2045,0
LAC,s1,perm,s1,2050,0
LAC,s1,perm,s1,2055,0
LAC,s1,perm,s1,2060,0
LAC,s1,perm,s1,2065,0
LAC,s1,perm,s1,2070,0
LAC,s1,perm,s1,2075,0
LAC,s1,perm,s1,2080,0
LAC,s1,perm,s1,2085,0
LAC,s1,perm,s1,2090,0
LAC,s1,perm,s1,2095,0
LAC,s1,perm,s1,2100,0
LAC,s1,perm,sr11_std,2020,0
LAC,s1,perm,sr11_std,2025,0
LAC,s1,perm,sr11_std,2030,0
LAC,s1,perm,sr11_std,2035,0
LAC,s1,perm,sr11_std,2040,0
LAC,s1,perm,sr11_std,2045,0
LAC,s1,perm,sr11_std,2050,0
LAC,s1,perm,sr11_std,2055,0
LAC,s1,perm,sr11_std,2060,0
LAC,s1,perm,sr11_std,2065,0
LAC,s1,perm,sr11_std,2070,0
LAC,s1,perm,sr11_std,2075,0
LAC,s1,perm,sr11_std,2080,0
LAC,s1,perm,sr11_std,2085,0
LAC,s1,perm,sr11_std,2090,0
LAC,s1,perm,sr11_std,2095,0
LAC,s1,perm,sr11_std,2100,0
LAC,s1,perm,sr12_low,2020,1000
LAC,s1,perm,sr12_low,2025,1000
LAC,s1,perm,sr12_low,2030,1000
LAC,s1,perm,sr12_low,2035,1000
LAC,s1,perm,sr12_low,2040,1000
LAC,s1,perm,sr12_low,2045,1000
LAC,s1,perm,sr12_low,2050,1000
LAC,s1,perm,sr12_low,2055,1000
LAC,s1,perm,sr12_low,2060,1000
LAC,s1,perm,sr12_low,2065,1000
LAC,s1,perm,sr12_low,2070,1000
LAC,s1,perm,sr12_low,2075,1000
LAC,s1,perm,sr12_low,2080,1000
LAC,s1,perm,sr12_low,2085,1000
LAC,s1,perm,sr12_low,2090,1000
LAC,s1,perm,sr12_low,2095,1000
LAC,s1,perm,sr12_low,2100,1000
LAC,s2,perm,s2,2020,0
LAC,s2,perm,s2,2025,0
LAC,s2,perm,s2,2030,0
LAC,s2,perm,s2,2035,0
LAC,s2,perm,s2,2040,0
LAC,s2,perm,s2,2045,0
LAC,s2,perm,s2,2050,0
LAC,s2,perm,s2,2055,0
LAC,s2,perm,s2,2060,0
LAC,s2,perm,s2,2065,0
LAC,s2,perm,s2,2070,0
LAC,s2,perm,s2,2075,0
LAC,s2,perm,s2,2080,0
LAC,s2,perm,s2,2085,0
LAC,s2,perm,s2,2090,0
LAC,s2,perm,s2,2095,0
LAC,s2,perm,s2,2100,0
LAC,s2,perm,sr21_std,2020,0
LAC,s2,perm,sr21_std,2025,0
LAC,s2,perm,sr21_std,2030,0
LAC,s2,perm,sr21_std,2035,0
LAC,s2,perm,sr21_std,2040,0
LAC,s2,perm,sr21_std,2045,0
LAC,s2,perm,sr21_std,2050,0
LAC,s2,perm,sr21_std,2055,0
