region_gea,urt,mat,tenr,year,value
PAS,urb,perm,rent,2095,0.175631788
PAS,urb,perm,rent,2100,0.175631788
SAS,rur,perm,own,2015,0.9733315
SAS,rur,perm,own,2020,0.9733315
SAS,rur,perm,own,2025,0.9733315
SAS,rur,perm,own,2030,0.9733315
SAS,rur,perm,own,2035,0.9733315
SAS,rur,perm,own,2040,0.9733315
SAS,rur,perm,own,2045,0.9733315
SAS,rur,perm,own,2050,0.9733315
SAS,rur,perm,own,2055,0.9733315
SAS,rur,perm,own,2060,0.9733315
SAS,rur,perm,own,2065,0.9733315
SAS,rur,perm,own,2070,0.9733315
SAS,rur,perm,own,2075,0.9733315
SAS,rur,perm,own,2080,0.9733315
SAS,rur,perm,own,2085,0.9733315
SAS,rur,perm,own,2090,0.9733315
SAS,rur,perm,own,2095,0.9733315
SAS,rur,perm,own,2100,0.9733315
SAS,rur,perm,rent,2015,0.0266685
SAS,rur,perm,rent,2020,0.0266685
SAS,rur,perm,rent,2025,0.0266685
SAS,rur,perm,rent,2030,0.0266685
SAS,rur,perm,rent,2035,0.0266685
SAS,rur,perm,rent,2040,0.0266685
SAS,rur,perm,rent,2045,0.0266685
SAS,rur,perm,rent,2050,0.0266685
SAS,rur,perm,rent,2055,0.0266685
SAS,rur,perm,rent,2060,0.0266685
SAS,rur,perm,rent,2065,0.0266685
SAS,rur,perm,rent,2070,0.0266685
SAS,rur,perm,rent,2075,0.0266685
SAS,rur,perm,rent,2080,0.0266685
SAS,rur,perm,rent,2085,0.0266685
SAS,rur,perm,rent,2090,0.0266685
SAS,rur,perm,rent,2095,0.0266685
SAS,rur,perm,rent,2100,0.0266685
SAS,urb,perm,own,2015,0.824368212
SAS,urb,perm,own,2020,0.824368212
SAS,urb,perm,own,2025,0.824368212
SAS,urb,perm,own,2030,0.824368212
SAS,urb,perm,own,2035,0.824368212
SAS,urb,perm,own,2040,0.824368212
SAS,urb,perm,own,2045,0.824368212
SAS,urb,perm,own,2050,0.824368212
SAS,urb,perm,own,2055,0.824368212
SAS,urb,perm,own,2060,0.824368212
SAS,urb,perm,own,2065,0.824368212
SAS,urb,perm,own,2070,0.824368212
SAS,urb,perm,own,2075,0.824368212
SAS,urb,perm,own,2080,0.824368212
SAS,urb,perm,own,2085,0.824368212
SAS,urb,perm,own,2090,0.824368212
SAS,urb,perm,own,2095,0.824368212
SAS,urb,perm,own,2100,0.824368212
SAS,urb,perm,rent,2015,0.175631788
SAS,urb,perm,rent,2020,0.175631788
SAS,urb,perm,rent,2025,0.175631788
SAS,urb,perm,rent,2030,0.175631788
SAS,urb,perm,rent,2035,0.175631788
SAS,urb,perm,rent,2040,0.175631788
SAS,urb,perm,rent,2045,0.175631788
SAS,urb,perm,rent,2050,0.175631788
SAS,urb,perm,rent,2055,0.175631788
SAS,urb,perm,rent,2060,0.175631788
SAS,urb,perm,rent,2065,0.175631788
SAS,urb,perm,rent,2070,0.175631788
SAS,urb,perm,rent,2075,0.175631788
SAS,urb,perm,rent,2080,0.175631788
SAS,urb,perm,rent,2085,0.175631788
SAS,urb,perm,rent,2090,0.175631788
SAS,urb,perm,rent,2095,0.175631788
SAS,urb,perm,rent,2100,0.175631788
WEU,rur,perm,own,2015,0.883761717
WEU,rur,perm,own,2020,0.883761717
WEU,rur,perm,own,2025,0.883761717
WEU,rur,perm,own,2030,0.883761717
WEU,rur,perm,own,2035,0.883761717
WEU,rur,perm,own,2040,0.883761717
WEU,rur,perm,own,2045,0.883761717
WEU,rur,perm,own,2050,0.883761717
WEU,rur,perm,own,2055,0.883761717
WEU,rur,perm,own,2060,0.883761717
WEU,rur,perm,own,2065,0.883761717
WEU,rur,perm,own,2070,0.883761717
WEU,rur,perm,own,2075,0.883761717
WEU,rur,perm,own,2080,0.883761717
WEU,rur,perm,own,2085,0.883761717
WEU,rur,perm,own,2090,0.883761717
WEU,rur,perm,own,2095,0.883761717
WEU,rur,perm,own,2100,0.883761717
WEU,rur,perm,rent,2015,0.116238283
WEU,rur,perm,rent,2020,0.116238283
WEU,rur,perm,rent,2025,0.116238283
WEU,rur,perm,rent,2030,0.116238283
WEU,rur,perm,rent,2035,0.116238283
WEU,rur,perm,rent,2040,0.116238283
WEU,rur,perm,rent,2045,0.116238283
WEU,rur,perm,rent,2050,0.116238283
WEU,rur,perm,rent,2055,0.116238283
WEU,rur,perm,rent,2060,0.116238283
WEU,rur,perm,rent,2065,0.116238283
WEU,rur,perm,rent,2070,0.116238283
WEU,rur,perm,rent,2075,0.116238283
WEU,rur,perm,rent,2080,0.116238283
WEU,rur,perm,rent,2085,0.116238283
WEU,rur,perm,rent,2090,0.116238283
WEU,rur,perm,rent,2095,0.116238283
WEU,rur,perm,rent,2100,0.116238283
WEU,urb,perm,own,2015,0.631295989
WEU,urb,perm,own,2020,0.631295989
WEU,urb,perm,own,2025,0.631295989
WEU,urb,perm,own,2030,0.631295989
WEU,urb,perm,own,2035,0.631295989
WEU,urb,perm,own,2040,0.631295989
WEU,urb,perm,own,2045,0.631295989
WEU,urb,perm,own,2050,0.631295989
WEU,urb,perm,own,2055,0.631295989
WEU,urb,perm,own,2060,0.631295989
WEU,urb,perm,own,2065,0.631295989
WEU,urb,perm,own,2070,0.631295989
WEU,urb,perm,own,2075,0.631295989
WEU,urb,perm,own,2080,0.631295989
WEU,urb,perm,own,2085,0.631295989
WEU,urb,perm,own,2090,0.631295989
WEU,urb,perm,own,2095,0.631295989
WEU,urb,perm,own,2100,0.631295989
WEU,urb,perm,rent,2015,0.368704011
WEU,urb,perm,rent,2020,0.368704011
WEU,urb,perm,rent,2025,0.368704011
WEU,urb,perm,rent,2030,0.368704011
WEU,urb,perm,rent,2035,0.368704011
WEU,urb,perm,rent,2040,0.368704011
WEU,urb,perm,rent,2045,0.368704011
WEU,urb,perm,rent,2050,0.368704011
WEU,urb,perm,rent,2055,0.368704011
WEU,urb,perm,rent,2060,0.368704011
WEU,urb,perm,rent,2065,0.368704011
WEU,urb,perm,rent,2070,0.368704011
WEU,urb,perm,rent,2075,0.368704011
WEU,urb,perm,rent,2080,0.368704011
WEU,urb,perm,rent,2085,0.368704011
WEU,urb,perm,rent,2090,0.368704011
WEU,urb,perm,rent,2095,0.368704011
WEU,urb,perm,rent,2100,0.368704011
AFR,rur,sub,own,2015,1
AFR,rur,sub,own,2020,1
AFR,rur,sub,own,2025,1
AFR,rur,sub,own,2030,1
AFR,rur,sub,own,2035,1
AFR,rur,sub,own,2040,1
AFR,rur,sub,own,2045,1
AFR,rur,sub,own,2050,1
AFR,rur,sub,own,2055,1
AFR,rur,sub,own,2060,1
AFR,rur,sub,own,2065,1
AFR,rur,sub,own,2070,1
AFR,rur,sub,own,2075,1
AFR,rur,sub,own,2080,1
AFR,rur,sub,own,2085,1
AFR,rur,sub,own,2090,1
AFR,rur,sub,own,2095,1
AFR,rur,sub,own,2100,1
AFR,rur,sub,rent,2015,0
AFR,rur,sub,rent,2020,0
AFR,rur,sub,rent,2025,0
AFR,rur,sub,rent,2030,0
AFR,rur,sub,rent,2035,0
AFR,rur,sub,rent,2040,0
AFR,rur,sub,rent,2045,0
AFR,rur,sub,rent,2050,0
AFR,rur,sub,rent,2055,0
AFR,rur,sub,rent,2060,0
AFR,rur,sub,rent,2065,0
AFR,rur,sub,rent,2070,0
AFR,rur,sub,rent,2075,0
AFR,rur,sub,rent,2080,0
AFR,rur,sub,rent,2085,0
AFR,rur,sub,rent,2090,0
AFR,rur,sub,rent,2095,0
AFR,rur,sub,rent,2100,0
AFR,urb,sub,own,2015,1
AFR,urb,sub,own,2020,1
AFR,urb,sub,own,2025,1
AFR,urb,sub,own,2030,1
AFR,urb,sub,own,2035,1
AFR,urb,sub,own,2040,1
AFR,urb,sub,own,2045,1
AFR,urb,sub,own,2050,1
AFR,urb,sub,own,2055,1
AFR,urb,sub,own,2060,1
AFR,urb,sub,own,2065,1
AFR,urb,sub,own,2070,1
AFR,urb,sub,own,2075,1
AFR,urb,sub,own,2080,1
AFR,urb,sub,own,2085,1
AFR,urb,sub,own,2090,1
AFR,urb,sub,own,2095,1
AFR,urb,sub,own,2100,1
AFR,urb,sub,rent,2015,0
AFR,urb,sub,rent,2020,0
AFR,urb,sub,rent,2025,0
AFR,urb,sub,rent,2030,0
AFR,urb,sub,rent,2035,0
AFR,urb,sub,rent,2040,0
AFR,urb,sub,rent,2045,0
AFR,urb,sub,rent,2050,0
AFR,urb,sub,rent,2055,0
AFR,urb,sub,rent,2060,0
AFR,urb,sub,rent,2065,0
AFR,urb,sub,rent,2070,0
AFR,urb,sub,rent,2075,0
AFR,urb,sub,rent,2080,0
AFR,urb,sub,rent,2085,0
AFR,urb,sub,rent,2090,0
AFR,urb,sub,rent,2095,0
AFR,urb,sub,rent,2100,0
CPA,rur,sub,own,2015,1
CPA,rur,sub,own,2020,1
CPA,rur,sub,own,2025,1
CPA,rur,sub,own,2030,1
CPA,rur,sub,own,2035,1
CPA,rur,sub,own,2040,1
CPA,rur,sub,own,2045,1
CPA,rur,sub,own,2050,1
CPA,rur,sub,own,2055,1
CPA,rur,sub,own,2060,1
CPA,rur,sub,own,2065,1
CPA,rur,sub,own,2070,1
CPA,rur,sub,own,2075,1
CPA,rur,sub,own,2080,1
CPA,rur,sub,own,2085,1
CPA,rur,sub,own,2090,1
CPA,rur,sub,own,2095,1
CPA,rur,sub,own,2100,1
CPA,rur,sub,rent,2015,0
CPA,rur,sub,rent,2020,0
CPA,rur,sub,rent,2025,0
CPA,rur,sub,rent,2030,0
CPA,rur,sub,rent,2035,0
CPA,rur,sub,rent,2040,0
CPA,rur,sub,rent,2045,0
CPA,rur,sub,rent,2050,0
CPA,rur,sub,rent,2055,0
CPA,rur,sub,rent,2060,0
CPA,rur,sub,rent,2065,0
CPA,rur,sub,rent,2070,0
CPA,rur,sub,rent,2075,0
CPA,rur,sub,rent,2080,0
CPA,rur,sub,rent,2085,0
CPA,rur,sub,rent,2090,0
CPA,rur,sub,rent,2095,0
CPA,rur,sub,rent,2100,0
CPA,urb,sub,own,2015,1
CPA,urb,sub,own,2020,1
CPA,urb,sub,own,2025,1
CPA,urb,sub,own,2030,1
CPA,urb,sub,own,2035,1
CPA,urb,sub,own,2040,1
CPA,urb,sub,own,2045,1
CPA,urb,sub,own,2050,1
CPA,urb,sub,own,2055,1
CPA,urb,sub,own,2060,1
CPA,urb,sub,own,2065,1
CPA,urb,sub,own,2070,1
CPA,urb,sub,own,2075,1
CPA,urb,sub,own,2080,1
CPA,urb,sub,own,2085,1
CPA,urb,sub,own,2090,1
CPA,urb,sub,own,2095,1
CPA,urb,sub,own,2100,1
CPA,urb,sub,rent,2015,0
CPA,urb,sub,rent,2020,0
CPA,urb,sub,rent,2025,0
CPA,urb,sub,rent,2030,0
CPA,urb,sub,rent,2035,0
CPA,urb,sub,rent,2040,0
CPA,urb,sub,rent,2045,0
CPA,urb,sub,rent,2050,0
CPA,urb,sub,rent,2055,0
CPA,urb,sub,rent,2060,0
CPA,urb,sub,rent,2065,0
CPA,urb,sub,rent,2070,0
CPA,urb,sub,rent,2075,0
CPA,urb,sub,rent,2080,0
CPA,urb,sub,rent,2085,0
CPA,urb,sub,rent,2090,0
CPA,urb,sub,rent,2095,0
CPA,urb,sub,rent,2100,0
EEU,rur,sub,own,2015,1
EEU,rur,sub,own,2020,1
EEU,rur,sub,own,2025,1
EEU,rur,sub,own,2030,1
EEU,rur,sub,own,2035,1
EEU,rur,sub,own,2040,1
EEU,rur,sub,own,2045,1
EEU,rur,sub,own,2050,1
EEU,rur,sub,own,2055,1
EEU,rur,sub,own,2060,1
EEU,rur,sub,own,2065,1
EEU,rur,sub,own,2070,1
EEU,rur,sub,own,2075,1
EEU,rur,sub,own,2080,1
EEU,rur,sub,own,2085,1
EEU,rur,sub,own,2090,1
EEU,rur,sub,own,2095,1
EEU,rur,sub,own,2100,1
EEU,rur,sub,rent,2015,0
EEU,rur,sub,rent,2020,0
EEU,rur,sub,rent,2025,0
EEU,rur,sub,rent,2030,0
EEU,rur,sub,rent,2035,0
EEU,rur,sub,rent,2040,0
EEU,rur,sub,rent,2045,0
EEU,rur,sub,rent,2050,0
EEU,rur,sub,rent,2055,0
EEU,rur,sub,rent,2060,0
EEU,rur,sub,rent,2065,0
EEU,rur,sub,rent,2070,0
EEU,rur,sub,rent,2075,0
EEU,rur,sub,rent,2080,0
EEU,rur,sub,rent,2085,0
EEU,rur,sub,rent,2090,0
EEU,rur,sub,rent,2095,0
EEU,rur,sub,rent,2100,0
EEU,urb,sub,own,2015,1
EEU,urb,sub,own,2020,1
EEU,urb,sub,own,2025,1
EEU,urb,sub,own,2030,1
EEU,urb,sub,own,2035,1
EEU,urb,sub,own,2040,1
EEU,urb,sub,own,2045,1
EEU,urb,sub,own,2050,1
EEU,urb,sub,own,2055,1
EEU,urb,sub,own,2060,1
EEU,urb,sub,own,2065,1
EEU,urb,sub,own,2070,1
EEU,urb,sub,own,2075,1
EEU,urb,sub,own,2080,1
EEU,urb,sub,own,2085,1
EEU,urb,sub,own,2090,1
EEU,urb,sub,own,2095,1
EEU,urb,sub,own,2100,1
EEU,urb,sub,rent,2015,0
EEU,urb,sub,rent,2020,0
EEU,urb,sub,rent,2025,0
EEU,urb,sub,rent,2030,0
EEU,urb,sub,rent,2035,0
EEU,urb,sub,rent,2040,0
EEU,urb,sub,rent,2045,0
EEU,urb,sub,rent,2050,0
EEU,urb,sub,rent,2055,0
EEU,urb,sub,rent,2060,0
EEU,urb,sub,rent,2065,0
EEU,urb,sub,rent,2070,0
EEU,urb,sub,rent,2075,0
EEU,urb,sub,rent,2080,0
EEU,urb,sub,rent,2085,0
EEU,urb,sub,rent,2090,0
EEU,urb,sub,rent,2095,0
EEU,urb,sub,rent,2100,0
FSU,rur,sub,own,2015,1
FSU,rur,sub,own,2020,1
FSU,rur,sub,own,2025,1
FSU,rur,sub,own,2030,1
FSU,rur,sub,own,2035,1
FSU,rur,sub,own,2040,1
FSU,rur,sub,own,2045,1
FSU,rur,sub,own,2050,1
FSU,rur,sub,own,2055,1
FSU,rur,sub,own,2060,1
FSU,rur,sub,own,2065,1
FSU,rur,sub,own,2070,1
FSU,rur,sub,own,2075,1
FSU,rur,sub,own,2080,1
FSU,rur,sub,own,2085,1
FSU,rur,sub,own,2090,1
FSU,rur,sub,own,2095,1
FSU,rur,sub,own,2100,1
FSU,rur,sub,rent,2015,0
FSU,rur,sub,rent,2020,0
FSU,rur,sub,rent,2025,0
FSU,rur,sub,rent,2030,0
FSU,rur,sub,rent,2035,0
FSU,rur,sub,rent,2040,0
FSU,rur,sub,rent,2045,0
FSU,rur,sub,rent,2050,0
FSU,rur,sub,rent,2055,0
FSU,rur,sub,rent,2060,0
FSU,rur,sub,rent,2065,0
FSU,rur,sub,rent,2070,0
FSU,rur,sub,rent,2075,0
FSU,rur,sub,rent,2080,0
FSU,rur,sub,rent,2085,0
FSU,rur,sub,rent,2090,0
FSU,rur,sub,rent,2095,0
FSU,rur,sub,rent,2100,0
FSU,urb,sub,own,2015,1
FSU,urb,sub,own,2020,1
FSU,urb,sub,own,2025,1
FSU,urb,sub,own,2030,1
FSU,urb,sub,own,2035,1
FSU,urb,sub,own,2040,1
FSU,urb,sub,own,2045,1
FSU,urb,sub,own,2050,1
FSU,urb,sub,own,2055,1
FSU,urb,sub,own,2060,1
FSU,urb,sub,own,2065,1
FSU,urb,sub,own,2070,1
FSU,urb,sub,own,2075,1
FSU,urb,sub,own,2080,1
FSU,urb,sub,own,2085,1
FSU,urb,sub,own,2090,1
FSU,urb,sub,own,2095,1
FSU,urb,sub,own,2100,1
FSU,urb,sub,rent,2015,0
FSU,urb,sub,rent,2020,0
FSU,urb,sub,rent,2025,0
FSU,urb,sub,rent,2030,0
FSU,urb,sub,rent,2035,0
FSU,urb,sub,rent,2040,0
FSU,urb,sub,rent,2045,0
FSU,urb,sub,rent,2050,0
FSU,urb,sub,rent,2055,0
FSU,urb,sub,rent,2060,0
FSU,urb,sub,rent,2065,0
FSU,urb,sub,rent,2070,0
FSU,urb,sub,rent,2075,0
FSU,urb,sub,rent,2080,0
FSU,urb,sub,rent,2085,0
FSU,urb,sub,rent,2090,0
FSU,urb,sub,rent,2095,0
FSU,urb,sub,rent,2100,0
LAC,rur,sub,own,2015,1
LAC,rur,sub,own,2020,1
LAC,rur,sub,own,2025,1
LAC,rur,sub,own,2030,1
LAC,rur,sub,own,2035,1
LAC,rur,sub,own,2040,1
LAC,rur,sub,own,2045,1
LAC,rur,sub,own,2050,1
LAC,rur,sub,own,2055,1
LAC,rur,sub,own,2060,1
LAC,rur,sub,own,2065,1
LAC,rur,sub,own,2070,1
LAC,rur,sub,own,2075,1
LAC,rur,sub,own,2080,1
LAC,rur,sub,own,2085,1
LAC,rur,sub,own,2090,1
LAC,rur,sub,own,2095,1
LAC,rur,sub,own,2100,1
LAC,rur,sub,rent,2015,0
LAC,rur,sub,rent,2020,0
LAC,rur,sub,rent,2025,0
LAC,rur,sub,rent,2030,0
LAC,rur,sub,rent,2035,0
LAC,rur,sub,rent,2040,0
LAC,rur,sub,rent,2045,0
LAC,rur,sub,rent,2050,0
LAC,rur,sub,rent,2055,0
LAC,rur,sub,rent,2060,0
LAC,rur,sub,rent,2065,0
LAC,rur,sub,rent,2070,0
LAC,rur,sub,rent,2075,0
LAC,rur,sub,rent,2080,0
LAC,rur,sub,rent,2085,0
LAC,rur,sub,rent,2090,0
LAC,rur,sub,rent,2095,0
LAC,rur,sub,rent,2100,0
LAC,urb,sub,own,2015,1
LAC,urb,sub,own,2020,1
LAC,urb,sub,own,2025,1
LAC,urb,sub,own,2030,1
LAC,urb,sub,own,2035,1
LAC,urb,sub,own,2040,1
LAC,urb,sub,own,2045,1
LAC,urb,sub,own,2050,1
LAC,urb,sub,own,2055,1
LAC,urb,sub,own,2060,1
LAC,urb,sub,own,2065,1
LAC,urb,sub,own,2070,1
LAC,urb,sub,own,2075,1
LAC,urb,sub,own,2080,1
LAC,urb,sub,own,2085,1
LAC,urb,sub,own,2090,1
LAC,urb,sub,own,2095,1
LAC,urb,sub,own,2100,1
LAC,urb,sub,rent,2015,0
LAC,urb,sub,rent,2020,0
LAC,urb,sub,rent,2025,0
LAC,urb,sub,rent,2030,0
LAC,urb,sub,rent,2035,0
LAC,urb,sub,rent,2040,0
LAC,urb,sub,rent,2045,0
LAC,urb,sub,rent,2050,0
LAC,urb,sub,rent,2055,0
LAC,urb,sub,rent,2060,0
LAC,urb,sub,rent,2065,0
LAC,urb,sub,rent,2070,0
LAC,urb,sub,rent,2075,0
LAC,urb,sub,rent,2080,0
LAC,urb,sub,rent,2085,0
LAC,urb,sub,rent,2090,0
LAC,urb,sub,rent,2095,0
LAC,urb,sub,rent,2100,0
MEA,rur,sub,own,2015,1
MEA,rur,sub,own,2020,1
MEA,rur,sub,own,2025,1
MEA,rur,sub,own,2030,1
MEA,rur,sub,own,2035,1
MEA,rur,sub,own,2040,1
MEA,rur,sub,own,2045,1
MEA,rur,sub,own,2050,1
MEA,rur,sub,own,2055,1
MEA,rur,sub,own,2060,1
MEA,rur,sub,own,2065,1
MEA,rur,sub,own,2070,1
MEA,rur,sub,own,2075,1
MEA,rur,sub,own,2080,1
MEA,rur,sub,own,2085,1
MEA,rur,sub,own,2090,1
MEA,rur,sub,own,2095,1
MEA,rur,sub,own,2100,1
MEA,rur,sub,rent,2015,0
MEA,rur,sub,rent,2020,0
MEA,rur,sub,rent,2025,0
MEA,rur,sub,rent,2030,0
MEA,rur,sub,rent,2035,0
MEA,rur,sub,rent,2040,0
MEA,rur,sub,rent,2045,0
MEA,rur,sub,rent,2050,0
MEA,rur,sub,rent,2055,0
MEA,rur,sub,rent,2060,0
MEA,rur,sub,rent,2065,0
MEA,rur,sub,rent,2070,0
MEA,rur,sub,rent,2075,0
MEA,rur,sub,rent,2080,0
MEA,rur,sub,rent,2085,0
MEA,rur,sub,rent,2090,0
MEA,rur,sub,rent,2095,0
MEA,rur,sub,rent,2100,0
MEA,urb,sub,own,2015,1
MEA,urb,sub,own,2020,1
MEA,urb,sub,own,2025,1
MEA,urb,sub,own,2030,1
MEA,urb,sub,own,2035,1
MEA,urb,sub,own,2040,1
MEA,urb,sub,own,2045,1
MEA,urb,sub,own,2050,1
MEA,urb,sub,own,2055,1
MEA,urb,sub,own,2060,1
MEA,urb,sub,own,2065,1
MEA,urb,sub,own,2070,1
MEA,urb,sub,own,2075,1
MEA,urb,sub,own,2080,1
MEA,urb,sub,own,2085,1
MEA,urb,sub,own,2090,1
MEA,urb,sub,own,2095,1
MEA,urb,sub,own,2100,1
MEA,urb,sub,rent,2015,0
MEA,urb,sub,rent,2020,0
MEA,urb,sub,rent,2025,0
MEA,urb,sub,rent,2030,0
MEA,urb,sub,rent,2035,0
MEA,urb,sub,rent,2040,0
MEA,urb,sub,rent,2045,0
MEA,urb,sub,rent,2050,0
MEA,urb,sub,rent,2055,0
MEA,urb,sub,rent,2060,0
MEA,urb,sub,rent,2065,0
MEA,urb,sub,rent,2070,0
MEA,urb,sub,rent,2075,0
MEA,urb,sub,rent,2080,0
MEA,urb,sub,rent,2085,0
MEA,urb,sub,rent,2090,0
MEA,urb,sub,rent,2095,0
MEA,urb,sub,rent,2100,0
"NAM",rur,sub,own,2015,1
"NAM",rur,sub,own,2020,1
"NAM",rur,sub,own,2025,1
"NAM",rur,sub,own,2030,1
"NAM",rur,sub,own,2035,1
"NAM",rur,sub,own,2040,1
"NAM",rur,sub,own,2045,1
"NAM",rur,sub,own,2050,1
"NAM",rur,sub,own,2055,1
"NAM",rur,sub,own,2060,1
"NAM",rur,sub,own,2065,1
"NAM",rur,sub,own,2070,1
"NAM",rur,sub,own,2075,1
"NAM",rur,sub,own,2080,1
"NAM",rur,sub,own,2085,1
"NAM",rur,sub,own,2090,1
"NAM",rur,sub,own,2095,1
"NAM",rur,sub,own,2100,1
"NAM",rur,sub,rent,2015,0
"NAM",rur,sub,rent,2020,0
"NAM",rur,sub,rent,2025,0
"NAM",rur,sub,rent,2030,0
"NAM",rur,sub,rent,2035,0
"NAM",rur,sub,rent,2040,0
"NAM",rur,sub,rent,2045,0
"NAM",rur,sub,rent,2050,0
"NAM",rur,sub,rent,2055,0
"NAM",rur,sub,rent,2060,0
"NAM",rur,sub,rent,2065,0
"NAM",rur,sub,rent,2070,0
"NAM",rur,sub,rent,2075,0
"NAM",rur,sub,rent,2080,0
"NAM",rur,sub,rent,2085,0
"NAM",rur,sub,rent,2090,0
"NAM",rur,sub,rent,2095,0
"NAM",rur,sub,rent,2100,0
"NAM",urb,sub,own,2015,1
"NAM",urb,sub,own,2020,1
"NAM",urb,sub,own,2025,1
"NAM",urb,sub,own,2030,1
"NAM",urb,sub,own,2035,1
"NAM",urb,sub,own,2040,1
"NAM",urb,sub,own,2045,1
"NAM",urb,sub,own,2050,1
"NAM",urb,sub,own,2055,1
"NAM",urb,sub,own,2060,1
"NAM",urb,sub,own,2065,1
"NAM",urb,sub,own,2070,1
"NAM",urb,sub,own,2075,1
"NAM",urb,sub,own,2080,1
"NAM",urb,sub,own,2085,1
"NAM",urb,sub,own,2090,1
"NAM",urb,sub,own,2095,1
"NAM",urb,sub,own,2100,1
"NAM",urb,sub,rent,2015,0
"NAM",urb,sub,rent,2020,0
"NAM",urb,sub,rent,2025,0
"NAM",urb,sub,rent,2030,0
"NAM",urb,sub,rent,2035,0
"NAM",urb,sub,rent,2040,0
"NAM",urb,sub,rent,2045,0
"NAM",urb,sub,rent,2050,0
"NAM",urb,sub,rent,2055,0
"NAM",urb,sub,rent,2060,0
"NAM",urb,sub,rent,2065,0
"NAM",urb,sub,rent,2070,0
"NAM",urb,sub,rent,2075,0
"NAM",urb,sub,rent,2080,0
"NAM",urb,sub,rent,2085,0
"NAM",urb,sub,rent,2090,0
"NAM",urb,sub,rent,2095,0
"NAM",urb,sub,rent,2100,0
PAO,rur,sub,own,2015,1
PAO,rur,sub,own,2020,1
PAO,rur,sub,own,2025,1
PAO,rur,sub,own,2030,1
PAO,rur,sub,own,2035,1
PAO,rur,sub,own,2040,1
PAO,rur,sub,own,2045,1
PAO,rur,sub,own,2050,1
PAO,rur,sub,own,2055,1
PAO,rur,sub,own,2060,1
PAO,rur,sub,own,2065,1
PAO,rur,sub,own,2070,1
PAO,rur,sub,own,2075,1
PAO,rur,sub,own,2080,1
PAO,rur,sub,own,2085,1
PAO,rur,sub,own,2090,1
PAO,rur,sub,own,2095,1
PAO,rur,sub,own,2100,1
PAO,rur,sub,rent,2015,0
PAO,rur,sub,rent,2020,0
PAO,rur,sub,rent,2025,0
PAO,rur,sub,rent,2030,0
PAO,rur,sub,rent,2035,0
PAO,rur,sub,rent,2040,0
PAO,rur,sub,rent,2045,0
PAO,rur,sub,rent,2050,0
PAO,rur,sub,rent,2055,0
PAO,rur,sub,rent,2060,0
PAO,rur,sub,rent,2065,0
PAO,rur,sub,rent,2070,0
PAO,rur,sub,rent,2075,0
PAO,rur,sub,rent,2080,0
PAO,rur,sub,rent,2085,0
PAO,rur,sub,rent,2090,0
PAO,rur,sub,rent,2095,0
PAO,rur,sub,rent,2100,0
PAO,urb,sub,own,2015,1
PAO,urb,sub,own,2020,1
PAO,urb,sub,own,2025,1
PAO,urb,sub,own,2030,1
PAO,urb,sub,own,2035,1
PAO,urb,sub,own,2040,1
PAO,urb,sub,own,2045,1
PAO,urb,sub,own,2050,1
PAO,urb,sub,own,2055,1
PAO,urb,sub,own,2060,1
PAO,urb,sub,own,2065,1
PAO,urb,sub,own,2070,1
PAO,urb,sub,own,2075,1
PAO,urb,sub,own,2080,1
PAO,urb,sub,own,2085,1
PAO,urb,sub,own,2090,1
PAO,urb,sub,own,2095,1
PAO,urb,sub,own,2100,1
PAO,urb,sub,rent,2015,0
PAO,urb,sub,rent,2020,0
PAO,urb,sub,rent,2025,0
PAO,urb,sub,rent,2030,0
PAO,urb,sub,rent,2035,0
PAO,urb,sub,rent,2040,0
PAO,urb,sub,rent,2045,0
PAO,urb,sub,rent,2050,0
PAO,urb,sub,rent,2055,0
PAO,urb,sub,rent,2060,0
PAO,urb,sub,rent,2065,0
PAO,urb,sub,rent,2070,0
PAO,urb,sub,rent,2075,0
PAO,urb,sub,rent,2080,0
PAO,urb,sub,rent,2085,0
PAO,urb,sub,rent,2090,0
PAO,urb,sub,rent,2095,0
PAO,urb,sub,rent,2100,0
PAS,rur,sub,own,2015,1
PAS,rur,sub,own,2020,1
PAS,rur,sub,own,2025,1
PAS,rur,sub,own,2030,1
PAS,rur,sub,own,2035,1
PAS,rur,sub,own,2040,1
PAS,rur,sub,own,2045,1
PAS,rur,sub,own,2050,1
PAS,rur,sub,own,2055,1
PAS,rur,sub,own,2060,1
PAS,rur,sub,own,2065,1
PAS,rur,sub,own,2070,1
PAS,rur,sub,own,2075,1
PAS,rur,sub,own,2080,1
PAS,rur,sub,own,2085,1
PAS,rur,sub,own,2090,1
PAS,rur,sub,own,2095,1
PAS,rur,sub,own,2100,1
PAS,rur,sub,rent,2015,0
PAS,rur,sub,rent,2020,0
PAS,rur,sub,rent,2025,0
PAS,rur,sub,rent,2030,0
PAS,rur,sub,rent,2035,0
PAS,rur,sub,rent,2040,0
PAS,rur,sub,rent,2045,0
PAS,rur,sub,rent,2050,0
PAS,rur,sub,rent,2055,0
PAS,rur,sub,rent,2060,0
PAS,rur,sub,rent,2065,0
PAS,rur,sub,rent,2070,0
PAS,rur,sub,rent,2075,0
PAS,rur,sub,rent,2080,0
PAS,rur,sub,rent,2085,0
PAS,rur,sub,rent,2090,0
PAS,rur,sub,rent,2095,0
PAS,rur,sub,rent,2100,0
PAS,urb,sub,own,2015,1
PAS,urb,sub,own,2020,1
PAS,urb,sub,own,2025,1
