,node,commodity,level,year,time,lvl,mrg
0,R11_AFR,coal,final,2020,year,55.075129815269996,0.0
1,R11_AFR,coal,final,2030,year,65.07778898352105,0.0
2,R11_AFR,coal,final,2040,year,70.92843938422965,0.0
3,R11_AFR,coal,final,2050,year,88.27786488847876,0.0
4,R11_AFR,coal,final,2060,year,97.61890718510607,0.0
5,R11_AFR,coal,final,2070,year,118.53646275873002,0.0
6,R11_AFR,coal,final,2080,year,123.99081038533691,0.0
7,R11_AFR,coal,final,2090,year,132.46837349330215,0.0
8,R11_AFR,coal,final,2100,year,152.2741270187779,0.0
9,R11_AFR,coal,final,2110,year,158.1828501834793,0.0
10,R11_AFR,electr,final,2020,year,374.08861822170724,0.0
11,R11_AFR,electr,final,2030,year,409.5499260706771,0.0
12,R11_AFR,electr,final,2040,year,431.78311309665366,0.0
13,R11_AFR,electr,final,2050,year,480.3046209134337,0.0
14,R11_AFR,electr,final,2060,year,505.06080504972635,0.0
15,R11_AFR,electr,final,2070,year,556.5998608926305,0.0
16,R11_AFR,electr,final,2080,year,583.8549476135269,0.0
17,R11_AFR,electr,final,2090,year,623.9450085280336,0.0
18,R11_AFR,electr,final,2100,year,666.6130124634021,0.0
19,R11_AFR,electr,final,2110,year,650.3173674084553,0.0
20,R11_AFR,gas,final,2020,year,114.7698184169637,0.0
21,R11_AFR,gas,final,2030,year,174.48881972495283,0.0
22,R11_AFR,gas,final,2040,year,160.26837629443992,0.0
23,R11_AFR,gas,final,2050,year,183.72434261363625,0.0
24,R11_AFR,gas,final,2060,year,219.48273026116576,0.0
25,R11_AFR,gas,final,2070,year,234.88132633684918,0.0
26,R11_AFR,gas,final,2080,year,265.39456482393337,0.0
27,R11_AFR,gas,final,2090,year,307.9100458568254,0.0
28,R11_AFR,gas,final,2100,year,331.6924836732907,0.0
29,R11_AFR,gas,final,2110,year,363.5479329587692,0.0
30,R11_AFR,lightoil,final,2020,year,101.11437753568414,0.0
31,R11_AFR,lightoil,final,2030,year,118.13092517479315,0.0
32,R11_AFR,lightoil,final,2040,year,157.30456722731427,0.0
33,R11_AFR,lightoil,final,2050,year,182.11899850937468,0.0
34,R11_AFR,lightoil,final,2060,year,214.63642314169422,0.0
35,R11_AFR,lightoil,final,2070,year,250.23584485867983,0.0
36,R11_AFR,lightoil,final,2080,year,275.9018565120094,0.0
37,R11_AFR,lightoil,final,2090,year,259.31992671288793,0.0
38,R11_AFR,lightoil,final,2100,year,293.1757567282721,0.0
39,R11_AFR,lightoil,final,2110,year,303.82969277170605,0.0
40,R11_AFR,biomass,final,2020,year,59.05417891547316,0.0
41,R11_AFR,biomass,final,2030,year,70.60094785683128,0.0
42,R11_AFR,biomass,final,2040,year,80.85424482957669,0.0
43,R11_AFR,biomass,final,2050,year,93.96684026383255,0.0
44,R11_AFR,biomass,final,2060,year,103.79001459219783,0.0
45,R11_AFR,biomass,final,2070,year,122.01851063083657,0.0
46,R11_AFR,biomass,final,2080,year,94.08743797332676,0.0
47,R11_AFR,biomass,final,2090,year,116.60384852404509,0.0
48,R11_AFR,biomass,final,2100,year,130.48538424237086,0.0
49,R11_AFR,biomass,final,2110,year,155.112050233306,0.0
50,R11_AFR,d_heat,final,2020,year,170.38761951859945,0.0
51,R11_AFR,d_heat,final,2030,year,178.3909952374029,0.0
52,R11_AFR,d_heat,final,2040,year,183.95848965915337,0.0
53,R11_AFR,d_heat,final,2050,year,194.59880047969557,0.0
54,R11_AFR,d_heat,final,2060,year,199.733357653663,0.0
55,R11_AFR,d_heat,final,2070,year,218.97078558590238,0.0
56,R11_AFR,d_heat,final,2080,year,209.0923402799986,0.0
57,R11_AFR,d_heat,final,2090,year,222.91283230061373,0.0
58,R11_AFR,d_heat,final,2100,year,236.45376911272925,0.0
59,R11_AFR,d_heat,final,2110,year,237.0727236882739,0.0
60,R11_CPA,coal,final,2020,year,98.553231655718,0.0
61,R11_CPA,coal,final,2030,year,94.06863739733903,0.0
62,R11_CPA,coal,final,2040,year,91.30278184305186,0.0
63,R11_CPA,coal,final,2050,year,92.75666571153332,0.0
64,R11_CPA,coal,final,2060,year,94.16268102739102,0.0
65,R11_CPA,coal,final,2070,year,95.95730998829343,0.0
66,R11_CPA,coal,final,2080,year,98.19735655730024,0.0
67,R11_CPA,coal,final,2090,year,101.156174719899,0.0
68,R11_CPA,coal,final,2100,year,119.52689311955318,0.0
69,R11_CPA,coal,final,2110,year,138.14181123091115,0.0
70,R11_CPA,electr,final,2020,year,465.0647926539036,0.0
71,R11_CPA,electr,final,2030,year,529.082386349455,0.0
72,R11_CPA,electr,final,2040,year,532.48357651158,0.0
73,R11_CPA,electr,final,2050,year,547.3024397481483,0.0
74,R11_CPA,electr,final,2060,year,541.3482411249878,0.0
75,R11_CPA,electr,final,2070,year,548.2485147635615,0.0
76,R11_CPA,electr,final,2080,year,562.7724042574905,0.0
77,R11_CPA,electr,final,2090,year,573.8156493742097,0.0
78,R11_CPA,electr,final,2100,year,575.5843932854682,0.0
79,R11_CPA,electr,final,2110,year,651.202144797136,0.0
80,R11_CPA,gas,final,2020,year,150.11250423603542,0.0
81,R11_CPA,gas,final,2030,year,201.49127760274584,0.0
82,R11_CPA,gas,final,2040,year,209.15742603068918,0.0
