,node,commodity,level,year,time,lvl,mrg
199,R12_EEU,gas,final,2035,year,198.4259074,0
200,R12_EEU,gas,final,2040,year,176.2051425,0
201,R12_EEU,gas,final,2045,year,212.1752705,0
202,R12_EEU,gas,final,2050,year,154.7081191,0
203,R12_EEU,gas,final,2055,year,162.9210726,0
204,R12_EEU,gas,final,2060,year,212.2608018,0
205,R12_EEU,gas,final,2070,year,204.5575009,0
206,R12_EEU,gas,final,2080,year,232.9504487,0
207,R12_EEU,gas,final,2090,year,264.8415271,0
208,R12_EEU,gas,final,2100,year,286.0443945,0
209,R12_EEU,gas,final,2110,year,204.5005593,0
210,R12_EEU,lightoil,final,2020,year,182.0179031,0
211,R12_EEU,lightoil,final,2025,year,152.9025277,0
212,R12_EEU,lightoil,final,2030,year,182.668074,0
213,R12_EEU,lightoil,final,2035,year,177.9251471,0
214,R12_EEU,lightoil,final,2040,year,199.9087916,0
215,R12_EEU,lightoil,final,2045,year,226.0913432,0
216,R12_EEU,lightoil,final,2050,year,219.3402723,0
217,R12_EEU,lightoil,final,2055,year,252.4955148,0
218,R12_EEU,lightoil,final,2060,year,265.2868417,0
219,R12_EEU,lightoil,final,2070,year,257.0575009,0
220,R12_EEU,lightoil,final,2080,year,285.4504487,0
221,R12_EEU,lightoil,final,2090,year,317.3415271,0
222,R12_EEU,lightoil,final,2100,year,338.5443945,0
223,R12_EEU,lightoil,final,2110,year,257.0005593,0
224,R12_EEU,biomass,final,2020,year,127.6925587,0
225,R12_EEU,biomass,final,2025,year,85.06461741,0
226,R12_EEU,biomass,final,2030,year,103.2220434,0
227,R12_EEU,biomass,final,2035,year,110.7198606,0
228,R12_EEU,biomass,final,2040,year,99.14238168,0
229,R12_EEU,biomass,final,2045,year,111.5646492,0
230,R12_EEU,biomass,final,2050,year,73.38137351,0
231,R12_EEU,biomass,final,2055,year,88.32000957,0
232,R12_EEU,biomass,final,2060,year,117.1285183,0
233,R12_EEU,biomass,final,2070,year,121.6269736,0
234,R12_EEU,biomass,final,2080,year,125.6103929,0
235,R12_EEU,biomass,final,2090,year,146.9247133,0
236,R12_EEU,biomass,final,2100,year,144.7032805,0
237,R12_EEU,biomass,final,2110,year,124.2560598,0
238,R12_EEU,d_heat,final,2020,year,360.2395593,0
239,R12_EEU,d_heat,final,2025,year,231.1202176,0
240,R12_EEU,d_heat,final,2030,year,314.7170763,0
241,R12_EEU,d_heat,final,2035,year,163.0711138,0
242,R12_EEU,d_heat,final,2040,year,155.7469805,0
243,R12_EEU,d_heat,final,2045,year,175.6381362,0
244,R12_EEU,d_heat,final,2050,year,173.0479769,0
245,R12_EEU,d_heat,final,2055,year,178.0667249,0
246,R12_EEU,d_heat,final,2060,year,180.4041915,0
247,R12_EEU,d_heat,final,2070,year,227.2861121,0
248,R12_EEU,d_heat,final,2080,year,258.8338319,0
249,R12_EEU,d_heat,final,2090,year,225.0085697,0
250,R12_EEU,d_heat,final,2100,year,225.383619,0
251,R12_EEU,d_heat,final,2110,year,228.5841325,0
252,R12_FSU,coal,final,2020,year,105.5427006,0
253,R12_FSU,coal,final,2025,year,93.65441698,0
254,R12_FSU,coal,final,2030,year,80.59966346,0
255,R12_FSU,coal,final,2035,year,80.79305549,0
256,R12_FSU,coal,final,2040,year,92.90856667,0
257,R12_FSU,coal,final,2045,year,94.41263252,0
258,R12_FSU,coal,final,2050,year,73.03050917,0
259,R12_FSU,coal,final,2055,year,107.8335976,0
260,R12_FSU,coal,final,2060,year,118.8667835,0
261,R12_FSU,coal,final,2070,year,118.9363333,0
262,R12_FSU,coal,final,2080,year,112.6947159,0
263,R12_FSU,coal,final,2090,year,124.8939917,0
264,R12_FSU,coal,final,2100,year,140.6155595,0
265,R12_FSU,coal,final,2110,year,97.66454444,0
266,R12_FSU,electr,final,2020,year,374.7222127,0
267,R12_FSU,electr,final,2025,year,519.6217349,0
268,R12_FSU,electr,final,2030,year,522.9898725,0
269,R12_FSU,electr,final,2035,year,531.6005175,0
270,R12_FSU,electr,final,2040,year,529.0095625,0
271,R12_FSU,electr,final,2045,year,522.5435173,0
272,R12_FSU,electr,final,2050,year,516.7966555,0
273,R12_FSU,electr,final,2055,year,559.8227786,0
274,R12_FSU,electr,final,2060,year,642.5023414,0
275,R12_FSU,electr,final,2070,year,546.440386,0
276,R12_FSU,electr,final,2080,year,576.9958264,0
277,R12_FSU,electr,final,2090,year,613.3876876,0
278,R12_FSU,electr,final,2100,year,701.0114441,0
279,R12_FSU,electr,final,2110,year,393.7502459,0
280,R12_FSU,gas,final,2020,year,131.2014094,0
281,R12_FSU,gas,final,2025,year,130.5756271,0
282,R12_FSU,gas,final,2030,year,132.6704476,0
283,R12_FSU,gas,final,2035,year,134.0930208,0
284,R12_FSU,gas,final,2040,year,143.0649912,0
285,R12_FSU,gas,final,2045,year,146.2082993,0
286,R12_FSU,gas,final,2050,year,135.9790341,0
287,R12_FSU,gas,final,2055,year,156.3385885,0
288,R12_FSU,gas,final,2060,year,188.4820892,0
289,R12_FSU,gas,final,2070,year,183.1281896,0
290,R12_FSU,gas,final,2080,year,199.5774344,0
291,R12_FSU,gas,final,2090,year,216.4834914,0
292,R12_FSU,gas,final,2100,year,254.8750242,0
293,R12_FSU,gas,final,2110,year,176.5841526,0
294,R12_FSU,lightoil,final,2020,year,118.2552423,0
295,R12_FSU,lightoil,final,2025,year,139.5174165,0
296,R12_FSU,lightoil,final,2030,year,143.1155024,0
297,R12_FSU,lightoil,final,2035,year,161.4182831,0
298,R12_FSU,lightoil,final,2040,year,173.5266368,0
299,R12_FSU,lightoil,final,2045,year,185.8638608,0
300,R12_FSU,lightoil,final,2050,year,201.3983761,0
301,R12_FSU,lightoil,final,2055,year,218.4558147,0
302,R12_FSU,lightoil,final,2060,year,252.2018245,0
303,R12_FSU,lightoil,final,2070,year,226.2082693,0
304,R12_FSU,lightoil,final,2080,year,259.5774344,0
305,R12_FSU,lightoil,final,2090,year,282.6657815,0
306,R12_FSU,lightoil,final,2100,year,294.0879763,0
307,R12_FSU,lightoil,final,2110,year,215.1791141,0
308,R12_FSU,biomass,final,2020,year,83.81918914,0
309,R12_FSU,biomass,final,2025,year,101.2976497,0
310,R12_FSU,biomass,final,2030,year,87.17748443,0
311,R12_FSU,biomass,final,2035,year,87.38665938,0
312,R12_FSU,biomass,final,2040,year,100.4909298,0
313,R12_FSU,biomass,final,2045,year,102.117744,0
314,R12_FSU,biomass,final,2050,year,78.99060372,0
315,R12_FSU,biomass,final,2055,year,116.6340078,0
316,R12_FSU,biomass,final,2060,year,128.5676232,0
317,R12_FSU,biomass,final,2070,year,128.6428491,0
318,R12_FSU,biomass,final,2080,year,126.5241835,0
319,R12_FSU,biomass,final,2090,year,147.1371018,0
320,R12_FSU,biomass,final,2100,year,152.0913392,0
321,R12_FSU,biomass,final,2110,year,158.0220616,0
322,R12_FSU,d_heat,final,2020,year,187.5386109,0
323,R12_FSU,d_heat,final,2025,year,177.194797,0
324,R12_FSU,d_heat,final,2030,year,159.243334,0
325,R12_FSU,d_heat,final,2035,year,214.1494945,0
326,R12_FSU,d_heat,final,2040,year,196.4682723,0
327,R12_FSU,d_heat,final,2045,year,164.5912556,0
328,R12_FSU,d_heat,final,2050,year,152.036196,0
329,R12_FSU,d_heat,final,2055,year,173.7095428,0
330,R12_FSU,d_heat,final,2060,year,209.4245436,0
331,R12_FSU,d_heat,final,2070,year,203.4757662,0
332,R12_FSU,d_heat,final,2080,year,221.7527049,0
333,R12_FSU,d_heat,final,2090,year,240.5372127,0
334,R12_FSU,d_heat,final,2100,year,281.9371972,0
335,R12_FSU,d_heat,final,2110,year,183.6218642,0
336,R12_GLB,lightoil,final,2020,year,135.9865519,0
337,R12_GLB,lightoil,final,2025,year,149.2828739,0
338,R12_GLB,lightoil,final,2030,year,161.5709224,0
339,R12_GLB,lightoil,final,2035,year,170.6507946,0
340,R12_GLB,lightoil,final,2040,year,183.8947601,0
341,R12_GLB,lightoil,final,2045,year,196.613964,0
342,R12_GLB,lightoil,final,2050,year,213.8311709,0
343,R12_GLB,lightoil,final,2055,year,248.9219328,0
344,R12_GLB,lightoil,final,2060,year,251.7182378,0
345,R12_GLB,lightoil,final,2070,year,234.8653329,0
346,R12_GLB,lightoil,final,2080,year,262.3887052,0
347,R12_GLB,lightoil,final,2090,year,287.3521971,0
348,R12_GLB,lightoil,final,2100,year,307.7211833,0
349,R12_GLB,lightoil,final,2110,year,219.9452136,0
350,R12_LAM,coal,final,2020,year,107.7715499,0
351,R12_LAM,coal,final,2025,year,73.71359736,0
352,R12_LAM,coal,final,2030,year,77.03634583,0
353,R12_LAM,coal,final,2035,year,81.62195993,0
354,R12_LAM,coal,final,2040,year,88.48761733,0
355,R12_LAM,coal,final,2045,year,95.32260233,0
356,R12_LAM,coal,final,2050,year,106.0133467,0
357,R12_LAM,coal,final,2055,year,116.4468244,0
358,R12_LAM,coal,final,2060,year,128.4122451,0
359,R12_LAM,coal,final,2070,year,143.209862,0
360,R12_LAM,coal,final,2080,year,167.6291146,0
361,R12_LAM,coal,final,2090,year,185.2217821,0
362,R12_LAM,coal,final,2100,year,213.3826843,0
363,R12_LAM,coal,final,2110,year,204.6777778,0
364,R12_LAM,electr,final,2020,year,412.0638645,0
365,R12_LAM,electr,final,2025,year,392.2071227,0
366,R12_LAM,electr,final,2030,year,491.8445187,0
367,R12_LAM,electr,final,2035,year,511.8461956,0
368,R12_LAM,electr,final,2040,year,509.698101,0
369,R12_LAM,electr,final,2045,year,489.3697549,0
370,R12_LAM,electr,final,2050,year,499.8755594,0
371,R12_LAM,electr,final,2055,year,487.4362026,0
372,R12_LAM,electr,final,2060,year,591.9688002,0
373,R12_LAM,electr,final,2070,year,505.784101,0
374,R12_LAM,electr,final,2080,year,538.011349,0
375,R12_LAM,electr,final,2090,year,564.8991296,0
376,R12_LAM,electr,final,2100,year,627.6756627,0
377,R12_LAM,electr,final,2110,year,473.6535988,0
378,R12_LAM,gas,final,2020,year,113.4603997,0
379,R12_LAM,gas,final,2025,year,118.8350096,0
380,R12_LAM,gas,final,2030,year,140.8743007,0
381,R12_LAM,gas,final,2035,year,140.9302304,0
382,R12_LAM,gas,final,2040,year,151.1649004,0
383,R12_LAM,gas,final,2045,year,166.3909279,0
384,R12_LAM,gas,final,2050,year,174.7950972,0
385,R12_LAM,gas,final,2055,year,177.0096149,0
386,R12_LAM,gas,final,2060,year,197.4226819,0
387,R12_LAM,gas,final,2070,year,210.8527276,0
388,R12_LAM,gas,final,2080,year,241.2755769,0
389,R12_LAM,gas,final,2090,year,259.4562689,0
390,R12_LAM,gas,final,2100,year,309.1517314,0
391,R12_LAM,gas,final,2110,year,218.2287787,0
392,R12_LAM,lightoil,final,2020,year,110.5332906,0
393,R12_LAM,lightoil,final,2025,year,125.3898067,0
394,R12_LAM,lightoil,final,2030,year,144.3529622,0
395,R12_LAM,lightoil,final,2035,year,172.2735299,0
396,R12_LAM,lightoil,final,2040,year,176.4845712,0
397,R12_LAM,lightoil,final,2045,year,190.9855885,0
398,R12_LAM,lightoil,final,2050,year,199.2073004,0
399,R12_LAM,lightoil,final,2055,year,243.1012322,0
400,R12_LAM,lightoil,final,2060,year,236.3482604,0
401,R12_LAM,lightoil,final,2070,year,223.9504528,0
402,R12_LAM,lightoil,final,2080,year,251.8408672,0
403,R12_LAM,lightoil,final,2090,year,276.8311532,0
404,R12_LAM,lightoil,final,2100,year,297.6676328,0
405,R12_LAM,lightoil,final,2110,year,209.3482309,0
406,R12_LAM,biomass,final,2020,year,56.60516872,0
407,R12_LAM,biomass,final,2025,year,46.32167202,0
408,R12_LAM,biomass,final,2030,year,68.80995321,0
409,R12_LAM,biomass,final,2035,year,44.11080033,0
410,R12_LAM,biomass,final,2040,year,90.78143512,0
411,R12_LAM,biomass,final,2045,year,100.2184213,0
412,R12_LAM,biomass,final,2050,year,109.0877457,0
413,R12_LAM,biomass,final,2055,year,117.4731381,0
414,R12_LAM,biomass,final,2060,year,138.8920997,0
415,R12_LAM,biomass,final,2070,year,154.8973653,0
416,R12_LAM,biomass,final,2080,year,192.2260544,0
417,R12_LAM,biomass,final,2090,year,217.0844332,0
418,R12_LAM,biomass,final,2100,year,218.5169766,0
419,R12_LAM,biomass,final,2110,year,189.2867898,0
420,R12_LAM,d_heat,final,2020,year,187.1927048,0
421,R12_LAM,d_heat,final,2025,year,171.9088705,0
422,R12_LAM,d_heat,final,2030,year,200.9258393,0
423,R12_LAM,d_heat,final,2035,year,208.9427142,0
424,R12_LAM,d_heat,final,2040,year,163.5530748,0
425,R12_LAM,d_heat,final,2045,year,202.184887,0
426,R12_LAM,d_heat,final,2050,year,205.2941148,0
427,R12_LAM,d_heat,final,2055,year,202.8628775,0
428,R12_LAM,d_heat,final,2060,year,219.1988389,0
429,R12_LAM,d_heat,final,2070,year,224.0030565,0
430,R12_LAM,d_heat,final,2080,year,223.7602201,0
431,R12_LAM,d_heat,final,2090,year,221.667529,0
432,R12_LAM,d_heat,final,2100,year,277.281092,0
433,R12_LAM,d_heat,final,2110,year,167.0860752,0
434,R12_MEA,coal,final,2020,year,384.4507464,0
435,R12_MEA,coal,final,2025,year,126.4180559,0
436,R12_MEA,coal,final,2030,year,172.1559361,0
437,R12_MEA,coal,final,2035,year,127.168882,0
438,R12_MEA,coal,final,2040,year,127.4469873,0
439,R12_MEA,coal,final,2045,year,103.8495625,0
440,R12_MEA,coal,final,2050,year,114.8202291,0
441,R12_MEA,coal,final,2055,year,125.3920168,0
442,R12_MEA,coal,final,2060,year,139.4448455,0
443,R12_MEA,coal,final,2070,year,148.9002545,0
444,R12_MEA,coal,final,2080,year,183.3731472,0
445,R12_MEA,coal,final,2090,year,211.6305217,0
446,R12_MEA,coal,final,2100,year,220.7306839,0
447,R12_MEA,coal,final,2110,year,164.2795845,0
448,R12_MEA,electr,final,2020,year,484.4939175,0
449,R12_MEA,electr,final,2025,year,488.3135419,0
450,R12_MEA,electr,final,2030,year,385.3503534,0
451,R12_MEA,electr,final,2035,year,495.8428773,0
452,R12_MEA,electr,final,2040,year,481.0051771,0
453,R12_MEA,electr,final,2045,year,486.5943903,0
454,R12_MEA,electr,final,2050,year,500.5649537,0
455,R12_MEA,electr,final,2055,year,513.0817137,0
456,R12_MEA,electr,final,2060,year,597.5042866,0
457,R12_MEA,electr,final,2070,year,517.9564915,0
458,R12_MEA,electr,final,2080,year,562.5846747,0
459,R12_MEA,electr,final,2090,year,635.8646541,0
460,R12_MEA,electr,final,2100,year,681.2806072,0
461,R12_MEA,electr,final,2110,year,514.1148978,0
462,R12_MEA,gas,final,2020,year,96.20385639,0
463,R12_MEA,gas,final,2025,year,100.0836832,0
464,R12_MEA,gas,final,2030,year,110.7081998,0
465,R12_MEA,gas,final,2035,year,134.0546002,0
466,R12_MEA,gas,final,2040,year,139.2445762,0
467,R12_MEA,gas,final,2045,year,148.0019763,0
468,R12_MEA,gas,final,2050,year,159.3120921,0
469,R12_MEA,gas,final,2055,year,173.9803578,0
470,R12_MEA,gas,final,2060,year,193.4785382,0
471,R12_MEA,gas,final,2070,year,206.5978378,0
472,R12_MEA,gas,final,2080,year,254.4286835,0
473,R12_MEA,gas,final,2090,year,293.6355505,0
474,R12_MEA,gas,final,2100,year,341.0870197,0
475,R12_MEA,gas,final,2110,year,230.5336102,0
476,R12_MEA,lightoil,final,2020,year,134.5629701,0
477,R12_MEA,lightoil,final,2025,year,123.044343,0
478,R12_MEA,lightoil,final,2030,year,147.9143579,0
479,R12_MEA,lightoil,final,2035,year,153.9756012,0
480,R12_MEA,lightoil,final,2040,year,174.6016471,0
481,R12_MEA,lightoil,final,2045,year,187.2358767,0
482,R12_MEA,lightoil,final,2050,year,200.6362277,0
483,R12_MEA,lightoil,final,2055,year,234.7064428,0
484,R12_MEA,lightoil,final,2060,year,226.9982618,0
485,R12_MEA,lightoil,final,2070,year,230.5521421,0
486,R12_MEA,lightoil,final,2080,year,255.9714149,0
487,R12_MEA,lightoil,final,2090,year,284.7746438,0
488,R12_MEA,lightoil,final,2100,year,295.7883929,0
489,R12_MEA,lightoil,final,2110,year,227.8139422,0
490,R12_MEA,biomass,final,2020,year,74.98918798,0
491,R12_MEA,biomass,final,2025,year,78.01965976,0
492,R12_MEA,biomass,final,2030,year,86.30194061,0
493,R12_MEA,biomass,final,2035,year,94.87221875,0
494,R12_MEA,biomass,final,2040,year,108.3284087,0
495,R12_MEA,biomass,final,2045,year,112.3248315,0
496,R12_MEA,biomass,final,2050,year,124.1908254,0
497,R12_MEA,biomass,final,2055,year,135.6253875,0
498,R12_MEA,biomass,final,2060,year,150.825082,0
