region_gea,year,value
WEU,2020,0.01
WEU,2025,0.01
WEU,2030,0.01
WEU,2035,0.01
WEU,2040,0.01
WEU,2045,0.01
WEU,2050,0.01
WEU,2055,0.01
WEU,2060,0.01
WEU,2065,0.01
WEU,2070,0.01
WEU,2075,0.01
WEU,2080,0.01
WEU,2085,0.01
WEU,2090,0.01
WEU,2095,0.01
WEU,2100,0.01
EEU,2020,0.01
EEU,2025,0.01
EEU,2030,0.01
EEU,2035,0.01
EEU,2040,0.01
EEU,2045,0.01
EEU,2050,0.01
EEU,2055,0.01
EEU,2060,0.01
EEU,2065,0.01
EEU,2070,0.01
EEU,2075,0.01
EEU,2080,0.01
EEU,2085,0.01
EEU,2090,0.01
EEU,2095,0.01
EEU,2100,0.01
"NAM",2020,0.01
"NAM",2025,0.01
"NAM",2030,0.01
"NAM",2035,0.01
"NAM",2040,0.01
"NAM",2045,0.01
"NAM",2050,0.01
"NAM",2055,0.01
"NAM",2060,0.01
"NAM",2065,0.01
"NAM",2070,0.01
"NAM",2075,0.01
"NAM",2080,0.01
"NAM",2085,0.01
"NAM",2090,0.01
"NAM",2095,0.01
"NAM",2100,0.01
PAO,2020,0.01
PAO,2025,0.01
PAO,2030,0.01
PAO,2035,0.01
PAO,2040,0.01
PAO,2045,0.01
PAO,2050,0.01
PAO,2055,0.01
PAO,2060,0.01
PAO,2065,0.01
PAO,2070,0.01
PAO,2075,0.01
PAO,2080,0.01
PAO,2085,0.01
PAO,2090,0.01
PAO,2095,0.01
PAO,2100,0.01
FSU,2020,0.01
FSU,2025,0.01
FSU,2030,0.01
FSU,2035,0.01
FSU,2040,0.01
FSU,2045,0.01
FSU,2050,0.01
FSU,2055,0.01
FSU,2060,0.01
FSU,2065,0.01
FSU,2070,0.01
FSU,2075,0.01
FSU,2080,0.01
FSU,2085,0.01
FSU,2090,0.01
FSU,2095,0.01
FSU,2100,0.01
AFR,2020,0.01
AFR,2025,0.01
AFR,2030,0.01
AFR,2035,0.01
AFR,2040,0.01
AFR,2045,0.01
AFR,2050,0.01
AFR,2055,0.01
AFR,2060,0.01
AFR,2065,0.01
AFR,2070,0.01
AFR,2075,0.01
AFR,2080,0.01
AFR,2085,0.01
AFR,2090,0.01
AFR,2095,0.01
AFR,2100,0.01
SAS,2020,0.01
SAS,2025,0.01
SAS,2030,0.01
SAS,2035,0.01
SAS,2040,0.01
SAS,2045,0.01
SAS,2050,0.01
SAS,2055,0.01
SAS,2060,0.01
SAS,2065,0.01
SAS,2070,0.01
SAS,2075,0.01
SAS,2080,0.01
SAS,2085,0.01
SAS,2090,0.01
SAS,2095,0.01
SAS,2100,0.01
PAS,2020,0.01
PAS,2025,0.01
PAS,2030,0.01
PAS,2035,0.01
PAS,2040,0.01
PAS,2045,0.01
PAS,2050,0.01
PAS,2055,0.01
PAS,2060,0.01
PAS,2065,0.01
PAS,2070,0.01
PAS,2075,0.01
PAS,2080,0.01
PAS,2085,0.01
PAS,2090,0.01
PAS,2095,0.01
PAS,2100,0.01
LAC,2020,0.01
LAC,2025,0.01
LAC,2030,0.01
LAC,2035,0.01
LAC,2040,0.01
LAC,2045,0.01
LAC,2050,0.01
LAC,2055,0.01
LAC,2060,0.01
LAC,2065,0.01
LAC,2070,0.01
LAC,2075,0.01
LAC,2080,0.01
LAC,2085,0.01
LAC,2090,0.01
LAC,2095,0.01
LAC,2100,0.01
MEA,2020,0.01
MEA,2025,0.01
MEA,2030,0.01
MEA,2035,0.01
MEA,2040,0.01
MEA,2045,0.01
MEA,2050,0.01
MEA,2055,0.01
MEA,2060,0.01
MEA,2065,0.01
MEA,2070,0.01
MEA,2075,0.01
MEA,2080,0.01
MEA,2085,0.01
MEA,2090,0.01
MEA,2095,0.01
MEA,2100,0.01
CPA,2020,0.01
CPA,2025,0.01
CPA,2030,0.01
CPA,2035,0.01
CPA,2040,0.01
CPA,2045,0.01
CPA,2050,0.01
CPA,2055,0.01
CPA,2060,0.01
CPA,2065,0.01
CPA,2070,0.01
CPA,2075,0.01
CPA,2080,0.01
CPA,2085,0.01
CPA,2090,0.01
CPA,2095,0.01
CPA,2100,0.01
