region_bld,urt,clim,year,value
C-EEU-BGR,rur,Zone_4A Mixed Humid,2020,1.1453360528287126
C-EEU-BGR,rur,Zone_4A Mixed Humid,2025,1.012295320069442
C-EEU-BGR,rur,Zone_4A Mixed Humid,2030,0.9057142573190685
C-EEU-BGR,rur,Zone_4A Mixed Humid,2035,0.8116263426879956
C-EEU-BGR,rur,Zone_4A Mixed Humid,2040,0.7287908691553143
C-EEU-BGR,rur,Zone_4A Mixed Humid,2045,0.6560872604087213
C-EEU-BGR,rur,Zone_4A Mixed Humid,2050,0.592478411845111
C-EEU-BGR,rur,Zone_4A Mixed Humid,2055,0.5361289740283414
C-EEU-BGR,rur,Zone_4A Mixed Humid,2060,0.48569780078387637
C-EEU-BGR,rur,Zone_4A Mixed Humid,2065,0.4402447654596668
C-EEU-BGR,rur,Zone_4A Mixed Humid,2070,0.3994742501976693
C-EEU-BGR,rur,Zone_4A Mixed Humid,2075,0.3629960683906351
C-EEU-BGR,rur,Zone_4A Mixed Humid,2080,0.3309229645996173
C-EEU-BGR,rur,Zone_4A Mixed Humid,2085,0.3028318246549643
C-EEU-BGR,rur,Zone_4A Mixed Humid,2090,0.27828125406663573
C-EEU-BGR,rur,Zone_4A Mixed Humid,2095,0.2564775320008483
C-EEU-BGR,rur,Zone_4A Mixed Humid,2100,0.23643424887602366
C-EEU-BGR,rur,Zone_5A Cool Humid,2020,0.5605820241712897
C-EEU-BGR,rur,Zone_5A Cool Humid,2025,0.49546555195055775
C-EEU-BGR,rur,Zone_5A Cool Humid,2030,0.4432997026809312
C-EEU-BGR,rur,Zone_5A Cool Humid,2035,0.39724859523200656
C-EEU-BGR,rur,Zone_5A Cool Humid,2040,0.35670496848468514
C-EEU-BGR,rur,Zone_5A Cool Humid,2045,0.32112035901127867
C-EEU-BGR,rur,Zone_5A Cool Humid,2050,0.28998715841488876
C-EEU-BGR,rur,Zone_5A Cool Humid,2055,0.2624070592516582
C-EEU-BGR,rur,Zone_5A Cool Humid,2060,0.23772364069612348
C-EEU-BGR,rur,Zone_5A Cool Humid,2065,0.21547675998033314
C-EEU-BGR,rur,Zone_5A Cool Humid,2070,0.19552172764233072
