region_bld,region_gea,urt,clim,arch,year,value
R32CHN,CPA,rur,Zone_1A Very hot Humid,sfh,2020,285502.474979809
R32CHN,CPA,rur,Zone_2A Hot Humid,mfh,2020,3146555.0321252234
R32CHN,CPA,rur,Zone_2A Hot Humid,sfh,2020,2392808.4382874267
R32CHN,CPA,rur,Zone_3A Warm Humid,mfh,2020,12865817.002001181
R32CHN,CPA,rur,Zone_3A Warm Humid,sfh,2020,9783854.14319526
R32CHN,CPA,rur,Zone_3C Warm Marine,mfh,2020,1096581.899067359
R32CHN,CPA,rur,Zone_3C Warm Marine,sfh,2020,833899.4216126599
R32CHN,CPA,rur,Zone_4A Mixed Humid,mfh,2020,4711399.802909114
R32CHN,CPA,rur,Zone_4A Mixed Humid,sfh,2020,3582799.9477042034
R32CHN,CPA,rur,Zone_4B Mixed Dry,mfh,2020,1291161.7445147685
R32CHN,CPA,rur,Zone_4B Mixed Dry,sfh,2020,981868.3245410023
R32CHN,CPA,rur,Zone_4C Mixed Marine,mfh,2020,634615.4141041602
R32CHN,CPA,rur,Zone_4C Mixed Marine,sfh,2020,482595.4424544361
R32CHN,CPA,rur,Zone_5A Cool Humid,mfh,2020,1589701.9362836082
R32CHN,CPA,rur,Zone_5A Cool Humid,sfh,2020,1208894.2251653897
R32CHN,CPA,rur,Zone_5B Cool Dry,mfh,2020,935509.4062114564
R32CHN,CPA,rur,Zone_5B Cool Dry,sfh,2020,711411.2985235555
R32CHN,CPA,rur,Zone_5C Cool Marine,mfh,2020,193074.23985303336
R32CHN,CPA,rur,Zone_5C Cool Marine,sfh,2020,146823.96005139474
R32CHN,CPA,rur,Zone_6A Cold Humid,mfh,2020,1925516.053531018
R32CHN,CPA,rur,Zone_6A Cold Humid,sfh,2020,1464265.2087464156
R32CHN,CPA,rur,Zone_6B Cold Dry,mfh,2020,849962.0701944
R32CHN,CPA,rur,Zone_6B Cold Dry,sfh,2020,646356.5369176965
R32CHN,CPA,rur,Zone_7A Very cold Humid,mfh,2020,2332529.8453775374
R32CHN,CPA,rur,Zone_7A Very cold Humid,sfh,2020,1773780.2261818256
R32CHN,CPA,rur,Zone_7B Very cold Dry,mfh,2020,201584.69150886594
R32CHN,CPA,rur,Zone_7B Very cold Dry,sfh,2020,153295.76185616385
R32CHN,CPA,rur,Zone_8A Subarctic/arctic Humid,mfh,2020,241707.159803593
R32CHN,CPA,rur,Zone_8A Subarctic/arctic Humid,sfh,2020,183807.0288514528
R32CHN,CPA,urb,Zone_1A Very hot Humid,inf,2020,96246.48201960773
R32CHN,CPA,urb,Zone_1A Very hot Humid,mfh,2020,335993.4903569671
R32CHN,CPA,urb,Zone_1A Very hot Humid,sfh,2020,35270.03489935014
R32CHN,CPA,urb,Zone_2A Hot Humid,inf,2020,2546431.513594473
R32CHN,CPA,urb,Zone_2A Hot Humid,mfh,2020,8889513.613944648
R32CHN,CPA,urb,Zone_2A Hot Humid,sfh,2020,933153.3627897698
R32CHN,CPA,urb,Zone_3A Warm Humid,inf,2020,6426572.146867041
R32CHN,CPA,urb,Zone_3A Warm Humid,mfh,2020,22434964.49269517
R32CHN,CPA,urb,Zone_3A Warm Humid,sfh,2020,2355051.5213326425
R32CHN,CPA,urb,Zone_3C Warm Marine,inf,2020,142831.8698265431
R32CHN,CPA,urb,Zone_3C Warm Marine,mfh,2020,498621.6375935209
R32CHN,CPA,urb,Zone_3C Warm Marine,sfh,2020,52341.49786893313
R32CHN,CPA,urb,Zone_4A Mixed Humid,inf,2020,4556442.527012661
R32CHN,CPA,urb,Zone_4A Mixed Humid,mfh,2020,15906399.861451715
R32CHN,CPA,urb,Zone_4A Mixed Humid,sfh,2020,1669732.58214134
R32CHN,CPA,urb,Zone_4B Mixed Dry,inf,2020,1482919.456719096
R32CHN,CPA,urb,Zone_4B Mixed Dry,mfh,2020,5176825.93406168
R32CHN,CPA,urb,Zone_4B Mixed Dry,sfh,2020,543423.7168352039
R32CHN,CPA,urb,Zone_4C Mixed Marine,inf,2020,32706.704762170608
R32CHN,CPA,urb,Zone_4C Mixed Marine,mfh,2020,114178.09420689024
R32CHN,CPA,urb,Zone_4C Mixed Marine,sfh,2020,11985.545800723285
R32CHN,CPA,urb,Zone_5A Cool Humid,inf,2020,591778.4476144926
R32CHN,CPA,urb,Zone_5A Cool Humid,mfh,2020,2065880.24787767
R32CHN,CPA,urb,Zone_5A Cool Humid,sfh,2020,216860.35751202065
R32CHN,CPA,urb,Zone_5B Cool Dry,inf,2020,246858.3633358465
R32CHN,CPA,urb,Zone_5B Cool Dry,mfh,2020,861774.9073064504
R32CHN,CPA,urb,Zone_5B Cool Dry,sfh,2020,90462.55933051137
R32CHN,CPA,urb,Zone_5C Cool Marine,inf,2020,28554.969232085994
R32CHN,CPA,urb,Zone_5C Cool Marine,mfh,2020,99684.51394794657
R32CHN,CPA,urb,Zone_5C Cool Marine,sfh,2020,10464.120248679475
R32CHN,CPA,urb,Zone_6A Cold Humid,inf,2020,672958.0772787856
R32CHN,CPA,urb,Zone_6A Cold Humid,mfh,2020,2349275.8229100653
R32CHN,CPA,urb,Zone_6A Cold Humid,sfh,2020,246609.06428337705
R32CHN,CPA,urb,Zone_6B Cold Dry,inf,2020,142004.30715372093
R32CHN,CPA,urb,Zone_6B Cold Dry,mfh,2020,495732.6419118502
R32CHN,CPA,urb,Zone_6B Cold Dry,sfh,2020,52038.23312886826
R32CHN,CPA,urb,Zone_7A Very cold Humid,inf,2020,369113.20250189264
R32CHN,CPA,urb,Zone_7A Very cold Humid,mfh,2020,1288562.7676259698
R32CHN,CPA,urb,Zone_7A Very cold Humid,sfh,2020,135263.4949441626
R32CHN,CPA,urb,Zone_7B Very cold Dry,inf,2020,1924.4837149763962
R32CHN,CPA,urb,Zone_7B Very cold Dry,mfh,2020,6718.313095312211
R32CHN,CPA,urb,Zone_7B Very cold Dry,sfh,2020,705.2372862482432
R32CHN,CPA,urb,Zone_8A Subarctic/arctic Humid,inf,2020,353.688898968635
R32CHN,CPA,urb,Zone_8A Subarctic/arctic Humid,mfh,2020,1234.7170013006225
R32CHN,CPA,urb,Zone_8A Subarctic/arctic Humid,sfh,2020,129.61117693210954
R32EEU,EEU,rur,Zone_3A Warm Humid,mfh,2020,23842.05318796388
R32EEU,EEU,rur,Zone_3A Warm Humid,sfh,2020,89070.10255357176
R32EEU,EEU,rur,Zone_4A Mixed Humid,mfh,2020,72564.30876752519
R32EEU,EEU,rur,Zone_4A Mixed Humid,sfh,2020,271088.66726777423
R32EEU,EEU,rur,Zone_5A Cool Humid,mfh,2020,69870.97113976555
R32EEU,EEU,rur,Zone_5A Cool Humid,sfh,2020,261026.78808209032
R32EEU,EEU,urb,Zone_3A Warm Humid,mfh,2020,100449.69332135387
R32EEU,EEU,urb,Zone_3A Warm Humid,sfh,2020,41512.09005891059
R32EEU,EEU,urb,Zone_4A Mixed Humid,mfh,2020,267054.7289500775
R32EEU,EEU,urb,Zone_4A Mixed Humid,sfh,2020,110363.70139396815
R32EEU,EEU,urb,Zone_5A Cool Humid,mfh,2020,403642.81072335085
R32EEU,EEU,urb,Zone_5A Cool Humid,sfh,2020,166810.4317329707
R32EEU-FSU,FSU,rur,Zone_5A Cool Humid,mfh,2020,425441.746774392
R32EEU-FSU,FSU,rur,Zone_5A Cool Humid,sfh,2020,1589382.4125388584
R32EEU-FSU,FSU,rur,Zone_6A Cold Humid,mfh,2020,39855.67815309249
R32EEU-FSU,FSU,rur,Zone_6A Cold Humid,sfh,2020,148894.44765731035
R32EEU-FSU,FSU,urb,Zone_5A Cool Humid,mfh,2020,3306630.036394675
R32EEU-FSU,FSU,urb,Zone_5A Cool Humid,sfh,2020,1366506.1517229578
R32EEU-FSU,FSU,urb,Zone_6A Cold Humid,mfh,2020,531363.2774242444
R32EEU-FSU,FSU,urb,Zone_6A Cold Humid,sfh,2020,219592.5094152973
R32IDN,PAS,rur,Zone_0A Extremely hot Humid,mfh,2020,754242.1452668437
R32IDN,PAS,rur,Zone_0A Extremely hot Humid,sfh,2020,5034303.249514903
R32IDN,PAS,rur,Zone_1A Very hot Humid,mfh,2020,543296.5245395312
R32IDN,PAS,rur,Zone_1A Very hot Humid,sfh,2020,3626314.8063303404
R32IDN,PAS,rur,Zone_2A Hot Humid,mfh,2020,29766.81923434961
R32IDN,PAS,rur,Zone_2A Hot Humid,sfh,2020,198683.13609840983
R32IDN,PAS,urb,Zone_0A Extremely hot Humid,inf,2020,2124169.756899716
R32IDN,PAS,urb,Zone_0A Extremely hot Humid,mfh,2020,1514898.6447270545
R32IDN,PAS,urb,Zone_0A Extremely hot Humid,sfh,2020,5361987.531506203
R32IDN,PAS,urb,Zone_1A Very hot Humid,inf,2020,991095.9404981812
R32IDN,PAS,urb,Zone_1A Very hot Humid,mfh,2020,706821.99112303
R32IDN,PAS,urb,Zone_1A Very hot Humid,sfh,2020,2501798.2005515164
R32IND,SAS,rur,Zone_0A Extremely hot Humid,mfh,2020,671149.7720062276
R32IND,SAS,rur,Zone_0A Extremely hot Humid,sfh,2020,15287300.27370602
R32IND,SAS,rur,Zone_0B Extremely hot Dry,mfh,2020,285960.49843801756
R32IND,SAS,rur,Zone_0B Extremely hot Dry,sfh,2020,6513544.648868706
R32IND,SAS,rur,Zone_1A Very hot Humid,mfh,2020,1093449.8866883537
R32IND,SAS,rur,Zone_1A Very hot Humid,sfh,2020,24906358.385680243
R32IND,SAS,rur,Zone_1B Very hot Dry,mfh,2020,486953.25171800755
R32IND,SAS,rur,Zone_1B Very hot Dry,sfh,2020,11091712.891473137
R32IND,SAS,rur,Zone_2A Hot Humid,mfh,2020,129722.08541532468
R32IND,SAS,rur,Zone_2A Hot Humid,sfh,2020,2954780.817324046
R32IND,SAS,rur,Zone_2B Hot Dry,mfh,2020,7000.576499332125
R32IND,SAS,rur,Zone_2B Hot Dry,sfh,2020,159457.5748933531
R32IND,SAS,rur,Zone_3A Warm Humid,mfh,2020,19804.117954282516
R32IND,SAS,rur,Zone_3A Warm Humid,sfh,2020,451093.7952314467
R32IND,SAS,rur,Zone_3C Warm Marine,mfh,2020,9757.340737902929
R32IND,SAS,rur,Zone_3C Warm Marine,sfh,2020,222250.53774107853
R32IND,SAS,rur,Zone_4C Mixed Marine,mfh,2020,20279.56948064347
R32IND,SAS,rur,Zone_4C Mixed Marine,sfh,2020,461923.52438019525
R32IND,SAS,rur,Zone_5C Cool Marine,mfh,2020,4576.5470153352635
R32IND,SAS,rur,Zone_5C Cool Marine,sfh,2020,104243.57030030258
R32IND,SAS,urb,Zone_0A Extremely hot Humid,inf,2020,3942584.2943642084
R32IND,SAS,urb,Zone_0A Extremely hot Humid,mfh,2020,3148928.5877462607
R32IND,SAS,urb,Zone_0A Extremely hot Humid,sfh,2020,7498063.554717948
R32IND,SAS,urb,Zone_0B Extremely hot Dry,inf,2020,506058.04296474694
R32IND,SAS,urb,Zone_0B Extremely hot Dry,mfh,2020,404186.82761673105
R32IND,SAS,urb,Zone_0B Extremely hot Dry,sfh,2020,962428.4695573674
R32IND,SAS,urb,Zone_1A Very hot Humid,inf,2020,3388221.8092982234
R32IND,SAS,urb,Zone_1A Very hot Humid,mfh,2020,2706161.167479893
R32IND,SAS,urb,Zone_1A Very hot Humid,sfh,2020,6443769.001950131
R32IND,SAS,urb,Zone_1B Very hot Dry,inf,2020,1568858.4442390886
R32IND,SAS,urb,Zone_1B Very hot Dry,mfh,2020,1253041.872117604
R32IND,SAS,urb,Zone_1B Very hot Dry,sfh,2020,2983677.5690696063
R32IND,SAS,urb,Zone_2A Hot Humid,inf,2020,346656.4576731535
R32IND,SAS,urb,Zone_2A Hot Humid,mfh,2020,276873.3267806715
R32IND,SAS,urb,Zone_2A Hot Humid,sfh,2020,659276.2404604108
R32IND,SAS,urb,Zone_2B Hot Dry,inf,2020,46744.54880927752
R32IND,SAS,urb,Zone_2B Hot Dry,mfh,2020,37334.7112139733
R32IND,SAS,urb,Zone_2B Hot Dry,sfh,2020,88899.45569701499
R32IND,SAS,urb,Zone_3A Warm Humid,inf,2020,28790.501447898532
R32IND,SAS,urb,Zone_3A Warm Humid,mfh,2020,22994.87500988429
R32IND,SAS,urb,Zone_3A Warm Humid,sfh,2020,54754.19002128262
R32IND,SAS,urb,Zone_3C Warm Marine,inf,2020,8236.493836350268
R32IND,SAS,urb,Zone_3C Warm Marine,mfh,2020,6578.459448832602
R32IND,SAS,urb,Zone_3C Warm Marine,sfh,2020,15664.282521816365
R32IND,SAS,urb,Zone_4C Mixed Marine,inf,2020,4567.061851772665
R32IND,SAS,urb,Zone_4C Mixed Marine,mfh,2020,3647.6966764185568
R32IND,SAS,urb,Zone_4C Mixed Marine,sfh,2020,8685.703961198778
R32IND,SAS,urb,Zone_5C Cool Marine,inf,2020,23354.691709712646
R32IND,SAS,urb,Zone_5C Cool Marine,mfh,2020,18653.31236870216
R32IND,SAS,urb,Zone_5C Cool Marine,sfh,2020,44416.28882623785
R32JPN,PAO,rur,Zone_3A Warm Humid,mfh,2020,15918.372673598438
R32JPN,PAO,rur,Zone_3A Warm Humid,sfh,2020,456099.37183652725
R32JPN,PAO,rur,Zone_4A Mixed Humid,mfh,2020,18382.42235160719
R32JPN,PAO,rur,Zone_4A Mixed Humid,sfh,2020,526700.276423826
R32JPN,PAO,rur,Zone_5A Cool Humid,mfh,2020,11646.335992526825
R32JPN,PAO,rur,Zone_5A Cool Humid,sfh,2020,333695.32422109327
R32JPN,PAO,rur,Zone_6A Cold Humid,mfh,2020,3186.946785683597
R32JPN,PAO,rur,Zone_6A Cold Humid,sfh,2020,91313.63216778754
R32JPN,PAO,urb,Zone_3A Warm Humid,mfh,2020,5102879.472546991
R32JPN,PAO,urb,Zone_3A Warm Humid,sfh,2020,5929279.074793545
R32JPN,PAO,urb,Zone_4A Mixed Humid,mfh,2020,1829367.8249841772
R32JPN,PAO,urb,Zone_4A Mixed Humid,sfh,2020,2125629.739666436
R32JPN,PAO,urb,Zone_5A Cool Humid,mfh,2020,454709.8585269698
R32JPN,PAO,urb,Zone_5A Cool Humid,sfh,2020,528349.0750214788
R32JPN,PAO,urb,Zone_6A Cold Humid,mfh,2020,246620.69426331634
R32JPN,PAO,urb,Zone_6A Cold Humid,sfh,2020,286560.3488723341
R32KOR,PAS,rur,Zone_4A Mixed Humid,mfh,2020,74091.31027690708
R32KOR,PAS,rur,Zone_4A Mixed Humid,sfh,2020,494533.6539844072
R32KOR,PAS,rur,Zone_5A Cool Humid,mfh,2020,71617.38499463061
R32KOR,PAS,rur,Zone_5A Cool Humid,sfh,2020,478021.0655991277
R32KOR,PAS,urb,Zone_4A Mixed Humid,inf,2020,224432.19640044094
R32KOR,PAS,urb,Zone_4A Mixed Humid,mfh,2020,811418.3690383082
R32KOR,PAS,urb,Zone_4A Mixed Humid,sfh,2020,2872017.341069317
R32KOR,PAS,urb,Zone_5A Cool Humid,inf,2020,103737.13660527453
R32KOR,PAS,urb,Zone_5A Cool Humid,mfh,2020,375054.1123020023
R32KOR,PAS,urb,Zone_5A Cool Humid,sfh,2020,1327504.9659614689
R32LAM-L,LAC,rur,Zone_0A Extremely hot Humid,mfh,2020,610.9476245494191
R32LAM-L,LAC,rur,Zone_0A Extremely hot Humid,sfh,2020,75135.81389892407
R32LAM-L,LAC,rur,Zone_1A Very hot Humid,mfh,2020,4518.778835690344
R32LAM-L,LAC,rur,Zone_1A Very hot Humid,sfh,2020,555730.3310561653
R32LAM-L,LAC,rur,Zone_2A Hot Humid,mfh,2020,4186.383923524945
R32LAM-L,LAC,rur,Zone_2A Hot Humid,sfh,2020,514851.6022456102
R32LAM-L,LAC,rur,Zone_3C Warm Marine,mfh,2020,2302.3726464505035
R32LAM-L,LAC,rur,Zone_3C Warm Marine,sfh,2020,283151.34675785166
R32LAM-L,LAC,urb,Zone_0A Extremely hot Humid,inf,2020,95763.51151505488
R32LAM-L,LAC,urb,Zone_0A Extremely hot Humid,mfh,2020,11767.49290713693
R32LAM-L,LAC,urb,Zone_0A Extremely hot Humid,sfh,2020,85522.70782808666
R32LAM-L,LAC,urb,Zone_1A Very hot Humid,inf,2020,433745.87338852056
R32LAM-L,LAC,urb,Zone_1A Very hot Humid,mfh,2020,37574.66088076959
R32LAM-L,LAC,urb,Zone_1A Very hot Humid,sfh,2020,273081.6810007618
R32LAM-L,LAC,urb,Zone_2A Hot Humid,inf,2020,161855.63684939407
R32LAM-L,LAC,urb,Zone_2A Hot Humid,mfh,2020,38238.53885968477
R32LAM-L,LAC,urb,Zone_2A Hot Humid,sfh,2020,277906.55260870035
R32LAM-L,LAC,urb,Zone_3C Warm Marine,inf,2020,153993.06421656534
R32LAM-L,LAC,urb,Zone_3C Warm Marine,mfh,2020,33522.497517573334
R32LAM-L,LAC,urb,Zone_3C Warm Marine,sfh,2020,243631.73901931153
R32LAM-M,LAC,rur,Zone_0A Extremely hot Humid,mfh,2020,4742.885650658651
R32LAM-M,LAC,rur,Zone_0A Extremely hot Humid,sfh,2020,583291.5282297494
R32LAM-M,LAC,rur,Zone_1A Very hot Humid,mfh,2020,15519.766339697891
R32LAM-M,LAC,rur,Zone_1A Very hot Humid,sfh,2020,1908658.3343610372
R32LAM-M,LAC,rur,Zone_2A Hot Humid,mfh,2020,5178.215875610253
R32LAM-M,LAC,rur,Zone_2A Hot Humid,sfh,2020,636829.4903270133
R32LAM-M,LAC,rur,Zone_2B Hot Dry,mfh,2020,1199.5928635248436
R32LAM-M,LAC,rur,Zone_2B Hot Dry,sfh,2020,147528.82657454265
R32LAM-M,LAC,rur,Zone_3A Warm Humid,mfh,2020,2082.749608592922
R32LAM-M,LAC,rur,Zone_3A Warm Humid,sfh,2020,256141.57531868177
R32LAM-M,LAC,rur,Zone_3B Warm Dry,mfh,2020,645.4107741161749
R32LAM-M,LAC,rur,Zone_3B Warm Dry,sfh,2020,79374.17523820953
R32LAM-M,LAC,rur,Zone_3C Warm Marine,mfh,2020,5314.109271256857
R32LAM-M,LAC,rur,Zone_3C Warm Marine,sfh,2020,653541.9882157256
R32LAM-M,LAC,rur,Zone_4C Mixed Marine,mfh,2020,1514.3884923553978
R32LAM-M,LAC,rur,Zone_4C Mixed Marine,sfh,2020,186243.15303002438
R32LAM-M,LAC,urb,Zone_0A Extremely hot Humid,inf,2020,354157.6872700014
R32LAM-M,LAC,urb,Zone_0A Extremely hot Humid,mfh,2020,158140.50431314268
R32LAM-M,LAC,urb,Zone_0A Extremely hot Humid,sfh,2020,1149319.0820583855
R32LAM-M,LAC,urb,Zone_1A Very hot Humid,inf,2020,1671069.116592211
R32LAM-M,LAC,urb,Zone_1A Very hot Humid,mfh,2020,446089.46433485637
R32LAM-M,LAC,urb,Zone_1A Very hot Humid,sfh,2020,3242048.17666466
R32LAM-M,LAC,urb,Zone_2A Hot Humid,inf,2020,658623.4599470142
R32LAM-M,LAC,urb,Zone_2A Hot Humid,mfh,2020,246456.16455864944
R32LAM-M,LAC,urb,Zone_2A Hot Humid,sfh,2020,1791171.5537297458
R32LAM-M,LAC,urb,Zone_2B Hot Dry,inf,2020,135122.6766611467
R32LAM-M,LAC,urb,Zone_2B Hot Dry,mfh,2020,38116.55878044924
R32LAM-M,LAC,urb,Zone_2B Hot Dry,sfh,2020,277020.0369541229
R32LAM-M,LAC,urb,Zone_3A Warm Humid,inf,2020,690747.5249030407
R32LAM-M,LAC,urb,Zone_3A Warm Humid,mfh,2020,445237.41924727627
R32LAM-M,LAC,urb,Zone_3A Warm Humid,sfh,2020,3235855.761368002
R32LAM-M,LAC,urb,Zone_3B Warm Dry,inf,2020,300967.4342831685
R32LAM-M,LAC,urb,Zone_3B Warm Dry,mfh,2020,105966.34891788471
R32LAM-M,LAC,urb,Zone_3B Warm Dry,sfh,2020,770132.5311712708
R32LAM-M,LAC,urb,Zone_3C Warm Marine,inf,2020,666727.5821544944
R32LAM-M,LAC,urb,Zone_3C Warm Marine,mfh,2020,274405.59599434334
R32LAM-M,LAC,urb,Zone_3C Warm Marine,sfh,2020,1994299.8732026452
R32LAM-M,LAC,urb,Zone_4C Mixed Marine,inf,2020,192591.82235302677
R32LAM-M,LAC,urb,Zone_4C Mixed Marine,mfh,2020,71768.33910385173
R32LAM-M,LAC,urb,Zone_4C Mixed Marine,sfh,2020,521591.36571590346
R32MEA-H,MEA,rur,Zone_0B Extremely hot Dry,mfh,2020,19451.330069039806
R32MEA-H,MEA,rur,Zone_0B Extremely hot Dry,sfh,2020,244224.30623897142
R32MEA-H,MEA,rur,Zone_1B Very hot Dry,mfh,2020,12050.867916797622
R32MEA-H,MEA,rur,Zone_1B Very hot Dry,sfh,2020,151306.612252797
R32MEA-H,MEA,rur,Zone_2B Hot Dry,mfh,2020,6324.977624095114
R32MEA-H,MEA,rur,Zone_2B Hot Dry,sfh,2020,79414.27484593085
R32MEA-H,MEA,rur,Zone_3A Warm Humid,mfh,2020,3311.0860961011754
R32MEA-H,MEA,rur,Zone_3A Warm Humid,sfh,2020,41572.874546245956
R32MEA-H,MEA,urb,Zone_0B Extremely hot Dry,inf,2020,106811.8362820374
R32MEA-H,MEA,urb,Zone_0B Extremely hot Dry,mfh,2020,219576.60016925403
R32MEA-H,MEA,urb,Zone_0B Extremely hot Dry,sfh,2020,1257688.2437332047
R32MEA-H,MEA,urb,Zone_1B Very hot Dry,inf,2020,168384.19165356812
R32MEA-H,MEA,urb,Zone_1B Very hot Dry,mfh,2020,214108.4082141925
R32MEA-H,MEA,urb,Zone_1B Very hot Dry,sfh,2020,1226367.5987689588
R32MEA-H,MEA,urb,Zone_2B Hot Dry,inf,2020,38521.28355971676
R32MEA-H,MEA,urb,Zone_2B Hot Dry,mfh,2020,40909.34792409726
R32MEA-H,MEA,urb,Zone_2B Hot Dry,sfh,2020,234320.07738196553
R32MEA-H,MEA,urb,Zone_3A Warm Humid,inf,2020,42884.776072148816
R32MEA-H,MEA,urb,Zone_3A Warm Humid,mfh,2020,85468.52776228837
R32MEA-H,MEA,urb,Zone_3A Warm Humid,sfh,2020,489545.61867228826
R32MEA-M,MEA,rur,Zone_0A Extremely hot Humid,mfh,2020,19127.667937494312
R32MEA-M,MEA,rur,Zone_0A Extremely hot Humid,sfh,2020,240160.51423852914
R32MEA-M,MEA,rur,Zone_0B Extremely hot Dry,mfh,2020,108460.53472265584
R32MEA-M,MEA,rur,Zone_0B Extremely hot Dry,sfh,2020,1361793.7052597695
R32MEA-M,MEA,rur,Zone_1B Very hot Dry,mfh,2020,47390.03936727627
R32MEA-M,MEA,rur,Zone_1B Very hot Dry,sfh,2020,595013.2688114893
R32MEA-M,MEA,rur,Zone_2A Hot Humid,mfh,2020,7543.935766491355
R32MEA-M,MEA,rur,Zone_2A Hot Humid,sfh,2020,94719.10004834249
R32MEA-M,MEA,rur,Zone_2B Hot Dry,mfh,2020,88354.01254048952
R32MEA-M,MEA,rur,Zone_2B Hot Dry,sfh,2020,1109343.028962112
R32MEA-M,MEA,rur,Zone_3A Warm Humid,mfh,2020,17715.12939449628
R32MEA-M,MEA,rur,Zone_3A Warm Humid,sfh,2020,222425.1591509821
R32MEA-M,MEA,rur,Zone_3B Warm Dry,mfh,2020,56722.72847131547
R32MEA-M,MEA,rur,Zone_3B Warm Dry,sfh,2020,712191.3493688614
R32MEA-M,MEA,rur,Zone_3C Warm Marine,mfh,2020,22496.786089874688
R32MEA-M,MEA,rur,Zone_3C Warm Marine,sfh,2020,282462.0196102304
R32MEA-M,MEA,rur,Zone_4A Mixed Humid,mfh,2020,10946.737456465547
R32MEA-M,MEA,rur,Zone_4A Mixed Humid,sfh,2020,137443.5244991672
R32MEA-M,MEA,rur,Zone_4B Mixed Dry,mfh,2020,15766.969639888204
R32MEA-M,MEA,rur,Zone_4B Mixed Dry,sfh,2020,197964.72570899653
R32MEA-M,MEA,rur,Zone_5A Cool Humid,mfh,2020,12508.666644255394
R32MEA-M,MEA,rur,Zone_5A Cool Humid,sfh,2020,157054.5778784699
R32MEA-M,MEA,rur,Zone_5B Cool Dry,mfh,2020,4816.467465535182
R32MEA-M,MEA,rur,Zone_5B Cool Dry,sfh,2020,60473.93268829422
R32MEA-M,MEA,urb,Zone_0A Extremely hot Humid,inf,2020,60756.96758898295
R32MEA-M,MEA,urb,Zone_0A Extremely hot Humid,mfh,2020,2684.181126086456
R32MEA-M,MEA,urb,Zone_0A Extremely hot Humid,sfh,2020,15374.420788587255
R32MEA-M,MEA,urb,Zone_0B Extremely hot Dry,inf,2020,1167968.7662119102
R32MEA-M,MEA,urb,Zone_0B Extremely hot Dry,mfh,2020,57584.45304949993
R32MEA-M,MEA,urb,Zone_0B Extremely hot Dry,sfh,2020,329831.5465597765
R32MEA-M,MEA,urb,Zone_1B Very hot Dry,inf,2020,617111.2420980653
R32MEA-M,MEA,urb,Zone_1B Very hot Dry,mfh,2020,108504.35524847395
R32MEA-M,MEA,urb,Zone_1B Very hot Dry,sfh,2020,621489.9578765098
R32MEA-M,MEA,urb,Zone_2A Hot Humid,inf,2020,206040.42902681604
R32MEA-M,MEA,urb,Zone_2A Hot Humid,mfh,2020,51952.32964837675
R32MEA-M,MEA,urb,Zone_2A Hot Humid,sfh,2020,297571.9370049004
R32MEA-M,MEA,urb,Zone_2B Hot Dry,inf,2020,523587.2111837713
R32MEA-M,MEA,urb,Zone_2B Hot Dry,mfh,2020,109998.96194197584
R32MEA-M,MEA,urb,Zone_2B Hot Dry,sfh,2020,630050.7483522407
R32MEA-M,MEA,urb,Zone_3A Warm Humid,inf,2020,311961.541774245
R32MEA-M,MEA,urb,Zone_3A Warm Humid,mfh,2020,155616.00628048257
R32MEA-M,MEA,urb,Zone_3A Warm Humid,sfh,2020,891335.5133689718
R32MEA-M,MEA,urb,Zone_3B Warm Dry,inf,2020,317867.32558546495
R32MEA-M,MEA,urb,Zone_3B Warm Dry,mfh,2020,97390.53430664237
R32MEA-M,MEA,urb,Zone_3B Warm Dry,sfh,2020,557832.3462242521
R32MEA-M,MEA,urb,Zone_3C Warm Marine,inf,2020,132740.4004096711
R32MEA-M,MEA,urb,Zone_3C Warm Marine,mfh,2020,14644.519680299385
R32MEA-M,MEA,urb,Zone_3C Warm Marine,sfh,2020,83880.70597156046
R32MEA-M,MEA,urb,Zone_4A Mixed Humid,inf,2020,402319.4833002655
R32MEA-M,MEA,urb,Zone_4A Mixed Humid,mfh,2020,169831.02805272717
R32MEA-M,MEA,urb,Zone_4A Mixed Humid,sfh,2020,972756.1463215852
R32MEA-M,MEA,urb,Zone_4B Mixed Dry,inf,2020,169687.1651505914
R32MEA-M,MEA,urb,Zone_4B Mixed Dry,mfh,2020,71630.00277411328
R32MEA-M,MEA,urb,Zone_4B Mixed Dry,sfh,2020,410281.4795298649
R32MEA-M,MEA,urb,Zone_5A Cool Humid,inf,2020,91638.8400591126
R32MEA-M,MEA,urb,Zone_5A Cool Humid,mfh,2020,38683.48181682072
R32MEA-M,MEA,urb,Zone_5A Cool Humid,sfh,2020,221570.78791720467
R32MEA-M,MEA,urb,Zone_5B Cool Dry,inf,2020,38990.35299367813
R32MEA-M,MEA,urb,Zone_5B Cool Dry,mfh,2020,16458.988460454497
R32MEA-M,MEA,urb,Zone_5B Cool Dry,sfh,2020,94273.59870996233
R32MEX,LAC,rur,Zone_0A Extremely hot Humid,mfh,2020,1213.1678805365614
R32MEX,LAC,rur,Zone_0A Extremely hot Humid,sfh,2020,149198.3149412736
R32MEX,LAC,rur,Zone_1A Very hot Humid,mfh,2020,4328.332432849725
R32MEX,LAC,rur,Zone_1A Very hot Humid,sfh,2020,532308.7726335335
R32MEX,LAC,rur,Zone_1B Very hot Dry,mfh,2020,1336.1812698996378
R32MEX,LAC,rur,Zone_1B Very hot Dry,sfh,2020,164326.7985605963
