region_bld,year,value
C-EEU-SVN,2040,2.087504
C-EEU-SVN,2045,2.077277
C-EEU-SVN,2050,2.064583
C-EEU-SVN,2055,2.046567
C-EEU-SVN,2060,2.022865
C-EEU-SVN,2065,1.993386
C-EEU-SVN,2070,1.960349
C-EEU-SVN,2075,1.9248340000000002
C-EEU-SVN,2080,1.886362
C-EEU-SVN,2085,1.8443800000000001
C-EEU-SVN,2090,1.799059999999999
C-EEU-SVN,2095,1.7513260000000002
C-EEU-SVN,2100,1.7014079999999998
C-WEU-AUT,2020,8.901099999999989
C-WEU-AUT,2025,9.051197
C-WEU-AUT,2030,9.123096
C-WEU-AUT,2035,9.18258000000001
C-WEU-AUT,2040,9.23396900000001
C-WEU-AUT,2045,9.29232600000001
C-WEU-AUT,2050,9.348031
C-WEU-AUT,2055,9.37575
C-WEU-AUT,2060,9.365927
C-WEU-AUT,2065,9.32130100000001
C-WEU-AUT,2070,9.26301999999999
C-WEU-AUT,2075,9.197004000000002
C-WEU-AUT,2080,9.108754000000001
C-WEU-AUT,2085,8.933748
C-WEU-AUT,2090,8.675261
C-WEU-AUT,2095,8.344018
C-WEU-AUT,2100,7.983852
C-WEU-BEL,2020,11.54127
C-WEU-BEL,2025,11.699086
C-WEU-BEL,2030,11.826698
C-WEU-BEL,2035,11.96094
C-WEU-BEL,2040,12.099271000000002
C-WEU-BEL,2045,12.239867
C-WEU-BEL,2050,12.372183000000001
C-WEU-BEL,2055,12.459907
C-WEU-BEL,2060,12.507838
C-WEU-BEL,2065,12.524700000000001
C-WEU-BEL,2070,12.526981
C-WEU-BEL,2075,12.517168
C-WEU-BEL,2080,12.477884
C-WEU-BEL,2085,12.364666
C-WEU-BEL,2090,12.142974
C-WEU-BEL,2095,11.844059
C-WEU-BEL,2100,11.477641
C-WEU-CHE,2020,8.606425999999999
C-WEU-CHE,2025,8.85337900000001
C-WEU-CHE,2030,9.030524999999999
C-WEU-CHE,2035,9.194436
C-WEU-CHE,2040,9.35377
C-WEU-CHE,2045,9.525589
C-WEU-CHE,2050,9.71353000000001
C-WEU-CHE,2055,9.877136000000009
C-WEU-CHE,2060,10.001612
C-WEU-CHE,2065,10.077487999999999
C-WEU-CHE,2070,10.11938
C-WEU-CHE,2075,10.134036
C-WEU-CHE,2080,10.079559999999999
C-WEU-CHE,2085,9.941249000000001
C-WEU-CHE,2090,9.719361000000001
C-WEU-CHE,2095,9.45188
C-WEU-CHE,2100,9.169830000000012
C-WEU-CYP,2020,1.233777
C-WEU-CYP,2025,1.285154
C-WEU-CYP,2030,1.317261
C-WEU-CYP,2035,1.345559999999999
C-WEU-CYP,2040,1.372765
C-WEU-CYP,2045,1.400869999999999
C-WEU-CYP,2050,1.4290340000000001
C-WEU-CYP,2055,1.451551
C-WEU-CYP,2060,1.466787
C-WEU-CYP,2065,1.472626
C-WEU-CYP,2070,1.470262999999999
C-WEU-CYP,2075,1.459838
C-WEU-CYP,2080,1.439856
C-WEU-CYP,2085,1.4085830000000001
C-WEU-CYP,2090,1.3667280000000002
C-WEU-CYP,2095,1.318609999999999
C-WEU-CYP,2100,1.268821
C-WEU-DEU,2020,83.267652
C-WEU-DEU,2025,83.67015300000001
C-WEU-DEU,2030,83.24960300000001
C-WEU-DEU,2035,82.81596
C-WEU-DEU,2040,82.42672400000001
C-WEU-DEU,2045,82.148696
C-WEU-DEU,2050,81.8761000000001
C-WEU-DEU,2055,81.433404
C-WEU-DEU,2060,80.739017
C-WEU-DEU,2065,79.836564
C-WEU-DEU,2070,78.93078200000001
C-WEU-DEU,2075,78.0944190000001
C-WEU-DEU,2080,77.184072
C-WEU-DEU,2085,75.960414
C-WEU-DEU,2090,74.15058900000001
C-WEU-DEU,2095,71.71835899999999
C-WEU-DEU,2100,68.905023
C-WEU-DNK,2020,5.810771
C-WEU-DNK,2025,5.907447
C-WEU-DNK,2030,5.975479
C-WEU-DNK,2035,6.03549
C-WEU-DNK,2040,6.084258
C-WEU-DNK,2045,6.132168
C-WEU-DNK,2050,6.188542000000001
C-WEU-DNK,2055,6.237931
C-WEU-DNK,2060,6.277437
C-WEU-DNK,2065,6.305039
C-WEU-DNK,2070,6.326722
C-WEU-DNK,2075,6.346957000000001
C-WEU-DNK,2080,6.363778000000001
C-WEU-DNK,2085,6.36646
C-WEU-DNK,2090,6.33662
C-WEU-DNK,2095,6.243068
C-WEU-DNK,2100,6.09836999999999
C-WEU-ESP,2020,47.329955000000005
C-WEU-ESP,2025,47.633753
C-WEU-ESP,2030,47.915805999999996
C-WEU-ESP,2035,48.2772989999999
C-WEU-ESP,2040,48.733951000000005
C-WEU-ESP,2045,49.281425000000006
C-WEU-ESP,2050,49.894903
C-WEU-ESP,2055,50.266722
C-WEU-ESP,2060,50.351312
C-WEU-ESP,2065,50.128274
C-WEU-ESP,2070,49.687205000000006
C-WEU-ESP,2075,49.06805000000001
C-WEU-ESP,2080,48.27228
C-WEU-ESP,2085,47.167332
C-WEU-ESP,2090,45.9034199999999
C-WEU-ESP,2095,44.475806
C-WEU-ESP,2100,42.824446
C-WEU-FIN,2020,5.525213
C-WEU-FIN,2025,5.5420359999999995
C-WEU-FIN,2030,5.5287700000000015
C-WEU-FIN,2035,5.518629
C-WEU-FIN,2040,5.50964
C-WEU-FIN,2045,5.5043050000000004
C-WEU-FIN,2050,5.510260000000001
C-WEU-FIN,2055,5.503463
C-WEU-FIN,2060,5.491714
C-WEU-FIN,2065,5.48258500000001
C-WEU-FIN,2070,5.479914
C-WEU-FIN,2075,5.476432
C-WEU-FIN,2080,5.45642
C-WEU-FIN,2085,5.385196
C-WEU-FIN,2090,5.270581
C-WEU-FIN,2095,5.123092
C-WEU-FIN,2100,4.96007
C-WEU-FRA,2020,64.45775499999999
C-WEU-FRA,2025,65.135121
C-WEU-FRA,2030,65.83069800000001
C-WEU-FRA,2035,66.59905400000011
C-WEU-FRA,2040,67.371394
C-WEU-FRA,2045,68.06711
C-WEU-FRA,2050,68.62154799999999
C-WEU-FRA,2055,68.9569200000001
C-WEU-FRA,2060,69.158215
C-WEU-FRA,2065,69.28904399999999
C-WEU-FRA,2070,69.389054
C-WEU-FRA,2075,69.436174
C-WEU-FRA,2080,69.36565
C-WEU-FRA,2085,69.074885
C-WEU-FRA,2090,68.369217
C-WEU-FRA,2095,67.35293399999999
C-WEU-FRA,2100,66.06505800000001
C-WEU-GBR,2020,66.95117200000001
C-WEU-GBR,2025,67.868784
C-WEU-GBR,2030,68.800663
C-WEU-GBR,2035,69.730396
C-WEU-GBR,2040,70.693217
C-WEU-GBR,2045,71.75876
C-WEU-GBR,2050,72.882422
C-WEU-GBR,2055,73.738125
C-WEU-GBR,2060,74.321572
C-WEU-GBR,2065,74.698877
C-WEU-GBR,2070,75.00664
C-WEU-GBR,2075,75.279883
C-WEU-GBR,2080,75.420274
C-WEU-GBR,2085,75.24138
C-WEU-GBR,2090,74.61598699999999
C-WEU-GBR,2095,73.4099369999999
C-WEU-GBR,2100,71.767991
C-WEU-GRC,2020,10.543345
C-WEU-GRC,2025,10.376237999999999
C-WEU-GRC,2030,10.237885
C-WEU-GRC,2035,10.123949000000001
C-WEU-GRC,2040,10.032242
C-WEU-GRC,2045,9.95710100000001
C-WEU-GRC,2050,9.888462
C-WEU-GRC,2055,9.793718
C-WEU-GRC,2060,9.66527000000001
C-WEU-GRC,2065,9.503937000000011
C-WEU-GRC,2070,9.320931999999999
C-WEU-GRC,2075,9.124572
C-WEU-GRC,2080,8.918109000000001
C-WEU-GRC,2085,8.700191
C-WEU-GRC,2090,8.470447
C-WEU-GRC,2095,8.225888000000001
C-WEU-GRC,2100,7.950738
C-WEU-IRL,2020,4.925076
C-WEU-IRL,2025,5.124496000000001
C-WEU-IRL,2030,5.268847
C-WEU-IRL,2035,5.419479000000001
C-WEU-IRL,2040,5.578805
C-WEU-IRL,2045,5.745716000000001
C-WEU-IRL,2050,5.911399999999999
C-WEU-IRL,2055,6.049296
C-WEU-IRL,2060,6.156416
C-WEU-IRL,2065,6.234965
C-WEU-IRL,2070,6.2929960000000005
C-WEU-IRL,2075,6.332629
C-WEU-IRL,2080,6.352278
C-WEU-IRL,2085,6.33389
C-WEU-IRL,2090,6.279954
C-WEU-IRL,2095,6.2071439999999996
C-WEU-IRL,2100,6.09319200000001
C-WEU-ISL,2020,0.36433000000000004
C-WEU-ISL,2025,0.376536
C-WEU-ISL,2030,0.38701599999999997
C-WEU-ISL,2035,0.396534
C-WEU-ISL,2040,0.40488299999999905
C-WEU-ISL,2045,0.41253199999999995
C-WEU-ISL,2050,0.41973699999999997
C-WEU-ISL,2055,0.42565800000000004
C-WEU-ISL,2060,0.43046399999999996
C-WEU-ISL,2065,0.434351
C-WEU-ISL,2070,0.437257
C-WEU-ISL,2075,0.43896799999999997
C-WEU-ISL,2080,0.438977
C-WEU-ISL,2085,0.43505000000000005
C-WEU-ISL,2090,0.42633800000000005
C-WEU-ISL,2095,0.414601999999999
C-WEU-ISL,2100,0.40246899999999997
C-WEU-ITA,2020,59.639898
C-WEU-ITA,2025,58.994817999999896
C-WEU-ITA,2030,58.385998
C-WEU-ITA,2035,57.869008
C-WEU-ITA,2040,57.430045
C-WEU-ITA,2045,57.052433
C-WEU-ITA,2050,56.692641
C-WEU-ITA,2055,56.132304
C-WEU-ITA,2060,55.336733
C-WEU-ITA,2065,54.31826
C-WEU-ITA,2070,53.183824
C-WEU-ITA,2075,52.001389
C-WEU-ITA,2080,50.785672
C-WEU-ITA,2085,49.36679
C-WEU-ITA,2090,47.739837
C-WEU-ITA,2095,45.866626
C-WEU-ITA,2100,43.790974000000006
C-WEU-LUX,2020,0.626072
C-WEU-LUX,2025,0.655563999999999
C-WEU-LUX,2030,0.6776329999999999
C-WEU-LUX,2035,0.698523
C-WEU-LUX,2040,0.71872
C-WEU-LUX,2045,0.739360000000001
C-WEU-LUX,2050,0.760813
C-WEU-LUX,2055,0.7792800000000001
C-WEU-LUX,2060,0.7936199999999991
C-WEU-LUX,2065,0.8023759999999991
C-WEU-LUX,2070,0.806582999999999
C-WEU-LUX,2075,0.807160999999999
C-WEU-LUX,2080,0.8044409999999991
C-WEU-LUX,2085,0.797763
C-WEU-LUX,2090,0.786353
C-WEU-LUX,2095,0.770134
C-WEU-LUX,2100,0.7498739999999999
C-WEU-MLT,2020,0.509586
C-WEU-MLT,2025,0.517807
C-WEU-MLT,2030,0.522265
C-WEU-MLT,2035,0.523338
C-WEU-MLT,2040,0.521999
C-WEU-MLT,2045,0.520402
C-WEU-MLT,2050,0.520135999999999
C-WEU-MLT,2055,0.5193490000000001
C-WEU-MLT,2060,0.5170170000000001
C-WEU-MLT,2065,0.511923
C-WEU-MLT,2070,0.503998
C-WEU-MLT,2075,0.493137999999999
C-WEU-MLT,2080,0.47928799999999905
C-WEU-MLT,2085,0.462329
C-WEU-MLT,2090,0.44231000000000004
C-WEU-MLT,2095,0.42001600000000006
C-WEU-MLT,2100,0.39722
C-WEU-NLD,2020,17.402279
C-WEU-NLD,2025,17.593344000000002
C-WEU-NLD,2030,17.740095
C-WEU-NLD,2035,17.853214
C-WEU-NLD,2040,17.912811
C-WEU-NLD,2045,17.939353
C-WEU-NLD,2050,17.956688999999997
C-WEU-NLD,2055,17.9332
C-WEU-NLD,2060,17.875711
C-WEU-NLD,2065,17.79984
C-WEU-NLD,2070,17.726112
C-WEU-NLD,2075,17.661194
C-WEU-NLD,2080,17.488516
C-WEU-NLD,2085,17.203237
C-WEU-NLD,2090,16.757510999999997
C-WEU-NLD,2095,16.1969
C-WEU-NLD,2100,15.587331
C-WEU-NOR,2020,5.367948
C-WEU-NOR,2025,5.5090319999999995
C-WEU-NOR,2030,5.630858
C-WEU-NOR,2035,5.752307
C-WEU-NOR,2040,5.8707910000000005
C-WEU-NOR,2045,5.990145000000001
C-WEU-NOR,2050,6.114796
C-WEU-NOR,2055,6.217322
C-WEU-NOR,2060,6.3002
C-WEU-NOR,2065,6.363842
C-WEU-NOR,2070,6.414296
C-WEU-NOR,2075,6.453523000000001
C-WEU-NOR,2080,6.466100000000001
C-WEU-NOR,2085,6.421398
C-WEU-NOR,2090,6.3133610000000004
C-WEU-NOR,2095,6.155666
C-WEU-NOR,2100,5.97663300000001
C-WEU-PRT,2020,10.298401
C-WEU-PRT,2025,10.204767
C-WEU-PRT,2030,10.091938
C-WEU-PRT,2035,9.999283
C-WEU-PRT,2040,9.912706
C-WEU-PRT,2045,9.829836
C-WEU-PRT,2050,9.745159
C-WEU-PRT,2055,9.643614
C-WEU-PRT,2060,9.520724
C-WEU-PRT,2065,9.374863
C-WEU-PRT,2070,9.21451000000001
C-WEU-PRT,2075,9.043231
C-WEU-PRT,2080,8.86314
C-WEU-PRT,2085,8.667707
C-WEU-PRT,2090,8.427129
C-WEU-PRT,2095,8.158792
C-WEU-PRT,2100,7.844634
C-WEU-SWE,2020,10.321414
C-WEU-SWE,2025,10.576524
C-WEU-SWE,2030,10.788196000000001
C-WEU-SWE,2035,10.989644
C-WEU-SWE,2040,11.199385000000001
C-WEU-SWE,2045,11.439699000000001
C-WEU-SWE,2050,11.710792
C-WEU-SWE,2055,11.958148
C-WEU-SWE,2060,12.168593999999999
C-WEU-SWE,2065,12.337106
C-WEU-SWE,2070,12.478963
C-WEU-SWE,2075,12.600196
C-WEU-SWE,2080,12.682869
C-WEU-SWE,2085,12.645715000000001
C-WEU-SWE,2090,12.462916
C-WEU-SWE,2095,12.178139999999999
C-WEU-SWE,2100,11.878889
R32ANUZ,2020,30.570668
R32ANUZ,2025,31.746474
R32ANUZ,2030,32.872356
R32ANUZ,2035,33.91509700000002
R32ANUZ,2040,34.885307000000005
R32ANUZ,2045,35.838688000000005
R32ANUZ,2050,36.78262800000001
R32ANUZ,2055,37.620646
R32ANUZ,2060,38.341322
R32ANUZ,2065,38.915184000000004
R32ANUZ,2070,39.36139
R32ANUZ,2075,39.670150000000014
R32ANUZ,2080,39.810903
R32ANUZ,2085,39.670564999999996
R32ANUZ,2090,39.157395
R32ANUZ,2095,38.303021
R32ANUZ,2100,37.254748
R32BRA,2020,212.564938
R32BRA,2025,217.00416800000002
R32BRA,2030,220.66621
R32BRA,2035,222.82693400000002
R32BRA,2040,223.453514
R32BRA,2045,222.956295
R32BRA,2050,221.235261
R32BRA,2055,218.38580100000001
R32BRA,2060,214.408676
R32BRA,2065,209.456828
R32BRA,2070,203.632518
R32BRA,2075,197.11297700000003
R32BRA,2080,190.087151
R32BRA,2085,182.71764199999998
R32BRA,2090,175.13649600000002
R32BRA,2095,167.257922
R32BRA,2100,158.863183
R32CAN,2020,37.758236
R32CAN,2025,38.65693
R32CAN,2030,39.483135000000004
R32CAN,2035,40.264983
R32CAN,2040,40.9806939999999
R32CAN,2045,41.670639
R32CAN,2050,42.362036
R32CAN,2055,42.910563
R32CAN,2060,43.350025
R32CAN,2065,43.693804
R32CAN,2070,43.984628
R32CAN,2075,44.192317
R32CAN,2080,44.2365310000001
R32CAN,2085,44.015696000000005
R32CAN,2090,43.374843
R32CAN,2095,42.318186000000004
R32CAN,2100,40.94019600000001
R32CAS-CAU,2020,16.855204
R32CAS-CAU,2025,16.873832999999998
R32CAS-CAU,2030,16.910261
R32CAS-CAU,2035,16.913394
R32CAS-CAU,2040,16.86862
R32CAS-CAU,2045,16.753582
R32CAS-CAU,2050,16.559783
R32CAS-CAU,2055,16.302674
R32CAS-CAU,2060,16.00146
R32CAS-CAU,2065,15.685644
R32CAS-CAU,2070,15.353879
R32CAS-CAU,2075,14.998549
R32CAS-CAU,2080,14.617379
R32CAS-CAU,2085,14.221123000000011
R32CAS-CAU,2090,13.828685999999998
R32CAS-CAU,2095,13.459903
R32CAS-CAU,2100,13.113597
R32CAS-OTH,2020,74.124038
R32CAS-OTH,2025,79.50983900000001
R32CAS-OTH,2030,83.97222400000001
R32CAS-OTH,2035,87.7044769999999
R32CAS-OTH,2040,90.92554600000001
R32CAS-OTH,2045,93.81838899999991
R32CAS-OTH,2050,96.08483
R32CAS-OTH,2055,97.494251
R32CAS-OTH,2060,98.02435100000001
R32CAS-OTH,2065,97.95961700000001
R32CAS-OTH,2070,97.480322
R32CAS-OTH,2075,96.648019
R32CAS-OTH,2080,95.47576600000002
R32CAS-OTH,2085,94.00871
R32CAS-OTH,2090,92.32637199999999
R32CAS-OTH,2095,90.51461899999998
R32CAS-OTH,2100,88.554265
R32CHN,2020,1432.1699420000002
R32CHN,2025,1434.6552820000002
R32CHN,2030,1425.197007
R32CHN,2035,1409.401855
R32CHN,2040,1388.688404
R32CHN,2045,1362.2251700000002
R32CHN,2050,1327.779119
R32CHN,2055,1284.511471
R32CHN,2060,1234.648631
R32CHN,2065,1180.9920260000001
R32CHN,2070,1126.2452990000002
R32CHN,2075,1072.339713
R32CHN,2080,1019.227811
R32CHN,2085,965.400903
R32CHN,2090,911.8418800000001
R32CHN,2095,861.369048
R32CHN,2100,814.7149549999999
R32EEU,2020,16.341084000000002
R32EEU,2025,15.884297
R32EEU,2030,15.599049999999998
R32EEU,2035,15.275671999999998
R32EEU,2040,14.920437999999999
R32EEU,2045,14.56365899999999
R32EEU,2050,14.213211
R32EEU,2055,13.865349
R32EEU,2060,13.507746999999998
R32EEU,2065,13.140772999999998
R32EEU,2070,12.76585900000001
R32EEU,2075,12.388301
R32EEU,2080,12.011671
R32EEU,2085,11.635835
R32EEU,2090,11.257463
R32EEU,2095,10.872861
R32EEU,2100,10.478018999999998
R32EEU-FSU,2020,56.846759
R32EEU-FSU,2025,48.902820000000006
R32EEU-FSU,2030,49.256556
R32EEU-FSU,2035,49.079536
R32EEU-FSU,2040,48.48944499999991
R32EEU-FSU,2045,47.647188
R32EEU-FSU,2050,46.688255
R32EEU-FSU,2055,45.630680999999996
R32EEU-FSU,2060,44.513973
R32EEU-FSU,2065,43.340236000000004
R32EEU-FSU,2070,42.123885
R32EEU-FSU,2075,40.876993
R32EEU-FSU,2080,39.606576000000004
R32EEU-FSU,2085,38.325295
R32EEU-FSU,2090,37.063208
R32EEU-FSU,2095,35.846033
R32EEU-FSU,2100,34.652348999999994
R32IDN,2020,270.825846
R32IDN,2025,279.835215
R32IDN,2030,288.180539
R32IDN,2035,294.15258500000004
R32IDN,2040,297.59493199999997
R32IDN,2045,299.186477
R32IDN,2050,298.844602
R32IDN,2055,296.86019400000004
R32IDN,2060,293.12367800000004
R32IDN,2065,287.84999200000004
R32IDN,2070,281.36329700000005
R32IDN,2075,273.96757900000006
R32IDN,2080,265.91136700000004
R32IDN,2085,257.336131
R32IDN,2090,248.27173800000003
R32IDN,2095,238.70007900000002
R32IDN,2100,228.615199
R32IND,2020,1389.966394
R32IND,2025,1440.101083
R32IND,2030,1485.835119
R32IND,2035,1518.47722
R32IND,2040,1537.916771
R32IND,2045,1547.096195
R32IND,2050,1545.574885
R32IND,2055,1535.154094
R32IND,2060,1516.115873
R32IND,2065,1489.185445
R32IND,2070,1455.424408
R32IND,2075,1414.873293
R32IND,2080,1367.9297
R32IND,2085,1315.517186
R32IND,2090,1258.9527269999999
R32IND,2095,1199.281994
R32IND,2100,1137.7512620000002
R32JPN,2020,125.542768
R32JPN,2025,122.666144
R32JPN,2030,119.848495
R32JPN,2035,116.91472
R32JPN,2040,113.880401
R32JPN,2045,110.825023
R32JPN,2050,107.861371
R32JPN,2055,105.019382
R32JPN,2060,102.18469400000001
R32JPN,2065,99.17218700000001
R32JPN,2070,95.8411249999999
R32JPN,2075,92.145835
R32JPN,2080,88.2118899999999
R32JPN,2085,84.237347
R32JPN,2090,80.339448
R32JPN,2095,76.4460889999999
R32JPN,2100,72.261192
R32KOR,2020,51.858125
R32KOR,2025,51.545979
R32KOR,2030,51.113908
R32KOR,2035,50.51364100000001
R32KOR,2040,49.660188000000005
R32KOR,2045,48.594758999999996
R32KOR,2050,47.410029
R32KOR,2055,45.860154
R32KOR,2060,43.938435
R32KOR,2065,41.845167000000004
R32KOR,2070,39.727470000000004
R32KOR,2075,37.634713000000005
R32KOR,2080,35.610867999999996
R32KOR,2085,33.648959000000005
R32KOR,2090,31.687913000000002
R32KOR,2095,29.68334
R32KOR,2100,27.660117
R32LAM-L,2020,45.609590999999995
R32LAM-L,2025,48.675758
R32LAM-L,2030,51.373039000000006
R32LAM-L,2035,53.580952
R32LAM-L,2040,55.289787
R32LAM-L,2045,56.62481300000001
R32LAM-L,2050,57.529312
R32LAM-L,2055,57.993154
R32LAM-L,2060,58.03475
R32LAM-L,2065,57.76521000000001
R32LAM-L,2070,57.193412
R32LAM-L,2075,56.343021
R32LAM-L,2080,55.229783000000005
R32LAM-L,2085,53.888974
R32LAM-L,2090,52.342075
R32LAM-L,2095,50.612562000000004
R32LAM-L,2100,48.727071
R32LAM-M,2020,261.78955
R32LAM-M,2025,270.069792
R32LAM-M,2030,277.598246
R32LAM-M,2035,283.224921
R32LAM-M,2040,286.78450000000004
R32LAM-M,2045,288.8356619999999
R32LAM-M,2050,289.306871
R32LAM-M,2055,288.211044
R32LAM-M,2060,285.54935800000004
R32LAM-M,2065,281.682469
R32LAM-M,2070,276.786166
R32LAM-M,2075,271.004842
R32LAM-M,2080,264.385869
R32LAM-M,2085,256.976678
R32LAM-M,2090,248.792971
R32LAM-M,2095,239.82685800000002
