region_bld,sector,scenario,scenario_name,year,floor_Mm2
C-EEU-BGR,Commercial,R,Reference,2020,62.98902944698
C-EEU-BGR,Commercial,R,Reference,2025,76.03606958023
C-EEU-BGR,Commercial,R,Reference,2030,84.09741505923999
C-EEU-BGR,Commercial,R,Reference,2035,86.18313852283
C-EEU-BGR,Commercial,R,Reference,2040,85.40768795314
C-EEU-BGR,Commercial,R,Reference,2045,83.34578482106001
C-EEU-BGR,Commercial,R,Reference,2050,80.88319450462
C-EEU-BGR,Commercial,R,Reference,2055,78.2642244604
C-EEU-BGR,Commercial,R,Reference,2060,75.54797789574
C-EEU-BGR,Commercial,R,Reference,2070,70.00674665766999
C-EEU-BGR,Commercial,R,Reference,2080,64.92601700247
C-EEU-BGR,Commercial,R,Reference,2090,61.01839000158999
C-EEU-BGR,Commercial,R,Reference,2100,57.85597980313
C-EEU-BGR,Commercial,S_r,Slow,2020,62.98902944698
C-EEU-BGR,Commercial,S_r,Slow,2025,76.03606958023
C-EEU-BGR,Commercial,S_r,Slow,2030,84.09741505923999
C-EEU-BGR,Commercial,S_r,Slow,2035,86.18313852285
C-EEU-BGR,Commercial,S_r,Slow,2040,85.40768795314
C-EEU-BGR,Commercial,S_r,Slow,2045,83.34578482107999
C-EEU-BGR,Commercial,S_r,Slow,2050,80.88319450463999
C-EEU-BGR,Commercial,S_r,Slow,2055,78.26422446042
C-EEU-BGR,Commercial,S_r,Slow,2060,75.54797789576
C-EEU-BGR,Commercial,S_r,Slow,2070,70.00674665766999
C-EEU-BGR,Commercial,S_r,Slow,2080,64.92601700245
C-EEU-BGR,Commercial,S_r,Slow,2090,61.01839000157
C-EEU-BGR,Commercial,S_r,Slow,2100,57.85597980309
C-EEU-BGR,Residential,A_r,Circular,2020,240.9498238081184
C-EEU-BGR,Residential,A_r,Circular,2025,235.4751069189164
C-EEU-BGR,Residential,A_r,Circular,2030,226.43529345247248
C-EEU-BGR,Residential,A_r,Circular,2035,217.3940050640407
C-EEU-BGR,Residential,A_r,Circular,2040,208.44751595965297
C-EEU-BGR,Residential,A_r,Circular,2045,199.68499242196808
C-EEU-BGR,Residential,A_r,Circular,2050,191.23831620348724
C-EEU-BGR,Residential,A_r,Circular,2055,188.19239281140108
C-EEU-BGR,Residential,A_r,Circular,2060,184.90244387919782
C-EEU-BGR,Residential,A_r,Circular,2070,177.54143734734535
C-EEU-BGR,Residential,A_r,Circular,2080,170.18027416293967
C-EEU-BGR,Residential,A_r,Circular,2090,164.33930787803965
C-EEU-BGR,Residential,A_r,Circular,2100,159.3501954744947
C-EEU-BGR,Residential,C_r,Close,2020,240.9498238081184
C-EEU-BGR,Residential,C_r,Close,2025,235.4751086218647
C-EEU-BGR,Residential,C_r,Close,2030,232.37503079434936
C-EEU-BGR,Residential,C_r,Close,2035,229.06528053617677
C-EEU-BGR,Residential,C_r,Close,2040,225.63219299922687
C-EEU-BGR,Residential,C_r,Close,2045,222.16456967688472
C-EEU-BGR,Residential,C_r,Close,2050,218.81070312018915
C-EEU-BGR,Residential,C_r,Close,2055,215.3497510133839
C-EEU-BGR,Residential,C_r,Close,2060,211.60704623613333
C-EEU-BGR,Residential,C_r,Close,2070,203.2208280974828
C-EEU-BGR,Residential,C_r,Close,2080,194.82643377827972
C-EEU-BGR,Residential,C_r,Close,2090,188.1659959845007
C-EEU-BGR,Residential,C_r,Close,2100,182.47589120826896
C-EEU-BGR,Residential,N_r,Narrow,2020,240.9498238081184
C-EEU-BGR,Residential,N_r,Narrow,2025,235.4751086218647
C-EEU-BGR,Residential,N_r,Narrow,2030,226.43529521124208
C-EEU-BGR,Residential,N_r,Narrow,2035,217.39400413954604
C-EEU-BGR,Residential,N_r,Narrow,2040,208.44751502488853
C-EEU-BGR,Residential,N_r,Narrow,2045,199.68499114788176
C-EEU-BGR,Residential,N_r,Narrow,2050,191.23831495324634
C-EEU-BGR,Residential,N_r,Narrow,2055,188.192390915956
C-EEU-BGR,Residential,N_r,Narrow,2060,184.90244156966995
C-EEU-BGR,Residential,N_r,Narrow,2070,177.54143497880875
C-EEU-BGR,Residential,N_r,Narrow,2080,170.1802720822434
C-EEU-BGR,Residential,N_r,Narrow,2090,164.33930733239714
C-EEU-BGR,Residential,N_r,Narrow,2100,159.35019451634562
C-EEU-BGR,Residential,R,Reference,2020,240.9498238081184
C-EEU-BGR,Residential,R,Reference,2025,235.4751086218647
C-EEU-BGR,Residential,R,Reference,2030,232.37503079434936
C-EEU-BGR,Residential,R,Reference,2035,229.06528053617677
C-EEU-BGR,Residential,R,Reference,2040,225.63219299922687
C-EEU-BGR,Residential,R,Reference,2045,222.16456967688472
C-EEU-BGR,Residential,R,Reference,2050,218.81070312018915
C-EEU-BGR,Residential,R,Reference,2055,215.3497510133839
C-EEU-BGR,Residential,R,Reference,2060,211.60704623613333
C-EEU-BGR,Residential,R,Reference,2070,203.2208280974828
C-EEU-BGR,Residential,R,Reference,2080,194.82643377827972
C-EEU-BGR,Residential,R,Reference,2090,188.1659959845007
C-EEU-BGR,Residential,R,Reference,2100,182.47589120826896
C-EEU-BGR,Residential,S_r,Slow,2020,240.9498238081184
C-EEU-BGR,Residential,S_r,Slow,2025,235.4751069189164
C-EEU-BGR,Residential,S_r,Slow,2030,232.37502961973982
C-EEU-BGR,Residential,S_r,Slow,2035,229.06527734491272
C-EEU-BGR,Residential,S_r,Slow,2040,225.63218934604117
C-EEU-BGR,Residential,S_r,Slow,2045,222.16456584354273
C-EEU-BGR,Residential,S_r,Slow,2050,218.81069921466866
C-EEU-BGR,Residential,S_r,Slow,2055,215.34974786036983
C-EEU-BGR,Residential,S_r,Slow,2060,211.607044251637
C-EEU-BGR,Residential,S_r,Slow,2070,203.22082456719502
C-EEU-BGR,Residential,S_r,Slow,2080,194.82643017053582
C-EEU-BGR,Residential,S_r,Slow,2090,188.16599325325774
C-EEU-BGR,Residential,S_r,Slow,2100,182.47588676102416
C-EEU-CZE,Commercial,A_r,Circular,2020,94.28944414473
C-EEU-CZE,Commercial,A_r,Circular,2025,125.47093451776
C-EEU-CZE,Commercial,A_r,Circular,2030,139.52722007924
C-EEU-CZE,Commercial,A_r,Circular,2035,143.43472726123
C-EEU-CZE,Commercial,A_r,Circular,2040,142.68321120843
C-EEU-CZE,Commercial,A_r,Circular,2045,140.04716904855
C-EEU-CZE,Commercial,A_r,Circular,2050,136.72070098148998
C-EEU-CZE,Commercial,A_r,Circular,2055,136.51738854657
C-EEU-CZE,Commercial,A_r,Circular,2060,135.62442970846
C-EEU-CZE,Commercial,A_r,Circular,2070,131.3743989726
C-EEU-CZE,Commercial,A_r,Circular,2080,126.40275669603
C-EEU-CZE,Commercial,A_r,Circular,2090,122.68878824724
C-EEU-CZE,Commercial,A_r,Circular,2100,119.34084428712
C-EEU-CZE,Commercial,C_r,Close,2020,94.28944414473
C-EEU-CZE,Commercial,C_r,Close,2025,125.47093451776
C-EEU-CZE,Commercial,C_r,Close,2030,142.92107832873
C-EEU-CZE,Commercial,C_r,Close,2035,150.52666731985002
C-EEU-CZE,Commercial,C_r,Close,2040,153.49949069909002
C-EEU-CZE,Commercial,C_r,Close,2045,154.5531693263
C-EEU-CZE,Commercial,C_r,Close,2050,154.88653821781
C-EEU-CZE,Commercial,C_r,Close,2055,154.66063551236002
C-EEU-CZE,Commercial,C_r,Close,2060,153.66845902555002
C-EEU-CZE,Commercial,C_r,Close,2070,148.94620265244998
C-EEU-CZE,Commercial,C_r,Close,2080,143.42215567853
C-EEU-CZE,Commercial,C_r,Close,2090,139.29552406882001
C-EEU-CZE,Commercial,C_r,Close,2100,135.57558633537002
C-EEU-CZE,Commercial,N_r,Narrow,2020,94.28944414473
C-EEU-CZE,Commercial,N_r,Narrow,2025,125.47093451776
C-EEU-CZE,Commercial,N_r,Narrow,2030,139.52722007923998
C-EEU-CZE,Commercial,N_r,Narrow,2035,143.43472726119
C-EEU-CZE,Commercial,N_r,Narrow,2040,142.68321120837
C-EEU-CZE,Commercial,N_r,Narrow,2045,140.04716904853
C-EEU-CZE,Commercial,N_r,Narrow,2050,136.72070098142999
C-EEU-CZE,Commercial,N_r,Narrow,2055,136.51738854649
C-EEU-CZE,Commercial,N_r,Narrow,2060,135.62442970834002
C-EEU-CZE,Commercial,N_r,Narrow,2070,131.37439897249
C-EEU-CZE,Commercial,N_r,Narrow,2080,126.40275669595002
C-EEU-CZE,Commercial,N_r,Narrow,2090,122.68878824716
C-EEU-CZE,Commercial,N_r,Narrow,2100,119.34084428700001
C-EEU-CZE,Commercial,R,Reference,2020,94.28944414473
C-EEU-CZE,Commercial,R,Reference,2025,125.47093451776
C-EEU-CZE,Commercial,R,Reference,2030,142.92107832872998
C-EEU-CZE,Commercial,R,Reference,2035,150.52666731985
C-EEU-CZE,Commercial,R,Reference,2040,153.4994906991
C-EEU-CZE,Commercial,R,Reference,2045,154.55316932628
C-EEU-CZE,Commercial,R,Reference,2050,154.8865382178
C-EEU-CZE,Commercial,R,Reference,2055,154.66063551236002
C-EEU-CZE,Commercial,R,Reference,2060,153.66845902553
C-EEU-CZE,Commercial,R,Reference,2070,148.94620265240002
C-EEU-CZE,Commercial,R,Reference,2080,143.42215567842
C-EEU-CZE,Commercial,R,Reference,2090,139.29552406872
C-EEU-CZE,Commercial,R,Reference,2100,135.57558633523
C-EEU-CZE,Commercial,S_r,Slow,2020,94.28944414473
C-EEU-CZE,Commercial,S_r,Slow,2025,125.47093451776
C-EEU-CZE,Commercial,S_r,Slow,2030,142.92107832873
C-EEU-CZE,Commercial,S_r,Slow,2035,150.52666731985002
C-EEU-CZE,Commercial,S_r,Slow,2040,153.49949069909002
C-EEU-CZE,Commercial,S_r,Slow,2045,154.5531693263
C-EEU-CZE,Commercial,S_r,Slow,2050,154.88653821781
C-EEU-CZE,Commercial,S_r,Slow,2055,154.66063551236002
C-EEU-CZE,Commercial,S_r,Slow,2060,153.66845902555002
C-EEU-CZE,Commercial,S_r,Slow,2070,148.94620265244998
C-EEU-CZE,Commercial,S_r,Slow,2080,143.42215567853
C-EEU-CZE,Commercial,S_r,Slow,2090,139.29552406882001
C-EEU-CZE,Commercial,S_r,Slow,2100,135.57558633537002
C-EEU-CZE,Residential,A_r,Circular,2020,336.9465320662283
C-EEU-CZE,Residential,A_r,Circular,2025,360.3028506834723
C-EEU-CZE,Residential,A_r,Circular,2030,359.10884386151565
C-EEU-CZE,Residential,A_r,Circular,2035,356.1388363102911
C-EEU-CZE,Residential,A_r,Circular,2040,352.6160978536666
C-EEU-CZE,Residential,A_r,Circular,2045,349.15904189591737
C-EEU-CZE,Residential,A_r,Circular,2050,345.5190991754655
C-EEU-CZE,Residential,A_r,Circular,2055,350.7502486145636
C-EEU-CZE,Residential,A_r,Circular,2060,354.3746392564711
C-EEU-CZE,Residential,A_r,Circular,2070,354.95380388899184
C-EEU-CZE,Residential,A_r,Circular,2080,351.72135475239537
C-EEU-CZE,Residential,A_r,Circular,2090,349.21434005042636
C-EEU-CZE,Residential,A_r,Circular,2100,345.8040237754312
C-EEU-CZE,Residential,C_r,Close,2020,336.9465320662283
C-EEU-CZE,Residential,C_r,Close,2025,360.3028606332582
C-EEU-CZE,Residential,C_r,Close,2030,368.51351555010154
C-EEU-CZE,Residential,C_r,Close,2035,375.22518974203984
C-EEU-CZE,Residential,C_r,Close,2040,381.6316661574415
C-EEU-CZE,Residential,C_r,Close,2045,388.3887216093316
C-EEU-CZE,Residential,C_r,Close,2050,395.2349745142472
C-EEU-CZE,Residential,C_r,Close,2055,401.2628561959439
C-EEU-CZE,Residential,C_r,Close,2060,405.4514586870992
C-EEU-CZE,Residential,C_r,Close,2070,406.1921237466613
C-EEU-CZE,Residential,C_r,Close,2080,402.5624693916532
C-EEU-CZE,Residential,C_r,Close,2090,399.7546621082059
C-EEU-CZE,Residential,C_r,Close,2100,395.90539006056656
C-EEU-CZE,Residential,N_r,Narrow,2020,336.9465320662283
C-EEU-CZE,Residential,N_r,Narrow,2025,360.3028606332582
C-EEU-CZE,Residential,N_r,Narrow,2030,359.108854014641
C-EEU-CZE,Residential,N_r,Narrow,2035,356.13884663883965
C-EEU-CZE,Residential,N_r,Narrow,2040,352.61610462097497
C-EEU-CZE,Residential,N_r,Narrow,2045,349.1590473238147
C-EEU-CZE,Residential,N_r,Narrow,2050,345.51909609713516
C-EEU-CZE,Residential,N_r,Narrow,2055,350.7502532456634
C-EEU-CZE,Residential,N_r,Narrow,2060,354.37464398100644
C-EEU-CZE,Residential,N_r,Narrow,2070,354.95380879652373
C-EEU-CZE,Residential,N_r,Narrow,2080,351.72135982583967
C-EEU-CZE,Residential,N_r,Narrow,2090,349.21435677605956
C-EEU-CZE,Residential,N_r,Narrow,2100,345.8040408091565
C-EEU-CZE,Residential,R,Reference,2020,336.9465320662283
C-EEU-CZE,Residential,R,Reference,2025,360.3028606332582
C-EEU-CZE,Residential,R,Reference,2030,368.51351555010154
C-EEU-CZE,Residential,R,Reference,2035,375.22518974203984
C-EEU-CZE,Residential,R,Reference,2040,381.6316661574415
C-EEU-CZE,Residential,R,Reference,2045,388.3887216093316
C-EEU-CZE,Residential,R,Reference,2050,395.2349745142472
C-EEU-CZE,Residential,R,Reference,2055,401.2628561959439
C-EEU-CZE,Residential,R,Reference,2060,405.4514586870992
C-EEU-CZE,Residential,R,Reference,2070,406.1921237466613
C-EEU-CZE,Residential,R,Reference,2080,402.5624693916532
C-EEU-CZE,Residential,R,Reference,2090,399.7546621082059
C-EEU-CZE,Residential,R,Reference,2100,395.90539006056656
C-EEU-CZE,Residential,S_r,Slow,2020,336.9465320662283
C-EEU-CZE,Residential,S_r,Slow,2025,360.3028506834723
C-EEU-CZE,Residential,S_r,Slow,2030,368.5135051932006
C-EEU-CZE,Residential,S_r,Slow,2035,375.2251654424998
C-EEU-CZE,Residential,S_r,Slow,2040,381.63164101581594
C-EEU-CZE,Residential,S_r,Slow,2045,388.38870213619805
C-EEU-CZE,Residential,S_r,Slow,2050,395.2349608632248
C-EEU-CZE,Residential,S_r,Slow,2055,401.26284091650314
C-EEU-CZE,Residential,S_r,Slow,2060,405.4514352207719
C-EEU-CZE,Residential,S_r,Slow,2070,406.1920993872224
C-EEU-CZE,Residential,S_r,Slow,2080,402.5624286737695
C-EEU-CZE,Residential,S_r,Slow,2090,399.75463324249586
C-EEU-CZE,Residential,S_r,Slow,2100,395.90537031080805
C-EEU-EST,Commercial,A_r,Circular,2020,11.79109573069
C-EEU-EST,Commercial,A_r,Circular,2025,15.43022922149
C-EEU-EST,Commercial,A_r,Circular,2030,16.89051371087
C-EEU-EST,Commercial,A_r,Circular,2035,17.157689928939998
C-EEU-EST,Commercial,A_r,Circular,2040,16.903209415200003
C-EEU-EST,Commercial,A_r,Circular,2045,16.43929224564
C-EEU-EST,Commercial,A_r,Circular,2050,15.894250920000001
C-EEU-EST,Commercial,A_r,Circular,2055,15.71489400959
C-EEU-EST,Commercial,A_r,Circular,2060,15.48316126955
C-EEU-EST,Commercial,A_r,Circular,2070,14.923575089949999
C-EEU-EST,Commercial,A_r,Circular,2080,14.345126181989999
C-EEU-EST,Commercial,A_r,Circular,2090,13.80801534151
C-EEU-EST,Commercial,A_r,Circular,2100,13.29600660464
C-EEU-EST,Commercial,C_r,Close,2020,11.79109573069
C-EEU-EST,Commercial,C_r,Close,2025,15.43022922149
C-EEU-EST,Commercial,C_r,Close,2030,17.306192104770002
C-EEU-EST,Commercial,C_r,Close,2035,18.01749899223
C-EEU-EST,Commercial,C_r,Close,2040,18.20412028787
C-EEU-EST,Commercial,C_r,Close,2045,18.17120701395
C-EEU-EST,Commercial,C_r,Close,2050,18.04669297668
C-EEU-EST,Commercial,C_r,Close,2055,17.8474075207
C-EEU-EST,Commercial,C_r,Close,2060,17.58992669845
C-EEU-EST,Commercial,C_r,Close,2070,16.96816427671
C-EEU-EST,Commercial,C_r,Close,2080,16.325443267809998
C-EEU-EST,Commercial,C_r,Close,2090,15.72865344507
C-EEU-EST,Commercial,C_r,Close,2100,15.15975484855
C-EEU-EST,Commercial,N_r,Narrow,2020,11.79109573069
C-EEU-EST,Commercial,N_r,Narrow,2025,15.43022922149
C-EEU-EST,Commercial,N_r,Narrow,2030,16.89051371087
C-EEU-EST,Commercial,N_r,Narrow,2035,17.15768992892
C-EEU-EST,Commercial,N_r,Narrow,2040,16.90320941519
C-EEU-EST,Commercial,N_r,Narrow,2045,16.4392922456
C-EEU-EST,Commercial,N_r,Narrow,2050,15.89425091996
C-EEU-EST,Commercial,N_r,Narrow,2055,15.714894009579998
C-EEU-EST,Commercial,N_r,Narrow,2060,15.48316126958
C-EEU-EST,Commercial,N_r,Narrow,2070,14.92357508996
C-EEU-EST,Commercial,N_r,Narrow,2080,14.34512618199
C-EEU-EST,Commercial,N_r,Narrow,2090,13.808015341519999
C-EEU-EST,Commercial,N_r,Narrow,2100,13.296006604619999
C-EEU-EST,Commercial,R,Reference,2020,11.79109573069
C-EEU-EST,Commercial,R,Reference,2025,15.43022922149
C-EEU-EST,Commercial,R,Reference,2030,17.30619210477
C-EEU-EST,Commercial,R,Reference,2035,18.01749899223
C-EEU-EST,Commercial,R,Reference,2040,18.2041202879
C-EEU-EST,Commercial,R,Reference,2045,18.17120701398
C-EEU-EST,Commercial,R,Reference,2050,18.04669297666
C-EEU-EST,Commercial,R,Reference,2055,17.84740752065
C-EEU-EST,Commercial,R,Reference,2060,17.58992669845
C-EEU-EST,Commercial,R,Reference,2070,16.96816427667
C-EEU-EST,Commercial,R,Reference,2080,16.325443267689998
C-EEU-EST,Commercial,R,Reference,2090,15.728653444939999
C-EEU-EST,Commercial,R,Reference,2100,15.15975484838
C-EEU-EST,Commercial,S_r,Slow,2020,11.79109573069
C-EEU-EST,Commercial,S_r,Slow,2025,15.43022922149
C-EEU-EST,Commercial,S_r,Slow,2030,17.306192104770002
C-EEU-EST,Commercial,S_r,Slow,2035,18.01749899223
C-EEU-EST,Commercial,S_r,Slow,2040,18.20412028787
C-EEU-EST,Commercial,S_r,Slow,2045,18.17120701395
C-EEU-EST,Commercial,S_r,Slow,2050,18.04669297668
C-EEU-EST,Commercial,S_r,Slow,2055,17.8474075207
C-EEU-EST,Commercial,S_r,Slow,2060,17.58992669845
C-EEU-EST,Commercial,S_r,Slow,2070,16.96816427671
C-EEU-EST,Commercial,S_r,Slow,2080,16.325443267809998
C-EEU-EST,Commercial,S_r,Slow,2090,15.72865344507
C-EEU-EST,Commercial,S_r,Slow,2100,15.15975484855
C-EEU-EST,Residential,A_r,Circular,2020,40.33315457411864
C-EEU-EST,Residential,A_r,Circular,2025,42.711104848039035
C-EEU-EST,Residential,A_r,Circular,2030,42.19792715842387
C-EEU-EST,Residential,A_r,Circular,2035,41.613520329499245
C-EEU-EST,Residential,A_r,Circular,2040,41.03755307662792
C-EEU-EST,Residential,A_r,Circular,2045,40.47793841202145
C-EEU-EST,Residential,A_r,Circular,2050,39.87168025912212
C-EEU-EST,Residential,A_r,Circular,2055,40.250768871162045
C-EEU-EST,Residential,A_r,Circular,2060,40.4825596882781
C-EEU-EST,Residential,A_r,Circular,2070,40.54429621715636
C-EEU-EST,Residential,A_r,Circular,2080,40.27011326434167
C-EEU-EST,Residential,A_r,Circular,2090,39.808240562248784
C-EEU-EST,Residential,A_r,Circular,2100,39.17492048560599
C-EEU-EST,Residential,C_r,Close,2020,40.33315457411864
C-EEU-EST,Residential,C_r,Close,2025,42.71110562205592
C-EEU-EST,Residential,C_r,Close,2030,43.29916739084668
C-EEU-EST,Residential,C_r,Close,2035,43.83610027502576
C-EEU-EST,Residential,C_r,Close,2040,44.403321605663855
C-EEU-EST,Residential,C_r,Close,2045,45.011526406450635
C-EEU-EST,Residential,C_r,Close,2050,45.591508454169876
C-EEU-EST,Residential,C_r,Close,2055,46.03107164357651
C-EEU-EST,Residential,C_r,Close,2060,46.302028954560875
C-EEU-EST,Residential,C_r,Close,2070,46.383648790161644
C-EEU-EST,Residential,C_r,Close,2080,46.079951241969184
C-EEU-EST,Residential,C_r,Close,2090,45.56036853103957
C-EEU-EST,Residential,C_r,Close,2100,44.84345118791497
C-EEU-EST,Residential,N_r,Narrow,2020,40.33315457411864
C-EEU-EST,Residential,N_r,Narrow,2025,42.71110562205592
C-EEU-EST,Residential,N_r,Narrow,2030,42.19792796665865
C-EEU-EST,Residential,N_r,Narrow,2035,41.61352116922192
C-EEU-EST,Residential,N_r,Narrow,2040,41.03755413347621
C-EEU-EST,Residential,N_r,Narrow,2045,40.47793949537974
C-EEU-EST,Residential,N_r,Narrow,2050,39.871681354307746
C-EEU-EST,Residential,N_r,Narrow,2055,40.25076944599801
C-EEU-EST,Residential,N_r,Narrow,2060,40.48255904844299
C-EEU-EST,Residential,N_r,Narrow,2070,40.54429553981204
C-EEU-EST,Residential,N_r,Narrow,2080,40.270112981490676
C-EEU-EST,Residential,N_r,Narrow,2090,39.80824027733354
C-EEU-EST,Residential,N_r,Narrow,2100,39.17492021388969
C-EEU-EST,Residential,R,Reference,2020,40.33315457411864
C-EEU-EST,Residential,R,Reference,2025,42.71110562205592
C-EEU-EST,Residential,R,Reference,2030,43.29916739084668
C-EEU-EST,Residential,R,Reference,2035,43.83610027502576
C-EEU-EST,Residential,R,Reference,2040,44.403321605663855
C-EEU-EST,Residential,R,Reference,2045,45.011526406450635
C-EEU-EST,Residential,R,Reference,2050,45.591508454169876
C-EEU-EST,Residential,R,Reference,2055,46.03107164357651
C-EEU-EST,Residential,R,Reference,2060,46.302028954560875
C-EEU-EST,Residential,R,Reference,2070,46.383648790161644
C-EEU-EST,Residential,R,Reference,2080,46.079951241969184
C-EEU-EST,Residential,R,Reference,2090,45.56036853103957
C-EEU-EST,Residential,R,Reference,2100,44.84345118791497
C-EEU-EST,Residential,S_r,Slow,2020,40.33315457411864
C-EEU-EST,Residential,S_r,Slow,2025,42.711104848039035
C-EEU-EST,Residential,S_r,Slow,2030,43.29916657620189
C-EEU-EST,Residential,S_r,Slow,2035,43.836099432635436
C-EEU-EST,Residential,S_r,Slow,2040,44.40332000886591
C-EEU-EST,Residential,S_r,Slow,2045,45.01152474265348
C-EEU-EST,Residential,S_r,Slow,2050,45.59150542247847
C-EEU-EST,Residential,S_r,Slow,2055,46.03106853694819
C-EEU-EST,Residential,S_r,Slow,2060,46.30202574084397
C-EEU-EST,Residential,S_r,Slow,2070,46.38364663814256
C-EEU-EST,Residential,S_r,Slow,2080,46.07994793886643
C-EEU-EST,Residential,S_r,Slow,2090,45.56036610032891
C-EEU-EST,Residential,S_r,Slow,2100,44.84344953492729
C-EEU-HUN,Commercial,A_r,Circular,2020,87.0857817586
C-EEU-HUN,Commercial,A_r,Circular,2025,109.4299740969
C-EEU-HUN,Commercial,A_r,Circular,2030,120.99469303270999
C-EEU-HUN,Commercial,A_r,Circular,2035,123.46994375858
C-EEU-HUN,Commercial,A_r,Circular,2040,121.4744986881
C-EEU-HUN,Commercial,A_r,Circular,2045,117.44709106238
C-EEU-HUN,Commercial,A_r,Circular,2050,112.74635335341999
C-EEU-HUN,Commercial,A_r,Circular,2055,110.7786034705
C-EEU-HUN,Commercial,A_r,Circular,2060,108.468447582
C-EEU-HUN,Commercial,A_r,Circular,2070,102.45679090863999
C-EEU-HUN,Commercial,A_r,Circular,2080,96.07359850911
C-EEU-HUN,Commercial,A_r,Circular,2090,90.22717322874999
C-EEU-HUN,Commercial,A_r,Circular,2100,84.34598533890998
C-EEU-HUN,Commercial,C_r,Close,2020,87.0857817586
C-EEU-HUN,Commercial,C_r,Close,2025,109.4299740969
C-EEU-HUN,Commercial,C_r,Close,2030,123.97734088944
C-EEU-HUN,Commercial,C_r,Close,2035,129.66265191303
C-EEU-HUN,Commercial,C_r,Close,2040,130.83383170749
C-EEU-HUN,Commercial,C_r,Close,2045,129.84727741115
C-EEU-HUN,Commercial,C_r,Close,2050,128.06873172030998
C-EEU-HUN,Commercial,C_r,Close,2055,125.88234296156
C-EEU-HUN,Commercial,C_r,Close,2060,123.31550308547999
C-EEU-HUN,Commercial,C_r,Close,2070,116.63588455952
C-EEU-HUN,Commercial,C_r,Close,2080,109.54344856009
C-EEU-HUN,Commercial,C_r,Close,2090,103.04742047079
C-EEU-HUN,Commercial,C_r,Close,2100,96.51276725971
C-EEU-HUN,Commercial,N_r,Narrow,2020,87.0857817586
C-EEU-HUN,Commercial,N_r,Narrow,2025,109.4299740969
C-EEU-HUN,Commercial,N_r,Narrow,2030,120.99469303271
C-EEU-HUN,Commercial,N_r,Narrow,2035,123.46994375859
C-EEU-HUN,Commercial,N_r,Narrow,2040,121.47449868815
C-EEU-HUN,Commercial,N_r,Narrow,2045,117.44709106236
C-EEU-HUN,Commercial,N_r,Narrow,2050,112.74635335346001
C-EEU-HUN,Commercial,N_r,Narrow,2055,110.7786034706
C-EEU-HUN,Commercial,N_r,Narrow,2060,108.46844758217
C-EEU-HUN,Commercial,N_r,Narrow,2070,102.45679090885
C-EEU-HUN,Commercial,N_r,Narrow,2080,96.07359850943
C-EEU-HUN,Commercial,N_r,Narrow,2090,90.22717322904
C-EEU-HUN,Commercial,N_r,Narrow,2100,84.34598533913
