country,sector,scenario,material,year,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
CZE,Commercial,A_r,concrete,2035,147.5744622550653,1.6941283048077205,0.7496337594673357
CZE,Commercial,A_r,concrete,2040,142.77323904341202,0.9453605300867736,0.7867191620399695
CZE,Commercial,A_r,concrete,2045,136.82305750722455,0.6497781526576998,0.823343072751599
CZE,Commercial,A_r,concrete,2050,132.21706184606663,0.5524605186938019,0.866091589235838
CZE,Commercial,A_r,concrete,2055,132.02044661085415,1.0682424197782177,0.910577025622324
CZE,Commercial,A_r,concrete,2060,131.15690222381676,0.9801528770159759,0.9501615663452972
CZE,Commercial,A_r,concrete,2070,127.04686934205907,0.8149181079968096,1.0149290190030125
CZE,Commercial,A_r,concrete,2080,122.23899511643782,0.7365190339144446,1.0174545358712865
CZE,Commercial,A_r,concrete,2090,118.64736639772252,0.7868620632132121,0.9734039657147544
CZE,Commercial,A_r,concrete,2100,115.40970516241126,0.7381112633015439,0.9009200982082315
CZE,Commercial,A_r,copper,2025,0.02294806867673825,0.0012575671019600752,1.1697627863746382e-4
CZE,Commercial,A_r,copper,2030,0.025518899982366495,6.38136747962809e-4,1.2397048683716148e-4
CZE,Commercial,A_r,copper,2035,0.02623356544263261,3.011566166209371e-4,1.3325860034647086e-4
CZE,Commercial,A_r,copper,2040,0.026096116542155323,1.727931560059158e-4,1.4379666018713314e-4
CZE,Commercial,A_r,copper,2045,0.02561399630648319,1.2164188920664202e-4,1.541341555191782e-4
CZE,Commercial,A_r,copper,2050,0.02500560028275656,1.0448429808964602e-4,1.6379988926015502e-4
CZE,Commercial,A_r,copper,2055,0.024968415354332224,2.0203173918021425e-4,1.7221321372186147e-4
CZE,Commercial,A_r,copper,2060,0.024805097205621466,1.8537177211811197e-4,1.796996544948956e-4
CZE,Commercial,A_r,copper,2070,0.02402778573042114,1.5412168586436263e-4,1.9194882271780428e-4
CZE,Commercial,A_r,copper,2080,0.02311849475528495,1.3929443224316022e-4,1.9242646202118665e-4
CZE,Commercial,A_r,copper,2090,0.02243922665742912,1.4881557611136768e-4,1.8409538179461042e-4
CZE,Commercial,A_r,copper,2100,0.021826902789610712,1.3959556320959038e-4,1.7038684378514686e-4
CZE,Commercial,A_r,glass,2025,0.32246030171064316,0.01767100634183139,0.0016437202900939799
CZE,Commercial,A_r,glass,2030,0.35485567206536883,0.008873675774599412,0.0017238842760961463
CZE,Commercial,A_r,glass,2035,0.35565156989440116,0.00408281610517421,0.001806602709753387
CZE,Commercial,A_r,glass,2040,0.3429339615438579,0.0022707072686869744,0.0018896588791320844
CZE,Commercial,A_r,glass,2045,0.32767228274362575,0.0015561287288660464,0.001971792686444113
CZE,Commercial,A_r,glass,2050,0.3162349813701863,0.001321367601106584,0.0020715061563366475
CZE,Commercial,A_r,glass,2055,0.3157647197082163,0.002555007780393034,0.002177905821784542
CZE,Commercial,A_r,glass,2060,0.31369930591566786,0.002344316402704136,0.0022725835912289338
CZE,Commercial,A_r,glass,2070,0.3038689848236237,0.00194911011561149,0.0024274935090461427
CZE,Commercial,A_r,glass,2080,0.29236957623791726,0.001761596269926868,0.0024335340061547427
CZE,Commercial,A_r,glass,2090,0.283779167215866,0.001882006046926378,0.002328174447877644
CZE,Commercial,A_r,glass,2100,0.27603537283610846,0.00176540454265307,0.0021548085133263847
CZE,Commercial,A_r,steel,2025,5.89713392233472,0.32316626383894,0.030060254332458
CZE,Commercial,A_r,steel,2030,6.4963985290670205,0.16245177627851481,0.03155942022944404
CZE,Commercial,A_r,steel,2035,6.527863609774928,0.07493870106150036,0.033159578319368915
CZE,Commercial,A_r,steel,2040,6.315010537545455,0.041814290614099525,0.034797416039995484
CZE,Commercial,A_r,steel,2045,6.051426970814321,0.028738467840707962,0.03641491841694209
CZE,Commercial,A_r,steel,2050,5.847544380978328,0.02443358940740536,0.03830450423973991
CZE,Commercial,A_r,steel,2055,5.838848708136799,0.04724499903476444,0.04027195503576518
CZE,Commercial,A_r,steel,2060,5.800656858630835,0.0433490758943606,0.04202265464628686
CZE,Commercial,A_r,steel,2070,5.618883044058102,0.03604126227613639,0.04488711516727346
CZE,Commercial,A_r,steel,2080,5.406245903889204,0.03257391805653804,0.04499881082716747
CZE,Commercial,A_r,steel,2090,5.247399473334455,0.0348004317453702,0.04305059279538563
CZE,Commercial,A_r,steel,2100,5.104207910160123,0.03264433734944746,0.039844859539545974
CZE,Commercial,A_r,wood,2025,3.2202758650254744,0.17647293304456246,0.016415145526323248
CZE,Commercial,A_r,wood,2030,3.7215525277231296,0.09306276638315239,0.018079254159493734
CZE,Commercial,A_r,wood,2035,4.170233691288547,0.04787353330729969,0.02118352939992281
CZE,Commercial,A_r,wood,2040,4.557357054251233,0.03017614161776938,0.025112269966413636
CZE,Commercial,A_r,wood,2045,4.809483462332678,0.022840428626054288,0.028941429641826947
CZE,Commercial,A_r,wood,2050,4.832934787323874,0.020194108250014,0.031658275506831035
CZE,Commercial,A_r,wood,2055,4.8257479039012,0.039047501735077844,0.03328435318576055
CZE,Commercial,A_r,wood,2060,4.794182736363517,0.03582756166326814,0.034731288257748676
CZE,Commercial,A_r,wood,2070,4.643948563754101,0.029787729495481148,0.03709873517167461
CZE,Commercial,A_r,wood,2080,4.468206172615994,0.02692200545702252,0.03719105047620667
CZE,Commercial,A_r,wood,2090,4.336921245122749,0.028762195930174518,0.03558086847746572
CZE,Commercial,A_r,wood,2100,4.218574903166345,0.02698020627230967,0.032931363187445786
EST,Commercial,A_r,aluminum,2025,0.00756081231853008,3.9935062723528e-4,4.271554513688e-5
EST,Commercial,A_r,aluminum,2030,0.00827635171832629,1.877087036937e-4,4.460082373446e-5
EST,Commercial,A_r,aluminum,2035,0.00840726806518059,8.644915811406e-5,4.705168867756e-5
EST,Commercial,A_r,aluminum,2040,0.00828257261344799,4.9426091986179996e-5,4.958607593366e-5
EST,Commercial,A_r,aluminum,2045,0.00805525320036359,3.403860243714e-5,5.188298449278e-5
EST,Commercial,A_r,aluminum,2050,0.0077881829508,2.778202099372e-5,5.3900402769219996e-5
EST,Commercial,A_r,aluminum,2055,0.0077002980646991,5.596999231096e-5,5.551038628674e-5
EST,Commercial,A_r,aluminum,2060,0.0075867490220795,5.218664624908e-5,5.6902383759059996e-5
EST,Commercial,A_r,aluminum,2070,0.0073125517940755,4.907858962216e-5,5.951914812466e-5
EST,Commercial,A_r,aluminum,2080,0.00702911182917509,4.578006257174e-5,5.824433663664e-5
EST,Commercial,A_r,aluminum,2090,0.00676592751733989,4.311704677196e-5,5.473978197191e-5
EST,Commercial,A_r,aluminum,2100,0.00651504323627359,3.870393215409e-5,5.003124361592e-5
EST,Commercial,A_r,brick,2025,2.2908981326485556,0.12100176114187594,0.012942651988505891
EST,Commercial,A_r,brick,2030,2.4921634807161053,0.05652258293012725,0.013430137807550218
EST,Commercial,A_r,brick,2035,2.4939406680037695,0.0256443674049438,0.01395746144662732
