R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP3,2025,0.08051981060117494,5.417236517725762,59.70352162009388,1.2755366655964948,0.7934010697661175,0.48213559583037724,2509.6924804733717,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP3,2030,0.07729342781302424,5.619859340006971,61.32181935847307,1.6628099283285511,1.0735047381232208,0.5893051902053302,2495.30260325156,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP3,2035,0.07456327218838026,5.822012802346756,63.064421608361,1.9933590660328009,1.3106073880238036,0.6827516780089973,2501.589288976601,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP3,2040,0.07227299579750937,6.026266376190492,64.94333437294456,2.1730688145306876,1.4200368324009371,0.7530319821297506,2536.2122877310585,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP3,2045,0.070367990250265,6.234296678638763,66.96432913912416,2.189910898852109,1.3956929474847184,0.7942179513673904,2601.9931973332355,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP3,2050,0.06879682381382715,6.44683420609786,69.12577066047673,2.3068975837137073,1.4348095300720032,0.872088053641704,2700.554747333309,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP3,2025,0.04470760815229597,3.007852177829567,17.679800837114772,0.7082256321533194,0.4405259289694934,0.2676997031838259,557.3900243140388,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP3,2030,0.042916199842497574,3.120355939018162,18.159021792144966,0.923254219298044,0.596049952940075,0.3272042663579689,554.1941053561678,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP3,2035,0.04140031539456182,3.2325990949708383,18.675052616936156,1.1067874555102135,0.7276982066594861,0.3790892488507272,555.5903464360094,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP3,2040,0.04012866832999967,3.346008311075614,19.23144866424974,1.206569014320559,0.7884575159826621,0.4181114983378967,563.2799393916184,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP3,2045,0.03907093807482654,3.4615145125112305,19.829918974169484,1.2159203773034406,0.7749408874443452,0.44097948985909535,577.8895473806757,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP3,2050,0.0381985677169755,3.5795232856493464,20.46997919810857,1.2808757495255818,0.7966598709521817,0.48421587857340004,599.7795696086362,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP3,2025,0.02718659393284313,1.8284984621270106,8.04668116553534,0.43056518762713647,0.26783889045701764,0.16272629717011883,174.73382811142366,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP3,2030,0.026091836265486466,1.8963134212873738,8.255139033468337,0.5610555179235349,0.3622488987622518,0.1988066191612831,173.7062777316097,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP3,2035,0.02516075776602719,1.963481110174833,8.472440604945398,0.6720744598214143,0.4419326504141131,0.2301418094073012,174.09706794182227,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP3,2040,0.024378052102266536,2.0313284327899357,8.707344933008589,0.7321202164335521,0.478481260052372,0.25363895638118006,176.45541995009825,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP3,2045,0.023724720420860098,2.1003536722697675,8.959559077056165,0.7372701756123407,0.4699366717797452,0.26733350383259546,180.97299358673712,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP3,2050,0.02318453085891785,2.1709460218741223,9.231185420257058,0.776132270379424,0.48276574350467755,0.2933665268747465,187.7666686591105,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP3,2025,1.79149241108775e-5,0.0012052831741926713,0.00708445202789679,2.8379228140012797e-4,1.7652237295189227e-4,1.0726990844823571e-4,0.14890242584122612,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP3,2030,1.713709973062305e-5,0.0012429279364552805,0.00713934984364413,3.6630259187347763e-4,2.3654747179777767e-4,1.297551200757e-4,0.14768004072320917,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP3,2035,1.650980200077414e-5,0.001285413842785833,0.007286177071006645,4.381712078715267e-4,2.88190087776205e-4,1.4998112009532172e-4,0.14791186842388196,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP3,2040,1.5982498593201303e-5,0.0013286164474927325,0.007453776439845522,4.769967388082859e-4,3.1182419927296655e-4,1.651725395353193e-4,0.1498244607760019,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP3,2045,1.554255223235091e-5,0.0013728507804958128,0.0076417283645779975,4.802931483165316e-4,3.0621001934916925e-4,1.7408312896736232e-4,0.15357945200462683,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP3,2050,1.517811038929848e-5,0.001418231941571967,0.007848808864684798,5.055261611999727e-4,3.145115535165966e-4,1.910146076833761e-4,0.15926740802268297,0
