Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Copper,kt/yr,31.645,33.023,33.768,33.908,33.487,32.566,31.214,29.509,27.532,12.682,11.541,10.378,9.225
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Glass,kt/yr,21198.587,26848.716,32663.179,38296.505,43622.351,48359.118,52252.498,55179.759,57107.534,58566.137,57940.992,56277.842,54256.84
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Glass,kt/yr,6986.943,7732.281,7956.49,7747.898,7370.687,6640.238,5591.343,4384.172,3191.55,1479.306,441.664,82.362,19.02
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Glass,kt/yr,906.16,952.126,979.135,987.906,979.672,956.118,919.286,871.459,815.044,376.231,343.02,308.967,275.03
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Steel,kt/yr,453917.827,575823.844,701529.85,823577.181,939196.465,1042267.32,1127244.279,1191414.315,1234001.029,1267233.077,1255123.516,1220263.694,1177404.749
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Steel,kt/yr,150151.219,166503.367,171671.925,167497.784,159633.91,144094.75,121613.638,95638.26,69758.833,32376.834,9666.479,1802.62,416.287
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Steel,kt/yr,19200.653,20216.148,20824.717,21040.987,20890.768,20409.725,19641.287,18634.216,17440.091,8055.431,7348.327,6621.956,5896.975
MESSAGEix-buildings,SSP2_2C,LAM,Material Stock|Commercial|Wood,kt/yr,188054.714,238746.784,291070.304,341922.756,390143.807,433179.411,468711.789,495599.681,513508.84,527682.976,522925.482,508636.273,490964.689
MESSAGEix-buildings,SSP2_2C,LAM,Material Demand|Commercial|Wood,kt/yr,62316.718,69171.05,71387.06,69717.161,66502.55,60085.456,50767.336,39980.194,29188.994,13555.931,4047.28,754.743,174.296
MESSAGEix-buildings,SSP2_2C,LAM,Total Scrap|Commercial|Wood,kt/yr,7913.504,8340.566,8598.835,8694.219,8637.288,8442.731,8128.483,7714.724,7222.826,3337.17,3045.04,2744.675,2444.669
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Aluminium,kt/yr,5758.702,7463.389,9426.571,11466.878,13488.908,15369.621,17040.045,18518.658,19813.093,21804.584,22905.926,23252.36,23102.57
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Aluminium,kt/yr,1897.67,2291.667,2614.345,2713.946,2693.855,2521.293,2261.661,2020.527,1785.569,1316.644,832.95,437.538,157.538
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Aluminium,kt/yr,228.087,246.043,258.526,265.578,267.42,264.437,257.152,246.191,232.246,108.018,99.137,89.817,80.365
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Cement,kt/yr,539397.896,696667.724,877129.302,1063850.371,1248055.064,1418512.961,1569059.235,1701593.313,1816972.504,1992699.46,2087191.319,2113372.49,2095111.455
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Cement,kt/yr,176177.792,212011.256,240984.284,249130.09,246257.688,229458.275,204859.976,182198.855,160289.353,117011.076,73580.742,38651.036,13916.513
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Cement,kt/yr,21631.259,23287.463,24430.391,25064.807,25212.056,24908.797,24204.447,23157.962,21834.323,10150.513,9312.397,8434.368,7545.016
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Concrete,kt/yr,3595985.975,4644451.492,5847528.677,7092335.804,8320367.092,9456753.076,10460394.9,11343955.417,12113150.027,13284663.066,13914608.795,14089149.936,13967409.697
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Concrete,kt/yr,1174518.61,1413408.371,1606561.895,1660867.268,1641717.923,1529721.83,1365733.17,1214659.032,1068595.685,780073.838,490538.282,257673.571,92776.754
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Concrete,kt/yr,144208.392,155249.751,162869.272,167098.716,168080.376,166058.649,161362.981,154386.411,145562.154,67670.084,62082.647,56229.117,50300.103
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Copper,kt/yr,458.901,589.033,737.338,889.495,1038.284,1174.598,1293.645,1397.298,1486.503,1619.503,1686.662,1699.367,1677.372
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Copper,kt/yr,147.488,176.339,199.079,204.202,200.246,184.983,163.629,144.235,125.745,89.909,55.823,29.323,10.558
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Copper,kt/yr,18.811,20.181,21.113,21.613,21.7,21.405,20.772,19.852,18.699,8.686,7.963,7.208,6.446
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Glass,kt/yr,15093.206,19514.581,24593.7,29856.286,35055.397,39874.25,44137.794,47897.725,51176.803,56187.134,58905.906,59692.55,59218.06
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Glass,kt/yr,4943.276,5955.188,6776.688,7014.826,6942.994,6478.405,5792.515,5159.068,4545.158,3328.607,2097.183,1101.624,396.646
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Glass,kt/yr,602.973,649.538,681.745,699.723,704.061,695.781,676.262,647.151,610.264,283.744,260.346,235.822,210.971
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Steel,kt/yr,537072.466,693009.129,871759.22,1056478.789,1238473.462,1406641.48,1554925.211,1685261.867,1798543.885,1970565.485,2062286.381,2086645.288,2067309.227
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Steel,kt/yr,174989.976,210376.912,238883.859,246671.787,243541.628,226641.177,202072.717,179488.851,157700.601,114784.609,72053.022,37848.543,13627.571
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Steel,kt/yr,21610.851,23252.916,24383.75,25008.305,25148.02,24839.556,24132.24,23084.863,21762.18,10115.707,9279.499,8403.866,7517.252
MESSAGEix-buildings,SSP2_2C,MEA,Material Stock|Commercial|Wood,kt/yr,126986.766,164783.46,208367.9,253735.801,298769.695,340731.155,378073.874,411190.866,440238.232,485080.752,510110.52,518287.752,515347.742
MESSAGEix-buildings,SSP2_2C,MEA,Material Demand|Commercial|Wood,kt/yr,41980.833,50760.874,57983.682,60281.589,59923.571,56172.929,50471.689,45160.814,39971.244,29575.564,18748.522,9848.362,3545.956
MESSAGEix-buildings,SSP2_2C,MEA,Total Scrap|Commercial|Wood,kt/yr,5006.689,5404.841,5682.355,5840.107,5882.899,5819.176,5660.426,5420.424,5114.405,2379.117,2183.815,1978.742,1770.659
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Aluminium,kt/yr,24852.51,25938.203,26900.385,27770.283,28566.221,29294.01,29982.692,30665.217,31350.851,32555.202,33398.337,33839.907,33927.052
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Aluminium,kt/yr,2440.509,2268.21,2253.806,2278.116,2318.427,2351.939,2399.176,2458.824,2498.412,1611.095,1376.737,1101.791,838.757
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Aluminium,kt/yr,838.686,965.378,1099.188,1234.239,1363.3,1478.592,1572.759,1639.793,1675.652,839.193,823.927,792.61,746.315
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Cement,kt/yr,1003449.543,1049122.941,1089814.879,1126758.701,1160675.091,1191783.107,1221252.421,1250419.731,1279661.826,1331166.579,1367657.973,1387442.6,1392432.229
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Cement,kt/yr,99877.148,93026.631,92501.14,93510.457,95145.796,96490.317,98388.432,100799.978,102412.138,66430.42,56767.148,45430.237,34584.545
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Cement,kt/yr,33060.738,38218.554,43670.813,49177.871,54446.128,59160.698,63025.254,65799.206,67321.624,33757.774,33187.282,31971.083,30148.974
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Concrete,kt/yr,6689663.622,6994152.937,7265432.529,7511724.674,7737833.937,7945220.71,8141682.809,8336131.542,8531078.841,8874443.859,9117719.819,9249617.334,9282881.527
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Concrete,kt/yr,665847.652,620177.539,616674.265,623403.048,634305.304,643268.78,655922.88,671999.851,682747.586,442869.468,378447.651,302868.244,230563.632
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Concrete,kt/yr,220404.923,254790.36,291138.754,327852.474,362974.189,394404.652,420168.362,438661.371,448810.827,225051.825,221248.547,213140.554,200993.159
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Copper,kt/yr,1300.681,1344.202,1381.218,1413.564,1442.339,1467.957,1491.961,1516.029,1540.627,1582.826,1609.224,1618.176,1612.087
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Copper,kt/yr,118.035,108.248,107.088,108.16,110.213,112.029,114.568,117.666,119.639,74.324,63.512,50.828,38.694
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Copper,kt/yr,49.701,56.024,62.669,69.344,75.684,81.287,85.763,88.784,90.121,44.83,43.698,41.71,38.946
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Glass,kt/yr,43119.557,44894.844,46455.511,47857.366,49133.333,50294.408,51391.153,52480.37,53577.975,55497.74,56816.094,57466.825,57531.217
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Glass,kt/yr,4155.335,3850.121,3821.82,3862.361,3931.842,3990.494,4072.99,4176.29,4244.168,2713.814,2319.05,1855.915,1412.847
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Glass,kt/yr,1502.473,1719.777,1949.02,2180.135,2400.682,2597.203,2756.897,2869.229,2927.042,1463.43,1434.232,1377.051,1293.947
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Steel,kt/yr,657484.563,687354.22,713959.735,738110.072,760278.034,780607.632,799865.353,818926.842,838038.897,871697.31,895531.832,908434.883,911658.838
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Steel,kt/yr,65400.65,60908.746,60562.702,61223.175,62294.449,63175.677,64419.65,65999.655,67055.558,43484.248,37158.831,29737.877,22638.468
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Steel,kt/yr,21686.943,25065.158,28636.084,32242.77,35692.895,38780.16,41310.384,43125.868,44121.093,22122.79,21747.574,20949.203,19753.859
MESSAGEix-buildings,SSP2_2C,NAM,Material Stock|Commercial|Wood,kt/yr,391367.246,409273.515,425237.184,439737.892,453055.757,465275.432,476852.969,488310.022,499793.685,520026.776,534382.704,542197.761,544218.008
MESSAGEix-buildings,SSP2_2C,NAM,Material Demand|Commercial|Wood,kt/yr,39021.776,36355.284,36153.159,36548.215,37186.424,37710.384,38450.229,39390.947,40020.416,25978.933,22199.919,17766.395,13524.972
MESSAGEix-buildings,SSP2_2C,NAM,Total Scrap|Commercial|Wood,kt/yr,12853.957,14867.761,16996.757,19147.365,21204.987,23046.773,24557.185,25642.483,26240.021,13159.933,12939.744,12467.833,11759.547
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Aluminium,kt/yr,5950.942,6484.36,6836.93,7023.144,7114.643,7153.969,7146.741,7110.404,7050.306,6849.952,6586.197,6270.105,5915.801
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Aluminium,kt/yr,997.829,893.466,680.782,499.373,406.238,348.973,292.918,251.234,213.816,94.933,68.013,39.525,8.07
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Aluminium,kt/yr,246.55,253.365,257.698,259.633,259.288,256.808,252.369,246.164,238.407,114.66,109.566,104.036,98.181
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Cement,kt/yr,430800.088,470636.6,497471.99,512243.869,520090.212,524076.088,524587.527,522886.438,519358.918,506163.764,487956.588,465574.332,440086.872
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Cement,kt/yr,73303.205,66019.773,50761.89,37493.868,30516.546,26225.514,22024.327,18899.796,16084.889,7141.632,5116.498,2973.367,607.11
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Cement,kt/yr,17690.356,18215.959,18559.421,18726.581,18725.657,18567.157,18263.606,17829.184,17279.336,8315.177,7949.484,7550.972,7127.861
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Concrete,kt/yr,2872000.587,3137577.334,3316479.936,3414959.126,3467268.082,3493840.59,3497250.177,3485909.584,3462392.787,3374425.091,3253043.918,3103828.88,2933912.482
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Concrete,kt/yr,488688.034,440131.821,338412.597,249959.12,203443.643,174836.76,146828.849,125998.642,107232.593,47610.882,34109.989,19822.445,4047.397
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Concrete,kt/yr,117935.708,121439.724,123729.476,124843.875,124837.714,123781.05,121757.371,118861.225,115195.572,55434.515,52996.559,50339.813,47519.076
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Copper,kt/yr,228.742,247.337,258.837,263.976,265.581,265.312,263.417,260.567,256.971,247.223,235.699,222.767,208.896
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Copper,kt/yr,36.684,32.248,23.856,17.095,13.882,11.909,9.978,8.543,7.271,3.228,2.313,1.344,0.274
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Copper,kt/yr,9.724,9.935,10.055,10.087,10.036,9.908,9.71,9.448,9.132,4.384,4.184,3.968,3.742
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Glass,kt/yr,17978.363,19564.371,20602.125,21137.733,21388.633,21483.663,21440.227,21311.047,21112.3,20479.688,19664.348,18698.96,17625.209
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Glass,kt/yr,2992.231,2671.271,2025.835,1480.609,1204.147,1034.183,867.827,744.127,633.298,281.182,201.448,117.068,23.903
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Glass,kt/yr,748.148,768.062,780.53,785.813,784.266,776.337,762.551,743.499,719.819,346.092,330.638,313.893,296.19
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Steel,kt/yr,295106.207,323360.085,342779.687,353919.226,360260.214,363890.619,365058.532,364627.65,362861.653,354856.943,343085.26,328148.277,310816.311
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Steel,kt/yr,51058.351,46283.669,35941.363,26745.467,21780.108,18725.68,15734.571,13509.716,11497.599,5104.892,3657.311,2125.385,433.966
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Steel,kt/yr,11993.471,12379.015,12637.841,12773.721,12792.119,12700.133,12506.304,12220.363,11852.96,5707.684,5459.599,5188.057,4898.79
MESSAGEix-buildings,SSP2_2C,PAO,Material Stock|Commercial|Wood,kt/yr,161100.254,176731.809,187556.109,193856.761,197526.148,199701.595,200515.022,200437.767,199613.602,195466.239,189190.698,181121.534,171687.318
MESSAGEix-buildings,SSP2_2C,PAO,Material Demand|Commercial|Wood,kt/yr,28054.66,25494.294,19871.948,14828.827,12078.251,10386.086,8728.87,7496.134,6379.671,2832.551,2029.332,1179.312,240.795
MESSAGEix-buildings,SSP2_2C,PAO,Total Scrap|Commercial|Wood,kt/yr,6520.473,6736.428,6882.788,6961.562,6975.7,6929.053,6826.275,6672.683,6474.106,3118.361,2983.451,2835.525,2677.735
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Aluminium,kt/yr,3570.145,4887.724,6309.662,7808.015,9317.291,10662.52,11764.704,12638.115,13305.673,14060.096,14146.951,13822.053,13305.083
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Aluminium,kt/yr,1537.048,1795.61,1914.875,1993.973,1990.523,1773.99,1462.754,1169.18,906.813,575.153,267.971,87.342,29.755
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Aluminium,kt/yr,212.14,214.515,208.955,196.948,180.16,160.293,138.949,117.515,97.093,39.233,31.057,24.122,18.422
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Cement,kt/yr,354086.124,482887.949,621109.851,766006.912,911204.14,1039727.15,1144113.208,1225993.127,1287780.823,1355233.243,1358843.294,1323671.117,1270892.41
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Cement,kt/yr,151441.241,175997.264,186669.401,193394.176,192089.33,170111.568,139205.737,110319.773,84723.041,53314.267,24839.837,8096.249,2758.15
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Cement,kt/yr,21241.607,21435.073,20846.717,19625.017,17935.215,15945.927,13815.335,11680.174,9648.72,3898.99,3087.286,2399.191,1833.953
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Concrete,kt/yr,2360574.158,3219252.992,4140732.343,5106712.749,6074694.264,6931514.332,7627421.384,8173287.511,8585205.484,9034888.29,9058955.292,8824474.112,8472616.064
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Concrete,kt/yr,1009608.271,1173315.091,1244462.675,1289294.505,1280595.534,1134077.117,928038.248,735465.151,564820.272,355428.448,165598.912,53974.994,18387.667
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Concrete,kt/yr,141610.71,142900.489,138978.11,130833.448,119568.1,106306.177,92102.236,77867.829,64324.8,25993.266,20581.909,15994.609,12226.355
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Copper,kt/yr,382.256,516.435,658.369,805.162,950.246,1076.28,1176.174,1252.248,1307.473,1361.153,1352.056,1306.429,1245.541
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Copper,kt/yr,160.886,184.57,193.088,197.439,193.531,168.501,135.039,104.454,77.924,47.873,22.304,7.27,2.477
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Copper,kt/yr,23.455,23.555,22.824,21.424,19.536,17.339,15.004,12.674,10.466,4.23,3.351,2.608,1.998
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Glass,kt/yr,9232.605,12616.779,16259.342,20088.358,23935.948,27354.312,30143.755,32343.843,34015.589,35875.529,36038.333,35161.707,33806.194
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Glass,kt/yr,3962.511,4617.727,4911.87,5102.586,5081.774,4515.606,3710.268,2953.917,2280.666,1441.318,671.53,218.877,74.565
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Glass,kt/yr,551.097,556.719,541.884,510.453,466.732,415.121,359.755,304.21,251.323,101.556,80.403,62.465,47.725
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Steel,kt/yr,220655.313,301987.956,389720.407,482126.941,575166.321,658044.814,725900.082,779625.726,820646.039,866875.776,871973.792,851734.111,819701.134
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Steel,kt/yr,94944.202,110866.044,118174.898,123003.133,122737.936,109327.884,90089.681,71957.589,55764.72,35346.423,16468.376,5367.671,1828.605
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Steel,kt/yr,13122.365,13266.871,12921.224,12177.486,11138.527,9909.607,8589.682,7264.448,6001.902,2425.264,1919.906,1491.249,1138.959
MESSAGEix-buildings,SSP2_2C,PAS,Material Stock|Commercial|Wood,kt/yr,93757.832,129098.273,167545.808,208356.051,249761.659,287018.248,317904.674,342710.802,361983.246,384699.037,388951.134,381580.383,368597.009
MESSAGEix-buildings,SSP2_2C,PAS,Material Demand|Commercial|Wood,kt/yr,40760.396,47979.218,51566.897,54085.352,54373.94,48885.221,40726.413,32925.841,25868.318,16573.391,7721.767,2516.818,857.405
MESSAGEix-buildings,SSP2_2C,PAS,Total Scrap|Commercial|Wood,kt/yr,5491.753,5570.689,5439.198,5136.058,4704.904,4190.594,3635.456,3076.261,2542.281,1027.241,812.856,630.821,481.093
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Aluminium,kt/yr,2200.979,2648.375,2884.521,2998.228,3056.637,3080.638,3073.992,3044.821,2997.194,2866.079,2700.271,2524.196,2363.195
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Aluminium,kt/yr,904.666,715.882,446.133,275.805,182.771,135.582,110.05,87.069,65.617,37.501,9.738,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Aluminium,kt/yr,184.624,179.007,162.758,139.356,112.68,86.221,62.553,43.118,28.322,8.907,5.413,3.23,1.946
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Cement,kt/yr,197146.444,236297.345,255811.941,264059.718,267242.425,267330.98,264747.299,260271.806,254311.207,239738.829,222897.335,205853.62,190620.068
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Cement,kt/yr,81411.424,63144.809,38051.202,22383.14,13885.973,9837.123,7984.643,6317.227,4760.811,2720.869,706.515,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Cement,kt/yr,16759.98,16163.727,14633.687,12485.808,10066.725,7685.157,5565.71,3832.068,2516.285,792.1,482.757,289.836,176.569
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Concrete,kt/yr,1314309.624,1575315.635,1705412.941,1760398.12,1781616.168,1782206.533,1764981.996,1735145.37,1695408.045,1598258.861,1485982.232,1372357.465,1270800.455
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Concrete,kt/yr,542742.825,420965.394,253674.678,149220.936,92573.156,65580.821,53230.951,42114.85,31738.742,18139.125,4710.098,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Concrete,kt/yr,111733.198,107758.181,97557.911,83238.722,67111.498,51234.383,37104.736,25547.122,16775.234,5280.668,3218.381,1932.239,1177.13
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Copper,kt/yr,269.027,321.474,346.368,355.569,357.74,355.676,350.043,341.961,332.031,309.148,284.057,259.45,237.801
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Copper,kt/yr,111.496,85.131,49.9,28.084,16.314,10.978,8.911,7.05,5.313,3.036,0.788,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Copper,kt/yr,23.107,22.195,20.028,17.042,13.709,10.447,7.555,5.197,3.412,1.075,0.657,0.396,0.243
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Glass,kt/yr,4857.603,5835.22,6339.028,6569.432,6676.606,6707.71,6671.949,6587.811,6464.722,6145.349,5758.301,5356.204,4992.254
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Glass,kt/yr,2000.631,1569.588,964.364,584.082,377.017,274.758,223.017,176.445,132.973,75.996,19.733,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Glass,kt/yr,409.832,396.447,359.795,307.598,248.408,189.89,137.66,94.842,62.289,19.598,11.924,7.134,4.319
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Steel,kt/yr,173955.912,208633.312,226086.232,233640.463,236741.426,237113.924,235118.117,231435.083,226417.624,213963.297,199387.032,184529.882,171204.276
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Steel,kt/yr,71780.864,55856.729,33847.948,20081.688,12607.467,9009.473,7312.852,5785.725,4360.259,2491.947,647.072,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Steel,kt/yr,14756.666,14243.85,12904.443,11016.611,8886.312,6786.552,4916.335,3385.592,2223.227,699.745,426.269,255.668,155.483
MESSAGEix-buildings,SSP2_2C,RCPA,Material Stock|Commercial|Wood,kt/yr,41333.385,49792.763,54329.424,56585.401,57809.897,58388.951,58387.934,57956.103,57167.183,54881.003,51891.086,48663.695,45690.745
MESSAGEix-buildings,SSP2_2C,RCPA,Material Demand|Commercial|Wood,kt/yr,16965.657,13504.846,8497.085,5324.014,3587.099,2689.833,2183.297,1727.364,1301.782,743.986,193.187,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Total Scrap|Commercial|Wood,kt/yr,3453.279,3353.592,3053.092,2616.841,2117.705,1621.553,1177.036,811.601,533.148,167.631,101.783,60.626,36.416
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Aluminium,kt/yr,11224.083,14414.267,18514.061,23646.203,29954.655,37158.604,44755.014,52173.533,58822.56,68373.624,72688.72,72941.707,70857.911
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Aluminium,kt/yr,3288.785,4351.901,5464.722,6713.987,8125.727,9191.077,9644.494,9406.503,8453.015,5950.617,3509.102,1738.476,521.333
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Aluminium,kt/yr,491.33,523.68,544.97,555.418,555.584,546.339,528.803,504.28,474.183,219.978,201.509,182.344,163.078
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Cement,kt/yr,825075.026,1058781.351,1358901.891,1734301.778,2195385.763,2721432.124,3275529.197,3815954.431,4299543.768,4991797.524,5301246.191,5314725.526,5158640.054
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Cement,kt/yr,241233.554,319008.439,400266.898,491366.089,594194.889,671465.594,703832.845,685619.536,615199.74,431538.566,253808.968,125701.513,37695.297
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Cement,kt/yr,36185.816,38560.849,40122.25,40886.225,40894.107,40209.962,38916.357,37109.254,34892.536,16186.313,14826.77,13416.322,11998.65
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Concrete,kt/yr,5500500.171,7058542.342,9059345.943,11562011.856,14635905.087,18142880.825,21836861.312,25439696.21,28663625.122,33278650.157,35341641.273,35431503.505,34390933.696
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Concrete,kt/yr,1608223.692,2126722.928,2668445.987,3275773.926,3961299.261,4476437.295,4692218.966,4570796.906,4101331.602,2876923.775,1692059.788,838010.083,251301.983
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Concrete,kt/yr,241238.775,257072.324,267481.666,272574.831,272627.383,268066.411,259442.381,247395.028,232616.907,107908.754,98845.134,89442.147,79991.001
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Copper,kt/yr,1013.7,1286.3,1632.33,2059.834,2578.37,3161.044,3763.703,4338.777,4839.11,5511.313,5751.026,5674.84,5430.385
MESSAGEix-buildings,SSP2_2C,SAS,Material Demand|Commercial|Copper,kt/yr,286.907,375.683,465.653,564.287,673.455,749.499,771.809,736.406,643.915,423.495,236.752,116.511,34.939
MESSAGEix-buildings,SSP2_2C,SAS,Total Scrap|Commercial|Copper,kt/yr,45.699,48.563,50.416,51.282,51.213,50.29,48.618,46.317,43.516,20.174,18.47,16.707,14.939
MESSAGEix-buildings,SSP2_2C,SAS,Material Stock|Commercial|Glass,kt/yr,30388.807,38899.738,49802.402,63404.333,80067.266,99018.429,118906.288,138218.725,155405.08,179713.926,190175.503,190054.067,183954.191
