R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
AFR,rur,mfh,perm,s2,cement,"NAV_Dem-NPi-ref",2050,84.20981836070804,0,0.8914247560015547,12.219055168684639,0,0.1293479606577156
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2020,62.24065323455391,0,0.7752901647447642,60.20849590644573,0,0.7499769408658477
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2025,68.56968722724113,0,0.8753094111516179,66.330886939271707,0,0.8467305588775176
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2030,73.636585246735,0,0.941851128270611,71.2323507384291,0,0.9110996889325755
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2035,77.55355279391803,0,0.9732791877873129,75.02142929519661,0,0.9415016223060572
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2040,80.5169089985896,0,0.9717649072263723,77.88803191978566,0,0.9400367830054313
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2045,82.69938539870131,0,0.9424910065810679,79.99925046543372,0,0.9117186752161961
AFR,rur,mfh,perm,s2,concrete,"NAV_Dem-NPi-ref",2050,84.20981836070804,0,0.8914247560015547,81.46036779123094,0,0.8623197377181039
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2020,62.24065323455391,0,0.7752901647447642,0.013141164884995539,0,1.6369069666142495e-4
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2025,68.56968722724113,0,0.8753094111516179,0.014477443907441124,0,1.8480823544676287e-4
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2030,73.636585246735,0,0.941851128270611,0.015547242164196253,0,1.9885750438833566e-4
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2035,77.55355279391803,0,0.9732791877873129,0.01637425013586279,0,2.0549305994023575e-4
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2040,80.5169089985896,0,0.9717649072263723,0.016999917613223784,0,2.0517334268954315e-4
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2045,82.69938539870131,0,0.9424910065810679,0.01746071422670722,0,1.9899260493672416e-4
AFR,rur,mfh,perm,s2,copper,"NAV_Dem-NPi-ref",2050,84.20981836070804,0,0.8914247560015547,0.01777961911555314,0,1.8821074478504875e-4
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2020,62.24065323455391,0,0.7752901647447642,0.35518666114593456,0,0.004424322540401884
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2025,68.56968722724113,0,0.8753094111516179,0.3913043484663126,0,0.004995099039930336
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2030,73.636585246735,0,0.941851128270611,0.42021944649924664,0,0.005374830438978237
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2035,77.55355279391803,0,0.9732791877873129,0.44257227463647675,0,0.005554179898630693
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2040,80.5169089985896,0,0.9717649072263723,0.45948316071212364,0,0.005545538404229087
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2045,82.69938539870131,0,0.9424910065810679,0.4719378260361553,0,0.005378482011203458
AFR,rur,mfh,perm,s2,glass,"NAV_Dem-NPi-ref",2050,84.20981836070804,0,0.8914247560015547,0.48055736347317723,0,0.005087063941212681
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2020,62.24065323455391,0,0.7752901647447642,5.032629136546852,0,0.06268809322532287
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2025,68.56968722724113,0,0.8753094111516179,5.544379563679422,0,0.07077540830837123
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2030,73.636585246735,0,0.941851128270611,5.954076719471157,0,0.07615581109924345
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2035,77.55355279391803,0,0.9732791877873129,6.270793270156682,0,0.07869700820771265
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2040,80.5169089985896,0,0.9717649072263723,6.51040310717744,0,0.07857456713301542
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2045,82.69938539870131,0,0.9424910065810679,6.6868728861760065,0,0.07620755011645643
AFR,rur,mfh,perm,s2,steel,"NAV_Dem-NPi-ref",2050,84.20981836070804,0,0.8914247560015547,6.809002853301348,0,0.07207845623320032
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2020,62.24065323455391,0,0.7752901647447642,2.771907355905338,0,0.03452779492076415
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2025,68.56968722724113,0,0.8753094111516179,3.053772904680862,0,0.03898218398063587
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2030,73.636585246735,0,0.941851128270611,3.2794288250795245,0,0.041945640589319245
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2035,77.55355279391803,0,0.9732791877873129,3.4538722248935136,0,0.043345299250160764
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2040,80.5169089985896,0,0.9717649072263723,3.5858462392236947,0,0.04327786028209663
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2045,82.69938539870131,0,0.9424910065810679,3.6830435222400126,0,0.04197413777409261
AFR,rur,mfh,perm,s2,wood,"NAV_Dem-NPi-ref",2050,84.20981836070804,0,0.8914247560015547,3.7503111362576624,0,0.03969988600674011
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,0.17445428272665064,0,9.125240675500391e-4
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,0.19886620127610735,0,0.0014220888360817472
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,0.2187135830189592,0,0.0019403375844485764
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,0.23370439944461147,0,0.0024173350811521823
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,0.2440080590661551,0,0.002812129713276168
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,0.250050331035239,0,0.0030985248270105725
AFR,rur,mfh,perm,s3,aluminum,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,0.2523018083153974,0,0.003265125957890971
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,12.490338431832424,0,0.06533364645883305
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,14.238149489763313,0,0.10181676577480893
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,15.659155102691845,0,0.138921628767011
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,16.73244701389848,0,0.1730730412278915
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,17.470154301722065,0,0.20133900575010305
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,17.90276060184532,0,0.2218439302486942
AFR,rur,mfh,perm,s3,cement,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,18.0639587837485,0,0.2337720094869822
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,83.26892287888283,0,0.435557643058887
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,94.9209965984221,0,0.6787784384987262
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,104.39436735127897,0,0.9261441917800735
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,111.54964675932318,0,1.15382027485261
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,116.46769534481378,0,1.3422600383340204
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,119.35173734563546,0,1.4789595349912947
AFR,rur,mfh,perm,s3,concrete,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,120.42639189165666,0,1.558480063246548
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,0.01817435610827524,0,9.506523486736201e-5
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,0.020717549052980504,0,1.4815084227567666e-4
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,0.022785216168821194,0,2.021411322145307e-4
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,0.024346934412795063,0,2.518339355802736e-4
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,0.025420352481148302,0,2.929629816645101e-4
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,0.02604982629373017,0,3.22799146780816e-4
AFR,rur,mfh,perm,s3,copper,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,0.0262843814403264,0,3.401553746322471e-4
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,0.4912265328887314,0,0.0025694756636183745
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,0.5599653561654373,0,0.004004302774858108
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,0.6158514047512242,0,0.005463582145104668
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,0.6580623878400312,0,0.006806706675153945
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,0.6870753241397218,0,0.00791836524443779
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,0.7040890899456008,0,0.008724793590920186
AFR,rur,mfh,perm,s3,glass,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,0.7104287759706376,0,0.009193907301507343
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,6.960173994385983,0,0.03640682352387348
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,7.934132317365237,0,0.05673684577931392
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,8.725980061680575,0,0.07741333135839136
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,9.324066213591935,0,0.09644402249450797
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,9.735149636847543,0,0.11219507938279365
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,9.976217173676782,0,0.12362133840938788
AFR,rur,mfh,perm,s3,steel,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,10.06604399460306,0,0.13026819648856708
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2020,86.07941580491324,0,0.4502585858881346,3.833574255117365,0,0.02005240982255576
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2025,98.12477035036139,0,0.7016885703196631,4.370017964073802,0,0.03124992442309342
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2030,107.91788634028941,0,0.957403413221764,4.806157510158214,0,0.04263826656313059
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2035,115.31467075962493,0,1.1927640201091745,5.135575664957069,0,0.05312012630619911
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2040,120.39871333520833,0,1.3875640030330494,5.361995123632863,0,0.06179560571612842
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2045,123.38009752998961,0,1.5288773814971774,5.494772020256214,0,0.0680890421261931
AFR,rur,mfh,perm,s3,wood,"NAV_Dem-NPi-ref",2050,124.49102381935873,0,1.6110818868522747,5.544247477105393,0,0.07175004600775024
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2020,19.21961255906278,3.8439225118125564,0,0.03895174812610711,0.007790349625221423,0
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2025,45.23177756468559,4.489994766774215,0.027238668968657766,0.09166973587950672,0.009099722728825742,5.520370245222597e-5
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2030,76.76680385235062,5.0100197346977975,0.12118900412938392,0.1555807224996862,0.01015363999732421,2.4560971507594777e-4
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2035,112.24347041836373,5.395174026150847,0.2945687531242756,0.22748010008529834,0.010934219361464109,5.969926730967216e-4
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2040,149.80904408080121,5.619865397259931,0.5498178449364052,0.3036129960536935,0.011389593873653415,0.0011142974992543872
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2045,187.484124230366,5.6634063728146105,0.8787981458787406,0.37996782516936983,0.011477836917458748,0.0017810309092738473
AFR,rur,mfh,perm,s51_std,aluminum,"NAV_Dem-NPi-ref",2050,223.549119642526,5.5609432682523385,1.2642306661649445,0.4530595492167024,0.011270178358845053,0.002562174150515698
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2020,19.21961255906278,3.8439225118125564,0,2.788813831351407,0.5577627662702814,0
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2025,45.23177756468559,4.489994766774215,0.027238668968657766,6.563244004079791,0.6515094656458555,0.003952398964024663
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2030,76.76680385235062,5.0100197346977975,0.12118900412938392,11.139055155985705,0.7269663885539872,0.017584827471683932
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2035,112.24347041836373,5.395174026150847,0.2945687531242756,16.286808166380624,0.7828532391295531,0.042742662500215196
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2040,149.80904408080121,5.619865397259931,0.5498178449364052,21.737666818734457,0.8154565188059091,0.07977994384488474
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2045,187.484124230366,5.6634063728146105,0.8787981458787406,27.20441513613668,0.8217744232113321,0.12751580796236997
AFR,rur,mfh,perm,s51_std,cement,"NAV_Dem-NPi-ref",2050,223.549119642526,5.5609432682523385,1.2642306661649445,32.43753613292963,0.8069067705815848,0.18344303023719885
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2020,19.21961255906278,3.8439225118125564,0,18.59209220900938,3.7184184418018766,0
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2025,45.23177756468559,4.489994766774215,0.027238668968657766,43.75496002719861,4.343396437639037,0.02634932642683109
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2030,76.76680385235062,5.0100197346977975,0.12118900412938392,74.26036770657137,4.846442590359914,0.11723218314455955
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2035,112.24347041836373,5.395174026150847,0.2945687531242756,108.57872110920415,5.219021594197021,0.284951083334768
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2040,149.80904408080121,5.619865397259931,0.5498178449364052,144.91777879156305,5.436376792039394,0.5318662922992315
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2045,187.484124230366,5.6634063728146105,0.8787981458787406,181.36276757424457,5.4784961547422135,0.8501053864157998
AFR,rur,mfh,perm,s51_std,concrete,"NAV_Dem-NPi-ref",2050,223.549119642526,5.5609432682523385,1.2642306661649445,216.25024088619753,5.379378470543899,1.2229535349146592
AFR,rur,mfh,perm,s51_std,copper,"NAV_Dem-NPi-ref",2020,19.21961255906278,3.8439225118125564,0,0.004057928131193806,8.115856262387611e-4,0
AFR,rur,mfh,perm,s51_std,copper,"NAV_Dem-NPi-ref",2025,45.23177756468559,4.489994766774215,0.027238668968657766,0.009550000138639056,9.479939315641718e-4,5.751029617507653e-6
AFR,rur,mfh,perm,s51_std,copper,"NAV_Dem-NPi-ref",2030,76.76680385235062,5.0100197346977975,0.12118900412938392,0.016208140093198695,0.0010577892742005253,2.5587210331984452e-5
AFR,rur,mfh,perm,s51_std,copper,"NAV_Dem-NPi-ref",2035,112.24347041836373,5.395174026150847,0.2945687531242756,0.023698497290400564,0.0011391087300082006,6.219370063784316e-5
