R12,urt,arch,mat,eneff,material,scenario,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
AFR,rur,mfh,perm,s1,aluminum,SSP4,2025,28.709763052133148,0,0.2757993978566678,0.05818511979522644,0,5.589534464147799e-4
AFR,rur,mfh,perm,s1,aluminum,SSP4,2030,29.91753279226158,0,0.2512886836068388,0.060632866468955986,0,5.092783988602896e-4
AFR,rur,mfh,perm,s1,aluminum,SSP4,2035,31.12923983258043,0,0.2290976041666044,0.06308859273773942,0,4.643044778540175e-4
AFR,rur,mfh,perm,s1,aluminum,SSP4,2040,32.361694700643525,0,0.20591000887255426,0.06558636793742478,0,4.1731095138368e-4
AFR,rur,mfh,perm,s1,aluminum,SSP4,2045,33.60645492251576,0,0.18260433424051523,0.06810908198750076,0,3.7007811745497893e-4
AFR,rur,mfh,perm,s1,aluminum,SSP4,2050,34.86472450818036,0,0.15977550781426364,0.07065917501486711,0,3.238116958901662e-4
AFR,rur,mfh,perm,s1,cement,SSP4,2025,28.709763052133148,0,0.2757993978566678,4.16585839327215,0,0.04001918212749714
AFR,rur,mfh,perm,s1,cement,SSP4,2030,29.91753279226158,0,0.2512886836068388,4.341108801989136,0,0.03646261621306133
AFR,rur,mfh,perm,s1,cement,SSP4,2035,31.12923983258043,0,0.2290976041666044,4.516930522807002,0,0.03324263510858472
AFR,rur,mfh,perm,s1,cement,SSP4,2040,32.361694700643525,0,0.20591000887255426,4.695762805300127,0,0.029878057062429804
AFR,rur,mfh,perm,s1,cement,SSP4,2045,33.60645492251576,0,0.18260433424051523,4.876380625394343,0,0.02649634540913436
AFR,rur,mfh,perm,s1,cement,SSP4,2050,34.86472450818036,0,0.15977550781426364,5.05895868794824,0,0.02318382562261919
AFR,rur,mfh,perm,s1,concrete,SSP4,2025,28.709763052133148,0,0.2757993978566678,27.772389288481,0,0.26679454751664755
AFR,rur,mfh,perm,s1,concrete,SSP4,2030,29.91753279226158,0,0.2512886836068388,28.94072534659424,0,0.24308410808707553
AFR,rur,mfh,perm,s1,concrete,SSP4,2035,31.12923983258043,0,0.2290976041666044,30.11287015204668,0,0.22161756739056476
AFR,rur,mfh,perm,s1,concrete,SSP4,2040,32.361694700643525,0,0.20591000887255426,31.305085368667513,0,0.19918704708286536
AFR,rur,mfh,perm,s1,concrete,SSP4,2045,33.60645492251576,0,0.18260433424051523,32.50920416929562,0,0.1766423027275624
AFR,rur,mfh,perm,s1,concrete,SSP4,2050,34.86472450818036,0,0.15977550781426364,33.72639125298827,0,0.15455883748412796
AFR,rur,mfh,perm,s1,copper,SSP4,2025,28.709763052133148,0,0.2757993978566678,0.006061628701990896,0,5.823083746821688e-5
AFR,rur,mfh,perm,s1,copper,SSP4,2030,29.91753279226158,0,0.2512886836068388,0.0063166308665460165,0,5.305577389373638e-5
AFR,rur,mfh,perm,s1,copper,SSP4,2035,31.12923983258043,0,0.2290976041666044,0.006572464332000391,0,4.837046583951019e-5
AFR,rur,mfh,perm,s1,copper,SSP4,2040,32.361694700643525,0,0.20591000887255426,0.006832678384920085,0,4.347475865762454e-5
AFR,rur,mfh,perm,s1,copper,SSP4,2045,33.60645492251576,0,0.18260433424051523,0.007095490525664544,0,3.8554120823996286e-5
AFR,rur,mfh,perm,s1,copper,SSP4,2050,34.86472450818036,0,0.15977550781426364,0.007361154962582983,0,3.373416221803862e-5
AFR,rur,mfh,perm,s1,glass,SSP4,2025,28.709763052133148,0,0.2757993978566678,0.16383704782707645,0,0.0015738952305273174
AFR,rur,mfh,perm,s1,glass,SSP4,2030,29.91753279226158,0,0.2512886836068388,0.1707293871444786,0,0.0014340207545334564
AFR,rur,mfh,perm,s1,glass,SSP4,2035,31.12923983258043,0,0.2290976041666044,0.17764419532163542,0,0.0013073836611871216
AFR,rur,mfh,perm,s1,glass,SSP4,2040,32.361694700643525,0,0.20591000887255426,0.18467740443579295,0,0.0011750597840346796
AFR,rur,mfh,perm,s1,glass,SSP4,2045,33.60645492251576,0,0.18260433424051523,0.19178083610235874,0,0.001042062067460075
AFR,rur,mfh,perm,s1,glass,SSP4,2050,34.86472450818036,0,0.15977550781426364,0.19896136120497082,0,9.117855646466565e-4
AFR,rur,mfh,perm,s1,steel,SSP4,2025,28.709763052133148,0,0.2757993978566678,2.3214022111083503,0,0.02230047426181213
AFR,rur,mfh,perm,s1,steel,SSP4,2030,29.91753279226158,0,0.2512886836068388,2.419059559939573,0,0.020318597011481775
AFR,rur,mfh,perm,s1,steel,SSP4,2035,31.12923983258043,0,0.2290976041666044,2.517035269369983,0,0.018524279838403823
AFR,rur,mfh,perm,s1,steel,SSP4,2040,32.361694700643525,0,0.20591000887255426,2.616688598121519,0,0.01664938679633484
AFR,rur,mfh,perm,s1,steel,SSP4,2045,33.60645492251576,0,0.18260433424051523,2.7173369081095466,0,0.014764946143726688
AFR,rur,mfh,perm,s1,steel,SSP4,2050,34.86472450818036,0,0.15977550781426364,2.8190775526780207,0,0.012919062287190591
AFR,rur,mfh,perm,s1,wood,SSP4,2025,28.709763052133148,0,0.2757993978566678,1.278598460247628,0,0.012282814204924525
AFR,rur,mfh,perm,s1,wood,SSP4,2030,29.91753279226158,0,0.2512886836068388,1.3323868710839601,0,0.01119122172321394
AFR,rur,mfh,perm,s1,wood,SSP4,2035,31.12923983258043,0,0.2290976041666044,1.3863506308408622,0,0.010202934918060095
AFR,rur,mfh,perm,s1,wood,SSP4,2040,32.361694700643525,0,0.20591000887255426,1.441238401728023,0,0.0091702679613185345
AFR,rur,mfh,perm,s1,wood,SSP4,2045,33.60645492251576,0,0.18260433424051523,1.4966741954743277,0,0.008132342303574618
AFR,rur,mfh,perm,s1,wood,SSP4,2050,34.86472450818036,0,0.15977550781426364,1.552711633048639,0,0.007115653232861551
AFR,rur,mfh,perm,s2,aluminum,SSP4,2025,62.282384906578685,0,0.8184436719218556,0.12622563343142693,0,0.001658712508701109
AFR,rur,mfh,perm,s2,aluminum,SSP4,2030,63.25850467388641,0,0.8156393448323234,0.1282039028268293,0,0.0016530290724653886
AFR,rur,mfh,perm,s2,aluminum,SSP4,2035,63.96668346696504,0,0.8077432705453306,0.12963914518103806,0,0.0016370263619077845
AFR,rur,mfh,perm,s2,aluminum,SSP4,2040,64.51299289665687,0,0.7823095242828749,0.13074633229206226,0,0.0015854806361407297
AFR,rur,mfh,perm,s2,aluminum,SSP4,2045,64.94406524912623,0,0.7430959585512125,0.13161997225987718,0,0.001506007809578156
