R12,urt,arch,mat,eneff,material,scenario,ssp,year,floor_tot_Mm2,floor_new_Mm2,floor_dem_Mm2,mat_stock_Mt,mat_demand_Mt,mat_scrap_Mt
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2030,109.90598373415,0,0.94106591722,15.9476330047845,0,0.13655101725341506
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2035,103.37329140198999,0,0.77641902334,14.999723015657253,0,0.11266034133419235
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2040,97.69313767584,0,0.63504029561,14.175518509608574,0,0.09214593449375003
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2045,92.74014372392,0,0.5150083097579999,13.456826704700102,0,0.07472899326666019
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2050,88.40271863430999,0,0.414137742874,12.827455480634965,0,0.06009242183537458
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2055,84.58301982942,0,0.330180684938,12.273207634798416,0,0.047910042836216145
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2060,81.19631078261999,0,0.26095047202599997,11.781787685335116,0,0.037864565867152665
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2070,75.38300433849,0,0.18457799,10.938262387025745,0,0.026782727793975
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2080,70.57952292940999,0,0.108876967597,10.241265225864712,0,0.015798320190743693
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2090,66.46346520223,0,0.061798061125999997,9.644014959506576,0,0.008967053164535414
AFR,rur,comm,perm,s1,cement,SSP2,SSP2,2100,62.81370218243999,0,0.033690861773,9.1144252209275,0,0.004888628270416732
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2020,126.09207633388999,0,1.344541610556,121.9751700415885,0,1.3006423269713465
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2025,117.42941546725,0,1.1303300427260001,113.59534505224428,0,1.093424766830996
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2030,109.90598373415,0,0.94106591722,106.31755336523,0,0.910340115022767
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2035,103.37329140198999,0,0.77641902334,99.99815343771503,0,0.7510689422279491
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2040,97.69313767584,0,0.63504029561,94.50345673072383,0,0.6143062299583335
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2045,92.74014372392,0,0.5150083097579999,89.71217803133402,0,0.4981932884444013
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2050,88.40271863430999,0,0.414137742874,85.51636987089978,0,0.4006161455691639
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2055,84.58301982942,0,0.330180684938,81.82138423198944,0,0.3194002855747743
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2060,81.19631078261999,0,0.26095047202599997,78.54525123556745,0,0.2524304391143511
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2070,75.38300433849,0,0.18457799,72.9217492468383,0,0.1785515186265
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2080,70.57952292940999,0,0.108876967597,68.27510150576475,0,0.10532213460495796
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2090,66.46346520223,0,0.061798061125999997,64.29343306337718,0,0.0597803544302361
AFR,rur,comm,perm,s1,concrete,SSP2,SSP2,2100,62.81370218243999,0,0.033690861773,60.76283480618333,0,0.032590855136111554
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2020,126.09207633388999,0,1.344541610556,0.026622419265920936,0,2.8387945949842164e-4
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2025,117.42941546725,0,1.1303300427260001,0.024793430512182794,0,2.3865195324910345e-4
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2030,109.90598373415,0,0.94106591722,0.023204972619025793,0,1.9869171904789723e-4
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2035,103.37329140198999,0,0.77641902334,0.02182569424358289,0,1.639290379409731e-4
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2040,97.69313767584,0,0.63504029561,0.020626416395290337,0,1.3407907532362405e-4
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2045,92.74014372392,0,0.5150083097579999,0.019580667245594204,0,1.0873615175869452e-4
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2050,88.40271863430999,0,0.414137742874,0.01866488607498082,0,8.743886963554176e-5
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2055,84.58301982942,0,0.330180684938,0.017858414915095676,0,6.971261702957477e-5
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2060,81.19631078261999,0,0.26095047202599997,0.0171433629404034,0,5.509571319549245e-5
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2070,75.38300433849,0,0.18457799,0.01591597192602201,0,3.897082814330848e-5
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2080,70.57952292940999,0,0.108876967597,0.014901790069979291,0,2.2987711552104634e-5
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2090,66.46346520223,0,0.061798061125999997,0.01403274724253346,0,1.3047718309918852e-5
AFR,rur,comm,perm,s1,copper,SSP2,SSP2,2100,62.81370218243999,0,0.033690861773,0.013262155432491327,0,7.113311745108635e-6
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2020,126.09207633388999,0,1.344541610556,0.7195654489874297,0,0.007672850791354421
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2025,117.42941546725,0,1.1303300427260001,0.6701305309722498,0,0.00645041677753315
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2030,109.90598373415,0,0.94106591722,0.627196813879518,0,0.005370349501249155
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2035,103.37329140198999,0,0.77641902334,0.5899169163018141,0,0.004430764560119073
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2040,97.69313767584,0,0.63504029561,0.557502172369358,0,0.0036239632871594134
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2045,92.74014372392,0,0.5150083097579999,0.5292370868820835,0,0.0029389807545239896
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2050,88.40271863430999,0,0.414137742874,0.5044848477025966,0,0.0023633460528056727
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2055,84.58301982942,0,0.330180684938,0.4826870998547511,0,0.0018842311088229137
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2060,81.19631078261999,0,0.26095047202599997,0.4633602802265502,0,0.0014891573604486903
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2070,75.38300433849,0,0.18457799,0.43018567811677727,0,0.0010533250629948595
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2080,70.57952292940999,0,0.108876967597,0.40277381087402625,0,6.213245617898391e-4
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2090,66.46346520223,0,0.061798061125999997,0.3792848414428803,0,3.5266093551297267e-4
AFR,rur,comm,perm,s1,glass,SSP2,SSP2,2100,62.81370218243999,0,0.033690861773,0.3584568604753955,0,1.9226251786248365e-4
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2020,126.09207633388999,0,1.344541610556,10.195501240230078,0,0.10871639246914554
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2025,117.42941546725,0,1.1303300427260001,9.495059371260847,0,0.09139576163347583
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2030,109.90598373415,0,0.94106591722,8.886732822949492,0,0.0760923208271097
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2035,103.37329140198999,0,0.77641902334,8.358515073578689,0,0.06277937000926047
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2040,97.69313767584,0,0.63504029561,7.899231540120888,0,0.05134782699860778
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2045,92.74014372392,0,0.5150083097579999,7.498744392570601,0,0.04164233006174414
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2050,88.40271863430999,0,0.414137742874,7.148030658874727,0,0.03348617925774536
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2055,84.58301982942,0,0.330180684938,6.839179024142035,0,0.026697614002892053
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2060,81.19631078261999,0,0.26095047202599997,6.5653378971586465,0,0.021099825925101637
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2070,75.38300433849,0,0.18457799,6.095287956002789,0,0.014924531189263813
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2080,70.57952292940999,0,0.108876967597,5.7068900321394755,0,0.008803529059417605
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2090,66.46346520223,0,0.061798061125999997,5.374075529575501,0,0.004996842205893664
AFR,rur,comm,perm,s1,steel,SSP2,SSP2,2100,62.81370218243999,0,0.033690861773,5.07896449265134,0,0.0027241618425052436
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2020,126.09207633388999,0,1.344541610556,5.6155508618159535,0,0.059879589736566464
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2025,117.42941546725,0,1.1303300427260001,5.229756495431925,0,0.05033960919763555
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2030,109.90598373415,0,0.94106591722,4.894698062095078,0,0.04191067096458018
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2035,103.37329140198999,0,0.77641902334,4.603762524173575,0,0.034578068998578196
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2040,97.69313767584,0,0.63504029561,4.350795065158423,0,0.028281722238101693
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2045,92.74014372392,0,0.5150083097579999,4.1302118987616465,0,0.02293605943997459
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2050,88.40271863430999,0,0.414137742874,3.937043288106648,0,0.018443756550954225
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2055,84.58301982942,0,0.330180684938,3.766931782773998,0,0.014704702180879426
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2060,81.19631078261999,0,0.26095047202599997,3.6161036145065673,0,0.011621512554021057
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2070,75.38300433849,0,0.18457799,3.357206156700486,0,0.008220239692715509
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2080,70.57952292940999,0,0.108876967597,3.143281579116017,0,0.0048488705000166036
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2090,66.46346520223,0,0.061798061125999997,2.959971634596232,0,0.0027521963750976185
AFR,rur,comm,perm,s1,wood,SSP2,SSP2,2100,62.81370218243999,0,0.033690861773,2.7974282736880167,0,0.0015004332814990897
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,0.5402308781608368,0,0.006894744308410592
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,0.4951428195046316,0,0.0064784177850606235
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,0.45377499938225435,0,0.005946512745590952
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,0.4163509164645663,0,0.005349683678631136
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,0.3828843830970171,0,0.004729797016618994
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,0.35323270828339565,0,0.004118885176676383
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,0.32714686783996494,0,0.0035394918433877
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,0.3043144632387472,0,0.0030058939292713508
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,0.28439367676128835,0,0.002525728183899576
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,0.25139924224231075,0,0.001976289545360141
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,0.2263567334008639,0,0.0013128996557352976
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,0.2070197052337592,0,8.441254207175032e-4
AFR,rur,comm,perm,s2,aluminum,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,0.19165601683012082,0,5.252384179118812e-4
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,38.67870936781574,0,0.49364044531904655
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,35.45055639244438,0,0.4638328699846125
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,32.48875995248387,0,0.42575026259466825
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,29.809321799192407,0,0.383019313742221
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,27.413230849932816,0,0.3386375188278347
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,25.290270910490783,0,0.29489829091301906
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,23.422612688951137,0,0.25341568180297297
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,21.787889504031753,0,0.21521187029622968
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,20.36162835960574,0,0.180833621913163
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,17.99933809611765,0,0.14149566794825064
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,16.206378899455622,0,0.09399918861759766
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,14.821912881780051,0,0.060436533966866435
AFR,rur,comm,perm,s2,cement,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,13.721924594170375,0,0.03760529976440312
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,257.85806245210495,0,3.290936302126977
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,236.3370426162959,0,3.09221913323075
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,216.59173301655912,0,2.838335083964455
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,198.72881199461605,0,2.5534620916148065
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,182.75487233288544,0,2.2575834588522317
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,168.60180606993856,0,1.9659886060867937
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,156.15075125967425,0,1.6894378786864863
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,145.25259669354503,0,1.4347458019748647
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,135.74418906403827,0,1.2055574794210866
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,119.99558730745102,0,0.9433044529883375
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,108.04252599637081,0,0.6266612574506512
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,98.81275254520034,0,0.40291022644577623
AFR,rur,comm,perm,s2,concrete,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,91.47949729446917,0,0.2507019984293541
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,0.05628035154496893,0,7.1828295859552e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,0.05158315282080433,0,6.749107560079903e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,0.04727352234010588,0,6.194977764467198e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,0.0433747438215102,0,5.573211200232527e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,0.03988825621212119,0,4.927423618174064e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,0.03679919420202468,0,4.290985856008279e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,0.034081614867240415,0,3.687383548207757e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,0.031702973050341296,0,3.13149014403271e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,0.029627658751720506,0,2.6312614817730525e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,0.026190353612707933,0,2.0588654751867302e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,0.023581466823484058,0,1.3677569564258168e-4
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,0.02156696749167131,0,8.793957795926274e-5
AFR,rur,comm,perm,s2,copper,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,0.019966404067144693,0,5.471846205022595e-5
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,1.5211764199231217,0,0.01941414844530755
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,1.3942179389835885,0,0.018241860603367504
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,1.277734866546091,0,0.016744127992388072
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,1.1723565278153567,0,0.015063582988232096
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,1.0781218154483052,0,0.013318112650646195
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,0.9946289416398582,0,0.011597913522569184
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,0.9211767067148305,0,0.00996646387374514
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,0.8568854621866417,0,0.008463964484155831
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,0.8007927213218516,0,0.007111918832857656
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,0.7078873399230051,0,0.005564815298187021
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,0.6373729071400943,0,0.0036968490302309778
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,0.5829239067806008,0,0.002376879473873503
AFR,rur,comm,perm,s2,glass,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,0.53966299470126,0,0.0014789608081739614
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,21.55350301735495,0,0.27507848637073984
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,19.754632113119317,0,0.2584683751387104
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,18.10418695740276,0,0.23724704674632874
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,16.611084440134235,0,0.21343545504435688
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,15.275875630201806,0,0.18870393824253676
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,14.09286760825985,0,0.1643304884494266
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,13.05212509716567,0,0.1412145273629612
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,12.141184383926204,0,0.11992565862758872
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,11.346408022916043,0,0.100768564392372
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,10.030034463556143,0,0.07884770086467593
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,9.030917582799898,0,0.052380542903640345
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,8.259431331652504,0,0.03367793389448589
AFR,rur,comm,perm,s2,steel,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,7.646468767400606,0,0.02095535128209403
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2020,266.56128852236003,0,3.402011993722,11.871392057378536,0,0.15150968989253707
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2025,244.31389116276,0,3.196587722366,10.88059711571188,0,0.1423610544065414
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2030,223.90213781626,0,2.934134577934,9.971553166014422,0,0.13067261985734124
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2035,205.43630743228,0,2.639646551522,9.149171516494107,0,0.11755750161522918
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2040,188.92321531285,0,2.33378142229,8.413755688801942,0,0.10393570046802607
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2045,174.29245471643,0,2.03234465921,7.762170096233133,0,0.09051111802071533
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2050,161.42115186817,0,1.746459790858,7.18894251600957,0,0.07777914416850329
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2055,150.15516275758,0,1.483171346436,6.68720809542902,0,0.06605350926766247
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2060,140.32582732624002,0,1.246247458956,6.24945550496189,0,0.055502028324481985
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2070,124.04567871758,0,0.975142867616,5.524413890865788,0,0.043428298826124756
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2080,111.68917764653,0,0.647812330026,4.97411317208926,0,0.028850528867013038
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2090,102.14788085512001,0,0.416509253575,4.549188474378944,0,0.0185493725368909
AFR,rur,comm,perm,s2,wood,SSP2,SSP2,2100,94.56711355194001,0,0.259163693006,4.211576583129938,0,0.011541937780114832
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2020,373.76917935108,0,1.9926210178000001,0.7575055369427787,0,0.004038378596738874
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2025,351.87501866237,0,2.574344862568,0.7131333712730282,0,0.005217338922329262
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2030,328.52318234802,0,2.9856329944180002,0.665806983001495,0,0.006050882869682359
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2035,304.56983032862,0,3.228773838102,0.6172615229008599,0,0.0065436483129629784
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2040,280.78167014317,0,3.317726036368,0.5690508515837518,0,0.006723924768145056
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2045,257.7932051251,0,3.275676567074,0.5224608958061338,0,0.006638704510361866
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2050,236.08497798583,0,3.130953233048,0.47846555546331054,0,0.0063453985533542655
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2055,215.98179209657,0,2.91303824404,0.43772309872104254,0,0.0059037575088920794
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2060,197.66638354895,0,2.649407947744,0.4006038707250942,0,0.005369466774977643
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2070,165.80823367149,0,2.313140073681,0.33603802029615587,0,0.004687963883431207
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2080,141.18045110925001,0,1.7197232503939999,0.28612571429514017,0,0.0034853057880384146
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2090,122.54645753346,0,1.218418002146,0.24836082064199447,0,0.002469327151422033
AFR,rur,comm,perm,s3,aluminum,SSP2,SSP2,2100,108.5252175337,0,0.830490800976,0.21994444090447376,0,0.0016831280235881905
AFR,rur,comm,perm,s3,cement,SSP2,SSP2,2020,373.76917935108,0,1.9926210178000001,54.23484234679009,0,0.2891342912353245
AFR,rur,comm,perm,s3,cement,SSP2,SSP2,2025,351.87501866237,0,2.574344862568,51.057944895456544,0,0.3735438754207732
AFR,rur,comm,perm,s3,cement,SSP2,SSP2,2030,328.52318234802,0,2.9856329944180002,47.66953506665357,0,0.43322281157253784
AFR,rur,comm,perm,s3,cement,SSP2,SSP2,2035,304.56983032862,0,3.228773838102,44.19384380525858,0,0.46850315584319546
