R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2020,0.07380383471999999,4.180483671440087,1297.896918365037,1.0441521455347471,0.4522638343833885,0.591888311151359,611.2344833648431,0
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2025,0.07078896728999996,4.259200013572247,1322.681963153286,1.3267018693892638,0.6021151621173262,0.7245867072719376,658.068460848832,0
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2030,0.06802103097,4.32631510355362,1343.6602560343104,1.5808838671788579,0.7317149717689666,0.8491688954098906,698.059332928957,0
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2035,0.06536134848,4.373191201058549,1358.2137155092244,1.8046751115097204,0.8461336538340426,0.9585414576756782,727.658189619689,0
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2040,0.0627731523,4.397587880846758,1365.7287437776006,1.9871463281384139,0.9362734959456025,1.0508728321928114,744.515282010907,0
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2045,0.060197979660000005,4.395739100319186,1365.0899251167311,2.1430566976858576,1.0128682735083523,1.1301884241775064,748.3249561639321,0
EEU,rur,mfh,perm,s1,biomass_solid,electricity,EU_implementation,2050,0.05751465717,4.358822294249442,1353.6094566985996,2.238165480244969,1.054232501216853,1.1839329790281155,741.2147920943951,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2020,0.05259246023999998,3.2712357127740614,976.3731876823846,0.45762915042667035,0.16067873118628348,0.2969504192403869,650.9142487789198,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2025,0.05020692300000003,3.3052075033445916,986.5151365399398,0.5261261888613391,0.18739879597915615,0.33872739288218273,697.5663563555739,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2030,0.04797549606000001,3.3283053185510947,993.388045555945,0.5869425422980192,0.2102953887467022,0.376647153551317,735.9140531294511,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2035,0.045823381169999976,3.3354591754466574,995.4840198579908,0.631970858649051,0.227514383884503,0.40445647476454805,762.587344768477,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2040,0.04379859672000003,3.330531575974852,993.9725888937644,0.675032441374918,0.24309661333054283,0.4319358280443752,776.5851468017677,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2045,0.04189883037000001,3.3144989320027007,989.158307344489,0.7030553792542478,0.2525575680252531,0.45049781122899435,778.7094818811452,0
EEU,rur,mfh,perm,s1,coal,electricity,EU_implementation,2050,0.04004260754999999,3.2821854335568452,979.5000218708786,0.7179596754506218,0.2550906065989477,0.4628690688516742,771.6042031479133,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2020,0.09371198868000004,5.582399960681005,1284.5847333174981,0.9577355470225002,0.3752708931589485,0.5824646538635516,575.422359417116,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2025,0.08976707667000006,5.669991344260835,1305.1087529927631,1.1592685816660744,0.4717718306594367,0.6874967510066378,618.7712608303588,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2030,0.08607454205999995,5.738313357136282,1321.071766706346,1.338492962023599,0.554532210841952,0.7839607511816473,655.0435425881394,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2035,0.08249949150000005,5.7783136169225715,1330.4284628346836,1.4875200466472829,0.624309962514191,0.8632100841330921,681.1447390042051,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2040,0.07906814034000004,5.792225975967293,1333.7180844250033,1.6145146692641759,0.6808662508585721,0.9336484184056042,695.546710744459,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2045,0.07574892533999998,5.778926014431679,1330.7099193712138,1.7139156019627522,0.7248556090451651,0.9890599929175874,698.511971928526,0
EEU,rur,mfh,perm,s1,district_heat,electricity,EU_implementation,2050,0.07240931927999997,5.729485517660607,1319.3888409465299,1.7706746090232277,0.7451798349839129,1.0254947740393143,692.3726519732351,0
EEU,rur,mfh,perm,s1,electricity,electricity,EU_implementation,2020,0.007660430520000001,0.42733381392909947,92.39149748845149,0.13560785785370827,0.06577477058897507,0.06983308726473325,44.80827233366473,0
EEU,rur,mfh,perm,s1,electricity,electricity,EU_implementation,2025,0.007370128470000002,0.43674195909635366,94.45152327813678,0.1677632284881426,0.08349759419327395,0.08426563429486861,48.413482479787895,0
EEU,rur,mfh,perm,s1,electricity,electricity,EU_implementation,2030,0.007100805389999999,0.4447577415554147,96.19365773119156,0.19344339349335865,0.0963922437147481,0.09705114977861053,51.512559742945214,0
EEU,rur,mfh,perm,s1,electricity,electricity,EU_implementation,2035,0.00684073494,0.45065569853875564,97.46642582660357,0.21804222919592564,0.10930186347674055,0.10874036571918509,53.85309014809469,0
EEU,rur,mfh,perm,s1,electricity,electricity,EU_implementation,2040,0.006586907039999999,0.45424930698768473,98.23856542143027,0.23734786667007102,0.11932980562034999,0.11801806104972098,55.25920464599145,0
