Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP5,R12_AFR,Final Energy|Residential|Heating|Space,EJ/yr,0.18397,0.20631,0.22465,0.2398,0.24961,0.25811
MESSAGEix-Buildings,SSP5,R12_AFR,Final Energy|Residential|Heating|Water,EJ/yr,1.45041,1.49427,1.53193,1.56948,1.61736,1.6776
MESSAGEix-Buildings,SSP5,R12_AFR,Final Energy|Residential|Liquids,EJ/yr,0.17528,0.19426,0.21169,0.23238,0.25391,0.27606
MESSAGEix-Buildings,SSP5,R12_AFR,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_AFR,Final Energy|Residential|Solids|Biomass,EJ/yr,0.98463,0.97268,0.95072,0.92073,0.88735,0.85119
MESSAGEix-Buildings,SSP5,R12_AFR,Final Energy|Residential|Solids|Fossil,EJ/yr,0.2263,0.22383,0.22107,0.21621,0.21027,0.2035
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Cooling,EJ/yr,0.38957,0.40194,0.39468,0.39177,0.41069,0.41912
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Electricity,EJ/yr,3.01646,2.74054,2.45806,2.21641,2.05591,1.94969
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Gases,EJ/yr,0.56625,0.9955,1.29678,1.49812,1.64047,1.74802
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Heat,EJ/yr,1.31316,1.5979,1.80142,1.94017,2.01804,2.03864
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Heating|Space,EJ/yr,4.72437,4.35828,3.97036,3.61776,3.30659,3.02295
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Heating|Water,EJ/yr,6.45561,6.78197,6.86319,6.80309,6.63818,6.36888
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Liquids,EJ/yr,0.39889,0.68209,0.96904,1.2028,1.32334,1.31473
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Solids|Biomass,EJ/yr,2.50909,2.14696,1.77051,1.43075,1.15542,0.90617
MESSAGEix-Buildings,SSP5,R12_CHN,Final Energy|Residential|Solids|Fossil,EJ/yr,3.76569,3.37921,2.93242,2.52436,2.16227,1.85369
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Cooling,EJ/yr,0.00172,0.00192,0.0021,0.00223,0.00236,0.00244
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Electricity,EJ/yr,0.13983,0.16341,0.17978999999999998,0.19247,0.20101,0.20555
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Gases,EJ/yr,0.41015,0.34774,0.29681,0.25309,0.21643,0.1881
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Heat,EJ/yr,0.38606,0.41367,0.43572,0.45207,0.46346,0.47088
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Heating|Space,EJ/yr,1.28905,1.14529,1.0256,0.9235,0.83854,0.7673
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Heating|Water,EJ/yr,0.38833,0.4017,0.40987,0.41132,0.40767,0.40106
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Liquids,EJ/yr,0.05262,0.04323,0.03559,0.02891,0.0234,0.01884
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.29337,0.23315,0.1841,0.14408,0.11282,0.08811
MESSAGEix-Buildings,SSP5,R12_EEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.39707,0.3477,0.30555,0.26644,0.23143,0.19932
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Cooling,EJ/yr,0.00691,0.00949,0.01247,0.01506,0.01746,0.0195
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Electricity,EJ/yr,0.23076,0.28074,0.30790999999999996,0.31843,0.31644,0.3084
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Gases,EJ/yr,1.35212,1.0731,0.85216,0.68105,0.54937,0.44611
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Heat,EJ/yr,3.27475,3.51435,3.71688,3.88679,4.03073,4.14558
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Heating|Space,EJ/yr,4.21253,4.0815,3.97935,3.90214,3.85266,3.81272
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Heating|Water,EJ/yr,1.47297,1.44963,1.42376,1.39681,1.3716,1.34476
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Liquids,EJ/yr,0.33864,0.26398,0.20462,0.15762,0.12112,0.09265
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.293,0.24189,0.19933,0.16407,0.13832,0.11598
MESSAGEix-Buildings,SSP5,R12_FSU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.20313,0.16655,0.13469,0.10606,0.08574,0.06825
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Cooling,EJ/yr,0.16772,0.25546,0.3495,0.4468,0.49505,0.52943
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Electricity,EJ/yr,0.42496,0.53823,0.65113,0.75953,0.81183,0.84755
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Gases,EJ/yr,0.20492,0.28126,0.36907,0.45945,0.55213,0.63936
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Heating|Space,EJ/yr,0.39267,0.44867,0.49909,0.54075,0.57362,0.59543
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Heating|Water,EJ/yr,0.7089,0.80233,0.89798,0.99501,1.09151,1.18166
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Liquids,EJ/yr,0.60671,0.65518,0.69585,0.73449,0.76876,0.79386
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Solids|Biomass,EJ/yr,0.02713,0.02592,0.02444,0.02282,0.02113,0.0194
MESSAGEix-Buildings,SSP5,R12_LAM,Final Energy|Residential|Solids|Fossil,EJ/yr,0.00556,0.00587,0.00609,0.00626,0.00633,0.00633
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Cooling,EJ/yr,0.4394,0.58117,0.71916,0.86259,1.01777,1.17088
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Electricity,EJ/yr,0.7450300000000001,0.91675,1.07624,1.24303,1.41615,1.58046
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Gases,EJ/yr,0.50493,0.64678,0.77076,0.91188,1.04591,1.16963
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Heating|Space,EJ/yr,0.61654,0.71949,0.81042,0.88943,0.95095,0.99091
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Heating|Water,EJ/yr,0.8165,0.92136,1.02527,1.14478,1.25637,1.35884
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Liquids,EJ/yr,0.60715,0.64333,0.69328,0.72825,0.75044,0.75923
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.01415,0.01396,0.01338,0.01246,0.01146,0.01022
MESSAGEix-Buildings,SSP5,R12_MEA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.00119,0.00121,0.0012,0.00117,0.00113,0.00109
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Cooling,EJ/yr,0.79111,0.78484,0.77133,0.7572,0.74445,0.73232
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Electricity,EJ/yr,2.12492,2.32892,2.48404,2.58271,2.64851,2.68847
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Gases,EJ/yr,5.62677,4.74395,4.01736,3.45069,2.99072,2.61416
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Heating|Space,EJ/yr,6.6372,5.67801,4.88939,4.23804,3.69423,3.23609
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Heating|Water,EJ/yr,1.94433,1.93674,1.93123,1.92818,1.92678,1.92556
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Liquids,EJ/yr,1.37008,1.13161,0.93554,0.77171,0.63543,0.52116
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_NAM,Final Energy|Residential|Solids|Biomass,EJ/yr,0.25088,0.1951,0.155,0.11832,0.09081,0.07017
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Cooling,EJ/yr,0.06954,0.06761,0.06562,0.0635,0.06141,0.05931
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Electricity,EJ/yr,0.21044000000000002,0.23903,0.26286,0.28319,0.29965,0.31479999999999997
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Gases,EJ/yr,0.41157,0.38617,0.35996,0.33522,0.31303,0.29045
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Heat,EJ/yr,0.08389,0.08565,0.08665,0.08707,0.08723,0.08711
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Heating|Space,EJ/yr,0.45452,0.41638,0.38021,0.34555,0.31408,0.28462
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Heating|Water,EJ/yr,0.72827,0.73345,0.73063,0.72214,0.71246,0.7004
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Liquids,EJ/yr,0.48959,0.45234,0.41569,0.37752,0.34288,0.3097
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Solids|Biomass,EJ/yr,0.0128,0.01208,0.01127,0.01041,0.00956,0.00872
MESSAGEix-Buildings,SSP5,R12_PAO,Final Energy|Residential|Solids|Fossil,EJ/yr,0.04404,0.04216,0.04004,0.03777,0.03561,0.03355
MESSAGEix-Buildings,SSP5,R12_PAS,Final Energy|Residential|Cooling,EJ/yr,0.12917,0.19061,0.25012,0.31427,0.38051,0.43509
MESSAGEix-Buildings,SSP5,R12_PAS,Final Energy|Residential|Electricity,EJ/yr,0.20268000000000003,0.27524,0.34467000000000003,0.41836,0.49216000000000004,0.55332
MESSAGEix-Buildings,SSP5,R12_PAS,Final Energy|Residential|Heating|Space,EJ/yr,0.50972,0.48588,0.4579,0.42715,0.39843,0.37192
MESSAGEix-Buildings,SSP5,R12_PAS,Final Energy|Residential|Heating|Water,EJ/yr,0.22665,0.24321,0.25661,0.26754,0.27681,0.28367
MESSAGEix-Buildings,SSP5,R12_PAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_PAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.66286,0.64445,0.61997,0.59059,0.56359,0.53737
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Cooling,EJ/yr,0.02561,0.03628,0.04634,0.05659,0.0702,0.08345
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Electricity,EJ/yr,0.07298,0.08366,0.09104999999999999,0.09755,0.10691,0.11573
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Gases,EJ/yr,0.00406,0.00797,0.01047,0.01224,0.01398,0.01654
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Heat,EJ/yr,0.01329,0.01786,0.02231,0.02653,0.03033,0.0335
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Heating|Space,EJ/yr,0.07807,0.08419,0.08607,0.08502,0.08213,0.07842
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Heating|Water,EJ/yr,0.09375,0.09794,0.09765,0.09478,0.09069,0.08558
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Liquids,EJ/yr,0.0059,0.0099,0.0142,0.0171,0.01826,0.01772
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Solids|Biomass,EJ/yr,0.04662,0.0456,0.04225,0.03782,0.03332,0.0286
MESSAGEix-Buildings,SSP5,R12_RCPA,Final Energy|Residential|Solids|Fossil,EJ/yr,0.05457,0.05343,0.04979,0.04516,0.04023,0.03536
MESSAGEix-Buildings,SSP5,R12_SAS,Final Energy|Residential|Cooling,EJ/yr,0.25072,0.34688,0.44095,0.54704,0.701,0.87988
MESSAGEix-Buildings,SSP5,R12_SAS,Final Energy|Residential|Electricity,EJ/yr,0.34877,0.47399,0.5997,0.73953,0.93092,1.14988
MESSAGEix-Buildings,SSP5,R12_SAS,Final Energy|Residential|Heating|Space,EJ/yr,0.45357,0.49307,0.51551,0.51783,0.50488,0.48025
MESSAGEix-Buildings,SSP5,R12_SAS,Final Energy|Residential|Heating|Water,EJ/yr,0.61988,0.64729,0.67317,0.69733,0.72268,0.74918
MESSAGEix-Buildings,SSP5,R12_SAS,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_SAS,Final Energy|Residential|Solids|Biomass,EJ/yr,0.9754,1.01324,1.02993,1.02268,0.99764,0.95942
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Cooling,EJ/yr,0.03835,0.04331,0.04761,0.05099,0.05226,0.05352
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Electricity,EJ/yr,1.46927,1.63262,1.74688,1.8269900000000001,1.89287,1.92677
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Gases,EJ/yr,4.84388,4.09589,3.49689,3.00699,2.5895,2.27418
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Heat,EJ/yr,0.85216,0.86178,0.86726,0.86942,0.86958,0.86778
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Heating|Space,EJ/yr,7.67213,6.54702,5.63034,4.88066,4.24635,3.7344
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Heating|Water,EJ/yr,2.69983,2.64917,2.60486,2.5644,2.52817,2.495
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Liquids,EJ/yr,2.05286,1.69386,1.40303,1.16101,0.96304,0.79362
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Other,EJ/yr,0,0,0,0,0,0
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Solids|Biomass,EJ/yr,0.6797,0.51977,0.4006,0.31714,0.23513,0.18218
MESSAGEix-Buildings,SSP5,R12_WEU,Final Energy|Residential|Solids|Fossil,EJ/yr,0.51246,0.43558,0.36815,0.3145,0.27664,0.2384
MESSAGEix-Buildings,SSP5,R12_AFR,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.969,1.625,1.52,1.66,2.257,2.537
MESSAGEix-Buildings,SSP5,R12_AFR,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.31,0.372,0.45,0.536,0.61,0.687
MESSAGEix-Buildings,SSP5,R12_AFR,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,60.035,98.281,94.052,102.842,139.771,157.098
MESSAGEix-Buildings,SSP5,R12_AFR,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.454,0.766,0.712,0.777,1.056,1.187
MESSAGEix-Buildings,SSP5,R12_AFR,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.157,0.188,0.226,0.268,0.303,0.339
MESSAGEix-Buildings,SSP5,R12_AFR,Materials Demand|Iron and Steel|Residential,Mt/yr,14.097,22.897,22.077,24.149,32.821,36.89
MESSAGEix-Buildings,SSP5,R12_AFR,Total Scrap|Iron and Steel|Residential,Mt/yr,2.942,3.598,4.474,5.534,6.527,7.677
MESSAGEix-Buildings,SSP5,R12_CHN,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,5.283,3.446,3.102,2.739,2.349,1.904
MESSAGEix-Buildings,SSP5,R12_CHN,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,2.231,2.155,2.244,2.327,2.363,2.333
MESSAGEix-Buildings,SSP5,R12_CHN,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,370.763,241.968,217.891,192.417,165.051,133.791
MESSAGEix-Buildings,SSP5,R12_CHN,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.672,0.436,0.392,0.345,0.295,0.239
MESSAGEix-Buildings,SSP5,R12_CHN,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.427,0.376,0.36,0.347,0.333,0.316
MESSAGEix-Buildings,SSP5,R12_CHN,Materials Demand|Iron and Steel|Residential,Mt/yr,284.391,186.018,167.81,148.456,127.507,103.444
MESSAGEix-Buildings,SSP5,R12_CHN,Total Scrap|Iron and Steel|Residential,Mt/yr,91.452,95.688,105.925,115.124,120.804,121.782
MESSAGEix-Buildings,SSP5,R12_EEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.186,0.088,0.073,0.061,0.054,0.05
MESSAGEix-Buildings,SSP5,R12_EEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.08,0.077,0.077,0.078,0.079,0.079
