Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050
MESSAGEix-Buildings,SSP1,R12_EEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.083,0.08,0.081,0.082,0.083,0.084
MESSAGEix-Buildings,SSP1,R12_EEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,14.589,7.122,5.868,4.853,4.206,3.722
MESSAGEix-Buildings,SSP1,R12_EEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.048,0.023,0.019,0.015,0.013,0.012
MESSAGEix-Buildings,SSP1,R12_EEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.025,0.024,0.024,0.024,0.023,0.023
MESSAGEix-Buildings,SSP1,R12_EEU,Materials Demand|Iron and Steel|Residential,Mt/yr,6.372,3.184,2.628,2.186,1.912,1.713
MESSAGEix-Buildings,SSP1,R12_EEU,Total Scrap|Iron and Steel|Residential,Mt/yr,2.222,2.215,2.265,2.333,2.416,2.501
MESSAGEix-Buildings,SSP1,R12_FSU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.313,0.25,0.234,0.221,0.215,0.204
MESSAGEix-Buildings,SSP1,R12_FSU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.196,0.189,0.193,0.198,0.202,0.205
MESSAGEix-Buildings,SSP1,R12_FSU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,20.25,16.195,15.165,14.348,13.953,13.24
MESSAGEix-Buildings,SSP1,R12_FSU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.068,0.054,0.05,0.047,0.045,0.042
MESSAGEix-Buildings,SSP1,R12_FSU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.062,0.057,0.056,0.055,0.054,0.053
MESSAGEix-Buildings,SSP1,R12_FSU,Materials Demand|Iron and Steel|Residential,Mt/yr,11.779,9.471,8.886,8.435,8.237,7.857
MESSAGEix-Buildings,SSP1,R12_FSU,Total Scrap|Iron and Steel|Residential,Mt/yr,5.366,5.477,5.797,6.144,6.509,6.865
MESSAGEix-Buildings,SSP1,R12_LAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.661,0.673,0.729,0.756,0.775,0.738
MESSAGEix-Buildings,SSP1,R12_LAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.282,0.32,0.364,0.404,0.44,0.471
MESSAGEix-Buildings,SSP1,R12_LAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,35.187,35.837,38.817,40.222,41.252,39.267
MESSAGEix-Buildings,SSP1,R12_LAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.297,0.302,0.328,0.339,0.348,0.331
MESSAGEix-Buildings,SSP1,R12_LAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.13,0.147,0.167,0.184,0.2,0.214
MESSAGEix-Buildings,SSP1,R12_LAM,Materials Demand|Iron and Steel|Residential,Mt/yr,10.482,10.675,11.563,11.981,12.288,11.697
MESSAGEix-Buildings,SSP1,R12_LAM,Total Scrap|Iron and Steel|Residential,Mt/yr,3.955,4.589,5.298,5.969,6.583,7.121
MESSAGEix-Buildings,SSP1,R12_MEA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.41,0.38,0.427,0.483,0.489,0.523
MESSAGEix-Buildings,SSP1,R12_MEA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.115,0.132,0.154,0.174,0.194,0.214
MESSAGEix-Buildings,SSP1,R12_MEA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,65.671,60.75,68.377,77.265,78.229,83.741
MESSAGEix-Buildings,SSP1,R12_MEA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.342,0.317,0.357,0.403,0.408,0.437
MESSAGEix-Buildings,SSP1,R12_MEA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.106,0.12,0.139,0.156,0.172,0.188
MESSAGEix-Buildings,SSP1,R12_MEA,Materials Demand|Iron and Steel|Residential,Mt/yr,26.074,24.12,27.148,30.677,31.06,33.248
MESSAGEix-Buildings,SSP1,R12_MEA,Total Scrap|Iron and Steel|Residential,Mt/yr,6.924,7.971,9.348,10.63,11.953,13.25
MESSAGEix-Buildings,SSP1,R12_NAM,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.746,0.985,0.877,0.784,0.734,0.696
MESSAGEix-Buildings,SSP1,R12_NAM,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.374,0.411,0.464,0.513,0.558,0.598
MESSAGEix-Buildings,SSP1,R12_NAM,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,51.989,29.314,26.116,23.355,21.862,20.72
MESSAGEix-Buildings,SSP1,R12_NAM,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.441,0.249,0.221,0.198,0.185,0.176
MESSAGEix-Buildings,SSP1,R12_NAM,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.097,0.106,0.119,0.132,0.143,0.153
MESSAGEix-Buildings,SSP1,R12_NAM,Materials Demand|Iron and Steel|Residential,Mt/yr,14.024,7.907,7.045,6.3,5.897,5.589
MESSAGEix-Buildings,SSP1,R12_NAM,Total Scrap|Iron and Steel|Residential,Mt/yr,2.789,3.133,3.555,3.947,4.304,4.627
MESSAGEix-Buildings,SSP1,R12_PAO,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.035,0.033,0.03,0.027,0.026,0.026
MESSAGEix-Buildings,SSP1,R12_PAO,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.048,0.052,0.054,0.056,0.057,0.057
MESSAGEix-Buildings,SSP1,R12_PAO,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,2.792,2.691,2.425,2.17,2.114,2.112
MESSAGEix-Buildings,SSP1,R12_PAO,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.017,0.017,0.015,0.014,0.013,0.013
MESSAGEix-Buildings,SSP1,R12_PAO,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.026,0.028,0.029,0.03,0.03,0.03
MESSAGEix-Buildings,SSP1,R12_PAO,Materials Demand|Iron and Steel|Residential,Mt/yr,1.534,1.478,1.332,1.192,1.161,1.16
MESSAGEix-Buildings,SSP1,R12_PAO,Total Scrap|Iron and Steel|Residential,Mt/yr,1.939,2.088,2.206,2.292,2.346,2.371
MESSAGEix-Buildings,SSP1,R12_PAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.971,0.846,0.94,1.001,1.042,1.037
MESSAGEix-Buildings,SSP1,R12_PAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.456,0.495,0.548,0.59,0.626,0.651
MESSAGEix-Buildings,SSP1,R12_PAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,67.667,58.951,65.5,69.702,72.585,72.236
MESSAGEix-Buildings,SSP1,R12_PAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.362,0.316,0.351,0.374,0.389,0.387
MESSAGEix-Buildings,SSP1,R12_PAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.18,0.194,0.214,0.228,0.24,0.248
MESSAGEix-Buildings,SSP1,R12_PAS,Materials Demand|Iron and Steel|Residential,Mt/yr,17.671,15.374,17.071,18.155,18.896,18.796
MESSAGEix-Buildings,SSP1,R12_PAS,Total Scrap|Iron and Steel|Residential,Mt/yr,6.551,7.365,8.411,9.353,10.223,10.931
MESSAGEix-Buildings,SSP1,R12_RCPA,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.268,0.226,0.251,0.269,0.28,0.28
MESSAGEix-Buildings,SSP1,R12_RCPA,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.211,0.217,0.221,0.216,0.207,0.197
MESSAGEix-Buildings,SSP1,R12_RCPA,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,18.794,15.896,17.614,18.893,19.658,19.685
MESSAGEix-Buildings,SSP1,R12_RCPA,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.034,0.029,0.032,0.034,0.035,0.035
MESSAGEix-Buildings,SSP1,R12_RCPA,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.047,0.047,0.045,0.042,0.037,0.032
MESSAGEix-Buildings,SSP1,R12_RCPA,Materials Demand|Iron and Steel|Residential,Mt/yr,14.413,12.207,13.536,14.527,15.122,15.147
MESSAGEix-Buildings,SSP1,R12_RCPA,Total Scrap|Iron and Steel|Residential,Mt/yr,7.336,7.857,8.453,8.793,8.981,9.125
MESSAGEix-Buildings,SSP1,R12_SAS,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,1.916,1.899,2.249,2.583,3.043,2.973
MESSAGEix-Buildings,SSP1,R12_SAS,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.857,0.993,1.134,1.244,1.325,1.383
MESSAGEix-Buildings,SSP1,R12_SAS,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,120.893,118.985,141.909,162.935,191.97,187.566
MESSAGEix-Buildings,SSP1,R12_SAS,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.741,0.738,0.87,0.999,1.177,1.15
MESSAGEix-Buildings,SSP1,R12_SAS,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.398,0.458,0.518,0.562,0.59,0.605
MESSAGEix-Buildings,SSP1,R12_SAS,Materials Demand|Iron and Steel|Residential,Mt/yr,41.174,40.372,48.332,55.493,65.382,63.882
MESSAGEix-Buildings,SSP1,R12_SAS,Total Scrap|Iron and Steel|Residential,Mt/yr,10.865,12.984,15.341,17.601,19.727,21.74
MESSAGEix-Buildings,SSP1,R12_WEU,Materials Demand|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.357,0.226,0.205,0.188,0.178,0.167
MESSAGEix-Buildings,SSP1,R12_WEU,Total Scrap|Non-Ferrous Metals|Aluminium|Residential,Mt/yr,0.136,0.14,0.146,0.153,0.159,0.164
MESSAGEix-Buildings,SSP1,R12_WEU,Materials Demand|Non-metallic minerals|Cement|Residential,Mt/yr,51.919,32.925,29.821,27.314,25.891,24.296
MESSAGEix-Buildings,SSP1,R12_WEU,Materials Demand|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.294,0.187,0.169,0.155,0.147,0.138
MESSAGEix-Buildings,SSP1,R12_WEU,Total Scrap|Non-Ferrous Metals|Copper|Residential,Mt/yr,0.156,0.152,0.154,0.156,0.157,0.158
MESSAGEix-Buildings,SSP1,R12_WEU,Materials Demand|Iron and Steel|Residential,Mt/yr,22.571,14.312,12.962,11.872,11.253,10.559
MESSAGEix-Buildings,SSP1,R12_WEU,Total Scrap|Iron and Steel|Residential,Mt/yr,7.943,8.297,8.783,9.241,9.672,10.068
