R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,ssp,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2025,1.6304139533565954e-5,0.001250115503241166,0.0070916503876261245,2.6189023553938387e-4,1.5701910482782984e-4,1.0487113071155403e-4,0.12797975926845004,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2030,1.5364188857763003e-5,0.0013343424949689212,0.007315453506684097,3.413279935202184e-4,2.0784307203661588e-4,1.3348492148360251e-4,0.12075422542798384,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2035,1.45746312714271e-5,0.0014091546632155163,0.0074939785817297756,4.1680106471872106e-4,2.52527370825897e-4,1.6427369389282405e-4,0.1146543418165988,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2040,1.3888262041905202e-5,0.001472384547800806,0.00757672143310325,4.960551561444171e-4,2.9521360107154183e-4,2.0084155507287527e-4,0.10937969774313591,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2045,1.3302769382938128e-5,0.0015270246754338548,0.007600498014634722,5.648199937439779e-4,3.2009404125402135e-4,2.447259524899566e-4,0.10488621578588285,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2050,1.2771978361077754e-5,0.0015702454285008033,0.007554493530717472,6.870429904471272e-4,3.7689563101167827e-4,3.10147359435449e-4,0.10080595110561713,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2055,1.2248432181864911e-5,0.0015975773277121133,0.007344457754783351,8.609096291273412e-4,4.60378015240709e-4,4.0053161388663226e-4,0.09675363092389137,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2060,1.1784122818190316e-5,0.0016173175436532752,0.007092354478218503,0.001119626175056424,6.010954310005319e-4,5.18530744055892e-4,0.0931918291164136,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2070,1.0976003941967391e-5,0.001635074292685496,0.006475951850527034,0.0019446758559721173,0.0011019569478133086,8.427189081588086e-4,0.08703496511681337,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2080,1.0260727250044652e-5,0.001625186357754446,0.005794841967880383,0.0027982816360685838,0.0016006766805898784,0.0011976049554787052,0.0816502860830799,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2090,9.660851809586226e-6,0.0016018280395770225,0.005112008993219481,0.0036860627704720064,0.0020948884308805396,0.0015911743395914668,0.0771541052520407,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,SSP2,2100,9.15354307868007e-6,0.0015704961386452548,0.0044410254947866035,0.004554221952566245,0.002588995594999169,0.001965226357567076,0.07336571367324282,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2020,0.035372832463822314,2.3472137336415355,13.635156757869753,0.3741415362358562,0.21459825838978827,0.15954327784606792,346.4379564526719,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2025,0.033647743738988455,2.581531959417229,14.688087171245098,0.5417397638222813,0.3247807857575817,0.21695897806469958,330.0498110435984,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2030,0.03170745289078647,2.7548914276439196,15.147470993475434,0.7061136765477485,0.4300026422301813,0.27611103431756723,311.4122140460554,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2035,0.0300490116077467,2.9053523015076457,15.454511871612775,0.8593808706916859,0.5206712726659426,0.33870959802574335,295.4780990567583,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2040,0.02863302711836123,3.0355886613492147,15.622536316466913,1.0227395059584037,0.6086572889588312,0.4140822169995726,281.8786274335498,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2045,0.027169360518629816,3.1185992893896914,15.37259216722963,1.152445205157226,0.6509411285957548,0.5015040765614713,267.77705109684837,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2050,0.02591646937422281,3.186038613881182,15.013264685366716,1.3912244760281638,0.7581902614413256,0.6330342145868384,255.72851274114075,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2055,0.024799116300225642,3.2347682111565197,14.53834552113582,1.7273785389068899,0.9140879171946535,0.8132906217122363,245.05847311695692,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2060,0.023812023621483512,3.2691743170801404,13.997187975649522,2.2368397399753657,1.1864951983725838,1.050344541602782,235.64827397581584,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2070,0.02216667004338354,3.304915476599156,12.74658383937686,3.9217044851397524,2.20828762441421,1.713416860725543,220.07572690144573,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2080,0.020750821300480844,3.2900900019944928,11.384328425903249,5.691377614564649,3.2446768696241546,2.446700744940494,206.72669604986177,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2090,0.019557512341907213,3.2463442262633806,10.001220365615794,7.532578413604164,4.272501628900629,3.260076784703536,195.52011108406035,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,SSP2,2100,0.01859001713432023,3.192911411556801,8.740304830922822,9.333051836005762,5.299411644365383,4.033640191640378,186.48266154804188,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2020,0.26113909006334896,15.725425772544902,0,2.0927405604812606,0.5422712035010072,1.550469356980253,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2025,0.24943441488231355,17.94651594438986,0,3.012463714874409,0.8997991649649562,2.112664549909453,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2030,0.23943972042884637,19.95493617399974,0,4.881226020357879,1.8549558608065502,3.026270159551329,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2035,0.23098223948086122,21.771294846069956,0,6.573613268505214,2.7435128838047116,3.8301003847005033,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2040,0.22388741695435543,23.414462644253465,0,8.217323805686608,3.5148753921001252,4.702448413586482,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2045,0.21798608740920247,24.901904640933637,0,14.27986419893567,7.403637357962925,6.876226840972746,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2050,0.21311892507260535,26.24851881677584,0,30.82936049968512,19.779608344075932,11.049752155609179,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2055,0.20913897097322343,27.46600484310911,0,51.23979259473784,35.69439832623795,15.545394268499898,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2060,0.205912855763205,28.564309368470738,0,75.42564652884455,54.880944811505856,20.54470171733872,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2070,0.20123198037631765,30.44171505097285,0,137.1427920504243,103.78412637382404,33.35866567660026,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2080,0.19832555240346303,31.953250938075403,0,210.6583856980602,161.97171573043434,48.686669967625846,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2090,0.1965890523742407,33.15329840817634,0,295.7661146896305,229.7325162573021,66.03359843232839,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,SSP2,2100,0.19559252672983304,34.09167564805999,0,378.49433820153945,295.20785174334156,83.28648645819786,0,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2020,0.16899149198999566,11.641815612319323,140.47025832800747,1.7993275379213474,0.9873773489201314,0.8119501890012158,4908.510936723841,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2025,0.15793845215907598,12.440227949177123,145.89679521602102,2.7040634982755436,1.6040603218558502,1.1000031764196931,4596.28497692816,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2030,0.1477679123044259,13.077417558691458,150.45817889656124,3.5485103315664293,2.1743490501676273,1.3741612813988024,4307.108353121814,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2035,0.1383270854274266,13.540487567718136,152.84074207145662,4.2672991150990045,2.6265636691382386,1.640735445960766,4038.9649350419522,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2040,0.12808384315963722,13.690298870372512,149.59189159862743,4.972559325913662,3.0322525028084453,1.940306823105217,3743.9014702644854,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2045,0.11891355800436482,13.71464033570471,144.6246151684802,5.397082122974999,3.143429154090542,2.2536529688844573,3480.759542550894,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2050,0.10983441168989251,13.531384219820534,136.49524498797504,6.174013742314491,3.468471139270936,2.705542603043555,3219.537726491102,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2055,0.10201184924961215,13.306865078051562,128.16619580430213,7.2742662047983995,3.95294736080718,3.3213188439912193,2994.4130732347885,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2060,0.09528715037342184,13.059634531691572,119.90317927675879,9.029755810019665,4.897760411771075,4.131995398248589,2800.9875030504345,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2070,0.08386406865719112,12.456018990072105,103.13600756594512,14.431331497328665,8.171453914621498,6.259877582707165,2475.356444508001,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2080,0.074694685442116,11.787016971805539,87.19794439264355,19.80038452334072,11.304249228715607,8.496135294625114,2214.536220498204,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2090,0.06788044474331247,11.212755731642588,73.78173175534522,25.229154051937794,14.307422430044038,10.921731621893755,2021.823757944212,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,SSP2,2100,0.06257888775054445,10.700635151398405,61.76923898049154,30.45946865101207,17.278096924394315,13.181371726617751,1872.6057058189904,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2020,0.09470618552942332,6.570454578937165,43.308982770286114,1.0262456888565472,0.5632339244646495,0.46301176439189773,1097.5121518113856,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2025,0.08902302999047718,7.069841391719515,46.07251884959057,1.565573338517109,0.9295517495782032,0.6360215889389056,1031.9811474233272,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2030,0.08367096901933475,7.460771734727755,48.21940323529995,2.079569264795992,1.2767907580774063,0.8027785067185859,970.2345037695083,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2035,0.07873135412616768,7.756275970735769,49.79864271074302,2.529155686541443,1.5614900310304227,0.9676656555110208,913.220399173215,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2040,0.07425121924481906,7.971764607816348,50.883816723913235,2.973788035552985,1.8224412507958148,1.1513467847571706,861.4979813611224,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2045,0.07024904537040319,8.123301996612678,51.56136116441171,3.2487100969037352,1.9074018599762876,1.3413082369274478,815.3123428587426,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2050,0.0667211640906352,8.225933613024196,51.91886270023709,3.76649983602413,2.1466582404629,1.61984159556123,774.6306382408789,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2055,0.06364792615968842,8.29261940264607,52.03702826414496,4.44551429285403,2.460756346037976,1.984757946816054,739.1974257934551,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2060,0.060975188647340826,8.33114349778506,51.94134210322331,5.491779088845444,3.032931338030837,2.4588477508146074,708.4460000744791,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2070,0.054513421772053886,8.0447731555173565,46.67634559505456,8.63246232723755,4.951243643468482,3.681218683769066,635.2784483302639,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2080,0.04929150636570215,7.71108256938744,41.230664961318,11.784688650703801,6.79894341599184,4.985745234711962,576.8155107206037,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2090,0.045320113175738655,7.410473957295684,36.466904071623595,14.986593933806162,8.57922829457524,6.407365639230923,532.7774081038547,0
AFR,rur,mfh,perm,s2,coal,electricity,SSP2,SSP2,2100,0.04172007985072571,7.056677757163035,31.12375463490522,18.085699517127136,10.346228500986822,7.739471016140314,492.90943961705267,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2020,0.05905513781737245,4.172424469534683,21.833425659417852,0.6709741213010839,0.36857146901744775,0.3024026522836361,350.3942850709252,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2025,0.056535178259396995,4.591775694573707,24.76537280916857,1.0731591479799045,0.6389298373584438,0.43422931062146086,333.90339376609876,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2030,0.05498136388549192,5.0048990065544094,27.991217012947224,1.4853092336001399,0.9166004800704561,0.5687087535296838,323.6689910522644,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2035,0.05330042288828272,5.338278076566062,30.671794703879645,1.866314161306489,1.16155760218283,0.7047565591236591,312.98887425350557,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2040,0.05336929448535218,5.789776075340357,34.70339829321429,2.248851219920634,1.3961169041663066,0.8527343157543273,313.48842124358697,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2045,0.053411754552309,6.21043349922479,38.46625722302808,2.5082066015672835,1.5068540218934625,1.001352579673821,313.8218738901771,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2050,0.05365544028023901,6.6251948249489745,41.97608209059199,3.0006623134192845,1.7762517633623733,1.2244105500569111,315.2592274783272,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2055,0.053780690500835344,6.9937973596006735,45.048823189494556,3.5750932856650186,2.078286550546734,1.4968067351182848,315.9430525577261,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2060,0.05362186092097317,7.291189198680803,47.412690368333315,4.386504264904023,2.5488134445087436,1.8376908203952789,315.0556550610374,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2070,0.056028615576255256,8.176405636722883,55.206272696114716,6.902625582246968,4.121001259722158,2.781624322524809,328.8809242502586,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2080,0.058264206678332674,8.97036737392871,60.90472862117974,9.47633202497136,5.641612324019448,3.834719700951911,342.8132778082493,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2090,0.059719200795941646,9.577133777684226,64.84834060363677,12.078327595061017,7.096917007094372,4.981410587966645,352.6438126292904,0
AFR,rur,mfh,perm,s2,electricity,electricity,SSP2,SSP2,2100,0.06027172894188651,9.97418732972364,66.76063959479977,14.650085610058035,8.554298296776778,6.095787313281257,357.4904892340096,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2020,3.7657532183307976e-5,0.002597309767056631,0.016715318697696165,4.0500656516815464e-4,2.2263501173352656e-4,1.8237155343462803e-4,0.29155373372328924,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2025,3.5194100579673966e-5,0.0027744714872967877,0.01735649935904966,6.098102676037463e-4,3.6260841998571336e-4,2.4720184761803284e-4,0.273005349422697,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2030,3.24164785634948e-5,0.0028701955602375186,0.017264117702600553,7.966837717566056e-4,4.895950126489884e-4,3.070887591076173e-4,0.2518629573066951,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2035,2.9957222045801188e-5,0.0029347399699129265,0.017051260146711964,9.584625084476212e-4,5.918216130538223e-4,3.66640895393799e-4,0.23302245892805878,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2040,2.7732002628728772e-5,0.0029648580619196876,0.016597193012399057,0.0011129319690510368,6.808231377636219e-4,4.321088312874149e-4,0.21602698367013126,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2045,2.5773313843120497e-5,0.002972756055170207,0.01603484185988863,0.0012080291854616116,7.059847551269035e-4,5.020444303347081e-4,0.2010537848764593,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2050,2.4005694701237174e-5,0.002957410175663145,0.015369022298978846,0.0013974517228759894,7.907594209522749e-4,6.066923019237147e-4,0.18750806033117243,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2055,2.2351361913446664e-5,0.002915062287195689,0.014452802991298593,0.0016571646219722285,9.09677585350582e-4,7.474870366216465e-4,0.17476376778184535,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2060,2.0896021121230203e-5,0.0028629625162524363,0.013521797918376568,0.0020460743147638406,0.0011186189316385812,9.274553831252595e-4,0.16362423213901225,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2070,1.8474251024379268e-5,0.002741441183670652,0.011659894469860805,0.003265574915123746,0.0018591896596704992,0.0014063852554532473,0.14515796298265946,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2080,1.653519853267342e-5,0.0026065644828202053,0.009951209363396923,0.004450678909072539,0.002548505081987529,0.00190217382708501,0.13052286566164134,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2090,1.5051727391224036e-5,0.0024835598374594644,0.008458572404330768,0.005649396300195231,0.0032094935866684407,0.0024399027135267905,0.11937949810844607,0
AFR,rur,mfh,perm,s2,gas,electricity,SSP2,SSP2,2100,1.3907254783317544e-5,0.0023754538956890043,0.007141797351196687,0.006806111148277536,0.0038648673396018433,0.0029412438086756933,0.11083098622818353,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2020,0.07775480611048628,5.369196071464274,34.68315044894343,0.8384451481241362,0.4607733446838966,0.37767180344023954,752.174671592918,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2025,0.07266353784441831,5.732966117185516,35.98957312336891,1.2628011602738463,0.7508520335051259,0.5119491267687204,704.2869749373638,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2030,0.0669273723812092,5.9291815349228,35.788733208161524,1.6497497972279738,1.0139025972109776,0.6358472000169962,649.7339897015754,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2035,0.06176599200116331,6.051016484693344,35.16832352158948,1.9763340672183924,1.2203228505779025,0.7560112166404899,600.5427131352961,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2040,0.05717532691848224,6.112726155512474,34.22470377728446,2.294644767050008,1.4037241341632158,0.890920632886792,556.7227921222947,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2045,0.05262440153702912,6.069553390233606,32.47995518791617,2.457616368250847,1.4308237469078426,1.026792621343004,513.1639191070918,0
AFR,rur,mfh,perm,s2,oil,electricity,SSP2,SSP2,2050,0.04868080340661724,5.996926691492539,30.620567596734187,2.8140747698603614,1.5800992466011117,1.2339755232592495,475.41681332841523,0
