Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
MESSAGEix-buildings,SSP2_2C,NAM,Product Stock|Residential|Multi-Family Houses,m2,2740662430,2878881731,3021595997,3162707174,3307934736,3453491001,3603065848,3756405827,3918370350,4161231464,4378222450,4536797618,4649667106
MESSAGEix-buildings,SSP2_2C,NAM,Product Stock|Residential|Single Family Houses,m2,19107103481,19658768506,20293487789,21000973823,21774211072,22580084088,23427106650,24345961604,25307929042,26675817023,27883200444,28804083444,29461551291
MESSAGEix-buildings,SSP2_2C,PAO,Product Stock|Residential|Multi-Family Houses,m2,1256457274,1321536791,1383894758,1443171822,1500186094,1554637480,1603944585,1652228443,1698268290,1737393543,1767830602,1763854832,1744637523
MESSAGEix-buildings,SSP2_2C,PAO,Product Stock|Residential|Single Family Houses,m2,5606911106,5696112555,5783078557,5867416029,5952329109,6038952024,6116003190,6197727833,6277551049,6291978325,6302702323,6200408860,6058285572
MESSAGEix-buildings,SSP2_2C,PAS,Product Stock|Residential|Informal Houses,m2,57437118,50542748,45655938,42681661,41384987,42320085,20223501,21056381,21768128,22863846,23588954,24030344,22999795
MESSAGEix-buildings,SSP2_2C,PAS,Product Stock|Residential|Multi-Family Houses,m2,264137433,282114902,298095658,313331310,326186074,336238008,343599725,349589773,353199447,349490029,343168655,329858038,314535918
MESSAGEix-buildings,SSP2_2C,PAS,Product Stock|Residential|Single Family Houses,m2,1483551036,1570594611,1642343224,1711278107,1771365990,1823913670,1867865142,1906731245,1926000667,1903740116,1847422273,1772233454,1696202151
MESSAGEix-buildings,SSP2_2C,RCPA,Product Stock|Residential|Informal Houses,m2,101491526,112820106,123058829,131974876,139453332,145517269,150323735,154063973,156957597,160565740,155983480,156610714,156525770
MESSAGEix-buildings,SSP2_2C,RCPA,Product Stock|Residential|Multi-Family Houses,m2,704008235,726324199,662363445,588897796,567404019,562651497,558318470,552445630,545664097,527644583,505287809,469259519,430826555
MESSAGEix-buildings,SSP2_2C,RCPA,Product Stock|Residential|Single Family Houses,m2,410883027,415386071,357994934,297841488,276925300,268543877,261312039,254468612,247244019,229655496,210167334,188877437,168851181
MESSAGEix-buildings,SSP2_2C,SAS,Product Stock|Residential|Informal Houses,m2,1098220408,1283652186,1524754149,1653169854,1748453915,1815198287,1843030203,1787853071,1813131079,1860970551,1918025511,1949135990,1965854363
MESSAGEix-buildings,SSP2_2C,SAS,Product Stock|Residential|Multi-Family Houses,m2,1309919895,1791354623,2324315963,2925693353,3557618641,4212839601,4876062820,5606567558,6164192196,7056806165,7726868466,8100569888,6628929375
MESSAGEix-buildings,SSP2_2C,SAS,Product Stock|Residential|Single Family Houses,m2,11685319429,14337516700,17031145384,19639790901,21696217952,23444062220,25085662952,27003368820,28391504760,29582084485,30464333170,30645688584,25618475409
MESSAGEix-buildings,SSP2_2C,WEU,Product Stock|Residential|Multi-Family Houses,m2,6159396984,6470608036,6785473877,7100199265,7408646053,7704584681,7994467069,8270308635,8531301874,8886067333,9202883870,9361073834,9349455544
MESSAGEix-buildings,SSP2_2C,WEU,Product Stock|Residential|Single Family Houses,m2,15211636332,15555856748,15908279055,16268659432,16628535926,16972067177,17313777837,17653078919,17963345149,18261770645,18478875293,18510523696,18305854533
MESSAGEix-buildings,SSP2_2C,AFR,Stock Addition|Residential|Multi-Family Houses,m2/yr,854551179,1112745585,2073878744,1698505851,2838126615,2745523007,2808947816,3270538445,3604873597,3797564208,3663788089,3512215431,3003202216
MESSAGEix-buildings,SSP2_2C,AFR,Stock Retirement|Residential|Multi-Family Houses,m2/yr,193303691,242299361,288569377,329223721,361983737,385369076,398710506,402117456,396303153,196080290,187963558,175634361,160803561
MESSAGEix-buildings,SSP2_2C,AFR,Stock Addition|Residential|Single Family Houses,m2/yr,12436663313,15537872642,24369691437,21651242709,31456297162,30523176771,30644026668,33731928835,35636316154,33888733819,31988398724,30479731776,26048853187
MESSAGEix-buildings,SSP2_2C,AFR,Stock Retirement|Residential|Single Family Houses,m2/yr,3952517901,4959365821,5916865162,6767669536,7465249407,7977608590,8288172100,8395328394,8310306623,4162549779,4031208426,3797860288,3498127988
MESSAGEix-buildings,SSP2_2C,CHN,Stock Addition|Residential|Multi-Family Houses,m2/yr,57141123156,55945574837,51237963971,43713803047,34682062765,25313583855,16858508430,10999578420,7000448315,1095346228,352232188,145093103,62355055
MESSAGEix-buildings,SSP2_2C,CHN,Stock Retirement|Residential|Multi-Family Houses,m2/yr,39288001406,40243476528,38400754814,34311847758,28812365809,22808473718,17077780993,12145046319,8255254693,2739290141,1783330418,1167426319,798176119
MESSAGEix-buildings,SSP2_2C,CHN,Stock Addition|Residential|Single Family Houses,m2/yr,13684277147,13307145113,12150311154,10395871452,8386224642,6326188123,4437953333,2963843532,1870984175,350884038,157378095,67708416,25986296
MESSAGEix-buildings,SSP2_2C,CHN,Stock Retirement|Residential|Single Family Houses,m2/yr,16219713903,16203987594,15336873502,13790369329,11807614173,9650949746,7552912391,5683082871,4136322618,1486785470,1053109342,750438922,551999247
MESSAGEix-buildings,SSP2_2C,EEU,Stock Addition|Residential|Multi-Family Houses,m2/yr,995532940,1036642147,1043405815,1016414776,979534626,931863463,860943879,756802488,623994505,130384841,53871442,30118175,10956806
MESSAGEix-buildings,SSP2_2C,EEU,Stock Retirement|Residential|Multi-Family Houses,m2/yr,750507974,843377435,916188892,962968751,980375005,967938221,927964687,865086853,785540609,356119935,313510020,269542966,227827271
MESSAGEix-buildings,SSP2_2C,EEU,Stock Addition|Residential|Single Family Houses,m2/yr,557659248,585426014,598038901,598330726,605560456,627303823,643262012,644361539,611419122,137176147,72323066,56765993,42942960
MESSAGEix-buildings,SSP2_2C,EEU,Stock Retirement|Residential|Single Family Houses,m2/yr,759152782,861857353,960089698,1048802189,1123403000,1180110683,1216263254,1230515009,1222896012,611161455,596120981,569153275,533461466
MESSAGEix-buildings,SSP2_2C,FSU,Stock Addition|Residential|Multi-Family Houses,m2/yr,2385310552,2573670314,2708053610,2820794929,2900422810,2834164559,2644179488,2360176819,2044641173,859560073,511765770,255587724,129365137
MESSAGEix-buildings,SSP2_2C,FSU,Stock Retirement|Residential|Multi-Family Houses,m2/yr,1887515532,2146924032,2357251579,2498102528,2556002880,2525923093,2411728496,2225460788,1985365194,883408843,752493366,616241753,487550857
MESSAGEix-buildings,SSP2_2C,FSU,Stock Addition|Residential|Single Family Houses,m2/yr,1265005155,1363380056,1455312527,1565174601,1685132315,1738927807,1737957223,1687183426,1613572087,663929427,514443691,390899345,303308839
MESSAGEix-buildings,SSP2_2C,FSU,Stock Retirement|Residential|Single Family Houses,m2/yr,1502343586,1718705203,1924776041,2109126994,2261358200,2372830352,2437342611,2451731760,2416045526,1202570600,1161109615,1091127355,1001071080
MESSAGEix-buildings,SSP2_2C,LAM,Stock Addition|Residential|Multi-Family Houses,m2/yr,591844216,632503252,721629711,769938073,806102508,822100956,819680120,769539036,716639348,460502148,341704613,217001917,106056907
MESSAGEix-buildings,SSP2_2C,LAM,Stock Retirement|Residential|Multi-Family Houses,m2/yr,228770962,275004455,317096645,352788375,380374849,398822163,407764980,407510500,398878986,195807927,187112929,174974582,160767962
MESSAGEix-buildings,SSP2_2C,LAM,Stock Addition|Residential|Single Family Houses,m2/yr,8451985613,9053559482,10251982260,10899692991,11366532062,11549219822,11466759485,10748802652,9982346633,6148539965,4606259982,2983992784,1539039278
MESSAGEix-buildings,SSP2_2C,LAM,Stock Retirement|Residential|Single Family Houses,m2/yr,4282790226,5035716081,5709417714,6269004844,6688793174,6954020263,7060730604,7015574687,6833303643,3347597749,3192043501,2977292655,2726996340
MESSAGEix-buildings,SSP2_2C,MEA,Stock Addition|Residential|Multi-Family Houses,m2/yr,984273574,1053005526,1200968114,1251061644,1419058473,1422469174,1460328155,1407825715,1352759726,1050025225,840977712,592361035,323093326
MESSAGEix-buildings,SSP2_2C,MEA,Stock Retirement|Residential|Multi-Family Houses,m2/yr,281104236,337954984,390299581,435189859,470339340,494274316,506428081,507014102,496908897,245016514,234626913,219406200,201074312
MESSAGEix-buildings,SSP2_2C,MEA,Stock Addition|Residential|Single Family Houses,m2/yr,8380924299,8916959421,10038037657,10419363977,11664998465,11635714341,11831238703,11350320860,10846790674,8061861582,6470175071,4585841726,2552533937
MESSAGEix-buildings,SSP2_2C,MEA,Stock Retirement|Residential|Single Family Houses,m2/yr,2888018325,3444519874,3954310039,4389282241,4727731343,4955726748,5067992728,5066788401,4960858411,2448338828,2346583492,2195418930,2012162187
MESSAGEix-buildings,SSP2_2C,NAM,Stock Addition|Residential|Multi-Family Houses,m2/yr,1814023557,1914625473,1975104553,2024380155,2075610243,2120394835,2180688898,2256771031,2320621476,1567055865,1355278559,1103756486,860734191
MESSAGEix-buildings,SSP2_2C,NAM,Stock Retirement|Residential|Multi-Family Houses,m2/yr,478255969,582801434,698117231,820430392,944671990,1064927320,1175010768,1269018940,1341727252,692763117,700608770,693066060,669279238
MESSAGEix-buildings,SSP2_2C,NAM,Stock Addition|Residential|Single Family Houses,m2/yr,11315434625,11972058985,12392583877,12755896367,13142271215,13492781840,13931157821,14443528167,14851266890,9607133009,8357394514,6863666274,5408455350
MESSAGEix-buildings,SSP2_2C,NAM,Stock Retirement|Residential|Single Family Houses,m2/yr,4339469955,5044911327,5821703641,6644877767,7479191701,8281750611,9005884275,9605513096,10039160793,5124617721,5121845324,5004321653,4770785782
MESSAGEix-buildings,SSP2_2C,PAO,Stock Addition|Residential|Multi-Family Houses,m2/yr,688787695,672642628,649400400,631305523,621438068,615451744,605946076,591475727,567454237,286786584,232038897,168873322,101050775
MESSAGEix-buildings,SSP2_2C,PAO,Stock Retirement|Residential|Multi-Family Houses,m2/yr,336629813,372788381,405154312,433145870,456279231,474202739,486715231,493772690,495483725,248910522,246711587,241543296,233870431
MESSAGEix-buildings,SSP2_2C,PAO,Stock Addition|Residential|Single Family Houses,m2/yr,2151347539,2104379518,2034461183,1981716573,1955278859,1940074593,1913186830,1871380931,1802422788,884608769,725177743,539773260,339920571
MESSAGEix-buildings,SSP2_2C,PAO,Stock Retirement|Residential|Single Family Houses,m2/yr,1671566342,1820326714,1952401411,2065344277,2157144649,2226372873,2272255323,2294698350,2294263319,1150162611,1138157605,1113026610,1076947959
MESSAGEix-buildings,SSP2_2C,PAS,Stock Addition|Residential|Multi-Family Houses,m2/yr,1933727490,1824273120,1965566196,2039686296,2034723417,1951671155,1795376369,1944119908,1372669113,739008156,650669023,504028447,274630729
MESSAGEix-buildings,SSP2_2C,PAS,Stock Retirement|Residential|Multi-Family Houses,m2/yr,1046742674,1182504234,1266009481,1293778779,1268341951,1197329000,1091774751,964061693,826275371,352379160,290190337,231762474,180592376
MESSAGEix-buildings,SSP2_2C,PAS,Stock Addition|Residential|Single Family Houses,m2/yr,10859669262,10378725839,10974087019,11144923605,10869517069,10169795708,9103724659,9565393093,6658857727,3530985924,3118041527,2412351059,1315311729
MESSAGEix-buildings,SSP2_2C,PAS,Stock Retirement|Residential|Single Family Houses,m2/yr,6845256652,7622981625,8033811110,8070276971,7765553794,7184788333,6411457751,5532687680,4628027061,1926594194,1546828924,1203844547,914227629
MESSAGEix-buildings,SSP2_2C,RCPA,Stock Addition|Residential|Multi-Family Houses,m2/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Stock Retirement|Residential|Multi-Family Houses,m2/yr,2530307222,2765035543,2780431700,2588704096,2242588941,1815214104,1378119215,984911449,665357699,217421980,135007936,81157527,48574740
MESSAGEix-buildings,SSP2_2C,RCPA,Stock Addition|Residential|Single Family Houses,m2/yr,0,0,0,0,0,0,0,0,0,0,0,0,0
MESSAGEix-buildings,SSP2_2C,RCPA,Stock Retirement|Residential|Single Family Houses,m2/yr,1311753822,1429264268,1451598103,1380946298,1235535777,1043309074,834155352,633356877,458200467,162017528,109200915,71095448,45494014
MESSAGEix-buildings,SSP2_2C,SAS,Stock Addition|Residential|Multi-Family Houses,m2/yr,3209540718,3975689912,4901875105,5916650828,6981116125,7943793487,8632411402,9847268478,8853051892,7653186589,6579496336,5121627563,3702423912
MESSAGEix-buildings,SSP2_2C,SAS,Stock Retirement|Residential|Multi-Family Houses,m2/yr,936501698,1171387545,1390644601,1579903550,1728557105,1830295090,1883236331,1889553202,1854081530,914132745,873472755,812957167,740052410
MESSAGEix-buildings,SSP2_2C,SAS,Stock Addition|Residential|Single Family Houses,m2/yr,18821581999,21405999672,23994486094,26842998487,29854599662,32392970049,33776727196,36429240181,32849341902,24825504617,21545887299,17163077329,12862221588
MESSAGEix-buildings,SSP2_2C,SAS,Stock Retirement|Residential|Single Family Houses,m2/yr,9744127476,11932074986,13968974298,15736768075,17143587863,18129848596,18670399803,18772814985,18470549571,9197374798,8868480065,8325492082,7642598781
MESSAGEix-buildings,SSP2_2C,WEU,Stock Addition|Residential|Multi-Family Houses,m2/yr,3804534941,3995299266,4146688923,4275711225,4374081219,4400295003,4333994470,4179282142,3978961778,2119476447,1747192439,1335276780,889502296
MESSAGEix-buildings,SSP2_2C,WEU,Stock Retirement|Residential|Multi-Family Houses,m2/yr,1782119990,2055980810,2325716765,2576031337,2792020455,2960195548,3069531992,3112420704,3085412592,1504214206,1430724293,1327675063,1202426168
MESSAGEix-buildings,SSP2_2C,WEU,Stock Addition|Residential|Single Family Houses,m2/yr,6706116189,7118014481,7482922566,7826038994,8120359149,8275318827,8230982094,7996100891,7655203422,3613498757,3028412491,2364056667,1631871577
MESSAGEix-buildings,SSP2_2C,WEU,Stock Retirement|Residential|Single Family Houses,m2/yr,5134622035,5776432824,6404529458,6981512130,7470992369,7840307228,8063258962,8122527063,8011442634,3891693779,3693946660,3426813637,3108973327
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Aluminium,kt/yr,31285.865,40016.569,51684.007,62443.373,76495.802,90446.433,104234.602,118678.63,133321.296,157991.465,176634.271,192152.64,205194.818
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Aluminium,kt/yr,4934.802,6126.41,9324.952,8409.116,11897.473,11551.803,11552.162,12562.118,13142.081,12178.596,11427.288,10870.055,9288.481
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Aluminium,kt/yr,1635.925,2052.866,2449.651,2802.62,3092.515,3306.021,3436.157,3482.091,3448.331,1729.327,1676.428,1580.638,1456.729
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Cement,kt/yr,1459342.424,1880406.825,2473736.322,3006557.993,3741843.213,4474421.628,5204607.609,5987250.574,6795731.702,8250087.268,9439081.071,10466287.129,11327416.683
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Cement,kt/yr,244317.148,307318.278,497142.959,435049.549,649136.186,629492.66,634406.67,706559.977,753347.591,733428.57,695949.84,664103.913,567634.933
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Cement,kt/yr,74039.784,92889.049,110799.515,126693.019,139697.812,149218.425,154950.885,156873.678,155204.711,77628.801,75090.452,70677.051,65054.45
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Concrete,kt/yr,9728949.493,12536045.502,16491575.481,20043719.953,24945621.423,29829477.521,34697384.059,39915003.829,45304878.015,55000581.787,62927207.142,69775247.527,75516111.222
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Concrete,kt/yr,1628780.988,2048788.519,3314286.394,2900330.326,4327574.574,4196617.736,4229377.797,4710399.845,5022317.273,4889523.802,4639665.598,4427359.417,3784232.889
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Concrete,kt/yr,493598.563,619260.325,738663.435,844620.124,931318.746,994789.499,1033005.9,1045824.521,1034698.074,517525.34,500603.012,471180.34,433696.334
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Copper,kt/yr,15782.572,20153.93,25922.461,31276.259,38174.586,45016.68,51764.435,58790.811,65877.81,77597.856,86250.911,93353.94,99313.607
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Copper,kt/yr,2455.675,3039.079,4555.59,4139.857,5776.907,5610.937,5599.422,6049.089,6294.524,5748.716,5375.524,5108.398,4364.763
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Copper,kt/yr,830.683,1042.445,1244.037,1423.459,1570.937,1679.691,1746.146,1769.843,1753.037,879.635,853.118,804.665,741.782
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Glass,kt/yr,17917.03,23093.349,30402.583,36959.783,46027.3,55062.628,64071.171,73734.809,83723.997,101732.279,116436.199,129204.007,139980.434
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Glass,kt/yr,3006.692,3783.914,6134.882,5362.809,8017.049,7774.106,7836.896,8735.345,9319.685,9087.69,8626.312,8232.4,7036.593
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Glass,kt/yr,907.882,1139.002,1358.597,1553.442,1712.848,1829.517,1899.728,1923.224,1902.686,951.56,920.36,866.202,797.25
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Steel,kt/yr,305905.531,395576.437,524961.562,639809.821,802086.455,964004.39,1125949.981,1301124.553,1483407.168,1819262.153,2100306.228,2346660.84,2554094.026
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Steel,kt/yr,52656.089,66619.646,110558.026,95564.332,145685.291,141208.275,142738.271,160419.827,172242.042,170621.104,162516.208,155243.379,132704.443
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Steel,kt/yr,15288.524,19178.52,22871.865,26145.164,28818.382,30769.317,31936.467,32317.077,31957.612,15962.468,15423.152,14503.61,13341.055
MESSAGEix-buildings,SSP2_2C,AFR,Material Stock|Residential|Wood,kt/yr,370236.767,476589.752,625444.587,759567.116,943389.645,1126455.93,1308738.438,1503584.29,1704420.431,2063043.58,2353629.295,2603907.653,2814008.738
MESSAGEix-buildings,SSP2_2C,AFR,Material Demand|Residential|Wood,kt/yr,61501.86,77232.475,124006.402,108913.624,161476.651,156613.024,157692.782,175144.588,186341.966,180435.541,171010.051,163130.283,139429.535
MESSAGEix-buildings,SSP2_2C,AFR,Total Scrap|Residential|Wood,kt/yr,18861.301,23663.801,28228.081,32279.738,35596.707,38027.043,39492.886,39988.195,39567.987,19798.008,19156.441,18034.89,16603.072
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Aluminium,kt/yr,148650.633,163080.562,178555.08,194955.876,209553.147,221045.703,220179.846,221399.171,220420.846,208656.029,195690.88,188771.243,182894.021
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Aluminium,kt/yr,25168.068,24582.778,22492.274,19213.429,15343.164,11344.664,7714.943,5080.902,3219.578,542.971,205.832,86.633,34.37
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Aluminium,kt/yr,22188.422,22441.193,21330.041,19125.921,16227.575,13066.962,10020.421,7351.271,5193.963,1805.782,1236.823,853.464,611.385
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Cement,kt/yr,9390749.174,10379828.122,11435720.323,12539164.41,13507386.399,14265515.65,14165201.772,14228077.952,14148714.772,13347421.102,12493707.756,12043208.011,11663098.989
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Cement,kt/yr,1668011.498,1628988.913,1489490.058,1270630.881,1011922.435,744866.182,503175.529,330082.17,209243.36,34583.473,12559.71,5240.494,2158.761
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Cement,kt/yr,1392488.282,1410519.359,1340071.847,1198963.946,1013403.456,811658.373,618154.654,449730.216,314698.026,108245.277,73366.386,50154.512,35695.736
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Concrete,kt/yr,62604994.494,69198854.148,76238135.486,83594429.399,90049242.663,95103437.665,94434678.481,94853853.015,94324765.145,88982807.346,83291385.043,80288053.41,77753993.257
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Concrete,kt/yr,11120076.655,10859926.085,9929933.723,8470872.537,6746149.567,4965774.548,3354503.528,2200547.799,1394955.735,230556.484,83731.399,34936.628,14391.738
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Concrete,kt/yr,9283255.214,9403462.39,8933812.314,7993092.976,6756023.041,5411055.818,4121031.029,2998201.437,2097986.838,721635.179,489109.243,334363.417,237971.576
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Copper,kt/yr,30141.747,32192.065,34473.213,37090.13,39516.28,41446.406,41736.925,42093.054,42040.646,40255.711,38333.019,37028.774,35893.234
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Copper,kt/yr,4307.601,4187.386,3815.121,3249.869,2600.548,1937.372,1335.63,880.24,551.578,97.13,40.396,16.847,6.358
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Copper,kt/yr,4711.62,4712.241,4451.651,3984.461,3387.695,2743.567,2123.55,1578.078,1133.538,402.201,281.763,199.282,146.244
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Glass,kt/yr,215397.395,240176.538,266443.845,293422.78,316894.151,335229.513,331826.581,333005.801,330835.389,311033.809,289763.601,279202.419,270357.186
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Glass,kt/yr,40151.712,39264.241,35942.081,30682.366,24420.978,17939.086,12072.703,7914.313,5026.398,817.698,287.589,119.952,49.421
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Glass,kt/yr,31442.75,31980.669,30449.36,27258.723,23020.086,18395.94,13959.159,10103.624,7022.205,2394.677,1607.023,1086.398,764.672
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Steel,kt/yr,5877457.432,6623768.538,7410980.961,8206412.855,8888393.851,9418075.009,9285159.272,9305306.647,9231045.391,8639537.941,8022312.693,7723206.964,7474865.584
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Steel,kt/yr,1164493.229,1138979.432,1042185.337,888558.912,705148.571,515336.668,344080.716,224498.393,142554.71,22517.213,7431.405,3054.253,1298.09
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Steel,kt/yr,848105.106,865233.722,823886.406,735765.582,618377.066,490629.104,368735.155,263658.238,180551.189,60507.82,39867.753,26473.595,18371.718
MESSAGEix-buildings,SSP2_2C,CHN,Material Stock|Residential|Wood,kt/yr,2111052.659,2359790.54,2622444.277,2891039.263,3125103.317,3308349.535,3272591.422,3284404.969,3263142.07,3065855.753,2846839.559,2743502.102,2657118.582
MESSAGEix-buildings,SSP2_2C,CHN,Material Demand|Residential|Wood,kt/yr,397413.191,389119.673,356797.559,305214.335,243460.995,179291.831,121030.531,79689.423,50831.343,8385.999,3003.831,1273.67,527.106
MESSAGEix-buildings,SSP2_2C,CHN,Total Scrap|Residential|Wood,kt/yr,304560.872,310625.446,296556.032,266225.279,225491.746,180759.063,137610.93,99930.316,69665.683,23811.882,15993.712,10793.568,7558.194
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Residential|Aluminium,kt/yr,9647.66,10059.607,10435.207,10759.655,11037.187,11276.04,11465.961,11599.479,11669.839,11510.691,11166.524,10781.438,10373.718
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Residential|Aluminium,kt/yr,547.87,572.849,580.658,572.766,564.932,560.621,546.806,516.551,462.132,99.668,48.169,34.213,22.462
MESSAGEix-buildings,SSP2_2C,EEU,Total Scrap|Residential|Aluminium,kt/yr,578.761,653.967,720.975,775.666,814.935,836.927,841.142,828.392,800.602,389.016,369.182,343.496,314.518
MESSAGEix-buildings,SSP2_2C,EEU,Material Stock|Residential|Cement,kt/yr,750973.482,781499.133,809162.144,832854.548,852981.556,870159.877,883579.535,892752.16,897169.408,883482.105,855839.041,825366.614,793537.748
MESSAGEix-buildings,SSP2_2C,EEU,Material Demand|Residential|Cement,kt/yr,40252.359,42104.808,42723.369,42229.391,41815.489,41768.042,41062.607,39164.665,35402.146,7728.188,3797.743,2754.025,1865.183
