R12,urt,arch,mat,eneff,fuel_heat,fuel_cool,scenario,year,stock_M,floor_Mm2,heat_TJ,cool_TJ,cool_ac_TJ,cool_fans_TJ,hotwater_TJ,other_uses_TJ
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP2,2020,0.08429819146578715,5.663292575225904,63.60262010960187,0.9488162385865564,0.5510899470937936,0.3977262914927628,2546.1398388869866,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP2,2025,0.08051981060117494,6.274288573103901,70.06210353263988,1.3702526523395233,0.825617091786719,0.5446355605528043,2509.6924804733717,0
AFR,rur,mfh,perm,s1,biomass_solid,electricity,SSP2,2030,0.07729342781302424,6.829314919542179,76.03779188197927,1.7985053165294542,1.0970441213403153,0.7014611951891386,2495.30260325156,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP2,2020,0.04680550643709662,3.144471697033544,18.83442762291821,0.5268182407130025,0.30598573827365255,0.22083250243934996,565.484798800696,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP2,2025,0.04470760815229597,3.4837195096141835,20.747252471297482,0.7608154875227842,0.4584134681322123,0.3024020193905719,557.3900243140388,0
AFR,rur,mfh,perm,s1,coal,electricity,SSP2,2030,0.042916199842497574,3.7918908783198546,22.5168126887313,0.998597369339207,0.6091198975369475,0.3894774718022594,554.1941053561678,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP2,2020,0.028472906018784237,1.9128571380888282,8.593073674473874,0.3204760999631068,0.1861384215161498,0.13433767844695696,177.31850086668743,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP2,2025,0.027175750432843135,2.116636088526841,9.422898261263029,0.4622940027023172,0.27858655751362027,0.18370744518869692,174.68376081735937,0
AFR,rur,mfh,perm,s1,electricity,electricity,SSP2,2030,0.026074299585486467,2.3026371467750546,10.204098322724132,0.6062931575451058,0.3698789910960616,0.2364141664490442,173.62219488958704,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,2020,1.875560346560613e-5,0.0012600316395980004,0.00754716769860959,2.1110037506465604e-4,1.226102659165931e-4,8.849010914806294e-5,0.15106500719017654,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,2025,1.79024141108775e-5,0.0013944170577387775,0.008276769033875685,3.046563310082792e-4,1.8359315971260755e-4,1.2106317129567165e-4,0.14882816910417881,0
AFR,rur,mfh,perm,s1,gas,electricity,SSP2,2030,1.715491973062305e-5,0.0015141963115704695,0.008911893318048612,3.98111146360808e-4,2.4287791953271629e-4,1.5523322682809172e-4,0.1477895619124754,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,2020,0.03866655521577666,2.597683429652846,15.559332457372216,0.43521046886377235,0.25277825594670456,0.18243221291706777,389.29445955183047,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,2025,0.0369076624466687,2.8747379305450225,17.063560249881757,0.628086370327756,0.3785004840638224,0.2495858862639336,383.53041086986974,0
AFR,rur,mfh,perm,s1,oil,electricity,SSP2,2030,0.03540444996755678,3.1263954304378787,18.451901124554624,0.823775190915793,0.5026091594600186,0.3211660314557743,381.14440224762365,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,2020,0.2847011593990897,17.40448274367023,0,2.3975418879141173,0.6306354362963776,1.7669064516177397,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,2025,0.27194039428290634,19.862852374127,0,3.4511580747871906,1.0436571018548249,2.407500972932366,0,0
AFR,rur,mfh,perm,s1,v_no_heat,electricity,SSP2,2030,0.2610438980717043,22.085831984913966,0,5.579848525433504,2.1335553836350774,3.4462931417984266,0,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,2020,0.1865020480811193,13.035517710152101,163.25643449941842,2.0988494234209676,1.1623380083298744,0.936511415091093,5565.720746453078,0
AFR,rur,mfh,perm,s2,biomass_solid,electricity,SSP2,2025,0.17530967444510387,14.056154824417325,174.14923218680536,3.1662759169816335,1.8836074545432164,1.2826684624384168,5398.590780983442,0
